year,pgisced97,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.21482,66,273,0.16601,0.26363
1999,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.35208,465,1213,0.32519,0.37897
1999,Second Stage of Tertiary Education,Urban regions,SPD,0.22954,288,1213,0.20586,0.25321
1999,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.22021,246,1213,0.19688,0.24354
1999,Second Stage of Tertiary Education,Urban regions,FDP,0.04544,40,1213,0.03372,0.05717
1999,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.10184,130,1213,0.08481,0.11887
1999,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02781,44,1213,0.01855,0.03706
1999,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.40843,335,665,0.37105,0.44582
1999,Second Stage of Tertiary Education,Rural regions,SPD,0.20130,123,665,0.17080,0.23180
1999,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.20980,126,665,0.17883,0.24077
1999,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.11034,81,665,0.08651,0.13417
2000,Pre-primary Level,Urban regions,Not leaning towards specific party,0.72943,236,236,0.67263,0.78623
2000,Pre-primary Level,Rural regions,Not leaning towards specific party,0.81214,140,140,0.74720,0.87707
2000,Primary Level,Urban regions,Not leaning towards specific party,0.81211,267,305,0.76820,0.85602
2000,Primary Level,Urban regions,SPD,0.11674,38,305,0.08064,0.15283
2000,Primary Level,Rural regions,Not leaning towards specific party,0.74969,58,58,0.63723,0.86215
2000,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.62790,1592,2316,0.60821,0.64759
2000,Lower Secondary Level,Urban regions,SPD,0.20554,451,2316,0.18908,0.22200
2000,Lower Secondary Level,Urban regions,CDU/CSU,0.13118,273,2316,0.11743,0.14493
2000,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.65426,787,1109,0.62625,0.68226
2000,Lower Secondary Level,Rural regions,SPD,0.13922,145,1109,0.11883,0.15960
2000,Lower Secondary Level,Rural regions,CDU/CSU,0.16496,177,1109,0.14311,0.18681
2000,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.50815,4220,7909,0.49713,0.51917
2000,Upper Secondary Level,Urban regions,SPD,0.23273,1804,7909,0.22342,0.24205
2000,Upper Secondary Level,Urban regions,CDU/CSU,0.19132,1442,7909,0.18265,0.19999
2000,Upper Secondary Level,Urban regions,FDP,0.01154,78,7909,0.00919,0.01390
2000,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02150,170,7909,0.01831,0.02470
2000,Upper Secondary Level,Urban regions,PDS/Linke,0.00877,85,7909,0.00671,0.01082
2000,Upper Secondary Level,Urban regions,Far right parties,0.00432,36,7909,0.00288,0.00577
2000,Upper Secondary Level,Urban regions,Others,0.00514,41,7909,0.00356,0.00672
2000,Upper Secondary Level,Urban regions,Party combinations,0.00432,33,7909,0.00287,0.00576
2000,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.59154,2962,4713,0.57750,0.60557
2000,Upper Secondary Level,Rural regions,SPD,0.16538,736,4713,0.15477,0.17598
2000,Upper Secondary Level,Rural regions,CDU/CSU,0.18154,802,4713,0.17053,0.19254
2000,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.00951,52,4713,0.00674,0.01228
2000,Upper Secondary Level,Rural regions,PDS/Linke,0.02396,127,4713,0.01959,0.02832
2000,Upper Secondary Level,Rural regions,Far right parties,0.00679,34,4713,0.00444,0.00913
2000,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.43990,405,811,0.40571,0.47408
2000,Post-secondary Non-tertiary Level,Urban regions,SPD,0.22645,185,811,0.19762,0.25527
2000,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.18336,157,811,0.15671,0.21000
2000,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.08428,64,811,0.06514,0.10341
2000,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.44631,128,229,0.38178,0.51084
2000,Post-secondary Non-tertiary Level,Rural regions,SPD,0.18094,43,229,0.13097,0.23091
2000,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.25660,58,229,0.19991,0.31330
2000,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.40916,535,1131,0.38050,0.43783
2000,First Stage of Tertiary Education,Urban regions,SPD,0.25503,280,1131,0.22961,0.28044
2000,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.24469,272,1131,0.21963,0.26976
2000,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.04152,44,1131,0.02989,0.05315
2000,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.48123,352,645,0.44264,0.51982
2000,First Stage of Tertiary Education,Rural regions,SPD,0.16261,107,645,0.13411,0.19111
2000,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.22446,154,645,0.19223,0.25668
2000,First Stage of Tertiary Education,Rural regions,PDS/Linke,0.04404,32,645,0.02819,0.05988
2000,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.37528,1026,2562,0.35653,0.39404
2000,Second Stage of Tertiary Education,Urban regions,SPD,0.20863,536,2562,0.19289,0.22436
2000,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.21334,536,2562,0.19747,0.22920
2000,Second Stage of Tertiary Education,Urban regions,FDP,0.04176,90,2562,0.03401,0.04951
2000,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.10712,273,2562,0.09514,0.11910
2000,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.03014,101,2562,0.02352,0.03677
2000,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.43879,552,1142,0.40999,0.46758
2000,Second Stage of Tertiary Education,Rural regions,SPD,0.16125,192,1142,0.13991,0.18259
2000,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.21021,228,1142,0.18657,0.23386
2000,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.03764,50,1142,0.02659,0.04868
2000,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.09753,120,1142,0.08031,0.11474
2001,Pre-primary Level,Urban regions,Not leaning towards specific party,0.76088,266,297,0.71228,0.80947
2001,Pre-primary Level,Urban regions,CDU/CSU,0.09475,31,297,0.06138,0.12811
2001,Pre-primary Level,Rural regions,Not leaning towards specific party,0.81577,156,156,0.75474,0.87680
2001,Primary Level,Urban regions,Not leaning towards specific party,0.78201,201,201,0.72479,0.83923
2001,Primary Level,Rural regions,Not leaning towards specific party,0.84259,53,53,0.74361,0.94158
2001,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.65991,1441,2024,0.63926,0.68055
2001,Lower Secondary Level,Urban regions,SPD,0.17957,348,2024,0.16284,0.19629
2001,Lower Secondary Level,Urban regions,CDU/CSU,0.13091,235,2024,0.11621,0.14560
2001,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.67332,702,950,0.64348,0.70316
2001,Lower Secondary Level,Rural regions,SPD,0.12846,100,950,0.10717,0.14975
2001,Lower Secondary Level,Rural regions,CDU/CSU,0.15970,148,950,0.13639,0.18300
2001,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.52615,3908,7136,0.51456,0.53774
2001,Upper Secondary Level,Urban regions,SPD,0.22967,1635,7136,0.21991,0.23943
2001,Upper Secondary Level,Urban regions,CDU/CSU,0.17850,1236,7136,0.16961,0.18738
2001,Upper Secondary Level,Urban regions,FDP,0.01349,89,7136,0.01081,0.01617
2001,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02394,168,7136,0.02039,0.02748
2001,Upper Secondary Level,Urban regions,PDS/Linke,0.00831,64,7136,0.00621,0.01042
2001,Upper Secondary Level,Urban regions,Others,0.00647,36,7136,0.00461,0.00834
2001,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.60994,2779,4267,0.59531,0.62458
2001,Upper Secondary Level,Rural regions,SPD,0.15669,628,4267,0.14578,0.16760
2001,Upper Secondary Level,Rural regions,CDU/CSU,0.17690,682,4267,0.16545,0.18835
2001,Upper Secondary Level,Rural regions,FDP,0.00926,31,4267,0.00639,0.01214
2001,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01094,49,4267,0.00782,0.01407
2001,Upper Secondary Level,Rural regions,PDS/Linke,0.01874,98,4267,0.01467,0.02281
2001,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.50320,434,789,0.46829,0.53811
2001,Post-secondary Non-tertiary Level,Urban regions,SPD,0.20745,170,789,0.17913,0.23576
2001,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.16036,131,789,0.13474,0.18598
2001,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.07398,54,789,0.05570,0.09225
2001,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.51014,133,218,0.44363,0.57665
2001,Post-secondary Non-tertiary Level,Rural regions,SPD,0.18677,43,218,0.13491,0.23862
2001,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.19816,42,218,0.14512,0.25119
2001,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.44972,524,1019,0.41916,0.48028
2001,First Stage of Tertiary Education,Urban regions,SPD,0.24901,252,1019,0.22244,0.27557
2001,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.21663,208,1019,0.19132,0.24194
2001,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.03274,35,1019,0.02181,0.04367
2001,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.49128,315,533,0.44879,0.53376
2001,First Stage of Tertiary Education,Rural regions,SPD,0.15986,89,533,0.12872,0.19100
2001,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.21620,129,533,0.18122,0.25119
2001,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.40329,1021,2395,0.38364,0.42294
2001,Second Stage of Tertiary Education,Urban regions,SPD,0.21350,505,2395,0.19709,0.22992
2001,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.19317,444,2395,0.17735,0.20898
2001,Second Stage of Tertiary Education,Urban regions,FDP,0.04158,87,2395,0.03359,0.04958
2001,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.09463,248,2395,0.08291,0.10636
2001,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.03053,90,2395,0.02364,0.03742
2001,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.44620,524,1063,0.41630,0.47609
2001,Second Stage of Tertiary Education,Rural regions,SPD,0.17394,195,1063,0.15114,0.19674
2001,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.19319,193,1063,0.16945,0.21694
2001,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.04376,45,1063,0.03146,0.05607
2001,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.09699,106,1063,0.07919,0.11479
2002,Pre-primary Level,Urban regions,Not leaning towards specific party,0.75443,311,377,0.71092,0.79794
2002,Pre-primary Level,Urban regions,SPD,0.07448,32,377,0.04794,0.10101
2002,Pre-primary Level,Urban regions,CDU/CSU,0.06807,34,377,0.04261,0.09353
2002,Pre-primary Level,Rural regions,Not leaning towards specific party,0.85436,148,148,0.79733,0.91138
2002,Primary Level,Urban regions,Not leaning towards specific party,0.80827,178,178,0.75027,0.86626
2002,Primary Level,Rural regions,Not leaning towards specific party,0.84607,51,51,0.74604,0.94610
2002,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.64736,1307,1886,0.62579,0.66893
2002,Lower Secondary Level,Urban regions,SPD,0.18848,339,1886,0.17083,0.20614
2002,Lower Secondary Level,Urban regions,CDU/CSU,0.13421,240,1886,0.11882,0.14960
2002,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.71016,679,902,0.68054,0.73979
2002,Lower Secondary Level,Rural regions,SPD,0.11338,94,902,0.09268,0.13408
2002,Lower Secondary Level,Rural regions,CDU/CSU,0.13494,129,902,0.11263,0.15725
2002,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.52463,3839,7258,0.51314,0.53612
2002,Upper Secondary Level,Urban regions,SPD,0.22110,1601,7258,0.21156,0.23065
2002,Upper Secondary Level,Urban regions,CDU/CSU,0.18492,1393,7258,0.17598,0.19385
2002,Upper Secondary Level,Urban regions,FDP,0.01506,121,7258,0.01225,0.01786
2002,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.01869,146,7258,0.01557,0.02180
2002,Upper Secondary Level,Urban regions,PDS/Linke,0.01176,89,7258,0.00928,0.01424
2002,Upper Secondary Level,Urban regions,Others,0.00620,38,7258,0.00439,0.00801
2002,Upper Secondary Level,Urban regions,Party combinations,0.00458,31,7258,0.00303,0.00613
2002,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.61412,2661,4172,0.59934,0.62889
2002,Upper Secondary Level,Rural regions,SPD,0.15012,582,4172,0.13928,0.16096
2002,Upper Secondary Level,Rural regions,CDU/CSU,0.17322,720,4172,0.16173,0.18470
2002,Upper Secondary Level,Rural regions,FDP,0.00790,38,4172,0.00521,0.01058
2002,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.00935,41,4172,0.00643,0.01227
2002,Upper Secondary Level,Rural regions,PDS/Linke,0.02636,130,4172,0.02150,0.03122
2002,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.45680,420,858,0.42345,0.49015
2002,Post-secondary Non-tertiary Level,Urban regions,SPD,0.22359,185,858,0.19569,0.25149
2002,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.17934,161,858,0.15366,0.20503
2002,Post-secondary Non-tertiary Level,Urban regions,FDP,0.02482,31,858,0.01441,0.03524
2002,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.06977,61,858,0.05272,0.08683
2002,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.53029,150,242,0.46728,0.59331
2002,Post-secondary Non-tertiary Level,Rural regions,SPD,0.13475,42,242,0.09164,0.17786
2002,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.21424,50,242,0.16244,0.26605
2002,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.41547,491,1082,0.38610,0.44485
2002,First Stage of Tertiary Education,Urban regions,SPD,0.23543,257,1082,0.21014,0.26073
2002,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.24256,258,1082,0.21701,0.26811
2002,First Stage of Tertiary Education,Urban regions,FDP,0.03406,35,1082,0.02325,0.04487
2002,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.03646,41,1082,0.02529,0.04764
2002,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.53986,332,565,0.49872,0.58099
2002,First Stage of Tertiary Education,Rural regions,SPD,0.17490,98,565,0.14355,0.20625
2002,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.19455,135,565,0.16188,0.22722
2002,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.38533,1171,3190,0.36844,0.40222
2002,Second Stage of Tertiary Education,Urban regions,SPD,0.21274,746,3190,0.19853,0.22694
2002,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.20554,697,3190,0.19151,0.21956
2002,Second Stage of Tertiary Education,Urban regions,FDP,0.04907,161,3190,0.04157,0.05656
2002,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.09566,313,3190,0.08545,0.10586
2002,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.03332,102,3190,0.02709,0.03955
2002,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.44877,574,1292,0.42164,0.47590
2002,Second Stage of Tertiary Education,Rural regions,SPD,0.15347,206,1292,0.13381,0.17313
2002,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.20855,273,1292,0.18639,0.23071
2002,Second Stage of Tertiary Education,Rural regions,FDP,0.02208,44,1292,0.01407,0.03010
2002,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.04178,65,1292,0.03086,0.05269
2002,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.10660,130,1292,0.08977,0.12344
2003,Pre-primary Level,Urban regions,Not leaning towards specific party,0.62503,276,402,0.57765,0.67242
2003,Pre-primary Level,Urban regions,SPD,0.10347,41,402,0.07366,0.13328
2003,Pre-primary Level,Urban regions,CDU/CSU,0.13766,46,402,0.10393,0.17138
2003,Pre-primary Level,Urban regions,Bündnis90/Grüne,0.05460,39,402,0.03236,0.07684
2003,Pre-primary Level,Rural regions,Not leaning towards specific party,0.71834,138,169,0.65032,0.78636
2003,Pre-primary Level,Rural regions,CDU/CSU,0.16999,31,169,0.11319,0.22679
2003,Primary Level,Urban regions,Not leaning towards specific party,0.74873,165,165,0.68234,0.81511
2003,Primary Level,Rural regions,Not leaning towards specific party,0.82399,49,49,0.71626,0.93173
2003,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.61841,1207,1799,0.59596,0.64086
2003,Lower Secondary Level,Urban regions,SPD,0.18708,307,1799,0.16906,0.20511
2003,Lower Secondary Level,Urban regions,CDU/CSU,0.15268,252,1799,0.13605,0.16930
2003,Lower Secondary Level,Urban regions,Bündnis90/Grüne,0.01742,33,1799,0.01137,0.02346
2003,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.65970,593,842,0.62768,0.69172
2003,Lower Secondary Level,Rural regions,SPD,0.13309,101,842,0.11013,0.15605
2003,Lower Secondary Level,Rural regions,CDU/CSU,0.16401,148,842,0.13898,0.18904
2003,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.49772,3549,6974,0.48599,0.50946
2003,Upper Secondary Level,Urban regions,SPD,0.21495,1471,6974,0.20531,0.22459
2003,Upper Secondary Level,Urban regions,CDU/CSU,0.21453,1534,6974,0.20490,0.22417
2003,Upper Secondary Level,Urban regions,FDP,0.01539,108,6974,0.01250,0.01828
2003,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.03130,214,6974,0.02721,0.03539
2003,Upper Secondary Level,Urban regions,PDS/Linke,0.00660,56,6974,0.00470,0.00850
2003,Upper Secondary Level,Urban regions,Party combinations,0.00572,42,6974,0.00395,0.00749
2003,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.58428,2406,3960,0.56893,0.59963
2003,Upper Secondary Level,Rural regions,SPD,0.14403,546,3960,0.13309,0.15496
2003,Upper Secondary Level,Rural regions,CDU/CSU,0.21037,825,3960,0.19768,0.22307
2003,Upper Secondary Level,Rural regions,FDP,0.00940,35,3960,0.00640,0.01241
2003,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01448,58,3960,0.01076,0.01820
2003,Upper Secondary Level,Rural regions,PDS/Linke,0.01963,90,3960,0.01531,0.02395
2003,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.46216,423,835,0.42832,0.49600
2003,Post-secondary Non-tertiary Level,Urban regions,SPD,0.18613,153,835,0.15971,0.21254
2003,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.19077,178,835,0.16410,0.21743
2003,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.10625,81,835,0.08534,0.12717
2003,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.44203,131,239,0.37893,0.50512
2003,Post-secondary Non-tertiary Level,Rural regions,SPD,0.15621,49,239,0.11009,0.20234
2003,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.26376,59,239,0.20778,0.31975
2003,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.38984,452,1014,0.35980,0.41987
2003,First Stage of Tertiary Education,Urban regions,SPD,0.21926,236,1014,0.19378,0.24474
2003,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.27270,271,1014,0.24528,0.30013
2003,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.05566,55,1014,0.04154,0.06978
2003,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.52153,302,556,0.47997,0.56309
2003,First Stage of Tertiary Education,Rural regions,SPD,0.15050,92,556,0.12075,0.18025
2003,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.23539,162,556,0.20009,0.27068
2003,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.35293,1027,3055,0.33598,0.36988
2003,Second Stage of Tertiary Education,Urban regions,SPD,0.19729,615,3055,0.18318,0.21141
2003,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.22910,785,3055,0.21420,0.24401
2003,Second Stage of Tertiary Education,Urban regions,FDP,0.04184,140,3055,0.03474,0.04894
2003,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.12309,380,3055,0.11144,0.13474
2003,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02486,74,3055,0.01934,0.03038
2003,Second Stage of Tertiary Education,Urban regions,Party combinations,0.01309,34,3055,0.00906,0.01712
2003,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.41314,514,1240,0.38572,0.44055
2003,Second Stage of Tertiary Education,Rural regions,SPD,0.16816,215,1240,0.14734,0.18899
2003,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.23023,297,1240,0.20679,0.25367
2003,Second Stage of Tertiary Education,Rural regions,FDP,0.02722,35,1240,0.01816,0.03628
2003,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.05629,78,1240,0.04346,0.06912
2003,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.08426,101,1240,0.06880,0.09973
2004,Pre-primary Level,Urban regions,Not leaning towards specific party,0.78324,331,399,0.74275,0.82372
2004,Pre-primary Level,Urban regions,SPD,0.05730,32,399,0.03446,0.08013
2004,Pre-primary Level,Urban regions,CDU/CSU,0.07780,36,399,0.05149,0.10412
2004,Pre-primary Level,Rural regions,Not leaning towards specific party,0.78279,152,152,0.71702,0.84856
2004,Primary Level,Urban regions,Not leaning towards specific party,0.79296,163,163,0.73056,0.85535
2004,Primary Level,Rural regions,Not leaning towards specific party,0.82581,45,45,0.71375,0.93788
2004,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.68374,1246,1680,0.66150,0.70598
2004,Lower Secondary Level,Urban regions,SPD,0.15349,239,1680,0.13625,0.17074
2004,Lower Secondary Level,Urban regions,CDU/CSU,0.13141,195,1680,0.11525,0.14757
2004,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.71277,620,808,0.68155,0.74399
2004,Lower Secondary Level,Rural regions,SPD,0.09571,64,808,0.07541,0.11601
2004,Lower Secondary Level,Rural regions,CDU/CSU,0.16028,124,808,0.13497,0.18559
2004,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.57720,3923,6731,0.56539,0.58900
2004,Upper Secondary Level,Urban regions,SPD,0.17141,1147,6731,0.16241,0.18042
2004,Upper Secondary Level,Urban regions,CDU/CSU,0.18701,1318,6731,0.17769,0.19632
2004,Upper Secondary Level,Urban regions,FDP,0.01348,97,6731,0.01072,0.01623
2004,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02537,181,6731,0.02161,0.02913
2004,Upper Secondary Level,Urban regions,PDS/Linke,0.00883,65,6731,0.00660,0.01107
2004,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.65207,2603,3883,0.63708,0.66705
2004,Upper Secondary Level,Rural regions,SPD,0.11434,422,3883,0.10433,0.12435
2004,Upper Secondary Level,Rural regions,CDU/CSU,0.17704,685,3883,0.16504,0.18905
2004,Upper Secondary Level,Rural regions,FDP,0.01088,35,3883,0.00761,0.01414
2004,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.00843,41,3883,0.00556,0.01131
2004,Upper Secondary Level,Rural regions,PDS/Linke,0.02033,97,3883,0.01589,0.02477
2004,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.53176,471,847,0.49814,0.56539
2004,Post-secondary Non-tertiary Level,Urban regions,SPD,0.15988,148,847,0.13518,0.18458
2004,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.17885,163,847,0.15303,0.20467
2004,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.08809,65,847,0.06899,0.10718
2004,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.58667,157,239,0.52411,0.64923
2004,Post-secondary Non-tertiary Level,Rural regions,SPD,0.10016,32,239,0.06202,0.13830
2004,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.20318,50,239,0.15206,0.25429
2004,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.45666,499,999,0.42576,0.48757
2004,First Stage of Tertiary Education,Urban regions,SPD,0.20768,209,999,0.18252,0.23285
2004,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.24844,238,999,0.22163,0.27525
2004,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.05051,53,999,0.03692,0.06410
2004,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.55957,334,531,0.51730,0.60183
2004,First Stage of Tertiary Education,Rural regions,SPD,0.12683,62,531,0.09850,0.15516
2004,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.20827,135,531,0.17370,0.24285
2004,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.42102,1197,2999,0.40335,0.43869
2004,Second Stage of Tertiary Education,Urban regions,SPD,0.16287,517,2999,0.14965,0.17608
2004,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.22076,726,2999,0.20591,0.23561
2004,Second Stage of Tertiary Education,Urban regions,FDP,0.04088,132,2999,0.03379,0.04797
2004,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.11367,345,2999,0.10231,0.12503
2004,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02750,82,2999,0.02165,0.03335
2004,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.45832,581,1233,0.43050,0.48614
2004,Second Stage of Tertiary Education,Rural regions,SPD,0.11871,155,1233,0.10065,0.13678
2004,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.23877,278,1233,0.21496,0.26257
2004,Second Stage of Tertiary Education,Rural regions,FDP,0.02597,33,1233,0.01708,0.03485
2004,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.05860,79,1233,0.04548,0.07171
2004,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.08576,107,1233,0.07012,0.10140
2005,Pre-primary Level,Urban regions,Not leaning towards specific party,0.76167,328,404,0.72007,0.80327
2005,Pre-primary Level,Urban regions,SPD,0.10379,43,404,0.07401,0.13357
2005,Pre-primary Level,Urban regions,CDU/CSU,0.05721,33,404,0.03453,0.07988
2005,Pre-primary Level,Rural regions,Not leaning towards specific party,0.77956,157,157,0.71451,0.84461
2005,Primary Level,Urban regions,Not leaning towards specific party,0.76118,150,150,0.69272,0.82964
2005,Primary Level,Rural regions,Not leaning towards specific party,0.68552,42,42,0.54340,0.82765
2005,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.66655,1121,1574,0.64325,0.68984
2005,Lower Secondary Level,Urban regions,SPD,0.17397,257,1574,0.15524,0.19270
2005,Lower Secondary Level,Urban regions,CDU/CSU,0.13038,196,1574,0.11374,0.14702
2005,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.69912,549,726,0.66573,0.73250
2005,Lower Secondary Level,Rural regions,SPD,0.09889,70,726,0.07716,0.12062
2005,Lower Secondary Level,Rural regions,CDU/CSU,0.16085,107,726,0.13410,0.18759
2005,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.54946,3551,6439,0.53731,0.56161
2005,Upper Secondary Level,Urban regions,SPD,0.18835,1231,6439,0.17880,0.19790
2005,Upper Secondary Level,Urban regions,CDU/CSU,0.18258,1205,6439,0.17314,0.19201
