"plh0107","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"2 Wichtig","2008","indirekter Migrationshintergrund","Staedtischer Raum","309","0.508415140669509","0.469923264946764","0.546907016392253"
"2 Wichtig","2008","indirekter Migrationshintergrund","Laendlicher Raum","51","0.428833540665538","0.337583179852181","0.520083901478896"
"2 Wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2008","kein Migrationshintergrund","Staedtischer Raum","1629","0.165219256818101","0.157891854056436","0.172546659579766"
"3 Weniger wichtig","2008","kein Migrationshintergrund","Laendlicher Raum","871","0.148127936340527","0.139003255878498","0.157252616802557"
"3 Weniger wichtig","2008","direkter Migrationshintergrund","Staedtischer Raum","305","0.190572112429253","0.170603060703279","0.210541164155227"
"3 Weniger wichtig","2008","direkter Migrationshintergrund","Laendlicher Raum","63","0.212771731814828","0.168814202057058","0.256729261572598"
"3 Weniger wichtig","2008","indirekter Migrationshintergrund","Staedtischer Raum","81","0.12155172290123","0.0963923828361162","0.146711062966343"
"3 Weniger wichtig","2008","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"3 Weniger wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2008","kein Migrationshintergrund","Staedtischer Raum","1289","0.142168319078358","0.135278053279788","0.149058584876929"
"4 Ganz unwichtig","2008","kein Migrationshintergrund","Laendlicher Raum","669","0.129083999266596","0.120471358535386","0.137696639997806"
"4 Ganz unwichtig","2008","direkter Migrationshintergrund","Staedtischer Raum","208","0.136861169412453","0.119386090843586","0.15433624798132"
"4 Ganz unwichtig","2008","direkter Migrationshintergrund","Laendlicher Raum","55","0.129136661370785","0.0931181503504351","0.165155172391135"
"4 Ganz unwichtig","2008","indirekter Migrationshintergrund","Staedtischer Raum","16","","",""
"4 Ganz unwichtig","2008","indirekter Migrationshintergrund","Laendlicher Raum","5","","",""
"4 Ganz unwichtig","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2009","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2009","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2009","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2009","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2009","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2009","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2009","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2009","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2009","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2009","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2009","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2009","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2009","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2009","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2009","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2009","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2010","kein Migrationshintergrund","Staedtischer Raum","510","0.172309193646097","0.159299561046269","0.185318826245925"
"1 Sehr wichtig","2010","kein Migrationshintergrund","Laendlicher Raum","386","0.188823714768946","0.172303731459093","0.205343698078799"
"1 Sehr wichtig","2010","direkter Migrationshintergrund","Staedtischer Raum","325","0.306504961221402","0.279097187978187","0.333912734464617"
"1 Sehr wichtig","2010","direkter Migrationshintergrund","Laendlicher Raum","102","0.337610054673241","0.287120947316902","0.388099162029581"
"1 Sehr wichtig","2010","indirekter Migrationshintergrund","Staedtischer Raum","103","0.274404789802472","0.230119566895646","0.318690012709297"
"1 Sehr wichtig","2010","indirekter Migrationshintergrund","Laendlicher Raum","32","0.397518002090377","0.302076373367392","0.492959630813362"
"1 Sehr wichtig","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2010","kein Migrationshintergrund","Staedtischer Raum","1891","0.583582451426747","0.566600313458713","0.60056458939478"
"2 Wichtig","2010","kein Migrationshintergrund","Laendlicher Raum","1288","0.605154479475592","0.584521096146141","0.625787862805044"
"2 Wichtig","2010","direkter Migrationshintergrund","Staedtischer Raum","544","0.50325493616057","0.473531834919373","0.532978037401767"
"2 Wichtig","2010","direkter Migrationshintergrund","Laendlicher Raum","171","0.472522789250791","0.419220437549158","0.525825140952424"
"2 Wichtig","2010","indirekter Migrationshintergrund","Staedtischer Raum","190","0.486742248075612","0.437136378393637","0.536348117757586"
"2 Wichtig","2010","indirekter Migrationshintergrund","Laendlicher Raum","44","0.408642682193822","0.312772344991755","0.504513019395889"
"2 Wichtig","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2010","kein Migrationshintergrund","Staedtischer Raum","754","0.220743567529202","0.206455912103847","0.235031222954557"
"3 Weniger wichtig","2010","kein Migrationshintergrund","Laendlicher Raum","439","0.186910271028267","0.170454829718345","0.203365712338188"
"3 Weniger wichtig","2010","direkter Migrationshintergrund","Staedtischer Raum","186","0.156485305592807","0.134887161888724","0.178083449296889"
"3 Weniger wichtig","2010","direkter Migrationshintergrund","Laendlicher Raum","53","0.146220912938635","0.108497529108494","0.183944296768776"
"3 Weniger wichtig","2010","indirekter Migrationshintergrund","Staedtischer Raum","92","0.226592178759028","0.185044905632464","0.268139451885592"
"3 Weniger wichtig","2010","indirekter Migrationshintergrund","Laendlicher Raum","23","","",""
"3 Weniger wichtig","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2010","kein Migrationshintergrund","Staedtischer Raum","82","0.0233647873979543","0.0181609484470532","0.0285686263488555"
"4 Ganz unwichtig","2010","kein Migrationshintergrund","Laendlicher Raum","43","0.0191115347271948","0.013332153958481","0.0248909154959086"
"4 Ganz unwichtig","2010","direkter Migrationshintergrund","Staedtischer Raum","32","0.0337547970252211","0.0230187416020531","0.0444908524483892"
"4 Ganz unwichtig","2010","direkter Migrationshintergrund","Laendlicher Raum","11","","",""
"4 Ganz unwichtig","2010","indirekter Migrationshintergrund","Staedtischer Raum","5","","",""
"4 Ganz unwichtig","2010","indirekter Migrationshintergrund","Laendlicher Raum","2","","",""
"4 Ganz unwichtig","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2012","kein Migrationshintergrund","Staedtischer Raum","2436","0.183093093543197","0.176506998694608","0.189679188391786"
"1 Sehr wichtig","2012","kein Migrationshintergrund","Laendlicher Raum","1697","0.197853023734858","0.189383431581862","0.206322615887853"
"1 Sehr wichtig","2012","direkter Migrationshintergrund","Staedtischer Raum","558","0.237555807053143","0.219587328322549","0.255524285783737"
"1 Sehr wichtig","2012","direkter Migrationshintergrund","Laendlicher Raum","180","0.252785200084812","0.221450580523048","0.284119819646575"
"1 Sehr wichtig","2012","indirekter Migrationshintergrund","Staedtischer Raum","337","0.33921788138895","0.310005227203378","0.368430535574522"
"1 Sehr wichtig","2012","indirekter Migrationshintergrund","Laendlicher Raum","85","0.315517275194006","0.257326001110637","0.373708549277374"
"1 Sehr wichtig","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2012","kein Migrationshintergrund","Staedtischer Raum","6964","0.517363326284848","0.508853637148718","0.525873015420978"
"2 Wichtig","2012","kein Migrationshintergrund","Laendlicher Raum","4621","0.520894853831433","0.510274117489283","0.531515590173582"
"2 Wichtig","2012","direkter Migrationshintergrund","Staedtischer Raum","1019","0.484080732058936","0.462981131873566","0.505180332244307"
"2 Wichtig","2012","direkter Migrationshintergrund","Laendlicher Raum","375","0.485385297051067","0.449351479493523","0.521419114608611"
"2 Wichtig","2012","indirekter Migrationshintergrund","Staedtischer Raum","501","0.516023284485151","0.485187898351584","0.546858670618718"
"2 Wichtig","2012","indirekter Migrationshintergrund","Laendlicher Raum","127","0.534736078124974","0.47227859480041","0.597193561449537"
"2 Wichtig","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2012","kein Migrationshintergrund","Staedtischer Raum","2463","0.17382271950743","0.167369215118217","0.180276223896643"
"3 Weniger wichtig","2012","kein Migrationshintergrund","Laendlicher Raum","1392","0.171871080586774","0.163850338422682","0.179891822750866"
"3 Weniger wichtig","2012","direkter Migrationshintergrund","Staedtischer Raum","378","0.1675714367268","0.15180266242018","0.18334021103342"
"3 Weniger wichtig","2012","direkter Migrationshintergrund","Laendlicher Raum","113","0.161055797584615","0.134553679064439","0.187557916104791"
"3 Weniger wichtig","2012","indirekter Migrationshintergrund","Staedtischer Raum","147","0.123292723976032","0.10300662513226","0.143578822819804"
"3 Weniger wichtig","2012","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"3 Weniger wichtig","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2012","kein Migrationshintergrund","Staedtischer Raum","1383","0.125720860664526","0.120074944222407","0.131366777106645"
"4 Ganz unwichtig","2012","kein Migrationshintergrund","Laendlicher Raum","789","0.109381041846935","0.102745426972529","0.116016656721342"
"4 Ganz unwichtig","2012","direkter Migrationshintergrund","Staedtischer Raum","200","0.110792024161121","0.0975400562069979","0.124043992115244"
"4 Ganz unwichtig","2012","direkter Migrationshintergrund","Laendlicher Raum","71","0.100773705279506","0.0790699949569271","0.122477415602086"
"4 Ganz unwichtig","2012","indirekter Migrationshintergrund","Staedtischer Raum","24","","",""
"4 Ganz unwichtig","2012","indirekter Migrationshintergrund","Laendlicher Raum","7","","",""
"4 Ganz unwichtig","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2013","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2013","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2013","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2013","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2013","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2013","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2013","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2013","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2013","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2013","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2013","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2013","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2013","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2013","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2013","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2013","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2013","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2013","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2013","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2013","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2015","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2015","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2015","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2015","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2015","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2015","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2015","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2015","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2015","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2015","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2015","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2015","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2015","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2015","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2015","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2015","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2015","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2015","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2015","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2015","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2015","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2015","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2015","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2015","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2016","kein Migrationshintergrund","Staedtischer Raum","1494","0.142823698715432","0.136012085087374","0.14963531234349"
"1 Sehr wichtig","2016","kein Migrationshintergrund","Laendlicher Raum","1083","0.171915699368328","0.162738989661545","0.181092409075112"
"1 Sehr wichtig","2016","direkter Migrationshintergrund","Staedtischer Raum","941","0.253999220157118","0.239542919027787","0.268455521286448"
"1 Sehr wichtig","2016","direkter Migrationshintergrund","Laendlicher Raum","351","0.248402871464137","0.224236036868989","0.272569706059286"
"1 Sehr wichtig","2016","indirekter Migrationshintergrund","Staedtischer Raum","427","0.364668774950801","0.337867106707917","0.391470443193684"
"1 Sehr wichtig","2016","indirekter Migrationshintergrund","Laendlicher Raum","101","0.281726155704449","0.231650591099567","0.33180172030933"
"1 Sehr wichtig","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2016","kein Migrationshintergrund","Staedtischer Raum","5170","0.506623617995654","0.496890618876631","0.516356617114677"
"2 Wichtig","2016","kein Migrationshintergrund","Laendlicher Raum","3481","0.519306368446047","0.507154642754543","0.531458094137551"
"2 Wichtig","2016","direkter Migrationshintergrund","Staedtischer Raum","1758","0.475738293818991","0.459152759113567","0.492323828524415"
"2 Wichtig","2016","direkter Migrationshintergrund","Laendlicher Raum","606","0.503814208350308","0.475849758796297","0.531778657904319"
"2 Wichtig","2016","indirekter Migrationshintergrund","Staedtischer Raum","633","0.492597743413129","0.464759947664653","0.520435539161605"
"2 Wichtig","2016","indirekter Migrationshintergrund","Laendlicher Raum","166","0.585442608076156","0.530602065964351","0.640283150187962"
"2 Wichtig","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2016","kein Migrationshintergrund","Staedtischer Raum","2315","0.222544027680694","0.214446346683327","0.230641708678061"
"3 Weniger wichtig","2016","kein Migrationshintergrund","Laendlicher Raum","1286","0.198178130685362","0.188482886286289","0.207873375084435"
"3 Weniger wichtig","2016","direkter Migrationshintergrund","Staedtischer Raum","549","0.165355197041165","0.153017584560001","0.177692809522329"
"3 Weniger wichtig","2016","direkter Migrationshintergrund","Laendlicher Raum","182","0.156391700631096","0.136076263078152","0.176707138184039"
"3 Weniger wichtig","2016","indirekter Migrationshintergrund","Staedtischer Raum","151","0.1228096784535","0.104533909852183","0.141085447054817"
"3 Weniger wichtig","2016","indirekter Migrationshintergrund","Laendlicher Raum","37","0.126045922217008","0.0890991969929843","0.162992647441031"
"3 Weniger wichtig","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2016","kein Migrationshintergrund","Staedtischer Raum","1157","0.12800865560822","0.121504505655269","0.134512805561171"
"4 Ganz unwichtig","2016","kein Migrationshintergrund","Laendlicher Raum","644","0.110599801500263","0.102971677684872","0.118227925315654"
"4 Ganz unwichtig","2016","direkter Migrationshintergrund","Staedtischer Raum","235","0.104907288982726","0.0947305603000735","0.11508401766538"
"4 Ganz unwichtig","2016","direkter Migrationshintergrund","Laendlicher Raum","89","0.091391219554459","0.0752740190530708","0.107508420055847"
"4 Ganz unwichtig","2016","indirekter Migrationshintergrund","Staedtischer Raum","28","","",""
"4 Ganz unwichtig","2016","indirekter Migrationshintergrund","Laendlicher Raum","6","","",""
"4 Ganz unwichtig","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
