"plh0033","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2007","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Hamburg","kein Migrationshintergrund","33","0.160334628177965","0.115649295558113","0.205019960797818"
"Grosse Sorgen","2007","Hamburg","direkter Migrationshintergrund","10","","",""
"Grosse Sorgen","2007","Hamburg","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Niedersachsen","kein Migrationshintergrund","339","0.217500156133188","0.197247786334594","0.237752525931783"
"Grosse Sorgen","2007","Niedersachsen","direkter Migrationshintergrund","40","0.219485343483542","0.157986526640305","0.280984160326779"
"Grosse Sorgen","2007","Niedersachsen","indirekter Migrationshintergrund","13","","",""
"Grosse Sorgen","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Bremen","kein Migrationshintergrund","33","0.262320385199002","0.186991358688969","0.337649411709035"
"Grosse Sorgen","2007","Bremen","direkter Migrationshintergrund","8","0.798784215351447","0.57195278654656","1.02561564415633"
"Grosse Sorgen","2007","Bremen","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Nordrhein-Westfalen","kein Migrationshintergrund","654","0.208063889287242","0.194409520415806","0.221718258158678"
"Grosse Sorgen","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","201","","",""
"Grosse Sorgen","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","76","0.358600667111943","0.294937294384402","0.422264039839484"
"Grosse Sorgen","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Hessen","kein Migrationshintergrund","179","","",""
"Grosse Sorgen","2007","Hessen","direkter Migrationshintergrund","68","0.391761944662662","0.322893963120719","0.460629926204606"
"Grosse Sorgen","2007","Hessen","indirekter Migrationshintergrund","17","","",""
"Grosse Sorgen","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","172","","",""
"Grosse Sorgen","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","58","0.402481073932361","0.323739603374355","0.481222544490368"
"Grosse Sorgen","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","18","","",""
"Grosse Sorgen","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Baden-Wuerttemberg","kein Migrationshintergrund","291","","",""
"Grosse Sorgen","2007","Baden-Wuerttemberg","direkter Migrationshintergrund","163","","",""
"Grosse Sorgen","2007","Baden-Wuerttemberg","indirekter Migrationshintergrund","42","0.242803846311418","0.181512219712547","0.304095472910288"
"Grosse Sorgen","2007","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Bayern","kein Migrationshintergrund","449","0.207671214680341","0.19169998671491","0.223642442645771"
"Grosse Sorgen","2007","Bayern","direkter Migrationshintergrund","90","0.292618262075095","0.243306349186649","0.341930174963541"
"Grosse Sorgen","2007","Bayern","indirekter Migrationshintergrund","35","0.277607985446276","0.196463762504478","0.358752208388075"
"Grosse Sorgen","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Saarland","kein Migrationshintergrund","","","",""
"Grosse Sorgen","2007","Saarland","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Berlin","kein Migrationshintergrund","208","","",""
"Grosse Sorgen","2007","Berlin","direkter Migrationshintergrund","28","","",""
"Grosse Sorgen","2007","Berlin","indirekter Migrationshintergrund","10","","",""
"Grosse Sorgen","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Brandenburg","kein Migrationshintergrund","261","","",""
"Grosse Sorgen","2007","Brandenburg","direkter Migrationshintergrund","7","0.624497080389896","0.361259263704875","0.887734897074917"
"Grosse Sorgen","2007","Brandenburg","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","154","","",""
"Grosse Sorgen","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","4","0.589482033135868","0.248599719717731","0.930364346554005"
"Grosse Sorgen","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Sachsen","kein Migrationshintergrund","390","0.289994306877596","0.26677449559956","0.313214118155632"
"Grosse Sorgen","2007","Sachsen","direkter Migrationshintergrund","7","0.448597539460479","0.260999194591719","0.63619588432924"
"Grosse Sorgen","2007","Sachsen","indirekter Migrationshintergrund","6","0.71891071693126","0.44029365139511","0.99752778246741"
"Grosse Sorgen","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Sachsen-Anhalt","kein Migrationshintergrund","231","","",""
"Grosse Sorgen","2007","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Grosse Sorgen","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","Thueringen","kein Migrationshintergrund","251","","",""
"Grosse Sorgen","2007","Thueringen","direkter Migrationshintergrund","6","0.399285318949815","0.159311482966643","0.639259154932987"
"Grosse Sorgen","2007","Thueringen","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","2007","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Schleswig-Holstein","kein Migrationshintergrund","249","","",""
"Einige Sorgen","2007","Schleswig-Holstein","direkter Migrationshintergrund","21","","",""
"Einige Sorgen","2007","Schleswig-Holstein","indirekter Migrationshintergrund","5","0.493160772794691","0.166530669258139","0.819790876331244"
"Einige Sorgen","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Hamburg","kein Migrationshintergrund","137","","",""
"Einige Sorgen","2007","Hamburg","direkter Migrationshintergrund","11","","",""
"Einige Sorgen","2007","Hamburg","indirekter Migrationshintergrund","7","0.588320090805902","0.266796004595129","0.909844177016676"
"Einige Sorgen","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Niedersachsen","kein Migrationshintergrund","719","0.466814222687748","0.44232273026366","0.491305715111835"
"Einige Sorgen","2007","Niedersachsen","direkter Migrationshintergrund","104","","",""
"Einige Sorgen","2007","Niedersachsen","indirekter Migrationshintergrund","27","","",""
"Einige Sorgen","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Bremen","kein Migrationshintergrund","57","0.427258377528843","0.342547904007328","0.511968851050358"
"Einige Sorgen","2007","Bremen","direkter Migrationshintergrund","3","","",""
"Einige Sorgen","2007","Bremen","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Nordrhein-Westfalen","kein Migrationshintergrund","1609","","",""
"Einige Sorgen","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","276","","",""
"Einige Sorgen","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","101","","",""
"Einige Sorgen","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Hessen","kein Migrationshintergrund","574","0.50616116933808","0.476867749370253","0.535454589305907"
"Einige Sorgen","2007","Hessen","direkter Migrationshintergrund","101","","",""
"Einige Sorgen","2007","Hessen","indirekter Migrationshintergrund","37","0.548966080048778","0.43322266982474","0.664709490272816"
"Einige Sorgen","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","470","0.496720678862326","0.465207260333191","0.528234097391461"
"Einige Sorgen","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","72","0.484566211659507","0.404321215048615","0.564811208270399"
"Einige Sorgen","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","20","","",""
"Einige Sorgen","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Baden-Wuerttemberg","kein Migrationshintergrund","877","0.496272844858251","0.473277066888696","0.519268622827806"
"Einige Sorgen","2007","Baden-Wuerttemberg","direkter Migrationshintergrund","205","","",""
"Einige Sorgen","2007","Baden-Wuerttemberg","indirekter Migrationshintergrund","87","0.515057066785182","0.443616949478181","0.586497184092183"
"Einige Sorgen","2007","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Bayern","kein Migrationshintergrund","1258","","",""
"Einige Sorgen","2007","Bayern","direkter Migrationshintergrund","176","","",""
"Einige Sorgen","2007","Bayern","indirekter Migrationshintergrund","73","0.672688221487628","0.587663955997483","0.757712486977774"
"Einige Sorgen","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","2007","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Berlin","kein Migrationshintergrund","316","0.448050435909492","0.410225587099735","0.485875284719249"
"Einige Sorgen","2007","Berlin","direkter Migrationshintergrund","23","","",""
"Einige Sorgen","2007","Berlin","indirekter Migrationshintergrund","12","","",""
"Einige Sorgen","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Brandenburg","kein Migrationshintergrund","439","0.527339175382726","0.493496493291096","0.561181857474356"
"Einige Sorgen","2007","Brandenburg","direkter Migrationshintergrund","2","","",""
"Einige Sorgen","2007","Brandenburg","indirekter Migrationshintergrund","4","0.668961534606598","0.377294131888727","0.960628937324469"
"Einige Sorgen","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","252","","",""
"Einige Sorgen","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","4","0.410517966864132","0.0696356534459949","0.751400280282269"
"Einige Sorgen","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Sachsen","kein Migrationshintergrund","782","0.497408310751537","0.471822616594314","0.52299400490876"
"Einige Sorgen","2007","Sachsen","direkter Migrationshintergrund","12","","",""
"Einige Sorgen","2007","Sachsen","indirekter Migrationshintergrund","4","0.281089283068739","0.00247221753258942","0.55970634860489"
"Einige Sorgen","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Sachsen-Anhalt","kein Migrationshintergrund","472","0.535826106870022","0.502140503140886","0.569511710599159"
"Einige Sorgen","2007","Sachsen-Anhalt","direkter Migrationshintergrund","13","","",""
"Einige Sorgen","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","5","0.4970951159097","0.150625007243485","0.843565224575914"
"Einige Sorgen","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","Thueringen","kein Migrationshintergrund","496","0.550950632893402","0.518106067143673","0.583795198643131"
"Einige Sorgen","2007","Thueringen","direkter Migrationshintergrund","5","0.178860253791271","-0.0089215723055252","0.366642079888068"
"Einige Sorgen","2007","Thueringen","indirekter Migrationshintergrund","4","0.666893988093574","0.28976310116892","1.04402487501823"
"Einige Sorgen","2007","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Schleswig-Holstein","kein Migrationshintergrund","214","","",""
"Keine Sorgen","2007","Schleswig-Holstein","direkter Migrationshintergrund","7","0.072054478234897","0.000381604519735193","0.143727351950059"
"Keine Sorgen","2007","Schleswig-Holstein","indirekter Migrationshintergrund","4","0.506839227205309","0.180209123668756","0.833469330741861"
"Keine Sorgen","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Hamburg","kein Migrationshintergrund","89","0.287740930685815","0.232607118191181","0.342874743180449"
"Keine Sorgen","2007","Hamburg","direkter Migrationshintergrund","4","0.142311853546781","0.00536144622534809","0.279262260868214"
"Keine Sorgen","2007","Hamburg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Niedersachsen","kein Migrationshintergrund","536","0.315685621179064","0.29286858842661","0.338502653931518"
"Keine Sorgen","2007","Niedersachsen","direkter Migrationshintergrund","30","0.102309973794752","0.057280626321893","0.14733932126761"
"Keine Sorgen","2007","Niedersachsen","indirekter Migrationshintergrund","13","","",""
"Keine Sorgen","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Bremen","kein Migrationshintergrund","41","0.310421237272155","0.231192981505176","0.389649493039134"
"Keine Sorgen","2007","Bremen","direkter Migrationshintergrund","1","","",""
"Keine Sorgen","2007","Bremen","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Nordrhein-Westfalen","kein Migrationshintergrund","1132","","",""
"Keine Sorgen","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","87","0.125632310839876","0.098279229094299","0.152985392585452"
"Keine Sorgen","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","41","0.18411300967407","0.132663992011344","0.235562027336797"
"Keine Sorgen","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Hessen","kein Migrationshintergrund","366","0.292952518361758","0.266286636205863","0.319618400517653"
"Keine Sorgen","2007","Hessen","direkter Migrationshintergrund","24","","",""
"Keine Sorgen","2007","Hessen","indirekter Migrationshintergrund","17","","",""
"Keine Sorgen","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","325","0.317250668856771","0.287916974073025","0.346584363640517"
"Keine Sorgen","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","19","","",""
"Keine Sorgen","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","10","","",""
"Keine Sorgen","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Baden-Wuerttemberg","kein Migrationshintergrund","648","0.320883530315212","0.299413334076744","0.342353726553681"
"Keine Sorgen","2007","Baden-Wuerttemberg","direkter Migrationshintergrund","96","0.233133249979165","0.194660683062913","0.271605816895416"
"Keine Sorgen","2007","Baden-Wuerttemberg","indirekter Migrationshintergrund","59","0.2421390869034","0.180904559419077","0.303373614387724"
"Keine Sorgen","2007","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Bayern","kein Migrationshintergrund","771","0.287521781445754","0.269701333716666","0.305342229174841"
"Keine Sorgen","2007","Bayern","direkter Migrationshintergrund","61","0.150843504426125","0.11205246745166","0.18963454140059"
"Keine Sorgen","2007","Bayern","indirekter Migrationshintergrund","9","0.0497037930660955","0.0103234564315294","0.0890841297006615"
"Keine Sorgen","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","2007","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Berlin","kein Migrationshintergrund","140","","",""
"Keine Sorgen","2007","Berlin","direkter Migrationshintergrund","7","0.0888282958734078","0.0156116428864682","0.162044948860347"
"Keine Sorgen","2007","Berlin","indirekter Migrationshintergrund","5","0.117284286683354","-0.00408157764645942","0.238650151013168"
"Keine Sorgen","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Brandenburg","kein Migrationshintergrund","136","","",""
"Keine Sorgen","2007","Brandenburg","direkter Migrationshintergrund","4","0.281533889565697","0.0370530102777215","0.526014768853672"
"Keine Sorgen","2007","Brandenburg","indirekter Migrationshintergrund","3","","",""
"Keine Sorgen","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","90","0.168724672522606","0.135766054353912","0.201683290691301"
"Keine Sorgen","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Keine Sorgen","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Sachsen","kein Migrationshintergrund","295","","",""
"Keine Sorgen","2007","Sachsen","direkter Migrationshintergrund","8","0.226251901656436","0.0684318702956039","0.384071933017268"
"Keine Sorgen","2007","Sachsen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Sachsen-Anhalt","kein Migrationshintergrund","139","","",""
"Keine Sorgen","2007","Sachsen-Anhalt","direkter Migrationshintergrund","3","","",""
"Keine Sorgen","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","Thueringen","kein Migrationshintergrund","134","","",""
"Keine Sorgen","2007","Thueringen","direkter Migrationshintergrund","5","0.421854427258913","0.179869671633848","0.663839182883979"
"Keine Sorgen","2007","Thueringen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2007","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Schleswig-Holstein","kein Migrationshintergrund","64","0.144620558238913","0.11369879022999","0.175542326247836"
"Grosse Sorgen","2008","Schleswig-Holstein","direkter Migrationshintergrund","21","","",""
"Grosse Sorgen","2008","Schleswig-Holstein","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","2008","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Hamburg","kein Migrationshintergrund","27","","",""
"Grosse Sorgen","2008","Hamburg","direkter Migrationshintergrund","9","0.568364527737093","0.361393861628869","0.775335193845317"
"Grosse Sorgen","2008","Hamburg","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2008","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Niedersachsen","kein Migrationshintergrund","265","","",""
"Grosse Sorgen","2008","Niedersachsen","direkter Migrationshintergrund","30","0.238583656409105","0.169916561260277","0.307250751557933"
"Grosse Sorgen","2008","Niedersachsen","indirekter Migrationshintergrund","11","","",""
"Grosse Sorgen","2008","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Bremen","kein Migrationshintergrund","22","","",""
"Grosse Sorgen","2008","Bremen","direkter Migrationshintergrund","3","","",""
"Grosse Sorgen","2008","Bremen","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","2008","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Nordrhein-Westfalen","kein Migrationshintergrund","515","0.172033563922655","0.158938800758209","0.1851283270871"
"Grosse Sorgen","2008","Nordrhein-Westfalen","direkter Migrationshintergrund","171","","",""
"Grosse Sorgen","2008","Nordrhein-Westfalen","indirekter Migrationshintergrund","60","0.330775405493725","0.267885431819608","0.393665379167843"
"Grosse Sorgen","2008","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Hessen","kein Migrationshintergrund","160","","",""
"Grosse Sorgen","2008","Hessen","direkter Migrationshintergrund","58","0.368104983900867","0.297843532414715","0.438366435387019"
"Grosse Sorgen","2008","Hessen","indirekter Migrationshintergrund","15","","",""
"Grosse Sorgen","2008","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","161","","",""
"Grosse Sorgen","2008","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","47","0.401133004151202","0.319944701710425","0.48232130659198"
"Grosse Sorgen","2008","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","14","","",""
"Grosse Sorgen","2008","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Baden-Wuerttemberg","kein Migrationshintergrund","206","","",""
"Grosse Sorgen","2008","Baden-Wuerttemberg","direkter Migrationshintergrund","116","","",""
"Grosse Sorgen","2008","Baden-Wuerttemberg","indirekter Migrationshintergrund","32","0.224714695128806","0.163224202713867","0.286205187543745"
"Grosse Sorgen","2008","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Bayern","kein Migrationshintergrund","343","0.172003573666156","0.15663068225006","0.187376465082252"
"Grosse Sorgen","2008","Bayern","direkter Migrationshintergrund","73","0.257019730102518","0.206550844030467","0.30748861617457"
"Grosse Sorgen","2008","Bayern","indirekter Migrationshintergrund","29","","",""
"Grosse Sorgen","2008","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Saarland","kein Migrationshintergrund","","","",""
"Grosse Sorgen","2008","Saarland","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","2008","Saarland","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2008","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Berlin","kein Migrationshintergrund","190","","",""
"Grosse Sorgen","2008","Berlin","direkter Migrationshintergrund","20","","",""
"Grosse Sorgen","2008","Berlin","indirekter Migrationshintergrund","8","0.531648992867308","0.332012148161845","0.731285837572772"
"Grosse Sorgen","2008","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Brandenburg","kein Migrationshintergrund","215","","",""
"Grosse Sorgen","2008","Brandenburg","direkter Migrationshintergrund","3","","",""
"Grosse Sorgen","2008","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","2008","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Mecklenburg-Vorpommern","kein Migrationshintergrund","121","","",""
"Grosse Sorgen","2008","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Grosse Sorgen","2008","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2008","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Sachsen","kein Migrationshintergrund","302","0.23388357688491","0.211638609377077","0.256128544392744"
"Grosse Sorgen","2008","Sachsen","direkter Migrationshintergrund","7","0.401728744915016","0.205592438461566","0.597865051368465"
"Grosse Sorgen","2008","Sachsen","indirekter Migrationshintergrund","4","0.255808735579177","-0.0146170253813248","0.52623449653968"
"Grosse Sorgen","2008","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Sachsen-Anhalt","kein Migrationshintergrund","209","","",""
"Grosse Sorgen","2008","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Grosse Sorgen","2008","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","2008","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","Thueringen","kein Migrationshintergrund","223","","",""
"Grosse Sorgen","2008","Thueringen","direkter Migrationshintergrund","3","","",""
"Grosse Sorgen","2008","Thueringen","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","2008","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Schleswig-Holstein","kein Migrationshintergrund","231","","",""
"Einige Sorgen","2008","Schleswig-Holstein","direkter Migrationshintergrund","20","","",""
"Einige Sorgen","2008","Schleswig-Holstein","indirekter Migrationshintergrund","4","0.600988983327962","0.261653873897774","0.94032409275815"
"Einige Sorgen","2008","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Hamburg","kein Migrationshintergrund","117","","",""
"Einige Sorgen","2008","Hamburg","direkter Migrationshintergrund","9","0.306133981773973","0.113545490897136","0.498722472650809"
"Einige Sorgen","2008","Hamburg","indirekter Migrationshintergrund","6","0.922292611480704","0.736782058796757","1.10780316416465"
"Einige Sorgen","2008","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Niedersachsen","kein Migrationshintergrund","710","0.48782818580723","0.462847106083912","0.512809265530547"
"Einige Sorgen","2008","Niedersachsen","direkter Migrationshintergrund","71","0.471361670300485","0.390939888692659","0.551783451908311"
"Einige Sorgen","2008","Niedersachsen","indirekter Migrationshintergrund","28","","",""
"Einige Sorgen","2008","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Bremen","kein Migrationshintergrund","60","0.504137772248068","0.4168370270129","0.591438517483237"
"Einige Sorgen","2008","Bremen","direkter Migrationshintergrund","4","0.359996604917504","0.027380373266041","0.692612836568968"
"Einige Sorgen","2008","Bremen","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","2008","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Nordrhein-Westfalen","kein Migrationshintergrund","1551","","",""
"Einige Sorgen","2008","Nordrhein-Westfalen","direkter Migrationshintergrund","259","","",""
"Einige Sorgen","2008","Nordrhein-Westfalen","indirekter Migrationshintergrund","106","","",""
"Einige Sorgen","2008","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Hessen","kein Migrationshintergrund","533","0.51036408253714","0.480227966261436","0.540500198812845"
"Einige Sorgen","2008","Hessen","direkter Migrationshintergrund","86","0.462449274398877","0.389813498344785","0.53508505045297"
"Einige Sorgen","2008","Hessen","indirekter Migrationshintergrund","40","0.581276177969678","0.464016490624587","0.698535865314769"
"Einige Sorgen","2008","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","397","0.429983549601842","0.397621362820351","0.462345736383332"
"Einige Sorgen","2008","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","75","0.487269617970894","0.40447287250919","0.570066363432599"
"Einige Sorgen","2008","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","27","","",""
