"pli0081","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","2011","30-45","Ländlicher Raum","","","",""
"Täglich","2011","46-65","Städtischer Raum","","","",""
"Täglich","2011","46-65","Ländlicher Raum","","","",""
"Täglich","2011","66","Städtischer Raum","","","",""
"Täglich","2011","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2011","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2011","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2011","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2011","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2011","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2011","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2011","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2011","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2011","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2011","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2011","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2011","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2011","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2011","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2011","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2011","66","Ländlicher Raum","","","",""
"Seltener","2011","17-29","Städtischer Raum","","","",""
"Seltener","2011","17-29","Ländlicher Raum","","","",""
"Seltener","2011","30-45","Städtischer Raum","","","",""
"Seltener","2011","30-45","Ländlicher Raum","","","",""
"Seltener","2011","46-65","Städtischer Raum","","","",""
"Seltener","2011","46-65","Ländlicher Raum","","","",""
"Seltener","2011","66","Städtischer Raum","","","",""
"Seltener","2011","66","Ländlicher Raum","","","",""
"Nie","2011","17-29","Städtischer Raum","","","",""
"Nie","2011","17-29","Ländlicher Raum","","","",""
"Nie","2011","30-45","Städtischer Raum","","","",""
"Nie","2011","30-45","Ländlicher Raum","","","",""
"Nie","2011","46-65","Städtischer Raum","","","",""
"Nie","2011","46-65","Ländlicher Raum","","","",""
"Nie","2011","66","Städtischer Raum","","","",""
"Nie","2011","66","Ländlicher Raum","","","",""
"Täglich","2012","17-29","Städtischer Raum","","","",""
"Täglich","2012","17-29","Ländlicher Raum","","","",""
"Täglich","2012","30-45","Städtischer Raum","","","",""
"Täglich","2012","30-45","Ländlicher Raum","","","",""
"Täglich","2012","46-65","Städtischer Raum","","","",""
"Täglich","2012","46-65","Ländlicher Raum","","","",""
"Täglich","2012","66","Städtischer Raum","","","",""
"Täglich","2012","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2012","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2012","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2012","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2012","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2012","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2012","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2012","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2012","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2012","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2012","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2012","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2012","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2012","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2012","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2012","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2012","66","Ländlicher Raum","","","",""
"Seltener","2012","17-29","Städtischer Raum","","","",""
"Seltener","2012","17-29","Ländlicher Raum","","","",""
"Seltener","2012","30-45","Städtischer Raum","","","",""
"Seltener","2012","30-45","Ländlicher Raum","","","",""
"Seltener","2012","46-65","Städtischer Raum","","","",""
"Seltener","2012","46-65","Ländlicher Raum","","","",""
"Seltener","2012","66","Städtischer Raum","","","",""
"Seltener","2012","66","Ländlicher Raum","","","",""
"Nie","2012","17-29","Städtischer Raum","","","",""
"Nie","2012","17-29","Ländlicher Raum","","","",""
"Nie","2012","30-45","Städtischer Raum","","","",""
"Nie","2012","30-45","Ländlicher Raum","","","",""
"Nie","2012","46-65","Städtischer Raum","","","",""
"Nie","2012","46-65","Ländlicher Raum","","","",""
"Nie","2012","66","Städtischer Raum","","","",""
"Nie","2012","66","Ländlicher Raum","","","",""
"Täglich","2013","17-29","Städtischer Raum","195","0.0749234464765094","0.0642014286810035","0.0856454642720153"
"Täglich","2013","17-29","Ländlicher Raum","128","0.0810911105060123","0.0659097692226642","0.0962724517893605"
"Täglich","2013","30-45","Städtischer Raum","372","0.0670372554215275","0.0601850457089716","0.0738894651340835"
"Täglich","2013","30-45","Ländlicher Raum","280","0.0896913197919372","0.0792283414304178","0.100154298153457"
"Täglich","2013","46-65","Städtischer Raum","358","0.0666381732422996","0.0600555155889836","0.0732208308956157"
"Täglich","2013","46-65","Ländlicher Raum","275","0.0781461377507032","0.069174330102629","0.0871179453987774"
"Täglich","2013","66","Städtischer Raum","","","",""
"Täglich","2013","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2013","17-29","Städtischer Raum","820","0.334494786833185","0.31527939604695","0.353710177619419"
"Min 1x pro Woche","2013","17-29","Ländlicher Raum","489","0.401460542973659","0.374198705798761","0.428722380148557"
"Min 1x pro Woche","2013","30-45","Städtischer Raum","2122","0.377635607323444","0.36435251412314","0.390918700523748"
"Min 1x pro Woche","2013","30-45","Ländlicher Raum","1245","0.409437063251127","0.391431262153009","0.427442864349246"
"Min 1x pro Woche","2013","46-65","Städtischer Raum","1925","0.330594684617153","0.318177955070386","0.34301141416392"
"Min 1x pro Woche","2013","46-65","Ländlicher Raum","1242","0.359566411188985","0.343525768561268","0.375607053816701"
"Min 1x pro Woche","2013","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2013","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2013","17-29","Städtischer Raum","758","0.332099882327291","0.312918984394164","0.351280780260418"
"Min 1x pro Monat","2013","17-29","Ländlicher Raum","364","0.31336886487364","0.287571404051193","0.339166325696087"
"Min 1x pro Monat","2013","30-45","Städtischer Raum","1560","0.321720060387223","0.308920827546519","0.334519293227926"
"Min 1x pro Monat","2013","30-45","Ländlicher Raum","795","0.295194877769214","0.278492638059176","0.311897117479251"
"Min 1x pro Monat","2013","46-65","Städtischer Raum","1725","0.310922815268363","0.29870552362534","0.323140106911387"
"Min 1x pro Monat","2013","46-65","Ländlicher Raum","1089","0.322328152866315","0.306705528288287","0.337950777444342"
"Min 1x pro Monat","2013","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2013","66","Ländlicher Raum","","","",""
"Seltener","2013","17-29","Städtischer Raum","505","0.24509468249222","0.227576380841452","0.262612984142989"
"Seltener","2013","17-29","Ländlicher Raum","241","0.187040174705691","0.165353683774551","0.20872666563683"
"Seltener","2013","30-45","Städtischer Raum","954","0.206700552220309","0.195605489108479","0.217795615332138"
"Seltener","2013","30-45","Ländlicher Raum","490","0.182277566418542","0.168140628691548","0.196414504145536"
"Seltener","2013","46-65","Städtischer Raum","1332","0.251114750076919","0.239668625716556","0.262560874437282"
"Seltener","2013","46-65","Ländlicher Raum","742","0.207892905381593","0.19432830696885","0.221457503794336"
"Seltener","2013","66","Städtischer Raum","","","",""
"Seltener","2013","66","Ländlicher Raum","","","",""
"Nie","2013","17-29","Städtischer Raum","38","0.0133872018707947","0.00870664968222961","0.0180677540593599"
"Nie","2013","17-29","Ländlicher Raum","20","","",""
"Nie","2013","30-45","Städtischer Raum","109","0.0269065246474969","0.022473027167634","0.0313400221273597"
"Nie","2013","30-45","Ländlicher Raum","55","0.0233991727691796","0.0178638293037998","0.0289345162345594"
"Nie","2013","46-65","Städtischer Raum","174","0.0407295767952651","0.0355123443549119","0.0459468092356183"
"Nie","2013","46-65","Ländlicher Raum","90","0.0320663928124044","0.0261773732964269","0.0379554123283819"
"Nie","2013","66","Städtischer Raum","","","",""
"Nie","2013","66","Ländlicher Raum","","","",""
"Täglich","2014","17-29","Städtischer Raum","","","",""
"Täglich","2014","17-29","Ländlicher Raum","","","",""
"Täglich","2014","30-45","Städtischer Raum","","","",""
"Täglich","2014","30-45","Ländlicher Raum","","","",""
"Täglich","2014","46-65","Städtischer Raum","","","",""
"Täglich","2014","46-65","Ländlicher Raum","","","",""
"Täglich","2014","66","Städtischer Raum","","","",""
"Täglich","2014","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2014","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2014","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2014","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2014","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2014","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2014","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2014","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2014","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2014","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2014","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2014","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2014","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2014","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2014","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2014","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2014","66","Ländlicher Raum","","","",""
"Seltener","2014","17-29","Städtischer Raum","","","",""
"Seltener","2014","17-29","Ländlicher Raum","","","",""
"Seltener","2014","30-45","Städtischer Raum","","","",""
"Seltener","2014","30-45","Ländlicher Raum","","","",""
"Seltener","2014","46-65","Städtischer Raum","","","",""
"Seltener","2014","46-65","Ländlicher Raum","","","",""
"Seltener","2014","66","Städtischer Raum","","","",""
"Seltener","2014","66","Ländlicher Raum","","","",""
"Nie","2014","17-29","Städtischer Raum","","","",""
"Nie","2014","17-29","Ländlicher Raum","","","",""
"Nie","2014","30-45","Städtischer Raum","","","",""
"Nie","2014","30-45","Ländlicher Raum","","","",""
"Nie","2014","46-65","Städtischer Raum","","","",""
"Nie","2014","46-65","Ländlicher Raum","","","",""
"Nie","2014","66","Städtischer Raum","","","",""
"Nie","2014","66","Ländlicher Raum","","","",""
"Täglich","2015","17-29","Städtischer Raum","","","",""
"Täglich","2015","17-29","Ländlicher Raum","","","",""
"Täglich","2015","30-45","Städtischer Raum","","","",""
"Täglich","2015","30-45","Ländlicher Raum","","","",""
"Täglich","2015","46-65","Städtischer Raum","","","",""
"Täglich","2015","46-65","Ländlicher Raum","","","",""
"Täglich","2015","66","Städtischer Raum","","","",""
"Täglich","2015","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2015","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2015","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2015","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2015","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2015","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2015","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2015","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2015","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2015","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2015","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2015","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2015","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2015","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2015","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2015","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2015","66","Ländlicher Raum","","","",""
"Seltener","2015","17-29","Städtischer Raum","","","",""
"Seltener","2015","17-29","Ländlicher Raum","","","",""
"Seltener","2015","30-45","Städtischer Raum","","","",""
"Seltener","2015","30-45","Ländlicher Raum","","","",""
"Seltener","2015","46-65","Städtischer Raum","","","",""
"Seltener","2015","46-65","Ländlicher Raum","","","",""
"Seltener","2015","66","Städtischer Raum","","","",""
"Seltener","2015","66","Ländlicher Raum","","","",""
"Nie","2015","17-29","Städtischer Raum","","","",""
"Nie","2015","17-29","Ländlicher Raum","","","",""
"Nie","2015","30-45","Städtischer Raum","","","",""
"Nie","2015","30-45","Ländlicher Raum","","","",""
"Nie","2015","46-65","Städtischer Raum","","","",""
"Nie","2015","46-65","Ländlicher Raum","","","",""
"Nie","2015","66","Städtischer Raum","","","",""
"Nie","2015","66","Ländlicher Raum","","","",""
"Täglich","2016","17-29","Städtischer Raum","","","",""
"Täglich","2016","17-29","Ländlicher Raum","","","",""
"Täglich","2016","30-45","Städtischer Raum","","","",""
"Täglich","2016","30-45","Ländlicher Raum","","","",""
"Täglich","2016","46-65","Städtischer Raum","","","",""
"Täglich","2016","46-65","Ländlicher Raum","","","",""
"Täglich","2016","66","Städtischer Raum","","","",""
"Täglich","2016","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2016","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2016","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2016","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2016","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2016","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2016","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2016","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2016","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2016","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2016","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2016","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2016","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2016","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2016","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2016","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2016","66","Ländlicher Raum","","","",""
"Seltener","2016","17-29","Städtischer Raum","","","",""
"Seltener","2016","17-29","Ländlicher Raum","","","",""
"Seltener","2016","30-45","Städtischer Raum","","","",""
"Seltener","2016","30-45","Ländlicher Raum","","","",""
"Seltener","2016","46-65","Städtischer Raum","","","",""
"Seltener","2016","46-65","Ländlicher Raum","","","",""
"Seltener","2016","66","Städtischer Raum","","","",""
"Seltener","2016","66","Ländlicher Raum","","","",""
"Nie","2016","17-29","Städtischer Raum","","","",""
"Nie","2016","17-29","Ländlicher Raum","","","",""
"Nie","2016","30-45","Städtischer Raum","","","",""
"Nie","2016","30-45","Ländlicher Raum","","","",""
"Nie","2016","46-65","Städtischer Raum","","","",""
"Nie","2016","46-65","Ländlicher Raum","","","",""
"Nie","2016","66","Städtischer Raum","","","",""
"Nie","2016","66","Ländlicher Raum","","","",""
"Täglich","2017","17-29","Städtischer Raum","","","",""
"Täglich","2017","17-29","Ländlicher Raum","","","",""
"Täglich","2017","30-45","Städtischer Raum","","","",""
"Täglich","2017","30-45","Ländlicher Raum","","","",""
"Täglich","2017","46-65","Städtischer Raum","","","",""
"Täglich","2017","46-65","Ländlicher Raum","","","",""
"Täglich","2017","66","Städtischer Raum","","","",""
"Täglich","2017","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2017","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2017","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2017","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2017","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2017","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2017","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2017","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2017","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2017","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2017","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2017","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2017","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2017","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2017","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2017","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2017","66","Ländlicher Raum","","","",""
"Seltener","2017","17-29","Städtischer Raum","","","",""
"Seltener","2017","17-29","Ländlicher Raum","","","",""
"Seltener","2017","30-45","Städtischer Raum","","","",""
"Seltener","2017","30-45","Ländlicher Raum","","","",""
"Seltener","2017","46-65","Städtischer Raum","","","",""
"Seltener","2017","46-65","Ländlicher Raum","","","",""
"Seltener","2017","66","Städtischer Raum","","","",""
"Seltener","2017","66","Ländlicher Raum","","","",""
"Nie","2017","17-29","Städtischer Raum","","","",""
"Nie","2017","17-29","Ländlicher Raum","","","",""
"Nie","2017","30-45","Städtischer Raum","","","",""
"Nie","2017","30-45","Ländlicher Raum","","","",""
"Nie","2017","46-65","Städtischer Raum","","","",""
"Nie","2017","46-65","Ländlicher Raum","","","",""
"Nie","2017","66","Städtischer Raum","","","",""
"Nie","2017","66","Ländlicher Raum","","","",""
"Täglich","2018","17-29","Städtischer Raum","","","",""
"Täglich","2018","17-29","Ländlicher Raum","","","",""
"Täglich","2018","30-45","Städtischer Raum","","","",""
"Täglich","2018","30-45","Ländlicher Raum","","","",""
"Täglich","2018","46-65","Städtischer Raum","","","",""
"Täglich","2018","46-65","Ländlicher Raum","","","",""
"Täglich","2018","66","Städtischer Raum","","","",""
"Täglich","2018","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2018","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2018","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2018","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2018","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2018","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2018","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2018","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2018","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2018","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2018","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2018","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2018","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2018","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2018","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2018","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2018","66","Ländlicher Raum","","","",""
"Seltener","2018","17-29","Städtischer Raum","","","",""
"Seltener","2018","17-29","Ländlicher Raum","","","",""
"Seltener","2018","30-45","Städtischer Raum","","","",""
"Seltener","2018","30-45","Ländlicher Raum","","","",""
"Seltener","2018","46-65","Städtischer Raum","","","",""
"Seltener","2018","46-65","Ländlicher Raum","","","",""
"Seltener","2018","66","Städtischer Raum","","","",""
"Seltener","2018","66","Ländlicher Raum","","","",""
"Nie","2018","17-29","Städtischer Raum","","","",""
"Nie","2018","17-29","Ländlicher Raum","","","",""
"Nie","2018","30-45","Städtischer Raum","","","",""
"Nie","2018","30-45","Ländlicher Raum","","","",""
"Nie","2018","46-65","Städtischer Raum","","","",""
"Nie","2018","46-65","Ländlicher Raum","","","",""
"Nie","2018","66","Städtischer Raum","","","",""
"Nie","2018","66","Ländlicher Raum","","","",""
"Täglich","2019","17-29","Städtischer Raum","166","0.0605557113427853","0.0513361528715628","0.0697752698140079"
"Täglich","2019","17-29","Ländlicher Raum","99","0.09276384761727","0.0760982400223277","0.109429455212212"
"Täglich","2019","30-45","Städtischer Raum","274","0.05863305144147","0.0513992914683383","0.0658668114146018"
"Täglich","2019","30-45","Ländlicher Raum","167","0.0912333489845764","0.0788620571979802","0.103604640771173"
"Täglich","2019","46-65","Städtischer Raum","370","0.0541794919667277","0.0486767412953934","0.0596822426380621"
"Täglich","2019","46-65","Ländlicher Raum","287","0.0690847075525106","0.0609133677087849","0.0772560473962363"
"Täglich","2019","66","Städtischer Raum","","","",""
"Täglich","2019","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2019","17-29","Städtischer Raum","896","0.35334687358597","0.334869792273369","0.371823954898571"
"Min 1x pro Woche","2019","17-29","Ländlicher Raum","475","0.426190119944408","0.397781031388587","0.454599208500228"
"Min 1x pro Woche","2019","30-45","Städtischer Raum","1535","0.356918028729352","0.342166712178535","0.371669345280169"
"Min 1x pro Woche","2019","30-45","Ländlicher Raum","857","0.40079131194537","0.379736069281616","0.421846554609124"
"Min 1x pro Woche","2019","46-65","Städtischer Raum","2295","0.343386317754964","0.33184369597082","0.354928939539107"
"Min 1x pro Woche","2019","46-65","Ländlicher Raum","1378","0.373430238788435","0.357844166506953","0.389016311069918"
"Min 1x pro Woche","2019","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2019","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2019","17-29","Städtischer Raum","857","0.334627365896143","0.316387978503804","0.352866753288482"
"Min 1x pro Monat","2019","17-29","Ländlicher Raum","330","0.266696654666622","0.241291478074746","0.292101831258497"
"Min 1x pro Monat","2019","30-45","Städtischer Raum","1219","0.32421631383818","0.309803968617546","0.338628659058815"
"Min 1x pro Monat","2019","30-45","Ländlicher Raum","622","0.305351284297967","0.285563619494434","0.325138949101499"
"Min 1x pro Monat","2019","46-65","Städtischer Raum","2065","0.308914021259587","0.297682389419956","0.320145653099218"
"Min 1x pro Monat","2019","46-65","Ländlicher Raum","1146","0.294108790435404","0.279427300952161","0.308790279918647"
"Min 1x pro Monat","2019","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2019","66","Ländlicher Raum","","","",""
"Seltener","2019","17-29","Städtischer Raum","571","0.223565748976216","0.207461071572233","0.2396704263802"
"Seltener","2019","17-29","Ländlicher Raum","222","0.190176995009743","0.167632233463686","0.2127217565558"
"Seltener","2019","30-45","Städtischer Raum","901","0.231133971317297","0.218154093640695","0.244113848993899"
"Seltener","2019","30-45","Ländlicher Raum","361","0.171755420076277","0.155550511781807","0.187960328370746"
"Seltener","2019","46-65","Städtischer Raum","1535","0.251033086902176","0.240492742355587","0.261573431448765"
"Seltener","2019","46-65","Ländlicher Raum","786","0.233394362090817","0.219764909481229","0.247023814700404"
"Seltener","2019","66","Städtischer Raum","","","",""
"Seltener","2019","66","Ländlicher Raum","","","",""
"Nie","2019","17-29","Städtischer Raum","81","0.0279043001988854","0.0215379997394027","0.034270600658368"
"Nie","2019","17-29","Ländlicher Raum","38","0.0241723827619573","0.0153493501461643","0.0329954153777503"
"Nie","2019","30-45","Städtischer Raum","123","0.0290986346737002","0.0239233143590336","0.0342739549883668"
"Nie","2019","30-45","Ländlicher Raum","74","0.0308686346958099","0.0234373810285726","0.0382998883630472"
"Nie","2019","46-65","Städtischer Raum","236","0.0424870821165456","0.0375841172417807","0.0473900469913106"
"Nie","2019","46-65","Ländlicher Raum","103","0.0299819011328336","0.0244869133445848","0.0354768889210823"
"Nie","2019","66","Städtischer Raum","","","",""
"Nie","2019","66","Ländlicher Raum","","","",""
