,Unnamed: 0,year,hhtyp,regtyp,hgeqpter,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
658,658,2018,Multi-generational household,Rural regions,Yes,1.0,35,17667,0.56063,1.51472
659,659,2018,Other Combinations,Urban regions,Yes,0.86289,201,17667,0.71838,1.01471
660,660,2018,Other Combinations,Urban regions,No,0.13711,81,17667,0.10096,0.18722
661,661,2018,Other Combinations,Rural regions,Yes,0.72491,73,17667,0.51696,1.02178
662,662,2018,Other Combinations,Rural regions,No,0.27509,42,17667,0.17015,0.38823
663,663,2019,Single-person household,Urban regions,Yes,0.77259,1797,14827,0.73972,0.81088
664,664,2019,Single-person household,Urban regions,No,0.22741,745,14827,0.20999,0.24598
665,665,2019,Single-person household,Rural regions,Yes,0.70626,793,14827,0.66902,0.75096
666,666,2019,Single-person household,Rural regions,No,0.29374,382,14827,0.26418,0.31817
667,667,2019,Couple without children,Urban regions,Yes,0.90078,2167,14827,0.86936,0.94064
668,668,2019,Couple without children,Urban regions,No,0.09922,300,14827,0.08616,0.11279
669,669,2019,Couple without children,Rural regions,Yes,0.84617,1216,14827,0.79914,0.90174
670,670,2019,Couple without children,Rural regions,No,0.15383,258,14827,0.13155,0.17674
671,671,2019,Single parent,Urban regions,Yes,0.7792,756,14827,0.70532,0.85341
672,672,2019,Single parent,Urban regions,No,0.2208,224,14827,0.17937,0.26374
673,673,2019,Single parent,Rural regions,Yes,0.76536,332,14827,0.66484,0.87663
674,674,2019,Single parent,Rural regions,No,0.23464,124,14827,0.18431,0.2973
675,675,2019,Couple with children,Urban regions,Yes,0.90623,2986,14827,0.85801,0.95392
676,676,2019,Couple with children,Urban regions,No,0.09377,615,14827,0.082,0.10931
677,677,2019,Couple with children,Rural regions,Yes,0.86801,1427,14827,0.80511,0.93189
678,678,2019,Couple with children,Rural regions,No,0.13199,359,14827,0.10964,0.15678
679,679,2019,Multi-generational household,Urban regions,Yes,1.0,65,14827,0.69758,1.30532
680,680,2019,Other Combinations,Urban regions,Yes,0.82671,150,14827,0.65027,1.00547
681,681,2019,Other Combinations,Urban regions,No,0.17329,70,14827,0.07652,0.29545
682,682,2019,Other Combinations,Rural regions,Yes,1.0,61,14827,0.66864,1.3527
683,683,2020,Single-person household,Urban regions,Yes,0.76194,2548,19248,0.73293,0.80161
684,684,2020,Single-person household,Urban regions,No,0.23806,1318,19248,0.21662,0.25843
685,685,2020,Single-person household,Rural regions,Yes,0.71276,992,19248,0.67258,0.75491
686,686,2020,Single-person household,Rural regions,No,0.28724,486,19248,0.25969,0.31853
687,687,2020,Couple without children,Urban regions,Yes,0.88817,2892,19248,0.85075,0.92659
688,688,2020,Couple without children,Urban regions,No,0.11183,514,19248,0.09737,0.12438
689,689,2020,Couple without children,Rural regions,Yes,0.84742,1451,19248,0.79265,0.89882
690,690,2020,Couple without children,Rural regions,No,0.15258,310,19248,0.13044,0.17359
691,691,2020,Single parent,Urban regions,Yes,0.77843,835,19248,0.70507,0.84659
692,692,2020,Single parent,Urban regions,No,0.22157,274,19248,0.17599,0.26546
693,693,2020,Single parent,Rural regions,Yes,0.7618,355,19248,0.6609,0.87313
694,694,2020,Single parent,Rural regions,No,0.2382,135,19248,0.18266,0.30836
695,695,2020,Couple with children,Urban regions,Yes,0.89994,3703,19248,0.85416,0.95667
696,696,2020,Couple with children,Urban regions,No,0.10006,823,19248,0.0845,0.11342
697,697,2020,Couple with children,Rural regions,Yes,0.87701,1646,19248,0.81058,0.95256
698,698,2020,Couple with children,Rural regions,No,0.12299,392,19248,0.10373,0.15031
699,699,2020,Multi-generational household,Urban regions,Yes,1.0,80,19248,0.70073,1.32921
700,700,2020,Multi-generational household,Rural regions,Yes,1.0,44,19248,0.58647,1.5174
701,701,2020,Other Combinations,Urban regions,Yes,0.88458,256,19248,0.73812,1.09125
702,702,2020,Other Combinations,Urban regions,No,0.11542,97,19248,0.06613,0.16544
703,703,2020,Other Combinations,Rural regions,Yes,1.0,97,19248,0.6821,1.35995
704,704,2021,Single-person household,Urban regions,Yes,0.77503,1555,11067,0.73548,0.81559
705,705,2021,Single-person household,Urban regions,No,0.22497,654,11067,0.20394,0.24962
706,706,2021,Single-person household,Rural regions,Yes,0.72832,626,11067,0.66922,0.77679
707,707,2021,Single-person household,Rural regions,No,0.27168,268,11067,0.23982,0.3073
708,708,2021,Couple without children,Urban regions,Yes,0.89465,1796,11067,0.84158,0.9585
709,709,2021,Couple without children,Urban regions,No,0.10535,251,11067,0.08772,0.12391
710,710,2021,Couple without children,Rural regions,Yes,0.86591,942,11067,0.80725,0.93585
711,711,2021,Couple without children,Rural regions,No,0.13409,177,11067,0.10658,0.16036
712,712,2021,Single parent,Urban regions,Yes,0.78224,473,11067,0.69653,0.8557
713,713,2021,Single parent,Urban regions,No,0.21776,140,11067,0.16625,0.29382
714,714,2021,Single parent,Rural regions,Yes,0.76341,227,11067,0.65971,0.89241
715,715,2021,Single parent,Rural regions,No,0.23659,87,11067,0.16877,0.32155
716,716,2021,Couple with children,Urban regions,Yes,0.89161,2048,11067,0.84836,0.93772
717,717,2021,Couple with children,Urban regions,No,0.10839,401,11067,0.09127,0.12836
718,718,2021,Couple with children,Rural regions,Yes,0.89057,925,11067,0.80477,0.98667
719,719,2021,Couple with children,Rural regions,No,0.10943,186,11067,0.09149,0.13554
720,720,2021,Multi-generational household,Urban regions,Yes,1.0,48,11067,0.59473,1.5605
721,721,2021,Other Combinations,Urban regions,Yes,0.90614,165,11067,0.71101,1.11283
722,722,2021,Other Combinations,Urban regions,No,0.09386,39,11067,0.06374,0.13168
723,723,2021,Other Combinations,Rural regions,Yes,1.0,59,11067,0.69099,1.31285
