year,hhtyp,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Couple without children,Tenant,Yes,0.84740,2359,2977,0.83448,0.86032
2022,Couple without children,Tenant,No,0.15260,618,2977,0.13968,0.16552
2022,Single parent,Owner,Yes,0.91275,283,315,0.88153,0.94396
2022,Single parent,Owner,No,0.08725,32,315,0.05604,0.11847
2022,Single parent,Tenant,Yes,0.71153,652,895,0.68183,0.74123
2022,Single parent,Tenant,No,0.28847,243,895,0.25877,0.31817
2022,Couple with children,Owner,Yes,0.93519,2741,2928,0.92627,0.94411
2022,Couple with children,Owner,No,0.06481,187,2928,0.05589,0.07373
2022,Couple with children,Tenant,Yes,0.82827,2084,2687,0.81401,0.84253
2022,Couple with children,Tenant,No,0.17173,603,2687,0.15747,0.18599
2022,Multi-generational household,Owner,Yes,0.89236,38,38,0.79250,0.99222
2022,Multi-generational household,Tenant,Yes,0.87281,42,42,0.77082,0.97480
2022,Other Combinations,Owner,Yes,0.89993,374,416,0.87106,0.92881
2022,Other Combinations,Owner,No,0.10007,42,416,0.07119,0.12894
2022,Other Combinations,Tenant,Yes,0.80051,554,751,0.77191,0.82911
2022,Other Combinations,Tenant,No,0.19949,197,751,0.17089,0.22809
