"hgeqpter","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2008","Bayern","2","93","0.189133699905999","0.159051008984923","0.219216390827075"
"Nein","2008","Bayern","3","89","0.11190463035166","0.090711629307313","0.133097631396007"
"Nein","2008","Bayern","4","73","0.114590465255106","0.093388072220518","0.135792858289694"
"Nein","2008","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Saarland","2","","","",""
"Nein","2008","Saarland","3","","","",""
"Nein","2008","Saarland","4","","","",""
"Nein","2008","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Berlin","2","40","0.310336541113896","0.226864284786239","0.393808797441552"
"Nein","2008","Berlin","3","34","0.141628190497646","0.0923096684980577","0.190946712497234"
"Nein","2008","Berlin","4","37","0.222158662232129","0.163050368047242","0.281266956417016"
"Nein","2008","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Brandenburg","2","74","0.296755641549943","0.234821864216642","0.358689418883243"
"Nein","2008","Brandenburg","3","61","0.281087429574261","0.222865164039194","0.339309695109329"
"Nein","2008","Brandenburg","4","51","0.267170912587435","0.204582575471162","0.329759249703708"
"Nein","2008","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Mecklenburg-Vorpommern","2","39","0.301984035061914","0.220846799795484","0.383121270328344"
"Nein","2008","Mecklenburg-Vorpommern","3","14","","",""
"Nein","2008","Mecklenburg-Vorpommern","4","9","0.145968956208772","0.0717772182437268","0.220160694173817"
"Nein","2008","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Sachsen","2","185","","",""
"Nein","2008","Sachsen","3","142","","",""
"Nein","2008","Sachsen","4","99","0.299928780083535","0.250859931178486","0.348997628988585"
"Nein","2008","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Sachsen-Anhalt","2","96","0.376449423978425","0.314372623720532","0.438526224236319"
"Nein","2008","Sachsen-Anhalt","3","109","","",""
"Nein","2008","Sachsen-Anhalt","4","44","0.266352426737361","0.205987239436106","0.326717614038616"
"Nein","2008","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Thueringen","2","91","0.289330781773639","0.236593226483605","0.342068337063673"
"Nein","2008","Thueringen","3","85","0.319666045985597","0.261858116510505","0.377473975460689"
"Nein","2008","Thueringen","4","41","0.310532108667067","0.239279484629632","0.381784732704501"
"Nein","2008","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Schleswig-Holstein","2","99","0.757432857234518","0.683176923606768","0.831688790862268"
"Ja","2009","Schleswig-Holstein","3","113","","",""
"Ja","2009","Schleswig-Holstein","4","138","","",""
"Ja","2009","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Hamburg","2","54","0.8070901965291","0.705541984862887","0.908638408195314"
"Ja","2009","Hamburg","3","54","0.829637340665441","0.73605722083031","0.923217460500571"
"Ja","2009","Hamburg","4","77","0.938866212746214","0.886692939138483","0.991039486353945"
"Ja","2009","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Niedersachsen","2","294","","",""
"Ja","2009","Niedersachsen","3","429","0.926164044245195","0.902522433044188","0.949805655446202"
"Ja","2009","Niedersachsen","4","485","0.919596160766545","0.896269648569226","0.942922672963865"
"Ja","2009","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Bremen","2","25","","",""
"Ja","2009","Bremen","3","25","","",""
"Ja","2009","Bremen","4","42","0.915468019211691","0.835078156555889","0.995857881867492"
"Ja","2009","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Nordrhein-Westfalen","2","655","0.850468635601923","0.825757176091121","0.875180095112725"
"Ja","2009","Nordrhein-Westfalen","3","812","0.886053029495958","0.865419660187933","0.906686398803982"
"Ja","2009","Nordrhein-Westfalen","4","1005","","",""
"Ja","2009","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Hessen","2","182","","",""
"Ja","2009","Hessen","3","211","","",""
"Ja","2009","Hessen","4","329","0.903578223102309","0.872786699320529","0.934369746884089"
"Ja","2009","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","2","225","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","3","237","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","4","284","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Baden-Wuerttemberg","2","345","0.765995032606542","0.726790651803886","0.805199413409199"
"Ja","2009","Baden-Wuerttemberg","3","475","0.893854656641249","0.867874896463932","0.919834416818566"
"Ja","2009","Baden-Wuerttemberg","4","647","0.916366499774587","0.89642044672494","0.936312552824234"
"Ja","2009","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Bayern","2","521","0.820526478529279","0.790123308222922","0.850929648835636"
"Ja","2009","Bayern","3","680","0.901814692458345","0.880504415803446","0.923124969113245"
"Ja","2009","Bayern","4","717","0.889474843838612","0.867652122809688","0.911297564867536"
"Ja","2009","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Saarland","2","","","",""
"Ja","2009","Saarland","3","","","",""
"Ja","2009","Saarland","4","","","",""
"Ja","2009","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Berlin","2","117","","",""
"Ja","2009","Berlin","3","99","0.667706119510873","0.592073558429666","0.74333868059208"
"Ja","2009","Berlin","4","180","","",""
"Ja","2009","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Brandenburg","2","134","","",""
"Ja","2009","Brandenburg","3","178","","",""
"Ja","2009","Brandenburg","4","138","","",""
"Ja","2009","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Mecklenburg-Vorpommern","2","94","0.629450073790707","0.547061850876952","0.711838296704462"
"Ja","2009","Mecklenburg-Vorpommern","3","110","","",""
"Ja","2009","Mecklenburg-Vorpommern","4","86","0.839964873885957","0.768105023001366","0.911824724770547"
"Ja","2009","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Sachsen","2","245","","",""
"Ja","2009","Sachsen","3","270","","",""
"Ja","2009","Sachsen","4","253","","",""
"Ja","2009","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Sachsen-Anhalt","2","119","","",""
"Ja","2009","Sachsen-Anhalt","3","136","","",""
"Ja","2009","Sachsen-Anhalt","4","148","","",""
"Ja","2009","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Thueringen","2","203","","",""
"Ja","2009","Thueringen","3","151","","",""
"Ja","2009","Thueringen","4","121","","",""
"Ja","2009","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Schleswig-Holstein","2","29","","",""
"Nein","2009","Schleswig-Holstein","3","11","","",""
"Nein","2009","Schleswig-Holstein","4","16","","",""
"Nein","2009","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Hamburg","2","4","0.1929098034709","0.0913615918046859","0.294458015137113"
"Nein","2009","Hamburg","3","8","0.170362659334559","0.0767825394994289","0.26394277916969"
"Nein","2009","Hamburg","4","4","0.061133787253786","0.00896051364605537","0.113307060861517"
"Nein","2009","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Niedersachsen","2","72","0.180087681383941","0.140720596437996","0.219454766329887"
"Nein","2009","Niedersachsen","3","41","0.0738359557548049","0.050194344553798","0.0974775669558118"
"Nein","2009","Niedersachsen","4","37","0.0804038392334546","0.0570773270361351","0.103730351430774"
"Nein","2009","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Bremen","2","","","",""
"Nein","2009","Bremen","3","4","0.12825731366246","0.00655906791728991","0.249955559407629"
"Nein","2009","Bremen","4","4","0.0845319807883094","0.00414211813250785","0.164921843444111"
"Nein","2009","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Nordrhein-Westfalen","2","145","","",""
"Nein","2009","Nordrhein-Westfalen","3","99","0.113946970504042","0.0933136011960178","0.134580339812067"
"Nein","2009","Nordrhein-Westfalen","4","122","","",""
"Nein","2009","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Hessen","2","30","0.13177341472078","0.0862420570340175","0.177304772407543"
"Nein","2009","Hessen","3","84","0.290191877272113","0.238401366820778","0.341982387723449"
"Nein","2009","Hessen","4","24","","",""
"Nein","2009","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Rheinland-Pfalz,Saarland","2","40","0.145550640762713","0.103091091539922","0.188010189985504"
"Nein","2009","Rheinland-Pfalz,Saarland","3","36","0.106198129914294","0.0696516265505025","0.142744633278086"
"Nein","2009","Rheinland-Pfalz,Saarland","4","32","0.137019246601858","0.0991055707837363","0.17493292241998"
"Nein","2009","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Baden-Wuerttemberg","2","103","","",""
"Nein","2009","Baden-Wuerttemberg","3","65","0.106145343358751","0.0801655831814335","0.132125103536068"
"Nein","2009","Baden-Wuerttemberg","4","93","0.0836335002254132","0.0636874471757665","0.10357955327506"
"Nein","2009","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Bayern","2","91","0.179473521470721","0.149070351164364","0.209876691777079"
"Nein","2009","Bayern","3","69","0.0981853075416544","0.0768750308867545","0.119495584196554"
"Nein","2009","Bayern","4","76","0.110525156161388","0.0887024351324637","0.132347877190312"
"Nein","2009","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Saarland","2","","","",""
"Nein","2009","Saarland","3","","","",""
"Nein","2009","Saarland","4","","","",""
"Nein","2009","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Berlin","2","28","","",""
"Nein","2009","Berlin","3","50","0.332293880489127","0.25666131940792","0.407926441570334"
"Nein","2009","Berlin","4","32","0.145170159685894","0.0977504735779845","0.192589845793804"
"Nein","2009","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Brandenburg","2","68","0.375269800662466","0.308498403361311","0.442041197963622"
"Nein","2009","Brandenburg","3","66","0.264872514634965","0.209505264358663","0.320239764911267"
"Nein","2009","Brandenburg","4","59","0.379852421369116","0.312077354664796","0.447627488073435"
"Nein","2009","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Mecklenburg-Vorpommern","2","38","0.370549926209293","0.288161703295538","0.452938149123048"
"Nein","2009","Mecklenburg-Vorpommern","3","19","","",""
"Nein","2009","Mecklenburg-Vorpommern","4","14","","",""
"Nein","2009","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Sachsen","2","164","","",""
"Nein","2009","Sachsen","3","166","","",""
"Nein","2009","Sachsen","4","75","0.216529266332689","0.171955343134943","0.261103189530434"
"Nein","2009","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Sachsen-Anhalt","2","93","0.404470973043369","0.338405384581498","0.470536561505241"
"Nein","2009","Sachsen-Anhalt","3","81","0.350010431571629","0.286548700913041","0.413472162230217"
"Nein","2009","Sachsen-Anhalt","4","58","0.303047687111863","0.240289339615889","0.365806034607838"
"Nein","2009","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Thueringen","2","83","0.246119798968973","0.196198081376505","0.296041516561442"
"Nein","2009","Thueringen","3","95","0.466244877724857","0.403906054159417","0.528583701290298"
"Nein","2009","Thueringen","4","50","0.253972396676437","0.188731376589724","0.31921341676315"
"Nein","2009","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Schleswig-Holstein","2","229","","",""
"Ja","2010","Schleswig-Holstein","3","249","","",""
"Ja","2010","Schleswig-Holstein","4","224","","",""
"Ja","2010","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Hamburg","2","126","","",""
"Ja","2010","Hamburg","3","73","0.861671598995911","0.786017987435394","0.937325210556428"
"Ja","2010","Hamburg","4","102","","",""
"Ja","2010","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Niedersachsen","2","633","0.827917824095385","0.800922429299017","0.854913218891753"
"Ja","2010","Niedersachsen","3","552","0.898777980043526","0.874842238582758","0.922713721504294"
"Ja","2010","Niedersachsen","4","703","0.885596555584412","0.862786055764393","0.90840705540443"
"Ja","2010","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Bremen","2","62","0.941178494939019","0.885661287883147","0.99669570199489"
"Ja","2010","Bremen","3","39","0.930142505891948","0.852116853297921","1.00816815848598"
"Ja","2010","Bremen","4","26","","",""
"Ja","2010","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Nordrhein-Westfalen","2","1437","","",""
"Ja","2010","Nordrhein-Westfalen","3","1231","","",""
"Ja","2010","Nordrhein-Westfalen","4","1381","","",""
"Ja","2010","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Hessen","2","441","0.800406662924208","0.766346350891373","0.834466974957042"
"Ja","2010","Hessen","3","406","0.825898746894574","0.792081450982826","0.859716042806322"
"Ja","2010","Hessen","4","395","0.876340802222104","0.84625795736587","0.906423647078338"
"Ja","2010","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","2","402","0.752310908980859","0.714011656337265","0.790610161624453"
"Ja","2010","Rheinland-Pfalz,Saarland","3","408","0.902301421563127","0.875109788245881","0.929493054880372"
"Ja","2010","Rheinland-Pfalz,Saarland","4","346","0.878690189278571","0.846452357007253","0.91092802154989"
"Ja","2010","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Baden-Wuerttemberg","2","814","0.797690996268974","0.77239736673963","0.822984625798318"
"Ja","2010","Baden-Wuerttemberg","3","784","0.85499849873333","0.832209127205586","0.877787870261074"
"Ja","2010","Baden-Wuerttemberg","4","1046","","",""
"Ja","2010","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Bayern","2","1096","","",""
"Ja","2010","Bayern","3","1072","","",""
"Ja","2010","Bayern","4","1034","","",""
"Ja","2010","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Saarland","2","","","",""
"Ja","2010","Saarland","3","","","",""
"Ja","2010","Saarland","4","","","",""
"Ja","2010","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Berlin","2","204","","",""
"Ja","2010","Berlin","3","165","","",""
"Ja","2010","Berlin","4","242","","",""
"Ja","2010","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Brandenburg","2","217","","",""
"Ja","2010","Brandenburg","3","173","","",""
"Ja","2010","Brandenburg","4","179","","",""
"Ja","2010","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Mecklenburg-Vorpommern","2","111","","",""
"Ja","2010","Mecklenburg-Vorpommern","3","190","","",""
"Ja","2010","Mecklenburg-Vorpommern","4","121","","",""
"Ja","2010","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Sachsen","2","320","0.552336858751547","0.513872521066898","0.590801196436197"
"Ja","2010","Sachsen","3","364","0.668346016329835","0.627445151519982","0.709246881139688"
"Ja","2010","Sachsen","4","300","0.722504826167526","0.678514756643615","0.766494895691437"
"Ja","2010","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Sachsen-Anhalt","2","184","","",""
"Ja","2010","Sachsen-Anhalt","3","165","","",""
"Ja","2010","Sachsen-Anhalt","4","134","","",""
"Ja","2010","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Thueringen","2","243","","",""
"Ja","2010","Thueringen","3","207","","",""
"Ja","2010","Thueringen","4","191","","",""
"Ja","2010","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Schleswig-Holstein","2","59","0.235617392679908","0.186604434141082","0.284630351218733"
"Nein","2010","Schleswig-Holstein","3","8","0.0579248232732278","0.0293649242036659","0.0864847223427896"
"Nein","2010","Schleswig-Holstein","4","15","","",""
"Nein","2010","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Hamburg","2","4","0.059249339448455","0.0186652845032662","0.0998333943936437"
"Nein","2010","Hamburg","3","7","0.138328401004089","0.0626747894435716","0.213982012564606"
"Nein","2010","Hamburg","4","11","","",""
"Nein","2010","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Niedersachsen","2","118","","",""
"Nein","2010","Niedersachsen","3","58","0.101222019956474","0.0772862784957057","0.125157761417241"
"Nein","2010","Niedersachsen","4","45","0.114403444415589","0.0915929445955698","0.137213944235607"
"Nein","2010","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Bremen","2","7","0.0588215050609813","0.00330429800510983","0.114338712116853"
"Nein","2010","Bremen","3","2","","",""
"Nein","2010","Bremen","4","7","0.177166348791664","0.0468983441845951","0.307434353398732"
"Nein","2010","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Nordrhein-Westfalen","2","284","","",""
"Nein","2010","Nordrhein-Westfalen","3","220","","",""
"Nein","2010","Nordrhein-Westfalen","4","159","","",""
"Nein","2010","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Hessen","2","88","0.199593337075792","0.165533025042958","0.233653649108627"
"Nein","2010","Hessen","3","77","0.174101253105426","0.140283957193678","0.207918549017174"
"Nein","2010","Hessen","4","65","0.123659197777896","0.0935763529216623","0.15374204263413"
"Nein","2010","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","2","86","0.247689091019141","0.209389838375547","0.285988343662735"
"Nein","2010","Rheinland-Pfalz,Saarland","3","50","0.0976985784368731","0.0705069451196275","0.124890211754119"
"Nein","2010","Rheinland-Pfalz,Saarland","4","48","0.121309810721429","0.0890719784501103","0.153547642992747"
"Nein","2010","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Baden-Wuerttemberg","2","155","","",""
"Nein","2010","Baden-Wuerttemberg","3","133","","",""
"Nein","2010","Baden-Wuerttemberg","4","80","0.0770555645070194","0.0614791076389688","0.0926320213750699"
"Nein","2010","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Bayern","2","184","","",""
"Nein","2010","Bayern","3","111","","",""
"Nein","2010","Bayern","4","87","0.0907422473401058","0.0739273756950494","0.107557118985162"
"Nein","2010","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Saarland","2","","","",""
"Nein","2010","Saarland","3","","","",""
"Nein","2010","Saarland","4","","","",""
"Nein","2010","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Berlin","2","54","0.220208226134526","0.169643887402596","0.270772564866456"
"Nein","2010","Berlin","3","30","0.167141741298809","0.114774608652666","0.219508873944952"
"Nein","2010","Berlin","4","41","0.228117533578188","0.179228686586327","0.277006380570049"
"Nein","2010","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Brandenburg","2","114","","",""
"Nein","2010","Brandenburg","3","94","0.331096749748258","0.274648358119137","0.38754514137738"
"Nein","2010","Brandenburg","4","65","0.297063478813057","0.239726360376147","0.354400597249967"
"Nein","2010","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Mecklenburg-Vorpommern","2","59","0.466635106133537","0.39164144635436","0.541628765912714"
"Nein","2010","Mecklenburg-Vorpommern","3","35","0.159093105816001","0.111300966790806","0.206885244841197"
"Nein","2010","Mecklenburg-Vorpommern","4","18","","",""
"Nein","2010","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Sachsen","2","322","0.447663141248453","0.409198803563803","0.486127478933102"
"Nein","2010","Sachsen","3","145","","",""
"Nein","2010","Sachsen","4","98","0.277495173832474","0.233505104308563","0.321485243356385"
"Nein","2010","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Sachsen-Anhalt","2","166","","",""
"Nein","2010","Sachsen-Anhalt","3","95","0.356673750367972","0.298448330715814","0.41489917002013"
"Nein","2010","Sachsen-Anhalt","4","78","0.316202788737666","0.253609658461236","0.378795919014096"
"Nein","2010","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Thueringen","2","139","","",""
"Nein","2010","Thueringen","3","75","0.298444768615086","0.245039210761933","0.351850326468239"
"Nein","2010","Thueringen","4","59","0.348835565634993","0.289756475085231","0.407914656184754"
"Nein","2010","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Schleswig-Holstein","2","359","0.836235073408049","0.80129819545229","0.871171951363808"
"Ja","2011","Schleswig-Holstein","3","244","","",""
"Ja","2011","Schleswig-Holstein","4","267","","",""
"Ja","2011","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Hamburg","2","107","","",""
"Ja","2011","Hamburg","3","132","","",""
"Ja","2011","Hamburg","4","116","","",""
"Ja","2011","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Niedersachsen","2","769","0.847925485957712","0.824240408879386","0.871610563036038"
"Ja","2011","Niedersachsen","3","704","0.885268939654476","0.862903424453472","0.90763445485548"
"Ja","2011","Niedersachsen","4","832","0.925031236212126","0.907778620566912","0.942283851857341"
"Ja","2011","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Bremen","2","62","0.902552462102241","0.831004414665639","0.974100509538844"
"Ja","2011","Bremen","3","56","0.98026581398666","0.944776008213547","1.01575561975977"
"Ja","2011","Bremen","4","43","0.966052752836742","0.914279927667874","1.01782557800561"
