"plh0012_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"SPD/CDU","2004","direkter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","2004","direkter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","2004","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","2004","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","2004","kein Migrationshintergrund","maennlich","","","",""
"SPD/FDP","2004","kein Migrationshintergrund","weiblich","","","",""
"SPD/FDP","2004","direkter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","2004","direkter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","2004","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","2004","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2004","kein Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2004","kein Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","2004","kein Migrationshintergrund","maennlich","","","",""
"CDU/CSU","2004","kein Migrationshintergrund","weiblich","","","",""
"CDU/CSU","2004","direkter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","2004","direkter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","2004","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","2004","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","2004","kein Migrationshintergrund","maennlich","","","",""
"CDU/FDP","2004","kein Migrationshintergrund","weiblich","","","",""
"CDU/FDP","2004","direkter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","2004","direkter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","2004","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","2004","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","2004","kein Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","2004","kein Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","2004","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","2004","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","2004","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2004","kein Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2004","kein Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2004","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2004","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2004","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","2004","kein Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","2004","kein Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","2004","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","2004","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","2004","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2004","kein Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2004","kein Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","kein Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","kein Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","2004","kein Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","2004","kein Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","2004","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","2004","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","2004","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","2004","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2004","kein Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2004","kein Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","2004","kein Migrationshintergrund","maennlich","","","",""
"CSU/FDP","2004","kein Migrationshintergrund","weiblich","","","",""
"CSU/FDP","2004","direkter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","2004","direkter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","2004","indirekter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","2004","kein Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","2004","kein Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","2004","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","2004","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","2004","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","2004","kein Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","2004","kein Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","2004","direkter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","2004","direkter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","2004","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","2004","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","2004","kein Migrationshintergrund","maennlich","","","",""
"FDP/NPD","2004","kein Migrationshintergrund","weiblich","","","",""
"FDP/NPD","2004","direkter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","2004","direkter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","2004","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","2004","kein Migrationshintergrund","maennlich","","","",""
"Piratenpartei","2004","kein Migrationshintergrund","weiblich","","","",""
"Piratenpartei","2004","direkter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","2004","direkter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","2004","indirekter Migrationshintergrund","weiblich","","","",""
"AfD","2004","kein Migrationshintergrund","maennlich","","","",""
"AfD","2004","kein Migrationshintergrund","weiblich","","","",""
"AfD","2004","direkter Migrationshintergrund","maennlich","","","",""
"AfD","2004","direkter Migrationshintergrund","weiblich","","","",""
"AfD","2004","indirekter Migrationshintergrund","maennlich","","","",""
"AfD","2004","indirekter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","2004","kein Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","2004","kein Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","2004","direkter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","2004","direkter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","2004","indirekter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","2004","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","2004","kein Migrationshintergrund","maennlich","","","",""
"SPD/AfD","2004","kein Migrationshintergrund","weiblich","","","",""
"SPD/AfD","2004","direkter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","2004","direkter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","2004","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","2004","indirekter Migrationshintergrund","weiblich","","","",""
"SPD","2005","kein Migrationshintergrund","maennlich","1500","0.365593782885101","0.351152173799895","0.380035391970308"
"SPD","2005","kein Migrationshintergrund","weiblich","1396","0.37860255423521","0.363346546598607","0.393858561871814"
"SPD","2005","direkter Migrationshintergrund","maennlich","171","0.406549111872737","0.358533334454737","0.454564889290737"
"SPD","2005","direkter Migrationshintergrund","weiblich","119","0.372474998056391","0.320391736321802","0.42455825979098"
"SPD","2005","indirekter Migrationshintergrund","maennlich","60","0.49679722117421","0.405415304007267","0.588179138341152"
"SPD","2005","indirekter Migrationshintergrund","weiblich","51","0.369640606587177","0.274555073575246","0.464726139599109"
"CDU","2005","kein Migrationshintergrund","maennlich","1421","0.321747312164723","0.307739003760217","0.33575562056923"
"CDU","2005","kein Migrationshintergrund","weiblich","1270","0.323720896466315","0.309004118181005","0.338437674751625"
"CDU","2005","direkter Migrationshintergrund","maennlich","152","0.37350231409199","0.326215348247723","0.420789279936256"
"CDU","2005","direkter Migrationshintergrund","weiblich","143","0.390209818534353","0.337659735780128","0.442759901288579"
"CDU","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CDU","2005","indirekter Migrationshintergrund","weiblich","","","",""
"CSU","2005","kein Migrationshintergrund","maennlich","364","0.0864011016428917","0.0779761019720528","0.0948261013137306"
"CSU","2005","kein Migrationshintergrund","weiblich","249","0.0730021775129615","0.0648199479508285","0.0811844070750945"
"CSU","2005","direkter Migrationshintergrund","maennlich","","","",""
"CSU","2005","direkter Migrationshintergrund","weiblich","","","",""
"CSU","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CSU","2005","indirekter Migrationshintergrund","weiblich","","","",""
"FDP","2005","kein Migrationshintergrund","maennlich","233","0.0466382607984039","0.0403151251073127","0.0529613964894952"
"FDP","2005","kein Migrationshintergrund","weiblich","129","0.0277022381269154","0.0225401969107311","0.0328642793430997"
"FDP","2005","direkter Migrationshintergrund","maennlich","","","",""
"FDP","2005","direkter Migrationshintergrund","weiblich","","","",""
"FDP","2005","indirekter Migrationshintergrund","maennlich","","","",""
"FDP","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene","2005","kein Migrationshintergrund","maennlich","330","0.0838592042733115","0.07554752170096","0.0921708868456631"
"Buendnis90/Gruene","2005","kein Migrationshintergrund","weiblich","497","0.117096700075485","0.106983390676597","0.127210009474372"
"Buendnis90/Gruene","2005","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","2005","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke","2005","kein Migrationshintergrund","maennlich","219","0.0419958859268304","0.0359811089349917","0.048010662918669"
"Die Linke","2005","kein Migrationshintergrund","weiblich","194","0.038993778436766","0.0329050703186644","0.0450824865548676"
"Die Linke","2005","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke","2005","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke","2005","indirekter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2005","kein Migrationshintergrund","maennlich","96","0.029419857703508","0.0243526529468587","0.0344870624601573"
"NPD/Republikaner/Die Rechte","2005","kein Migrationshintergrund","weiblich","30","0.00934538474486064","0.00631900011790921","0.0123717693718121"
"NPD/Republikaner/Die Rechte","2005","direkter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2005","direkter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2005","indirekter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Andere","2005","kein Migrationshintergrund","maennlich","47","0.0118877833647813","0.00863776328291075","0.0151378034466519"
"Andere","2005","kein Migrationshintergrund","weiblich","31","0.0115190797973512","0.00816280559630515","0.0148753539983972"
"Andere","2005","direkter Migrationshintergrund","maennlich","","","",""
"Andere","2005","direkter Migrationshintergrund","weiblich","","","",""
"Andere","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Andere","2005","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","2005","kein Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","2005","kein Migrationshintergrund","weiblich","46","0.010373010006601","0.00718622650721833","0.0135597935059837"
"SPD/Buendnis90/Gruene","2005","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","2005","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","2005","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","2005","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","2005","kein Migrationshintergrund","maennlich","","","",""
"SPD/CDU","2005","kein Migrationshintergrund","weiblich","","","",""
"SPD/CDU","2005","direkter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","2005","direkter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","2005","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","2005","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","2005","kein Migrationshintergrund","maennlich","","","",""
"SPD/FDP","2005","kein Migrationshintergrund","weiblich","","","",""
"SPD/FDP","2005","direkter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","2005","direkter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","2005","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","2005","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2005","kein Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2005","kein Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","2005","kein Migrationshintergrund","maennlich","33","0.00758217370945706","0.0049809565374773","0.0101833908814368"
"CDU/CSU","2005","kein Migrationshintergrund","weiblich","","","",""
"CDU/CSU","2005","direkter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","2005","direkter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","2005","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","2005","kein Migrationshintergrund","maennlich","","","",""
"CDU/FDP","2005","kein Migrationshintergrund","weiblich","","","",""
"CDU/FDP","2005","direkter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","2005","direkter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","2005","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","2005","kein Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","2005","kein Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","2005","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","2005","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2005","kein Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2005","kein Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2005","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2005","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2005","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","2005","kein Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","2005","kein Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","2005","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","2005","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","2005","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2005","kein Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2005","kein Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","kein Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","kein Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","2005","kein Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","2005","kein Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","2005","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","2005","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","2005","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2005","kein Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2005","kein Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","2005","kein Migrationshintergrund","maennlich","","","",""
"CSU/FDP","2005","kein Migrationshintergrund","weiblich","","","",""
"CSU/FDP","2005","direkter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","2005","direkter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","2005","kein Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","2005","kein Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","2005","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","2005","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","2005","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","2005","kein Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","2005","kein Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","2005","direkter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","2005","direkter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","2005","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","2005","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","2005","kein Migrationshintergrund","maennlich","","","",""
"FDP/NPD","2005","kein Migrationshintergrund","weiblich","","","",""
"FDP/NPD","2005","direkter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","2005","direkter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","2005","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","2005","kein Migrationshintergrund","maennlich","","","",""
"Piratenpartei","2005","kein Migrationshintergrund","weiblich","","","",""
"Piratenpartei","2005","direkter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","2005","direkter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","2005","indirekter Migrationshintergrund","weiblich","","","",""
"AfD","2005","kein Migrationshintergrund","maennlich","","","",""
"AfD","2005","kein Migrationshintergrund","weiblich","","","",""
"AfD","2005","direkter Migrationshintergrund","maennlich","","","",""
"AfD","2005","direkter Migrationshintergrund","weiblich","","","",""
"AfD","2005","indirekter Migrationshintergrund","maennlich","","","",""
"AfD","2005","indirekter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","2005","kein Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","2005","kein Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","2005","direkter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","2005","direkter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","2005","indirekter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","2005","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","2005","kein Migrationshintergrund","maennlich","","","",""
"SPD/AfD","2005","kein Migrationshintergrund","weiblich","","","",""
"SPD/AfD","2005","direkter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","2005","direkter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","2005","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","2005","indirekter Migrationshintergrund","weiblich","","","",""
"SPD","2006","kein Migrationshintergrund","maennlich","1673","0.354809427835551","0.341341264726694","0.368277590944409"
"SPD","2006","kein Migrationshintergrund","weiblich","1687","0.380002730564452","0.366019975580731","0.393985485548173"
"SPD","2006","direkter Migrationshintergrund","maennlich","190","0.516234156243545","0.467683863237615","0.564784449249474"
"SPD","2006","direkter Migrationshintergrund","weiblich","135","0.399104121702729","0.348726518948778","0.449481724456679"
"SPD","2006","indirekter Migrationshintergrund","maennlich","63","0.470091571517514","0.384623463715449","0.55555967931958"
"SPD","2006","indirekter Migrationshintergrund","weiblich","63","0.419570228188589","0.330905317169607","0.508235139207571"
"CDU","2006","kein Migrationshintergrund","maennlich","1619","0.320814007140941","0.307674235828838","0.333953778453043"
"CDU","2006","kein Migrationshintergrund","weiblich","1610","0.343365835775548","0.329687137219438","0.357044534331657"
"CDU","2006","direkter Migrationshintergrund","maennlich","144","0.300270351605594","0.255738346457057","0.344802356754131"
"CDU","2006","direkter Migrationshintergrund","weiblich","145","0.360204537611741","0.310820118916947","0.409588956306534"
"CDU","2006","indirekter Migrationshintergrund","maennlich","","","",""
"CDU","2006","indirekter Migrationshintergrund","weiblich","","","",""
"CSU","2006","kein Migrationshintergrund","maennlich","375","0.0754355270425519","0.0680015134541399","0.0828695406309639"
"CSU","2006","kein Migrationshintergrund","weiblich","289","0.0683358512201531","0.0610671218948178","0.0756045805454884"
"CSU","2006","direkter Migrationshintergrund","maennlich","","","",""
"CSU","2006","direkter Migrationshintergrund","weiblich","","","",""
"CSU","2006","indirekter Migrationshintergrund","maennlich","","","",""
"CSU","2006","indirekter Migrationshintergrund","weiblich","","","",""
"FDP","2006","kein Migrationshintergrund","maennlich","300","0.0621928187583649","0.0553946227400289","0.0689910147767008"
"FDP","2006","kein Migrationshintergrund","weiblich","162","0.0292012980538645","0.0243509805050261","0.0340516156027028"
"FDP","2006","direkter Migrationshintergrund","maennlich","","","",""
"FDP","2006","direkter Migrationshintergrund","weiblich","","","",""
"FDP","2006","indirekter Migrationshintergrund","maennlich","","","",""
"FDP","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene","2006","kein Migrationshintergrund","maennlich","362","0.0736791103984863","0.0663251768494601","0.0810330439475124"
"Buendnis90/Gruene","2006","kein Migrationshintergrund","weiblich","497","0.095970327334601","0.0874850834115373","0.104455571257665"
"Buendnis90/Gruene","2006","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","2006","direkter Migrationshintergrund","weiblich","30","0.0891238246732235","0.0598134508286112","0.118434198517836"
"Buendnis90/Gruene","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke","2006","kein Migrationshintergrund","maennlich","318","0.0610592992297023","0.0543192700645913","0.0677993283948133"
"Die Linke","2006","kein Migrationshintergrund","weiblich","265","0.0532526831659901","0.0467843513641898","0.0597210149677904"
"Die Linke","2006","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke","2006","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke","2006","indirekter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2006","kein Migrationshintergrund","maennlich","103","0.027793303702034","0.0231661260262205","0.0324204813778474"
"NPD/Republikaner/Die Rechte","2006","kein Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2006","direkter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2006","direkter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2006","indirekter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Andere","2006","kein Migrationshintergrund","maennlich","48","0.0110306445439038","0.00809056792933396","0.0139707211584736"
"Andere","2006","kein Migrationshintergrund","weiblich","33","0.0084754740745267","0.00583465753637362","0.0111162906126798"
"Andere","2006","direkter Migrationshintergrund","maennlich","","","",""
"Andere","2006","direkter Migrationshintergrund","weiblich","","","",""
"Andere","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Andere","2006","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","2006","kein Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","2006","kein Migrationshintergrund","weiblich","30","0.00894278605960265","0.00623078231553699","0.0116547898036683"
"SPD/Buendnis90/Gruene","2006","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","2006","direkter Migrationshintergrund","weiblich","","","",""
