"plh0012_h","year","migback","n","percent","lower_confidence","upper_confidence"
"CDU/Buendnis90/Gruene","2001","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2001","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2001","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2001","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2001","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2001","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2001","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2001","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2001","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2001","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2001","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2001","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2001","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2001","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2001","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2001","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2001","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2001","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2001","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2001","kein Migrationshintergrund","","","",""
"CSU/FDP","2001","direkter Migrationshintergrund","","","",""
"CSU/FDP","2001","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2001","kein Migrationshintergrund","","","",""
"Gruene/FDP","2001","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2001","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2001","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2001","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2001","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2001","kein Migrationshintergrund","","","",""
"FDP/NPD","2001","direkter Migrationshintergrund","","","",""
"FDP/NPD","2001","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2001","kein Migrationshintergrund","","","",""
"Piratenpartei","2001","direkter Migrationshintergrund","","","",""
"Piratenpartei","2001","indirekter Migrationshintergrund","","","",""
"AfD","2001","kein Migrationshintergrund","","","",""
"AfD","2001","direkter Migrationshintergrund","","","",""
"AfD","2001","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2001","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2001","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2001","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2001","kein Migrationshintergrund","","","",""
"SPD/AfD","2001","direkter Migrationshintergrund","","","",""
"SPD/AfD","2001","indirekter Migrationshintergrund","","","",""
"SPD","2002","kein Migrationshintergrund","3735","0.418936333117789","0.408936754120346","0.428935912115232"
"SPD","2002","direkter Migrationshintergrund","396","0.43063956478604","0.398089802825469","0.463189326746612"
"SPD","2002","indirekter Migrationshintergrund","134","0.449596614199952","0.38829951892206","0.510893709477843"
"CDU","2002","kein Migrationshintergrund","2893","0.305824870954809","0.296486593628883","0.315163148280736"
"CDU","2002","direkter Migrationshintergrund","331","0.383072147902166","0.35111598048799","0.415028315316341"
"CDU","2002","indirekter Migrationshintergrund","54","0.201052314969005","0.151666577794384","0.250438052143625"
"CSU","2002","kein Migrationshintergrund","736","0.0820568806874517","0.0764944933313373","0.0876192680435661"
"CSU","2002","direkter Migrationshintergrund","60","0.062768413493503","0.0468246352685285","0.0787121917184774"
"CSU","2002","indirekter Migrationshintergrund","","","",""
"FDP","2002","kein Migrationshintergrund","457","0.042916190520358","0.0388086542311692","0.0470237268095469"
"FDP","2002","direkter Migrationshintergrund","","","",""
"FDP","2002","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2002","kein Migrationshintergrund","692","0.0641532153583493","0.0591872071591893","0.0691192235575092"
"Buendnis90/Gruene","2002","direkter Migrationshintergrund","41","0.050199359753644","0.0358457039221702","0.0645530155851179"
"Buendnis90/Gruene","2002","indirekter Migrationshintergrund","","","",""
"Die Linke","2002","kein Migrationshintergrund","525","0.049993172764766","0.0455763033959853","0.0544100421335467"
"Die Linke","2002","direkter Migrationshintergrund","","","",""
"Die Linke","2002","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2002","kein Migrationshintergrund","72","0.00878347244257783","0.00689237794534048","0.0106745669398152"
"NPD/Republikaner/Die Rechte","2002","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2002","indirekter Migrationshintergrund","","","",""
"Andere","2002","kein Migrationshintergrund","91","0.0112056528432312","0.00907227681286782","0.0133390288735947"
"Andere","2002","direkter Migrationshintergrund","","","",""
"Andere","2002","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2002","kein Migrationshintergrund","41","0.00506841444075388","0.00362919004834301","0.00650763883316475"
"SPD/Buendnis90/Gruene","2002","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2002","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2002","kein Migrationshintergrund","","","",""
"SPD/CDU","2002","direkter Migrationshintergrund","","","",""
"SPD/CDU","2002","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2002","kein Migrationshintergrund","","","",""
"SPD/FDP","2002","direkter Migrationshintergrund","","","",""
"SPD/FDP","2002","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2002","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2002","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2002","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2002","kein Migrationshintergrund","57","0.00684183455271084","0.00517116201138555","0.00851250709403613"
"CDU/CSU","2002","direkter Migrationshintergrund","","","",""
"CDU/CSU","2002","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2002","kein Migrationshintergrund","","","",""
"CDU/FDP","2002","direkter Migrationshintergrund","","","",""
"CDU/FDP","2002","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2002","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2002","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2002","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2002","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2002","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2002","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2002","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2002","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2002","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2002","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2002","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2002","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2002","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2002","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2002","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2002","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2002","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2002","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2002","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2002","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2002","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2002","kein Migrationshintergrund","","","",""
"CSU/FDP","2002","direkter Migrationshintergrund","","","",""
"CSU/FDP","2002","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2002","kein Migrationshintergrund","","","",""
"Gruene/FDP","2002","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2002","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2002","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2002","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2002","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2002","kein Migrationshintergrund","","","",""
"FDP/NPD","2002","direkter Migrationshintergrund","","","",""
"FDP/NPD","2002","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2002","kein Migrationshintergrund","","","",""
"Piratenpartei","2002","direkter Migrationshintergrund","","","",""
"Piratenpartei","2002","indirekter Migrationshintergrund","","","",""
"AfD","2002","kein Migrationshintergrund","","","",""
"AfD","2002","direkter Migrationshintergrund","","","",""
"AfD","2002","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2002","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2002","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2002","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2002","kein Migrationshintergrund","","","",""
"SPD/AfD","2002","direkter Migrationshintergrund","","","",""
"SPD/AfD","2002","indirekter Migrationshintergrund","","","",""
"SPD","2003","kein Migrationshintergrund","3473","0.383092566827354","0.373349114212391","0.392836019442317"
"SPD","2003","direkter Migrationshintergrund","321","0.358017455150564","0.325654511704432","0.390380398596695"
"SPD","2003","indirekter Migrationshintergrund","120","0.407445756461706","0.349371895573193","0.465519617350219"
"CDU","2003","kein Migrationshintergrund","3347","0.344468178452292","0.334944111129233","0.353992245775352"
"CDU","2003","direkter Migrationshintergrund","359","0.401957660815643","0.36886052405059","0.435054797580697"
"CDU","2003","indirekter Migrationshintergrund","58","0.189559895757264","0.143234894841627","0.235884896672901"
"CSU","2003","kein Migrationshintergrund","727","0.0739540418521368","0.0687090086614295","0.0791990750428442"
"CSU","2003","direkter Migrationshintergrund","57","0.0643768169823239","0.0478096007443659","0.0809440332202818"
"CSU","2003","indirekter Migrationshintergrund","","","",""
"FDP","2003","kein Migrationshintergrund","406","0.0392502233867746","0.0353581840088609","0.0431422627646882"
"FDP","2003","direkter Migrationshintergrund","","","",""
"FDP","2003","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2003","kein Migrationshintergrund","904","0.087698407964119","0.0820292822949309","0.093367533633307"
"Buendnis90/Gruene","2003","direkter Migrationshintergrund","53","0.0875299429959034","0.0684524221205198","0.106607463871287"
"Buendnis90/Gruene","2003","indirekter Migrationshintergrund","44","0.208753336237761","0.160718711464011","0.256787961011512"
"Die Linke","2003","kein Migrationshintergrund","367","0.0319424454506897","0.0284180414685685","0.0354668494328109"
"Die Linke","2003","direkter Migrationshintergrund","","","",""
"Die Linke","2003","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2003","kein Migrationshintergrund","61","0.00707393297082479","0.00539420118918844","0.00875366475246114"
"NPD/Republikaner/Die Rechte","2003","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2003","indirekter Migrationshintergrund","","","",""
"Andere","2003","kein Migrationshintergrund","80","0.00875081614748328","0.00688414973020596","0.0106174825647606"
"Andere","2003","direkter Migrationshintergrund","","","",""
"Andere","2003","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2003","kein Migrationshintergrund","64","0.00752295575950686","0.00579112478755172","0.009254786731462"
"SPD/Buendnis90/Gruene","2003","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2003","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2003","kein Migrationshintergrund","","","",""
"SPD/CDU","2003","direkter Migrationshintergrund","","","",""
"SPD/CDU","2003","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2003","kein Migrationshintergrund","","","",""
"SPD/FDP","2003","direkter Migrationshintergrund","","","",""
"SPD/FDP","2003","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2003","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2003","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2003","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2003","kein Migrationshintergrund","77","0.0106972613200082","0.00863543574950937","0.0127590868905071"
"CDU/CSU","2003","direkter Migrationshintergrund","","","",""
"CDU/CSU","2003","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2003","kein Migrationshintergrund","","","",""
"CDU/FDP","2003","direkter Migrationshintergrund","","","",""
"CDU/FDP","2003","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2003","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2003","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2003","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2003","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2003","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2003","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2003","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2003","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2003","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2003","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2003","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2003","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2003","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2003","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2003","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2003","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2003","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2003","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2003","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2003","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2003","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2003","kein Migrationshintergrund","","","",""
"CSU/FDP","2003","direkter Migrationshintergrund","","","",""
"CSU/FDP","2003","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2003","kein Migrationshintergrund","","","",""
"Gruene/FDP","2003","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2003","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2003","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2003","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2003","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2003","kein Migrationshintergrund","","","",""
"FDP/NPD","2003","direkter Migrationshintergrund","","","",""
"FDP/NPD","2003","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2003","kein Migrationshintergrund","","","",""
"Piratenpartei","2003","direkter Migrationshintergrund","","","",""
"Piratenpartei","2003","indirekter Migrationshintergrund","","","",""
"AfD","2003","kein Migrationshintergrund","","","",""
"AfD","2003","direkter Migrationshintergrund","","","",""
"AfD","2003","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2003","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2003","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2003","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2003","kein Migrationshintergrund","","","",""
"SPD/AfD","2003","direkter Migrationshintergrund","","","",""
"SPD/AfD","2003","indirekter Migrationshintergrund","","","",""
"SPD","2004","kein Migrationshintergrund","2743","0.357168020073943","0.346738856934005","0.367597183213882"
"SPD","2004","direkter Migrationshintergrund","252","0.347368151552707","0.312781260016884","0.381955043088529"
"SPD","2004","indirekter Migrationshintergrund","103","0.396930443376303","0.332570965645317","0.461289921107289"
"CDU","2004","kein Migrationshintergrund","2866","0.350533511769021","0.340148485817769","0.360918537720273"
"CDU","2004","direkter Migrationshintergrund","316","0.434812261517511","0.398801719494067","0.470822803540956"
"CDU","2004","indirekter Migrationshintergrund","52","0.220650287934469","0.166100879815668","0.27519969605327"
"CSU","2004","kein Migrationshintergrund","680","0.0865565882900974","0.0804365332256567","0.092676643354538"
"CSU","2004","direkter Migrationshintergrund","45","0.0574944283660781","0.0405846761157173","0.0744041806164389"
"CSU","2004","indirekter Migrationshintergrund","","","",""
"FDP","2004","kein Migrationshintergrund","360","0.0410056824851768","0.0366895528528612","0.0453218121174924"
"FDP","2004","direkter Migrationshintergrund","","","",""
"FDP","2004","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2004","kein Migrationshintergrund","800","0.0883260138037481","0.0821497116001528","0.0945023160073433"
"Buendnis90/Gruene","2004","direkter Migrationshintergrund","47","0.069305060523341","0.0508562423250616","0.0877538787216203"
"Buendnis90/Gruene","2004","indirekter Migrationshintergrund","31","0.239601275284053","0.1834529436524","0.295749606915706"
"Die Linke","2004","kein Migrationshintergrund","396","0.0415455215224292","0.0372022968689548","0.0458887461759037"
"Die Linke","2004","direkter Migrationshintergrund","","","",""
"Die Linke","2004","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2004","kein Migrationshintergrund","66","0.00949446601151965","0.00738375796378231","0.011605174059257"
"NPD/Republikaner/Die Rechte","2004","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2004","indirekter Migrationshintergrund","","","",""
"Andere","2004","kein Migrationshintergrund","84","0.0106131788685575","0.00838284313151228","0.0128435146056028"
"Andere","2004","direkter Migrationshintergrund","","","",""
"Andere","2004","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2004","kein Migrationshintergrund","46","0.00558133495544558","0.00395983060618124","0.00720283930470993"
"SPD/Buendnis90/Gruene","2004","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2004","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2004","kein Migrationshintergrund","","","",""
"SPD/CDU","2004","direkter Migrationshintergrund","","","",""
"SPD/CDU","2004","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2004","kein Migrationshintergrund","","","",""
"SPD/FDP","2004","direkter Migrationshintergrund","","","",""
"SPD/FDP","2004","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2004","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2004","kein Migrationshintergrund","39","0.00566549964206756","0.00403188430080966","0.00729911498332545"
"CDU/CSU","2004","direkter Migrationshintergrund","","","",""
"CDU/CSU","2004","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2004","kein Migrationshintergrund","","","",""
"CDU/FDP","2004","direkter Migrationshintergrund","","","",""
"CDU/FDP","2004","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2004","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2004","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2004","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2004","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2004","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2004","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2004","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2004","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2004","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2004","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2004","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2004","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2004","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2004","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2004","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2004","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2004","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2004","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2004","kein Migrationshintergrund","","","",""
"CSU/FDP","2004","direkter Migrationshintergrund","","","",""
"CSU/FDP","2004","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2004","kein Migrationshintergrund","","","",""
"Gruene/FDP","2004","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2004","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2004","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2004","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2004","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2004","kein Migrationshintergrund","","","",""
"FDP/NPD","2004","direkter Migrationshintergrund","","","",""
"FDP/NPD","2004","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2004","kein Migrationshintergrund","","","",""
"Piratenpartei","2004","direkter Migrationshintergrund","","","",""
"Piratenpartei","2004","indirekter Migrationshintergrund","","","",""
"AfD","2004","kein Migrationshintergrund","","","",""
"AfD","2004","direkter Migrationshintergrund","","","",""
"AfD","2004","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2004","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2004","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2004","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2004","kein Migrationshintergrund","","","",""
"SPD/AfD","2004","direkter Migrationshintergrund","","","",""
"SPD/AfD","2004","indirekter Migrationshintergrund","","","",""
"SPD","2005","kein Migrationshintergrund","2896","0.371724197998511","0.361235497329571","0.382212898667451"
"SPD","2005","direkter Migrationshintergrund","290","0.391119310091968","0.355791490549454","0.426447129634482"
"SPD","2005","indirekter Migrationshintergrund","111","0.447522137163026","0.38090194111797","0.514142333208082"
"CDU","2005","kein Migrationshintergrund","2691","0.322677368563168","0.312530824280156","0.332823912846179"
"CDU","2005","direkter Migrationshintergrund","295","0.381067983537905","0.345910416868639","0.416225550207172"
"CDU","2005","indirekter Migrationshintergrund","47","0.238486849755229","0.181390002732967","0.295583696777491"
"CSU","2005","kein Migrationshintergrund","613","0.080086826083819","0.0741958118949276","0.0859778402727104"
"CSU","2005","direkter Migrationshintergrund","48","0.0699550661535615","0.051489711419318","0.0884204208878051"
"CSU","2005","indirekter Migrationshintergrund","","","",""
"FDP","2005","kein Migrationshintergrund","362","0.0377146140950436","0.0335799247244109","0.0418493034656763"
"FDP","2005","direkter Migrationshintergrund","","","",""
"FDP","2005","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2005","kein Migrationshintergrund","827","0.0995224549457771","0.0930251523682607","0.106019757523293"
"Buendnis90/Gruene","2005","direkter Migrationshintergrund","43","0.0736057075369499","0.0547018783279506","0.0925095367459491"
"Buendnis90/Gruene","2005","indirekter Migrationshintergrund","32","0.214096361513169","0.159138414958643","0.269054308067695"
"Die Linke","2005","kein Migrationshintergrund","413","0.0405811354762417","0.0362985865589238","0.0448636843935596"
"Die Linke","2005","direkter Migrationshintergrund","","","",""
"Die Linke","2005","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2005","kein Migrationshintergrund","126","0.0199597135355961","0.0169241786760795","0.0229952483951128"
"NPD/Republikaner/Die Rechte","2005","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2005","indirekter Migrationshintergrund","","","",""
"Andere","2005","kein Migrationshintergrund","78","0.0117140309125851","0.00937879583250516","0.014049265992665"
"Andere","2005","direkter Migrationshintergrund","","","",""
"Andere","2005","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2005","kein Migrationshintergrund","55","0.0057461238449595","0.00410563891287545","0.00738660877704355"
"SPD/Buendnis90/Gruene","2005","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2005","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2005","kein Migrationshintergrund","","","",""
"SPD/CDU","2005","direkter Migrationshintergrund","","","",""
"SPD/CDU","2005","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2005","kein Migrationshintergrund","","","",""
"SPD/FDP","2005","direkter Migrationshintergrund","","","",""
"SPD/FDP","2005","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2005","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2005","kein Migrationshintergrund","56","0.00577177921486803","0.00412765734461721","0.00741590108511885"
"CDU/CSU","2005","direkter Migrationshintergrund","","","",""
"CDU/CSU","2005","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2005","kein Migrationshintergrund","","","",""
"CDU/FDP","2005","direkter Migrationshintergrund","","","",""
"CDU/FDP","2005","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2005","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2005","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2005","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2005","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2005","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2005","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2005","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2005","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2005","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2005","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2005","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2005","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2005","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2005","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2005","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2005","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2005","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2005","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2005","kein Migrationshintergrund","","","",""
"CSU/FDP","2005","direkter Migrationshintergrund","","","",""
"CSU/FDP","2005","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2005","kein Migrationshintergrund","","","",""
"Gruene/FDP","2005","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2005","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2005","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2005","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2005","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2005","kein Migrationshintergrund","","","",""
"FDP/NPD","2005","direkter Migrationshintergrund","","","",""
"FDP/NPD","2005","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2005","kein Migrationshintergrund","","","",""
"Piratenpartei","2005","direkter Migrationshintergrund","","","",""
