year,migback,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Direct migration background,Urban regions,Regular Part-Time Employment,0.12102,715,4963,0.11195,0.13010
2013,Direct migration background,Urban regions,Vocational Training,0.01527,113,4963,0.01185,0.01868
2013,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.07320,400,4963,0.06595,0.08045
2013,Direct migration background,Urban regions,Not Employed,0.37754,1796,4963,0.36405,0.39103
2013,Direct migration background,Rural regions,Full-Time Employment,0.36012,628,1610,0.33667,0.38358
2013,Direct migration background,Rural regions,Regular Part-Time Employment,0.11878,187,1610,0.10297,0.13459
2013,Direct migration background,Rural regions,Vocational Training,0.01917,65,1610,0.01247,0.02587
2013,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.07276,112,1610,0.06006,0.08545
2013,Direct migration background,Rural regions,Not Employed,0.40001,618,1610,0.37607,0.42395
2013,Indirect migration background,Urban regions,Full-Time Employment,0.19679,621,1774,0.17829,0.21530
2013,Indirect migration background,Urban regions,Regular Part-Time Employment,0.04857,200,1774,0.03857,0.05858
2013,Indirect migration background,Urban regions,Vocational Training,0.03989,159,1774,0.03078,0.04900
2013,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03693,146,1774,0.02815,0.04570
2013,Indirect migration background,Urban regions,Not Employed,0.17171,648,1774,0.15416,0.18927
2013,Indirect migration background,Rural regions,Full-Time Employment,0.20165,129,340,0.15894,0.24437
2013,Indirect migration background,Rural regions,Regular Part-Time Employment,0.04715,36,340,0.02459,0.06971
2013,Indirect migration background,Rural regions,Vocational Training,0.03159,36,340,0.01297,0.05021
2013,Indirect migration background,Rural regions,Not Employed,0.18752,139,340,0.14597,0.22908
2014,No migration background,Urban regions,Full-Time Employment,0.33249,4628,12548,0.32425,0.34074
2014,No migration background,Urban regions,Regular Part-Time Employment,0.09871,1863,12548,0.09349,0.10393
2014,No migration background,Urban regions,Vocational Training,0.01869,288,12548,0.01632,0.02106
2014,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.05017,822,12548,0.04635,0.05399
2014,No migration background,Urban regions,Not Employed,0.36865,4947,12548,0.36020,0.37709
2014,No migration background,Rural regions,Full-Time Employment,0.32056,2916,7907,0.31027,0.33085
2014,No migration background,Rural regions,Regular Part-Time Employment,0.09819,1105,7907,0.09163,0.10475
2014,No migration background,Rural regions,Vocational Training,0.02282,210,7907,0.01953,0.02612
2014,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04825,522,7907,0.04353,0.05297
2014,No migration background,Rural regions,Not Employed,0.37598,3154,7907,0.36530,0.38665
2014,Direct migration background,Urban regions,Full-Time Employment,0.36820,1531,3987,0.35323,0.38317
2014,Direct migration background,Urban regions,Regular Part-Time Employment,0.11588,560,3987,0.10595,0.12582
2014,Direct migration background,Urban regions,Vocational Training,0.01308,77,3987,0.00955,0.01660
2014,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.07886,359,3987,0.07049,0.08723
2014,Direct migration background,Urban regions,Not Employed,0.39212,1460,3987,0.37696,0.40727
2014,Direct migration background,Rural regions,Full-Time Employment,0.37864,508,1344,0.35270,0.40458
2014,Direct migration background,Rural regions,Regular Part-Time Employment,0.10886,175,1344,0.09220,0.12552
2014,Direct migration background,Rural regions,Vocational Training,0.01282,37,1344,0.00681,0.01884
2014,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.09532,113,1344,0.07961,0.11102
2014,Direct migration background,Rural regions,Not Employed,0.37238,511,1344,0.34653,0.39824
2014,Indirect migration background,Urban regions,Full-Time Employment,0.20116,519,1490,0.18080,0.22152
2014,Indirect migration background,Urban regions,Regular Part-Time Employment,0.04744,159,1490,0.03664,0.05824
2014,Indirect migration background,Urban regions,Vocational Training,0.04259,118,1490,0.03233,0.05284
2014,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04458,144,1490,0.03409,0.05506
2014,Indirect migration background,Urban regions,Not Employed,0.18349,550,1490,0.16383,0.20315
2014,Indirect migration background,Rural regions,Full-Time Employment,0.21217,124,317,0.16709,0.25724
2014,Indirect migration background,Rural regions,Regular Part-Time Employment,0.05953,41,317,0.03344,0.08562
2014,Indirect migration background,Rural regions,Vocational Training,0.04114,35,317,0.01924,0.06304
2014,Indirect migration background,Rural regions,Not Employed,0.15783,117,317,0.11763,0.19803
2015,No migration background,Urban regions,Full-Time Employment,0.33063,4343,11917,0.32218,0.33908
2015,No migration background,Urban regions,Regular Part-Time Employment,0.10183,1791,11917,0.09640,0.10726
2015,No migration background,Urban regions,Vocational Training,0.01769,271,11917,0.01532,0.02006
2015,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.05196,769,11917,0.04797,0.05594
2015,No migration background,Urban regions,Not Employed,0.37097,4743,11917,0.36230,0.37965
2015,No migration background,Rural regions,Full-Time Employment,0.32072,2731,7569,0.31020,0.33124
2015,No migration background,Rural regions,Regular Part-Time Employment,0.10357,1107,7569,0.09670,0.11043
2015,No migration background,Rural regions,Vocational Training,0.02359,244,7569,0.02017,0.02701
2015,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04748,463,7569,0.04269,0.05227
2015,No migration background,Rural regions,Not Employed,0.36736,3024,7569,0.35650,0.37822
2015,Direct migration background,Urban regions,Full-Time Employment,0.36956,1776,4553,0.35553,0.38358
2015,Direct migration background,Urban regions,Regular Part-Time Employment,0.13130,668,4553,0.12149,0.14112
2015,Direct migration background,Urban regions,Vocational Training,0.01528,83,4553,0.01171,0.01884
2015,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.06618,356,4553,0.05896,0.07340
2015,Direct migration background,Urban regions,Not Employed,0.38202,1670,4553,0.36791,0.39614
2015,Direct migration background,Rural regions,Full-Time Employment,0.40325,648,1554,0.37885,0.42765
2015,Direct migration background,Rural regions,Regular Part-Time Employment,0.13106,193,1554,0.11427,0.14784
2015,Direct migration background,Rural regions,Vocational Training,0.02053,32,1554,0.01348,0.02758
2015,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.07204,106,1554,0.05918,0.08490
2015,Direct migration background,Rural regions,Not Employed,0.33953,575,1554,0.31598,0.36308
2015,Indirect migration background,Urban regions,Full-Time Employment,0.21575,482,1381,0.19405,0.23745
2015,Indirect migration background,Urban regions,Regular Part-Time Employment,0.04360,162,1381,0.03283,0.05438
2015,Indirect migration background,Urban regions,Vocational Training,0.04342,113,1381,0.03267,0.05418
2015,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04022,113,1381,0.02986,0.05059
2015,Indirect migration background,Urban regions,Not Employed,0.17180,511,1381,0.15189,0.19170
2015,Indirect migration background,Rural regions,Full-Time Employment,0.21470,116,276,0.16617,0.26324
2015,Indirect migration background,Rural regions,Vocational Training,0.04495,37,276,0.02046,0.06943
2015,Indirect migration background,Rural regions,Not Employed,0.14903,123,276,0.10694,0.19112
2016,No migration background,Urban regions,Full-Time Employment,0.34061,4028,11077,0.33179,0.34944
2016,No migration background,Urban regions,Regular Part-Time Employment,0.09952,1701,11077,0.09395,0.10510
2016,No migration background,Urban regions,Vocational Training,0.01782,255,11077,0.01535,0.02028
2016,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04775,669,11077,0.04378,0.05172
2016,No migration background,Urban regions,Not Employed,0.36498,4424,11077,0.35602,0.37395
2016,No migration background,Rural regions,Full-Time Employment,0.32101,2547,7042,0.31010,0.33191
2016,No migration background,Rural regions,Regular Part-Time Employment,0.11316,1083,7042,0.10576,0.12056
2016,No migration background,Rural regions,Vocational Training,0.02426,229,7042,0.02066,0.02785
2016,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04159,381,7042,0.03693,0.04626
2016,No migration background,Rural regions,Not Employed,0.36014,2802,7042,0.34893,0.37136
2016,Direct migration background,Urban regions,Full-Time Employment,0.36390,1568,5954,0.35168,0.37612
2016,Direct migration background,Urban regions,Regular Part-Time Employment,0.13425,635,5954,0.12559,0.14291
2016,Direct migration background,Urban regions,Vocational Training,0.01123,119,5954,0.00855,0.01390
2016,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.07281,356,5954,0.06621,0.07941
2016,Direct migration background,Urban regions,Not Employed,0.37364,3276,5954,0.36135,0.38593
2016,Direct migration background,Rural regions,Full-Time Employment,0.37141,566,2242,0.35140,0.39142
2016,Direct migration background,Rural regions,Regular Part-Time Employment,0.12307,188,2242,0.10947,0.13667
2016,Direct migration background,Rural regions,Vocational Training,0.01407,58,2242,0.00919,0.01895
2016,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.07255,126,2242,0.06181,0.08329
2016,Direct migration background,Rural regions,Not Employed,0.36927,1304,2242,0.34929,0.38925
2016,Indirect migration background,Urban regions,Full-Time Employment,0.21268,433,1272,0.19018,0.23517
2016,Indirect migration background,Urban regions,Regular Part-Time Employment,0.05679,169,1272,0.04407,0.06952
2016,Indirect migration background,Urban regions,Vocational Training,0.03882,101,1272,0.02820,0.04943
2016,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03430,111,1272,0.02430,0.04431
2016,Indirect migration background,Urban regions,Not Employed,0.19401,458,1272,0.17227,0.21575
2016,Indirect migration background,Rural regions,Full-Time Employment,0.23111,109,301,0.18341,0.27882
2016,Indirect migration background,Rural regions,Regular Part-Time Employment,0.05607,41,301,0.03003,0.08210
2016,Indirect migration background,Rural regions,Vocational Training,0.04966,36,301,0.02508,0.07425
2016,Indirect migration background,Rural regions,Not Employed,0.14889,115,301,0.10860,0.18917
2017,No migration background,Urban regions,Full-Time Employment,0.33895,4765,12501,0.33065,0.34725
2017,No migration background,Urban regions,Regular Part-Time Employment,0.10568,2024,12501,0.10029,0.11107
2017,No migration background,Urban regions,Vocational Training,0.01966,300,12501,0.01723,0.02210
2017,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04814,723,12501,0.04439,0.05189
2017,No migration background,Urban regions,Not Employed,0.35944,4689,12501,0.35103,0.36785
2017,No migration background,Rural regions,Full-Time Employment,0.33502,3081,7942,0.32464,0.34540
2017,No migration background,Rural regions,Regular Part-Time Employment,0.10840,1194,7942,0.10156,0.11524
2017,No migration background,Rural regions,Vocational Training,0.02019,238,7942,0.01710,0.02328
2017,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04559,449,7942,0.04100,0.05018
2017,No migration background,Rural regions,Not Employed,0.34869,2980,7942,0.33821,0.35918
2017,Direct migration background,Urban regions,Full-Time Employment,0.35480,1577,6485,0.34315,0.36644
2017,Direct migration background,Urban regions,Regular Part-Time Employment,0.12619,679,6485,0.11811,0.13427
2017,Direct migration background,Urban regions,Vocational Training,0.01534,154,6485,0.01235,0.01834
2017,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.07026,360,6485,0.06403,0.07648
2017,Direct migration background,Urban regions,Not Employed,0.38639,3715,6485,0.37454,0.39824
2017,Direct migration background,Rural regions,Full-Time Employment,0.37029,594,2550,0.35154,0.38904
2017,Direct migration background,Rural regions,Regular Part-Time Employment,0.10671,202,2550,0.09472,0.11869
2017,Direct migration background,Rural regions,Vocational Training,0.02034,87,2550,0.01486,0.02582
2017,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.09232,138,2550,0.08108,0.10356
2017,Direct migration background,Rural regions,Not Employed,0.35341,1529,2550,0.33486,0.37197
2017,Indirect migration background,Urban regions,Full-Time Employment,0.21518,496,1426,0.19384,0.23651
2017,Indirect migration background,Urban regions,Regular Part-Time Employment,0.06070,195,1426,0.04830,0.07309
2017,Indirect migration background,Urban regions,Vocational Training,0.03615,96,1426,0.02645,0.04584
2017,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04221,116,1426,0.03177,0.05265
2017,Indirect migration background,Urban regions,Not Employed,0.18003,523,1426,0.16008,0.19998
2017,Indirect migration background,Rural regions,Full-Time Employment,0.23247,115,289,0.18368,0.28125
2017,Indirect migration background,Rural regions,Regular Part-Time Employment,0.04185,39,289,0.01872,0.06497
2017,Indirect migration background,Rural regions,Vocational Training,0.04097,32,289,0.01807,0.06386
2017,Indirect migration background,Rural regions,Not Employed,0.12485,103,289,0.08667,0.16303
2018,No migration background,Urban regions,Full-Time Employment,0.34145,4527,12117,0.33301,0.34990
2018,No migration background,Urban regions,Regular Part-Time Employment,0.11068,1975,12117,0.10510,0.11627
2018,No migration background,Urban regions,Vocational Training,0.01820,289,12117,0.01582,0.02058
2018,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04933,730,12117,0.04547,0.05319
2018,No migration background,Urban regions,Not Employed,0.35476,4596,12117,0.34624,0.36328
2018,No migration background,Rural regions,Full-Time Employment,0.33215,2862,7582,0.32155,0.34276
2018,No migration background,Rural regions,Regular Part-Time Employment,0.11564,1199,7582,0.10844,0.12284
2018,No migration background,Rural regions,Vocational Training,0.01874,227,7582,0.01569,0.02180
2018,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04364,381,7582,0.03904,0.04824
2018,No migration background,Rural regions,Not Employed,0.34994,2913,7582,0.33921,0.36068
2018,Direct migration background,Urban regions,Full-Time Employment,0.37111,1655,6134,0.35902,0.38320
2018,Direct migration background,Urban regions,Regular Part-Time Employment,0.13329,735,6134,0.12478,0.14179
2018,Direct migration background,Urban regions,Vocational Training,0.01349,161,6134,0.01061,0.01638
2018,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.06100,365,6134,0.05501,0.06699
2018,Direct migration background,Urban regions,Not Employed,0.37011,3218,6134,0.35802,0.38219
2018,Direct migration background,Rural regions,Full-Time Employment,0.38836,612,2263,0.36828,0.40845
2018,Direct migration background,Rural regions,Regular Part-Time Employment,0.12575,221,2263,0.11209,0.13941
2018,Direct migration background,Rural regions,Vocational Training,0.01452,85,2263,0.00959,0.01945
2018,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.05705,125,2263,0.04749,0.06661
2018,Direct migration background,Rural regions,Not Employed,0.36239,1220,2263,0.34258,0.38220
2018,Indirect migration background,Urban regions,Full-Time Employment,0.22356,479,1394,0.20168,0.24544
2018,Indirect migration background,Urban regions,Regular Part-Time Employment,0.06396,185,1394,0.05111,0.07681
2018,Indirect migration background,Urban regions,Vocational Training,0.04529,107,1394,0.03437,0.05621
2018,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04721,136,1394,0.03607,0.05835
2018,Indirect migration background,Urban regions,Not Employed,0.15965,487,1394,0.14041,0.17888
2018,Indirect migration background,Rural regions,Full-Time Employment,0.26195,118,268,0.20921,0.31469
2018,Indirect migration background,Rural regions,Regular Part-Time Employment,0.06086,47,268,0.03218,0.08954
2018,Indirect migration background,Rural regions,Not Employed,0.12559,103,268,0.08584,0.16534
2019,No migration background,Urban regions,Full-Time Employment,0.34513,5063,12343,0.33674,0.35352
2019,No migration background,Urban regions,Regular Part-Time Employment,0.11508,2036,12343,0.10945,0.12071
2019,No migration background,Urban regions,Vocational Training,0.01904,283,12343,0.01663,0.02145
2019,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04252,665,12343,0.03896,0.04608
2019,No migration background,Urban regions,Not Employed,0.34719,4296,12343,0.33879,0.35558
2019,No migration background,Rural regions,Full-Time Employment,0.33408,3069,7561,0.32345,0.34471
2019,No migration background,Rural regions,Regular Part-Time Employment,0.11771,1174,7561,0.11045,0.12498
2019,No migration background,Rural regions,Vocational Training,0.02012,205,7561,0.01696,0.02329
2019,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04065,377,7561,0.03620,0.04510
2019,No migration background,Rural regions,Not Employed,0.34386,2736,7561,0.33315,0.35456
2019,Direct migration background,Urban regions,Full-Time Employment,0.37069,1620,5466,0.35788,0.38349
2019,Direct migration background,Urban regions,Regular Part-Time Employment,0.14451,684,5466,0.13519,0.15383
2019,Direct migration background,Urban regions,Vocational Training,0.01213,184,5466,0.00923,0.01504
2019,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.05762,309,5466,0.05144,0.06380
2019,Direct migration background,Urban regions,Not Employed,0.37054,2669,5466,0.35774,0.38335
2019,Direct migration background,Rural regions,Full-Time Employment,0.35463,592,1986,0.33358,0.37568
2019,Direct migration background,Rural regions,Regular Part-Time Employment,0.15089,220,1986,0.13514,0.16663
2019,Direct migration background,Rural regions,Vocational Training,0.01531,73,1986,0.00990,0.02071
2019,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04711,115,1986,0.03779,0.05643
2019,Direct migration background,Rural regions,Not Employed,0.37348,986,1986,0.35220,0.39476
2019,Indirect migration background,Urban regions,Full-Time Employment,0.22281,503,1304,0.20022,0.24541
2019,Indirect migration background,Urban regions,Regular Part-Time Employment,0.07836,198,1304,0.06377,0.09295
2019,Indirect migration background,Urban regions,Vocational Training,0.03378,82,1304,0.02397,0.04359
2019,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.02954,106,1304,0.02035,0.03874
2019,Indirect migration background,Urban regions,Not Employed,0.16412,415,1304,0.14401,0.18423
2019,Indirect migration background,Rural regions,Full-Time Employment,0.24238,122,279,0.19200,0.29275
2019,Indirect migration background,Rural regions,Regular Part-Time Employment,0.07133,40,279,0.04108,0.10159
2019,Indirect migration background,Rural regions,Vocational Training,0.03053,31,279,0.01031,0.05076
2019,Indirect migration background,Rural regions,Not Employed,0.11825,86,279,0.08029,0.15621
2020,No migration background,Urban regions,Full-Time Employment,0.33804,4629,11760,0.32949,0.34659
2020,No migration background,Urban regions,Regular Part-Time Employment,0.12034,1971,11760,0.11446,0.12622
2020,No migration background,Urban regions,Vocational Training,0.01791,268,11760,0.01552,0.02031
2020,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04400,625,11760,0.04029,0.04771
2020,No migration background,Urban regions,Not Employed,0.34745,4267,11760,0.33885,0.35606
2020,No migration background,Rural regions,Full-Time Employment,0.33414,2797,7053,0.32313,0.34515
2020,No migration background,Rural regions,Regular Part-Time Employment,0.11804,1111,7053,0.11051,0.12558
2020,No migration background,Rural regions,Vocational Training,0.02131,183,7053,0.01794,0.02468
2020,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04056,349,7053,0.03595,0.04516
2020,No migration background,Rural regions,Not Employed,0.34156,2613,7053,0.33049,0.35262
2020,Direct migration background,Urban regions,Full-Time Employment,0.38446,2742,7173,0.37320,0.39572
2020,Direct migration background,Urban regions,Regular Part-Time Employment,0.14784,804,7173,0.13963,0.15606
2020,Direct migration background,Urban regions,Vocational Training,0.01358,300,7173,0.01090,0.01626
2020,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03963,288,7173,0.03511,0.04414
2020,Direct migration background,Urban regions,Not Employed,0.36874,3039,7173,0.35757,0.37990
2020,Direct migration background,Rural regions,Full-Time Employment,0.38183,864,2255,0.36177,0.40188
2020,Direct migration background,Rural regions,Regular Part-Time Employment,0.11648,228,2255,0.10323,0.12972
2020,Direct migration background,Rural regions,Vocational Training,0.01773,111,2255,0.01228,0.02318
2020,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04693,83,2255,0.03820,0.05566
2020,Direct migration background,Rural regions,Not Employed,0.37965,969,2255,0.35962,0.39969
2020,Indirect migration background,Urban regions,Full-Time Employment,0.22447,518,1312,0.20188,0.24705
2020,Indirect migration background,Urban regions,Regular Part-Time Employment,0.06113,190,1312,0.04816,0.07410
2020,Indirect migration background,Urban regions,Vocational Training,0.04422,97,1312,0.03309,0.05535
2020,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03220,95,1312,0.02265,0.04176
2020,Indirect migration background,Urban regions,Not Employed,0.16638,412,1312,0.14622,0.18654
2020,Indirect migration background,Rural regions,Full-Time Employment,0.19353,118,250,0.14446,0.24260
2020,Indirect migration background,Rural regions,Regular Part-Time Employment,0.06348,38,250,0.03319,0.09376
2020,Indirect migration background,Rural regions,Not Employed,0.12754,94,250,0.08611,0.16898
2021,No migration background,Urban regions,Full-Time Employment,0.33982,3340,8388,0.32968,0.34995
2021,No migration background,Urban regions,Regular Part-Time Employment,0.11536,1391,8388,0.10852,0.12220
2021,No migration background,Urban regions,Vocational Training,0.01596,146,8388,0.01328,0.01864
2021,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04231,424,8388,0.03801,0.04662
2021,No migration background,Urban regions,Not Employed,0.34317,3029,8388,0.33301,0.35334
2021,No migration background,Urban regions,In short-time work (since 2021),0.00497,58,8388,0.00346,0.00647
2021,No migration background,Rural regions,Full-Time Employment,0.34012,1921,4885,0.32683,0.35340
2021,No migration background,Rural regions,Regular Part-Time Employment,0.11663,787,4885,0.10763,0.12563
2021,No migration background,Rural regions,Vocational Training,0.01758,106,4885,0.01389,0.02126
2021,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.03848,224,4885,0.03309,0.04388
2021,No migration background,Rural regions,Not Employed,0.33296,1847,4885,0.31975,0.34618
2021,Direct migration background,Urban regions,Full-Time Employment,0.37863,1574,4321,0.36417,0.39309
2021,Direct migration background,Urban regions,Regular Part-Time Employment,0.13949,535,4321,0.12916,0.14982
2021,Direct migration background,Urban regions,Vocational Training,0.01463,121,4321,0.01105,0.01821
2021,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.05603,117,4321,0.04917,0.06288
2021,Direct migration background,Urban regions,Not Employed,0.34919,1900,4321,0.33497,0.36340
2021,Direct migration background,Urban regions,In short-time work (since 2021),0.00661,74,4321,0.00419,0.00902
2021,Direct migration background,Rural regions,Full-Time Employment,0.39079,474,1194,0.36310,0.41848
2021,Direct migration background,Rural regions,Regular Part-Time Employment,0.12938,132,1194,0.11033,0.14842
2021,Direct migration background,Rural regions,Vocational Training,0.01336,40,1194,0.00684,0.01987
2021,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.05168,35,1194,0.03912,0.06424
2021,Direct migration background,Rural regions,Not Employed,0.31684,513,1194,0.29044,0.34324
2021,Indirect migration background,Urban regions,Full-Time Employment,0.22643,303,770,0.19685,0.25601
2021,Indirect migration background,Urban regions,Regular Part-Time Employment,0.07080,120,770,0.05267,0.08893
2021,Indirect migration background,Urban regions,Vocational Training,0.01748,45,770,0.00822,0.02675
2021,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03190,68,770,0.01948,0.04433
2021,Indirect migration background,Urban regions,Not Employed,0.14342,234,770,0.11865,0.16819
2021,Indirect migration background,Rural regions,Full-Time Employment,0.22980,92,152,0.16270,0.29691
2021,Indirect migration background,Rural regions,Not Employed,0.10083,60,152,0.05280,0.14886
2022,No migration background,Urban regions,Full-Time Employment,0.33290,4962,11381,0.32424,0.34156
2022,No migration background,Urban regions,Regular Part-Time Employment,0.13137,2058,11381,0.12516,0.13757
2022,No migration background,Urban regions,Vocational Training,0.01398,233,11381,0.01182,0.01613
2022,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04401,641,11381,0.04024,0.04778
2022,No migration background,Urban regions,Not Employed,0.32342,3487,11381,0.31482,0.33201
2022,No migration background,Rural regions,Full-Time Employment,0.34320,3061,7054,0.33212,0.35428
2022,No migration background,Rural regions,Regular Part-Time Employment,0.12332,1214,7054,0.11565,0.13099
2022,No migration background,Rural regions,Vocational Training,0.01584,165,7054,0.01292,0.01875
2022,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.03741,349,7054,0.03298,0.04184
2022,No migration background,Rural regions,Not Employed,0.33106,2265,7054,0.32007,0.34204
2022,Direct migration background,Urban regions,Full-Time Employment,0.41216,3728,6761,0.40042,0.42389
2022,Direct migration background,Urban regions,Regular Part-Time Employment,0.14766,737,6761,0.13921,0.15612
2022,Direct migration background,Urban regions,Vocational Training,0.01542,246,6761,0.01248,0.01835
2022,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04563,172,6761,0.04066,0.05060
2022,Direct migration background,Urban regions,Not Employed,0.29768,1800,6761,0.28678,0.30858
2022,Direct migration background,Urban regions,In short-time work (since 2021),0.00760,78,6761,0.00553,0.00967
2022,Direct migration background,Rural regions,Full-Time Employment,0.38068,639,1427,0.35548,0.40588
2022,Direct migration background,Rural regions,Regular Part-Time Employment,0.14504,169,1427,0.12676,0.16332
2022,Direct migration background,Rural regions,Vocational Training,0.01712,62,1427,0.01039,0.02385
2022,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04334,51,1427,0.03277,0.05391
2022,Direct migration background,Rural regions,Not Employed,0.32435,506,1427,0.30006,0.34865
2022,Indirect migration background,Urban regions,Full-Time Employment,0.26776,479,1146,0.24211,0.29341
2022,Indirect migration background,Urban regions,Regular Part-Time Employment,0.09672,222,1146,0.07960,0.11384
2022,Indirect migration background,Urban regions,Vocational Training,0.01436,47,1146,0.00747,0.02125
2022,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.02943,80,1146,0.01964,0.03922
2022,Indirect migration background,Urban regions,Not Employed,0.15559,318,1146,0.13459,0.17658
2022,Indirect migration background,Rural regions,Full-Time Employment,0.23203,150,311,0.18504,0.27902
2022,Indirect migration background,Rural regions,Regular Part-Time Employment,0.08820,68,311,0.05663,0.11977
2022,Indirect migration background,Rural regions,Not Employed,0.13105,93,311,0.09348,0.16861
