year,regtyp,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Rural regions,West,In short-time work (since 2021),0.00886,34,3921,0.00593,0.01179
2021,Rural regions,East,Full-Time Employment,0.33968,959,2393,0.32070,0.35866
2021,Rural regions,East,Regular Part-Time Employment,0.10264,305,2393,0.09048,0.11480
2021,Rural regions,East,Vocational Training,0.02152,45,2393,0.01570,0.02733
2021,Rural regions,East,"Marginal, Irregular Part-Time Employment",0.02914,92,2393,0.02240,0.03588
2021,Rural regions,East,Not Employed,0.34330,992,2393,0.32427,0.36233
2022,Urban regions,West,Full-Time Employment,0.33625,8013,16977,0.32914,0.34335
2022,Urban regions,West,Regular Part-Time Employment,0.13020,2701,16977,0.12513,0.13526
2022,Urban regions,West,Vocational Training,0.01495,467,16977,0.01312,0.01677
2022,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.04292,794,16977,0.03987,0.04597
2022,Urban regions,West,Not Employed,0.29918,4914,16977,0.29229,0.30606
2022,Urban regions,West,In short-time work (since 2021),0.00243,88,16977,0.00169,0.00317
2022,Urban regions,East,Full-Time Employment,0.37389,1163,2332,0.35425,0.39353
2022,Urban regions,East,Regular Part-Time Employment,0.13291,318,2332,0.11913,0.14669
2022,Urban regions,East,Vocational Training,0.01135,60,2332,0.00705,0.01565
2022,Urban regions,East,"Marginal, Irregular Part-Time Employment",0.03829,99,2332,0.03050,0.04608
2022,Urban regions,East,Not Employed,0.29012,692,2332,0.27170,0.30855
2022,Rural regions,West,Full-Time Employment,0.33954,2279,5267,0.32675,0.35233
2022,Rural regions,West,Regular Part-Time Employment,0.13066,941,5267,0.12156,0.13976
2022,Rural regions,West,Vocational Training,0.01349,136,5267,0.01038,0.01661
2022,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.04132,281,5267,0.03594,0.04670
2022,Rural regions,West,Not Employed,0.30839,1630,5267,0.29591,0.32086
2022,Rural regions,East,Full-Time Employment,0.34072,1573,3566,0.32516,0.35628
2022,Rural regions,East,Regular Part-Time Employment,0.10775,510,3566,0.09757,0.11792
2022,Rural regions,East,Vocational Training,0.02347,108,3566,0.01850,0.02844
2022,Rural regions,East,"Marginal, Irregular Part-Time Employment",0.02809,140,3566,0.02267,0.03351
2022,Rural regions,East,Not Employed,0.33653,1235,3566,0.32102,0.35204
