year,quintil_oecd,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,3rd Quintile,Urban regions,Not Employed,0.37006,643,1620,0.34654,0.39358
2000,3rd Quintile,Rural regions,Full-Time Employment,0.34072,501,1107,0.31279,0.36865
2000,3rd Quintile,Rural regions,Regular Part-Time Employment,0.05686,81,1107,0.04322,0.07051
2000,3rd Quintile,Rural regions,Vocational Training,0.02984,50,1107,0.01981,0.03986
2000,3rd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02459,34,1107,0.01546,0.03371
2000,3rd Quintile,Rural regions,Not Employed,0.36660,441,1107,0.33820,0.39500
2000,4th Quintile,Urban regions,Full-Time Employment,0.42479,962,1810,0.40201,0.44757
2000,4th Quintile,Urban regions,Regular Part-Time Employment,0.07863,175,1810,0.06622,0.09103
2000,4th Quintile,Urban regions,Vocational Training,0.01655,42,1810,0.01067,0.02243
2000,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02518,52,1810,0.01796,0.03240
2000,4th Quintile,Urban regions,Not Employed,0.30733,579,1810,0.28606,0.32859
2000,4th Quintile,Rural regions,Full-Time Employment,0.43405,485,832,0.40035,0.46775
2000,4th Quintile,Rural regions,Regular Part-Time Employment,0.07450,89,832,0.05665,0.09236
2000,4th Quintile,Rural regions,Not Employed,0.30838,258,832,0.27698,0.33978
2000,5th Quintile,Urban regions,Full-Time Employment,0.48746,1111,1859,0.46473,0.51019
2000,5th Quintile,Urban regions,Regular Part-Time Employment,0.08927,191,1859,0.07631,0.10224
2000,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02406,48,1859,0.01709,0.03103
2000,5th Quintile,Urban regions,Not Employed,0.27996,509,1859,0.25954,0.30037
2000,5th Quintile,Rural regions,Full-Time Employment,0.49557,388,631,0.45653,0.53462
2000,5th Quintile,Rural regions,Regular Part-Time Employment,0.09101,61,631,0.06855,0.11347
2000,5th Quintile,Rural regions,Not Employed,0.29259,182,631,0.25706,0.32811
2001,1st Quintile,Urban regions,Full-Time Employment,0.14885,530,2445,0.13473,0.16296
2001,1st Quintile,Urban regions,Regular Part-Time Employment,0.06283,192,2445,0.05321,0.07245
2001,1st Quintile,Urban regions,Vocational Training,0.03061,99,2445,0.02378,0.03744
2001,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03705,108,2445,0.02956,0.04454
2001,1st Quintile,Urban regions,Not Employed,0.48699,1516,2445,0.46717,0.50680
2001,1st Quintile,Rural regions,Full-Time Employment,0.14682,300,1422,0.12842,0.16522
2001,1st Quintile,Rural regions,Regular Part-Time Employment,0.05376,100,1422,0.04203,0.06549
2001,1st Quintile,Rural regions,Vocational Training,0.04183,92,1422,0.03142,0.05223
2001,1st Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02726,49,1422,0.01879,0.03572
2001,1st Quintile,Rural regions,Not Employed,0.49492,881,1422,0.46893,0.52092
2001,2nd Quintile,Urban regions,Full-Time Employment,0.26834,926,2615,0.25135,0.28533
2001,2nd Quintile,Urban regions,Regular Part-Time Employment,0.05917,230,2615,0.05013,0.06822
2001,2nd Quintile,Urban regions,Vocational Training,0.02334,97,2615,0.01755,0.02912
2001,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03274,110,2615,0.02591,0.03956
2001,2nd Quintile,Urban regions,Not Employed,0.39855,1252,2615,0.37978,0.41732
2001,2nd Quintile,Rural regions,Full-Time Employment,0.25472,574,1727,0.23417,0.27528
2001,2nd Quintile,Rural regions,Regular Part-Time Employment,0.05292,122,1727,0.04236,0.06348
2001,2nd Quintile,Rural regions,Vocational Training,0.02539,69,1727,0.01797,0.03281
2001,2nd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02794,65,1727,0.02016,0.03571
2001,2nd Quintile,Rural regions,Not Employed,0.43887,897,1727,0.41546,0.46228
2001,3rd Quintile,Urban regions,Full-Time Employment,0.32433,1150,2840,0.30711,0.34155
2001,3rd Quintile,Urban regions,Regular Part-Time Employment,0.08711,317,2840,0.07673,0.09748
2001,3rd Quintile,Urban regions,Vocational Training,0.02253,89,2840,0.01707,0.02799
2001,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03184,112,2840,0.02538,0.03830
2001,3rd Quintile,Urban regions,Not Employed,0.36115,1172,2840,0.34348,0.37881
2001,3rd Quintile,Rural regions,Full-Time Employment,0.34519,741,1694,0.32255,0.36784
2001,3rd Quintile,Rural regions,Regular Part-Time Employment,0.06912,152,1694,0.05704,0.08120
2001,3rd Quintile,Rural regions,Vocational Training,0.02831,66,1694,0.02041,0.03621
2001,3rd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.01439,39,1694,0.00872,0.02006
2001,3rd Quintile,Rural regions,Not Employed,0.37679,696,1694,0.35370,0.39987
2001,4th Quintile,Urban regions,Full-Time Employment,0.41043,1466,2996,0.39281,0.42805
2001,4th Quintile,Urban regions,Regular Part-Time Employment,0.09009,334,2996,0.07984,0.10034
2001,4th Quintile,Urban regions,Vocational Training,0.01787,66,2996,0.01312,0.02261
2001,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02365,86,2996,0.01820,0.02909
2001,4th Quintile,Urban regions,Not Employed,0.31048,1044,2996,0.29391,0.32705
2001,4th Quintile,Rural regions,Full-Time Employment,0.43037,818,1618,0.40623,0.45450
2001,4th Quintile,Rural regions,Regular Part-Time Employment,0.08953,165,1618,0.07562,0.10345
2001,4th Quintile,Rural regions,Vocational Training,0.02587,54,1618,0.01813,0.03361
2001,4th Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02386,46,1618,0.01642,0.03129
2001,4th Quintile,Rural regions,Not Employed,0.29758,535,1618,0.27530,0.31987
2001,5th Quintile,Urban regions,Full-Time Employment,0.48902,1896,3420,0.47226,0.50578
2001,5th Quintile,Urban regions,Regular Part-Time Employment,0.08605,347,3420,0.07665,0.09545
2001,5th Quintile,Urban regions,Vocational Training,0.00847,36,3420,0.00540,0.01155
2001,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02753,106,3420,0.02205,0.03302
2001,5th Quintile,Urban regions,Not Employed,0.28374,1035,3420,0.26863,0.29885
2001,5th Quintile,Rural regions,Full-Time Employment,0.51895,658,1072,0.48903,0.54888
2001,5th Quintile,Rural regions,Regular Part-Time Employment,0.08034,98,1072,0.06406,0.09662
2001,5th Quintile,Rural regions,Not Employed,0.29056,316,1072,0.26337,0.31775
2002,1st Quintile,Urban regions,Full-Time Employment,0.13120,393,2163,0.11697,0.14543
2002,1st Quintile,Urban regions,Regular Part-Time Employment,0.06356,170,2163,0.05328,0.07385
2002,1st Quintile,Urban regions,Vocational Training,0.03101,100,2163,0.02370,0.03832
2002,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03973,106,2163,0.03149,0.04796
2002,1st Quintile,Urban regions,Not Employed,0.50580,1394,2163,0.48472,0.52687
2002,1st Quintile,Rural regions,Full-Time Employment,0.13886,248,1294,0.12001,0.15771
2002,1st Quintile,Rural regions,Regular Part-Time Employment,0.05681,90,1294,0.04419,0.06943
2002,1st Quintile,Rural regions,Vocational Training,0.03380,67,1294,0.02395,0.04365
2002,1st Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02836,46,1294,0.01931,0.03741
2002,1st Quintile,Rural regions,Not Employed,0.51991,843,1294,0.49268,0.54714
2002,2nd Quintile,Urban regions,Full-Time Employment,0.23684,755,2370,0.21972,0.25396
2002,2nd Quintile,Urban regions,Regular Part-Time Employment,0.06808,219,2370,0.05794,0.07822
2002,2nd Quintile,Urban regions,Vocational Training,0.02176,69,2370,0.01588,0.02763
2002,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03106,98,2370,0.02408,0.03805
2002,2nd Quintile,Urban regions,Not Employed,0.43717,1229,2370,0.41720,0.45715
2002,2nd Quintile,Rural regions,Full-Time Employment,0.23211,479,1544,0.21104,0.25317
2002,2nd Quintile,Rural regions,Regular Part-Time Employment,0.06498,116,1544,0.05268,0.07728
2002,2nd Quintile,Rural regions,Vocational Training,0.02929,59,1544,0.02088,0.03771
2002,2nd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02075,41,1544,0.01364,0.02786
2002,2nd Quintile,Rural regions,Not Employed,0.45987,849,1544,0.43501,0.48474
2002,3rd Quintile,Urban regions,Full-Time Employment,0.31030,989,2576,0.29243,0.32817
2002,3rd Quintile,Urban regions,Regular Part-Time Employment,0.08421,281,2576,0.07348,0.09494
2002,3rd Quintile,Urban regions,Vocational Training,0.02276,81,2576,0.01700,0.02852
2002,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03005,102,2576,0.02345,0.03664
2002,3rd Quintile,Urban regions,Not Employed,0.36288,1123,2576,0.34431,0.38146
2002,3rd Quintile,Rural regions,Full-Time Employment,0.32739,587,1457,0.30329,0.35150
2002,3rd Quintile,Rural regions,Regular Part-Time Employment,0.06250,123,1457,0.05007,0.07494
2002,3rd Quintile,Rural regions,Vocational Training,0.02802,53,1457,0.01955,0.03650
2002,3rd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02625,45,1457,0.01804,0.03446
2002,3rd Quintile,Rural regions,Not Employed,0.37782,649,1457,0.35292,0.40273
2002,4th Quintile,Urban regions,Full-Time Employment,0.39525,1287,2758,0.37700,0.41350
2002,4th Quintile,Urban regions,Regular Part-Time Employment,0.08608,310,2758,0.07561,0.09655
2002,4th Quintile,Urban regions,Vocational Training,0.02186,71,2758,0.01640,0.02732
2002,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02605,89,2758,0.02011,0.03200
2002,4th Quintile,Urban regions,Not Employed,0.33029,1001,2758,0.31273,0.34785
2002,4th Quintile,Rural regions,Full-Time Employment,0.39299,768,1610,0.36913,0.41686
2002,4th Quintile,Rural regions,Regular Part-Time Employment,0.08275,166,1610,0.06929,0.09621
2002,4th Quintile,Rural regions,Vocational Training,0.03011,64,1610,0.02176,0.03846
2002,4th Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02721,57,1610,0.01926,0.03516
2002,4th Quintile,Rural regions,Not Employed,0.32693,555,1610,0.30401,0.34985
2002,5th Quintile,Urban regions,Full-Time Employment,0.50277,2070,3687,0.48663,0.51891
2002,5th Quintile,Urban regions,Regular Part-Time Employment,0.07807,374,3687,0.06941,0.08674
2002,5th Quintile,Urban regions,Vocational Training,0.00785,47,3687,0.00500,0.01070
2002,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02726,121,3687,0.02200,0.03251
2002,5th Quintile,Urban regions,Not Employed,0.29966,1075,3687,0.28487,0.31444
2002,5th Quintile,Rural regions,Full-Time Employment,0.55191,785,1252,0.52435,0.57947
2002,5th Quintile,Rural regions,Regular Part-Time Employment,0.08708,130,1252,0.07146,0.10271
2002,5th Quintile,Rural regions,Not Employed,0.24350,337,1252,0.21972,0.26728
2003,1st Quintile,Urban regions,Full-Time Employment,0.11344,345,2181,0.10013,0.12675
2003,1st Quintile,Urban regions,Regular Part-Time Employment,0.06819,191,2181,0.05761,0.07877
2003,1st Quintile,Urban regions,Vocational Training,0.02488,89,2181,0.01834,0.03141
2003,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03999,118,2181,0.03176,0.04822
2003,1st Quintile,Urban regions,Not Employed,0.53372,1438,2181,0.51278,0.55466
2003,1st Quintile,Rural regions,Full-Time Employment,0.11702,206,1214,0.09893,0.13511
2003,1st Quintile,Rural regions,Regular Part-Time Employment,0.05304,83,1214,0.04042,0.06565
2003,1st Quintile,Rural regions,Vocational Training,0.03581,65,1214,0.02535,0.04627
2003,1st Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03225,51,1214,0.02230,0.04219
2003,1st Quintile,Rural regions,Not Employed,0.54354,809,1214,0.51551,0.57157
2003,2nd Quintile,Urban regions,Full-Time Employment,0.23321,686,2294,0.21590,0.25052
2003,2nd Quintile,Urban regions,Regular Part-Time Employment,0.07126,226,2294,0.06073,0.08179
2003,2nd Quintile,Urban regions,Vocational Training,0.02344,66,2294,0.01725,0.02963
2003,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03182,93,2294,0.02464,0.03900
2003,2nd Quintile,Urban regions,Not Employed,0.42731,1223,2294,0.40706,0.44756
2003,2nd Quintile,Rural regions,Full-Time Employment,0.22812,470,1556,0.20727,0.24898
2003,2nd Quintile,Rural regions,Regular Part-Time Employment,0.05317,113,1556,0.04202,0.06432
2003,2nd Quintile,Rural regions,Vocational Training,0.02893,64,1556,0.02060,0.03726
2003,2nd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02818,56,1556,0.01996,0.03641
2003,2nd Quintile,Rural regions,Not Employed,0.47507,853,1556,0.45025,0.49989
2003,3rd Quintile,Urban regions,Full-Time Employment,0.32003,1020,2575,0.30201,0.33806
2003,3rd Quintile,Urban regions,Regular Part-Time Employment,0.07692,262,2575,0.06663,0.08722
2003,3rd Quintile,Urban regions,Vocational Training,0.01733,60,2575,0.01229,0.02237
2003,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03385,112,2575,0.02686,0.04084
2003,3rd Quintile,Urban regions,Not Employed,0.36619,1121,2575,0.34758,0.38480
2003,3rd Quintile,Rural regions,Full-Time Employment,0.32498,598,1491,0.30119,0.34876
2003,3rd Quintile,Rural regions,Regular Part-Time Employment,0.08077,142,1491,0.06694,0.09461
2003,3rd Quintile,Rural regions,Vocational Training,0.02463,49,1491,0.01676,0.03250
2003,3rd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02528,56,1491,0.01731,0.03325
2003,3rd Quintile,Rural regions,Not Employed,0.37272,646,1491,0.34816,0.39727
2003,4th Quintile,Urban regions,Full-Time Employment,0.40500,1362,2907,0.38715,0.42285
2003,4th Quintile,Urban regions,Regular Part-Time Employment,0.08468,335,2907,0.07456,0.09480
2003,4th Quintile,Urban regions,Vocational Training,0.01675,66,2907,0.01208,0.02141
2003,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02872,97,2907,0.02264,0.03479
2003,4th Quintile,Urban regions,Not Employed,0.32477,1047,2907,0.30775,0.34180
2003,4th Quintile,Rural regions,Full-Time Employment,0.40926,748,1556,0.38482,0.43369
2003,4th Quintile,Rural regions,Regular Part-Time Employment,0.10284,182,1556,0.08774,0.11794
2003,4th Quintile,Rural regions,Vocational Training,0.01885,45,1556,0.01209,0.02560
2003,4th Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02655,52,1556,0.01856,0.03454
2003,4th Quintile,Rural regions,Not Employed,0.30544,529,1556,0.28255,0.32833
2003,5th Quintile,Urban regions,Full-Time Employment,0.47932,2537,4784,0.46516,0.49348
2003,5th Quintile,Urban regions,Regular Part-Time Employment,0.08650,562,4784,0.07853,0.09446
2003,5th Quintile,Urban regions,Vocational Training,0.01008,75,4784,0.00725,0.01291
2003,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02881,169,4784,0.02407,0.03355
2003,5th Quintile,Urban regions,Not Employed,0.29476,1441,4784,0.28184,0.30768
2003,5th Quintile,Rural regions,Full-Time Employment,0.50026,884,1543,0.47530,0.52521
2003,5th Quintile,Rural regions,Regular Part-Time Employment,0.09352,173,1543,0.07899,0.10805
2003,5th Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03421,51,1543,0.02513,0.04328
2003,5th Quintile,Rural regions,Not Employed,0.26678,435,1543,0.24470,0.28885
2004,1st Quintile,Urban regions,Full-Time Employment,0.12787,345,2061,0.11345,0.14229
2004,1st Quintile,Urban regions,Regular Part-Time Employment,0.06203,174,2061,0.05161,0.07244
2004,1st Quintile,Urban regions,Vocational Training,0.03018,87,2061,0.02279,0.03757
2004,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.04968,117,2061,0.04029,0.05906
2004,1st Quintile,Urban regions,Not Employed,0.51207,1338,2061,0.49049,0.53366
2004,1st Quintile,Rural regions,Full-Time Employment,0.12346,209,1188,0.10475,0.14217
2004,1st Quintile,Rural regions,Regular Part-Time Employment,0.05790,89,1188,0.04461,0.07118
2004,1st Quintile,Rural regions,Vocational Training,0.03298,54,1188,0.02282,0.04314
2004,1st Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03877,63,1188,0.02779,0.04976
2004,1st Quintile,Rural regions,Not Employed,0.53105,773,1188,0.50266,0.55944
2004,2nd Quintile,Urban regions,Full-Time Employment,0.22188,688,2310,0.20493,0.23883
2004,2nd Quintile,Urban regions,Regular Part-Time Employment,0.07947,231,2310,0.06844,0.09050
2004,2nd Quintile,Urban regions,Vocational Training,0.02740,72,2310,0.02074,0.03406
2004,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03688,122,2310,0.02920,0.04457
2004,2nd Quintile,Urban regions,Not Employed,0.42357,1197,2310,0.40341,0.44372
2004,2nd Quintile,Rural regions,Full-Time Employment,0.23385,419,1466,0.21217,0.25552
2004,2nd Quintile,Rural regions,Regular Part-Time Employment,0.05244,107,1466,0.04102,0.06385
2004,2nd Quintile,Rural regions,Vocational Training,0.02680,50,1466,0.01853,0.03507
2004,2nd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02970,57,1466,0.02101,0.03839
2004,2nd Quintile,Rural regions,Not Employed,0.48799,833,1466,0.46240,0.51359
2004,3rd Quintile,Urban regions,Full-Time Employment,0.30558,932,2519,0.28759,0.32358
2004,3rd Quintile,Urban regions,Regular Part-Time Employment,0.07892,249,2519,0.06839,0.08945
2004,3rd Quintile,Urban regions,Vocational Training,0.01691,59,2519,0.01188,0.02195
2004,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03314,116,2519,0.02615,0.04014
2004,3rd Quintile,Urban regions,Not Employed,0.38685,1163,2519,0.36783,0.40588
2004,3rd Quintile,Rural regions,Full-Time Employment,0.31394,586,1493,0.29039,0.33749
2004,3rd Quintile,Rural regions,Regular Part-Time Employment,0.07092,129,1493,0.05790,0.08395
2004,3rd Quintile,Rural regions,Vocational Training,0.02298,50,1493,0.01538,0.03058
2004,3rd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03011,63,1493,0.02144,0.03878
2004,3rd Quintile,Rural regions,Not Employed,0.40740,665,1493,0.38247,0.43234
2004,4th Quintile,Urban regions,Full-Time Employment,0.39135,1306,2848,0.37342,0.40928
2004,4th Quintile,Urban regions,Regular Part-Time Employment,0.08423,315,2848,0.07403,0.09443
2004,4th Quintile,Urban regions,Vocational Training,0.01522,59,2848,0.01072,0.01972
2004,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03242,114,2848,0.02591,0.03893
2004,4th Quintile,Urban regions,Not Employed,0.33420,1054,2848,0.31688,0.35153
2004,4th Quintile,Rural regions,Full-Time Employment,0.38587,698,1498,0.36120,0.41053
2004,4th Quintile,Rural regions,Regular Part-Time Employment,0.09431,174,1498,0.07951,0.10912
2004,4th Quintile,Rural regions,Vocational Training,0.02129,50,1498,0.01398,0.02861
2004,4th Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02619,45,1498,0.01810,0.03428
2004,4th Quintile,Rural regions,Not Employed,0.33040,531,1498,0.30657,0.35423
2004,5th Quintile,Urban regions,Full-Time Employment,0.49260,2459,4618,0.47818,0.50703
2004,5th Quintile,Urban regions,Regular Part-Time Employment,0.08238,541,4618,0.07445,0.09031
2004,5th Quintile,Urban regions,Vocational Training,0.01032,69,4618,0.00740,0.01323
2004,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02763,159,4618,0.02290,0.03236
2004,5th Quintile,Urban regions,Not Employed,0.29347,1390,4618,0.28033,0.30660
2004,5th Quintile,Rural regions,Full-Time Employment,0.49660,876,1550,0.47170,0.52150
2004,5th Quintile,Rural regions,Regular Part-Time Employment,0.09119,177,1550,0.07685,0.10552
2004,5th Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03023,62,1550,0.02170,0.03876
2004,5th Quintile,Rural regions,Not Employed,0.27420,435,1550,0.25199,0.29642
2005,1st Quintile,Urban regions,Full-Time Employment,0.12283,320,2039,0.10858,0.13708
2005,1st Quintile,Urban regions,Regular Part-Time Employment,0.06557,162,2039,0.05483,0.07632
2005,1st Quintile,Urban regions,Vocational Training,0.03158,84,2039,0.02399,0.03917
2005,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.04766,135,2039,0.03841,0.05691
2005,1st Quintile,Urban regions,Not Employed,0.51357,1338,2039,0.49187,0.53527
2005,1st Quintile,Rural regions,Full-Time Employment,0.12885,194,1100,0.10904,0.14865
2005,1st Quintile,Rural regions,Regular Part-Time Employment,0.04949,63,1100,0.03667,0.06232
2005,1st Quintile,Rural regions,Vocational Training,0.02958,40,1100,0.01957,0.03960
2005,1st Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.04029,48,1100,0.02866,0.05191
2005,1st Quintile,Rural regions,Not Employed,0.54002,755,1100,0.51055,0.56949
2005,2nd Quintile,Urban regions,Full-Time Employment,0.22732,619,2198,0.20980,0.24485
2005,2nd Quintile,Urban regions,Regular Part-Time Employment,0.07007,195,2198,0.05940,0.08075
2005,2nd Quintile,Urban regions,Vocational Training,0.01923,60,2198,0.01349,0.02497
2005,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.04282,133,2198,0.03435,0.05128
2005,2nd Quintile,Urban regions,Not Employed,0.45517,1191,2198,0.43434,0.47599
2005,2nd Quintile,Rural regions,Full-Time Employment,0.22701,391,1428,0.20527,0.24874
2005,2nd Quintile,Rural regions,Regular Part-Time Employment,0.06254,110,1428,0.04997,0.07510
2005,2nd Quintile,Rural regions,Vocational Training,0.03295,55,1428,0.02369,0.04222
2005,2nd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02562,53,1428,0.01742,0.03382
2005,2nd Quintile,Rural regions,Not Employed,0.47910,819,1428,0.45318,0.50502
2005,3rd Quintile,Urban regions,Full-Time Employment,0.30123,861,2323,0.28257,0.31990
2005,3rd Quintile,Urban regions,Regular Part-Time Employment,0.09844,283,2323,0.08632,0.11056
2005,3rd Quintile,Urban regions,Vocational Training,0.01708,51,2323,0.01181,0.02235
2005,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03358,93,2323,0.02626,0.04091
2005,3rd Quintile,Urban regions,Not Employed,0.36475,1035,2323,0.34518,0.38433
2005,3rd Quintile,Rural regions,Full-Time Employment,0.32326,539,1428,0.29899,0.34753
2005,3rd Quintile,Rural regions,Regular Part-Time Employment,0.07348,137,1428,0.05994,0.08702
2005,3rd Quintile,Rural regions,Vocational Training,0.02349,41,1428,0.01564,0.03135
2005,3rd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03163,59,1428,0.02255,0.04071
2005,3rd Quintile,Rural regions,Not Employed,0.39303,652,1428,0.36769,0.41837
2005,4th Quintile,Urban regions,Full-Time Employment,0.38728,1247,2797,0.36922,0.40533
2005,4th Quintile,Urban regions,Regular Part-Time Employment,0.08996,304,2797,0.07935,0.10056
2005,4th Quintile,Urban regions,Vocational Training,0.02153,72,2797,0.01615,0.02691
2005,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.04273,134,2797,0.03524,0.05023
2005,4th Quintile,Urban regions,Not Employed,0.33229,1040,2797,0.31483,0.34975
2005,4th Quintile,Rural regions,Full-Time Employment,0.38618,685,1504,0.36157,0.41079
2005,4th Quintile,Rural regions,Regular Part-Time Employment,0.10001,193,1504,0.08484,0.11518
2005,4th Quintile,Rural regions,Vocational Training,0.02065,38,1504,0.01346,0.02784
2005,4th Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03415,56,1504,0.02497,0.04333
2005,4th Quintile,Rural regions,Not Employed,0.32265,532,1504,0.29902,0.34629
2005,5th Quintile,Urban regions,Full-Time Employment,0.49928,2317,4404,0.48451,0.51405
2005,5th Quintile,Urban regions,Regular Part-Time Employment,0.08164,500,4404,0.07355,0.08972
2005,5th Quintile,Urban regions,Vocational Training,0.01019,53,4404,0.00723,0.01316
2005,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03101,164,4404,0.02589,0.03613
2005,5th Quintile,Urban regions,Not Employed,0.27970,1370,4404,0.26644,0.29296
2005,5th Quintile,Rural regions,Full-Time Employment,0.50409,811,1423,0.47811,0.53008
2005,5th Quintile,Rural regions,Regular Part-Time Employment,0.08337,145,1423,0.06900,0.09774
2005,5th Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.04496,77,1423,0.03419,0.05573
2005,5th Quintile,Rural regions,Not Employed,0.26493,390,1423,0.24199,0.28786
2006,1st Quintile,Urban regions,Full-Time Employment,0.10664,270,1936,0.09289,0.12039
2006,1st Quintile,Urban regions,Regular Part-Time Employment,0.05733,148,1936,0.04697,0.06769
2006,1st Quintile,Urban regions,Vocational Training,0.03499,76,1936,0.02681,0.04318
2006,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.06573,156,1936,0.05469,0.07678
2006,1st Quintile,Urban regions,Not Employed,0.54037,1286,1936,0.51816,0.56257
2006,1st Quintile,Rural regions,Full-Time Employment,0.13782,166,1067,0.11712,0.15851
2006,1st Quintile,Rural regions,Regular Part-Time Employment,0.06393,89,1067,0.04924,0.07862
2006,1st Quintile,Rural regions,Vocational Training,0.03128,51,1067,0.02083,0.04173
2006,1st Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.06016,78,1067,0.04589,0.07444
2006,1st Quintile,Rural regions,Not Employed,0.50176,683,1067,0.47175,0.53178
2006,2nd Quintile,Urban regions,Full-Time Employment,0.21503,549,2043,0.19721,0.23285
2006,2nd Quintile,Urban regions,Regular Part-Time Employment,0.07378,194,2043,0.06244,0.08512
2006,2nd Quintile,Urban regions,Vocational Training,0.01826,49,2043,0.01245,0.02407
2006,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.04109,118,2043,0.03248,0.04970
2006,2nd Quintile,Urban regions,Not Employed,0.45719,1133,2043,0.43558,0.47879
2006,2nd Quintile,Rural regions,Full-Time Employment,0.24784,392,1331,0.22463,0.27104
2006,2nd Quintile,Rural regions,Regular Part-Time Employment,0.04516,88,1331,0.03400,0.05632
2006,2nd Quintile,Rural regions,Vocational Training,0.03661,56,1331,0.02652,0.04671
2006,2nd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03607,63,1331,0.02605,0.04610
2006,2nd Quintile,Rural regions,Not Employed,0.45779,732,1331,0.43102,0.48457
2006,3rd Quintile,Urban regions,Full-Time Employment,0.32435,849,2217,0.30486,0.34384
2006,3rd Quintile,Urban regions,Regular Part-Time Employment,0.09328,265,2217,0.08118,0.10539
2006,3rd Quintile,Urban regions,Vocational Training,0.02009,56,2217,0.01425,0.02594
2006,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03851,113,2217,0.03050,0.04653
2006,3rd Quintile,Urban regions,Not Employed,0.34305,934,2217,0.32328,0.36281
2006,3rd Quintile,Rural regions,Full-Time Employment,0.32117,522,1417,0.29685,0.34549
2006,3rd Quintile,Rural regions,Regular Part-Time Employment,0.06691,127,1417,0.05390,0.07993
2006,3rd Quintile,Rural regions,Vocational Training,0.01851,40,1417,0.01149,0.02554
2006,3rd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.03658,70,1417,0.02680,0.04635
2006,3rd Quintile,Rural regions,Not Employed,0.40727,658,1417,0.38167,0.43286
2006,4th Quintile,Urban regions,Full-Time Employment,0.39029,1182,2680,0.37182,0.40876
2006,4th Quintile,Urban regions,Regular Part-Time Employment,0.08674,302,2680,0.07608,0.09740
