year,bula_h,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Saxony,First Stage of Tertiary Education,Not Employed,0.39075,49,106,0.29742,0.48408
2008,Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.44634,185,352,0.39434,0.49835
2008,Saxony,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10130,39,352,0.06973,0.13286
2008,Saxony,Second Stage of Tertiary Education,Not Employed,0.41765,128,352,0.36605,0.46924
2008,Saxony-Anhalt,Lower Secondary Level,Not Employed,0.66420,31,31,0.49520,0.83320
2008,Saxony-Anhalt,Upper Secondary Level,Full-Time Employment,0.35228,167,373,0.30373,0.40082
2008,Saxony-Anhalt,Upper Secondary Level,Not Employed,0.52719,206,373,0.47645,0.57792
2008,Saxony-Anhalt,First Stage of Tertiary Education,Full-Time Employment,0.40929,33,65,0.28882,0.52976
2008,Saxony-Anhalt,First Stage of Tertiary Education,Not Employed,0.48201,32,65,0.35958,0.60443
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Full-Time Employment,0.46741,114,179,0.39411,0.54071
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Not Employed,0.43072,65,179,0.35797,0.50346
2008,Thuringa,Lower Secondary Level,Not Employed,0.66882,38,38,0.51717,0.82047
2008,Thuringa,Upper Secondary Level,Full-Time Employment,0.39486,180,488,0.35145,0.43828
2008,Thuringa,Upper Secondary Level,Regular Part-Time Employment,0.06429,38,488,0.04251,0.08608
2008,Thuringa,Upper Secondary Level,Not Employed,0.48675,270,488,0.44235,0.53114
2008,Thuringa,Second Stage of Tertiary Education,Full-Time Employment,0.42879,90,150,0.34932,0.50825
2008,Thuringa,Second Stage of Tertiary Education,Not Employed,0.37995,60,150,0.30202,0.45789
2009,Schleswig-Holstein,Upper Secondary Level,Full-Time Employment,0.34911,86,256,0.29060,0.40762
2009,Schleswig-Holstein,Upper Secondary Level,Regular Part-Time Employment,0.09341,31,256,0.05769,0.12913
2009,Schleswig-Holstein,Upper Secondary Level,Not Employed,0.45426,139,256,0.39314,0.51537
2009,Schleswig-Holstein,Second Stage of Tertiary Education,Full-Time Employment,0.47764,42,42,0.32474,0.63053
2009,Hamburg,Upper Secondary Level,Full-Time Employment,0.39703,36,101,0.30113,0.49293
2009,Hamburg,Upper Secondary Level,Not Employed,0.50518,65,101,0.40718,0.60317
2009,Hamburg,Second Stage of Tertiary Education,Full-Time Employment,0.59279,48,48,0.45233,0.73326
2009,Lower Saxony,Pre-primary Level,Not Employed,0.91092,39,39,0.82035,1.00149
2009,Lower Saxony,Lower Secondary Level,Not Employed,0.75553,139,139,0.68383,0.82724
2009,Lower Saxony,Upper Secondary Level,Full-Time Employment,0.38038,315,858,0.34788,0.41289
2009,Lower Saxony,Upper Secondary Level,Regular Part-Time Employment,0.11616,119,858,0.09471,0.13762
2009,Lower Saxony,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06391,57,858,0.04754,0.08029
2009,Lower Saxony,Upper Secondary Level,Not Employed,0.42710,367,858,0.39399,0.46022
2009,Lower Saxony,Post-secondary Non-tertiary Level,Full-Time Employment,0.54343,46,46,0.39789,0.68897
2009,Lower Saxony,First Stage of Tertiary Education,Full-Time Employment,0.53749,55,55,0.40450,0.67047
2009,Lower Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.55888,157,297,0.50231,0.61544
2009,Lower Saxony,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11775,47,297,0.08103,0.15447
2009,Lower Saxony,Second Stage of Tertiary Education,Not Employed,0.28938,93,297,0.23772,0.34104
2009,Bremen,Upper Secondary Level,Not Employed,0.67920,33,33,0.51747,0.84093
2009,North Rhine-Westphalia,No answer / don't know,Not Employed,0.51477,31,31,0.33592,0.69361
2009,North Rhine-Westphalia,Pre-primary Level,Not Employed,0.80634,105,105,0.73039,0.88229
2009,North Rhine-Westphalia,Primary Level,Not Employed,0.66670,36,36,0.51052,0.82287
2009,North Rhine-Westphalia,Lower Secondary Level,Full-Time Employment,0.19459,76,335,0.15213,0.23704
2009,North Rhine-Westphalia,Lower Secondary Level,Not Employed,0.65554,259,335,0.60457,0.70650
2009,North Rhine-Westphalia,Upper Secondary Level,Full-Time Employment,0.34419,592,1727,0.32177,0.36660
2009,North Rhine-Westphalia,Upper Secondary Level,Regular Part-Time Employment,0.11014,213,1727,0.09537,0.12490
2009,North Rhine-Westphalia,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06572,115,1727,0.05403,0.07741
2009,North Rhine-Westphalia,Upper Secondary Level,Not Employed,0.46261,807,1727,0.43909,0.48614
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full-Time Employment,0.47981,130,249,0.41763,0.54199
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.19175,48,249,0.14275,0.24075
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Employed,0.24656,71,249,0.19292,0.30021
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Full-Time Employment,0.50252,133,241,0.43926,0.56578
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Regular Part-Time Employment,0.11583,32,241,0.07534,0.15632
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Not Employed,0.31800,76,241,0.25908,0.37692
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Full-Time Employment,0.54755,409,712,0.51097,0.58414
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12463,95,712,0.10035,0.14891
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Employed,0.26634,208,712,0.23385,0.29883
2009,Hesse,Lower Secondary Level,Not Employed,0.64697,79,79,0.54091,0.75303
2009,Hesse,Upper Secondary Level,Full-Time Employment,0.36625,209,562,0.32638,0.40612
2009,Hesse,Upper Secondary Level,Regular Part-Time Employment,0.11804,80,562,0.09134,0.14474
2009,Hesse,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.08420,44,562,0.06122,0.10718
2009,Hesse,Upper Secondary Level,Not Employed,0.40221,229,562,0.36163,0.44278
2009,Hesse,Post-secondary Non-tertiary Level,Full-Time Employment,0.44744,36,36,0.28270,0.61217
2009,Hesse,First Stage of Tertiary Education,Full-Time Employment,0.57543,39,39,0.41827,0.73258
2009,Hesse,Second Stage of Tertiary Education,Full-Time Employment,0.60117,185,301,0.54576,0.65658
2009,Hesse,Second Stage of Tertiary Education,Regular Part-Time Employment,0.15822,41,301,0.11692,0.19952
2009,Hesse,Second Stage of Tertiary Education,Not Employed,0.18850,75,301,0.14425,0.23276
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.58487,102,102,0.48877,0.68097
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.38505,191,514,0.34294,0.42716
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Regular Part-Time Employment,0.11261,64,514,0.08525,0.13997
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.07200,34,514,0.04963,0.09437
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.42584,225,514,0.38305,0.46863
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Full-Time Employment,0.57143,46,46,0.42684,0.71602
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Full-Time Employment,0.61726,90,138,0.53587,0.69865
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Employed,0.23014,48,138,0.15965,0.30062
2009,Baden-Wuerttemberg,Pre-primary Level,Not Employed,0.85882,49,49,0.76031,0.95733
2009,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.23546,62,251,0.18286,0.28805
2009,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.09145,33,251,0.05572,0.12718
2009,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.55422,156,251,0.49261,0.61584
2009,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.42307,419,982,0.39215,0.45398
2009,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.10523,117,982,0.08603,0.12443
2009,Baden-Wuerttemberg,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04815,57,982,0.03475,0.06154
2009,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.39384,389,982,0.36327,0.42442
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full-Time Employment,0.51242,59,94,0.41083,0.61401
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Employed,0.28075,35,94,0.18942,0.37208
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.55243,81,127,0.46561,0.63925
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Employed,0.29997,46,127,0.21995,0.37998
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full-Time Employment,0.51360,226,426,0.46608,0.56112
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08715,54,426,0.06034,0.11397
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Employed,0.33653,146,426,0.29160,0.38145
2009,Bavaria,Pre-primary Level,Not Employed,0.84272,67,67,0.75488,0.93055
2009,Bavaria,Lower Secondary Level,Full-Time Employment,0.20070,48,250,0.15095,0.25044
2009,Bavaria,Lower Secondary Level,Vocational Training,0.10366,39,250,0.06580,0.14152
2009,Bavaria,Lower Secondary Level,Not Employed,0.56501,163,250,0.50343,0.62659
2009,Bavaria,Upper Secondary Level,Full-Time Employment,0.43394,551,1356,0.40755,0.46033
2009,Bavaria,Upper Secondary Level,Regular Part-Time Employment,0.10644,179,1356,0.09002,0.12286
2009,Bavaria,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05755,83,1356,0.04515,0.06995
2009,Bavaria,Upper Secondary Level,Not Employed,0.39224,543,1356,0.36624,0.41824
2009,Bavaria,Post-secondary Non-tertiary Level,Full-Time Employment,0.53020,67,102,0.43286,0.62753
2009,Bavaria,Post-secondary Non-tertiary Level,Not Employed,0.25674,35,102,0.17155,0.34194
2009,Bavaria,First Stage of Tertiary Education,Full-Time Employment,0.46632,91,163,0.38950,0.54315
2009,Bavaria,First Stage of Tertiary Education,Not Employed,0.36239,72,163,0.28836,0.43641
2009,Bavaria,Second Stage of Tertiary Education,Full-Time Employment,0.59291,294,514,0.55040,0.63543
2009,Bavaria,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10872,70,514,0.08178,0.13565
2009,Bavaria,Second Stage of Tertiary Education,Not Employed,0.26210,150,514,0.22405,0.30016
2009,Berlin,Upper Secondary Level,Full-Time Employment,0.38111,101,222,0.31708,0.44514
2009,Berlin,Upper Secondary Level,Not Employed,0.41613,121,222,0.35114,0.48111
2009,Berlin,Second Stage of Tertiary Education,Full-Time Employment,0.57980,130,240,0.51722,0.64238
2009,Berlin,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11230,32,240,0.07227,0.15233
2009,Berlin,Second Stage of Tertiary Education,Not Employed,0.27040,78,240,0.21409,0.32672
2009,Brandenburg,Lower Secondary Level,Not Employed,0.76979,37,37,0.63227,0.90730
2009,Brandenburg,Upper Secondary Level,Full-Time Employment,0.37596,142,339,0.32432,0.42760
2009,Brandenburg,Upper Secondary Level,Not Employed,0.50731,197,339,0.45401,0.56061
2009,Brandenburg,First Stage of Tertiary Education,Full-Time Employment,0.53173,32,32,0.35607,0.70739
2009,Brandenburg,Second Stage of Tertiary Education,Full-Time Employment,0.38375,97,232,0.32104,0.44646
2009,Brandenburg,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10790,31,232,0.06789,0.14791
2009,Brandenburg,Second Stage of Tertiary Education,Not Employed,0.46483,104,232,0.40051,0.52915
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-Time Employment,0.35986,93,200,0.29318,0.42655
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Employed,0.46250,107,200,0.39323,0.53178
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Full-Time Employment,0.46620,67,125,0.37840,0.55401
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not Employed,0.45416,58,125,0.36652,0.54180
2009,Saxony,Lower Secondary Level,Not Employed,0.64573,45,45,0.50441,0.78706
2009,Saxony,Upper Secondary Level,Full-Time Employment,0.39579,297,710,0.35979,0.43178
2009,Saxony,Upper Secondary Level,Regular Part-Time Employment,0.07407,74,710,0.05479,0.09335
2009,Saxony,Upper Secondary Level,Not Employed,0.47405,339,710,0.43729,0.51080
2009,Saxony,First Stage of Tertiary Education,Full-Time Employment,0.47600,52,100,0.37762,0.57438
2009,Saxony,First Stage of Tertiary Education,Not Employed,0.38740,48,100,0.29144,0.48337
2009,Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.45882,172,333,0.40522,0.51242
2009,Saxony,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10049,33,333,0.06815,0.13283
2009,Saxony,Second Stage of Tertiary Education,Not Employed,0.40748,128,333,0.35462,0.46033
2009,Saxony-Anhalt,Lower Secondary Level,Not Employed,0.84609,31,31,0.71695,0.97522
2009,Saxony-Anhalt,Upper Secondary Level,Full-Time Employment,0.33537,153,354,0.28612,0.38462
2009,Saxony-Anhalt,Upper Secondary Level,Not Employed,0.51069,201,354,0.45854,0.56284
2009,Saxony-Anhalt,First Stage of Tertiary Education,Not Employed,0.50436,35,35,0.33630,0.67243
2009,Saxony-Anhalt,Second Stage of Tertiary Education,Full-Time Employment,0.45208,112,175,0.37812,0.52603
2009,Saxony-Anhalt,Second Stage of Tertiary Education,Not Employed,0.43372,63,175,0.36008,0.50736
2009,Thuringa,Upper Secondary Level,Full-Time Employment,0.38183,161,459,0.33733,0.42632
2009,Thuringa,Upper Secondary Level,Regular Part-Time Employment,0.09450,44,459,0.06771,0.12129
2009,Thuringa,Upper Secondary Level,Not Employed,0.47148,254,459,0.42576,0.51719
2009,Thuringa,Second Stage of Tertiary Education,Full-Time Employment,0.52179,89,151,0.44185,0.60173
2009,Thuringa,Second Stage of Tertiary Education,Not Employed,0.31718,62,151,0.24270,0.39165
2010,Schleswig-Holstein,Lower Secondary Level,Not Employed,0.53542,46,46,0.38969,0.68114
2010,Schleswig-Holstein,Upper Secondary Level,Full-Time Employment,0.37052,118,337,0.31888,0.42216
2010,Schleswig-Holstein,Upper Secondary Level,Regular Part-Time Employment,0.07814,47,337,0.04944,0.10684
2010,Schleswig-Holstein,Upper Secondary Level,Not Employed,0.47921,172,337,0.42579,0.53262
2010,Schleswig-Holstein,Second Stage of Tertiary Education,Full-Time Employment,0.40166,59,103,0.30652,0.49680
2010,Schleswig-Holstein,Second Stage of Tertiary Education,Not Employed,0.37781,44,103,0.28372,0.47190
2010,Hamburg,Upper Secondary Level,Full-Time Employment,0.35323,52,136,0.27260,0.43386
2010,Hamburg,Upper Secondary Level,Not Employed,0.55787,84,136,0.47409,0.64165
2010,Hamburg,Second Stage of Tertiary Education,Full-Time Employment,0.63981,68,99,0.54477,0.73486
2010,Hamburg,Second Stage of Tertiary Education,Not Employed,0.20303,31,99,0.12339,0.28268
2010,Lower Saxony,Pre-primary Level,Not Employed,0.92799,67,67,0.86562,0.99035
2010,Lower Saxony,Lower Secondary Level,Full-Time Employment,0.08294,34,212,0.04572,0.12015
2010,Lower Saxony,Lower Secondary Level,Not Employed,0.71009,178,212,0.64887,0.77131
2010,Lower Saxony,Upper Secondary Level,Full-Time Employment,0.36636,383,1094,0.33779,0.39492
2010,Lower Saxony,Upper Secondary Level,Regular Part-Time Employment,0.12313,161,1094,0.10365,0.14261
2010,Lower Saxony,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.07306,93,1094,0.05763,0.08848
2010,Lower Saxony,Upper Secondary Level,Not Employed,0.42668,457,1094,0.39735,0.45600
2010,Lower Saxony,Post-secondary Non-tertiary Level,Full-Time Employment,0.56475,65,116,0.47413,0.65536
2010,Lower Saxony,Post-secondary Non-tertiary Level,Not Employed,0.28328,51,116,0.20092,0.36563
2010,Lower Saxony,First Stage of Tertiary Education,Full-Time Employment,0.54985,72,107,0.45514,0.64456
2010,Lower Saxony,First Stage of Tertiary Education,Not Employed,0.35808,35,107,0.26681,0.44935
2010,Lower Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.55234,216,401,0.50361,0.60107
2010,Lower Saxony,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12121,69,401,0.08923,0.15320
2010,Lower Saxony,Second Stage of Tertiary Education,Not Employed,0.27111,116,401,0.22754,0.31467
2010,Bremen,Upper Secondary Level,Not Employed,0.62724,38,38,0.47143,0.78304
2010,North Rhine-Westphalia,No answer / don't know,Not Employed,0.53528,39,39,0.37670,0.69386
2010,North Rhine-Westphalia,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.15834,32,186,0.10573,0.21095
2010,North Rhine-Westphalia,Pre-primary Level,Not Employed,0.82950,154,186,0.77531,0.88369
2010,North Rhine-Westphalia,Primary Level,Not Employed,0.82015,84,84,0.73752,0.90278
2010,North Rhine-Westphalia,Lower Secondary Level,Full-Time Employment,0.15552,107,642,0.12747,0.18358
2010,North Rhine-Westphalia,Lower Secondary Level,Regular Part-Time Employment,0.07128,52,642,0.05136,0.09119
2010,North Rhine-Westphalia,Lower Secondary Level,Vocational Training,0.09884,45,642,0.07573,0.12194
2010,North Rhine-Westphalia,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04964,40,642,0.03283,0.06646
2010,North Rhine-Westphalia,Lower Secondary Level,Not Employed,0.62311,398,642,0.58560,0.66063
2010,North Rhine-Westphalia,Upper Secondary Level,Full-Time Employment,0.32602,743,2218,0.30651,0.34554
2010,North Rhine-Westphalia,Upper Secondary Level,Regular Part-Time Employment,0.11675,300,2218,0.10338,0.13012
2010,North Rhine-Westphalia,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.07502,173,2218,0.06405,0.08598
2010,North Rhine-Westphalia,Upper Secondary Level,Not Employed,0.46445,1002,2218,0.44369,0.48521
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full-Time Employment,0.46722,197,492,0.42309,0.51136
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.21077,109,492,0.17470,0.24685
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.09662,41,492,0.07049,0.12276
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Employed,0.21535,145,492,0.17899,0.25171
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Full-Time Employment,0.53255,165,285,0.47452,0.59058
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Regular Part-Time Employment,0.14648,34,285,0.10536,0.18761
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Not Employed,0.29007,86,285,0.23729,0.34284
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Full-Time Employment,0.54758,515,1000,0.51672,0.57845
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13333,145,1000,0.11225,0.15441
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04684,41,1000,0.03373,0.05994
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Employed,0.27225,299,1000,0.24465,0.29985
2010,Hesse,Pre-primary Level,Not Employed,0.83654,42,42,0.72335,0.94973
2010,Hesse,Lower Secondary Level,Full-Time Employment,0.14058,31,128,0.08013,0.20103
2010,Hesse,Lower Secondary Level,Not Employed,0.63887,97,128,0.55533,0.72240
2010,Hesse,Upper Secondary Level,Full-Time Employment,0.34342,266,719,0.30869,0.37816
2010,Hesse,Upper Secondary Level,Regular Part-Time Employment,0.10456,92,719,0.08217,0.12694
2010,Hesse,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.07488,55,719,0.05563,0.09414
2010,Hesse,Upper Secondary Level,Not Employed,0.44592,306,719,0.40956,0.48228
2010,Hesse,Post-secondary Non-tertiary Level,Full-Time Employment,0.44818,48,133,0.36334,0.53302
2010,Hesse,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17302,33,133,0.10849,0.23755
2010,Hesse,Post-secondary Non-tertiary Level,Not Employed,0.35015,52,133,0.26877,0.43152
2010,Hesse,First Stage of Tertiary Education,Full-Time Employment,0.52889,48,48,0.38618,0.67160
2010,Hesse,Second Stage of Tertiary Education,Full-Time Employment,0.59049,244,450,0.54500,0.63597
2010,Hesse,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14054,80,450,0.10839,0.17269
2010,Hesse,Second Stage of Tertiary Education,Not Employed,0.21888,126,450,0.18064,0.25713
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full-Time Employment,0.16083,34,159,0.10354,0.21811
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.62762,125,159,0.55224,0.70300
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.39148,263,667,0.35441,0.42855
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Regular Part-Time Employment,0.10916,94,667,0.08547,0.13284
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.07470,45,667,0.05473,0.09466
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.41901,265,667,0.38154,0.45648
2010,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Full-Time Employment,0.58916,39,39,0.43273,0.74559
2010,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Full-Time Employment,0.47242,48,48,0.32969,0.61515
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Full-Time Employment,0.54910,113,212,0.48196,0.61624
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Regular Part-Time Employment,0.10063,32,212,0.06004,0.14122
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Employed,0.28257,67,212,0.22181,0.34332
2010,Baden-Wuerttemberg,Pre-primary Level,Not Employed,0.81103,66,66,0.71585,0.90620
2010,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.24093,80,299,0.19238,0.28949
2010,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.11946,41,299,0.08263,0.15628
2010,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.51252,178,299,0.45577,0.56927
2010,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.42880,537,1343,0.40232,0.45527
2010,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.09086,167,1343,0.07548,0.10623
2010,Baden-Wuerttemberg,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06937,95,1343,0.05578,0.08296
2010,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.39335,544,1343,0.36722,0.41949
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full-Time Employment,0.50670,75,174,0.43220,0.58120
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.11003,35,174,0.06340,0.15666
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Employed,0.27793,64,174,0.21118,0.34469
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.53121,116,171,0.45619,0.60623
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Employed,0.26823,55,171,0.20163,0.33483
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full-Time Employment,0.52129,342,645,0.48270,0.55987
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12382,110,645,0.09838,0.14926
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Employed,0.31252,193,645,0.27672,0.34832
2010,Bavaria,Pre-primary Level,Not Employed,0.82694,95,95,0.75047,0.90342
2010,Bavaria,Lower Secondary Level,Full-Time Employment,0.20232,67,319,0.15816,0.24647
2010,Bavaria,Lower Secondary Level,Vocational Training,0.11762,53,319,0.08221,0.15302
2010,Bavaria,Lower Secondary Level,Not Employed,0.54365,199,319,0.48891,0.59840
2010,Bavaria,Upper Secondary Level,Full-Time Employment,0.41927,732,1890,0.39702,0.44152
2010,Bavaria,Upper Secondary Level,Regular Part-Time Employment,0.10706,305,1890,0.09312,0.12100
2010,Bavaria,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06460,158,1890,0.05351,0.07569
2010,Bavaria,Upper Secondary Level,Not Employed,0.39826,695,1890,0.37618,0.42033
2010,Bavaria,Post-secondary Non-tertiary Level,Full-Time Employment,0.45849,84,201,0.38943,0.52754
2010,Bavaria,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17770,46,201,0.12472,0.23068
2010,Bavaria,Post-secondary Non-tertiary Level,Not Employed,0.32449,71,201,0.25960,0.38937
2010,Bavaria,First Stage of Tertiary Education,Full-Time Employment,0.44057,125,244,0.37815,0.50299
2010,Bavaria,First Stage of Tertiary Education,Regular Part-Time Employment,0.10782,34,244,0.06882,0.14681
2010,Bavaria,First Stage of Tertiary Education,Not Employed,0.38092,85,244,0.31986,0.44198
2010,Bavaria,Second Stage of Tertiary Education,Full-Time Employment,0.57128,358,684,0.53416,0.60839
2010,Bavaria,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08538,107,684,0.06442,0.10633
2010,Bavaria,Second Stage of Tertiary Education,Not Employed,0.31301,219,684,0.27823,0.34779
2010,Berlin,Lower Secondary Level,Not Employed,0.69246,49,49,0.56191,0.82302
2010,Berlin,Upper Secondary Level,Full-Time Employment,0.39606,127,293,0.33997,0.45216
2010,Berlin,Upper Secondary Level,Not Employed,0.47391,166,293,0.41663,0.53118
2010,Berlin,Second Stage of Tertiary Education,Full-Time Employment,0.53688,158,334,0.48332,0.59044
2010,Berlin,Second Stage of Tertiary Education,Regular Part-Time Employment,0.15676,62,334,0.11771,0.19581
2010,Berlin,Second Stage of Tertiary Education,Not Employed,0.26031,114,334,0.21318,0.30744
2010,Brandenburg,Lower Secondary Level,Not Employed,0.66749,38,38,0.51569,0.81930
2010,Brandenburg,Upper Secondary Level,Full-Time Employment,0.40832,182,451,0.36291,0.45374
2010,Brandenburg,Upper Secondary Level,Regular Part-Time Employment,0.07629,42,451,0.05177,0.10082
2010,Brandenburg,Upper Secondary Level,Not Employed,0.47853,227,451,0.43238,0.52469
2010,Brandenburg,First Stage of Tertiary Education,Full-Time Employment,0.52181,32,64,0.39846,0.64516
2010,Brandenburg,First Stage of Tertiary Education,Not Employed,0.45096,32,64,0.32809,0.57383
2010,Brandenburg,Second Stage of Tertiary Education,Full-Time Employment,0.33436,105,221,0.27202,0.39670
2010,Brandenburg,Second Stage of Tertiary Education,Not Employed,0.52749,116,221,0.46152,0.59347
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-Time Employment,0.36535,118,291,0.30993,0.42078
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Regular Part-Time Employment,0.13923,36,291,0.09939,0.17908
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Employed,0.39672,137,291,0.34041,0.45302
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Full-Time Employment,0.42905,69,127,0.34262,0.51547
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not Employed,0.46702,58,127,0.37990,0.55413
2010,Saxony,Lower Secondary Level,Not Employed,0.60579,62,62,0.48316,0.72843
2010,Saxony,Upper Secondary Level,Full-Time Employment,0.40324,366,907,0.37130,0.43518
