year,migback,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05521,477,8695,0.05041,0.06002
2008,No migration background,Upper Secondary Level,Not Employed,0.44969,3910,8695,0.43924,0.46015
2008,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50413,434,856,0.47061,0.53764
2008,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.16939,147,856,0.14425,0.19453
2008,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04796,49,856,0.03364,0.06228
2008,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.27630,226,856,0.24633,0.30627
2008,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.48475,610,1265,0.45720,0.51230
2008,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.10784,160,1265,0.09074,0.12494
2008,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03574,48,1265,0.02551,0.04598
2008,No migration background,First Stage of Tertiary Education,Not Employed,0.37145,447,1265,0.34481,0.39808
2008,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.54987,2029,3790,0.53403,0.56571
2008,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10639,464,3790,0.09657,0.11621
2008,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03621,123,3790,0.03026,0.04215
2008,No migration background,Second Stage of Tertiary Education,Not Employed,0.30597,1174,3790,0.29130,0.32065
2008,Direct migration background,Primary Level,Not Employed,0.65501,69,69,0.54202,0.76799
2008,Direct migration background,Lower Secondary Level,Full-Time Employment,0.25676,105,395,0.21363,0.29990
2008,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.07909,41,395,0.05244,0.10573
2008,Direct migration background,Lower Secondary Level,Not Employed,0.58279,249,395,0.53410,0.63148
2008,Direct migration background,Upper Secondary Level,Full-Time Employment,0.40099,283,708,0.36486,0.43711
2008,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.10355,72,708,0.08109,0.12601
2008,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06920,43,708,0.05049,0.08791
2008,Direct migration background,Upper Secondary Level,Not Employed,0.41732,310,708,0.38097,0.45367
2008,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.45895,89,180,0.38595,0.53195
2008,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.14761,31,180,0.09565,0.19957
2008,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.31106,60,180,0.24324,0.37888
2008,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.35613,40,85,0.25373,0.45854
2008,Direct migration background,First Stage of Tertiary Education,Not Employed,0.38561,45,85,0.28152,0.48970
2008,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.37961,137,295,0.32414,0.43508
2008,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12109,43,295,0.08380,0.15838
2008,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.42298,115,295,0.36651,0.47946
2008,Indirect migration background,Pre-primary Level,Not Employed,0.77786,81,81,0.68677,0.86895
2008,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.28257,40,152,0.21075,0.35438
2008,Indirect migration background,Lower Secondary Level,Vocational Training,0.19434,38,152,0.13123,0.25746
2008,Indirect migration background,Lower Secondary Level,Not Employed,0.45472,74,152,0.37530,0.53415
2008,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.48602,154,276,0.42695,0.54510
2008,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.10720,40,276,0.07063,0.14376
2008,Indirect migration background,Upper Secondary Level,Not Employed,0.25498,82,276,0.20347,0.30649
2008,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.76438,64,64,0.65958,0.86917
2009,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.15914,69,398,0.12316,0.19513
2009,No migration background,Pre-primary Level,Not Employed,0.83197,329,398,0.79519,0.86875
2009,No migration background,Primary Level,Not Employed,0.49202,38,38,0.33093,0.65311
2009,No migration background,Lower Secondary Level,Full-Time Employment,0.14867,173,1312,0.12941,0.16792
2009,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05314,67,1312,0.04100,0.06528
2009,No migration background,Lower Secondary Level,Vocational Training,0.09336,160,1312,0.07761,0.10911
2009,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04083,58,1312,0.03012,0.05154
2009,No migration background,Lower Secondary Level,Not Employed,0.66044,854,1312,0.63481,0.68608
2009,No migration background,Upper Secondary Level,Full-Time Employment,0.37487,2995,8154,0.36436,0.38538
2009,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.09998,921,8154,0.09347,0.10649
2009,No migration background,Upper Secondary Level,Vocational Training,0.01440,101,8154,0.01181,0.01699
2009,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05867,468,8154,0.05357,0.06377
2009,No migration background,Upper Secondary Level,Not Employed,0.45115,3669,8154,0.44035,0.46195
2009,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.52075,396,787,0.48583,0.55568
2009,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.14071,126,787,0.11640,0.16502
2009,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04731,45,787,0.03247,0.06216
2009,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.28878,220,787,0.25710,0.32046
2009,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.49107,593,1206,0.46284,0.51929
2009,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.08727,136,1206,0.07134,0.10321
2009,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04108,49,1206,0.02988,0.05229
2009,No migration background,First Stage of Tertiary Education,Not Employed,0.38058,428,1206,0.35316,0.40799
2009,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.54745,1930,3653,0.53130,0.56359
2009,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10957,451,3653,0.09944,0.11971
2009,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03821,113,3653,0.03200,0.04443
2009,No migration background,Second Stage of Tertiary Education,Not Employed,0.30397,1159,3653,0.28905,0.31889
2009,Direct migration background,Primary Level,Not Employed,0.71628,66,66,0.60669,0.82587
2009,Direct migration background,Lower Secondary Level,Full-Time Employment,0.21228,81,337,0.16856,0.25601
2009,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.07464,34,337,0.04654,0.10274
2009,Direct migration background,Lower Secondary Level,Not Employed,0.63331,222,337,0.58178,0.68484
2009,Direct migration background,Upper Secondary Level,Full-Time Employment,0.39293,236,609,0.35411,0.43176
2009,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.12855,76,609,0.10194,0.15515
2009,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.07797,37,609,0.05665,0.09928
2009,Direct migration background,Upper Secondary Level,Not Employed,0.38861,260,609,0.34987,0.42736
2009,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.40265,71,127,0.31702,0.48829
2009,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.31857,56,127,0.23722,0.39993
2009,Direct migration background,First Stage of Tertiary Education,Not Employed,0.40413,42,42,0.25392,0.55434
2009,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.42003,140,273,0.36138,0.47869
2009,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11597,37,273,0.07792,0.15402
2009,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.34013,96,273,0.28383,0.39644
2009,Indirect migration background,Pre-primary Level,Not Employed,0.78078,71,71,0.68386,0.87770
2009,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.28154,42,135,0.20539,0.35769
2009,Indirect migration background,Lower Secondary Level,Vocational Training,0.24708,37,135,0.17405,0.32011
2009,Indirect migration background,Lower Secondary Level,Not Employed,0.37197,56,135,0.29014,0.45381
2009,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.50709,134,258,0.44596,0.56821
2009,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.10736,37,258,0.06951,0.14521
2009,Indirect migration background,Upper Secondary Level,Not Employed,0.27141,87,258,0.21704,0.32577
2009,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.72307,62,62,0.61077,0.83537
2010,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.16857,99,517,0.13627,0.20087
2010,No migration background,Pre-primary Level,Not Employed,0.81794,418,517,0.78465,0.85124
2010,No migration background,Primary Level,Not Employed,0.63177,98,98,0.53579,0.72776
2010,No migration background,Lower Secondary Level,Full-Time Employment,0.13757,212,1665,0.12102,0.15412
2010,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.06044,120,1665,0.04899,0.07189
2010,No migration background,Lower Secondary Level,Vocational Training,0.12526,218,1665,0.10935,0.14116
2010,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04458,93,1665,0.03467,0.05450
2010,No migration background,Lower Secondary Level,Not Employed,0.62833,1022,1665,0.60511,0.65155
2010,No migration background,Upper Secondary Level,Full-Time Employment,0.37674,3723,10198,0.36733,0.38614
2010,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.10341,1339,10198,0.09750,0.10932
2010,No migration background,Upper Secondary Level,Vocational Training,0.01429,108,10198,0.01199,0.01659
2010,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05749,701,10198,0.05297,0.06200
2010,No migration background,Upper Secondary Level,Not Employed,0.44754,4327,10198,0.43789,0.45719
2010,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50009,538,1293,0.47282,0.52735
2010,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15796,273,1293,0.13808,0.17785
2010,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.06679,91,1293,0.05317,0.08040
2010,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.26732,391,1293,0.24319,0.29145
2010,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.49755,732,1441,0.47173,0.52338
2010,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.10172,184,1441,0.08611,0.11733
2010,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02916,57,1441,0.02047,0.03785
2010,No migration background,First Stage of Tertiary Education,Not Employed,0.36961,468,1441,0.34468,0.39455
2010,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.54510,2385,4663,0.53080,0.55939
2010,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11188,709,4663,0.10283,0.12093
2010,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03406,151,4663,0.02886,0.03927
2010,No migration background,Second Stage of Tertiary Education,Not Employed,0.30818,1418,4663,0.29493,0.32144
2010,Direct migration background,Primary Level,Full-Time Employment,0.20787,34,158,0.14440,0.27135
2010,Direct migration background,Primary Level,Not Employed,0.72938,124,158,0.65989,0.79888
2010,Direct migration background,Lower Secondary Level,Full-Time Employment,0.22562,162,620,0.19269,0.25855
2010,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.10740,54,620,0.08301,0.13179
2010,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03895,40,620,0.02370,0.05419
2010,Direct migration background,Lower Secondary Level,Not Employed,0.59678,364,620,0.55814,0.63543
2010,Direct migration background,Upper Secondary Level,Full-Time Employment,0.34507,398,1081,0.31672,0.37343
2010,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.10469,108,1081,0.08643,0.12295
2010,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.10381,78,1081,0.08562,0.12200
2010,Direct migration background,Upper Secondary Level,Not Employed,0.44063,497,1081,0.41102,0.47024
2010,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.41566,113,304,0.36017,0.47116
2010,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17750,54,304,0.13448,0.22053
2010,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.35958,137,304,0.30554,0.41361
2010,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.32351,48,100,0.23135,0.41566
2010,Direct migration background,First Stage of Tertiary Education,Not Employed,0.41013,52,100,0.31324,0.50702
2010,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.40744,230,557,0.36660,0.44828
2010,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14640,73,557,0.11701,0.17578
2010,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.09249,35,557,0.06840,0.11657
2010,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.34736,219,557,0.30778,0.38693
2010,Indirect migration background,Pre-primary Level,Not Employed,0.88728,123,123,0.83116,0.94340
2010,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.21761,37,182,0.15750,0.27772
2010,Indirect migration background,Lower Secondary Level,Vocational Training,0.25083,39,182,0.18768,0.31398
2010,Indirect migration background,Lower Secondary Level,Not Employed,0.46777,106,182,0.39508,0.54046
2010,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.46347,186,446,0.41714,0.50980
2010,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.10543,47,446,0.07689,0.13396
2010,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.10714,35,446,0.07840,0.13588
2010,Indirect migration background,Upper Secondary Level,Not Employed,0.27124,178,446,0.22993,0.31255
2010,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.56894,33,33,0.39736,0.74053
2010,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.65289,92,126,0.56944,0.73635
2010,Indirect migration background,Second Stage of Tertiary Education,Not Employed,0.15777,34,126,0.09387,0.22167
2011,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.17612,115,666,0.14717,0.20507
2011,No migration background,Pre-primary Level,Not Employed,0.79189,551,666,0.76104,0.82275
2011,No migration background,Primary Level,Not Employed,0.62020,130,130,0.53644,0.70395
2011,No migration background,Lower Secondary Level,Full-Time Employment,0.14626,295,2153,0.13133,0.16119
2011,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.06331,173,2153,0.05302,0.07360
2011,No migration background,Lower Secondary Level,Vocational Training,0.10928,252,2153,0.09610,0.12246
2011,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03953,118,2153,0.03129,0.04776
2011,No migration background,Lower Secondary Level,Not Employed,0.63569,1315,2153,0.61535,0.65602
2011,No migration background,Upper Secondary Level,Full-Time Employment,0.37878,4418,12148,0.37016,0.38741
2011,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.10371,1709,12148,0.09829,0.10913
2011,No migration background,Upper Secondary Level,Vocational Training,0.01316,118,12148,0.01113,0.01519
2011,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05085,734,12148,0.04694,0.05476
2011,No migration background,Upper Secondary Level,Not Employed,0.45271,5169,12148,0.44385,0.46156
2011,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.52712,665,1534,0.50213,0.55212
2011,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15416,363,1534,0.13608,0.17224
2011,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04725,103,1534,0.03663,0.05787
2011,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.26329,403,1534,0.24125,0.28534
2011,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.53039,866,1665,0.50641,0.55437
2011,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.08509,210,1665,0.07169,0.09850
2011,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02511,52,1665,0.01759,0.03263
2011,No migration background,First Stage of Tertiary Education,Not Employed,0.35767,537,1665,0.33464,0.38070
2011,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.54681,2797,5393,0.53352,0.56009
2011,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11238,869,5393,0.10395,0.12081
2011,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03633,180,5393,0.03133,0.04132
2011,No migration background,Second Stage of Tertiary Education,Not Employed,0.30412,1547,5393,0.29184,0.31640
2011,Direct migration background,Pre-primary Level,Not Employed,0.96763,36,36,0.90899,1.02626
2011,Direct migration background,Primary Level,Full-Time Employment,0.22110,37,152,0.15490,0.28729
2011,Direct migration background,Primary Level,Not Employed,0.67782,115,152,0.60328,0.75236
2011,Direct migration background,Lower Secondary Level,Full-Time Employment,0.24605,176,649,0.21289,0.27921
2011,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.09145,49,649,0.06925,0.11364
2011,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05423,43,649,0.03679,0.07166
2011,Direct migration background,Lower Secondary Level,Not Employed,0.58260,381,649,0.54463,0.62057
2011,Direct migration background,Upper Secondary Level,Full-Time Employment,0.38789,469,1224,0.36058,0.41520
2011,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.11181,160,1224,0.09415,0.12947
2011,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.08581,87,1224,0.07012,0.10151
2011,Direct migration background,Upper Secondary Level,Not Employed,0.40757,508,1224,0.38003,0.43510
2011,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.45312,132,346,0.40059,0.50565
2011,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17442,67,346,0.13437,0.21446
2011,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.33560,147,346,0.28577,0.38543
2011,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.40120,58,106,0.30745,0.49495
2011,Direct migration background,First Stage of Tertiary Education,Not Employed,0.37744,48,106,0.28472,0.47016
2011,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.40958,267,640,0.37145,0.44771
2011,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13778,106,640,0.11106,0.16451
2011,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.07002,43,640,0.05023,0.08980
2011,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.37876,224,640,0.34115,0.41637
2011,Indirect migration background,Pre-primary Level,Not Employed,0.80954,144,144,0.74518,0.87390
2011,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.21349,44,180,0.15346,0.27352
2011,Indirect migration background,Lower Secondary Level,Vocational Training,0.17570,33,180,0.11994,0.23145
2011,Indirect migration background,Lower Secondary Level,Not Employed,0.43563,103,180,0.36299,0.50827
2011,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.45904,213,494,0.41505,0.50303
2011,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.11727,77,494,0.08887,0.14567
2011,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06669,34,494,0.04467,0.08872
2011,Indirect migration background,Upper Secondary Level,Not Employed,0.30412,170,494,0.26351,0.34473
2011,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.45152,33,33,0.27909,0.62394
2011,Indirect migration background,First Stage of Tertiary Education,Full-Time Employment,0.63260,36,36,0.47288,0.79232
2011,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.75699,112,112,0.67720,0.83678
2012,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.21610,155,688,0.18532,0.24687
2012,No migration background,Pre-primary Level,Not Employed,0.76761,533,688,0.73603,0.79919
2012,No migration background,Primary Level,Full-Time Employment,0.18968,33,158,0.12835,0.25100
2012,No migration background,Primary Level,Not Employed,0.60781,125,158,0.53144,0.68418
2012,No migration background,Lower Secondary Level,Full-Time Employment,0.14808,285,2115,0.13293,0.16322
2012,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05894,160,2115,0.04890,0.06898
2012,No migration background,Lower Secondary Level,Vocational Training,0.10086,245,2115,0.08802,0.11370
2012,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04897,127,2115,0.03977,0.05817
2012,No migration background,Lower Secondary Level,Not Employed,0.63632,1298,2115,0.61582,0.65683
2012,No migration background,Upper Secondary Level,Full-Time Employment,0.37025,4234,11864,0.36156,0.37894
2012,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.10605,1733,11864,0.10051,0.11159
2012,No migration background,Upper Secondary Level,Vocational Training,0.01285,137,11864,0.01083,0.01488
2012,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05718,776,11864,0.05300,0.06136
2012,No migration background,Upper Secondary Level,Not Employed,0.45272,4984,11864,0.44376,0.46168
2012,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.53413,689,1489,0.50879,0.55948
2012,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15764,365,1489,0.13912,0.17615
2012,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04511,88,1489,0.03457,0.05566
2012,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.24927,347,1489,0.22729,0.27125
2012,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.54168,847,1632,0.51750,0.56586
2012,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09245,209,1632,0.07840,0.10651
2012,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02056,45,1632,0.01367,0.02745
2012,No migration background,First Stage of Tertiary Education,Not Employed,0.34375,531,1632,0.32070,0.36680
2012,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.53401,2723,5329,0.52061,0.54740
2012,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11298,841,5329,0.10448,0.12148
2012,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03239,188,5329,0.02764,0.03715
2012,No migration background,Second Stage of Tertiary Education,Not Employed,0.32059,1577,5329,0.30806,0.33312
2012,Direct migration background,Pre-primary Level,Not Employed,0.92148,32,32,0.82679,1.01617
2012,Direct migration background,Primary Level,Full-Time Employment,0.21808,35,128,0.14626,0.28990
2012,Direct migration background,Primary Level,Not Employed,0.67289,93,128,0.59130,0.75449
2012,Direct migration background,Lower Secondary Level,Full-Time Employment,0.27985,190,622,0.24454,0.31516
2012,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.13279,72,622,0.10610,0.15948
2012,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05868,49,622,0.04019,0.07716
2012,Direct migration background,Lower Secondary Level,Not Employed,0.50256,311,622,0.46323,0.54189
2012,Direct migration background,Upper Secondary Level,Full-Time Employment,0.39146,459,1176,0.36355,0.41937
2012,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.12160,166,1176,0.10292,0.14029
2012,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.07493,86,1176,0.05988,0.08999
2012,Direct migration background,Upper Secondary Level,Not Employed,0.40416,465,1176,0.37610,0.43222
2012,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.45306,140,346,0.40053,0.50559
2012,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.18254,75,346,0.14178,0.22330
2012,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.31197,131,346,0.26309,0.36086
2012,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.41883,55,97,0.32014,0.51753
2012,Direct migration background,First Stage of Tertiary Education,Not Employed,0.42390,42,97,0.32504,0.52275
2012,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.46950,292,642,0.43086,0.50813
2012,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12808,102,642,0.10221,0.15395
2012,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.05870,33,642,0.04050,0.07690
2012,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.33882,215,642,0.30218,0.37546
2012,Indirect migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.20027,34,170,0.13993,0.26060
2012,Indirect migration background,Pre-primary Level,Not Employed,0.76764,136,170,0.70397,0.83132
2012,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.24596,51,180,0.18287,0.30905
2012,Indirect migration background,Lower Secondary Level,Vocational Training,0.19102,39,180,0.13343,0.24861
2012,Indirect migration background,Lower Secondary Level,Not Employed,0.41440,90,180,0.34224,0.48657
2012,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.44271,202,467,0.39761,0.48781
2012,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.11972,75,467,0.09024,0.14919
2012,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.08362,37,467,0.05848,0.10875
2012,Indirect migration background,Upper Secondary Level,Not Employed,0.30329,153,467,0.26155,0.34503
2012,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.58393,37,37,0.42291,0.74494
2012,Indirect migration background,First Stage of Tertiary Education,Full-Time Employment,0.62955,34,34,0.46478,0.79432
2012,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.69237,107,107,0.60451,0.78023
2013,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.19900,157,690,0.16918,0.22881
2013,No migration background,Pre-primary Level,Not Employed,0.78329,533,690,0.75252,0.81405
2013,No migration background,Primary Level,Not Employed,0.60255,115,115,0.51271,0.69238
2013,No migration background,Lower Secondary Level,Full-Time Employment,0.14084,264,1972,0.12548,0.15620
2013,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05122,138,1972,0.04149,0.06095
2013,No migration background,Lower Secondary Level,Vocational Training,0.10436,250,1972,0.09086,0.11785
2013,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05011,142,1972,0.04048,0.05974
2013,No migration background,Lower Secondary Level,Not Employed,0.64697,1178,1972,0.62587,0.66807
2013,No migration background,Upper Secondary Level,Full-Time Employment,0.35567,3966,11112,0.34677,0.36457
2013,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.11419,1690,11112,0.10827,0.12010
2013,No migration background,Upper Secondary Level,Vocational Training,0.01398,147,11112,0.01180,0.01616
2013,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05903,757,11112,0.05465,0.06341
2013,No migration background,Upper Secondary Level,Not Employed,0.45610,4552,11112,0.44684,0.46536
2013,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.55460,661,1416,0.52870,0.58049
2013,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.14984,361,1416,0.13125,0.16844
2013,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.03931,77,1416,0.02918,0.04943
2013,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.24964,317,1416,0.22708,0.27219
2013,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.51770,785,1533,0.49268,0.54273
2013,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09174,207,1533,0.07728,0.10619
2013,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02318,48,1533,0.01565,0.03072
2013,No migration background,First Stage of Tertiary Education,Not Employed,0.36627,493,1533,0.34215,0.39040
