year,migback,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Direct migration background,1st Quintile,Not Employed,0.68171,427,608,0.64465,0.71877
2006,Direct migration background,2nd Quintile,Full-Time Employment,0.35018,159,462,0.30663,0.39372
2006,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.09915,50,462,0.07187,0.12643
2006,Direct migration background,2nd Quintile,Not Employed,0.47726,253,462,0.43167,0.52286
2006,Direct migration background,3rd Quintile,Full-Time Employment,0.39359,165,369,0.34367,0.44350
2006,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.13814,55,369,0.10289,0.17339
2006,Direct migration background,3rd Quintile,Not Employed,0.40130,149,369,0.35122,0.45138
2006,Direct migration background,4th Quintile,Full-Time Employment,0.48130,157,302,0.42485,0.53775
2006,Direct migration background,4th Quintile,Regular Part-Time Employment,0.09258,44,302,0.05983,0.12532
2006,Direct migration background,4th Quintile,Not Employed,0.35175,101,302,0.29780,0.40569
2006,Direct migration background,5th Quintile,Full-Time Employment,0.57953,176,306,0.52413,0.63493
2006,Direct migration background,5th Quintile,Regular Part-Time Employment,0.10084,32,306,0.06705,0.13464
2006,Direct migration background,5th Quintile,Not Employed,0.26264,98,306,0.21325,0.31203
2006,Indirect migration background,1st Quintile,Not Employed,0.59818,135,135,0.51517,0.68119
2006,Indirect migration background,2nd Quintile,Full-Time Employment,0.28247,37,100,0.19379,0.37115
2006,Indirect migration background,2nd Quintile,Not Employed,0.44913,63,100,0.35115,0.54711
2006,Indirect migration background,3rd Quintile,Full-Time Employment,0.49168,77,124,0.40333,0.58004
2006,Indirect migration background,3rd Quintile,Not Employed,0.28366,47,124,0.20400,0.36332
2006,Indirect migration background,4th Quintile,Full-Time Employment,0.55172,71,118,0.46160,0.64183
2006,Indirect migration background,4th Quintile,Not Employed,0.26162,47,118,0.18198,0.34126
2006,Indirect migration background,5th Quintile,Full-Time Employment,0.55869,78,126,0.47164,0.64573
2006,Indirect migration background,5th Quintile,Not Employed,0.28319,48,126,0.20421,0.36218
2007,No migration background,1st Quintile,Full-Time Employment,0.15290,380,2432,0.13859,0.16720
2007,No migration background,1st Quintile,Regular Part-Time Employment,0.07259,195,2432,0.06228,0.08291
2007,No migration background,1st Quintile,Vocational Training,0.03603,88,2432,0.02862,0.04343
2007,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.07743,200,2432,0.06681,0.08806
2007,No migration background,1st Quintile,Not Employed,0.65439,1569,2432,0.63549,0.67329
2007,No migration background,2nd Quintile,Full-Time Employment,0.27873,830,2923,0.26247,0.29499
2007,No migration background,2nd Quintile,Regular Part-Time Employment,0.08692,275,2923,0.07671,0.09714
2007,No migration background,2nd Quintile,Vocational Training,0.02024,76,2923,0.01514,0.02535
2007,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.06022,175,2923,0.05159,0.06884
2007,No migration background,2nd Quintile,Not Employed,0.55389,1567,2923,0.53586,0.57191
2007,No migration background,3rd Quintile,Full-Time Employment,0.36886,1185,3363,0.35255,0.38517
2007,No migration background,3rd Quintile,Regular Part-Time Employment,0.10503,382,3363,0.09466,0.11539
2007,No migration background,3rd Quintile,Vocational Training,0.02103,80,3363,0.01618,0.02588
2007,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04634,160,3363,0.03924,0.05345
2007,No migration background,3rd Quintile,Not Employed,0.45644,1556,3363,0.43960,0.47328
2007,No migration background,4th Quintile,Full-Time Employment,0.45513,1709,3916,0.43953,0.47073
2007,No migration background,4th Quintile,Regular Part-Time Employment,0.11397,485,3916,0.10401,0.12392
2007,No migration background,4th Quintile,Vocational Training,0.02139,81,3916,0.01685,0.02592
2007,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04307,174,3916,0.03672,0.04943
2007,No migration background,4th Quintile,Not Employed,0.36630,1467,3916,0.35120,0.38139
2007,No migration background,5th Quintile,Full-Time Employment,0.54990,2720,5223,0.53641,0.56339
2007,No migration background,5th Quintile,Regular Part-Time Employment,0.10427,640,5223,0.09598,0.11256
2007,No migration background,5th Quintile,Vocational Training,0.01449,58,5223,0.01125,0.01773
2007,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03253,192,5223,0.02772,0.03734
2007,No migration background,5th Quintile,Not Employed,0.29881,1613,5223,0.28639,0.31122
2007,Direct migration background,1st Quintile,Full-Time Employment,0.15464,107,620,0.12616,0.18312
2007,Direct migration background,1st Quintile,Regular Part-Time Employment,0.07721,43,620,0.05618,0.09823
2007,Direct migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.05028,33,620,0.03306,0.06749
2007,Direct migration background,1st Quintile,Not Employed,0.69885,437,620,0.66271,0.73499
2007,Direct migration background,2nd Quintile,Full-Time Employment,0.30893,159,471,0.26716,0.35071
2007,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.10503,55,471,0.07731,0.13274
2007,Direct migration background,2nd Quintile,Not Employed,0.52118,257,471,0.47601,0.56634
2007,Direct migration background,3rd Quintile,Full-Time Employment,0.40653,154,362,0.35586,0.45720
2007,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.12895,54,362,0.09438,0.16352
2007,Direct migration background,3rd Quintile,Not Employed,0.37556,154,362,0.32560,0.42552
2007,Direct migration background,4th Quintile,Full-Time Employment,0.48811,152,302,0.43164,0.54458
2007,Direct migration background,4th Quintile,Regular Part-Time Employment,0.13425,48,302,0.09573,0.17276
2007,Direct migration background,4th Quintile,Not Employed,0.33256,102,302,0.27934,0.38579
2007,Direct migration background,5th Quintile,Full-Time Employment,0.59121,156,280,0.53352,0.64889
2007,Direct migration background,5th Quintile,Regular Part-Time Employment,0.09980,34,280,0.06463,0.13497
2007,Direct migration background,5th Quintile,Not Employed,0.27064,90,280,0.21851,0.32278
2007,Indirect migration background,1st Quintile,Full-Time Employment,0.17133,37,149,0.11062,0.23203
2007,Indirect migration background,1st Quintile,Not Employed,0.51208,112,149,0.43155,0.59261
2007,Indirect migration background,2nd Quintile,Full-Time Employment,0.32973,52,125,0.24698,0.41247
2007,Indirect migration background,2nd Quintile,Not Employed,0.45312,73,125,0.36550,0.54073
2007,Indirect migration background,3rd Quintile,Full-Time Employment,0.45013,76,131,0.36461,0.53565
2007,Indirect migration background,3rd Quintile,Not Employed,0.29067,55,131,0.21261,0.36872
2007,Indirect migration background,4th Quintile,Full-Time Employment,0.50054,75,117,0.40955,0.59153
2007,Indirect migration background,4th Quintile,Not Employed,0.22218,42,117,0.14653,0.29783
2007,Indirect migration background,5th Quintile,Full-Time Employment,0.62946,81,121,0.54305,0.71587
2007,Indirect migration background,5th Quintile,Not Employed,0.26445,40,121,0.18554,0.34336
2008,No migration background,1st Quintile,Full-Time Employment,0.15038,343,2218,0.13550,0.16526
2008,No migration background,1st Quintile,Regular Part-Time Employment,0.08348,194,2218,0.07197,0.09500
2008,No migration background,1st Quintile,Vocational Training,0.02966,72,2218,0.02260,0.03673
2008,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.08272,179,2218,0.07126,0.09419
2008,No migration background,1st Quintile,Not Employed,0.64704,1430,2218,0.62714,0.66693
2008,No migration background,2nd Quintile,Full-Time Employment,0.27883,797,2855,0.26238,0.29528
2008,No migration background,2nd Quintile,Regular Part-Time Employment,0.08970,273,2855,0.07922,0.10019
2008,No migration background,2nd Quintile,Vocational Training,0.02468,71,2855,0.01899,0.03037
2008,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.06035,172,2855,0.05161,0.06909
2008,No migration background,2nd Quintile,Not Employed,0.54511,1542,2855,0.52685,0.56338
2008,No migration background,3rd Quintile,Full-Time Employment,0.37895,1235,3323,0.36245,0.39545
2008,No migration background,3rd Quintile,Regular Part-Time Employment,0.10244,356,3323,0.09213,0.11276
2008,No migration background,3rd Quintile,Vocational Training,0.02643,89,3323,0.02098,0.03189
2008,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04924,175,3323,0.04188,0.05660
2008,No migration background,3rd Quintile,Not Employed,0.44230,1468,3323,0.42541,0.45919
2008,No migration background,4th Quintile,Full-Time Employment,0.47255,1586,3506,0.45602,0.48908
2008,No migration background,4th Quintile,Regular Part-Time Employment,0.11186,431,3506,0.10142,0.12229
2008,No migration background,4th Quintile,Vocational Training,0.02059,69,3506,0.01589,0.02530
2008,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.03941,149,3506,0.03297,0.04586
2008,No migration background,4th Quintile,Not Employed,0.35558,1271,3506,0.33973,0.37143
2008,No migration background,5th Quintile,Full-Time Employment,0.56252,2567,4915,0.54865,0.57639
2008,No migration background,5th Quintile,Regular Part-Time Employment,0.10000,586,4915,0.09161,0.10839
2008,No migration background,5th Quintile,Vocational Training,0.01157,49,4915,0.00858,0.01456
2008,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.04012,195,4915,0.03463,0.04561
2008,No migration background,5th Quintile,Not Employed,0.28564,1518,4915,0.27301,0.29827
2008,Direct migration background,1st Quintile,Full-Time Employment,0.18175,109,558,0.14972,0.21377
2008,Direct migration background,1st Quintile,Regular Part-Time Employment,0.08877,51,558,0.06515,0.11239
2008,Direct migration background,1st Quintile,Not Employed,0.64410,398,558,0.60434,0.68386
2008,Direct migration background,2nd Quintile,Full-Time Employment,0.35625,149,379,0.30797,0.40453
2008,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.09766,45,379,0.06773,0.12758
2008,Direct migration background,2nd Quintile,Not Employed,0.44874,185,379,0.39860,0.49888
2008,Direct migration background,3rd Quintile,Full-Time Employment,0.43664,151,339,0.38377,0.48952
2008,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.11510,53,339,0.08107,0.14912
2008,Direct migration background,3rd Quintile,Not Employed,0.36584,135,339,0.31449,0.41719
2008,Direct migration background,4th Quintile,Full-Time Employment,0.48384,140,269,0.42400,0.54367
2008,Direct migration background,4th Quintile,Regular Part-Time Employment,0.18786,48,269,0.14110,0.23463
2008,Direct migration background,4th Quintile,Not Employed,0.27789,81,269,0.22426,0.33152
2008,Direct migration background,5th Quintile,Full-Time Employment,0.55777,127,210,0.49044,0.62511
2008,Direct migration background,5th Quintile,Not Employed,0.30398,83,210,0.24162,0.36634
2008,Indirect migration background,1st Quintile,Full-Time Employment,0.20835,39,154,0.14400,0.27271
2008,Indirect migration background,1st Quintile,Not Employed,0.52932,115,154,0.45022,0.60841
2008,Indirect migration background,2nd Quintile,Full-Time Employment,0.38508,49,108,0.29288,0.47728
2008,Indirect migration background,2nd Quintile,Not Employed,0.35244,59,108,0.26192,0.44296
2008,Indirect migration background,3rd Quintile,Full-Time Employment,0.51481,73,125,0.42684,0.60278
2008,Indirect migration background,3rd Quintile,Not Employed,0.22042,52,125,0.14746,0.29339
2008,Indirect migration background,4th Quintile,Full-Time Employment,0.42461,65,102,0.32821,0.52101
2008,Indirect migration background,4th Quintile,Not Employed,0.26112,37,102,0.17545,0.34678
2008,Indirect migration background,5th Quintile,Full-Time Employment,0.63208,82,121,0.54580,0.71837
2008,Indirect migration background,5th Quintile,Not Employed,0.23112,39,121,0.15570,0.30655
2009,No migration background,1st Quintile,Full-Time Employment,0.15531,347,2187,0.14012,0.17049
2009,No migration background,1st Quintile,Regular Part-Time Employment,0.07878,196,2187,0.06749,0.09007
2009,No migration background,1st Quintile,Vocational Training,0.03001,77,2187,0.02286,0.03717
2009,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.08760,169,2187,0.07575,0.09945
2009,No migration background,1st Quintile,Not Employed,0.64153,1398,2187,0.62142,0.66163
2009,No migration background,2nd Quintile,Full-Time Employment,0.26268,696,2682,0.24602,0.27933
2009,No migration background,2nd Quintile,Regular Part-Time Employment,0.07759,235,2682,0.06746,0.08771
2009,No migration background,2nd Quintile,Vocational Training,0.02508,66,2682,0.01916,0.03100
2009,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.05677,159,2682,0.04801,0.06553
2009,No migration background,2nd Quintile,Not Employed,0.57678,1526,2682,0.55807,0.59548
2009,No migration background,3rd Quintile,Full-Time Employment,0.39168,1122,3032,0.37430,0.40906
2009,No migration background,3rd Quintile,Regular Part-Time Employment,0.10372,362,3032,0.09286,0.11457
2009,No migration background,3rd Quintile,Vocational Training,0.02887,87,3032,0.02291,0.03483
2009,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04930,160,3032,0.04160,0.05701
2009,No migration background,3rd Quintile,Not Employed,0.42610,1301,3032,0.40849,0.44370
2009,No migration background,4th Quintile,Full-Time Employment,0.47600,1563,3416,0.45925,0.49275
2009,No migration background,4th Quintile,Regular Part-Time Employment,0.10439,411,3416,0.09413,0.11465
2009,No migration background,4th Quintile,Vocational Training,0.02113,67,3416,0.01630,0.02595
2009,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04727,160,3416,0.04015,0.05439
2009,No migration background,4th Quintile,Not Employed,0.35122,1215,3416,0.33521,0.36723
2009,No migration background,5th Quintile,Full-Time Employment,0.57344,2391,4494,0.55898,0.58790
2009,No migration background,5th Quintile,Regular Part-Time Employment,0.10230,508,4494,0.09344,0.11116
2009,No migration background,5th Quintile,Vocational Training,0.01079,46,4494,0.00777,0.01381
2009,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03652,181,4494,0.03104,0.04201
2009,No migration background,5th Quintile,Not Employed,0.27695,1368,4494,0.26386,0.29003
2009,Direct migration background,1st Quintile,Full-Time Employment,0.16977,87,477,0.13604,0.20350
2009,Direct migration background,1st Quintile,Regular Part-Time Employment,0.08346,44,477,0.05861,0.10831
2009,Direct migration background,1st Quintile,Not Employed,0.66426,346,477,0.62183,0.70668
2009,Direct migration background,2nd Quintile,Full-Time Employment,0.30524,117,352,0.25706,0.35341
2009,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.12014,47,352,0.08613,0.15416
2009,Direct migration background,2nd Quintile,Not Employed,0.46075,188,352,0.40860,0.51290
2009,Direct migration background,3rd Quintile,Full-Time Employment,0.46291,131,265,0.40276,0.52305
2009,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.15588,44,265,0.11212,0.19963
2009,Direct migration background,3rd Quintile,Not Employed,0.28107,90,265,0.22685,0.33530
2009,Direct migration background,4th Quintile,Full-Time Employment,0.45640,127,251,0.39466,0.51815
2009,Direct migration background,4th Quintile,Regular Part-Time Employment,0.18933,44,251,0.14077,0.23790
2009,Direct migration background,4th Quintile,Not Employed,0.30066,80,251,0.24382,0.35750
2009,Direct migration background,5th Quintile,Full-Time Employment,0.55616,111,183,0.48398,0.62834
2009,Direct migration background,5th Quintile,Not Employed,0.26447,72,183,0.20039,0.32854
2009,Indirect migration background,1st Quintile,Full-Time Employment,0.17616,35,149,0.11478,0.23754
2009,Indirect migration background,1st Quintile,Not Employed,0.54582,114,149,0.46560,0.62603
2009,Indirect migration background,2nd Quintile,Full-Time Employment,0.41706,49,109,0.32407,0.51006
2009,Indirect migration background,2nd Quintile,Not Employed,0.31456,60,109,0.22699,0.40214
2009,Indirect migration background,3rd Quintile,Full-Time Employment,0.45657,53,90,0.35308,0.56005
2009,Indirect migration background,3rd Quintile,Not Employed,0.22531,37,90,0.13852,0.31211
2009,Indirect migration background,4th Quintile,Full-Time Employment,0.54220,67,102,0.44503,0.63936
2009,Indirect migration background,4th Quintile,Not Employed,0.22049,35,102,0.13963,0.30134
2009,Indirect migration background,5th Quintile,Full-Time Employment,0.64868,80,111,0.55947,0.73790
2009,Indirect migration background,5th Quintile,Not Employed,0.15693,31,111,0.08895,0.22490
2010,No migration background,1st Quintile,Full-Time Employment,0.14178,296,1979,0.12640,0.15715
2010,No migration background,1st Quintile,Regular Part-Time Employment,0.07173,179,1979,0.06035,0.08310
2010,No migration background,1st Quintile,Vocational Training,0.03776,77,1979,0.02936,0.04616
2010,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.08017,166,1979,0.06820,0.09213
2010,No migration background,1st Quintile,Not Employed,0.66488,1261,1979,0.64408,0.68569
2010,No migration background,2nd Quintile,Full-Time Employment,0.26492,698,2571,0.24786,0.28198
2010,No migration background,2nd Quintile,Regular Part-Time Employment,0.07613,228,2571,0.06588,0.08638
2010,No migration background,2nd Quintile,Vocational Training,0.02705,68,2571,0.02077,0.03332
2010,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.05708,163,2571,0.04811,0.06605
2010,No migration background,2nd Quintile,Not Employed,0.57283,1414,2571,0.55370,0.59195
2010,No migration background,3rd Quintile,Full-Time Employment,0.36906,1028,2831,0.35128,0.38684
2010,No migration background,3rd Quintile,Regular Part-Time Employment,0.09791,322,2831,0.08696,0.10886
2010,No migration background,3rd Quintile,Vocational Training,0.03044,70,2831,0.02411,0.03677
2010,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04840,151,2831,0.04049,0.05630
2010,No migration background,3rd Quintile,Not Employed,0.45300,1260,2831,0.43466,0.47134
2010,No migration background,4th Quintile,Full-Time Employment,0.46881,1422,3181,0.45147,0.48616
2010,No migration background,4th Quintile,Regular Part-Time Employment,0.10703,403,3181,0.09628,0.11777
2010,No migration background,4th Quintile,Vocational Training,0.01791,62,3181,0.01330,0.02252
2010,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04114,150,3181,0.03424,0.04804
2010,No migration background,4th Quintile,Not Employed,0.36511,1144,3181,0.34837,0.38184
2010,No migration background,5th Quintile,Full-Time Employment,0.58790,2148,4084,0.57280,0.60300
2010,No migration background,5th Quintile,Regular Part-Time Employment,0.09977,486,4084,0.09058,0.10896
2010,No migration background,5th Quintile,Vocational Training,0.01432,45,4084,0.01068,0.01797
2010,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03708,167,4084,0.03129,0.04288
2010,No migration background,5th Quintile,Not Employed,0.26093,1238,4084,0.24746,0.27440
2010,Direct migration background,1st Quintile,Full-Time Employment,0.12314,68,425,0.09186,0.15442
2010,Direct migration background,1st Quintile,Regular Part-Time Employment,0.07178,45,425,0.04721,0.09635
2010,Direct migration background,1st Quintile,Not Employed,0.73476,312,425,0.69274,0.77678
2010,Direct migration background,2nd Quintile,Full-Time Employment,0.27120,99,302,0.22098,0.32143
2010,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.11643,45,302,0.08020,0.15267
2010,Direct migration background,2nd Quintile,Not Employed,0.47779,158,302,0.42136,0.53423
2010,Direct migration background,3rd Quintile,Full-Time Employment,0.40870,114,246,0.34714,0.47026
2010,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.17104,44,246,0.12389,0.21819
2010,Direct migration background,3rd Quintile,Not Employed,0.31757,88,246,0.25928,0.37586
2010,Direct migration background,4th Quintile,Full-Time Employment,0.46363,107,183,0.39118,0.53609
2010,Direct migration background,4th Quintile,Not Employed,0.33268,76,183,0.26423,0.40113
2010,Direct migration background,5th Quintile,Full-Time Employment,0.53885,98,163,0.46209,0.61562
2010,Direct migration background,5th Quintile,Not Employed,0.27633,65,163,0.20747,0.34519
2010,Indirect migration background,1st Quintile,Full-Time Employment,0.15757,35,135,0.09588,0.21926
2010,Indirect migration background,1st Quintile,Not Employed,0.48700,100,135,0.40237,0.57163
2010,Indirect migration background,2nd Quintile,Full-Time Employment,0.23819,39,101,0.15470,0.32169
2010,Indirect migration background,2nd Quintile,Not Employed,0.46269,62,101,0.36496,0.56041
2010,Indirect migration background,3rd Quintile,Full-Time Employment,0.42258,53,104,0.32719,0.51798
2010,Indirect migration background,3rd Quintile,Not Employed,0.24837,51,104,0.16493,0.33181
2010,Indirect migration background,4th Quintile,Full-Time Employment,0.56673,53,53,0.43205,0.70142
2010,Indirect migration background,5th Quintile,Full-Time Employment,0.71576,73,107,0.62990,0.80163
2010,Indirect migration background,5th Quintile,Not Employed,0.14337,34,107,0.07665,0.21008
2011,No migration background,1st Quintile,Full-Time Employment,0.15245,628,3391,0.14035,0.16455
2011,No migration background,1st Quintile,Regular Part-Time Employment,0.08407,421,3391,0.07473,0.09341
2011,No migration background,1st Quintile,Vocational Training,0.02576,105,3391,0.02043,0.03110
2011,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.07954,313,3391,0.07043,0.08865
2011,No migration background,1st Quintile,Not Employed,0.65326,1924,3391,0.63724,0.66929
2011,No migration background,2nd Quintile,Full-Time Employment,0.29034,1144,3554,0.27542,0.30527
2011,No migration background,2nd Quintile,Regular Part-Time Employment,0.09080,511,3554,0.08135,0.10025
2011,No migration background,2nd Quintile,Vocational Training,0.02914,93,3554,0.02361,0.03467
2011,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.04838,214,3554,0.04133,0.05544
2011,No migration background,2nd Quintile,Not Employed,0.53987,1592,3554,0.52348,0.55626
2011,No migration background,3rd Quintile,Full-Time Employment,0.38386,1421,3637,0.36805,0.39967
2011,No migration background,3rd Quintile,Regular Part-Time Employment,0.09705,527,3637,0.08743,0.10667
2011,No migration background,3rd Quintile,Vocational Training,0.03127,98,3637,0.02561,0.03692
2011,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04991,200,3637,0.04283,0.05699
2011,No migration background,3rd Quintile,Not Employed,0.43652,1391,3637,0.42040,0.45264
2011,No migration background,4th Quintile,Full-Time Employment,0.50568,1790,3738,0.48965,0.52171
2011,No migration background,4th Quintile,Regular Part-Time Employment,0.11202,567,3738,0.10191,0.12213
2011,No migration background,4th Quintile,Vocational Training,0.01745,62,3738,0.01325,0.02165
2011,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04444,185,3738,0.03784,0.05105
2011,No migration background,4th Quintile,Not Employed,0.32019,1134,3738,0.30523,0.33515
2011,No migration background,5th Quintile,Full-Time Employment,0.57698,2286,4318,0.56224,0.59172
2011,No migration background,5th Quintile,Regular Part-Time Employment,0.10124,587,4318,0.09224,0.11024
2011,No migration background,5th Quintile,Vocational Training,0.01119,35,4318,0.00805,0.01432
2011,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03477,159,4318,0.02931,0.04024
2011,No migration background,5th Quintile,Not Employed,0.27582,1251,4318,0.26249,0.28915
2011,Direct migration background,1st Quintile,Full-Time Employment,0.16013,220,977,0.13712,0.18314
2011,Direct migration background,1st Quintile,Regular Part-Time Employment,0.07217,90,977,0.05593,0.08840
2011,Direct migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.06461,65,977,0.04919,0.08003
2011,Direct migration background,1st Quintile,Not Employed,0.69409,602,977,0.66518,0.72300
2011,Direct migration background,2nd Quintile,Full-Time Employment,0.31719,227,611,0.28026,0.35412
2011,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.11536,82,611,0.09000,0.14071
2011,Direct migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.09890,58,611,0.07521,0.12259
2011,Direct migration background,2nd Quintile,Not Employed,0.45681,244,611,0.41728,0.49634
2011,Direct migration background,3rd Quintile,Full-Time Employment,0.42174,162,352,0.37007,0.47340
2011,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.12692,59,352,0.09209,0.16174
2011,Direct migration background,3rd Quintile,Not Employed,0.38146,131,352,0.33064,0.43228
2011,Direct migration background,4th Quintile,Full-Time Employment,0.46559,141,270,0.40598,0.52520
2011,Direct migration background,4th Quintile,Regular Part-Time Employment,0.14724,45,270,0.10489,0.18958
2011,Direct migration background,4th Quintile,Not Employed,0.29541,84,270,0.24089,0.34993
2011,Direct migration background,5th Quintile,Full-Time Employment,0.54718,134,247,0.48498,0.60939
2011,Direct migration background,5th Quintile,Regular Part-Time Employment,0.17545,38,247,0.12792,0.22298
2011,Direct migration background,5th Quintile,Not Employed,0.22390,75,247,0.17181,0.27599
2011,Indirect migration background,1st Quintile,Full-Time Employment,0.13243,55,274,0.09222,0.17264
2011,Indirect migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.14240,34,274,0.10094,0.18385
2011,Indirect migration background,1st Quintile,Not Employed,0.50276,185,274,0.44345,0.56207
2011,Indirect migration background,2nd Quintile,Full-Time Employment,0.32478,76,200,0.25971,0.38984
2011,Indirect migration background,2nd Quintile,Regular Part-Time Employment,0.12032,33,200,0.07512,0.16553
2011,Indirect migration background,2nd Quintile,Not Employed,0.41078,91,200,0.34243,0.47914
2011,Indirect migration background,3rd Quintile,Full-Time Employment,0.50014,82,134,0.41517,0.58512
2011,Indirect migration background,3rd Quintile,Not Employed,0.20092,52,134,0.13282,0.26902
2011,Indirect migration background,4th Quintile,Full-Time Employment,0.47532,71,115,0.38365,0.56699
2011,Indirect migration background,4th Quintile,Not Employed,0.25518,44,115,0.17515,0.33521
2011,Indirect migration background,5th Quintile,Full-Time Employment,0.69763,100,145,0.62262,0.77265
2011,Indirect migration background,5th Quintile,Not Employed,0.14833,45,145,0.09028,0.20638
2012,No migration background,1st Quintile,Full-Time Employment,0.15694,735,4036,0.14572,0.16816
2012,No migration background,1st Quintile,Regular Part-Time Employment,0.08932,549,4036,0.08052,0.09812
2012,No migration background,1st Quintile,Vocational Training,0.02605,113,4036,0.02113,0.03096
2012,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.07505,353,4036,0.06692,0.08318
2012,No migration background,1st Quintile,Not Employed,0.64311,2286,4036,0.62833,0.65789
2012,No migration background,2nd Quintile,Full-Time Employment,0.27656,1221,4092,0.26286,0.29027
2012,No migration background,2nd Quintile,Regular Part-Time Employment,0.08759,601,4092,0.07892,0.09625
2012,No migration background,2nd Quintile,Vocational Training,0.02565,105,4092,0.02081,0.03050
2012,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.05513,300,4092,0.04814,0.06213
2012,No migration background,2nd Quintile,Not Employed,0.55292,1865,4092,0.53768,0.56815
2012,No migration background,3rd Quintile,Full-Time Employment,0.40161,1671,4267,0.38690,0.41632
2012,No migration background,3rd Quintile,Regular Part-Time Employment,0.10647,654,4267,0.09721,0.11572
2012,No migration background,3rd Quintile,Vocational Training,0.02516,103,4267,0.02046,0.02986
2012,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.05820,262,4267,0.05118,0.06523
2012,No migration background,3rd Quintile,Not Employed,0.40769,1577,4267,0.39295,0.42244
2012,No migration background,4th Quintile,Full-Time Employment,0.46853,1962,4358,0.45371,0.48335
2012,No migration background,4th Quintile,Regular Part-Time Employment,0.11250,670,4358,0.10312,0.12188
2012,No migration background,4th Quintile,Vocational Training,0.02016,87,4358,0.01599,0.02433
2012,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04736,227,4358,0.04105,0.05367
2012,No migration background,4th Quintile,Not Employed,0.35065,1412,4358,0.33648,0.36481
2012,No migration background,5th Quintile,Full-Time Employment,0.57841,2565,4840,0.56450,0.59233
2012,No migration background,5th Quintile,Regular Part-Time Employment,0.10844,647,4840,0.09968,0.11720
2012,No migration background,5th Quintile,Vocational Training,0.00711,35,4840,0.00474,0.00947
2012,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03596,196,4840,0.03072,0.04121
2012,No migration background,5th Quintile,Not Employed,0.27008,1397,4840,0.25757,0.28259
2012,Direct migration background,1st Quintile,Full-Time Employment,0.18348,255,1056,0.16012,0.20683
2012,Direct migration background,1st Quintile,Regular Part-Time Employment,0.09981,118,1056,0.08172,0.11789
2012,Direct migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.06366,78,1056,0.04893,0.07840
2012,Direct migration background,1st Quintile,Not Employed,0.64650,605,1056,0.61765,0.67535
2012,Direct migration background,2nd Quintile,Full-Time Employment,0.34990,267,693,0.31437,0.38544
2012,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.12846,104,693,0.10353,0.15339
