year,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03693,57,1413,0.02709,0.04677
2008,First Stage of Tertiary Education,Not Employed,0.36659,499,1413,0.34145,0.39172
2008,Second Stage of Tertiary Education,Full-Time Employment,0.53648,2230,4187,0.52138,0.55159
2008,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10852,515,4187,0.09909,0.11794
2008,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04041,143,4187,0.03444,0.04637
2008,Second Stage of Tertiary Education,Not Employed,0.31310,1299,4187,0.29905,0.32715
2009,No answer / don't know,Vocational Training,0.26989,89,257,0.21551,0.32426
2009,No answer / don't know,Not Employed,0.53894,168,257,0.47788,0.60001
2009,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.16109,82,499,0.12880,0.19337
2009,Pre-primary Level,Not Employed,0.82807,417,499,0.79493,0.86121
2009,Primary Level,Not Employed,0.59976,107,107,0.50649,0.69303
2009,Lower Secondary Level,Full-Time Employment,0.17371,296,1823,0.15631,0.19111
2009,Lower Secondary Level,Regular Part-Time Employment,0.06000,111,1823,0.04909,0.07090
2009,Lower Secondary Level,Vocational Training,0.09036,204,1823,0.07719,0.10352
2009,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04200,80,1823,0.03279,0.05121
2009,Lower Secondary Level,Not Employed,0.63097,1132,1823,0.60881,0.65313
2009,Upper Secondary Level,Full-Time Employment,0.38217,3365,9056,0.37216,0.39218
2009,Upper Secondary Level,Regular Part-Time Employment,0.10283,1034,9056,0.09658,0.10909
2009,Upper Secondary Level,Vocational Training,0.01519,117,9056,0.01267,0.01771
2009,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06102,524,9056,0.05609,0.06595
2009,Upper Secondary Level,Not Employed,0.43785,4016,9056,0.42763,0.44807
2009,Post-secondary Non-tertiary Level,Full-Time Employment,0.49755,484,990,0.46639,0.52871
2009,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15471,161,990,0.13217,0.17725
2009,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05381,59,990,0.03974,0.06787
2009,Post-secondary Non-tertiary Level,Not Employed,0.28876,286,990,0.26051,0.31700
2009,First Stage of Tertiary Education,Full-Time Employment,0.48148,640,1331,0.45463,0.50834
2009,First Stage of Tertiary Education,Regular Part-Time Employment,0.10107,159,1331,0.08487,0.11727
2009,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04198,57,1331,0.03120,0.05276
2009,First Stage of Tertiary Education,Not Employed,0.37547,475,1331,0.34945,0.40150
2009,Second Stage of Tertiary Education,Full-Time Employment,0.53870,2132,4032,0.52332,0.55409
2009,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11179,500,4032,0.10206,0.12152
2009,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04863,136,4032,0.04199,0.05527
2009,Second Stage of Tertiary Education,Not Employed,0.30020,1264,4032,0.28605,0.31435
2010,No answer / don't know,Full-Time Employment,0.12814,38,300,0.09025,0.16603
2010,No answer / don't know,Vocational Training,0.22802,82,300,0.18046,0.27557
2010,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.10802,33,300,0.07284,0.14321
2010,No answer / don't know,Not Employed,0.48167,147,300,0.42504,0.53831
2010,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.15293,127,697,0.12619,0.17967
2010,Pre-primary Level,Not Employed,0.83521,570,697,0.80765,0.86277
2010,Primary Level,Full-Time Employment,0.19961,57,291,0.15361,0.24562
2010,Primary Level,Not Employed,0.69457,234,291,0.64156,0.74759
2010,Lower Secondary Level,Full-Time Employment,0.16508,411,2504,0.15054,0.17963
2010,Lower Secondary Level,Regular Part-Time Employment,0.06960,181,2504,0.05963,0.07957
2010,Lower Secondary Level,Vocational Training,0.10830,273,2504,0.09613,0.12048
2010,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04316,147,2504,0.03520,0.05112
2010,Lower Secondary Level,Not Employed,0.61048,1492,2504,0.59137,0.62958
2010,Upper Secondary Level,Full-Time Employment,0.37685,4307,11744,0.36808,0.38561
2010,Upper Secondary Level,Regular Part-Time Employment,0.10361,1494,11744,0.09810,0.10912
2010,Upper Secondary Level,Vocational Training,0.01468,127,11744,0.01250,0.01685
2010,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06385,814,11744,0.05943,0.06828
2010,Upper Secondary Level,Not Employed,0.44035,5002,11744,0.43137,0.44933
2010,Post-secondary Non-tertiary Level,Full-Time Employment,0.48668,684,1699,0.46290,0.51045
2010,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.16088,341,1699,0.14341,0.17836
2010,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.06453,126,1699,0.05285,0.07622
2010,Post-secondary Non-tertiary Level,Not Employed,0.28016,548,1699,0.25880,0.30152
2010,First Stage of Tertiary Education,Full-Time Employment,0.48389,807,1611,0.45948,0.50830
2010,First Stage of Tertiary Education,Regular Part-Time Employment,0.11168,205,1611,0.09630,0.12707
2010,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03488,68,1611,0.02592,0.04384
2010,First Stage of Tertiary Education,Not Employed,0.36781,531,1611,0.34426,0.39137
2010,Second Stage of Tertiary Education,Full-Time Employment,0.53031,2707,5370,0.51696,0.54366
2010,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11776,800,5370,0.10914,0.12638
2010,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04116,192,5370,0.03585,0.04648
2010,Second Stage of Tertiary Education,Not Employed,0.30931,1671,5370,0.29694,0.32167
2011,No answer / don't know,Full-Time Employment,0.23552,159,573,0.20074,0.27029
2011,No answer / don't know,Regular Part-Time Employment,0.05827,33,573,0.03907,0.07746
2011,No answer / don't know,Vocational Training,0.19425,101,573,0.16183,0.22667
2011,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.07906,42,573,0.05695,0.10118
2011,No answer / don't know,Not Employed,0.41480,238,573,0.37442,0.45518
2011,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.16759,145,876,0.14284,0.19233
2011,Pre-primary Level,Not Employed,0.80924,731,876,0.78321,0.83528
2011,Primary Level,Full-Time Employment,0.21950,70,363,0.17686,0.26214
2011,Primary Level,Regular Part-Time Employment,0.05775,33,363,0.03372,0.08178
2011,Primary Level,Not Employed,0.62870,260,363,0.57893,0.67847
2011,Lower Secondary Level,Full-Time Employment,0.17254,515,3043,0.15911,0.18596
2011,Lower Secondary Level,Regular Part-Time Employment,0.07096,240,3043,0.06183,0.08008
2011,Lower Secondary Level,Vocational Training,0.09403,307,3043,0.08366,0.10440
2011,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04527,182,3043,0.03788,0.05266
2011,Lower Secondary Level,Not Employed,0.61276,1799,3043,0.59545,0.63007
2011,Upper Secondary Level,Full-Time Employment,0.38277,5100,13893,0.37468,0.39085
2011,Upper Secondary Level,Regular Part-Time Employment,0.10502,1946,13893,0.09993,0.11012
2011,Upper Secondary Level,Vocational Training,0.01390,145,13893,0.01195,0.01585
2011,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05486,855,13893,0.05108,0.05865
2011,Upper Secondary Level,Not Employed,0.44262,5847,13893,0.43436,0.45088
2011,Post-secondary Non-tertiary Level,Full-Time Employment,0.50989,830,1989,0.48791,0.53186
2011,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15905,447,1989,0.14297,0.17513
2011,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04654,138,1989,0.03728,0.05580
2011,Post-secondary Non-tertiary Level,Not Employed,0.27795,574,1989,0.25826,0.29765
2011,First Stage of Tertiary Education,Full-Time Employment,0.52170,960,1848,0.49892,0.54448
2011,First Stage of Tertiary Education,Regular Part-Time Employment,0.08697,230,1848,0.07412,0.09982
2011,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03510,63,1848,0.02670,0.04349
2011,First Stage of Tertiary Education,Not Employed,0.35468,595,1848,0.33287,0.37650
2011,Second Stage of Tertiary Education,Full-Time Employment,0.53486,3176,6208,0.52245,0.54727
2011,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11609,1005,6208,0.10812,0.12406
2011,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04101,229,6208,0.03607,0.04594
2011,Second Stage of Tertiary Education,Not Employed,0.30724,1798,6208,0.29576,0.31872
2012,No answer / don't know,Full-Time Employment,0.18667,64,400,0.14843,0.22490
2012,No answer / don't know,Vocational Training,0.18901,88,400,0.15059,0.22743
2012,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.11369,41,400,0.08254,0.14483
2012,No answer / don't know,Not Employed,0.43208,207,400,0.38347,0.48069
2012,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.20547,193,894,0.17897,0.23197
2012,Pre-primary Level,Not Employed,0.77547,701,894,0.74810,0.80284
2012,Primary Level,Full-Time Employment,0.21852,77,341,0.17460,0.26245
2012,Primary Level,Regular Part-Time Employment,0.06296,32,341,0.03714,0.08877
2012,Primary Level,Not Employed,0.62375,232,341,0.57226,0.67524
2012,Lower Secondary Level,Full-Time Employment,0.18573,526,2983,0.17177,0.19969
2012,Lower Secondary Level,Regular Part-Time Employment,0.07848,256,2983,0.06882,0.08813
2012,Lower Secondary Level,Vocational Training,0.08760,309,2983,0.07746,0.09775
2012,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05183,193,2983,0.04388,0.05979
2012,Lower Secondary Level,Not Employed,0.59200,1699,2983,0.57436,0.60964
2012,Upper Secondary Level,Full-Time Employment,0.37526,4895,13541,0.36710,0.38342
2012,Upper Secondary Level,Regular Part-Time Employment,0.10821,1974,13541,0.10297,0.11344
2012,Upper Secondary Level,Vocational Training,0.01364,171,13541,0.01168,0.01559
2012,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06006,899,13541,0.05606,0.06406
2012,Upper Secondary Level,Not Employed,0.44188,5602,13541,0.43352,0.45025
2012,Post-secondary Non-tertiary Level,Full-Time Employment,0.51959,866,1946,0.49739,0.54180
2012,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.16355,460,1946,0.14711,0.17998
2012,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04576,124,1946,0.03647,0.05505
2012,Post-secondary Non-tertiary Level,Not Employed,0.25819,496,1946,0.23874,0.27764
2012,First Stage of Tertiary Education,Full-Time Employment,0.53340,936,1803,0.51037,0.55644
2012,First Stage of Tertiary Education,Regular Part-Time Employment,0.09700,235,1803,0.08333,0.11066
2012,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02191,50,1803,0.01515,0.02867
2012,First Stage of Tertiary Education,Not Employed,0.34629,582,1803,0.32432,0.36826
2012,Second Stage of Tertiary Education,Full-Time Employment,0.52976,3122,6140,0.51727,0.54225
2012,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11504,968,6140,0.10706,0.12302
2012,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03683,228,6140,0.03211,0.04154
2012,Second Stage of Tertiary Education,Not Employed,0.31767,1822,6140,0.30603,0.32932
2013,No answer / don't know,Full-Time Employment,0.16110,85,549,0.13032,0.19188
2013,No answer / don't know,Regular Part-Time Employment,0.06798,35,549,0.04690,0.08905
2013,No answer / don't know,Vocational Training,0.19852,112,549,0.16512,0.23191
2013,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.09156,47,549,0.06741,0.11571
2013,No answer / don't know,Not Employed,0.44799,270,549,0.40635,0.48962
2013,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.20143,213,1054,0.17721,0.22566
2013,Pre-primary Level,Not Employed,0.78736,841,1054,0.76264,0.81207
2013,Primary Level,Full-Time Employment,0.18545,119,605,0.15445,0.21645
2013,Primary Level,Regular Part-Time Employment,0.09954,65,605,0.07566,0.12342
2013,Primary Level,"Marginal, Irregular Part-Time Employment",0.07169,50,605,0.05111,0.09226
2013,Primary Level,Not Employed,0.58970,371,605,0.55047,0.62893
2013,Lower Secondary Level,Full-Time Employment,0.18494,772,3802,0.17260,0.19728
2013,Lower Secondary Level,Regular Part-Time Employment,0.06390,321,3802,0.05613,0.07168
2013,Lower Secondary Level,Vocational Training,0.09802,466,3802,0.08857,0.10748
2013,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05864,292,3802,0.05117,0.06611
2013,Lower Secondary Level,Not Employed,0.59011,1951,3802,0.57448,0.60575
2013,Upper Secondary Level,Full-Time Employment,0.36454,5250,14157,0.35661,0.37247
2013,Upper Secondary Level,Regular Part-Time Employment,0.11516,2108,14157,0.10990,0.12042
2013,Upper Secondary Level,Vocational Training,0.01565,236,14157,0.01360,0.01769
2013,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06192,995,14157,0.05795,0.06589
2013,Upper Secondary Level,Not Employed,0.44180,5568,14157,0.43362,0.44998
2013,Post-secondary Non-tertiary Level,Full-Time Employment,0.52183,1062,2338,0.50157,0.54208
2013,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.16413,547,2338,0.14912,0.17915
2013,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04913,156,2338,0.04037,0.05789
2013,Post-secondary Non-tertiary Level,Not Employed,0.25775,573,2338,0.24002,0.27549
2013,First Stage of Tertiary Education,Full-Time Employment,0.51759,896,1722,0.49398,0.54120
2013,First Stage of Tertiary Education,Regular Part-Time Employment,0.09673,234,1722,0.08276,0.11069
2013,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02496,55,1722,0.01759,0.03233
2013,First Stage of Tertiary Education,Not Employed,0.35971,537,1722,0.33703,0.38238
2013,Second Stage of Tertiary Education,Full-Time Employment,0.52604,3478,6843,0.51420,0.53787
2013,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12412,1141,6843,0.11631,0.13193
2013,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04065,306,6843,0.03597,0.04533
2013,Second Stage of Tertiary Education,Not Employed,0.30639,1918,6843,0.29547,0.31732
2014,No answer / don't know,Full-Time Employment,0.17602,109,610,0.14578,0.20627
2014,No answer / don't know,Regular Part-Time Employment,0.07048,34,610,0.05015,0.09081
2014,No answer / don't know,Vocational Training,0.20053,127,610,0.16873,0.23233
2014,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.12315,55,610,0.09705,0.14925
2014,No answer / don't know,Not Employed,0.39318,285,610,0.35438,0.43197
2014,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.17247,175,870,0.14735,0.19759
2014,Pre-primary Level,Not Employed,0.81506,695,870,0.78925,0.84087
2014,Primary Level,Full-Time Employment,0.16297,87,481,0.12993,0.19602
2014,Primary Level,Regular Part-Time Employment,0.05738,40,481,0.03658,0.07819
2014,Primary Level,"Marginal, Irregular Part-Time Employment",0.07987,40,481,0.05561,0.10412
2014,Primary Level,Not Employed,0.63847,314,481,0.59549,0.68145
2014,Lower Secondary Level,Full-Time Employment,0.18756,647,3228,0.17409,0.20103
2014,Lower Secondary Level,Regular Part-Time Employment,0.07826,272,3228,0.06899,0.08753
2014,Lower Secondary Level,Vocational Training,0.09149,357,3228,0.08154,0.10143
2014,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.06964,276,3228,0.06085,0.07842
2014,Lower Secondary Level,Not Employed,0.56791,1676,3228,0.55082,0.58500
2014,Upper Secondary Level,Full-Time Employment,0.35720,4558,12541,0.34881,0.36559
2014,Upper Secondary Level,Regular Part-Time Employment,0.11860,1844,12541,0.11294,0.12426
2014,Upper Secondary Level,Vocational Training,0.01698,221,12541,0.01472,0.01924
2014,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06562,952,12541,0.06129,0.06996
2014,Upper Secondary Level,Not Employed,0.44057,4966,12541,0.43188,0.44925
2014,Post-secondary Non-tertiary Level,Full-Time Employment,0.52096,938,2025,0.49920,0.54272
2014,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.18077,480,2025,0.16400,0.19753
2014,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05088,142,2025,0.04131,0.06046
2014,Post-secondary Non-tertiary Level,Not Employed,0.23764,465,2025,0.21910,0.25618
2014,First Stage of Tertiary Education,Full-Time Employment,0.51182,814,1589,0.48723,0.53640
2014,First Stage of Tertiary Education,Regular Part-Time Employment,0.09518,206,1589,0.08074,0.10961
2014,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03368,63,1589,0.02480,0.04255
2014,First Stage of Tertiary Education,Not Employed,0.35725,506,1589,0.33368,0.38082
2014,Second Stage of Tertiary Education,Full-Time Employment,0.51961,3073,6211,0.50719,0.53204
2014,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12100,1024,6211,0.11289,0.12911
2014,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04481,282,6211,0.03966,0.04996
2014,Second Stage of Tertiary Education,Not Employed,0.31167,1832,6211,0.30015,0.32319
2015,No answer / don't know,Full-Time Employment,0.15710,95,639,0.12887,0.18534
2015,No answer / don't know,Regular Part-Time Employment,0.07018,38,639,0.05035,0.09000
2015,No answer / don't know,Vocational Training,0.25016,160,639,0.21655,0.28377
2015,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.08491,55,639,0.06328,0.10654
2015,No answer / don't know,Not Employed,0.40601,291,639,0.36790,0.44412
2015,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.23617,176,768,0.20611,0.26623
2015,Pre-primary Level,Not Employed,0.75956,592,768,0.72931,0.78980
2015,Primary Level,Full-Time Employment,0.17507,99,513,0.14216,0.20799
2015,Primary Level,Regular Part-Time Employment,0.10144,57,513,0.07529,0.12759
2015,Primary Level,"Marginal, Irregular Part-Time Employment",0.06659,32,513,0.04500,0.08819
2015,Primary Level,Not Employed,0.59858,325,513,0.55612,0.64104
2015,Lower Secondary Level,Full-Time Employment,0.18973,623,3100,0.17593,0.20354
2015,Lower Secondary Level,Regular Part-Time Employment,0.08113,277,3100,0.07152,0.09075
2015,Lower Secondary Level,Vocational Training,0.09180,350,3100,0.08163,0.10196
2015,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.06140,236,3100,0.05295,0.06986
2015,Lower Secondary Level,Not Employed,0.56865,1614,3100,0.55121,0.58609
2015,Upper Secondary Level,Full-Time Employment,0.36020,4398,12166,0.35167,0.36873
2015,Upper Secondary Level,Regular Part-Time Employment,0.11948,1805,12166,0.11372,0.12524
2015,Upper Secondary Level,Vocational Training,0.01626,218,12166,0.01402,0.01851
2015,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06593,842,12166,0.06152,0.07034
2015,Upper Secondary Level,Not Employed,0.43718,4903,12166,0.42836,0.44599
2015,Post-secondary Non-tertiary Level,Full-Time Employment,0.49906,981,2139,0.47787,0.52026
2015,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.18153,500,2139,0.16519,0.19787
2015,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05765,137,2139,0.04777,0.06754
2015,Post-secondary Non-tertiary Level,Not Employed,0.25550,521,2139,0.23701,0.27398
2015,First Stage of Tertiary Education,Full-Time Employment,0.51908,783,1528,0.49402,0.54414
2015,First Stage of Tertiary Education,Regular Part-Time Employment,0.10189,201,1528,0.08672,0.11707
2015,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02591,55,1528,0.01794,0.03387
2015,First Stage of Tertiary Education,Not Employed,0.35218,489,1528,0.32822,0.37613
2015,Second Stage of Tertiary Education,Full-Time Employment,0.50812,3115,6400,0.49587,0.52037
2015,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13602,1072,6400,0.12762,0.14442
2015,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04213,302,6400,0.03720,0.04705
2015,Second Stage of Tertiary Education,Not Employed,0.31080,1911,6400,0.29946,0.32214
2016,No answer / don't know,Full-Time Employment,0.14367,80,809,0.11949,0.16786
2016,No answer / don't know,Regular Part-Time Employment,0.04843,35,809,0.03363,0.06324
2016,No answer / don't know,Vocational Training,0.21028,150,809,0.18218,0.23838
2016,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.11738,59,809,0.09518,0.13957
2016,No answer / don't know,Not Employed,0.45915,485,809,0.42479,0.49351
2016,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.14773,123,860,0.12400,0.17146
2016,Pre-primary Level,Not Employed,0.83697,737,860,0.81227,0.86168
2016,Primary Level,Full-Time Employment,0.19666,109,1409,0.17590,0.21742
2016,Primary Level,Regular Part-Time Employment,0.08508,63,1409,0.07051,0.09965
2016,Primary Level,"Marginal, Irregular Part-Time Employment",0.04824,54,1409,0.03705,0.05943
2016,Primary Level,Not Employed,0.62093,1183,1409,0.59559,0.64627
2016,Lower Secondary Level,Full-Time Employment,0.18237,532,3287,0.16917,0.19557
2016,Lower Secondary Level,Regular Part-Time Employment,0.08664,269,3287,0.07702,0.09626
2016,Lower Secondary Level,Vocational Training,0.08669,348,3287,0.07707,0.09631
2016,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05832,211,3287,0.05030,0.06633
2016,Lower Secondary Level,Not Employed,0.57870,1927,3287,0.56181,0.59558
2016,Upper Secondary Level,Full-Time Employment,0.36864,4014,11535,0.35984,0.37745
2016,Upper Secondary Level,Regular Part-Time Employment,0.12482,1718,11535,0.11878,0.13085
2016,Upper Secondary Level,Vocational Training,0.01719,213,11535,0.01482,0.01957
2016,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06253,773,11535,0.05811,0.06695
2016,Upper Secondary Level,Not Employed,0.42518,4817,11535,0.41615,0.43420
2016,Post-secondary Non-tertiary Level,Full-Time Employment,0.52244,939,2077,0.50096,0.54393
2016,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.18255,506,2077,0.16593,0.19916
2016,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05301,124,2077,0.04337,0.06265
2016,Post-secondary Non-tertiary Level,Not Employed,0.23666,508,2077,0.21837,0.25494
2016,First Stage of Tertiary Education,Full-Time Employment,0.53086,710,1400,0.50471,0.55701
2016,First Stage of Tertiary Education,Regular Part-Time Employment,0.10509,191,1400,0.08902,0.12116
2016,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03360,54,1400,0.02416,0.04304
2016,First Stage of Tertiary Education,Not Employed,0.32947,445,1400,0.30484,0.35410
2016,Second Stage of Tertiary Education,Full-Time Employment,0.50346,2866,6488,0.49129,0.51563
2016,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13841,1034,6488,0.13001,0.14681
2016,Second Stage of Tertiary Education,Vocational Training,0.00364,42,6488,0.00218,0.00511
2016,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03754,269,6488,0.03292,0.04217
2016,Second Stage of Tertiary Education,Not Employed,0.31694,2277,6488,0.30562,0.32826
2017,No answer / don't know,Full-Time Employment,0.15720,96,847,0.13267,0.18172
2017,No answer / don't know,Regular Part-Time Employment,0.06414,43,847,0.04763,0.08065
2017,No answer / don't know,Vocational Training,0.21854,152,847,0.19069,0.24638
2017,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.09482,63,847,0.07508,0.11456
2017,No answer / don't know,Not Employed,0.44854,493,847,0.41502,0.48205
2017,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.16678,142,916,0.14263,0.19094
2017,Pre-primary Level,Not Employed,0.82500,774,916,0.80038,0.84962
2017,Primary Level,Full-Time Employment,0.20290,158,1918,0.18490,0.22090
2017,Primary Level,Regular Part-Time Employment,0.06615,86,1918,0.05503,0.07728
2017,Primary Level,Vocational Training,0.01061,36,1918,0.00602,0.01519
2017,Primary Level,"Marginal, Irregular Part-Time Employment",0.05777,75,1918,0.04732,0.06821
2017,Primary Level,Not Employed,0.63904,1563,1918,0.61754,0.66054
2017,Lower Secondary Level,Full-Time Employment,0.20127,655,3693,0.18834,0.21421
2017,Lower Secondary Level,Regular Part-Time Employment,0.08399,305,3693,0.07505,0.09294
2017,Lower Secondary Level,Vocational Training,0.08175,357,3693,0.07291,0.09059
2017,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.07317,229,3693,0.06477,0.08157
2017,Lower Secondary Level,Not Employed,0.55083,2147,3693,0.53478,0.56687
2017,Upper Secondary Level,Full-Time Employment,0.37177,4582,12751,0.36338,0.38016
2017,Upper Secondary Level,Regular Part-Time Employment,0.12478,1943,12751,0.11905,0.13052
2017,Upper Secondary Level,Vocational Training,0.01841,281,12751,0.01607,0.02074
2017,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06303,836,12751,0.05881,0.06724
2017,Upper Secondary Level,Not Employed,0.42071,5109,12751,0.41214,0.42928
2017,Post-secondary Non-tertiary Level,Full-Time Employment,0.48348,1024,2285,0.46298,0.50397
2017,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.19587,559,2285,0.17959,0.21214
2017,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05525,137,2285,0.04588,0.06462
2017,Post-secondary Non-tertiary Level,Not Employed,0.25744,565,2285,0.23951,0.27537
2017,First Stage of Tertiary Education,Full-Time Employment,0.53479,804,1523,0.50973,0.55985
2017,First Stage of Tertiary Education,Regular Part-Time Employment,0.11397,219,1523,0.09800,0.12993
2017,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02297,36,1523,0.01545,0.03050
2017,First Stage of Tertiary Education,Not Employed,0.32595,464,1523,0.30240,0.34949
2017,Second Stage of Tertiary Education,Full-Time Employment,0.51603,3307,7251,0.50453,0.52754
2017,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13740,1177,7251,0.12948,0.14532
2017,Second Stage of Tertiary Education,Vocational Training,0.00445,50,7251,0.00292,0.00599
2017,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04350,293,7251,0.03881,0.04820
2017,Second Stage of Tertiary Education,Not Employed,0.29861,2424,7251,0.28808,0.30915
2018,No answer / don't know,Full-Time Employment,0.21790,137,886,0.19070,0.24510
2018,No answer / don't know,Regular Part-Time Employment,0.09142,67,886,0.07243,0.11041
2018,No answer / don't know,Vocational Training,0.18013,139,886,0.15481,0.20545
2018,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.08387,63,886,0.06561,0.10214
2018,No answer / don't know,Not Employed,0.40538,480,886,0.37303,0.43772
2018,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.16589,117,766,0.13953,0.19225
2018,Pre-primary Level,Not Employed,0.82301,649,766,0.79597,0.85006
2018,Primary Level,Full-Time Employment,0.17965,194,1816,0.16199,0.19731
2018,Primary Level,Regular Part-Time Employment,0.09635,111,1816,0.08277,0.10992
2018,Primary Level,Vocational Training,0.01604,49,1816,0.01026,0.02183
2018,Primary Level,"Marginal, Irregular Part-Time Employment",0.04176,68,1816,0.03256,0.05097
2018,Primary Level,Not Employed,0.62713,1394,1816,0.60488,0.64938
2018,Lower Secondary Level,Full-Time Employment,0.19518,652,3562,0.18216,0.20820
2018,Lower Secondary Level,Regular Part-Time Employment,0.09276,333,3562,0.08323,0.10229
2018,Lower Secondary Level,Vocational Training,0.08532,369,3562,0.07614,0.09449
2018,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.06828,240,3562,0.06000,0.07657
2018,Lower Secondary Level,Not Employed,0.54615,1968,3562,0.52980,0.56251
2018,Upper Secondary Level,Full-Time Employment,0.37184,4310,12142,0.36324,0.38043
