year,hhtyp,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Single-person household,5th Quintile,Yes,0.46752,281,503,0.42387,0.51117
2004,Single-person household,5th Quintile,No,0.48163,222,503,0.43792,0.52534
2004,Couple without children,1st Quintile,Yes,0.43701,152,361,0.38577,0.48825
2004,Couple without children,1st Quintile,No,0.55117,209,361,0.49979,0.60255
2004,Couple without children,2nd Quintile,Yes,0.53532,331,605,0.49554,0.57509
2004,Couple without children,2nd Quintile,No,0.44671,274,605,0.40706,0.48635
2004,Couple without children,3rd Quintile,Yes,0.60408,414,682,0.56735,0.64082
2004,Couple without children,3rd Quintile,No,0.37206,268,682,0.33575,0.40836
2004,Couple without children,4th Quintile,Yes,0.64844,513,778,0.61487,0.68201
2004,Couple without children,4th Quintile,No,0.32905,265,778,0.29601,0.36209
2004,Couple without children,5th Quintile,Yes,0.70635,1001,1324,0.68180,0.73089
2004,Couple without children,5th Quintile,No,0.27378,323,1324,0.24975,0.29781
2004,Single parent,1st Quintile,Yes,0.32851,99,274,0.27280,0.38422
2004,Single parent,1st Quintile,No,0.62232,175,274,0.56481,0.67983
2004,Single parent,2nd Quintile,Yes,0.49755,88,162,0.42032,0.57479
2004,Single parent,2nd Quintile,No,0.46451,74,162,0.38747,0.54155
2004,Single parent,3rd Quintile,Yes,0.53524,58,98,0.43598,0.63450
2004,Single parent,3rd Quintile,No,0.39105,40,98,0.29394,0.48816
2004,Single parent,4th Quintile,Yes,0.66159,53,53,0.53298,0.79020
2004,Single parent,5th Quintile,Yes,0.79575,38,38,0.66584,0.92565
2004,Couple with children,1st Quintile,Yes,0.45708,215,471,0.41204,0.50212
2004,Couple with children,1st Quintile,No,0.50643,256,471,0.46123,0.55163
2004,Couple with children,2nd Quintile,Yes,0.63733,491,767,0.60328,0.67138
2004,Couple with children,2nd Quintile,No,0.34640,276,767,0.31270,0.38010
2004,Couple with children,3rd Quintile,Yes,0.75256,617,813,0.72288,0.78224
2004,Couple with children,3rd Quintile,No,0.22161,196,813,0.19304,0.25017
2004,Couple with children,4th Quintile,Yes,0.79307,707,874,0.76619,0.81994
2004,Couple with children,4th Quintile,No,0.19099,167,874,0.16491,0.21706
2004,Couple with children,5th Quintile,Yes,0.87864,872,963,0.85801,0.89928
2004,Couple with children,5th Quintile,No,0.09581,91,963,0.07721,0.11441
2004,Other Combinations,5th Quintile,Yes,0.82818,31,31,0.69319,0.96317
2005,Single-person household,1st Quintile,Yes,0.32503,243,788,0.29230,0.35775
2005,Single-person household,1st Quintile,No,0.66622,545,788,0.63327,0.69916
2005,Single-person household,2nd Quintile,Yes,0.36954,212,560,0.32953,0.40956
2005,Single-person household,2nd Quintile,No,0.62291,348,560,0.58273,0.66309
2005,Single-person household,3rd Quintile,Yes,0.42548,220,517,0.38282,0.46814
2005,Single-person household,3rd Quintile,No,0.56103,297,517,0.51821,0.60385
2005,Single-person household,4th Quintile,Yes,0.43188,226,492,0.38807,0.47570
2005,Single-person household,4th Quintile,No,0.55746,266,492,0.51352,0.60139
2005,Single-person household,5th Quintile,Yes,0.49945,288,529,0.45680,0.54210
2005,Single-person household,5th Quintile,No,0.49578,241,529,0.45313,0.53842
2005,Couple without children,1st Quintile,Yes,0.42946,161,367,0.37874,0.48017
2005,Couple without children,1st Quintile,No,0.56560,206,367,0.51482,0.61638
2005,Couple without children,2nd Quintile,Yes,0.56363,363,632,0.52493,0.60232
2005,Couple without children,2nd Quintile,No,0.43090,269,632,0.39226,0.46954
2005,Couple without children,3rd Quintile,Yes,0.61664,389,635,0.57880,0.65449
2005,Couple without children,3rd Quintile,No,0.38177,246,635,0.34395,0.41959
2005,Couple without children,4th Quintile,Yes,0.66719,512,761,0.63369,0.70069
2005,Couple without children,4th Quintile,No,0.33281,249,761,0.29931,0.36631
2005,Couple without children,5th Quintile,Yes,0.72877,989,1290,0.70450,0.75304
2005,Couple without children,5th Quintile,No,0.26637,301,1290,0.24224,0.29051
2005,Single parent,1st Quintile,Yes,0.35741,118,313,0.30424,0.41059
2005,Single parent,1st Quintile,No,0.63229,195,313,0.57878,0.68579
2005,Single parent,2nd Quintile,Yes,0.44343,62,132,0.35836,0.52850
2005,Single parent,2nd Quintile,No,0.55246,70,132,0.46731,0.63761
2005,Single parent,3rd Quintile,Yes,0.46768,63,108,0.37314,0.56222
2005,Single parent,3rd Quintile,No,0.53232,45,108,0.43778,0.62686
2005,Single parent,4th Quintile,Yes,0.66548,60,60,0.54508,0.78587
2005,Single parent,5th Quintile,Yes,0.70851,38,38,0.56208,0.85494
2005,Couple with children,1st Quintile,Yes,0.46052,212,454,0.41462,0.50642
2005,Couple with children,1st Quintile,No,0.53868,242,454,0.49277,0.58459
2005,Couple with children,2nd Quintile,Yes,0.67955,452,704,0.64506,0.71405
2005,Couple with children,2nd Quintile,No,0.32045,252,704,0.28595,0.35494
2005,Couple with children,3rd Quintile,Yes,0.77978,617,796,0.75098,0.80859
2005,Couple with children,3rd Quintile,No,0.22022,179,796,0.19141,0.24902
2005,Couple with children,4th Quintile,Yes,0.83440,680,823,0.80899,0.85981
2005,Couple with children,4th Quintile,No,0.16560,143,823,0.14019,0.19101
2005,Couple with children,5th Quintile,Yes,0.85666,810,924,0.83405,0.87927
2005,Couple with children,5th Quintile,No,0.14334,114,924,0.12073,0.16595
2006,Single-person household,1st Quintile,Yes,0.28344,237,840,0.25295,0.31394
2006,Single-person household,1st Quintile,No,0.70626,603,840,0.67544,0.73708
2006,Single-person household,2nd Quintile,Yes,0.39045,259,645,0.35277,0.42813
2006,Single-person household,2nd Quintile,No,0.60699,386,645,0.56927,0.64471
2006,Single-person household,3rd Quintile,Yes,0.43845,269,599,0.39868,0.47822
2006,Single-person household,3rd Quintile,No,0.55894,330,599,0.51914,0.59874
2006,Single-person household,4th Quintile,Yes,0.45636,284,591,0.41617,0.49655
2006,Single-person household,4th Quintile,No,0.54364,307,591,0.50345,0.58383
2006,Single-person household,5th Quintile,Yes,0.50171,320,595,0.46150,0.54192
2006,Single-person household,5th Quintile,No,0.49598,275,595,0.45577,0.53618
2006,Couple without children,1st Quintile,Yes,0.39748,180,424,0.35084,0.44411
2006,Couple without children,1st Quintile,No,0.59443,244,424,0.54764,0.64122
2006,Couple without children,2nd Quintile,Yes,0.52615,373,664,0.48814,0.56416
2006,Couple without children,2nd Quintile,No,0.47385,291,664,0.43584,0.51186
2006,Couple without children,3rd Quintile,Yes,0.62277,487,768,0.58847,0.65707
2006,Couple without children,3rd Quintile,No,0.37624,281,768,0.34196,0.41053
2006,Couple without children,4th Quintile,Yes,0.66243,557,832,0.63027,0.69458
2006,Couple without children,4th Quintile,No,0.33447,275,832,0.30239,0.36655
2006,Couple without children,5th Quintile,Yes,0.73049,1145,1460,0.70772,0.75326
2006,Couple without children,5th Quintile,No,0.26426,315,1460,0.24164,0.28689
2006,Single parent,1st Quintile,Yes,0.36022,124,332,0.30851,0.41194
2006,Single parent,1st Quintile,No,0.61748,208,332,0.56512,0.66983
2006,Single parent,2nd Quintile,Yes,0.44104,75,154,0.36237,0.51972
2006,Single parent,2nd Quintile,No,0.54960,79,154,0.47077,0.62844
2006,Single parent,3rd Quintile,Yes,0.47645,67,121,0.38709,0.56581
2006,Single parent,3rd Quintile,No,0.52355,54,121,0.43419,0.61291
2006,Single parent,4th Quintile,Yes,0.61607,63,95,0.51775,0.71439
2006,Single parent,4th Quintile,No,0.38393,32,95,0.28561,0.48225
2006,Single parent,5th Quintile,Yes,0.69285,50,50,0.56369,0.82202
2006,Couple with children,1st Quintile,Yes,0.45446,213,459,0.40886,0.50007
2006,Couple with children,1st Quintile,No,0.54554,246,459,0.49993,0.59114
2006,Couple with children,2nd Quintile,Yes,0.60998,445,709,0.57405,0.64591
2006,Couple with children,2nd Quintile,No,0.39002,264,709,0.35409,0.42595
2006,Couple with children,3rd Quintile,Yes,0.78771,684,856,0.76030,0.81513
2006,Couple with children,3rd Quintile,No,0.20943,172,856,0.18216,0.23671
2006,Couple with children,4th Quintile,Yes,0.82811,776,920,0.80372,0.85250
2006,Couple with children,4th Quintile,No,0.17189,144,920,0.14750,0.19628
2006,Couple with children,5th Quintile,Yes,0.87127,788,892,0.84928,0.89326
2006,Couple with children,5th Quintile,No,0.12873,104,892,0.10674,0.15072
2007,Single-person household,1st Quintile,Yes,0.30705,250,830,0.27565,0.33845
2007,Single-person household,1st Quintile,No,0.68670,580,830,0.65513,0.71828
2007,Single-person household,2nd Quintile,Yes,0.40731,239,591,0.36766,0.44696
2007,Single-person household,2nd Quintile,No,0.58901,352,591,0.54931,0.62871
2007,Single-person household,3rd Quintile,Yes,0.46875,268,554,0.42715,0.51034
2007,Single-person household,3rd Quintile,No,0.52260,286,554,0.48097,0.56424
2007,Single-person household,4th Quintile,Yes,0.47454,285,560,0.43315,0.51594
2007,Single-person household,4th Quintile,No,0.51463,275,560,0.47320,0.55606
2007,Single-person household,5th Quintile,Yes,0.49468,307,554,0.45301,0.53636
2007,Single-person household,5th Quintile,No,0.50226,247,554,0.46058,0.54393
2007,Couple without children,1st Quintile,Yes,0.41487,175,380,0.36527,0.46448
2007,Couple without children,1st Quintile,No,0.55294,205,380,0.50289,0.60300
2007,Couple without children,2nd Quintile,Yes,0.54159,362,634,0.50277,0.58041
2007,Couple without children,2nd Quintile,No,0.45841,272,634,0.41959,0.49723
2007,Couple without children,3rd Quintile,Yes,0.63989,470,721,0.60483,0.67495
2007,Couple without children,3rd Quintile,No,0.35559,251,721,0.32062,0.39056
2007,Couple without children,4th Quintile,Yes,0.67623,558,816,0.64410,0.70835
2007,Couple without children,4th Quintile,No,0.32377,258,816,0.29165,0.35590
2007,Couple without children,5th Quintile,Yes,0.75441,1039,1317,0.73115,0.77767
2007,Couple without children,5th Quintile,No,0.24481,278,1317,0.22158,0.26804
2007,Single parent,1st Quintile,Yes,0.34346,112,294,0.28908,0.39783
2007,Single parent,1st Quintile,No,0.65038,182,294,0.59578,0.70498
2007,Single parent,2nd Quintile,Yes,0.36438,57,139,0.28409,0.44468
2007,Single parent,2nd Quintile,No,0.61425,82,139,0.53303,0.69546
2007,Single parent,3rd Quintile,Yes,0.59709,76,128,0.51179,0.68240
2007,Single parent,3rd Quintile,No,0.40291,52,128,0.31760,0.48821
2007,Single parent,4th Quintile,Yes,0.68432,59,59,0.56471,0.80394
2007,Single parent,5th Quintile,Yes,0.68039,50,50,0.54982,0.81096
2007,Couple with children,1st Quintile,Yes,0.46057,192,412,0.41238,0.50876
2007,Couple with children,1st Quintile,No,0.53943,220,412,0.49124,0.58762
2007,Couple with children,2nd Quintile,Yes,0.66560,475,702,0.63068,0.70053
2007,Couple with children,2nd Quintile,No,0.33440,227,702,0.29947,0.36932
2007,Couple with children,3rd Quintile,Yes,0.76614,614,782,0.73645,0.79582
2007,Couple with children,3rd Quintile,No,0.23386,168,782,0.20418,0.26355
2007,Couple with children,4th Quintile,Yes,0.83515,696,828,0.80986,0.86044
2007,Couple with children,4th Quintile,No,0.16485,132,828,0.13956,0.19014
2007,Couple with children,5th Quintile,Yes,0.88028,749,852,0.85847,0.90209
2007,Couple with children,5th Quintile,No,0.11972,103,852,0.09791,0.14153
2008,Single-person household,1st Quintile,Yes,0.31499,239,774,0.28224,0.34773
2008,Single-person household,1st Quintile,No,0.67092,535,774,0.63779,0.70404
2008,Single-person household,2nd Quintile,Yes,0.41648,242,578,0.37626,0.45671
2008,Single-person household,2nd Quintile,No,0.58027,336,578,0.54000,0.62054
2008,Single-person household,3rd Quintile,Yes,0.42175,254,554,0.38059,0.46291
2008,Single-person household,3rd Quintile,No,0.56979,300,554,0.52853,0.61106
2008,Single-person household,4th Quintile,Yes,0.47572,261,524,0.43291,0.51852
2008,Single-person household,4th Quintile,No,0.52215,263,524,0.47934,0.56496
2008,Single-person household,5th Quintile,Yes,0.54939,318,537,0.50726,0.59151
2008,Single-person household,5th Quintile,No,0.44939,219,537,0.40727,0.49150
2008,Couple without children,1st Quintile,Yes,0.43219,180,402,0.38370,0.48068
2008,Couple without children,1st Quintile,No,0.56539,222,402,0.51687,0.61391
2008,Couple without children,2nd Quintile,Yes,0.57189,351,593,0.53203,0.61175
2008,Couple without children,2nd Quintile,No,0.42811,242,593,0.38825,0.46797
2008,Couple without children,3rd Quintile,Yes,0.65338,470,720,0.61859,0.68816
2008,Couple without children,3rd Quintile,No,0.34437,250,720,0.30964,0.37910
2008,Couple without children,4th Quintile,Yes,0.68688,512,726,0.65312,0.72064
2008,Couple without children,4th Quintile,No,0.31312,214,726,0.27936,0.34688
2008,Couple without children,5th Quintile,Yes,0.76041,1017,1288,0.73709,0.78373
2008,Couple without children,5th Quintile,No,0.23797,271,1288,0.21470,0.26123
2008,Single parent,1st Quintile,Yes,0.35119,100,281,0.29528,0.40710
2008,Single parent,1st Quintile,No,0.64881,181,281,0.59290,0.70472
2008,Single parent,2nd Quintile,Yes,0.46791,75,153,0.38859,0.54724
2008,Single parent,2nd Quintile,No,0.53209,78,153,0.45276,0.61141
2008,Single parent,3rd Quintile,Yes,0.59838,70,111,0.50677,0.68999
2008,Single parent,3rd Quintile,No,0.40162,41,111,0.31001,0.49323
2008,Single parent,4th Quintile,Yes,0.61853,54,54,0.48776,0.74931
2008,Single parent,5th Quintile,Yes,0.80048,45,45,0.68240,0.91857
2008,Couple with children,1st Quintile,Yes,0.44332,173,383,0.39350,0.49314
2008,Couple with children,1st Quintile,No,0.55668,210,383,0.50686,0.60650
2008,Couple with children,2nd Quintile,Yes,0.70368,437,625,0.66785,0.73950
2008,Couple with children,2nd Quintile,No,0.29451,188,625,0.25875,0.33028
2008,Couple with children,3rd Quintile,Yes,0.75815,574,743,0.72734,0.78896
2008,Couple with children,3rd Quintile,No,0.24185,169,743,0.21104,0.27266
2008,Couple with children,4th Quintile,Yes,0.84455,630,742,0.81846,0.87064
2008,Couple with children,4th Quintile,No,0.15545,112,742,0.12936,0.18154
2008,Couple with children,5th Quintile,Yes,0.88912,688,772,0.86696,0.91128
2008,Couple with children,5th Quintile,No,0.11088,84,772,0.08872,0.13304
2009,Single-person household,1st Quintile,Yes,0.33881,242,771,0.30538,0.37224
2009,Single-person household,1st Quintile,No,0.65755,529,771,0.62404,0.69107
2009,Single-person household,2nd Quintile,Yes,0.42259,238,557,0.38153,0.46365
2009,Single-person household,2nd Quintile,No,0.57230,319,557,0.53117,0.61342
2009,Single-person household,3rd Quintile,Yes,0.45165,270,543,0.40975,0.49355
2009,Single-person household,3rd Quintile,No,0.54835,273,543,0.50645,0.59025
2009,Single-person household,4th Quintile,Yes,0.45559,234,476,0.41080,0.50037
2009,Single-person household,4th Quintile,No,0.54441,242,476,0.49963,0.58920
2009,Single-person household,5th Quintile,Yes,0.55275,290,490,0.50868,0.59682
2009,Single-person household,5th Quintile,No,0.44231,200,490,0.39829,0.48633
2009,Couple without children,1st Quintile,Yes,0.43285,169,377,0.38276,0.48293
2009,Couple without children,1st Quintile,No,0.56715,208,377,0.51707,0.61724
2009,Couple without children,2nd Quintile,Yes,0.56613,360,607,0.52667,0.60559
2009,Couple without children,2nd Quintile,No,0.43387,247,607,0.39441,0.47333
2009,Couple without children,3rd Quintile,Yes,0.65624,412,615,0.61867,0.69381
2009,Couple without children,3rd Quintile,No,0.34376,203,615,0.30619,0.38133
2009,Couple without children,4th Quintile,Yes,0.68985,515,750,0.65672,0.72297
2009,Couple without children,4th Quintile,No,0.30588,235,750,0.27288,0.33888
2009,Couple without children,5th Quintile,Yes,0.76629,943,1200,0.74233,0.79024
2009,Couple without children,5th Quintile,No,0.23371,257,1200,0.20976,0.25767
2009,Single parent,1st Quintile,Yes,0.38276,102,254,0.32287,0.44266
2009,Single parent,1st Quintile,No,0.60658,152,254,0.54639,0.66678
2009,Single parent,2nd Quintile,Yes,0.43103,65,145,0.35015,0.51192
2009,Single parent,2nd Quintile,No,0.56897,80,145,0.48808,0.64985
2009,Single parent,3rd Quintile,Yes,0.65044,71,106,0.55924,0.74165
2009,Single parent,3rd Quintile,No,0.34956,35,106,0.25835,0.44076
2009,Single parent,4th Quintile,Yes,0.65314,56,56,0.52734,0.77893
2009,Single parent,5th Quintile,Yes,0.72868,38,38,0.58541,0.87195
2009,Couple with children,1st Quintile,Yes,0.46883,173,366,0.41764,0.52003
2009,Couple with children,1st Quintile,No,0.53117,193,366,0.47997,0.58236
2009,Couple with children,2nd Quintile,Yes,0.69051,378,552,0.65191,0.72911
2009,Couple with children,2nd Quintile,No,0.30949,174,552,0.27089,0.34809
2009,Couple with children,3rd Quintile,Yes,0.81771,531,657,0.78816,0.84725
2009,Couple with children,3rd Quintile,No,0.18157,126,657,0.15207,0.21107
2009,Couple with children,4th Quintile,Yes,0.86649,632,720,0.84163,0.89136
2009,Couple with children,4th Quintile,No,0.13351,88,720,0.10864,0.15837
2009,Couple with children,5th Quintile,Yes,0.88380,631,712,0.86024,0.90736
2009,Couple with children,5th Quintile,No,0.11620,81,712,0.09264,0.13976
2010,Single-person household,1st Quintile,Yes,0.32332,235,718,0.28908,0.35755
2010,Single-person household,1st Quintile,No,0.66847,483,718,0.63401,0.70293
2010,Single-person household,2nd Quintile,Yes,0.39860,219,550,0.35764,0.43955
2010,Single-person household,2nd Quintile,No,0.59983,331,550,0.55885,0.64081
2010,Single-person household,3rd Quintile,Yes,0.47615,250,500,0.43233,0.51997
2010,Single-person household,3rd Quintile,No,0.52225,250,500,0.47842,0.56608
2010,Single-person household,4th Quintile,Yes,0.51726,253,461,0.47159,0.56292
2010,Single-person household,4th Quintile,No,0.47497,208,461,0.42933,0.52060
2010,Single-person household,5th Quintile,Yes,0.53953,269,454,0.49363,0.58543
2010,Single-person household,5th Quintile,No,0.45692,185,454,0.41105,0.50280
2010,Couple without children,1st Quintile,Yes,0.40945,142,334,0.35664,0.46227
2010,Couple without children,1st Quintile,No,0.59055,192,334,0.53773,0.64336
2010,Couple without children,2nd Quintile,Yes,0.62057,356,577,0.58094,0.66020
2010,Couple without children,2nd Quintile,No,0.37943,221,577,0.33980,0.41906
2010,Couple without children,3rd Quintile,Yes,0.64625,395,602,0.60803,0.68448
2010,Couple without children,3rd Quintile,No,0.35375,207,602,0.31552,0.39197
2010,Couple without children,4th Quintile,Yes,0.71323,531,726,0.68031,0.74615
2010,Couple without children,4th Quintile,No,0.28135,195,726,0.24862,0.31408
2010,Couple without children,5th Quintile,Yes,0.76747,881,1131,0.74284,0.79210
2010,Couple without children,5th Quintile,No,0.23214,250,1131,0.20753,0.25676
2010,Single parent,1st Quintile,Yes,0.34357,337,888,0.31232,0.37483
2010,Single parent,1st Quintile,No,0.65550,551,888,0.62423,0.68678
2010,Single parent,2nd Quintile,Yes,0.54346,226,423,0.49594,0.59099
2010,Single parent,2nd Quintile,No,0.45654,197,423,0.40901,0.50406
2010,Single parent,3rd Quintile,Yes,0.61892,174,275,0.56141,0.67642
2010,Single parent,3rd Quintile,No,0.38108,101,275,0.32358,0.43859
2010,Single parent,4th Quintile,Yes,0.66418,117,162,0.59123,0.73713
2010,Single parent,4th Quintile,No,0.33582,45,162,0.26287,0.40877
2010,Single parent,5th Quintile,Yes,0.76462,74,74,0.66730,0.86194
2010,Couple with children,1st Quintile,Yes,0.49911,587,1159,0.47031,0.52791
2010,Couple with children,1st Quintile,No,0.50050,572,1159,0.47171,0.52930
2010,Couple with children,2nd Quintile,Yes,0.67810,914,1333,0.65301,0.70319
2010,Couple with children,2nd Quintile,No,0.32176,419,1333,0.29667,0.34685
2010,Couple with children,3rd Quintile,Yes,0.81623,906,1138,0.79372,0.83874
2010,Couple with children,3rd Quintile,No,0.18377,232,1138,0.16126,0.20628
2010,Couple with children,4th Quintile,Yes,0.84940,895,1074,0.82800,0.87080
2010,Couple with children,4th Quintile,No,0.15060,179,1074,0.12920,0.17200
2010,Couple with children,5th Quintile,Yes,0.88485,869,1006,0.86511,0.90458
2010,Couple with children,5th Quintile,No,0.11500,137,1006,0.09528,0.13473
2011,Single-person household,1st Quintile,Yes,0.30656,317,1025,0.27832,0.33480
2011,Single-person household,1st Quintile,No,0.69048,708,1025,0.66216,0.71879
2011,Single-person household,2nd Quintile,Yes,0.43409,306,730,0.39811,0.47007
2011,Single-person household,2nd Quintile,No,0.56447,424,730,0.52848,0.60046
2011,Single-person household,3rd Quintile,Yes,0.49663,337,662,0.45851,0.53474
2011,Single-person household,3rd Quintile,No,0.49995,325,662,0.46183,0.53807
2011,Single-person household,4th Quintile,Yes,0.49945,279,549,0.45759,0.54132
2011,Single-person household,4th Quintile,No,0.50055,270,549,0.45868,0.54241
2011,Single-person household,5th Quintile,Yes,0.59624,350,560,0.55557,0.63692
2011,Single-person household,5th Quintile,No,0.40262,210,560,0.36196,0.44328
2011,Couple without children,1st Quintile,Yes,0.49748,228,476,0.45251,0.54244
2011,Couple without children,1st Quintile,No,0.50252,248,476,0.45756,0.54749
2011,Couple without children,2nd Quintile,Yes,0.60400,443,721,0.56828,0.63973
2011,Couple without children,2nd Quintile,No,0.39600,278,721,0.36027,0.43172
2011,Couple without children,3rd Quintile,Yes,0.65074,540,804,0.61776,0.68371
2011,Couple without children,3rd Quintile,No,0.34926,264,804,0.31629,0.38224
2011,Couple without children,4th Quintile,Yes,0.69870,683,957,0.66962,0.72779
2011,Couple without children,4th Quintile,No,0.30130,274,957,0.27221,0.33038
2011,Couple without children,5th Quintile,Yes,0.75135,1111,1413,0.72880,0.77389
2011,Couple without children,5th Quintile,No,0.24798,302,1413,0.22546,0.27051
2011,Single parent,1st Quintile,Yes,0.37609,416,1035,0.34657,0.40562
2011,Single parent,1st Quintile,No,0.62325,619,1035,0.59371,0.65279
2011,Single parent,2nd Quintile,Yes,0.49571,295,552,0.45396,0.53745
2011,Single parent,2nd Quintile,No,0.50429,257,552,0.46255,0.54604
2011,Single parent,3rd Quintile,Yes,0.63597,226,373,0.58707,0.68486
2011,Single parent,3rd Quintile,No,0.36403,147,373,0.31514,0.41293
2011,Single parent,4th Quintile,Yes,0.69899,163,225,0.63892,0.75906
2011,Single parent,4th Quintile,No,0.30101,62,225,0.24094,0.36108
2011,Single parent,5th Quintile,Yes,0.78442,92,92,0.69993,0.86891
2011,Couple with children,1st Quintile,Yes,0.44422,564,1112,0.41500,0.47344
2011,Couple with children,1st Quintile,No,0.55429,548,1112,0.52506,0.58352
2011,Couple with children,2nd Quintile,Yes,0.70124,980,1362,0.67692,0.72556
2011,Couple with children,2nd Quintile,No,0.29852,382,1362,0.27421,0.32284
2011,Couple with children,3rd Quintile,Yes,0.78931,1088,1339,0.76746,0.81116
2011,Couple with children,3rd Quintile,No,0.21069,251,1339,0.18884,0.23254
2011,Couple with children,4th Quintile,Yes,0.85132,1101,1281,0.83183,0.87082
2011,Couple with children,4th Quintile,No,0.14868,180,1281,0.12918,0.16817
2011,Couple with children,5th Quintile,Yes,0.86405,924,1072,0.84353,0.88458
2011,Couple with children,5th Quintile,No,0.13595,148,1072,0.11542,0.15647
2012,Single-person household,1st Quintile,Yes,0.29705,324,1088,0.26988,0.32422
2012,Single-person household,1st Quintile,No,0.70201,764,1088,0.67482,0.72920
2012,Single-person household,2nd Quintile,Yes,0.39434,288,736,0.35901,0.42967
2012,Single-person household,2nd Quintile,No,0.60064,448,736,0.56523,0.63605
2012,Single-person household,3rd Quintile,Yes,0.44656,306,665,0.40875,0.48437
2012,Single-person household,3rd Quintile,No,0.55344,359,665,0.51563,0.59125
2012,Single-person household,4th Quintile,Yes,0.54847,345,616,0.50914,0.58780
2012,Single-person household,4th Quintile,No,0.45153,271,616,0.41220,0.49086
2012,Single-person household,5th Quintile,Yes,0.59665,348,570,0.55634,0.63696
2012,Single-person household,5th Quintile,No,0.40335,222,570,0.36304,0.44366
2012,Couple without children,1st Quintile,Yes,0.47764,210,463,0.43209,0.52319
2012,Couple without children,1st Quintile,No,0.50694,253,463,0.46135,0.55253
2012,Couple without children,2nd Quintile,Yes,0.59533,451,741,0.55996,0.63069
2012,Couple without children,2nd Quintile,No,0.40467,290,741,0.36931,0.44004
2012,Couple without children,3rd Quintile,Yes,0.68005,578,847,0.64862,0.71148
2012,Couple without children,3rd Quintile,No,0.31995,269,847,0.28852,0.35138
2012,Couple without children,4th Quintile,Yes,0.70381,694,960,0.67491,0.73271
2012,Couple without children,4th Quintile,No,0.29619,266,960,0.26729,0.32509
2012,Couple without children,5th Quintile,Yes,0.78303,1147,1436,0.76170,0.80435
2012,Couple without children,5th Quintile,No,0.21697,289,1436,0.19565,0.23830
2012,Single parent,1st Quintile,Yes,0.40824,406,973,0.37734,0.43914
2012,Single parent,1st Quintile,No,0.59176,567,973,0.56086,0.62266
2012,Single parent,2nd Quintile,Yes,0.47914,278,545,0.43716,0.52112
2012,Single parent,2nd Quintile,No,0.52086,267,545,0.47888,0.56284
2012,Single parent,3rd Quintile,Yes,0.54399,190,346,0.49143,0.59655
2012,Single parent,3rd Quintile,No,0.45601,156,346,0.40345,0.50857
2012,Single parent,4th Quintile,Yes,0.68474,135,197,0.61969,0.74979
2012,Single parent,4th Quintile,No,0.31526,62,197,0.25021,0.38031
2012,Single parent,5th Quintile,Yes,0.83377,100,100,0.76044,0.90711
2012,Couple with children,1st Quintile,Yes,0.46582,539,1016,0.43513,0.49650
2012,Couple with children,1st Quintile,No,0.53418,477,1016,0.50350,0.56487
2012,Couple with children,2nd Quintile,Yes,0.68601,905,1236,0.66013,0.71190
2012,Couple with children,2nd Quintile,No,0.31399,331,1236,0.28810,0.33987
2012,Couple with children,3rd Quintile,Yes,0.82209,1082,1297,0.80126,0.84291
2012,Couple with children,3rd Quintile,No,0.17791,215,1297,0.15709,0.19874
2012,Couple with children,4th Quintile,Yes,0.83811,1032,1213,0.81738,0.85885
2012,Couple with children,4th Quintile,No,0.16189,181,1213,0.14115,0.18262
2012,Couple with children,5th Quintile,Yes,0.87036,901,1012,0.84965,0.89107
2012,Couple with children,5th Quintile,No,0.12964,111,1012,0.10893,0.15035
2013,Single-person household,1st Quintile,Yes,0.30639,318,1111,0.27927,0.33351
2013,Single-person household,1st Quintile,No,0.69361,793,1111,0.66649,0.72073
2013,Single-person household,2nd Quintile,Yes,0.39950,321,835,0.36626,0.43274
2013,Single-person household,2nd Quintile,No,0.60003,514,835,0.56678,0.63328
2013,Single-person household,3rd Quintile,Yes,0.49120,321,680,0.45359,0.52880
2013,Single-person household,3rd Quintile,No,0.50880,359,680,0.47120,0.54641
2013,Single-person household,4th Quintile,Yes,0.55167,326,610,0.51217,0.59117
2013,Single-person household,4th Quintile,No,0.44833,284,610,0.40883,0.48783
2013,Single-person household,5th Quintile,Yes,0.62028,364,602,0.58148,0.65908
2013,Single-person household,5th Quintile,No,0.37972,238,602,0.34092,0.41852
2013,Couple without children,1st Quintile,Yes,0.49010,254,580,0.44938,0.53082
2013,Couple without children,1st Quintile,No,0.50990,326,580,0.46918,0.55062
2013,Couple without children,2nd Quintile,Yes,0.60287,443,767,0.56822,0.63752
2013,Couple without children,2nd Quintile,No,0.39713,324,767,0.36248,0.43178
2013,Couple without children,3rd Quintile,Yes,0.70298,596,884,0.67285,0.73312
2013,Couple without children,3rd Quintile,No,0.29702,288,884,0.26688,0.32715
2013,Couple without children,4th Quintile,Yes,0.74337,719,969,0.71586,0.77089
2013,Couple without children,4th Quintile,No,0.25663,250,969,0.22911,0.28414
2013,Couple without children,5th Quintile,Yes,0.78344,1135,1437,0.76213,0.80474
2013,Couple without children,5th Quintile,No,0.21656,302,1437,0.19526,0.23787
2013,Single parent,1st Quintile,Yes,0.37378,404,1016,0.34402,0.40355
2013,Single parent,1st Quintile,No,0.62491,612,1016,0.59512,0.65469
2013,Single parent,2nd Quintile,Yes,0.48999,298,587,0.44952,0.53047
