year,pgisced97,sampreg,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Second Stage of Tertiary Education,West,No,0.97955,5571,5865,0.97593,0.98318
2019,Second Stage of Tertiary Education,East,Yes,0.01249,50,1661,0.00715,0.01784
2019,Second Stage of Tertiary Education,East,No,0.98751,1611,1661,0.98216,0.99285
2020,No answer / don't know,West,Yes,0.09781,122,750,0.07653,0.11908
2020,No answer / don't know,West,No,0.90219,628,750,0.88092,0.92347
2020,No answer / don't know,East,No,0.71360,102,102,0.62543,0.80176
2020,Pre-primary Level,West,No,0.99667,282,282,0.98994,1.00341
2020,Pre-primary Level,East,No,0.94504,59,59,0.88639,1.00370
2020,Primary Level,West,Yes,0.23400,378,1288,0.21087,0.25713
2020,Primary Level,West,No,0.76600,910,1288,0.74287,0.78913
2020,Primary Level,East,Yes,0.39605,85,189,0.32614,0.46597
2020,Primary Level,East,No,0.60395,104,189,0.53403,0.67386
2020,Lower Secondary Level,West,Yes,0.10089,407,2590,0.08929,0.11250
2020,Lower Secondary Level,West,No,0.89911,2183,2590,0.88750,0.91071
2020,Lower Secondary Level,East,Yes,0.19014,114,447,0.15372,0.22656
2020,Lower Secondary Level,East,No,0.80986,333,447,0.77344,0.84628
2020,Upper Secondary Level,West,Yes,0.03527,447,8665,0.03138,0.03915
2020,Upper Secondary Level,West,No,0.96473,8218,8665,0.96085,0.96862
2020,Upper Secondary Level,East,Yes,0.07617,240,2527,0.06582,0.08651
2020,Upper Secondary Level,East,No,0.92383,2287,2527,0.91349,0.93418
2020,Post-secondary Non-tertiary Level,West,Yes,0.04337,91,2018,0.03448,0.05225
2020,Post-secondary Non-tertiary Level,West,No,0.95663,1927,2018,0.94775,0.96552
2020,Post-secondary Non-tertiary Level,East,No,0.92535,308,308,0.89595,0.95475
2020,First Stage of Tertiary Education,West,No,0.98578,1053,1053,0.97863,0.99294
2020,First Stage of Tertiary Education,East,No,0.97525,385,385,0.95971,0.99079
2020,Second Stage of Tertiary Education,West,Yes,0.02337,247,6031,0.01956,0.02718
2020,Second Stage of Tertiary Education,West,No,0.97663,5784,6031,0.97282,0.98044
2020,Second Stage of Tertiary Education,East,Yes,0.00900,43,1639,0.00442,0.01357
2020,Second Stage of Tertiary Education,East,No,0.99100,1596,1639,0.98643,0.99558
2021,No answer / don't know,West,Yes,0.08886,85,668,0.06726,0.11045
2021,No answer / don't know,West,No,0.91114,583,668,0.88955,0.93274
2021,No answer / don't know,East,No,0.86274,99,99,0.79461,0.93088
2021,Pre-primary Level,West,No,0.99789,151,151,0.99056,1.00523
2021,Pre-primary Level,East,No,0.93929,33,33,0.85656,1.02203
2021,Primary Level,West,Yes,0.21957,187,805,0.19096,0.24819
2021,Primary Level,West,No,0.78043,618,805,0.75181,0.80904
2021,Primary Level,East,Yes,0.26146,39,118,0.18183,0.34108
2021,Primary Level,East,No,0.73854,79,118,0.65892,0.81817
2021,Lower Secondary Level,West,Yes,0.11013,219,1486,0.09421,0.12605
2021,Lower Secondary Level,West,No,0.88987,1267,1486,0.87395,0.90579
2021,Lower Secondary Level,East,Yes,0.14810,61,258,0.10467,0.19152
2021,Lower Secondary Level,East,No,0.85190,197,258,0.80848,0.89533
2021,Upper Secondary Level,West,Yes,0.03800,282,5662,0.03302,0.04298
2021,Upper Secondary Level,West,No,0.96200,5380,5662,0.95702,0.96698
2021,Upper Secondary Level,East,Yes,0.06446,133,1669,0.05267,0.07624
2021,Upper Secondary Level,East,No,0.93554,1536,1669,0.92376,0.94733
2021,Post-secondary Non-tertiary Level,West,Yes,0.04399,71,1376,0.03315,0.05482
2021,Post-secondary Non-tertiary Level,West,No,0.95601,1305,1376,0.94518,0.96685
2021,Post-secondary Non-tertiary Level,East,No,0.96619,215,215,0.94197,0.99040
2021,First Stage of Tertiary Education,West,No,0.97349,719,719,0.96174,0.98524
2021,First Stage of Tertiary Education,East,No,0.98799,261,261,0.97474,1.00123
2021,Second Stage of Tertiary Education,West,Yes,0.02560,160,4479,0.02098,0.03023
2021,Second Stage of Tertiary Education,West,No,0.97440,4319,4479,0.96977,0.97902
2021,Second Stage of Tertiary Education,East,Yes,0.02294,39,1189,0.01443,0.03145
2021,Second Stage of Tertiary Education,East,No,0.97706,1150,1189,0.96855,0.98557
2022,No answer / don't know,West,Yes,0.05955,164,2703,0.05063,0.06847
2022,No answer / don't know,West,No,0.94045,2539,2703,0.93153,0.94937
2022,No answer / don't know,East,Yes,0.06764,48,691,0.04890,0.08638
2022,No answer / don't know,East,No,0.93236,643,691,0.91362,0.95110
2022,Pre-primary Level,West,No,0.97074,246,246,0.94964,0.99185
2022,Pre-primary Level,East,No,0.98631,58,58,0.95614,1.01648
2022,Primary Level,West,Yes,0.18777,169,720,0.15922,0.21631
2022,Primary Level,West,No,0.81223,551,720,0.78369,0.84078
2022,Primary Level,East,Yes,0.27339,51,117,0.19228,0.35449
2022,Primary Level,East,No,0.72661,66,117,0.64551,0.80772
2022,Lower Secondary Level,West,Yes,0.08932,191,1521,0.07498,0.10366
2022,Lower Secondary Level,West,No,0.91068,1330,1521,0.89634,0.92502
2022,Lower Secondary Level,East,Yes,0.15120,76,349,0.11356,0.18884
2022,Lower Secondary Level,East,No,0.84880,273,349,0.81116,0.88644
2022,Upper Secondary Level,West,Yes,0.03116,281,7088,0.02711,0.03520
2022,Upper Secondary Level,West,No,0.96884,6807,7088,0.96480,0.97289
2022,Upper Secondary Level,East,Yes,0.04790,133,2127,0.03882,0.05697
2022,Upper Secondary Level,East,No,0.95210,1994,2127,0.94303,0.96118
2022,Post-secondary Non-tertiary Level,West,Yes,0.03034,60,1818,0.02245,0.03823
2022,Post-secondary Non-tertiary Level,West,No,0.96966,1758,1818,0.96177,0.97755
2022,Post-secondary Non-tertiary Level,East,No,0.98579,370,370,0.97372,0.99787
2022,First Stage of Tertiary Education,West,No,0.98535,1009,1009,0.97793,0.99277
2022,First Stage of Tertiary Education,East,No,0.98944,338,338,0.97852,1.00035
2022,Second Stage of Tertiary Education,West,Yes,0.01745,156,6898,0.01436,0.02054
2022,Second Stage of Tertiary Education,West,No,0.98255,6742,6898,0.97946,0.98564
2022,Second Stage of Tertiary Education,East,Yes,0.01912,48,1755,0.01272,0.02553
2022,Second Stage of Tertiary Education,East,No,0.98088,1707,1755,0.97447,0.98728
