year,pgisced97,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Upper Secondary Level,male,No,0.93187,4617,4951,0.92486,0.93889
2016,Upper Secondary Level,female,Yes,0.05491,429,6059,0.04917,0.06064
2016,Upper Secondary Level,female,No,0.94509,5630,6059,0.93936,0.95083
2016,Post-secondary Non-tertiary Level,male,Yes,0.08020,58,751,0.06076,0.09964
2016,Post-secondary Non-tertiary Level,male,No,0.91980,693,751,0.90036,0.93924
2016,Post-secondary Non-tertiary Level,female,Yes,0.03623,74,1271,0.02595,0.04651
2016,Post-secondary Non-tertiary Level,female,No,0.96377,1197,1271,0.95349,0.97405
2016,First Stage of Tertiary Education,male,No,0.96711,834,834,0.95499,0.97922
2016,First Stage of Tertiary Education,female,No,0.99265,537,537,0.98542,0.99988
2016,Second Stage of Tertiary Education,male,Yes,0.02244,71,2927,0.01707,0.02780
2016,Second Stage of Tertiary Education,male,No,0.97756,2856,2927,0.97220,0.98293
2016,Second Stage of Tertiary Education,female,Yes,0.02695,118,2977,0.02113,0.03277
2016,Second Stage of Tertiary Education,female,No,0.97305,2859,2977,0.96723,0.97887
2017,No answer / don't know,male,Yes,0.13254,88,412,0.09976,0.16533
2017,No answer / don't know,male,No,0.86746,324,412,0.83467,0.90024
2017,No answer / don't know,female,Yes,0.08502,63,341,0.05537,0.11467
2017,No answer / don't know,female,No,0.91498,278,341,0.88533,0.94463
2017,Pre-primary Level,male,No,0.99502,193,193,0.98505,1.00498
2017,Pre-primary Level,female,No,0.99668,216,216,0.98900,1.00437
2017,Primary Level,male,Yes,0.25541,235,585,0.22004,0.29077
2017,Primary Level,male,No,0.74459,350,585,0.70923,0.77996
2017,Primary Level,female,Yes,0.28506,226,570,0.24796,0.32215
2017,Primary Level,female,No,0.71494,344,570,0.67785,0.75204
2017,Lower Secondary Level,male,Yes,0.14451,276,1322,0.12555,0.16347
2017,Lower Secondary Level,male,No,0.85549,1046,1322,0.83653,0.87445
2017,Lower Secondary Level,female,Yes,0.08727,279,1833,0.07435,0.10020
2017,Lower Secondary Level,female,No,0.91273,1554,1833,0.89980,0.92565
2017,Upper Secondary Level,male,Yes,0.06371,421,5712,0.05737,0.07004
2017,Upper Secondary Level,male,No,0.93629,5291,5712,0.92996,0.94263
2017,Upper Secondary Level,female,Yes,0.04139,461,6732,0.03663,0.04615
2017,Upper Secondary Level,female,No,0.95861,6271,6732,0.95385,0.96337
2017,Post-secondary Non-tertiary Level,male,Yes,0.06616,69,852,0.04946,0.08286
2017,Post-secondary Non-tertiary Level,male,No,0.93384,783,852,0.91714,0.95054
2017,Post-secondary Non-tertiary Level,female,Yes,0.04014,70,1414,0.02991,0.05038
2017,Post-secondary Non-tertiary Level,female,No,0.95986,1344,1414,0.94962,0.97009
2017,First Stage of Tertiary Education,male,No,0.95953,917,917,0.94677,0.97229
2017,First Stage of Tertiary Education,female,No,0.99272,578,578,0.98579,0.99966
2017,Second Stage of Tertiary Education,male,Yes,0.02102,206,3527,0.01629,0.02576
2017,Second Stage of Tertiary Education,male,No,0.97898,3321,3527,0.97424,0.98371
2017,Second Stage of Tertiary Education,female,Yes,0.02929,192,3402,0.02362,0.03496
2017,Second Stage of Tertiary Education,female,No,0.97071,3210,3402,0.96504,0.97638
2018,No answer / don't know,male,Yes,0.12719,98,474,0.09716,0.15722
2018,No answer / don't know,male,No,0.87281,376,474,0.84278,0.90284
2018,No answer / don't know,female,Yes,0.08280,67,373,0.05480,0.11081
2018,No answer / don't know,female,No,0.91720,306,373,0.88919,0.94520
2018,Pre-primary Level,male,No,0.96497,159,159,0.93630,0.99364
2018,Pre-primary Level,female,No,0.99240,184,184,0.97983,1.00498
2018,Primary Level,male,Yes,0.31390,340,812,0.28196,0.34585
2018,Primary Level,male,No,0.68610,472,812,0.65415,0.71804
2018,Primary Level,female,Yes,0.27407,337,807,0.24327,0.30486
2018,Primary Level,female,No,0.72593,470,807,0.69514,0.75673
2018,Lower Secondary Level,male,Yes,0.14284,324,1467,0.12493,0.16075
2018,Lower Secondary Level,male,No,0.85716,1143,1467,0.83925,0.87507
2018,Lower Secondary Level,female,Yes,0.08860,323,1862,0.07569,0.10151
2018,Lower Secondary Level,female,No,0.91140,1539,1862,0.89849,0.92431
2018,Upper Secondary Level,male,Yes,0.05822,425,5523,0.05204,0.06439
2018,Upper Secondary Level,male,No,0.94178,5098,5523,0.93561,0.94796
2018,Upper Secondary Level,female,Yes,0.04433,474,6556,0.03934,0.04931
2018,Upper Secondary Level,female,No,0.95567,6082,6556,0.95069,0.96066
2018,Post-secondary Non-tertiary Level,male,Yes,0.06063,61,836,0.04444,0.07682
2018,Post-secondary Non-tertiary Level,male,No,0.93937,775,836,0.92318,0.95556
2018,Post-secondary Non-tertiary Level,female,Yes,0.03395,77,1369,0.02435,0.04355
2018,Post-secondary Non-tertiary Level,female,No,0.96605,1292,1369,0.95645,0.97565
2018,First Stage of Tertiary Education,male,No,0.97456,859,859,0.96403,0.98510
2018,First Stage of Tertiary Education,female,No,0.99541,562,562,0.98982,1.00100
2018,Second Stage of Tertiary Education,male,Yes,0.02388,215,3537,0.01884,0.02891
2018,Second Stage of Tertiary Education,male,No,0.97612,3322,3537,0.97109,0.98116
2018,Second Stage of Tertiary Education,female,Yes,0.02545,197,3391,0.02015,0.03075
2018,Second Stage of Tertiary Education,female,No,0.97455,3194,3391,0.96925,0.97985
2019,No answer / don't know,male,Yes,0.13169,90,419,0.09927,0.16411
2019,No answer / don't know,male,No,0.86831,329,419,0.83589,0.90073
2019,No answer / don't know,female,Yes,0.17355,91,366,0.13470,0.21241
2019,No answer / don't know,female,No,0.82645,275,366,0.78759,0.86530
2019,Pre-primary Level,male,No,0.99717,165,165,0.98903,1.00530
2019,Pre-primary Level,female,No,0.99943,162,162,0.99576,1.00311
2019,Primary Level,male,Yes,0.24170,299,794,0.21190,0.27149
2019,Primary Level,male,No,0.75830,495,794,0.72851,0.78810
2019,Primary Level,female,Yes,0.26795,336,724,0.23567,0.30023
2019,Primary Level,female,No,0.73205,388,724,0.69977,0.76433
2019,Lower Secondary Level,male,Yes,0.14111,293,1387,0.12278,0.15943
2019,Lower Secondary Level,male,No,0.85889,1094,1387,0.84057,0.87722
2019,Lower Secondary Level,female,Yes,0.09379,282,1653,0.07973,0.10785
2019,Lower Secondary Level,female,No,0.90621,1371,1653,0.89215,0.92027
2019,Upper Secondary Level,male,Yes,0.05089,336,5366,0.04501,0.05677
2019,Upper Secondary Level,male,No,0.94911,5030,5366,0.94323,0.95499
2019,Upper Secondary Level,female,Yes,0.03560,379,6277,0.03101,0.04018
2019,Upper Secondary Level,female,No,0.96440,5898,6277,0.95982,0.96899
2019,Post-secondary Non-tertiary Level,male,Yes,0.04305,59,880,0.02963,0.05646
2019,Post-secondary Non-tertiary Level,male,No,0.95695,821,880,0.94354,0.97037
2019,Post-secondary Non-tertiary Level,female,Yes,0.03014,59,1375,0.02110,0.03918
2019,Post-secondary Non-tertiary Level,female,No,0.96986,1316,1375,0.96082,0.97890
2019,First Stage of Tertiary Education,male,No,0.96337,1061,1061,0.95206,0.97468
2019,First Stage of Tertiary Education,female,No,0.97448,567,567,0.96149,0.98747
2019,Second Stage of Tertiary Education,male,Yes,0.01797,178,4020,0.01386,0.02207
2019,Second Stage of Tertiary Education,male,No,0.98203,3842,4020,0.97793,0.98614
2019,Second Stage of Tertiary Education,female,Yes,0.02059,168,3538,0.01591,0.02527
2019,Second Stage of Tertiary Education,female,No,0.97941,3370,3538,0.97473,0.98409
2020,No answer / don't know,male,Yes,0.08145,85,512,0.05773,0.10517
2020,No answer / don't know,male,No,0.91855,427,512,0.89483,0.94227
2020,No answer / don't know,female,Yes,0.18618,66,368,0.14636,0.22601
2020,No answer / don't know,female,No,0.81382,302,368,0.77399,0.85364
2020,Pre-primary Level,male,No,0.97734,182,182,0.95566,0.99902
2020,Pre-primary Level,female,No,0.99466,159,159,0.98329,1.00602
2020,Primary Level,male,Yes,0.19778,211,800,0.17016,0.22539
2020,Primary Level,male,No,0.80222,589,800,0.77461,0.82984
2020,Primary Level,female,Yes,0.28708,252,677,0.25298,0.32119
2020,Primary Level,female,No,0.71292,425,677,0.67881,0.74702
2020,Lower Secondary Level,male,Yes,0.15358,257,1402,0.13470,0.17246
2020,Lower Secondary Level,male,No,0.84642,1145,1402,0.82754,0.86530
2020,Lower Secondary Level,female,Yes,0.07846,264,1634,0.06542,0.09150
2020,Lower Secondary Level,female,No,0.92154,1370,1634,0.90850,0.93458
2020,Upper Secondary Level,male,Yes,0.04856,309,5170,0.04270,0.05442
2020,Upper Secondary Level,male,No,0.95144,4861,5170,0.94558,0.95730
2020,Upper Secondary Level,female,Yes,0.03846,378,6019,0.03360,0.04332
2020,Upper Secondary Level,female,No,0.96154,5641,6019,0.95668,0.96640
2020,Post-secondary Non-tertiary Level,male,Yes,0.06727,53,939,0.05124,0.08330
2020,Post-secondary Non-tertiary Level,male,No,0.93273,886,939,0.91670,0.94876
2020,Post-secondary Non-tertiary Level,female,Yes,0.03272,55,1403,0.02341,0.04203
2020,Post-secondary Non-tertiary Level,female,No,0.96728,1348,1403,0.95797,0.97659
2020,First Stage of Tertiary Education,male,No,0.98515,909,909,0.97728,0.99302
2020,First Stage of Tertiary Education,female,No,0.98008,529,529,0.96816,0.99200
2020,Second Stage of Tertiary Education,male,Yes,0.01902,148,4036,0.01481,0.02324
2020,Second Stage of Tertiary Education,male,No,0.98098,3888,4036,0.97676,0.98519
2020,Second Stage of Tertiary Education,female,Yes,0.02294,142,3633,0.01807,0.02781
2020,Second Stage of Tertiary Education,female,No,0.97706,3491,3633,0.97219,0.98193
2021,No answer / don't know,male,Yes,0.11160,63,421,0.08149,0.14172
2021,No answer / don't know,male,No,0.88840,358,421,0.85828,0.91851
2021,No answer / don't know,female,Yes,0.07200,39,362,0.04534,0.09867
2021,No answer / don't know,female,No,0.92800,323,362,0.90133,0.95466
2021,Pre-primary Level,male,No,0.97829,95,95,0.94882,1.00775
2021,Pre-primary Level,female,No,0.99628,89,89,0.98355,1.00900
2021,Primary Level,male,Yes,0.25349,107,501,0.21536,0.29162
2021,Primary Level,male,No,0.74651,394,501,0.70838,0.78464
2021,Primary Level,female,Yes,0.18624,119,422,0.14905,0.22343
2021,Primary Level,female,No,0.81376,303,422,0.77657,0.85095
2021,Lower Secondary Level,male,Yes,0.13336,116,790,0.10964,0.15709
2021,Lower Secondary Level,male,No,0.86664,674,790,0.84291,0.89036
2021,Lower Secondary Level,female,Yes,0.10085,164,953,0.08172,0.11998
2021,Lower Secondary Level,female,No,0.89915,789,953,0.88002,0.91828
2021,Upper Secondary Level,male,Yes,0.04690,188,3356,0.03975,0.05406
2021,Upper Secondary Level,male,No,0.95310,3168,3356,0.94594,0.96025
2021,Upper Secondary Level,female,Yes,0.03944,227,3973,0.03339,0.04549
2021,Upper Secondary Level,female,No,0.96056,3746,3973,0.95451,0.96661
2021,Post-secondary Non-tertiary Level,male,Yes,0.04595,33,619,0.02945,0.06246
2021,Post-secondary Non-tertiary Level,male,No,0.95405,586,619,0.93754,0.97055
2021,Post-secondary Non-tertiary Level,female,Yes,0.04067,46,979,0.02829,0.05305
2021,Post-secondary Non-tertiary Level,female,No,0.95933,933,979,0.94695,0.97171
2021,First Stage of Tertiary Education,male,No,0.96718,594,594,0.95284,0.98152
2021,First Stage of Tertiary Education,female,No,0.99454,386,386,0.98717,1.00190
2021,Second Stage of Tertiary Education,male,Yes,0.02188,97,2943,0.01659,0.02717
2021,Second Stage of Tertiary Education,male,No,0.97812,2846,2943,0.97283,0.98341
2021,Second Stage of Tertiary Education,female,Yes,0.02869,101,2723,0.02242,0.03496
2021,Second Stage of Tertiary Education,female,No,0.97131,2622,2723,0.96504,0.97758
2022,No answer / don't know,male,Yes,0.06270,105,1705,0.05119,0.07421
2022,No answer / don't know,male,No,0.93730,1600,1705,0.92579,0.94881
2022,No answer / don't know,female,Yes,0.05911,107,1687,0.04786,0.07037
2022,No answer / don't know,female,No,0.94089,1580,1687,0.92963,0.95214
2022,Pre-primary Level,male,No,0.98062,141,141,0.95779,1.00346
2022,Pre-primary Level,female,No,0.96376,162,162,0.93489,0.99263
2022,Primary Level,male,Yes,0.19656,98,444,0.15956,0.23357
2022,Primary Level,male,No,0.80344,346,444,0.76643,0.84044
2022,Primary Level,female,Yes,0.20160,122,393,0.16188,0.24131
2022,Primary Level,female,No,0.79840,271,393,0.75869,0.83812
2022,Lower Secondary Level,male,Yes,0.09806,114,843,0.07797,0.11815
2022,Lower Secondary Level,male,No,0.90194,729,843,0.88185,0.92203
2022,Lower Secondary Level,female,Yes,0.09556,152,1025,0.07755,0.11357
2022,Lower Secondary Level,female,No,0.90444,873,1025,0.88643,0.92245
2022,Upper Secondary Level,male,Yes,0.03941,194,4216,0.03353,0.04528
2022,Upper Secondary Level,male,No,0.96059,4022,4216,0.95472,0.96647
2022,Upper Secondary Level,female,Yes,0.02946,220,4994,0.02477,0.03415
2022,Upper Secondary Level,female,No,0.97054,4774,4994,0.96585,0.97523
2022,Post-secondary Non-tertiary Level,male,No,0.96644,844,844,0.95428,0.97859
2022,Post-secondary Non-tertiary Level,female,Yes,0.02474,42,1324,0.01637,0.03311
2022,Post-secondary Non-tertiary Level,female,No,0.97526,1282,1324,0.96689,0.98363
2022,First Stage of Tertiary Education,male,No,0.98113,856,856,0.97201,0.99025
2022,First Stage of Tertiary Education,female,No,0.99620,491,491,0.99075,1.00165
2022,Second Stage of Tertiary Education,male,Yes,0.01449,86,4476,0.01098,0.01799
2022,Second Stage of Tertiary Education,male,No,0.98551,4390,4476,0.98201,0.98902
2022,Second Stage of Tertiary Education,female,Yes,0.02139,117,4169,0.01700,0.02579
2022,Second Stage of Tertiary Education,female,No,0.97861,4052,4169,0.97421,0.98300
