year,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Lower Secondary Level,Part Time,0.22235,775,3326,0.20822,0.23649
2020,Lower Secondary Level,Not Working,0.52474,1744,3326,0.50777,0.54172
2020,Upper Secondary Level,Full Time,0.35855,4084,11375,0.34973,0.36736
2020,Upper Secondary Level,Part Time,0.25017,3146,11375,0.24221,0.25813
2020,Upper Secondary Level,Not Working,0.39128,4145,11375,0.38231,0.40025
2020,Post-secondary Non-tertiary Level,Full Time,0.50641,1132,2363,0.48625,0.52657
2020,Post-secondary Non-tertiary Level,Part Time,0.31590,821,2363,0.29715,0.33465
2020,Post-secondary Non-tertiary Level,Not Working,0.17769,410,2363,0.16228,0.19311
2020,First Stage of Tertiary Education,Full Time,0.50801,779,1469,0.48244,0.53359
2020,First Stage of Tertiary Education,Part Time,0.20080,297,1469,0.18030,0.22129
2020,First Stage of Tertiary Education,Not Working,0.29119,393,1469,0.26795,0.31443
2020,Second Stage of Tertiary Education,Full Time,0.48183,3694,7763,0.47072,0.49295
2020,Second Stage of Tertiary Education,Part Time,0.25658,2129,7763,0.24687,0.26630
2020,Second Stage of Tertiary Education,Not Working,0.26158,1940,7763,0.25181,0.27136
2021,Pre-primary Level,Part Time,0.10438,32,439,0.07575,0.13302
2021,Pre-primary Level,Not Working,0.86850,407,439,0.83685,0.90015
2021,Primary Level,Full Time,0.18540,103,1053,0.16192,0.20888
2021,Primary Level,Part Time,0.20097,169,1053,0.17676,0.22519
2021,Primary Level,Not Working,0.61363,781,1053,0.58420,0.64305
2021,Lower Secondary Level,Full Time,0.22051,371,1894,0.20184,0.23919
2021,Lower Secondary Level,Part Time,0.18940,383,1894,0.17175,0.20706
2021,Lower Secondary Level,Not Working,0.59008,1140,1894,0.56793,0.61224
2021,Upper Secondary Level,Full Time,0.31965,2355,7409,0.30903,0.33027
2021,Upper Secondary Level,Part Time,0.23908,1944,7409,0.22937,0.24879
2021,Upper Secondary Level,Not Working,0.44127,3110,7409,0.42996,0.45258
2021,Post-secondary Non-tertiary Level,Full Time,0.46961,695,1600,0.44514,0.49407
2021,Post-secondary Non-tertiary Level,Part Time,0.31755,559,1600,0.29474,0.34037
2021,Post-secondary Non-tertiary Level,Not Working,0.21284,346,1600,0.19278,0.23290
2021,First Stage of Tertiary Education,Full Time,0.47702,473,1005,0.44612,0.50791
2021,First Stage of Tertiary Education,Part Time,0.16802,195,1005,0.14490,0.19115
2021,First Stage of Tertiary Education,Not Working,0.35496,337,1005,0.32536,0.38456
2021,Second Stage of Tertiary Education,Full Time,0.45398,2533,5707,0.44106,0.46690
2021,Second Stage of Tertiary Education,Part Time,0.23786,1428,5707,0.22681,0.24891
2021,Second Stage of Tertiary Education,Not Working,0.30816,1746,5707,0.29618,0.32014
