year,age_gr,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,46-65 y.,Germany,0.83725,5797,7233,0.82874,0.84575
2021,46-65 y.,Southern Asia,0.00441,62,7233,0.00289,0.00594
2021,46-65 y.,Southern Europe,0.03093,177,7233,0.02694,0.03492
2021,46-65 y.,Central Asia,0.01825,82,7233,0.01516,0.02133
2021,46-65 y.,Western Asia,0.03418,615,7233,0.02999,0.03836
2021,46-65 y.,Eastern Europe,0.03976,396,7233,0.03526,0.04427
2021,46-65 y.,Western Europe,0.01475,71,7233,0.01197,0.01752
2021,46-65 y.,Latin America and the Caribbean,0.00504,33,7233,0.00341,0.00667
2021,66 and older,Germany,0.90348,3257,3536,0.89374,0.91321
2021,66 and older,Southern Europe,0.02566,50,3536,0.02045,0.03088
2021,66 and older,Western Asia,0.01330,55,3536,0.00952,0.01707
2021,66 and older,Eastern Europe,0.02828,136,3536,0.02282,0.03375
2021,66 and older,Western Europe,0.01394,38,3536,0.01007,0.01780
