,Unnamed: 0,year,pgisced97,quintil_oecd,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
496,496,2017,Upper Secondary Level,2nd Quintile,"Yes, every 3-4 weeks",0.0908,165,12814,0.07388,0.10866
497,497,2017,Upper Secondary Level,2nd Quintile,"Yes, less frequently",0.18906,243,12814,0.16451,0.22633
498,498,2017,Upper Secondary Level,3rd Quintile,"No, never",0.4129,601,12814,0.37692,0.45302
499,499,2017,Upper Secondary Level,3rd Quintile,"Yes, every week",0.13471,172,12814,0.11068,0.16387
500,500,2017,Upper Secondary Level,3rd Quintile,"Yes, every 2 weeks",0.15531,259,12814,0.13164,0.17849
501,501,2017,Upper Secondary Level,3rd Quintile,"Yes, every 3-4 weeks",0.09136,133,12814,0.07545,0.11191
502,502,2017,Upper Secondary Level,3rd Quintile,"Yes, less frequently",0.20574,243,12814,0.1807,0.23517
503,503,2017,Upper Secondary Level,4th Quintile,"No, never",0.40937,558,12814,0.38019,0.45432
504,504,2017,Upper Secondary Level,4th Quintile,"Yes, every week",0.13132,170,12814,0.11038,0.15366
505,505,2017,Upper Secondary Level,4th Quintile,"Yes, every 2 weeks",0.17339,203,12814,0.15095,0.19498
506,506,2017,Upper Secondary Level,4th Quintile,"Yes, every 3-4 weeks",0.07497,119,12814,0.06079,0.09209
507,507,2017,Upper Secondary Level,4th Quintile,"Yes, less frequently",0.21096,263,12814,0.18272,0.23913
508,508,2017,Upper Secondary Level,5th Quintile,"No, never",0.45406,410,12814,0.40472,0.51348
509,509,2017,Upper Secondary Level,5th Quintile,"Yes, every week",0.12777,112,12814,0.10633,0.16377
510,510,2017,Upper Secondary Level,5th Quintile,"Yes, every 2 weeks",0.11927,108,12814,0.10036,0.14066
511,511,2017,Upper Secondary Level,5th Quintile,"Yes, every 3-4 weeks",0.08662,73,12814,0.06472,0.11403
512,512,2017,Upper Secondary Level,5th Quintile,"Yes, less frequently",0.21229,219,12814,0.18456,0.23874
513,513,2017,Post-secondary Non-tertiary Level,1st Quintile,"No, never",0.67393,92,12814,0.48436,0.88297
514,514,2017,Post-secondary Non-tertiary Level,1st Quintile,"Yes, every week",0.32607,40,12814,0.18033,0.46958
515,515,2017,Post-secondary Non-tertiary Level,2nd Quintile,"No, never",0.50498,143,12814,0.39122,0.66088
516,516,2017,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, every 2 weeks",0.21662,58,12814,0.16416,0.28447
517,517,2017,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, every 3-4 weeks",0.14091,54,12814,0.10288,0.18093
518,518,2017,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, less frequently",0.13749,47,12814,0.08342,0.21542
519,519,2017,Post-secondary Non-tertiary Level,3rd Quintile,"No, never",0.54329,166,12814,0.44404,0.64677
520,520,2017,Post-secondary Non-tertiary Level,3rd Quintile,"Yes, every 2 weeks",0.18621,56,12814,0.13047,0.24225
521,521,2017,Post-secondary Non-tertiary Level,3rd Quintile,"Yes, every 3-4 weeks",0.10087,37,12814,0.06195,0.13894
522,522,2017,Post-secondary Non-tertiary Level,3rd Quintile,"Yes, less frequently",0.16963,57,12814,0.13495,0.21602
523,523,2017,Post-secondary Non-tertiary Level,4th Quintile,"No, never",0.52776,142,12814,0.44203,0.61251
524,524,2017,Post-secondary Non-tertiary Level,4th Quintile,"Yes, every 2 weeks",0.17436,48,12814,0.11389,0.2475
525,525,2017,Post-secondary Non-tertiary Level,4th Quintile,"Yes, every 3-4 weeks",0.0841,32,12814,0.04614,0.14731
526,526,2017,Post-secondary Non-tertiary Level,4th Quintile,"Yes, less frequently",0.21378,61,12814,0.14903,0.29163
527,527,2017,Post-secondary Non-tertiary Level,5th Quintile,"No, never",0.47527,112,12814,0.38754,0.55921
528,528,2017,Post-secondary Non-tertiary Level,5th Quintile,"Yes, every week",0.24301,36,12814,0.15076,0.34206
529,529,2017,Post-secondary Non-tertiary Level,5th Quintile,"Yes, less frequently",0.28172,62,12814,0.21121,0.36678
530,530,2017,First Stage of Tertiary Education,2nd Quintile,"No, never",1.0,37,12814,0.67802,1.37425
531,531,2017,First Stage of Tertiary Education,3rd Quintile,"No, never",0.54719,76,12814,0.39276,0.70154
532,532,2017,First Stage of Tertiary Education,3rd Quintile,"Yes, less frequently",0.45281,41,12814,0.30828,0.62074
533,533,2017,First Stage of Tertiary Education,4th Quintile,"No, never",0.47843,109,12814,0.38473,0.59402
534,534,2017,First Stage of Tertiary Education,4th Quintile,"Yes, every 2 weeks",0.17041,31,12814,0.10383,0.25019
535,535,2017,First Stage of Tertiary Education,4th Quintile,"Yes, less frequently",0.35116,68,12814,0.27187,0.43474
536,536,2017,First Stage of Tertiary Education,5th Quintile,"No, never",0.40505,105,12814,0.31344,0.51268
537,537,2017,First Stage of Tertiary Education,5th Quintile,"Yes, every 2 weeks",0.18353,31,12814,0.11729,0.26841
538,538,2017,First Stage of Tertiary Education,5th Quintile,"Yes, less frequently",0.41142,88,12814,0.33056,0.52914
539,539,2017,Second Stage of Tertiary Education,1st Quintile,"No, never",0.73928,117,12814,0.58294,0.90317
540,540,2017,Second Stage of Tertiary Education,1st Quintile,"Yes, every 2 weeks",0.26072,41,12814,0.16843,0.36254
541,541,2017,Second Stage of Tertiary Education,2nd Quintile,"No, never",0.39654,172,12814,0.33506,0.47749
542,542,2017,Second Stage of Tertiary Education,2nd Quintile,"Yes, every week",0.18221,56,12814,0.1423,0.22735
543,543,2017,Second Stage of Tertiary Education,2nd Quintile,"Yes, every 2 weeks",0.12817,55,12814,0.08768,0.181
544,544,2017,Second Stage of Tertiary Education,2nd Quintile,"Yes, every 3-4 weeks",0.09692,52,12814,0.06497,0.14029
545,545,2017,Second Stage of Tertiary Education,2nd Quintile,"Yes, less frequently",0.19616,80,12814,0.13941,0.25768
546,546,2017,Second Stage of Tertiary Education,3rd Quintile,"No, never",0.51197,293,12814,0.43817,0.59487
547,547,2017,Second Stage of Tertiary Education,3rd Quintile,"Yes, every week",0.09235,69,12814,0.06742,0.1159
548,548,2017,Second Stage of Tertiary Education,3rd Quintile,"Yes, every 2 weeks",0.12211,70,12814,0.09375,0.1564
549,549,2017,Second Stage of Tertiary Education,3rd Quintile,"Yes, every 3-4 weeks",0.07322,60,12814,0.05595,0.1016
550,550,2017,Second Stage of Tertiary Education,3rd Quintile,"Yes, less frequently",0.20035,128,12814,0.1533,0.24893
551,551,2017,Second Stage of Tertiary Education,4th Quintile,"No, never",0.46358,438,12814,0.41232,0.51714
552,552,2017,Second Stage of Tertiary Education,4th Quintile,"Yes, every week",0.10129,115,12814,0.07979,0.13249
553,553,2017,Second Stage of Tertiary Education,4th Quintile,"Yes, every 2 weeks",0.10376,87,12814,0.07714,0.13669
554,554,2017,Second Stage of Tertiary Education,4th Quintile,"Yes, every 3-4 weeks",0.10356,96,12814,0.07568,0.13792
555,555,2017,Second Stage of Tertiary Education,4th Quintile,"Yes, less frequently",0.22781,209,12814,0.18948,0.27147
556,556,2017,Second Stage of Tertiary Education,5th Quintile,"No, never",0.3485,665,12814,0.31902,0.38282
557,557,2017,Second Stage of Tertiary Education,5th Quintile,"Yes, every week",0.13585,240,12814,0.1164,0.15917
558,558,2017,Second Stage of Tertiary Education,5th Quintile,"Yes, every 2 weeks",0.09864,164,12814,0.08035,0.11786
559,559,2017,Second Stage of Tertiary Education,5th Quintile,"Yes, every 3-4 weeks",0.11264,184,12814,0.09628,0.13655
560,560,2017,Second Stage of Tertiary Education,5th Quintile,"Yes, less frequently",0.30437,461,12814,0.26615,0.3389
561,561,2019,Primary Level,1st Quintile,"No, never",1.0,47,13204,0.73584,1.29676
562,562,2019,Lower Secondary Level,1st Quintile,"No, never",0.47773,172,13204,0.38994,0.58362
563,563,2019,Lower Secondary Level,1st Quintile,"Yes, every week",0.15243,52,13204,0.10973,0.21553
564,564,2019,Lower Secondary Level,1st Quintile,"Yes, every 2 weeks",0.18809,70,13204,0.13907,0.25277
565,565,2019,Lower Secondary Level,1st Quintile,"Yes, less frequently",0.18176,47,13204,0.12873,0.24794
566,566,2019,Lower Secondary Level,2nd Quintile,"No, never",0.46043,143,13204,0.35984,0.56169
567,567,2019,Lower Secondary Level,2nd Quintile,"Yes, every week",0.10605,45,13204,0.06648,0.15757
568,568,2019,Lower Secondary Level,2nd Quintile,"Yes, every 2 weeks",0.30112,74,13204,0.23323,0.37414
569,569,2019,Lower Secondary Level,2nd Quintile,"Yes, less frequently",0.1324,48,13204,0.07855,0.20774
570,570,2019,Lower Secondary Level,3rd Quintile,"No, never",0.4599,90,13204,0.35387,0.55661
571,571,2019,Lower Secondary Level,3rd Quintile,"Yes, every 2 weeks",0.30012,46,13204,0.15615,0.50734
572,572,2019,Lower Secondary Level,3rd Quintile,"Yes, less frequently",0.23998,40,13204,0.16505,0.34584
573,573,2019,Lower Secondary Level,4th Quintile,"No, never",1.0,75,13204,0.78098,1.28586
574,574,2019,Lower Secondary Level,5th Quintile,"No, never",1.0,36,13204,0.70003,1.30907
575,575,2019,Upper Secondary Level,1st Quintile,"No, never",0.44706,431,13204,0.39376,0.49046
576,576,2019,Upper Secondary Level,1st Quintile,"Yes, every week",0.15863,151,13204,0.12662,0.19156
577,577,2019,Upper Secondary Level,1st Quintile,"Yes, every 2 weeks",0.1612,153,13204,0.13856,0.18933
578,578,2019,Upper Secondary Level,1st Quintile,"Yes, every 3-4 weeks",0.07324,78,13204,0.05628,0.09535
579,579,2019,Upper Secondary Level,1st Quintile,"Yes, less frequently",0.15988,133,13204,0.12639,0.19272
580,580,2019,Upper Secondary Level,2nd Quintile,"No, never",0.39222,644,13204,0.35396,0.43331
581,581,2019,Upper Secondary Level,2nd Quintile,"Yes, every week",0.15609,198,13204,0.13027,0.18582
582,582,2019,Upper Secondary Level,2nd Quintile,"Yes, every 2 weeks",0.18862,284,13204,0.16421,0.21661
583,583,2019,Upper Secondary Level,2nd Quintile,"Yes, every 3-4 weeks",0.0886,135,13204,0.07244,0.10409
584,584,2019,Upper Secondary Level,2nd Quintile,"Yes, less frequently",0.17447,233,13204,0.1505,0.20409
585,585,2019,Upper Secondary Level,3rd Quintile,"No, never",0.42685,613,13204,0.38584,0.46716
586,586,2019,Upper Secondary Level,3rd Quintile,"Yes, every week",0.13353,190,13204,0.11257,0.15893
587,587,2019,Upper Secondary Level,3rd Quintile,"Yes, every 2 weeks",0.17323,267,13204,0.14971,0.20044
588,588,2019,Upper Secondary Level,3rd Quintile,"Yes, every 3-4 weeks",0.09129,128,13204,0.06586,0.11209
589,589,2019,Upper Secondary Level,3rd Quintile,"Yes, less frequently",0.17511,264,13204,0.15389,0.20169
590,590,2019,Upper Secondary Level,4th Quintile,"No, never",0.43388,600,13204,0.40195,0.47291
591,591,2019,Upper Secondary Level,4th Quintile,"Yes, every week",0.11708,131,13204,0.09633,0.13576
592,592,2019,Upper Secondary Level,4th Quintile,"Yes, every 2 weeks",0.15387,218,13204,0.13383,0.17546
593,593,2019,Upper Secondary Level,4th Quintile,"Yes, every 3-4 weeks",0.09658,117,13204,0.07711,0.11803
594,594,2019,Upper Secondary Level,4th Quintile,"Yes, less frequently",0.1986,256,13204,0.1741,0.22599
595,595,2019,Upper Secondary Level,5th Quintile,"No, never",0.44015,469,13204,0.3932,0.48121
596,596,2019,Upper Secondary Level,5th Quintile,"Yes, every week",0.09367,112,13204,0.07846,0.11403
597,597,2019,Upper Secondary Level,5th Quintile,"Yes, every 2 weeks",0.10659,115,13204,0.0894,0.13089
598,598,2019,Upper Secondary Level,5th Quintile,"Yes, every 3-4 weeks",0.11553,96,13204,0.09023,0.1401
599,599,2019,Upper Secondary Level,5th Quintile,"Yes, less frequently",0.24406,237,13204,0.21232,0.27534
600,600,2019,Post-secondary Non-tertiary Level,1st Quintile,"No, never",1.0,81,13204,0.68813,1.38061
601,601,2019,Post-secondary Non-tertiary Level,2nd Quintile,"No, never",0.48148,158,13204,0.39582,0.57134
602,602,2019,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, every week",0.08491,33,13204,0.05025,0.13028
603,603,2019,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, every 2 weeks",0.18133,56,13204,0.12766,0.23144
604,604,2019,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, every 3-4 weeks",0.1139,34,13204,0.08538,0.14483
605,605,2019,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, less frequently",0.13839,40,13204,0.09203,0.20555
606,606,2019,Post-secondary Non-tertiary Level,3rd Quintile,"No, never",0.52331,188,13204,0.4351,0.63576
607,607,2019,Post-secondary Non-tertiary Level,3rd Quintile,"Yes, every week",0.12071,35,13204,0.06904,0.19712
608,608,2019,Post-secondary Non-tertiary Level,3rd Quintile,"Yes, every 2 weeks",0.15163,56,13204,0.10513,0.20771
609,609,2019,Post-secondary Non-tertiary Level,3rd Quintile,"Yes, less frequently",0.20435,65,13204,0.15356,0.2555
610,610,2019,Post-secondary Non-tertiary Level,4th Quintile,"No, never",0.50589,147,13204,0.41049,0.5961
611,611,2019,Post-secondary Non-tertiary Level,4th Quintile,"Yes, every 2 weeks",0.17326,63,13204,0.12999,0.21911
612,612,2019,Post-secondary Non-tertiary Level,4th Quintile,"Yes, every 3-4 weeks",0.09385,31,13204,0.0506,0.15642
613,613,2019,Post-secondary Non-tertiary Level,4th Quintile,"Yes, less frequently",0.22701,67,13204,0.17236,0.28784
614,614,2019,Post-secondary Non-tertiary Level,5th Quintile,"No, never",0.68961,153,13204,0.55416,0.82349
615,615,2019,Post-secondary Non-tertiary Level,5th Quintile,"Yes, less frequently",0.31039,64,13204,0.2502,0.38872
616,616,2019,First Stage of Tertiary Education,2nd Quintile,"No, never",0.63629,45,13204,0.38705,0.9179
617,617,2019,First Stage of Tertiary Education,2nd Quintile,"Yes, less frequently",0.36371,33,13204,0.26586,0.47726
618,618,2019,First Stage of Tertiary Education,3rd Quintile,"No, never",0.55292,73,13204,0.41629,0.72298
619,619,2019,First Stage of Tertiary Education,3rd Quintile,"Yes, less frequently",0.44708,49,13204,0.29662,0.63768
620,620,2019,First Stage of Tertiary Education,4th Quintile,"No, never",0.51775,121,13204,0.42189,0.61114
621,621,2019,First Stage of Tertiary Education,4th Quintile,"Yes, every 2 weeks",0.18688,36,13204,0.1163,0.26607
622,622,2019,First Stage of Tertiary Education,4th Quintile,"Yes, less frequently",0.29537,58,13204,0.2228,0.39279
623,623,2019,First Stage of Tertiary Education,5th Quintile,"No, never",0.53724,133,13204,0.42275,0.66265
624,624,2019,First Stage of Tertiary Education,5th Quintile,"Yes, every 2 weeks",0.12991,33,13204,0.09444,0.17148
625,625,2019,First Stage of Tertiary Education,5th Quintile,"Yes, less frequently",0.33285,79,13204,0.26611,0.41703
626,626,2019,Second Stage of Tertiary Education,1st Quintile,"No, never",0.55302,132,13204,0.44007,0.69623
627,627,2019,Second Stage of Tertiary Education,1st Quintile,"Yes, every week",0.13352,31,13204,0.09328,0.17949
628,628,2019,Second Stage of Tertiary Education,1st Quintile,"Yes, every 2 weeks",0.22281,39,13204,0.13863,0.29934
629,629,2019,Second Stage of Tertiary Education,1st Quintile,"Yes, less frequently",0.09065,31,13204,0.05935,0.12815
630,630,2019,Second Stage of Tertiary Education,2nd Quintile,"No, never",0.49232,188,13204,0.4179,0.60351
631,631,2019,Second Stage of Tertiary Education,2nd Quintile,"Yes, every week",0.1514,58,13204,0.11027,0.20012
632,632,2019,Second Stage of Tertiary Education,2nd Quintile,"Yes, every 2 weeks",0.10331,40,13204,0.0586,0.16562
633,633,2019,Second Stage of Tertiary Education,2nd Quintile,"Yes, every 3-4 weeks",0.06627,32,13204,0.0463,0.08709
634,634,2019,Second Stage of Tertiary Education,2nd Quintile,"Yes, less frequently",0.1867,64,13204,0.13839,0.24199
635,635,2019,Second Stage of Tertiary Education,3rd Quintile,"No, never",0.46746,346,13204,0.41458,0.52655
636,636,2019,Second Stage of Tertiary Education,3rd Quintile,"Yes, every week",0.07498,67,13204,0.05,0.1002
637,637,2019,Second Stage of Tertiary Education,3rd Quintile,"Yes, every 2 weeks",0.14948,77,13204,0.11474,0.19132
638,638,2019,Second Stage of Tertiary Education,3rd Quintile,"Yes, every 3-4 weeks",0.06138,60,13204,0.04599,0.08341
639,639,2019,Second Stage of Tertiary Education,3rd Quintile,"Yes, less frequently",0.24669,135,13204,0.20758,0.29152
640,640,2019,Second Stage of Tertiary Education,4th Quintile,"No, never",0.43853,415,13204,0.39202,0.49796
641,641,2019,Second Stage of Tertiary Education,4th Quintile,"Yes, every week",0.1199,97,13204,0.09268,0.15029
642,642,2019,Second Stage of Tertiary Education,4th Quintile,"Yes, every 2 weeks",0.08069,95,13204,0.06407,0.09643
643,643,2019,Second Stage of Tertiary Education,4th Quintile,"Yes, every 3-4 weeks",0.08148,78,13204,0.05487,0.11515
644,644,2019,Second Stage of Tertiary Education,4th Quintile,"Yes, less frequently",0.27939,240,13204,0.23943,0.32038
645,645,2019,Second Stage of Tertiary Education,5th Quintile,"No, never",0.38932,724,13204,0.3597,0.4256
646,646,2019,Second Stage of Tertiary Education,5th Quintile,"Yes, every week",0.12554,236,13204,0.1043,0.14357
647,647,2019,Second Stage of Tertiary Education,5th Quintile,"Yes, every 2 weeks",0.08519,147,13204,0.06798,0.10686
648,648,2019,Second Stage of Tertiary Education,5th Quintile,"Yes, every 3-4 weeks",0.08928,168,13204,0.07567,0.10859
649,649,2019,Second Stage of Tertiary Education,5th Quintile,"Yes, less frequently",0.31068,535,13204,0.27942,0.34347
650,650,2021,Primary Level,1st Quintile,"No, never",0.43338,111,9209,0.26152,0.61395
651,651,2021,Primary Level,1st Quintile,"Yes, every week",0.18723,57,9209,0.08016,0.36633
652,652,2021,Primary Level,1st Quintile,"Yes, every 2 weeks",0.14315,42,9209,0.06816,0.23254
653,653,2021,Primary Level,1st Quintile,"Yes, less frequently",0.23624,35,9209,0.07607,0.43355
654,654,2021,Lower Secondary Level,1st Quintile,"No, never",0.38773,149,9209,0.28471,0.53197
655,655,2021,Lower Secondary Level,1st Quintile,"Yes, every week",0.09159,57,9209,0.06252,0.12327
656,656,2021,Lower Secondary Level,1st Quintile,"Yes, every 2 weeks",0.23048,61,9209,0.15064,0.31351
657,657,2021,Lower Secondary Level,1st Quintile,"Yes, every 3-4 weeks",0.11534,32,9209,0.06379,0.18205
658,658,2021,Lower Secondary Level,1st Quintile,"Yes, less frequently",0.17487,42,9209,0.07208,0.29937
659,659,2021,Lower Secondary Level,2nd Quintile,"No, never",1.0,77,9209,0.66866,1.31084
660,660,2021,Lower Secondary Level,3rd Quintile,"No, never",1.0,51,9209,0.73573,1.25167
661,661,2021,Lower Secondary Level,4th Quintile,"No, never",1.0,33,9209,0.66127,1.49764
662,662,2021,Lower Secondary Level,5th Quintile,"No, never",1.0,34,9209,0.67812,1.40544
663,663,2021,Upper Secondary Level,1st Quintile,"No, never",0.43667,311,9209,0.37432,0.50408
664,664,2021,Upper Secondary Level,1st Quintile,"Yes, every week",0.15399,111,9209,0.11417,0.19886
665,665,2021,Upper Secondary Level,1st Quintile,"Yes, every 2 weeks",0.20013,145,9209,0.15209,0.24628
666,666,2021,Upper Secondary Level,1st Quintile,"Yes, every 3-4 weeks",0.06839,46,9209,0.04507,0.10089
667,667,2021,Upper Secondary Level,1st Quintile,"Yes, less frequently",0.14082,100,9209,0.1105,0.17395
668,668,2021,Upper Secondary Level,2nd Quintile,"No, never",0.40482,387,9209,0.35707,0.44696
669,669,2021,Upper Secondary Level,2nd Quintile,"Yes, every week",0.13446,103,9209,0.09996,0.16895
670,670,2021,Upper Secondary Level,2nd Quintile,"Yes, every 2 weeks",0.20639,170,9209,0.16717,0.25305
671,671,2021,Upper Secondary Level,2nd Quintile,"Yes, every 3-4 weeks",0.07639,73,9209,0.05797,0.09416
672,672,2021,Upper Secondary Level,2nd Quintile,"Yes, less frequently",0.17794,152,9209,0.13859,0.20891
673,673,2021,Upper Secondary Level,3rd Quintile,"No, never",0.48792,341,9209,0.42182,0.56172
674,674,2021,Upper Secondary Level,3rd Quintile,"Yes, every week",0.10585,74,9209,0.07501,0.14362
675,675,2021,Upper Secondary Level,3rd Quintile,"Yes, every 2 weeks",0.16379,131,9209,0.12767,0.19369
676,676,2021,Upper Secondary Level,3rd Quintile,"Yes, every 3-4 weeks",0.06167,57,9209,0.04108,0.08572
677,677,2021,Upper Secondary Level,3rd Quintile,"Yes, less frequently",0.18078,154,9209,0.15152,0.2278
678,678,2021,Upper Secondary Level,4th Quintile,"No, never",0.42133,319,9209,0.36721,0.48154
679,679,2021,Upper Secondary Level,4th Quintile,"Yes, every week",0.12491,77,9209,0.09957,0.16069
680,680,2021,Upper Secondary Level,4th Quintile,"Yes, every 2 weeks",0.16712,123,9209,0.13083,0.20918
681,681,2021,Upper Secondary Level,4th Quintile,"Yes, every 3-4 weeks",0.08868,60,9209,0.06932,0.11677
682,682,2021,Upper Secondary Level,4th Quintile,"Yes, less frequently",0.19796,140,9209,0.15424,0.24924
683,683,2021,Upper Secondary Level,5th Quintile,"No, never",0.46666,295,9209,0.39942,0.52543
684,684,2021,Upper Secondary Level,5th Quintile,"Yes, every week",0.12272,100,9209,0.09635,0.15337
685,685,2021,Upper Secondary Level,5th Quintile,"Yes, every 2 weeks",0.0887,62,9209,0.059,0.12547
686,686,2021,Upper Secondary Level,5th Quintile,"Yes, every 3-4 weeks",0.13597,53,9209,0.09192,0.18639
687,687,2021,Upper Secondary Level,5th Quintile,"Yes, less frequently",0.18594,127,9209,0.14152,0.2332
688,688,2021,Post-secondary Non-tertiary Level,1st Quintile,"No, never",0.64516,74,9209,0.48567,0.81906
689,689,2021,Post-secondary Non-tertiary Level,1st Quintile,"Yes, every 2 weeks",0.35484,31,9209,0.21553,0.49882
690,690,2021,Post-secondary Non-tertiary Level,2nd Quintile,"No, never",0.60095,130,9209,0.48994,0.7226
691,691,2021,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, every 2 weeks",0.19775,41,9209,0.12291,0.27105
692,692,2021,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, less frequently",0.20131,43,9209,0.14204,0.27085
693,693,2021,Post-secondary Non-tertiary Level,3rd Quintile,"No, never",0.62249,130,9209,0.47064,0.80348
694,694,2021,Post-secondary Non-tertiary Level,3rd Quintile,"Yes, every 2 weeks",0.15789,36,9209,0.11385,0.20238
695,695,2021,Post-secondary Non-tertiary Level,3rd Quintile,"Yes, less frequently",0.21963,43,9209,0.1263,0.35003
696,696,2021,Post-secondary Non-tertiary Level,4th Quintile,"No, never",0.69933,99,9209,0.54104,0.86825
697,697,2021,Post-secondary Non-tertiary Level,4th Quintile,"Yes, less frequently",0.30067,54,9209,0.17657,0.43319
698,698,2021,Post-secondary Non-tertiary Level,5th Quintile,"No, never",0.6196,109,9209,0.45124,0.79594
699,699,2021,Post-secondary Non-tertiary Level,5th Quintile,"Yes, every 2 weeks",0.14895,32,9209,0.09103,0.21844
700,700,2021,Post-secondary Non-tertiary Level,5th Quintile,"Yes, less frequently",0.23146,39,9209,0.11411,0.39646
701,701,2021,First Stage of Tertiary Education,3rd Quintile,"No, never",1.0,45,9209,0.66637,1.40623
702,702,2021,First Stage of Tertiary Education,4th Quintile,"No, never",0.60734,67,9209,0.44517,0.81235
703,703,2021,First Stage of Tertiary Education,4th Quintile,"Yes, less frequently",0.39266,46,9209,0.2848,0.5553
704,704,2021,First Stage of Tertiary Education,5th Quintile,"No, never",0.5245,78,9209,0.35601,0.69383
705,705,2021,First Stage of Tertiary Education,5th Quintile,"Yes, every week",0.1157,32,9209,0.05426,0.20917
706,706,2021,First Stage of Tertiary Education,5th Quintile,"Yes, less frequently",0.3598,59,9209,0.2343,0.52496
707,707,2021,Second Stage of Tertiary Education,1st Quintile,"No, never",0.34754,158,9209,0.2741,0.43763
708,708,2021,Second Stage of Tertiary Education,1st Quintile,"Yes, every week",0.20444,62,9209,0.13109,0.2967
709,709,2021,Second Stage of Tertiary Education,1st Quintile,"Yes, every 2 weeks",0.17242,76,9209,0.09937,0.25716
710,710,2021,Second Stage of Tertiary Education,1st Quintile,"Yes, every 3-4 weeks",0.10441,32,9209,0.04252,0.1821
711,711,2021,Second Stage of Tertiary Education,1st Quintile,"Yes, less frequently",0.1712,57,9209,0.09157,0.27741
712,712,2021,Second Stage of Tertiary Education,2nd Quintile,"No, never",0.50295,194,9209,0.3866,0.63774
713,713,2021,Second Stage of Tertiary Education,2nd Quintile,"Yes, every week",0.08668,51,9209,0.059,0.1271
714,714,2021,Second Stage of Tertiary Education,2nd Quintile,"Yes, every 2 weeks",0.08619,51,9209,0.05023,0.12479
715,715,2021,Second Stage of Tertiary Education,2nd Quintile,"Yes, every 3-4 weeks",0.11532,38,9209,0.07086,0.1844
716,716,2021,Second Stage of Tertiary Education,2nd Quintile,"Yes, less frequently",0.20886,72,9209,0.16156,0.25958
717,717,2021,Second Stage of Tertiary Education,3rd Quintile,"No, never",0.50108,249,9209,0.42607,0.58374
718,718,2021,Second Stage of Tertiary Education,3rd Quintile,"Yes, every week",0.10512,53,9209,0.07379,0.13847
719,719,2021,Second Stage of Tertiary Education,3rd Quintile,"Yes, every 2 weeks",0.13839,64,9209,0.10015,0.18135
720,720,2021,Second Stage of Tertiary Education,3rd Quintile,"Yes, every 3-4 weeks",0.05628,33,9209,0.041,0.08013
721,721,2021,Second Stage of Tertiary Education,3rd Quintile,"Yes, less frequently",0.19913,113,9209,0.14908,0.25605
722,722,2021,Second Stage of Tertiary Education,4th Quintile,"No, never",0.5356,376,9209,0.46097,0.59877
723,723,2021,Second Stage of Tertiary Education,4th Quintile,"Yes, every week",0.10942,86,9209,0.08159,0.14238
724,724,2021,Second Stage of Tertiary Education,4th Quintile,"Yes, every 2 weeks",0.10087,82,9209,0.06621,0.13929
725,725,2021,Second Stage of Tertiary Education,4th Quintile,"Yes, every 3-4 weeks",0.05898,47,9209,0.04169,0.08358
726,726,2021,Second Stage of Tertiary Education,4th Quintile,"Yes, less frequently",0.19513,161,9209,0.15269,0.24081
727,727,2021,Second Stage of Tertiary Education,5th Quintile,"No, never",0.40808,512,9209,0.36424,0.46476
728,728,2021,Second Stage of Tertiary Education,5th Quintile,"Yes, every week",0.14264,268,9209,0.12053,0.16596
729,729,2021,Second Stage of Tertiary Education,5th Quintile,"Yes, every 2 weeks",0.08753,144,9209,0.06778,0.11383
730,730,2021,Second Stage of Tertiary Education,5th Quintile,"Yes, every 3-4 weeks",0.07981,134,9209,0.06323,0.09872
731,731,2021,Second Stage of Tertiary Education,5th Quintile,"Yes, less frequently",0.28193,416,9209,0.24681,0.32147
