year,age_gr,quintil_oecd,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,66 and older,5th Quintile,"Yes, less frequently",0.03950,38,113,0.00343,0.07558
2021,17-29 y.,1st Quintile,"No, never",0.22019,247,612,0.18733,0.25305
2021,17-29 y.,1st Quintile,"Yes, every week",0.06862,102,612,0.04857,0.08866
2021,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.09407,132,612,0.07092,0.11722
2021,17-29 y.,1st Quintile,"Yes, every 3-4 weeks",0.04144,54,612,0.02564,0.05725
2021,17-29 y.,1st Quintile,"Yes, less frequently",0.08448,77,612,0.06243,0.10653
2021,17-29 y.,2nd Quintile,"No, never",0.28433,187,378,0.23880,0.32987
2021,17-29 y.,2nd Quintile,"Yes, every week",0.05128,43,378,0.02901,0.07354
2021,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.09295,60,378,0.06364,0.12226
2021,17-29 y.,2nd Quintile,"Yes, every 3-4 weeks",0.03296,34,378,0.01493,0.05098
2021,17-29 y.,2nd Quintile,"Yes, less frequently",0.08699,54,378,0.05854,0.11543
2021,17-29 y.,3rd Quintile,"No, never",0.27366,138,265,0.21988,0.32744
2021,17-29 y.,3rd Quintile,"Yes, every week",0.06224,35,265,0.03309,0.09138
2021,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.10413,49,265,0.06728,0.14097
2021,17-29 y.,3rd Quintile,"Yes, less frequently",0.05913,43,265,0.03068,0.08758
2021,17-29 y.,4th Quintile,"No, never",0.23921,133,258,0.18705,0.29137
2021,17-29 y.,4th Quintile,"Yes, every week",0.07979,34,258,0.04666,0.11292
2021,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.07772,47,258,0.04499,0.11046
2021,17-29 y.,4th Quintile,"Yes, less frequently",0.09917,44,258,0.06263,0.13571
2021,17-29 y.,5th Quintile,"No, never",0.31203,84,117,0.22772,0.39635
2021,17-29 y.,5th Quintile,"Yes, less frequently",0.08466,33,117,0.03400,0.13532
2021,30-45 y.,1st Quintile,"No, never",0.21645,370,857,0.18886,0.24404
2021,30-45 y.,1st Quintile,"Yes, every week",0.09999,147,857,0.07990,0.12009
2021,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.11650,150,857,0.09501,0.13799
2021,30-45 y.,1st Quintile,"Yes, every 3-4 weeks",0.05503,78,857,0.03975,0.07030
2021,30-45 y.,1st Quintile,"Yes, less frequently",0.06306,112,857,0.04677,0.07934
2021,30-45 y.,2nd Quintile,"No, never",0.29533,338,732,0.26226,0.32841
2021,30-45 y.,2nd Quintile,"Yes, every week",0.07431,91,732,0.05530,0.09332
2021,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.11124,111,732,0.08844,0.13403
2021,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.07241,68,732,0.05362,0.09120
2021,30-45 y.,2nd Quintile,"Yes, less frequently",0.15298,124,732,0.12688,0.17907
2021,30-45 y.,3rd Quintile,"No, never",0.35841,314,669,0.32205,0.39478
2021,30-45 y.,3rd Quintile,"Yes, every week",0.07993,55,669,0.05937,0.10050
2021,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.09871,98,669,0.07609,0.12133
2021,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.06890,53,669,0.04969,0.08811
2021,30-45 y.,3rd Quintile,"Yes, less frequently",0.17349,149,669,0.14477,0.20221
2021,30-45 y.,4th Quintile,"No, never",0.34131,299,637,0.30446,0.37816
2021,30-45 y.,4th Quintile,"Yes, every week",0.07542,62,637,0.05489,0.09594
2021,30-45 y.,4th Quintile,"Yes, every 2 weeks",0.08153,76,637,0.06026,0.10280
2021,30-45 y.,4th Quintile,"Yes, every 3-4 weeks",0.06598,52,637,0.04669,0.08528
2021,30-45 y.,4th Quintile,"Yes, less frequently",0.15312,148,637,0.12513,0.18111
2021,30-45 y.,5th Quintile,"No, never",0.32592,266,649,0.28983,0.36201
2021,30-45 y.,5th Quintile,"Yes, every week",0.07747,78,649,0.05688,0.09805
2021,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.08379,65,649,0.06246,0.10513
2021,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.06380,57,649,0.04498,0.08262
2021,30-45 y.,5th Quintile,"Yes, less frequently",0.22704,183,649,0.19478,0.25929
2021,46-65 y.,1st Quintile,"No, never",0.16831,237,541,0.13675,0.19987
2021,46-65 y.,1st Quintile,"Yes, every week",0.05328,87,541,0.03434,0.07222
2021,46-65 y.,1st Quintile,"Yes, every 2 weeks",0.08514,99,541,0.06160,0.10868
2021,46-65 y.,1st Quintile,"Yes, every 3-4 weeks",0.02676,37,541,0.01315,0.04038
2021,46-65 y.,1st Quintile,"Yes, less frequently",0.06914,81,541,0.04774,0.09053
2021,46-65 y.,2nd Quintile,"No, never",0.25589,318,765,0.22494,0.28683
2021,46-65 y.,2nd Quintile,"Yes, every week",0.07431,94,765,0.05571,0.09290
2021,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.11015,141,765,0.08795,0.13235
2021,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.06001,62,765,0.04316,0.07685
2021,46-65 y.,2nd Quintile,"Yes, less frequently",0.11780,150,765,0.09494,0.14066
2021,46-65 y.,3rd Quintile,"No, never",0.31162,365,795,0.27940,0.34383
2021,46-65 y.,3rd Quintile,"Yes, every week",0.06269,78,795,0.04583,0.07955
2021,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.09500,125,795,0.07461,0.11540
2021,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.04047,59,795,0.02676,0.05418
2021,46-65 y.,3rd Quintile,"Yes, less frequently",0.12307,168,795,0.10022,0.14592
2021,46-65 y.,4th Quintile,"No, never",0.28725,455,1009,0.25932,0.31519
2021,46-65 y.,4th Quintile,"Yes, every week",0.06272,108,1009,0.04775,0.07769
2021,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.09265,135,1009,0.07475,0.11055
2021,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.05341,85,1009,0.03953,0.06729
2021,46-65 y.,4th Quintile,"Yes, less frequently",0.13779,226,1009,0.11651,0.15907
2021,46-65 y.,5th Quintile,"No, never",0.30711,657,1719,0.28530,0.32892
2021,46-65 y.,5th Quintile,"Yes, every week",0.09979,313,1719,0.08561,0.11396
2021,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.05683,177,1719,0.04589,0.06778
2021,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.07243,158,1719,0.06017,0.08468
2021,46-65 y.,5th Quintile,"Yes, less frequently",0.15124,414,1719,0.13430,0.16819
2021,66 and older,5th Quintile,"No, never",0.05538,61,106,0.01163,0.09913
2021,66 and older,5th Quintile,"Yes, less frequently",0.03642,45,106,0.00059,0.07225
