year,age_gr,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,17-29 y.,Upper Secondary Level,Yes,0.28270,399,615,0.24708,0.31832
2010,17-29 y.,Upper Secondary Level,No,0.15892,216,615,0.13000,0.18784
2010,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.38954,85,85,0.28526,0.49383
2010,17-29 y.,Second Stage of Tertiary Education,Yes,0.43841,120,154,0.35979,0.51704
2010,17-29 y.,Second Stage of Tertiary Education,No,0.12986,34,154,0.07659,0.18312
2010,30-45 y.,Lower Secondary Level,Yes,0.20577,118,172,0.14518,0.26636
2010,30-45 y.,Lower Secondary Level,No,0.08803,54,172,0.04556,0.13050
2010,30-45 y.,Upper Secondary Level,Yes,0.36136,1320,2000,0.34030,0.38242
2010,30-45 y.,Upper Secondary Level,No,0.17222,680,2000,0.15566,0.18877
2010,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.45206,322,454,0.40622,0.49789
2010,30-45 y.,Post-secondary Non-tertiary Level,No,0.17151,132,454,0.13680,0.20622
2010,30-45 y.,First Stage of Tertiary Education,Yes,0.50149,276,361,0.44984,0.55314
2010,30-45 y.,First Stage of Tertiary Education,No,0.18675,85,361,0.14650,0.22701
2010,30-45 y.,Second Stage of Tertiary Education,Yes,0.49156,938,1228,0.46358,0.51953
2010,30-45 y.,Second Stage of Tertiary Education,No,0.14641,290,1228,0.12663,0.16619
2010,46-65 y.,Lower Secondary Level,Yes,0.06601,39,79,0.01091,0.12112
2010,46-65 y.,Lower Secondary Level,No,0.07812,40,79,0.01857,0.13768
2010,46-65 y.,Upper Secondary Level,Yes,0.24788,902,1430,0.22549,0.27027
2010,46-65 y.,Upper Secondary Level,No,0.15498,528,1430,0.13622,0.17374
2010,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.25762,117,168,0.19129,0.32395
2010,46-65 y.,Post-secondary Non-tertiary Level,No,0.17589,51,168,0.11814,0.23363
2010,46-65 y.,First Stage of Tertiary Education,Yes,0.35708,201,282,0.30106,0.41310
2010,46-65 y.,First Stage of Tertiary Education,No,0.13179,81,282,0.09224,0.17134
2010,46-65 y.,Second Stage of Tertiary Education,Yes,0.35848,701,935,0.32773,0.38924
2010,46-65 y.,Second Stage of Tertiary Education,No,0.11684,234,935,0.09624,0.13744
2011,17-29 y.,Lower Secondary Level,Yes,0.22141,138,212,0.16538,0.27743
2011,17-29 y.,Lower Secondary Level,No,0.10352,74,212,0.06241,0.14462
2011,17-29 y.,Upper Secondary Level,Yes,0.30502,467,645,0.26946,0.34058
2011,17-29 y.,Upper Secondary Level,No,0.11451,178,645,0.08992,0.13910
2011,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.43568,100,131,0.35044,0.52092
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.11521,31,131,0.06033,0.17010
2011,17-29 y.,First Stage of Tertiary Education,Yes,0.61837,36,36,0.45743,0.77931
2011,17-29 y.,Second Stage of Tertiary Education,Yes,0.45519,135,166,0.37921,0.53118
2011,17-29 y.,Second Stage of Tertiary Education,No,0.10332,31,166,0.05687,0.14976
2011,30-45 y.,Lower Secondary Level,Yes,0.22969,152,218,0.17372,0.28566
2011,30-45 y.,Lower Secondary Level,No,0.10833,66,218,0.06698,0.14969
2011,30-45 y.,Upper Secondary Level,Yes,0.38433,1615,2269,0.36431,0.40435
2011,30-45 y.,Upper Secondary Level,No,0.14310,654,2269,0.12869,0.15752
2011,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.49297,405,513,0.44966,0.53627
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.11541,108,513,0.08773,0.14308
2011,30-45 y.,First Stage of Tertiary Education,Yes,0.50568,326,398,0.45650,0.55486
2011,30-45 y.,First Stage of Tertiary Education,No,0.10528,72,398,0.07509,0.13547
2011,30-45 y.,Second Stage of Tertiary Education,Yes,0.51286,1118,1385,0.48652,0.53919
2011,30-45 y.,Second Stage of Tertiary Education,No,0.12303,267,1385,0.10573,0.14034
2011,46-65 y.,Lower Secondary Level,Yes,0.12811,89,143,0.07314,0.18308
2011,46-65 y.,Lower Secondary Level,No,0.08299,54,143,0.03762,0.12837
2011,46-65 y.,Upper Secondary Level,Yes,0.28924,1328,1902,0.26886,0.30963
2011,46-65 y.,Upper Secondary Level,No,0.12734,574,1902,0.11235,0.14232
2011,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.33398,187,250,0.27540,0.39256
2011,46-65 y.,Post-secondary Non-tertiary Level,No,0.13631,63,250,0.09369,0.17893
2011,46-65 y.,First Stage of Tertiary Education,Yes,0.38538,285,377,0.33618,0.43457
2011,46-65 y.,First Stage of Tertiary Education,No,0.13732,92,377,0.10253,0.17211
2011,46-65 y.,Second Stage of Tertiary Education,Yes,0.38818,926,1213,0.36074,0.41561
2011,46-65 y.,Second Stage of Tertiary Education,No,0.11828,287,1213,0.10010,0.13646
2012,17-29 y.,Lower Secondary Level,Yes,0.22746,158,225,0.17256,0.28235
2012,17-29 y.,Lower Secondary Level,No,0.10172,67,225,0.06213,0.14130
2012,17-29 y.,Upper Secondary Level,Yes,0.30554,456,641,0.26985,0.34123
2012,17-29 y.,Upper Secondary Level,No,0.11852,185,641,0.09348,0.14356
2012,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.45574,94,126,0.36843,0.54305
2012,17-29 y.,Post-secondary Non-tertiary Level,No,0.12183,32,126,0.06449,0.17918
2012,17-29 y.,Second Stage of Tertiary Education,Yes,0.46055,145,184,0.38833,0.53277
2012,17-29 y.,Second Stage of Tertiary Education,No,0.13104,39,184,0.08215,0.17993
2012,30-45 y.,Lower Secondary Level,Yes,0.19101,133,209,0.13759,0.24443
2012,30-45 y.,Lower Secondary Level,No,0.12864,76,209,0.08314,0.17414
2012,30-45 y.,Upper Secondary Level,Yes,0.39837,1557,2239,0.37808,0.41865
2012,30-45 y.,Upper Secondary Level,No,0.15887,682,2239,0.14373,0.17402
2012,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.47971,405,525,0.43693,0.52248
2012,30-45 y.,Post-secondary Non-tertiary Level,No,0.11816,120,525,0.09052,0.14580
2012,30-45 y.,First Stage of Tertiary Education,Yes,0.53634,304,376,0.48586,0.58681
2012,30-45 y.,First Stage of Tertiary Education,No,0.14188,72,376,0.10657,0.17720
2012,30-45 y.,Second Stage of Tertiary Education,Yes,0.50359,1052,1332,0.47673,0.53045
2012,30-45 y.,Second Stage of Tertiary Education,No,0.12383,280,1332,0.10614,0.14153
2012,46-65 y.,Lower Secondary Level,Yes,0.15256,97,153,0.09540,0.20972
2012,46-65 y.,Lower Secondary Level,No,0.09587,56,153,0.04906,0.14267
2012,46-65 y.,Upper Secondary Level,Yes,0.28132,1366,2078,0.26199,0.30066
2012,46-65 y.,Upper Secondary Level,No,0.15595,712,2078,0.14034,0.17155
2012,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.35784,221,304,0.30386,0.41181
2012,46-65 y.,Post-secondary Non-tertiary Level,No,0.17543,83,304,0.13260,0.21826
2012,46-65 y.,First Stage of Tertiary Education,Yes,0.40790,306,409,0.36021,0.45559
2012,46-65 y.,First Stage of Tertiary Education,No,0.13371,103,409,0.10069,0.16674
2012,46-65 y.,Second Stage of Tertiary Education,Yes,0.39338,957,1278,0.36659,0.42017
2012,46-65 y.,Second Stage of Tertiary Education,No,0.12511,321,1278,0.10697,0.14326
2013,17-29 y.,Lower Secondary Level,Yes,0.19884,219,308,0.15420,0.24349
2013,17-29 y.,Lower Secondary Level,No,0.07069,89,308,0.04202,0.09936
2013,17-29 y.,Upper Secondary Level,Yes,0.31876,540,746,0.28530,0.35222
2013,17-29 y.,Upper Secondary Level,No,0.12126,206,746,0.09782,0.14471
2013,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40811,104,138,0.32581,0.49041
2013,17-29 y.,Post-secondary Non-tertiary Level,No,0.15960,34,138,0.09827,0.22092
2013,17-29 y.,First Stage of Tertiary Education,Yes,0.69657,33,33,0.53728,0.85586
2013,17-29 y.,Second Stage of Tertiary Education,Yes,0.39471,158,214,0.32907,0.46035
2013,17-29 y.,Second Stage of Tertiary Education,No,0.15702,56,214,0.10816,0.20588
2013,30-45 y.,Lower Secondary Level,Yes,0.19288,203,304,0.14845,0.23730
2013,30-45 y.,Lower Secondary Level,No,0.10141,101,304,0.06742,0.13540
2013,30-45 y.,Upper Secondary Level,Yes,0.38254,1626,2268,0.36253,0.40254
2013,30-45 y.,Upper Secondary Level,No,0.15454,642,2268,0.13966,0.16942
2013,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.41278,447,592,0.37308,0.45247
2013,30-45 y.,Post-secondary Non-tertiary Level,No,0.13284,145,592,0.10548,0.16021
2013,30-45 y.,First Stage of Tertiary Education,Yes,0.48701,254,327,0.43275,0.54127
2013,30-45 y.,First Stage of Tertiary Education,No,0.15548,73,327,0.11614,0.19481
2013,30-45 y.,Second Stage of Tertiary Education,Yes,0.46435,1158,1484,0.43897,0.48974
2013,30-45 y.,Second Stage of Tertiary Education,No,0.13636,326,1484,0.11889,0.15382
2013,46-65 y.,Lower Secondary Level,Yes,0.17150,126,198,0.11886,0.22414
2013,46-65 y.,Lower Secondary Level,No,0.08476,72,198,0.04587,0.12366
2013,46-65 y.,Upper Secondary Level,Yes,0.27870,1383,2053,0.25930,0.29810
2013,46-65 y.,Upper Secondary Level,No,0.13565,670,2053,0.12083,0.15046
2013,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.38450,271,379,0.33546,0.43355
2013,46-65 y.,Post-secondary Non-tertiary Level,No,0.14442,108,379,0.10898,0.17985
2013,46-65 y.,First Stage of Tertiary Education,Yes,0.41016,304,390,0.36128,0.45904
2013,46-65 y.,First Stage of Tertiary Education,No,0.11885,86,390,0.08669,0.15101
2013,46-65 y.,Second Stage of Tertiary Education,Yes,0.40414,969,1281,0.37726,0.43103
2013,46-65 y.,Second Stage of Tertiary Education,No,0.11531,312,1281,0.09781,0.13281
2014,17-29 y.,Lower Secondary Level,Yes,0.19860,185,272,0.15110,0.24610
2014,17-29 y.,Lower Secondary Level,No,0.13175,87,272,0.09149,0.17202
2014,17-29 y.,Upper Secondary Level,Yes,0.30798,468,657,0.27265,0.34330
2014,17-29 y.,Upper Secondary Level,No,0.11299,189,657,0.08877,0.13722
2014,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.47818,100,134,0.39328,0.56308
2014,17-29 y.,Post-secondary Non-tertiary Level,No,0.12486,34,134,0.06868,0.18104
2014,17-29 y.,First Stage of Tertiary Education,Yes,0.58196,33,33,0.41106,0.75286
2014,17-29 y.,Second Stage of Tertiary Education,Yes,0.46051,158,202,0.39160,0.52942
2014,17-29 y.,Second Stage of Tertiary Education,No,0.11715,44,202,0.07269,0.16162
2014,30-45 y.,Lower Secondary Level,Yes,0.23393,156,226,0.17862,0.28925
2014,30-45 y.,Lower Secondary Level,No,0.07674,70,226,0.04196,0.11151
2014,30-45 y.,Upper Secondary Level,Yes,0.41033,1388,1890,0.38815,0.43251
2014,30-45 y.,Upper Secondary Level,No,0.13499,502,1890,0.11958,0.15040
2014,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.47012,416,543,0.42810,0.51214
2014,30-45 y.,Post-secondary Non-tertiary Level,No,0.11708,127,543,0.09001,0.14415
2014,30-45 y.,First Stage of Tertiary Education,Yes,0.49236,216,277,0.43338,0.55135
2014,30-45 y.,First Stage of Tertiary Education,No,0.16775,61,277,0.12367,0.21183
2014,30-45 y.,Second Stage of Tertiary Education,Yes,0.49988,1020,1307,0.47276,0.52699
2014,30-45 y.,Second Stage of Tertiary Education,No,0.12462,287,1307,0.10671,0.14253
2014,46-65 y.,Lower Secondary Level,Yes,0.16334,120,188,0.11036,0.21633
2014,46-65 y.,Lower Secondary Level,No,0.08675,68,188,0.04641,0.12710
2014,46-65 y.,Upper Secondary Level,Yes,0.29304,1328,1991,0.27304,0.31304
2014,46-65 y.,Upper Secondary Level,No,0.15083,663,1991,0.13511,0.16656
2014,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.36667,245,348,0.31597,0.41738
2014,46-65 y.,Post-secondary Non-tertiary Level,No,0.16052,103,348,0.12189,0.19914
2014,46-65 y.,First Stage of Tertiary Education,Yes,0.40519,273,371,0.35517,0.45522
2014,46-65 y.,First Stage of Tertiary Education,No,0.13150,98,371,0.09707,0.16594
2014,46-65 y.,Second Stage of Tertiary Education,Yes,0.39064,908,1251,0.36359,0.41769
2014,46-65 y.,Second Stage of Tertiary Education,No,0.12317,343,1251,0.10495,0.14139
2015,17-29 y.,Lower Secondary Level,Yes,0.20570,182,240,0.15445,0.25695
2015,17-29 y.,Lower Secondary Level,No,0.06221,58,240,0.03158,0.09283
2015,17-29 y.,Upper Secondary Level,Yes,0.30648,465,636,0.27062,0.34234
2015,17-29 y.,Upper Secondary Level,No,0.11759,171,636,0.09253,0.14264
2015,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.38326,102,143,0.30330,0.46323
2015,17-29 y.,Post-secondary Non-tertiary Level,No,0.17835,41,143,0.11538,0.24131
2015,17-29 y.,First Stage of Tertiary Education,Yes,0.74531,40,40,0.60857,0.88205
2015,17-29 y.,Second Stage of Tertiary Education,Yes,0.38824,168,215,0.32294,0.45354
2015,17-29 y.,Second Stage of Tertiary Education,No,0.10453,47,215,0.06354,0.14553
2015,30-45 y.,Lower Secondary Level,Yes,0.23411,153,218,0.17777,0.29045
2015,30-45 y.,Lower Secondary Level,No,0.08199,65,218,0.04549,0.11849
2015,30-45 y.,Upper Secondary Level,Yes,0.41929,1267,1686,0.39573,0.44285
2015,30-45 y.,Upper Secondary Level,No,0.12067,419,1686,0.10511,0.13622
2015,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.41483,374,488,0.37107,0.45859
2015,30-45 y.,Post-secondary Non-tertiary Level,No,0.14554,114,488,0.11422,0.17687
2015,30-45 y.,First Stage of Tertiary Education,Yes,0.58164,218,255,0.52098,0.64231
2015,30-45 y.,First Stage of Tertiary Education,No,0.12826,37,255,0.08714,0.16938
2015,30-45 y.,Second Stage of Tertiary Education,Yes,0.51426,1071,1316,0.48724,0.54127
2015,30-45 y.,Second Stage of Tertiary Education,No,0.10914,245,1316,0.09228,0.12599
2015,46-65 y.,Lower Secondary Level,Yes,0.17785,122,181,0.12198,0.23371
2015,46-65 y.,Lower Secondary Level,No,0.07046,59,181,0.03307,0.10784
2015,46-65 y.,Upper Secondary Level,Yes,0.31223,1344,1866,0.29120,0.33326
2015,46-65 y.,Upper Secondary Level,No,0.12997,522,1866,0.11471,0.14524
2015,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.36994,260,345,0.31892,0.42096
2015,46-65 y.,Post-secondary Non-tertiary Level,No,0.11972,85,345,0.08542,0.15403
2015,46-65 y.,First Stage of Tertiary Education,Yes,0.42135,315,377,0.37144,0.47126
2015,46-65 y.,First Stage of Tertiary Education,No,0.09927,62,377,0.06905,0.12950
2015,46-65 y.,Second Stage of Tertiary Education,Yes,0.42250,977,1198,0.39452,0.45048
2015,46-65 y.,Second Stage of Tertiary Education,No,0.08789,221,1198,0.07185,0.10393
2016,17-29 y.,Lower Secondary Level,Yes,0.18471,143,204,0.13133,0.23809
2016,17-29 y.,Lower Secondary Level,No,0.08099,61,204,0.04346,0.11853
2016,17-29 y.,Upper Secondary Level,Yes,0.29545,425,564,0.25776,0.33314
2016,17-29 y.,Upper Secondary Level,No,0.11340,139,564,0.08721,0.13959
2016,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40653,111,111,0.31474,0.49833
2016,17-29 y.,First Stage of Tertiary Education,Yes,0.57348,32,32,0.39937,0.74758
2016,17-29 y.,Second Stage of Tertiary Education,Yes,0.45278,175,212,0.38561,0.51994
2016,17-29 y.,Second Stage of Tertiary Education,No,0.08609,37,212,0.04824,0.12394
2016,30-45 y.,Lower Secondary Level,Yes,0.23350,127,183,0.17204,0.29496
2016,30-45 y.,Lower Secondary Level,No,0.11768,56,183,0.07087,0.16450
2016,30-45 y.,Upper Secondary Level,Yes,0.41678,1125,1509,0.39189,0.44166
2016,30-45 y.,Upper Secondary Level,No,0.13932,384,1509,0.12184,0.15680
2016,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.46252,388,486,0.41814,0.50689
2016,30-45 y.,Post-secondary Non-tertiary Level,No,0.09983,98,486,0.07315,0.12651
2016,30-45 y.,First Stage of Tertiary Education,Yes,0.60081,194,238,0.53846,0.66316
2016,30-45 y.,First Stage of Tertiary Education,No,0.14959,44,238,0.10418,0.19500
2016,30-45 y.,Second Stage of Tertiary Education,Yes,0.51706,953,1193,0.48869,0.54542
2016,30-45 y.,Second Stage of Tertiary Education,No,0.13069,240,1193,0.11156,0.14983
2016,46-65 y.,Lower Secondary Level,Yes,0.17590,119,176,0.11949,0.23232
2016,46-65 y.,Lower Secondary Level,No,0.09966,57,176,0.05528,0.14404
2016,46-65 y.,Upper Secondary Level,Yes,0.34752,1410,1909,0.32615,0.36889
2016,46-65 y.,Upper Secondary Level,No,0.12468,499,1909,0.10985,0.13950
2016,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.38335,268,361,0.33313,0.43358
2016,46-65 y.,Post-secondary Non-tertiary Level,No,0.13192,93,361,0.09697,0.16688
2016,46-65 y.,First Stage of Tertiary Education,Yes,0.44447,275,362,0.39321,0.49573
2016,46-65 y.,First Stage of Tertiary Education,No,0.11683,87,362,0.08370,0.14997
2016,46-65 y.,Second Stage of Tertiary Education,Yes,0.42097,946,1201,0.39304,0.44891
2016,46-65 y.,Second Stage of Tertiary Education,No,0.09087,255,1201,0.07461,0.10713
2017,17-29 y.,Lower Secondary Level,Yes,0.19820,164,221,0.14552,0.25088
2017,17-29 y.,Lower Secondary Level,No,0.06775,57,221,0.03454,0.10096
2017,17-29 y.,Upper Secondary Level,Yes,0.31841,522,687,0.28355,0.35327
2017,17-29 y.,Upper Secondary Level,No,0.08610,165,687,0.06511,0.10709
2017,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.36507,128,161,0.29047,0.43967
2017,17-29 y.,Post-secondary Non-tertiary Level,No,0.12131,33,161,0.07072,0.17190
2017,17-29 y.,First Stage of Tertiary Education,Yes,0.50346,34,34,0.33287,0.67405
2017,17-29 y.,Second Stage of Tertiary Education,Yes,0.42266,205,258,0.36227,0.48306
2017,17-29 y.,Second Stage of Tertiary Education,No,0.13034,53,258,0.08918,0.17150
2017,30-45 y.,Primary Level,Yes,0.15290,34,34,0.03011,0.27570
2017,30-45 y.,Lower Secondary Level,Yes,0.20843,136,200,0.15200,0.26487
2017,30-45 y.,Lower Secondary Level,No,0.11180,64,200,0.06802,0.15559
2017,30-45 y.,Upper Secondary Level,Yes,0.40433,1122,1493,0.37942,0.42923
2017,30-45 y.,Upper Secondary Level,No,0.13162,371,1493,0.11447,0.14878
2017,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.42119,374,480,0.37698,0.46541
2017,30-45 y.,Post-secondary Non-tertiary Level,No,0.12423,106,480,0.09469,0.15377
2017,30-45 y.,First Stage of Tertiary Education,Yes,0.58187,184,226,0.51742,0.64633
2017,30-45 y.,First Stage of Tertiary Education,No,0.11408,42,226,0.07254,0.15562
2017,30-45 y.,Second Stage of Tertiary Education,Yes,0.49775,997,1201,0.46946,0.52604
2017,30-45 y.,Second Stage of Tertiary Education,No,0.08791,204,1201,0.07189,0.10393
2017,46-65 y.,Lower Secondary Level,Yes,0.16250,137,196,0.11072,0.21428
2017,46-65 y.,Lower Secondary Level,No,0.07260,59,196,0.03618,0.10903
2017,46-65 y.,Upper Secondary Level,Yes,0.31311,1517,2124,0.29338,0.33283
2017,46-65 y.,Upper Secondary Level,No,0.12485,607,2124,0.11079,0.13891
2017,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.34467,288,409,0.29855,0.39078
2017,46-65 y.,Post-secondary Non-tertiary Level,No,0.14693,121,409,0.11258,0.18128
2017,46-65 y.,First Stage of Tertiary Education,Yes,0.42134,298,386,0.37201,0.47066
2017,46-65 y.,First Stage of Tertiary Education,No,0.11820,88,386,0.08595,0.15045
2017,46-65 y.,Second Stage of Tertiary Education,Yes,0.40889,1082,1363,0.38279,0.43500
2017,46-65 y.,Second Stage of Tertiary Education,No,0.10165,281,1363,0.08560,0.11770
2018,17-29 y.,Lower Secondary Level,Yes,0.20501,156,209,0.15014,0.25987
2018,17-29 y.,Lower Secondary Level,No,0.04968,53,209,0.02015,0.07921
2018,17-29 y.,Upper Secondary Level,Yes,0.37906,573,752,0.34436,0.41376
2018,17-29 y.,Upper Secondary Level,No,0.10051,179,752,0.07900,0.12201
2018,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40760,132,172,0.33394,0.48125
2018,17-29 y.,Post-secondary Non-tertiary Level,No,0.10491,40,172,0.05898,0.15084
2018,17-29 y.,Second Stage of Tertiary Education,Yes,0.42774,226,290,0.37069,0.48478
2018,17-29 y.,Second Stage of Tertiary Education,No,0.11745,64,290,0.08033,0.15457
2018,30-45 y.,Primary Level,Yes,0.07412,37,37,-0.01146,0.15969
2018,30-45 y.,Lower Secondary Level,Yes,0.23726,149,225,0.18155,0.29297
2018,30-45 y.,Lower Secondary Level,No,0.11618,76,225,0.07421,0.15814
2018,30-45 y.,Upper Secondary Level,Yes,0.43721,1087,1464,0.41179,0.46263
2018,30-45 y.,Upper Secondary Level,No,0.13914,377,1464,0.12141,0.15688
2018,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.46944,360,475,0.42451,0.51437
2018,30-45 y.,Post-secondary Non-tertiary Level,No,0.11386,115,475,0.08526,0.14245
2018,30-45 y.,First Stage of Tertiary Education,Yes,0.65089,185,232,0.58941,0.71236
2018,30-45 y.,First Stage of Tertiary Education,No,0.15108,47,232,0.10490,0.19727
2018,30-45 y.,Second Stage of Tertiary Education,Yes,0.51981,985,1259,0.49220,0.54742
2018,30-45 y.,Second Stage of Tertiary Education,No,0.13038,274,1259,0.11177,0.14899
2018,46-65 y.,Lower Secondary Level,Yes,0.22516,151,217,0.16946,0.28086
2018,46-65 y.,Lower Secondary Level,No,0.07601,66,217,0.04067,0.11136
2018,46-65 y.,Upper Secondary Level,Yes,0.34270,1524,2216,0.32294,0.36247
2018,46-65 y.,Upper Secondary Level,No,0.14123,692,2216,0.12673,0.15573
2018,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.39176,312,432,0.34568,0.43785
2018,46-65 y.,Post-secondary Non-tertiary Level,No,0.12855,120,432,0.09695,0.16015
2018,46-65 y.,First Stage of Tertiary Education,Yes,0.40250,299,387,0.35358,0.45142
2018,46-65 y.,First Stage of Tertiary Education,No,0.14135,88,387,0.10660,0.17611
2018,46-65 y.,Second Stage of Tertiary Education,Yes,0.43387,1059,1427,0.40814,0.45959
2018,46-65 y.,Second Stage of Tertiary Education,No,0.14179,368,1427,0.12369,0.15990
2019,17-29 y.,Lower Secondary Level,Yes,0.22794,154,217,0.17199,0.28388
2019,17-29 y.,Lower Secondary Level,No,0.06910,63,217,0.03528,0.10292
2019,17-29 y.,Upper Secondary Level,Yes,0.32560,450,615,0.28854,0.36267
2019,17-29 y.,Upper Secondary Level,No,0.10390,165,615,0.07977,0.12804
2019,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.48369,137,137,0.39970,0.56768
2019,17-29 y.,Second Stage of Tertiary Education,Yes,0.42398,209,264,0.36425,0.48370
2019,17-29 y.,Second Stage of Tertiary Education,No,0.10958,55,264,0.07183,0.14734
2019,30-45 y.,Primary Level,Yes,0.17920,50,50,0.07182,0.28659
2019,30-45 y.,Lower Secondary Level,Yes,0.22563,122,171,0.16280,0.28847
2019,30-45 y.,Lower Secondary Level,No,0.10177,49,171,0.05632,0.14722
2019,30-45 y.,Upper Secondary Level,Yes,0.43480,920,1216,0.40693,0.46268
2019,30-45 y.,Upper Secondary Level,No,0.13380,296,1216,0.11466,0.15294
2019,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.43599,314,413,0.38810,0.48387
2019,30-45 y.,Post-secondary Non-tertiary Level,No,0.13046,99,413,0.09794,0.16298
2019,30-45 y.,First Stage of Tertiary Education,Yes,0.53131,172,172,0.45651,0.60610
2019,30-45 y.,Second Stage of Tertiary Education,Yes,0.52712,945,1160,0.49838,0.55587
2019,30-45 y.,Second Stage of Tertiary Education,No,0.10608,215,1160,0.08835,0.12380
2019,46-65 y.,Lower Secondary Level,Yes,0.20487,124,175,0.14490,0.26484
2019,46-65 y.,Lower Secondary Level,No,0.07464,51,175,0.03559,0.11369
2019,46-65 y.,Upper Secondary Level,Yes,0.33110,1468,2022,0.31058,0.35162
2019,46-65 y.,Upper Secondary Level,No,0.12557,554,2022,0.11112,0.14002
2019,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.39606,323,428,0.34967,0.44244
2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.13145,105,428,0.09940,0.16350
2019,46-65 y.,First Stage of Tertiary Education,Yes,0.41689,284,364,0.36616,0.46761
2019,46-65 y.,First Stage of Tertiary Education,No,0.11129,80,364,0.07893,0.14364
2019,46-65 y.,Second Stage of Tertiary Education,Yes,0.40783,1100,1427,0.38233,0.43334
2019,46-65 y.,Second Stage of Tertiary Education,No,0.11871,327,1427,0.10192,0.13550
2020,17-29 y.,Lower Secondary Level,Yes,0.16488,145,230,0.11682,0.21295
2020,17-29 y.,Lower Secondary Level,No,0.11046,85,230,0.06986,0.15106
2020,17-29 y.,Upper Secondary Level,Yes,0.29726,436,704,0.26347,0.33104
2020,17-29 y.,Upper Secondary Level,No,0.15786,268,704,0.13091,0.18482
2020,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.44491,132,202,0.37621,0.51361
2020,17-29 y.,Post-secondary Non-tertiary Level,No,0.16452,70,202,0.11326,0.21577
2020,17-29 y.,Second Stage of Tertiary Education,Yes,0.42780,267,385,0.37832,0.47729
2020,17-29 y.,Second Stage of Tertiary Education,No,0.16071,118,385,0.12397,0.19744
2020,30-45 y.,Primary Level,Yes,0.04763,43,79,0.00036,0.09489
2020,30-45 y.,Primary Level,No,0.12416,36,79,0.05098,0.19734
2020,30-45 y.,Lower Secondary Level,Yes,0.21769,146,244,0.16580,0.26958
2020,30-45 y.,Lower Secondary Level,No,0.13894,98,244,0.09545,0.18243
2020,30-45 y.,Upper Secondary Level,Yes,0.38751,801,1285,0.36086,0.41416
2020,30-45 y.,Upper Secondary Level,No,0.23053,484,1285,0.20749,0.25357
2020,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.41102,314,473,0.36663,0.45540
2020,30-45 y.,Post-secondary Non-tertiary Level,No,0.19434,159,473,0.15865,0.23004
2020,30-45 y.,First Stage of Tertiary Education,Yes,0.57624,142,196,0.50688,0.64560
2020,30-45 y.,First Stage of Tertiary Education,No,0.16915,54,196,0.11653,0.22177
2020,30-45 y.,Second Stage of Tertiary Education,Yes,0.46845,896,1365,0.44197,0.49493
2020,30-45 y.,Second Stage of Tertiary Education,No,0.21277,469,1365,0.19105,0.23449
2020,46-65 y.,Lower Secondary Level,Yes,0.18488,111,196,0.13040,0.23937
2020,46-65 y.,Lower Secondary Level,No,0.14164,85,196,0.09270,0.19058
2020,46-65 y.,Upper Secondary Level,Yes,0.30918,1283,2090,0.28936,0.32900
2020,46-65 y.,Upper Secondary Level,No,0.18698,807,2090,0.17026,0.20370
2020,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.35279,314,480,0.31000,0.39558
2020,46-65 y.,Post-secondary Non-tertiary Level,No,0.17444,166,480,0.14045,0.20842
2020,46-65 y.,First Stage of Tertiary Education,Yes,0.37788,256,393,0.32988,0.42588
2020,46-65 y.,First Stage of Tertiary Education,No,0.23832,137,393,0.19615,0.28050
