"hgeqpgar","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2008","Hessen","2","195","","",""
"Ja","2008","Hessen","3","233","","",""
"Ja","2008","Hessen","4","307","0.721378120290712","0.676940703570566","0.765815537010857"
"Ja","2008","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Rheinland-Pfalz,Saarland","2","202","","",""
"Ja","2008","Rheinland-Pfalz,Saarland","3","256","","",""
"Ja","2008","Rheinland-Pfalz,Saarland","4","255","","",""
"Ja","2008","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Baden-Wuerttemberg","2","294","","",""
"Ja","2008","Baden-Wuerttemberg","3","455","0.680291206894773","0.644792212872621","0.715790200916925"
"Ja","2008","Baden-Wuerttemberg","4","616","0.701121760938161","0.66982812300598","0.732415398870343"
"Ja","2008","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Bayern","2","482","0.682556837417204","0.646799926205106","0.718313748629302"
"Ja","2008","Bayern","3","666","0.800174813663134","0.773293147699707","0.82705647962656"
"Ja","2008","Bayern","4","704","0.749784797946534","0.720936891135928","0.77863270475714"
"Ja","2008","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Saarland","2","","","",""
"Ja","2008","Saarland","3","","","",""
"Ja","2008","Saarland","4","","","",""
"Ja","2008","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Berlin","2","24","","",""
"Ja","2008","Berlin","3","40","0.224517999959063","0.165186854389408","0.283849145528719"
"Ja","2008","Berlin","4","63","0.206532930383473","0.148971656357264","0.264094204409682"
"Ja","2008","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Brandenburg","2","109","","",""
"Ja","2008","Brandenburg","3","167","","",""
"Ja","2008","Brandenburg","4","123","","",""
"Ja","2008","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Mecklenburg-Vorpommern","2","83","0.620505970191098","0.535437516087698","0.705574424294499"
"Ja","2008","Mecklenburg-Vorpommern","3","80","0.593915066348927","0.509817572675687","0.678012560022166"
"Ja","2008","Mecklenburg-Vorpommern","4","71","0.788243026697971","0.702393601078926","0.874092452317016"
"Ja","2008","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Sachsen","2","285","","",""
"Ja","2008","Sachsen","3","273","","",""
"Ja","2008","Sachsen","4","205","","",""
"Ja","2008","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Sachsen-Anhalt","2","149","","",""
"Ja","2008","Sachsen-Anhalt","3","151","","",""
"Ja","2008","Sachsen-Anhalt","4","160","","",""
"Ja","2008","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Thueringen","2","205","","",""
"Ja","2008","Thueringen","3","184","","",""
"Ja","2008","Thueringen","4","128","","",""
"Ja","2008","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Schleswig-Holstein","2","28","","",""
"Nein","2008","Schleswig-Holstein","3","37","0.253832260378071","0.180689679656429","0.326974841099712"
"Nein","2008","Schleswig-Holstein","4","36","0.252108908450251","0.184615275557166","0.319602541343337"
"Nein","2008","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Hamburg","2","40","0.838310150779871","0.738243316721599","0.938376984838143"
"Nein","2008","Hamburg","3","47","0.65075382967338","0.545628169057791","0.755879490288969"
"Nein","2008","Hamburg","4","51","0.658695553426561","0.555438691895934","0.761952414957187"
"Nein","2008","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Niedersachsen","2","100","","",""
"Nein","2008","Niedersachsen","3","90","0.194849736884798","0.160936376190271","0.228763097579325"
"Nein","2008","Niedersachsen","4","79","0.182422625736439","0.150234972884519","0.214610278588358"
"Nein","2008","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Bremen","2","17","","",""
"Nein","2008","Bremen","3","8","0.192388926519191","0.0653787857896209","0.319399067248762"
"Nein","2008","Bremen","4","13","","",""
"Nein","2008","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Nordrhein-Westfalen","2","362","0.467086366687381","0.434418475734991","0.49975425763977"
"Nein","2008","Nordrhein-Westfalen","3","306","0.348637301282836","0.319101656325982","0.37817294623969"
"Nein","2008","Nordrhein-Westfalen","4","267","","",""
"Nein","2008","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Hessen","2","99","0.409730094579154","0.353515552334353","0.465944636823954"
"Nein","2008","Hessen","3","77","0.24769197362911","0.199638912521776","0.295745034736444"
"Nein","2008","Hessen","4","84","0.278621879709288","0.234184462989143","0.323059296429433"
"Nein","2008","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Rheinland-Pfalz,Saarland","2","80","0.265421981495698","0.21388595335936","0.316958009632036"
"Nein","2008","Rheinland-Pfalz,Saarland","3","60","0.220516231335025","0.174804426517586","0.266228036152465"
"Nein","2008","Rheinland-Pfalz,Saarland","4","65","0.185463980830178","0.142878844941988","0.228049116718368"
"Nein","2008","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Baden-Wuerttemberg","2","233","","",""
"Nein","2008","Baden-Wuerttemberg","3","208","","",""
"Nein","2008","Baden-Wuerttemberg","4","206","","",""
"Nein","2008","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Bayern","2","169","","",""
"Nein","2008","Bayern","3","184","","",""
"Nein","2008","Bayern","4","162","","",""
"Nein","2008","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Saarland","2","","","",""
"Nein","2008","Saarland","3","","","",""
"Nein","2008","Saarland","4","","","",""
"Nein","2008","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Berlin","2","93","0.811358268650737","0.740469018871655","0.882247518429819"
"Nein","2008","Berlin","3","150","","",""
"Nein","2008","Berlin","4","127","","",""
"Nein","2008","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Brandenburg","2","100","","",""
"Nein","2008","Brandenburg","3","61","0.26627685455457","0.208903071594606","0.323650637514534"
"Nein","2008","Brandenburg","4","69","0.442553451040585","0.372297687489974","0.512809214591195"
"Nein","2008","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Mecklenburg-Vorpommern","2","42","0.379494029808902","0.294425575705501","0.464562483912302"
"Nein","2008","Mecklenburg-Vorpommern","3","51","0.406084933651073","0.321987439977834","0.490182427324313"
"Nein","2008","Mecklenburg-Vorpommern","4","16","","",""
"Nein","2008","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Sachsen","2","155","","",""
"Nein","2008","Sachsen","3","165","","",""
"Nein","2008","Sachsen","4","130","","",""
"Nein","2008","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Sachsen-Anhalt","2","85","0.426969208080269","0.363592829397525","0.490345586763013"
"Nein","2008","Sachsen-Anhalt","3","88","0.440351436971157","0.377414363308653","0.503288510633662"
"Nein","2008","Sachsen-Anhalt","4","46","0.246108560466004","0.187287581687916","0.304929539244092"
"Nein","2008","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Thueringen","2","78","0.385368877831362","0.328666605167994","0.44207115049473"
"Nein","2008","Thueringen","3","66","0.299402143943079","0.242629392608777","0.356174895277381"
"Nein","2008","Thueringen","4","34","0.228522436893498","0.16386527208602","0.293179601700976"
"Nein","2008","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Schleswig-Holstein","2","87","0.681981299619454","0.601303198383959","0.762659400854949"
"Ja","2009","Schleswig-Holstein","3","91","0.750577057057305","0.674421238477962","0.826732875636648"
"Ja","2009","Schleswig-Holstein","4","119","","",""
"Ja","2009","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Hamburg","2","22","","",""
"Ja","2009","Hamburg","3","20","","",""
"Ja","2009","Hamburg","4","31","0.40574987577624","0.297469841709282","0.514029909843198"
"Ja","2009","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Niedersachsen","2","273","","",""
"Ja","2009","Niedersachsen","3","394","0.819671981657066","0.784914299122211","0.854429664191921"
"Ja","2009","Niedersachsen","4","463","0.861284922619834","0.831633325130234","0.890936520109434"
"Ja","2009","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Bremen","2","12","","",""
"Ja","2009","Bremen","3","13","","",""
"Ja","2009","Bremen","4","24","","",""
"Ja","2009","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Nordrhein-Westfalen","2","466","0.525523223323873","0.490920798468091","0.560125648179655"
"Ja","2009","Nordrhein-Westfalen","3","653","0.695795818364012","0.665920509800598","0.725671126927427"
"Ja","2009","Nordrhein-Westfalen","4","862","0.720971741085443","0.694774104598349","0.747169377572537"
"Ja","2009","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Hessen","2","149","","",""
"Ja","2009","Hessen","3","203","","",""
"Ja","2009","Hessen","4","275","","",""
"Ja","2009","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","2","196","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","3","213","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","4","266","","",""
"Ja","2009","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Baden-Wuerttemberg","2","279","","",""
"Ja","2009","Baden-Wuerttemberg","3","372","0.673364565714415","0.633808964599546","0.712920166829285"
"Ja","2009","Baden-Wuerttemberg","4","557","0.727948907351577","0.695885629563326","0.760012185139828"
"Ja","2009","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Bayern","2","452","0.703638065709167","0.667488446481681","0.739787684936653"
"Ja","2009","Bayern","3","593","0.754885447440706","0.724079664083324","0.785691230798089"
"Ja","2009","Bayern","4","633","0.711271768076286","0.679770579693859","0.742772956458714"
"Ja","2009","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Saarland","2","","","",""
"Ja","2009","Saarland","3","","","",""
"Ja","2009","Saarland","4","","","",""
"Ja","2009","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Berlin","2","32","0.170816566185939","0.109559754053005","0.232073378318873"
"Ja","2009","Berlin","3","26","","",""
"Ja","2009","Berlin","4","82","0.320161637683735","0.257360481288887","0.382962794078582"
"Ja","2009","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Brandenburg","2","125","","",""
"Ja","2009","Brandenburg","3","170","","",""
"Ja","2009","Brandenburg","4","140","","",""
"Ja","2009","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Mecklenburg-Vorpommern","2","89","0.681112219120994","0.60160814205978","0.760616296182208"
"Ja","2009","Mecklenburg-Vorpommern","3","91","0.678757967135136","0.598178036578845","0.759337897691426"
"Ja","2009","Mecklenburg-Vorpommern","4","69","0.638574388742264","0.544415071381979","0.732733706102549"
"Ja","2009","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Sachsen","2","279","","",""
"Ja","2009","Sachsen","3","295","","",""
"Ja","2009","Sachsen","4","200","","",""
"Ja","2009","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Sachsen-Anhalt","2","141","","",""
"Ja","2009","Sachsen-Anhalt","3","151","","",""
"Ja","2009","Sachsen-Anhalt","4","164","","",""
"Ja","2009","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Thueringen","2","206","","",""
"Ja","2009","Thueringen","3","183","","",""
"Ja","2009","Thueringen","4","131","","",""
"Ja","2009","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Schleswig-Holstein","2","41","0.318018700380546","0.237340599145051","0.398696801616041"
"Nein","2009","Schleswig-Holstein","3","33","0.249422942942695","0.173267124363352","0.325578761522038"
"Nein","2009","Schleswig-Holstein","4","35","0.237593431777566","0.170373470118571","0.304813393436561"
"Nein","2009","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Hamburg","2","36","0.527809737040221","0.399330985805822","0.656288488274619"
"Nein","2009","Hamburg","3","42","0.650924199420651","0.532271581058383","0.769576817782919"
"Nein","2009","Hamburg","4","48","0.59425012422376","0.485970090156802","0.702530158290718"
"Nein","2009","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Niedersachsen","2","93","0.229086242325131","0.186032594828624","0.272139889821638"
"Nein","2009","Niedersachsen","3","76","0.180328018342934","0.145570335808079","0.215085700877789"
"Nein","2009","Niedersachsen","4","59","0.138715077380166","0.109063479890566","0.168366674869766"
"Nein","2009","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Bremen","2","13","","",""
"Nein","2009","Bremen","3","16","","",""
"Nein","2009","Bremen","4","22","","",""
"Nein","2009","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Nordrhein-Westfalen","2","334","0.474476776676127","0.439874351820345","0.509079201531909"
"Nein","2009","Nordrhein-Westfalen","3","258","","",""
"Nein","2009","Nordrhein-Westfalen","4","264","","",""
"Nein","2009","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Hessen","2","62","0.375916158854405","0.310561909692891","0.441270408015919"
"Nein","2009","Hessen","3","92","0.355050159379468","0.300443588020125","0.40965673073881"
"Nein","2009","Hessen","4","78","0.254573251966699","0.209129978305483","0.300016525627914"
"Nein","2009","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Rheinland-Pfalz,Saarland","2","69","0.273375419500661","0.219714275405998","0.327036563595324"
"Nein","2009","Rheinland-Pfalz,Saarland","3","60","0.20566003422495","0.157714857221525","0.253605211228375"
"Nein","2009","Rheinland-Pfalz,Saarland","4","50","0.134268301970046","0.0966773817254847","0.171859222214607"
"Nein","2009","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Baden-Wuerttemberg","2","169","","",""
"Nein","2009","Baden-Wuerttemberg","3","168","","",""
"Nein","2009","Baden-Wuerttemberg","4","183","","",""
"Nein","2009","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Bayern","2","161","","",""
"Nein","2009","Bayern","3","156","","",""
"Nein","2009","Bayern","4","162","","",""
"Nein","2009","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Saarland","2","","","",""
"Nein","2009","Saarland","3","","","",""
"Nein","2009","Saarland","4","","","",""
"Nein","2009","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Berlin","2","113","","",""
"Nein","2009","Berlin","3","123","","",""
"Nein","2009","Berlin","4","130","","",""
"Nein","2009","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Brandenburg","2","77","0.33037742024314","0.265515077618818","0.395239762867461"
"Nein","2009","Brandenburg","3","74","0.328801771421268","0.26985695044986","0.387746592392676"
"Nein","2009","Brandenburg","4","55","0.406447170655964","0.337508559876114","0.475385781435814"
"Nein","2009","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Mecklenburg-Vorpommern","2","43","0.318887780879006","0.239383703817792","0.39839185794022"
"Nein","2009","Mecklenburg-Vorpommern","3","38","0.321242032864865","0.240662102308574","0.401821963421155"
"Nein","2009","Mecklenburg-Vorpommern","4","31","0.361425611257736","0.267266293897451","0.455584928618021"
"Nein","2009","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Sachsen","2","136","","",""
"Nein","2009","Sachsen","3","141","","",""
"Nein","2009","Sachsen","4","130","","",""
"Nein","2009","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Sachsen-Anhalt","2","71","0.411357281852375","0.345117995728359","0.477596567976392"
"Nein","2009","Sachsen-Anhalt","3","66","0.348174657538225","0.284790251735448","0.411559063341003"
"Nein","2009","Sachsen-Anhalt","4","42","0.224709959088966","0.167712204935379","0.281707713242553"
"Nein","2009","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Thueringen","2","80","0.326759552285685","0.272401445723641","0.38111765884773"
"Nein","2009","Thueringen","3","63","0.312712115618681","0.254779620272172","0.370644610965189"
"Nein","2009","Thueringen","4","40","0.257201432711261","0.191689221805422","0.322713643617099"
"Nein","2009","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Schleswig-Holstein","2","185","","",""
"Ja","2010","Schleswig-Holstein","3","212","","",""
"Ja","2010","Schleswig-Holstein","4","210","","",""
"Ja","2010","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Hamburg","2","54","0.30556068055741","0.226375793688293","0.384745567426528"
"Ja","2010","Hamburg","3","37","0.433331553450469","0.32474456970006","0.541918537200879"
"Ja","2010","Hamburg","4","48","0.357227685920379","0.268876983723777","0.445578388116982"
"Ja","2010","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Niedersachsen","2","585","0.764713360149291","0.734376118203353","0.79505060209523"
"Ja","2010","Niedersachsen","3","519","0.80775159133774","0.776479749460599","0.839023433214881"
"Ja","2010","Niedersachsen","4","654","0.842418276276194","0.816307841373577","0.868528711178811"
"Ja","2010","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Bremen","2","27","","",""
"Ja","2010","Bremen","3","21","","",""
"Ja","2010","Bremen","4","22","","",""
"Ja","2010","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Nordrhein-Westfalen","2","1053","","",""
"Ja","2010","Nordrhein-Westfalen","3","1085","","",""
"Ja","2010","Nordrhein-Westfalen","4","1180","","",""
"Ja","2010","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Hessen","2","308","0.614702146589915","0.573191281009353","0.656213012170476"
"Ja","2010","Hessen","3","368","0.772273078319889","0.734834684583585","0.809711472056192"
"Ja","2010","Hessen","4","322","0.726830508942655","0.686066731731367","0.767594286153944"
"Ja","2010","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","2","348","0.673767727641085","0.632042781487524","0.715492673794647"
"Ja","2010","Rheinland-Pfalz,Saarland","3","374","0.793254148335938","0.756165591892292","0.830342704779584"
"Ja","2010","Rheinland-Pfalz,Saarland","4","320","0.850155821710099","0.814913120824573","0.885398522595625"
"Ja","2010","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Baden-Wuerttemberg","2","584","0.560043577245694","0.52878984090599","0.591297313585399"
"Ja","2010","Baden-Wuerttemberg","3","663","0.703924025100772","0.674376037970723","0.73347201223082"
"Ja","2010","Baden-Wuerttemberg","4","868","0.729152496146168","0.703195735169108","0.755109257123227"
"Ja","2010","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Bayern","2","921","0.67303258819488","0.647333756059128","0.698731420330632"
"Ja","2010","Bayern","3","955","0.766661484752578","0.742559613806043","0.790763355699113"
"Ja","2010","Bayern","4","886","0.747438989245621","0.721982173715882","0.77289580477536"
"Ja","2010","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Saarland","2","","","",""
"Ja","2010","Saarland","3","","","",""
"Ja","2010","Saarland","4","","","",""
"Ja","2010","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Berlin","2","42","0.142446679931105","0.0997990432174622","0.185094316644749"
"Ja","2010","Berlin","3","56","0.285353331741928","0.221971038872865","0.348735624610991"
"Ja","2010","Berlin","4","127","","",""
"Ja","2010","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Brandenburg","2","219","","",""
"Ja","2010","Brandenburg","3","168","","",""
"Ja","2010","Brandenburg","4","169","","",""
"Ja","2010","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Mecklenburg-Vorpommern","2","100","","",""
"Ja","2010","Mecklenburg-Vorpommern","3","142","","",""
"Ja","2010","Mecklenburg-Vorpommern","4","91","0.544187578430833","0.46139182144312","0.626983335418546"
"Ja","2010","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Sachsen","2","430","0.636138070330553","0.59892250850184","0.673353632159266"
"Ja","2010","Sachsen","3","324","0.57777099364619","0.534862714250174","0.620679273042207"
"Ja","2010","Sachsen","4","252","","",""
"Ja","2010","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Sachsen-Anhalt","2","228","","",""
"Ja","2010","Sachsen-Anhalt","3","185","","",""
"Ja","2010","Sachsen-Anhalt","4","160","","",""
"Ja","2010","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Thueringen","2","284","","",""
"Ja","2010","Thueringen","3","191","","",""
"Ja","2010","Thueringen","4","202","","",""
"Ja","2010","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Schleswig-Holstein","2","103","","",""
"Nein","2010","Schleswig-Holstein","3","45","0.289286143126769","0.23385003457161","0.344722251681929"
"Nein","2010","Schleswig-Holstein","4","29","","",""
"Nein","2010","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Hamburg","2","76","0.69443931944259","0.615254432573472","0.773624206311707"
"Nein","2010","Hamburg","3","43","0.566668446549531","0.458081462799121","0.67525543029994"
"Nein","2010","Hamburg","4","65","0.642772314079621","0.554421611883019","0.731123016276223"
"Nein","2010","Hamburg","5 Einkommensstärkstes Quintil","","","",""
