,Unnamed: 0,year,hhtyp,regtyp,hgeqpgar,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
657,657,2017,Couple without children,Urban regions,Yes,0.63631,1794,18246,0.60987,0.66334
658,658,2017,Couple without children,Urban regions,No,0.36369,1169,18246,0.34107,0.38636
659,659,2017,Couple without children,Rural regions,Yes,0.80924,1320,18246,0.76201,0.85186
660,660,2017,Couple without children,Rural regions,No,0.19076,425,18246,0.17176,0.21205
661,661,2017,Single parent,Urban regions,Yes,0.47282,484,18246,0.42859,0.5319
662,662,2017,Single parent,Urban regions,No,0.52718,678,18246,0.4749,0.58195
663,663,2017,Single parent,Rural regions,Yes,0.62267,343,18246,0.5513,0.70435
664,664,2017,Single parent,Rural regions,No,0.37733,255,18246,0.30781,0.43986
665,665,2017,Couple with children,Urban regions,Yes,0.70817,2677,18246,0.67345,0.75056
666,666,2017,Couple with children,Urban regions,No,0.29183,1840,18246,0.2697,0.31608
667,667,2017,Couple with children,Rural regions,Yes,0.82304,1656,18246,0.76717,0.87545
668,668,2017,Couple with children,Rural regions,No,0.17696,656,18246,0.15169,0.20492
669,669,2017,Multi-generational household,Urban regions,Yes,0.69877,52,18246,0.49774,0.97629
670,670,2017,Multi-generational household,Urban regions,No,0.30123,54,18246,0.19226,0.44623
671,671,2017,Multi-generational household,Rural regions,Yes,1.0,35,18246,0.66592,1.4803
672,672,2017,Other Combinations,Urban regions,Yes,0.51561,134,18246,0.42088,0.63414
673,673,2017,Other Combinations,Urban regions,No,0.48439,224,18246,0.40544,0.59709
674,674,2017,Other Combinations,Rural regions,Yes,0.80723,90,18246,0.54487,1.03958
675,675,2017,Other Combinations,Rural regions,No,0.19277,68,18246,0.11679,0.27847
676,676,2018,Single-person household,Urban regions,Yes,0.4124,1049,17644,0.39249,0.4295
677,677,2018,Single-person household,Urban regions,No,0.5876,1999,17644,0.56206,0.61341
678,678,2018,Single-person household,Rural regions,Yes,0.51247,607,17644,0.48116,0.54942
679,679,2018,Single-person household,Rural regions,No,0.48753,763,17644,0.45371,0.52425
680,680,2018,Couple without children,Urban regions,Yes,0.64045,1753,17644,0.60816,0.66551
681,681,2018,Couple without children,Urban regions,No,0.35955,1166,17644,0.33397,0.38336
682,682,2018,Couple without children,Rural regions,Yes,0.80214,1266,17644,0.76222,0.86074
683,683,2018,Couple without children,Rural regions,No,0.19786,440,17644,0.17786,0.21591
684,684,2018,Single parent,Urban regions,Yes,0.50427,476,17644,0.44205,0.57844
685,685,2018,Single parent,Urban regions,No,0.49573,693,17644,0.45075,0.54678
686,686,2018,Single parent,Rural regions,Yes,0.63555,316,17644,0.55464,0.74189
687,687,2018,Single parent,Rural regions,No,0.36445,238,17644,0.30342,0.42139
688,688,2018,Couple with children,Urban regions,Yes,0.69164,2467,17644,0.65805,0.72283
689,689,2018,Couple with children,Urban regions,No,0.30836,1785,17644,0.28574,0.33429
690,690,2018,Couple with children,Rural regions,Yes,0.83744,1529,17644,0.78365,0.89525
691,691,2018,Couple with children,Rural regions,No,0.16256,593,17644,0.13659,0.19068
692,692,2018,Multi-generational household,Urban regions,Yes,0.68657,58,17644,0.47829,0.98205
693,693,2018,Multi-generational household,Urban regions,No,0.31343,50,17644,0.18795,0.46742
694,694,2018,Other Combinations,Urban regions,Yes,0.5023,111,17644,0.40227,0.62725
695,695,2018,Other Combinations,Urban regions,No,0.4977,170,17644,0.39268,0.59684
696,696,2018,Other Combinations,Rural regions,Yes,0.85409,68,17644,0.61856,1.17144
697,697,2018,Other Combinations,Rural regions,No,0.14591,47,17644,0.08717,0.22328
698,698,2019,Single-person household,Urban regions,Yes,0.43182,919,14870,0.40927,0.45695
699,699,2019,Single-person household,Urban regions,No,0.56818,1622,14870,0.54594,0.59381
700,700,2019,Single-person household,Rural regions,Yes,0.52976,543,14870,0.49267,0.57139
701,701,2019,Single-person household,Rural regions,No,0.47024,631,14870,0.43564,0.50333
702,702,2019,Couple without children,Urban regions,Yes,0.64883,1529,14870,0.61709,0.67846
703,703,2019,Couple without children,Urban regions,No,0.35117,938,14870,0.32492,0.3744
704,704,2019,Couple without children,Rural regions,Yes,0.8227,1124,14870,0.77331,0.87429
705,705,2019,Couple without children,Rural regions,No,0.1773,349,14870,0.15445,0.19675
706,706,2019,Single parent,Urban regions,Yes,0.47049,383,14870,0.4061,0.52809
707,707,2019,Single parent,Urban regions,No,0.52951,597,14870,0.47975,0.59399
708,708,2019,Single parent,Rural regions,Yes,0.66629,268,14870,0.57942,0.79766
709,709,2019,Single parent,Rural regions,No,0.33371,189,14870,0.26531,0.39868
710,710,2019,Couple with children,Urban regions,Yes,0.69577,2087,14870,0.65704,0.73804
711,711,2019,Couple with children,Urban regions,No,0.30423,1513,14870,0.27575,0.33403
712,712,2019,Couple with children,Rural regions,Yes,0.85356,1298,14870,0.79966,0.91875
713,713,2019,Couple with children,Rural regions,No,0.14644,488,14870,0.12179,0.1768
714,714,2019,Multi-generational household,Urban regions,Yes,0.58759,38,14870,0.40051,0.79405
715,715,2019,Multi-generational household,Urban regions,No,0.41241,44,14870,0.21733,0.67872
716,716,2019,Other Combinations,Urban regions,Yes,0.60789,89,14870,0.4533,0.77395
717,717,2019,Other Combinations,Urban regions,No,0.39211,131,14870,0.24273,0.52662
718,718,2019,Other Combinations,Rural regions,Yes,0.85398,55,14870,0.62285,1.17956
719,719,2019,Other Combinations,Rural regions,No,0.14602,35,14870,0.0848,0.20813
720,720,2020,Single-person household,Urban regions,Yes,0.41684,1279,19280,0.39386,0.44487
721,721,2020,Single-person household,Urban regions,No,0.58316,2582,19280,0.55193,0.60994
722,722,2020,Single-person household,Rural regions,Yes,0.52673,688,19280,0.48919,0.56399
723,723,2020,Single-person household,Rural regions,No,0.47327,791,19280,0.43965,0.51342
724,724,2020,Couple without children,Urban regions,Yes,0.64523,2002,19280,0.60794,0.67903
725,725,2020,Couple without children,Urban regions,No,0.35477,1405,19280,0.32843,0.38282
726,726,2020,Couple without children,Rural regions,Yes,0.80986,1322,19280,0.76912,0.86667
727,727,2020,Couple without children,Rural regions,No,0.19014,440,19280,0.17188,0.21279
728,728,2020,Single parent,Urban regions,Yes,0.48395,441,19280,0.41935,0.54769
729,729,2020,Single parent,Urban regions,No,0.51605,668,19280,0.46841,0.58034
730,730,2020,Single parent,Rural regions,Yes,0.66864,290,19280,0.5829,0.7655
731,731,2020,Single parent,Rural regions,No,0.33136,199,19280,0.26124,0.42405
732,732,2020,Couple with children,Urban regions,Yes,0.72016,2528,19280,0.67943,0.76555
733,733,2020,Couple with children,Urban regions,No,0.27984,1999,19280,0.25585,0.30942
734,734,2020,Couple with children,Rural regions,Yes,0.86056,1496,19280,0.80087,0.92508
735,735,2020,Couple with children,Rural regions,No,0.13944,542,19280,0.11457,0.16352
736,736,2020,Multi-generational household,Urban regions,Yes,0.56382,49,19280,0.37739,0.80648
737,737,2020,Multi-generational household,Urban regions,No,0.43618,44,19280,0.2205,0.70072
738,738,2020,Multi-generational household,Rural regions,Yes,1.0,35,19280,0.48864,1.56466
739,739,2020,Other Combinations,Urban regions,Yes,0.514,130,19280,0.40097,0.6447
740,740,2020,Other Combinations,Urban regions,No,0.486,223,19280,0.36567,0.62673
741,741,2020,Other Combinations,Rural regions,Yes,0.89121,77,19280,0.66053,1.17591
742,742,2020,Other Combinations,Rural regions,No,0.10879,50,19280,0.06608,0.14973
743,743,2021,Single-person household,Urban regions,Yes,0.43788,808,11040,0.40647,0.47108
744,744,2021,Single-person household,Urban regions,No,0.56212,1397,11040,0.52519,0.60541
745,745,2021,Single-person household,Rural regions,Yes,0.54228,461,11040,0.49674,0.58919
746,746,2021,Single-person household,Rural regions,No,0.45772,432,11040,0.40395,0.49729
747,747,2021,Couple without children,Urban regions,Yes,0.65124,1248,11040,0.60881,0.69301
748,748,2021,Couple without children,Urban regions,No,0.34876,799,11040,0.31773,0.37951
749,749,2021,Couple without children,Rural regions,Yes,0.82284,877,11040,0.75515,0.88444
750,750,2021,Couple without children,Rural regions,No,0.17716,243,11040,0.15078,0.20103
751,751,2021,Single parent,Urban regions,Yes,0.50424,270,11040,0.42759,0.59535
752,752,2021,Single parent,Urban regions,No,0.49576,343,11040,0.43409,0.56763
753,753,2021,Single parent,Rural regions,Yes,0.65204,192,11040,0.54803,0.77798
754,754,2021,Single parent,Rural regions,No,0.34796,121,11040,0.25492,0.44611
755,755,2021,Couple with children,Urban regions,Yes,0.7236,1471,11040,0.67184,0.77538
756,756,2021,Couple with children,Urban regions,No,0.2764,977,11040,0.24414,0.30546
757,757,2021,Couple with children,Rural regions,Yes,0.86193,869,11040,0.77618,0.94527
758,758,2021,Couple with children,Rural regions,No,0.13807,243,11040,0.10712,0.16882
759,759,2021,Other Combinations,Urban regions,Yes,0.57165,97,11040,0.42966,0.72844
760,760,2021,Other Combinations,Urban regions,No,0.42835,107,11040,0.30599,0.56814
761,761,2021,Other Combinations,Rural regions,Yes,0.7024,51,11040,0.53451,0.88983
762,762,2021,Other Combinations,Rural regions,No,0.2976,34,11040,0.13562,0.4808
