"pld0044","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nie","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","Realschule","kein Migrationshintergrund","","","",""
"Nie","2009","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2010","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","Realschule","kein Migrationshintergrund","","","",""
"Oft","2010","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2010","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","Realschule","kein Migrationshintergrund","","","",""
"Selten","2010","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","Realschule","kein Migrationshintergrund","","","",""
"Nie","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2011","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","Realschule","kein Migrationshintergrund","","","",""
"Oft","2011","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2011","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","Realschule","kein Migrationshintergrund","","","",""
"Selten","2011","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","Realschule","kein Migrationshintergrund","","","",""
"Nie","2011","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2012","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","Realschule","kein Migrationshintergrund","","","",""
"Oft","2012","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2012","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","Realschule","kein Migrationshintergrund","","","",""
"Selten","2012","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","Realschule","kein Migrationshintergrund","","","",""
"Nie","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","(noch) kein Abschluss","kein Migrationshintergrund","13","","",""
"Sehr oft","2013","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Sehr oft","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Sehr oft","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","Hauptschule","kein Migrationshintergrund","20","","",""
"Sehr oft","2013","Hauptschule","direkter Migrationshintergrund","8","","",""
"Sehr oft","2013","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Sehr oft","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","Realschule","kein Migrationshintergrund","19","","",""
"Sehr oft","2013","Realschule","direkter Migrationshintergrund","2","","",""
"Sehr oft","2013","Realschule","indirekter Migrationshintergrund","3","","",""
"Sehr oft","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","(Fach-)Abitur","kein Migrationshintergrund","6","","",""
"Sehr oft","2013","(Fach-)Abitur","direkter Migrationshintergrund","3","","",""
"Sehr oft","2013","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Sehr oft","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2013","AkademikerIn","kein Migrationshintergrund","7","","",""
"Sehr oft","2013","AkademikerIn","direkter Migrationshintergrund","1","","",""
"Sehr oft","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","(noch) kein Abschluss","kein Migrationshintergrund","68","0.123748394672513","0.0956074016087578","0.151889387736269"
"Oft","2013","(noch) kein Abschluss","direkter Migrationshintergrund","10","","",""
"Oft","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"Oft","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","Hauptschule","kein Migrationshintergrund","132","0.0195311574261444","0.0161213483481717","0.022940966504117"
"Oft","2013","Hauptschule","direkter Migrationshintergrund","42","0.035365561455183","0.0242465335969846","0.0464845893133814"
"Oft","2013","Hauptschule","indirekter Migrationshintergrund","25","","",""
"Oft","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","Realschule","kein Migrationshintergrund","119","0.0151699019872699","0.0122293136797225","0.0181104902948173"
"Oft","2013","Realschule","direkter Migrationshintergrund","8","","",""
"Oft","2013","Realschule","indirekter Migrationshintergrund","14","","",""
"Oft","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","(Fach-)Abitur","kein Migrationshintergrund","87","0.048542503294277","0.0401450315116808","0.0569399750768731"
"Oft","2013","(Fach-)Abitur","direkter Migrationshintergrund","28","","",""
"Oft","2013","(Fach-)Abitur","indirekter Migrationshintergrund","13","","",""
"Oft","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2013","AkademikerIn","kein Migrationshintergrund","76","0.0195737838233462","0.0157579541677115","0.0233896134789809"
"Oft","2013","AkademikerIn","direkter Migrationshintergrund","18","","",""
"Oft","2013","AkademikerIn","indirekter Migrationshintergrund","6","","",""
"Oft","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","(noch) kein Abschluss","kein Migrationshintergrund","150","0.23392493068586","0.197748214875554","0.270101646496166"
"Manchmal","2013","(noch) kein Abschluss","direkter Migrationshintergrund","29","","",""
"Manchmal","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","33","0.280989214968289","0.197371339396761","0.364607090539818"
"Manchmal","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","Hauptschule","kein Migrationshintergrund","537","0.0884497000602599","0.0814530899193307","0.095446310201189"
"Manchmal","2013","Hauptschule","direkter Migrationshintergrund","198","0.176526682670414","0.153574441210502","0.199478924130327"
"Manchmal","2013","Hauptschule","indirekter Migrationshintergrund","48","0.15075141003787","0.110194897247376","0.191307922828364"
"Manchmal","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","Realschule","kein Migrationshintergrund","680","0.104153880325874","0.0968050771135431","0.111502683538205"
