"pld0044","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2008","Niedersachsen","maennlich","259","0.311193121886074","0.279695861761546","0.342690382010602"
"Selten","2008","Niedersachsen","weiblich","255","0.293183046635328","0.263409345249108","0.322956748021548"
"Selten","2008","Bremen","maennlich","28","","",""
"Selten","2008","Bremen","weiblich","27","","",""
"Selten","2008","Nordrhein-Westfalen","maennlich","585","0.302889772784106","0.282012780231145","0.323766765337066"
"Selten","2008","Nordrhein-Westfalen","weiblich","569","0.262267636702949","0.243263542475125","0.281271730930773"
"Selten","2008","Hessen","maennlich","224","0.351597374471531","0.314104454769737","0.389090294173325"
"Selten","2008","Hessen","weiblich","196","0.30279324984686","0.268131531352798","0.337454968340922"
"Selten","2008","Rheinland-Pfalz,Saarland","maennlich","119","0.269022019452199","0.229515254201173","0.308528784703225"
"Selten","2008","Rheinland-Pfalz,Saarland","weiblich","142","0.23666119733408","0.202277605809916","0.271044788858243"
"Selten","2008","Baden-Wuerttemberg","maennlich","408","0.348890418826111","0.321100937956684","0.376679899695539"
"Selten","2008","Baden-Wuerttemberg","weiblich","410","0.312137251007885","0.286093412143623","0.338181089872148"
"Selten","2008","Bayern","maennlich","464","0.334815376528841","0.3091912139388","0.360439539118882"
"Selten","2008","Bayern","weiblich","468","0.312120301754646","0.288062390753294","0.336178212755998"
"Selten","2008","Saarland","maennlich","","","",""
"Selten","2008","Saarland","weiblich","","","",""
"Selten","2008","Berlin","maennlich","129","0.388870155739154","0.336193378686026","0.441546932792283"
"Selten","2008","Berlin","weiblich","132","0.333413167409203","0.286504621882129","0.380321712936277"
"Selten","2008","Brandenburg","maennlich","123","0.344078665145619","0.296869312926212","0.391288017365025"
"Selten","2008","Brandenburg","weiblich","138","0.371763278593791","0.325871150698503","0.417655406489079"
"Selten","2008","Mecklenburg-Vorpommern","maennlich","73","0.308640112713015","0.248941746397276","0.368338479028754"
"Selten","2008","Mecklenburg-Vorpommern","weiblich","64","0.201821079806937","0.15246227642888","0.251179883184993"
"Selten","2008","Sachsen","maennlich","229","0.352281806713706","0.316870034777618","0.387693578649794"
"Selten","2008","Sachsen","weiblich","205","0.294423721347702","0.261246693884158","0.327600748811246"
"Selten","2008","Sachsen-Anhalt","maennlich","124","0.285446452923345","0.240795417852458","0.330097487994233"
"Selten","2008","Sachsen-Anhalt","weiblich","117","0.245132348273459","0.203845114735372","0.286419581811547"
"Selten","2008","Thueringen","maennlich","132","0.357655987469181","0.311979310871333","0.403332664067029"
"Selten","2008","Thueringen","weiblich","131","0.282293686351923","0.240659614594032","0.323927758109815"
"Nie","2008","Schleswig-Holstein","maennlich","131","0.475883333385602","0.415061089040876","0.536705577730329"
"Nie","2008","Schleswig-Holstein","weiblich","147","0.461064144246915","0.403791028435088","0.518337260058741"
"Nie","2008","Hamburg","maennlich","56","0.427679811131175","0.342958756945832","0.512400865316519"
"Nie","2008","Hamburg","weiblich","68","0.477286481226089","0.396542370366874","0.558030592085303"
"Nie","2008","Niedersachsen","maennlich","428","0.510174400250049","0.476165771943305","0.544183028556793"
"Nie","2008","Niedersachsen","weiblich","525","0.564767449944537","0.53234054967942","0.597194350209654"
"Nie","2008","Bremen","maennlich","24","","",""
"Nie","2008","Bremen","weiblich","40","0.542403038712204","0.429652121834884","0.655153955589524"
"Nie","2008","Nordrhein-Westfalen","maennlich","968","0.501308100328241","0.478591495537126","0.524024705119357"
"Nie","2008","Nordrhein-Westfalen","weiblich","1182","0.596278541815019","0.575080735836893","0.617476347793146"
"Nie","2008","Hessen","maennlich","284","0.429009291309051","0.390144893987599","0.467873688630504"
"Nie","2008","Hessen","weiblich","369","0.547745266654335","0.510198107658252","0.585292425650418"
"Nie","2008","Rheinland-Pfalz,Saarland","maennlich","291","0.591201858725473","0.547404515992883","0.634999201458063"
"Nie","2008","Rheinland-Pfalz,Saarland","weiblich","358","0.607798338884421","0.568301393525472","0.64729528424337"
"Nie","2008","Baden-Wuerttemberg","maennlich","514","0.456557435866464","0.427514975532971","0.485599896199957"
"Nie","2008","Baden-Wuerttemberg","weiblich","633","0.552583472321055","0.524636403744386","0.580530540897724"
"Nie","2008","Bayern","maennlich","624","0.499061677205934","0.471913221985682","0.526210132426187"
"Nie","2008","Bayern","weiblich","754","0.54523730266701","0.519383415086913","0.571091190247108"
"Nie","2008","Saarland","maennlich","","","",""
"Nie","2008","Saarland","weiblich","","","",""
"Nie","2008","Berlin","maennlich","134","0.411123592663991","0.357955825806572","0.464291359521409"
"Nie","2008","Berlin","weiblich","176","0.463716276602679","0.414096396990382","0.513336156214975"
"Nie","2008","Brandenburg","maennlich","218","0.541790220463056","0.492277014441042","0.591303426485071"
"Nie","2008","Brandenburg","weiblich","244","0.530554155162206","0.483162606453576","0.577945703870837"
"Nie","2008","Mecklenburg-Vorpommern","maennlich","137","0.614521479704859","0.551621167881198","0.67742179152852"
"Nie","2008","Mecklenburg-Vorpommern","weiblich","163","0.675533043254343","0.617957271371855","0.733108815136831"
"Nie","2008","Sachsen","maennlich","376","0.50792899279468","0.470867330593396","0.544990654995965"
"Nie","2008","Sachsen","weiblich","455","0.611774463160778","0.576299920140876","0.64724900618068"
"Nie","2008","Sachsen-Anhalt","maennlich","221","0.564582076120126","0.515562617513913","0.61360153472634"
"Nie","2008","Sachsen-Anhalt","weiblich","255","0.614134340562933","0.567411437453122","0.660857243672744"
"Nie","2008","Thueringen","maennlich","249","0.561779106243593","0.514495865075037","0.609062347412148"
"Nie","2008","Thueringen","weiblich","285","0.637299098924921","0.592828713858537","0.681769483991304"
"Sehr oft","2009","Schleswig-Holstein","maennlich","","","",""
"Sehr oft","2009","Schleswig-Holstein","weiblich","","","",""
"Sehr oft","2009","Hamburg","maennlich","","","",""
"Sehr oft","2009","Hamburg","weiblich","","","",""
"Sehr oft","2009","Niedersachsen","maennlich","","","",""
"Sehr oft","2009","Niedersachsen","weiblich","","","",""
"Sehr oft","2009","Bremen","maennlich","","","",""
"Sehr oft","2009","Bremen","weiblich","","","",""
"Sehr oft","2009","Nordrhein-Westfalen","maennlich","","","",""
"Sehr oft","2009","Nordrhein-Westfalen","weiblich","","","",""
"Sehr oft","2009","Hessen","maennlich","","","",""
"Sehr oft","2009","Hessen","weiblich","","","",""
"Sehr oft","2009","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Sehr oft","2009","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Sehr oft","2009","Baden-Wuerttemberg","maennlich","","","",""
"Sehr oft","2009","Baden-Wuerttemberg","weiblich","","","",""
"Sehr oft","2009","Bayern","maennlich","","","",""
"Sehr oft","2009","Bayern","weiblich","","","",""
"Sehr oft","2009","Saarland","maennlich","","","",""
"Sehr oft","2009","Saarland","weiblich","","","",""
"Sehr oft","2009","Berlin","maennlich","","","",""
"Sehr oft","2009","Berlin","weiblich","","","",""
"Sehr oft","2009","Brandenburg","maennlich","","","",""
"Sehr oft","2009","Brandenburg","weiblich","","","",""
"Sehr oft","2009","Mecklenburg-Vorpommern","maennlich","","","",""
"Sehr oft","2009","Mecklenburg-Vorpommern","weiblich","","","",""
"Sehr oft","2009","Sachsen","maennlich","","","",""
"Sehr oft","2009","Sachsen","weiblich","","","",""
"Sehr oft","2009","Sachsen-Anhalt","maennlich","","","",""
"Sehr oft","2009","Sachsen-Anhalt","weiblich","","","",""
"Sehr oft","2009","Thueringen","maennlich","","","",""
"Sehr oft","2009","Thueringen","weiblich","","","",""
"Oft","2009","Schleswig-Holstein","maennlich","","","",""
"Oft","2009","Schleswig-Holstein","weiblich","","","",""
"Oft","2009","Hamburg","maennlich","","","",""
"Oft","2009","Hamburg","weiblich","","","",""
"Oft","2009","Niedersachsen","maennlich","","","",""
"Oft","2009","Niedersachsen","weiblich","","","",""
"Oft","2009","Bremen","maennlich","","","",""
"Oft","2009","Bremen","weiblich","","","",""
"Oft","2009","Nordrhein-Westfalen","maennlich","","","",""
"Oft","2009","Nordrhein-Westfalen","weiblich","","","",""
"Oft","2009","Hessen","maennlich","","","",""
"Oft","2009","Hessen","weiblich","","","",""
"Oft","2009","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Oft","2009","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Oft","2009","Baden-Wuerttemberg","maennlich","","","",""
"Oft","2009","Baden-Wuerttemberg","weiblich","","","",""
"Oft","2009","Bayern","maennlich","","","",""
"Oft","2009","Bayern","weiblich","","","",""
"Oft","2009","Saarland","maennlich","","","",""
"Oft","2009","Saarland","weiblich","","","",""
"Oft","2009","Berlin","maennlich","","","",""
"Oft","2009","Berlin","weiblich","","","",""
"Oft","2009","Brandenburg","maennlich","","","",""
"Oft","2009","Brandenburg","weiblich","","","",""
"Oft","2009","Mecklenburg-Vorpommern","maennlich","","","",""
"Oft","2009","Mecklenburg-Vorpommern","weiblich","","","",""
"Oft","2009","Sachsen","maennlich","","","",""
"Oft","2009","Sachsen","weiblich","","","",""
"Oft","2009","Sachsen-Anhalt","maennlich","","","",""
"Oft","2009","Sachsen-Anhalt","weiblich","","","",""
"Oft","2009","Thueringen","maennlich","","","",""
"Oft","2009","Thueringen","weiblich","","","",""
"Manchmal","2009","Schleswig-Holstein","maennlich","","","",""
"Manchmal","2009","Schleswig-Holstein","weiblich","","","",""
"Manchmal","2009","Hamburg","maennlich","","","",""
"Manchmal","2009","Hamburg","weiblich","","","",""
"Manchmal","2009","Niedersachsen","maennlich","","","",""
"Manchmal","2009","Niedersachsen","weiblich","","","",""
"Manchmal","2009","Bremen","maennlich","","","",""
"Manchmal","2009","Bremen","weiblich","","","",""
"Manchmal","2009","Nordrhein-Westfalen","maennlich","","","",""
"Manchmal","2009","Nordrhein-Westfalen","weiblich","","","",""
"Manchmal","2009","Hessen","maennlich","","","",""
"Manchmal","2009","Hessen","weiblich","","","",""
"Manchmal","2009","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Manchmal","2009","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Manchmal","2009","Baden-Wuerttemberg","maennlich","","","",""
"Manchmal","2009","Baden-Wuerttemberg","weiblich","","","",""
"Manchmal","2009","Bayern","maennlich","","","",""
"Manchmal","2009","Bayern","weiblich","","","",""
"Manchmal","2009","Saarland","maennlich","","","",""
"Manchmal","2009","Saarland","weiblich","","","",""
"Manchmal","2009","Berlin","maennlich","","","",""
"Manchmal","2009","Berlin","weiblich","","","",""
"Manchmal","2009","Brandenburg","maennlich","","","",""
"Manchmal","2009","Brandenburg","weiblich","","","",""
"Manchmal","2009","Mecklenburg-Vorpommern","maennlich","","","",""
"Manchmal","2009","Mecklenburg-Vorpommern","weiblich","","","",""
"Manchmal","2009","Sachsen","maennlich","","","",""
"Manchmal","2009","Sachsen","weiblich","","","",""
"Manchmal","2009","Sachsen-Anhalt","maennlich","","","",""
"Manchmal","2009","Sachsen-Anhalt","weiblich","","","",""
"Manchmal","2009","Thueringen","maennlich","","","",""
"Manchmal","2009","Thueringen","weiblich","","","",""
"Selten","2009","Schleswig-Holstein","maennlich","","","",""
"Selten","2009","Schleswig-Holstein","weiblich","","","",""
"Selten","2009","Hamburg","maennlich","","","",""
"Selten","2009","Hamburg","weiblich","","","",""
"Selten","2009","Niedersachsen","maennlich","","","",""
"Selten","2009","Niedersachsen","weiblich","","","",""
"Selten","2009","Bremen","maennlich","","","",""
"Selten","2009","Bremen","weiblich","","","",""
"Selten","2009","Nordrhein-Westfalen","maennlich","","","",""
"Selten","2009","Nordrhein-Westfalen","weiblich","","","",""
"Selten","2009","Hessen","maennlich","","","",""
"Selten","2009","Hessen","weiblich","","","",""
"Selten","2009","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Selten","2009","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selten","2009","Baden-Wuerttemberg","maennlich","","","",""
"Selten","2009","Baden-Wuerttemberg","weiblich","","","",""
"Selten","2009","Bayern","maennlich","","","",""
"Selten","2009","Bayern","weiblich","","","",""
"Selten","2009","Saarland","maennlich","","","",""
"Selten","2009","Saarland","weiblich","","","",""
"Selten","2009","Berlin","maennlich","","","",""
"Selten","2009","Berlin","weiblich","","","",""
"Selten","2009","Brandenburg","maennlich","","","",""
"Selten","2009","Brandenburg","weiblich","","","",""
"Selten","2009","Mecklenburg-Vorpommern","maennlich","","","",""
"Selten","2009","Mecklenburg-Vorpommern","weiblich","","","",""
"Selten","2009","Sachsen","maennlich","","","",""
"Selten","2009","Sachsen","weiblich","","","",""
"Selten","2009","Sachsen-Anhalt","maennlich","","","",""
"Selten","2009","Sachsen-Anhalt","weiblich","","","",""
"Selten","2009","Thueringen","maennlich","","","",""
"Selten","2009","Thueringen","weiblich","","","",""
"Nie","2009","Schleswig-Holstein","maennlich","","","",""
"Nie","2009","Schleswig-Holstein","weiblich","","","",""
"Nie","2009","Hamburg","maennlich","","","",""
"Nie","2009","Hamburg","weiblich","","","",""
"Nie","2009","Niedersachsen","maennlich","","","",""
"Nie","2009","Niedersachsen","weiblich","","","",""
"Nie","2009","Bremen","maennlich","","","",""
"Nie","2009","Bremen","weiblich","","","",""
"Nie","2009","Nordrhein-Westfalen","maennlich","","","",""
"Nie","2009","Nordrhein-Westfalen","weiblich","","","",""
"Nie","2009","Hessen","maennlich","","","",""
"Nie","2009","Hessen","weiblich","","","",""
"Nie","2009","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","2009","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","2009","Baden-Wuerttemberg","maennlich","","","",""
"Nie","2009","Baden-Wuerttemberg","weiblich","","","",""
"Nie","2009","Bayern","maennlich","","","",""
"Nie","2009","Bayern","weiblich","","","",""
"Nie","2009","Saarland","maennlich","","","",""
"Nie","2009","Saarland","weiblich","","","",""
"Nie","2009","Berlin","maennlich","","","",""
"Nie","2009","Berlin","weiblich","","","",""
"Nie","2009","Brandenburg","maennlich","","","",""
"Nie","2009","Brandenburg","weiblich","","","",""
"Nie","2009","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","2009","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","2009","Sachsen","maennlich","","","",""
"Nie","2009","Sachsen","weiblich","","","",""
"Nie","2009","Sachsen-Anhalt","maennlich","","","",""
"Nie","2009","Sachsen-Anhalt","weiblich","","","",""
"Nie","2009","Thueringen","maennlich","","","",""
"Nie","2009","Thueringen","weiblich","","","",""
"Sehr oft","2010","Schleswig-Holstein","maennlich","","","",""
"Sehr oft","2010","Schleswig-Holstein","weiblich","","","",""
"Sehr oft","2010","Hamburg","maennlich","","","",""
"Sehr oft","2010","Hamburg","weiblich","","","",""
"Sehr oft","2010","Niedersachsen","maennlich","","","",""
"Sehr oft","2010","Niedersachsen","weiblich","","","",""
"Sehr oft","2010","Bremen","maennlich","","","",""
"Sehr oft","2010","Bremen","weiblich","","","",""
"Sehr oft","2010","Nordrhein-Westfalen","maennlich","","","",""
"Sehr oft","2010","Nordrhein-Westfalen","weiblich","","","",""
"Sehr oft","2010","Hessen","maennlich","","","",""
"Sehr oft","2010","Hessen","weiblich","","","",""
"Sehr oft","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Sehr oft","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Sehr oft","2010","Baden-Wuerttemberg","maennlich","","","",""
"Sehr oft","2010","Baden-Wuerttemberg","weiblich","","","",""
"Sehr oft","2010","Bayern","maennlich","","","",""
"Sehr oft","2010","Bayern","weiblich","","","",""
"Sehr oft","2010","Saarland","maennlich","","","",""
"Sehr oft","2010","Saarland","weiblich","","","",""
"Sehr oft","2010","Berlin","maennlich","","","",""
"Sehr oft","2010","Berlin","weiblich","","","",""
"Sehr oft","2010","Brandenburg","maennlich","","","",""
"Sehr oft","2010","Brandenburg","weiblich","","","",""
"Sehr oft","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Sehr oft","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Sehr oft","2010","Sachsen","maennlich","","","",""
"Sehr oft","2010","Sachsen","weiblich","","","",""
"Sehr oft","2010","Sachsen-Anhalt","maennlich","","","",""
"Sehr oft","2010","Sachsen-Anhalt","weiblich","","","",""
"Sehr oft","2010","Thueringen","maennlich","","","",""
"Sehr oft","2010","Thueringen","weiblich","","","",""
"Oft","2010","Schleswig-Holstein","maennlich","","","",""
"Oft","2010","Schleswig-Holstein","weiblich","","","",""
"Oft","2010","Hamburg","maennlich","","","",""
"Oft","2010","Hamburg","weiblich","","","",""
"Oft","2010","Niedersachsen","maennlich","","","",""
"Oft","2010","Niedersachsen","weiblich","","","",""
"Oft","2010","Bremen","maennlich","","","",""
"Oft","2010","Bremen","weiblich","","","",""
"Oft","2010","Nordrhein-Westfalen","maennlich","","","",""
"Oft","2010","Nordrhein-Westfalen","weiblich","","","",""
"Oft","2010","Hessen","maennlich","","","",""
"Oft","2010","Hessen","weiblich","","","",""
"Oft","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Oft","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Oft","2010","Baden-Wuerttemberg","maennlich","","","",""
"Oft","2010","Baden-Wuerttemberg","weiblich","","","",""
"Oft","2010","Bayern","maennlich","","","",""
"Oft","2010","Bayern","weiblich","","","",""
"Oft","2010","Saarland","maennlich","","","",""
"Oft","2010","Saarland","weiblich","","","",""
"Oft","2010","Berlin","maennlich","","","",""
"Oft","2010","Berlin","weiblich","","","",""
"Oft","2010","Brandenburg","maennlich","","","",""
"Oft","2010","Brandenburg","weiblich","","","",""
"Oft","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Oft","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Oft","2010","Sachsen","maennlich","","","",""
"Oft","2010","Sachsen","weiblich","","","",""
"Oft","2010","Sachsen-Anhalt","maennlich","","","",""
"Oft","2010","Sachsen-Anhalt","weiblich","","","",""
"Oft","2010","Thueringen","maennlich","","","",""
"Oft","2010","Thueringen","weiblich","","","",""
"Manchmal","2010","Schleswig-Holstein","maennlich","","","",""
"Manchmal","2010","Schleswig-Holstein","weiblich","","","",""
"Manchmal","2010","Hamburg","maennlich","","","",""
"Manchmal","2010","Hamburg","weiblich","","","",""
"Manchmal","2010","Niedersachsen","maennlich","","","",""
"Manchmal","2010","Niedersachsen","weiblich","","","",""
"Manchmal","2010","Bremen","maennlich","","","",""
"Manchmal","2010","Bremen","weiblich","","","",""
"Manchmal","2010","Nordrhein-Westfalen","maennlich","","","",""
"Manchmal","2010","Nordrhein-Westfalen","weiblich","","","",""
"Manchmal","2010","Hessen","maennlich","","","",""
"Manchmal","2010","Hessen","weiblich","","","",""
"Manchmal","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Manchmal","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Manchmal","2010","Baden-Wuerttemberg","maennlich","","","",""
"Manchmal","2010","Baden-Wuerttemberg","weiblich","","","",""
"Manchmal","2010","Bayern","maennlich","","","",""
"Manchmal","2010","Bayern","weiblich","","","",""
"Manchmal","2010","Saarland","maennlich","","","",""
"Manchmal","2010","Saarland","weiblich","","","",""
"Manchmal","2010","Berlin","maennlich","","","",""
"Manchmal","2010","Berlin","weiblich","","","",""
"Manchmal","2010","Brandenburg","maennlich","","","",""
"Manchmal","2010","Brandenburg","weiblich","","","",""
"Manchmal","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Manchmal","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Manchmal","2010","Sachsen","maennlich","","","",""
"Manchmal","2010","Sachsen","weiblich","","","",""
"Manchmal","2010","Sachsen-Anhalt","maennlich","","","",""
"Manchmal","2010","Sachsen-Anhalt","weiblich","","","",""
"Manchmal","2010","Thueringen","maennlich","","","",""
"Manchmal","2010","Thueringen","weiblich","","","",""
"Selten","2010","Schleswig-Holstein","maennlich","","","",""
"Selten","2010","Schleswig-Holstein","weiblich","","","",""
"Selten","2010","Hamburg","maennlich","","","",""
"Selten","2010","Hamburg","weiblich","","","",""
"Selten","2010","Niedersachsen","maennlich","","","",""
"Selten","2010","Niedersachsen","weiblich","","","",""
"Selten","2010","Bremen","maennlich","","","",""
"Selten","2010","Bremen","weiblich","","","",""
"Selten","2010","Nordrhein-Westfalen","maennlich","","","",""
"Selten","2010","Nordrhein-Westfalen","weiblich","","","",""
"Selten","2010","Hessen","maennlich","","","",""
"Selten","2010","Hessen","weiblich","","","",""
"Selten","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Selten","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selten","2010","Baden-Wuerttemberg","maennlich","","","",""
"Selten","2010","Baden-Wuerttemberg","weiblich","","","",""
"Selten","2010","Bayern","maennlich","","","",""
"Selten","2010","Bayern","weiblich","","","",""
"Selten","2010","Saarland","maennlich","","","",""
"Selten","2010","Saarland","weiblich","","","",""
"Selten","2010","Berlin","maennlich","","","",""
"Selten","2010","Berlin","weiblich","","","",""
"Selten","2010","Brandenburg","maennlich","","","",""
"Selten","2010","Brandenburg","weiblich","","","",""
"Selten","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Selten","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Selten","2010","Sachsen","maennlich","","","",""
"Selten","2010","Sachsen","weiblich","","","",""
"Selten","2010","Sachsen-Anhalt","maennlich","","","",""
"Selten","2010","Sachsen-Anhalt","weiblich","","","",""
"Selten","2010","Thueringen","maennlich","","","",""
"Selten","2010","Thueringen","weiblich","","","",""
"Nie","2010","Schleswig-Holstein","maennlich","","","",""
"Nie","2010","Schleswig-Holstein","weiblich","","","",""
"Nie","2010","Hamburg","maennlich","","","",""
"Nie","2010","Hamburg","weiblich","","","",""
"Nie","2010","Niedersachsen","maennlich","","","",""
"Nie","2010","Niedersachsen","weiblich","","","",""
"Nie","2010","Bremen","maennlich","","","",""
"Nie","2010","Bremen","weiblich","","","",""
"Nie","2010","Nordrhein-Westfalen","maennlich","","","",""
"Nie","2010","Nordrhein-Westfalen","weiblich","","","",""
"Nie","2010","Hessen","maennlich","","","",""
"Nie","2010","Hessen","weiblich","","","",""
"Nie","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","2010","Baden-Wuerttemberg","maennlich","","","",""
"Nie","2010","Baden-Wuerttemberg","weiblich","","","",""
"Nie","2010","Bayern","maennlich","","","",""
"Nie","2010","Bayern","weiblich","","","",""
"Nie","2010","Saarland","maennlich","","","",""
"Nie","2010","Saarland","weiblich","","","",""
"Nie","2010","Berlin","maennlich","","","",""
"Nie","2010","Berlin","weiblich","","","",""
"Nie","2010","Brandenburg","maennlich","","","",""
"Nie","2010","Brandenburg","weiblich","","","",""
"Nie","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","2010","Sachsen","maennlich","","","",""
"Nie","2010","Sachsen","weiblich","","","",""
"Nie","2010","Sachsen-Anhalt","maennlich","","","",""
"Nie","2010","Sachsen-Anhalt","weiblich","","","",""
"Nie","2010","Thueringen","maennlich","","","",""
"Nie","2010","Thueringen","weiblich","","","",""
"Sehr oft","2011","Schleswig-Holstein","maennlich","","","",""
"Sehr oft","2011","Schleswig-Holstein","weiblich","","","",""
"Sehr oft","2011","Hamburg","maennlich","","","",""
"Sehr oft","2011","Hamburg","weiblich","","","",""
"Sehr oft","2011","Niedersachsen","maennlich","","","",""
"Sehr oft","2011","Niedersachsen","weiblich","","","",""
"Sehr oft","2011","Bremen","maennlich","","","",""
"Sehr oft","2011","Bremen","weiblich","","","",""
"Sehr oft","2011","Nordrhein-Westfalen","maennlich","","","",""
"Sehr oft","2011","Nordrhein-Westfalen","weiblich","","","",""
"Sehr oft","2011","Hessen","maennlich","","","",""
"Sehr oft","2011","Hessen","weiblich","","","",""
"Sehr oft","2011","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Sehr oft","2011","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Sehr oft","2011","Baden-Wuerttemberg","maennlich","","","",""
"Sehr oft","2011","Baden-Wuerttemberg","weiblich","","","",""
"Sehr oft","2011","Bayern","maennlich","","","",""
"Sehr oft","2011","Bayern","weiblich","","","",""
"Sehr oft","2011","Saarland","maennlich","","","",""
"Sehr oft","2011","Saarland","weiblich","","","",""
"Sehr oft","2011","Berlin","maennlich","","","",""
"Sehr oft","2011","Berlin","weiblich","","","",""
"Sehr oft","2011","Brandenburg","maennlich","","","",""
"Sehr oft","2011","Brandenburg","weiblich","","","",""
"Sehr oft","2011","Mecklenburg-Vorpommern","maennlich","","","",""
"Sehr oft","2011","Mecklenburg-Vorpommern","weiblich","","","",""
"Sehr oft","2011","Sachsen","maennlich","","","",""
"Sehr oft","2011","Sachsen","weiblich","","","",""
"Sehr oft","2011","Sachsen-Anhalt","maennlich","","","",""
"Sehr oft","2011","Sachsen-Anhalt","weiblich","","","",""
"Sehr oft","2011","Thueringen","maennlich","","","",""
"Sehr oft","2011","Thueringen","weiblich","","","",""
"Oft","2011","Schleswig-Holstein","maennlich","","","",""
"Oft","2011","Schleswig-Holstein","weiblich","","","",""
"Oft","2011","Hamburg","maennlich","","","",""
"Oft","2011","Hamburg","weiblich","","","",""
"Oft","2011","Niedersachsen","maennlich","","","",""
"Oft","2011","Niedersachsen","weiblich","","","",""
"Oft","2011","Bremen","maennlich","","","",""
"Oft","2011","Bremen","weiblich","","","",""
"Oft","2011","Nordrhein-Westfalen","maennlich","","","",""
"Oft","2011","Nordrhein-Westfalen","weiblich","","","",""
"Oft","2011","Hessen","maennlich","","","",""
"Oft","2011","Hessen","weiblich","","","",""
"Oft","2011","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Oft","2011","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Oft","2011","Baden-Wuerttemberg","maennlich","","","",""
"Oft","2011","Baden-Wuerttemberg","weiblich","","","",""
"Oft","2011","Bayern","maennlich","","","",""
"Oft","2011","Bayern","weiblich","","","",""
"Oft","2011","Saarland","maennlich","","","",""
"Oft","2011","Saarland","weiblich","","","",""
"Oft","2011","Berlin","maennlich","","","",""
"Oft","2011","Berlin","weiblich","","","",""
"Oft","2011","Brandenburg","maennlich","","","",""
"Oft","2011","Brandenburg","weiblich","","","",""
"Oft","2011","Mecklenburg-Vorpommern","maennlich","","","",""
"Oft","2011","Mecklenburg-Vorpommern","weiblich","","","",""
"Oft","2011","Sachsen","maennlich","","","",""
"Oft","2011","Sachsen","weiblich","","","",""
"Oft","2011","Sachsen-Anhalt","maennlich","","","",""
"Oft","2011","Sachsen-Anhalt","weiblich","","","",""
"Oft","2011","Thueringen","maennlich","","","",""
"Oft","2011","Thueringen","weiblich","","","",""
"Manchmal","2011","Schleswig-Holstein","maennlich","","","",""
"Manchmal","2011","Schleswig-Holstein","weiblich","","","",""
"Manchmal","2011","Hamburg","maennlich","","","",""
"Manchmal","2011","Hamburg","weiblich","","","",""
"Manchmal","2011","Niedersachsen","maennlich","","","",""
"Manchmal","2011","Niedersachsen","weiblich","","","",""
"Manchmal","2011","Bremen","maennlich","","","",""
"Manchmal","2011","Bremen","weiblich","","","",""
"Manchmal","2011","Nordrhein-Westfalen","maennlich","","","",""
"Manchmal","2011","Nordrhein-Westfalen","weiblich","","","",""
"Manchmal","2011","Hessen","maennlich","","","",""
"Manchmal","2011","Hessen","weiblich","","","",""
"Manchmal","2011","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Manchmal","2011","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Manchmal","2011","Baden-Wuerttemberg","maennlich","","","",""
"Manchmal","2011","Baden-Wuerttemberg","weiblich","","","",""
"Manchmal","2011","Bayern","maennlich","","","",""
