"pgstib","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeit (bis 1990)","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","Westdeutschland, alte Bundeslaender","maennlich","109","0.0145695585921025","0.0119599908468083","0.0171791263373966"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","Westdeutschland, alte Bundeslaender","weiblich","316","0.0314472206315674","0.027787947300475","0.0351064939626599"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","Ostdeutschland, neue Bundeslaender","weiblich","74","0.0202568620207875","0.015003953366007","0.025509770675568"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","Westdeutschland, alte Bundeslaender","maennlich","152","0.0220361894976125","0.0188390467098871","0.0252333322853379"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","Westdeutschland, alte Bundeslaender","weiblich","549","0.0614718076136068","0.0564355988516286","0.0665080163755849"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","Ostdeutschland, neue Bundeslaender","maennlich","51","0.0187706611040197","0.0135430037655395","0.0239983184425"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","Ostdeutschland, neue Bundeslaender","weiblich","177","0.0640234387782493","0.0548957750129227","0.0731511025435758"
"Angestellte, qualifizierte Tätigkeit","2003","Westdeutschland, alte Bundeslaender","maennlich","726","0.0917965318364349","0.0855081760390451","0.0980848876338248"
"Angestellte, qualifizierte Tätigkeit","2003","Westdeutschland, alte Bundeslaender","weiblich","1459","0.152681885572486","0.145140362332094","0.160223408812878"
"Angestellte, qualifizierte Tätigkeit","2003","Ostdeutschland, neue Bundeslaender","maennlich","140","0.0484141818798101","0.0401463365219667","0.0566820272376535"
"Angestellte, qualifizierte Tätigkeit","2003","Ostdeutschland, neue Bundeslaender","weiblich","442","0.130032872377478","0.117491771882302","0.142573972872653"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","Westdeutschland, alte Bundeslaender","maennlich","894","0.094236948621877","0.0878741189232293","0.100599778320525"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","Westdeutschland, alte Bundeslaender","weiblich","337","0.0308024182463228","0.0271796492820625","0.0344251872105832"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","Ostdeutschland, neue Bundeslaender","maennlich","225","0.0645687127535231","0.0551020026990707","0.0740354228079755"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","Ostdeutschland, neue Bundeslaender","weiblich","164","0.0439952131480585","0.0363482253880402","0.0516422009080768"
"Angestellte, umfassende Führungsaufgaben","2003","Westdeutschland, alte Bundeslaender","maennlich","183","0.0135213212823368","0.0110060443425539","0.0160365982221198"
"Angestellte, umfassende Führungsaufgaben","2003","Westdeutschland, alte Bundeslaender","weiblich","31","0.00364661702575173","0.00238277192760714","0.00491046212389633"
"Angestellte, umfassende Führungsaufgaben","2003","Ostdeutschland, neue Bundeslaender","maennlich","31","0.00854941181705871","0.00500302812055852","0.0120957955135589"
"Angestellte, umfassende Führungsaufgaben","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, mittlerer Dienst","2003","Westdeutschland, alte Bundeslaender","maennlich","126","0.0150982639751821","0.0124424824212744","0.0177540455290898"
"Beamte, mittlerer Dienst","2003","Westdeutschland, alte Bundeslaender","weiblich","74","0.00620831067035738","0.00456137562217023","0.00785524571854453"
"Beamte, mittlerer Dienst","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, mittlerer Dienst","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, gehobener Dienst","2003","Westdeutschland, alte Bundeslaender","maennlich","195","0.0181465045486924","0.0152394563809799","0.0210535527164049"
"Beamte, gehobener Dienst","2003","Westdeutschland, alte Bundeslaender","weiblich","199","0.0127926980831328","0.0104364157582831","0.0151489804079825"
"Beamte, gehobener Dienst","2003","Ostdeutschland, neue Bundeslaender","maennlich","31","0.00697000319345273","0.0037653595856966","0.0101746468012089"
"Beamte, gehobener Dienst","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","2003","Westdeutschland, alte Bundeslaender","maennlich","177","0.0105850404978162","0.00835625696821349","0.0128138240274188"
"Beamte, höherer Dienst","2003","Westdeutschland, alte Bundeslaender","weiblich","88","0.00442200744444423","0.00303080782735106","0.00581320706153739"
"Beamte, höherer Dienst","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, höherer Dienst","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2004","Westdeutschland, alte Bundeslaender","maennlich","87","0.0129804675682777","0.0104824228278913","0.0154785123086641"
"nicht erwerbstätig (NE): keine weitere Angaben","2004","Westdeutschland, alte Bundeslaender","weiblich","1439","0.15169288595011","0.144073141091434","0.159312630808787"
"nicht erwerbstätig (NE): keine weitere Angaben","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2004","Ostdeutschland, neue Bundeslaender","weiblich","116","0.0403935683215031","0.0330068930335606","0.0477802436094456"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2004","Westdeutschland, alte Bundeslaender","maennlich","469","0.0545384837802989","0.049527008082425","0.0595499594781729"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2004","Westdeutschland, alte Bundeslaender","weiblich","466","0.041446944735703","0.0372130933752045","0.0456807960962015"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2004","Ostdeutschland, neue Bundeslaender","maennlich","132","0.0378560835725875","0.0303749751899491","0.0453371919552258"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2004","Ostdeutschland, neue Bundeslaender","weiblich","201","0.0612363269260227","0.052240749882886","0.0702319039691593"
"NE: arbeitslos gemeldet","2004","Westdeutschland, alte Bundeslaender","maennlich","437","0.0675186868813991","0.0619810530784009","0.0730563206843973"
"NE: arbeitslos gemeldet","2004","Westdeutschland, alte Bundeslaender","weiblich","373","0.0500205299894289","0.0453901938209761","0.0546508661578816"
"NE: arbeitslos gemeldet","2004","Ostdeutschland, neue Bundeslaender","maennlich","293","0.139445612355174","0.125866553358412","0.153024671351937"
"NE: arbeitslos gemeldet","2004","Ostdeutschland, neue Bundeslaender","weiblich","293","0.111370205737963","0.0995672366606145","0.123173174815311"
"NE: Rentner/Rentnerin","2004","Westdeutschland, alte Bundeslaender","maennlich","1748","0.248466275053914","0.238929530888273","0.258003019219555"
"NE: Rentner/Rentnerin","2004","Westdeutschland, alte Bundeslaender","weiblich","1895","0.293246173203384","0.283576060646821","0.302916285759946"
"NE: Rentner/Rentnerin","2004","Ostdeutschland, neue Bundeslaender","maennlich","615","0.282870985680398","0.265215855037564","0.300526116323232"
"NE: Rentner/Rentnerin","2004","Ostdeutschland, neue Bundeslaender","weiblich","794","0.378893678145687","0.360692982911275","0.3970943733801"
"NE: Wehr- und Zivildienst","2004","Westdeutschland, alte Bundeslaender","maennlich","40","0.00438044151929497","0.00292297756150258","0.00583790547708735"
"NE: Wehr- und Zivildienst","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: Wehr- und Zivildienst","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","157","0.0185393249661749","0.015562347271533","0.0215163026608168"
"Auszubildende, gewerblich-technisch (ab 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","74","0.00939923263462893","0.00734959636550904","0.0114488689037488"
"Auszubildende, gewerblich-technisch (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","73","0.0243915135590942","0.0183445793075316","0.0304384478106567"
"Auszubildende, gewerblich-technisch (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","31","0.0101503945374346","0.00638966248160748","0.0139111265932616"
"Auszubildende, kaufmännisch (ab 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","53","0.00661948380640286","0.00482985875078553","0.0084091088620202"
"Auszubildende, kaufmännisch (ab 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","106","0.00992114500344403","0.00781592707744936","0.0120263629294387"
"Auszubildende, kaufmännisch (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","37","0.0157917629667426","0.0111143563119293","0.0204691696215559"
"Volontäre, Praktikanten","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","2004","Westdeutschland, alte Bundeslaender","weiblich","34","0.00496712932776175","0.00347380989772857","0.00646044875779494"
"Volontäre, Praktikanten","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ungelernter Arbeiter","2004","Westdeutschland, alte Bundeslaender","maennlich","131","0.0199603717505487","0.0168736441746694","0.0230470993264279"
"ungelernter Arbeiter","2004","Westdeutschland, alte Bundeslaender","weiblich","280","0.036680412538803","0.0326875572610952","0.0406732678165107"
"ungelernter Arbeiter","2004","Ostdeutschland, neue Bundeslaender","maennlich","45","0.0226750512833943","0.016839636673709","0.0285104658930796"
"ungelernter Arbeiter","2004","Ostdeutschland, neue Bundeslaender","weiblich","44","0.0151421034217143","0.0105604080229069","0.0197237988205217"
"angelernter Arbeiter","2004","Westdeutschland, alte Bundeslaender","maennlich","512","0.0695693199440171","0.0639544065647199","0.0751842333233144"
"angelernter Arbeiter","2004","Westdeutschland, alte Bundeslaender","weiblich","422","0.0524081236243485","0.0476745270934946","0.0571417201552024"
"angelernter Arbeiter","2004","Ostdeutschland, neue Bundeslaender","maennlich","122","0.0490373444789436","0.0405724160635822","0.057502272894305"
"angelernter Arbeiter","2004","Ostdeutschland, neue Bundeslaender","weiblich","87","0.0280161260216059","0.0218248538797088","0.0342073981635031"
"gelernte und Facharbeiter","2004","Westdeutschland, alte Bundeslaender","maennlich","770","0.101618662938698","0.0949504529240673","0.108286872953329"
"gelernte und Facharbeiter","2004","Westdeutschland, alte Bundeslaender","weiblich","96","0.0133101107646168","0.0108758761045078","0.0157443454247258"
"gelernte und Facharbeiter","2004","Ostdeutschland, neue Bundeslaender","maennlich","375","0.154991516931293","0.140805431023106","0.169177602839481"
"gelernte und Facharbeiter","2004","Ostdeutschland, neue Bundeslaender","weiblich","100","0.0344862362030364","0.027640053939775","0.0413324184662977"
"Vorarbeiter, Kolonnenführer","2004","Westdeutschland, alte Bundeslaender","maennlich","121","0.0179172372188967","0.0149897046407202","0.0208447697970732"
"Vorarbeiter, Kolonnenführer","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2004","Ostdeutschland, neue Bundeslaender","maennlich","39","0.0153336980351938","0.0105170370774175","0.0201503589929702"
"Vorarbeiter, Kolonnenführer","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Meister, Polier","2004","Westdeutschland, alte Bundeslaender","maennlich","72","0.00936868845017701","0.00724256932289343","0.0114948075774606"
"Meister, Polier","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Meister, Polier","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Meister, Polier","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","112","0.0127948271230658","0.0103144764098474","0.0152751778362843"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","85","0.00614101582773175","0.00448156739819366","0.00780046425726985"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","111","0.0108798032994192","0.00859037404842683","0.0131692325504116"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","38","0.00317095698719163","0.00197673026432717","0.0043651837100561"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2004","Westdeutschland, alte Bundeslaender","maennlich","184","0.0276806584450253","0.0240600226447574","0.0313012942452932"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2004","Westdeutschland, alte Bundeslaender","weiblich","113","0.0134987583333297","0.0110475682138673","0.0159499484527921"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2004","Ostdeutschland, neue Bundeslaender","maennlich","76","0.0370549249849133","0.0296503213815818","0.0444595285882447"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2004","Ostdeutschland, neue Bundeslaender","weiblich","36","0.0131106718979254","0.00884298033746135","0.0173783634583894"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2004","Westdeutschland, alte Bundeslaender","maennlich","209","0.0204472761396595","0.0173239034397651","0.023570648839554"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2004","Westdeutschland, alte Bundeslaender","weiblich","64","0.0060489588730208","0.00440191912378307","0.00769599862225852"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2004","Ostdeutschland, neue Bundeslaender","maennlich","55","0.0165562420980106","0.0115543567245299","0.0215581274714913"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2004","Westdeutschland, alte Bundeslaender","maennlich","58","0.0048705701178932","0.00333410800470635","0.00640703223108006"
"sonstige selbständiger, 10+ Mitarbeiter","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"mithelfende Familienangehörige","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","2004","Westdeutschland, alte Bundeslaender","weiblich","30","0.00279245118233415","0.00167155125354708","0.00391335111112121"
"mithelfende Familienangehörige","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2004","Westdeutschland, alte Bundeslaender","maennlich","43","0.0068121381723337","0.00499683320367421","0.00862744314099319"
"Angestellte, Industrie- und Werkmeister","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2004","Westdeutschland, alte Bundeslaender","maennlich","105","0.0139422334863636","0.0113545597058227","0.0165299072669045"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2004","Westdeutschland, alte Bundeslaender","weiblich","321","0.0323504088520026","0.0285922060353634","0.0361086116686419"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2004","Ostdeutschland, neue Bundeslaender","maennlich","35","0.0118603407498425","0.00761672712561058","0.0161039543740744"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2004","Ostdeutschland, neue Bundeslaender","weiblich","78","0.0193718338331121","0.0142007226885964","0.0245429449776278"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2004","Westdeutschland, alte Bundeslaender","maennlich","145","0.0191116644427686","0.0160899653691741","0.0221333635163631"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2004","Westdeutschland, alte Bundeslaender","weiblich","545","0.0661982930496433","0.0609171005795664","0.0714794855197202"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2004","Ostdeutschland, neue Bundeslaender","maennlich","51","0.0208301040464533","0.0152318470344187","0.0264283610584878"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2004","Ostdeutschland, neue Bundeslaender","weiblich","178","0.066350076378905","0.0570119645666136","0.0756881881911963"
"Angestellte, qualifizierte Tätigkeit","2004","Westdeutschland, alte Bundeslaender","maennlich","681","0.0917407935414787","0.0853702231153404","0.098111363967617"
"Angestellte, qualifizierte Tätigkeit","2004","Westdeutschland, alte Bundeslaender","weiblich","1393","0.146978563655852","0.139457344558468","0.154499782753235"
"Angestellte, qualifizierte Tätigkeit","2004","Ostdeutschland, neue Bundeslaender","maennlich","118","0.0421668714241304","0.0342890033534172","0.0500447394948437"
"Angestellte, qualifizierte Tätigkeit","2004","Ostdeutschland, neue Bundeslaender","weiblich","440","0.136664387918595","0.123777031749337","0.149551744087853"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2004","Westdeutschland, alte Bundeslaender","maennlich","878","0.0909048279372701","0.0845604313790573","0.0972492244954829"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2004","Westdeutschland, alte Bundeslaender","weiblich","325","0.030322378925562","0.0266800715790916","0.0339646862720324"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2004","Ostdeutschland, neue Bundeslaender","maennlich","208","0.058914436148079","0.0496843978047122","0.0681444744914459"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2004","Ostdeutschland, neue Bundeslaender","weiblich","157","0.0364547890975021","0.0294230998961373","0.0434864782988669"
"Angestellte, umfassende Führungsaufgaben","2004","Westdeutschland, alte Bundeslaender","maennlich","186","0.016211912966269","0.013424764637193","0.018999061295345"
"Angestellte, umfassende Führungsaufgaben","2004","Westdeutschland, alte Bundeslaender","weiblich","31","0.00372967913790204","0.00243487046378516","0.00502448781201892"
"Angestellte, umfassende Führungsaufgaben","2004","Ostdeutschland, neue Bundeslaender","maennlich","35","0.00876912224536674","0.00511449102454494","0.0124237534661885"
"Angestellte, umfassende Führungsaufgaben","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
