"pgstib","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","66 und älter","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","66 und älter","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","66 und älter","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","66 und älter","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","66 und älter","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","66 und älter","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","66 und älter","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","66 und älter","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","66 und älter","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger","1998","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1998","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger","1998","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger","1998","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger","1998","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","Hauptschulabschluss","69","0.018383487486685","0.0140020237014768","0.0227649512718931"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","Realschulabschluss","45","0.0241337733379639","0.0166211937038701","0.0316463529720577"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","AkademikerInnen","48","0.0305223241824783","0.021329167633132","0.0397154807318247"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","Hauptschulabschluss","81","0.0252077380497891","0.0200949555044171","0.0303205205951612"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","Realschulabschluss","45","0.0220677550059372","0.0148763327492212","0.0292591772626532"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","35-65 Jahre alt","AkademikerInnen","30","0.01704158408839","0.0101247158545049","0.023958452322275"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1998","66 und älter","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"mithelfende Familienangehörige","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"mithelfende Familienangehörige","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1998","66 und älter","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1998","66 und älter","Hauptschulabschluss","","","",""
"mithelfende Familienangehörige","1998","66 und älter","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1998","66 und älter","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1998","66 und älter","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1998","35-65 Jahre alt","Hauptschulabschluss","41","0.012798806372533","0.00913255771352382","0.0164650550315422"
"Angestellte, Industrie- und Werkmeister","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1998","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1998","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1998","66 und älter","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1998","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1998","66 und älter","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","66 und älter","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1998","66 und älter","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","Hauptschulabschluss","119","0.032828664714804","0.0270168379010582","0.0386404915285498"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","Realschulabschluss","44","0.023918024640187","0.0164382738065457","0.0313977754738282"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","66 und älter","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","66 und älter","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","Hauptschulabschluss","76","0.0644473314736948","0.0512706281768385","0.0776240347705511"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","Realschulabschluss","136","0.0838277056969749","0.0701931184663844","0.0974622929275653"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","Hauptschulabschluss","156","0.0501501066197353","0.0430314545604682","0.0572687586790023"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","Realschulabschluss","87","0.0474098525295856","0.0370066111626105","0.0578130938965607"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","35-65 Jahre alt","AkademikerInnen","42","0.0229234116029696","0.0149252370358006","0.0309215861701387"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","66 und älter","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","66 und älter","AkademikerInnen","","","",""
"Angestellte, qualifizierte Tätigkeit","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1998","16-34 Jahre alt","Hauptschulabschluss","81","0.0614370387950535","0.0485510716569685","0.0743230059331385"
"Angestellte, qualifizierte Tätigkeit","1998","16-34 Jahre alt","Realschulabschluss","294","0.19161608828266","0.172252562258944","0.210979614306376"
"Angestellte, qualifizierte Tätigkeit","1998","16-34 Jahre alt","(Fach-)Abitur","134","0.192759363497093","0.164319001383974","0.221199725610213"
"Angestellte, qualifizierte Tätigkeit","1998","16-34 Jahre alt","AkademikerInnen","75","0.140367065439184","0.10801996469378","0.172714166184589"
"Angestellte, qualifizierte Tätigkeit","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1998","35-65 Jahre alt","Hauptschulabschluss","301","0.0970590431201486","0.0874033817604625","0.106714704479835"
"Angestellte, qualifizierte Tätigkeit","1998","35-65 Jahre alt","Realschulabschluss","375","0.253375539161379","0.232083621411614","0.274667456911145"
"Angestellte, qualifizierte Tätigkeit","1998","35-65 Jahre alt","(Fach-)Abitur","88","0.269255157532044","0.223935243587232","0.314575071476856"
"Angestellte, qualifizierte Tätigkeit","1998","35-65 Jahre alt","AkademikerInnen","214","0.111057343577474","0.0942655354644475","0.127849151690501"
"Angestellte, qualifizierte Tätigkeit","1998","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1998","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1998","66 und älter","Realschulabschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1998","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeit","1998","66 und älter","AkademikerInnen","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","16-34 Jahre alt","Realschulabschluss","43","0.0260869144894065","0.0182448377921948","0.0339289911866183"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","16-34 Jahre alt","(Fach-)Abitur","32","0.0414311044702238","0.027062956447162","0.0557992524932856"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","16-34 Jahre alt","AkademikerInnen","179","0.426453710768223","0.380399810735181","0.472507610801264"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","35-65 Jahre alt","Hauptschulabschluss","63","0.0204900786392901","0.0158693487816586","0.0251108084969216"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","35-65 Jahre alt","Realschulabschluss","92","0.0793680044844507","0.0661353463533772","0.0926006626155241"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","35-65 Jahre alt","(Fach-)Abitur","31","0.0854772439530882","0.056911423951658","0.114043063954518"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","35-65 Jahre alt","AkademikerInnen","390","0.298342265059784","0.273890681042455","0.322793849077114"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","66 und älter","Realschulabschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","66 und älter","AkademikerInnen","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","35-65 Jahre alt","AkademikerInnen","48","0.0389128761660514","0.0285777687616662","0.0492479835704366"
"Angestellte, umfassende Führungsaufgaben","1998","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","66 und älter","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1998","66 und älter","AkademikerInnen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","66 und älter","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","66 und älter","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","66 und älter","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","66 und älter","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","66 und älter","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1998","66 und älter","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1998","66 und älter","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1998","66 und älter","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1998","66 und älter","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1998","66 und älter","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, mittlerer Dienst","1998","16-34 Jahre alt","Realschulabschluss","35","0.0297115981348215","0.0213580100980479","0.0380651861715952"
"Beamte, mittlerer Dienst","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1998","35-65 Jahre alt","Hauptschulabschluss","34","0.0110032784210606","0.00760082002195246","0.0144057368201687"
