"pgstib","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Volontäre, Praktikanten","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1997","66 und älter","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1997","16-34 Jahre alt","kein Migrationshintergrund","49","0.0126704435215956","0.00885955113473706","0.0164813359084542"
"ungelernter Arbeiter","1997","16-34 Jahre alt","direkter Migrationshintergrund","43","0.0558555348107547","0.0397603099846696","0.0719507596368399"
"ungelernter Arbeiter","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1997","35-65 Jahre alt","kein Migrationshintergrund","122","0.022244009159211","0.0182181782342441","0.0262698400841779"
"ungelernter Arbeiter","1997","35-65 Jahre alt","direkter Migrationshintergrund","111","0.0618998539586479","0.0495855131560712","0.0742141947612246"
"ungelernter Arbeiter","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1997","66 und älter","kein Migrationshintergrund","","","",""
"ungelernter Arbeiter","1997","66 und älter","direkter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1997","16-34 Jahre alt","kein Migrationshintergrund","148","0.0450433278878587","0.0379767886314791","0.0521098671442382"
"angelernter Arbeiter","1997","16-34 Jahre alt","direkter Migrationshintergrund","143","0.150380957732085","0.125328331650553","0.175433583813616"
"angelernter Arbeiter","1997","16-34 Jahre alt","indirekter Migrationshintergrund","39","0.0649995945002215","0.0440707279023664","0.0859284610980766"
"angelernter Arbeiter","1997","35-65 Jahre alt","kein Migrationshintergrund","296","0.0531277264460973","0.0470050674546989","0.0592503854374957"
"angelernter Arbeiter","1997","35-65 Jahre alt","direkter Migrationshintergrund","317","0.167638570445991","0.148549503426781","0.186727637465202"
"angelernter Arbeiter","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1997","66 und älter","kein Migrationshintergrund","","","",""
"angelernter Arbeiter","1997","66 und älter","direkter Migrationshintergrund","","","",""
"angelernter Arbeiter","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1997","16-34 Jahre alt","kein Migrationshintergrund","392","0.113696502213266","0.102880556691247","0.124512447735284"
"gelernte und Facharbeiter","1997","16-34 Jahre alt","direkter Migrationshintergrund","89","0.11839141407364","0.0957479574810849","0.141034870666195"
"gelernte und Facharbeiter","1997","16-34 Jahre alt","indirekter Migrationshintergrund","39","0.0498340679887962","0.0313606445894306","0.0683074913881618"
"gelernte und Facharbeiter","1997","35-65 Jahre alt","kein Migrationshintergrund","496","0.0775786333975943","0.070276168201393","0.0848810985937956"
"gelernte und Facharbeiter","1997","35-65 Jahre alt","direkter Migrationshintergrund","137","0.0823673859044364","0.0683181140411547","0.0964166577677181"
"gelernte und Facharbeiter","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1997","66 und älter","kein Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1997","66 und älter","direkter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1997","16-34 Jahre alt","kein Migrationshintergrund","37","0.011135232115224","0.00755988842042522","0.0147105758100227"
"Vorarbeiter, Kolonnenführer","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1997","35-65 Jahre alt","kein Migrationshintergrund","87","0.0139764927575105","0.0107718730988392","0.0171811124161819"
"Vorarbeiter, Kolonnenführer","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1997","66 und älter","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Meister, Polier","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Meister, Polier","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1997","35-65 Jahre alt","kein Migrationshintergrund","44","0.00644443281360036","0.00426008301466239","0.00862878261253834"
"Meister, Polier","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Meister, Polier","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1997","66 und älter","kein Migrationshintergrund","","","",""
"Meister, Polier","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Meister, Polier","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","66 und älter","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1997","35-65 Jahre alt","kein Migrationshintergrund","31","0.00505036275462275","0.00311529760245027","0.00698542790679524"
"selbständiger Landwirt","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1997","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt","1997","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1997","35-65 Jahre alt","kein Migrationshintergrund","76","0.0150986611675141","0.0117697719713327","0.0184275503636956"
"Freiberufler, Akademiker","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1997","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1997","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger","1997","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","16-34 Jahre alt","kein Migrationshintergrund","54","0.0187176523728709","0.014099987729245","0.0233353170164969"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","35-65 Jahre alt","kein Migrationshintergrund","120","0.0239456946618844","0.0197723479427685","0.0281190413810003"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","16-34 Jahre alt","kein Migrationshintergrund","44","0.0133240346380259","0.0094173814498176","0.0172306878262342"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","35-65 Jahre alt","kein Migrationshintergrund","136","0.0260878214372004","0.0217365862170649","0.0304390566573359"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","66 und älter","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","66 und älter","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1997","35-65 Jahre alt","kein Migrationshintergrund","43","0.00936129187774233","0.00673248128426309","0.0119901024712216"
"Angestellte, Industrie- und Werkmeister","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1997","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","16-34 Jahre alt","kein Migrationshintergrund","89","0.0276227106459957","0.0220386483069465","0.033206772985045"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","35-65 Jahre alt","kein Migrationshintergrund","154","0.0282211078051351","0.0237004200017243","0.032741795608546"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","35-65 Jahre alt","direkter Migrationshintergrund","44","0.0277504755108588","0.0193565359273859","0.0361444150943318"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","16-34 Jahre alt","kein Migrationshintergrund","165","0.0450824568245013","0.0380129937375014","0.0521519199115012"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","35-65 Jahre alt","kein Migrationshintergrund","221","0.0425438939436953","0.0370343987128913","0.0480533891744993"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
