"pgstib","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Beamte, höherer Dienst","2002","AkademikerInnen","maennlich","224","0.0471810166357059","0.0390358522274093","0.0553261810440025"
"Beamte, höherer Dienst","2002","AkademikerInnen","weiblich","116","0.0356915835806401","0.0274825983024201","0.04390056885886"
"nicht erwerbstätig (NE): keine weitere Angaben","2003","(noch) kein Abschluss","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2003","(noch) kein Abschluss","weiblich","50","0.152735411296792","0.119046231872043","0.18642459072154"
"nicht erwerbstätig (NE): keine weitere Angaben","2003","Hauptschulabschluss","maennlich","38","0.00908322326302227","0.00617888151832719","0.0119875650077173"
"nicht erwerbstätig (NE): keine weitere Angaben","2003","Hauptschulabschluss","weiblich","730","0.148360506230714","0.137858809885695","0.158862202575734"
"nicht erwerbstätig (NE): keine weitere Angaben","2003","Realschulabschluss","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2003","Realschulabschluss","weiblich","486","0.141166829683677","0.12931207491277","0.153021584454584"
"nicht erwerbstätig (NE): keine weitere Angaben","2003","(Fach-)Abitur","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2003","(Fach-)Abitur","weiblich","203","0.158986431680796","0.139237812474755","0.178735050886837"
"nicht erwerbstätig (NE): keine weitere Angaben","2003","AkademikerInnen","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2003","AkademikerInnen","weiblich","191","0.115161144243363","0.100796346880148","0.129525941606578"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","(noch) kein Abschluss","maennlich","243","0.519061981798594","0.469913851311451","0.568210112285737"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","(noch) kein Abschluss","weiblich","260","0.472483003877303","0.425728617716106","0.519237390038499"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","Hauptschulabschluss","maennlich","53","0.0125440319157987","0.00913691861033433","0.015951145221263"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","Hauptschulabschluss","weiblich","35","0.00775269599562354","0.00516144938081325","0.0103439426104338"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","Realschulabschluss","maennlich","74","0.0278815775016501","0.0213903029830111","0.0343728520202891"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","Realschulabschluss","weiblich","99","0.0268526449079925","0.0213489458745834","0.0323563439414016"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","(Fach-)Abitur","maennlich","174","0.140142793760382","0.119839954979531","0.160445632541234"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","(Fach-)Abitur","weiblich","187","0.110553436180586","0.0936178100676065","0.127489062293566"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","AkademikerInnen","maennlich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","AkademikerInnen","weiblich","","","",""
"NE: arbeitslos gemeldet","2003","(noch) kein Abschluss","maennlich","","","",""
"NE: arbeitslos gemeldet","2003","(noch) kein Abschluss","weiblich","","","",""
"NE: arbeitslos gemeldet","2003","Hauptschulabschluss","maennlich","348","0.0938718606831081","0.084943501492938","0.102800219873278"
"NE: arbeitslos gemeldet","2003","Hauptschulabschluss","weiblich","261","0.0546036048931412","0.0478910162247392","0.0613161935615432"
"NE: arbeitslos gemeldet","2003","Realschulabschluss","maennlich","217","0.0904479491189339","0.0791389320658828","0.101756966171985"
"NE: arbeitslos gemeldet","2003","Realschulabschluss","weiblich","263","0.0759052824040032","0.0668881990769117","0.0849223657310947"
"NE: arbeitslos gemeldet","2003","(Fach-)Abitur","maennlich","52","0.0487680941350668","0.0361710309100005","0.061365157360133"
"NE: arbeitslos gemeldet","2003","(Fach-)Abitur","weiblich","48","0.0384980172439636","0.0281072054898758","0.0488888289980515"
"NE: arbeitslos gemeldet","2003","AkademikerInnen","maennlich","87","0.0367293245017435","0.029303917392089","0.0441547316113981"
"NE: arbeitslos gemeldet","2003","AkademikerInnen","weiblich","72","0.0460529997363779","0.0366209624075919","0.055485037065164"
"NE: Rentner/Rentnerin","2003","(noch) kein Abschluss","maennlich","42","0.143100422714342","0.108654465305612","0.177546380123073"
"NE: Rentner/Rentnerin","2003","(noch) kein Abschluss","weiblich","52","0.175988478020197","0.140325320181516","0.211651635858877"
"NE: Rentner/Rentnerin","2003","Hauptschulabschluss","maennlich","1491","0.37908370096899","0.364231417896029","0.39393598404195"
"NE: Rentner/Rentnerin","2003","Hauptschulabschluss","weiblich","1877","0.468139958145117","0.453397872007966","0.482882044282268"
"NE: Rentner/Rentnerin","2003","Realschulabschluss","maennlich","247","0.117120959175715","0.104442115943785","0.129799802407645"
"NE: Rentner/Rentnerin","2003","Realschulabschluss","weiblich","401","0.180785977078537","0.16768351539799","0.193888438759084"
"NE: Rentner/Rentnerin","2003","(Fach-)Abitur","maennlich","107","0.122793026014075","0.103597673077064","0.141988378951086"
"NE: Rentner/Rentnerin","2003","(Fach-)Abitur","weiblich","103","0.131895525616051","0.113620574146394","0.150170477085708"
"NE: Rentner/Rentnerin","2003","AkademikerInnen","maennlich","514","0.236893809083974","0.220109287254637","0.253678330913311"
"NE: Rentner/Rentnerin","2003","AkademikerInnen","weiblich","266","0.188167898419745","0.170579742664921","0.205756054174568"
"NE: Wehr- und Zivildienst","2003","(noch) kein Abschluss","maennlich","","","",""
"NE: Wehr- und Zivildienst","2003","(noch) kein Abschluss","weiblich","","","",""
"NE: Wehr- und Zivildienst","2003","Hauptschulabschluss","maennlich","","","",""
"NE: Wehr- und Zivildienst","2003","Hauptschulabschluss","weiblich","","","",""
"NE: Wehr- und Zivildienst","2003","Realschulabschluss","maennlich","","","",""
"NE: Wehr- und Zivildienst","2003","Realschulabschluss","weiblich","","","",""
"NE: Wehr- und Zivildienst","2003","(Fach-)Abitur","maennlich","32","0.0197339081093341","0.0115992977799084","0.0278685184387598"
"NE: Wehr- und Zivildienst","2003","(Fach-)Abitur","weiblich","","","",""
"NE: Wehr- und Zivildienst","2003","AkademikerInnen","maennlich","","","",""
"NE: Wehr- und Zivildienst","2003","AkademikerInnen","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","(noch) kein Abschluss","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","(noch) kein Abschluss","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","Hauptschulabschluss","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","Hauptschulabschluss","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","Realschulabschluss","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","Realschulabschluss","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","(Fach-)Abitur","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","(Fach-)Abitur","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","AkademikerInnen","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","AkademikerInnen","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2003","(noch) kein Abschluss","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2003","(noch) kein Abschluss","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2003","Hauptschulabschluss","maennlich","67","0.0116830678701486","0.00839352387126463","0.0149726118690326"
"Auszubildende, gewerblich-technisch (ab 2000)","2003","Hauptschulabschluss","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2003","Realschulabschluss","maennlich","101","0.0361368424507183","0.0287782540832615","0.043495430818175"
"Auszubildende, gewerblich-technisch (ab 2000)","2003","Realschulabschluss","weiblich","30","0.00806812996953597","0.00502234524788913","0.0111139146911828"
"Auszubildende, gewerblich-technisch (ab 2000)","2003","(Fach-)Abitur","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2003","(Fach-)Abitur","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2003","AkademikerInnen","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2003","AkademikerInnen","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2003","(noch) kein Abschluss","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2003","(noch) kein Abschluss","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2003","Hauptschulabschluss","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2003","Hauptschulabschluss","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2003","Realschulabschluss","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2003","Realschulabschluss","weiblich","64","0.0162658153894376","0.0119590755271375","0.0205725552517376"
"Auszubildende, kaufmännisch (ab 2000)","2003","(Fach-)Abitur","maennlich","33","0.0257423301584025","0.0164800255892646","0.0350046347275403"
"Auszubildende, kaufmännisch (ab 2000)","2003","(Fach-)Abitur","weiblich","49","0.0330598321024602","0.0234036526935201","0.0427160115114004"
"Auszubildende, kaufmännisch (ab 2000)","2003","AkademikerInnen","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2003","AkademikerInnen","weiblich","","","",""
"Volontäre, Praktikanten","2003","(noch) kein Abschluss","maennlich","","","",""
"Volontäre, Praktikanten","2003","(noch) kein Abschluss","weiblich","","","",""
"Volontäre, Praktikanten","2003","Hauptschulabschluss","maennlich","","","",""
"Volontäre, Praktikanten","2003","Hauptschulabschluss","weiblich","","","",""
"Volontäre, Praktikanten","2003","Realschulabschluss","maennlich","","","",""
"Volontäre, Praktikanten","2003","Realschulabschluss","weiblich","","","",""
"Volontäre, Praktikanten","2003","(Fach-)Abitur","maennlich","","","",""
"Volontäre, Praktikanten","2003","(Fach-)Abitur","weiblich","","","",""
"Volontäre, Praktikanten","2003","AkademikerInnen","maennlich","","","",""
"Volontäre, Praktikanten","2003","AkademikerInnen","weiblich","","","",""
"Aspiranten (1990 Ost)","2003","(noch) kein Abschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","2003","(noch) kein Abschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","2003","Hauptschulabschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","2003","Hauptschulabschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","2003","Realschulabschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","2003","Realschulabschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","2003","(Fach-)Abitur","maennlich","","","",""
"Aspiranten (1990 Ost)","2003","(Fach-)Abitur","weiblich","","","",""
"Aspiranten (1990 Ost)","2003","AkademikerInnen","maennlich","","","",""
"Aspiranten (1990 Ost)","2003","AkademikerInnen","weiblich","","","",""
"ungelernter Arbeiter","2003","(noch) kein Abschluss","maennlich","","","",""
"ungelernter Arbeiter","2003","(noch) kein Abschluss","weiblich","","","",""
"ungelernter Arbeiter","2003","Hauptschulabschluss","maennlich","89","0.0239726550585233","0.0192899350318379","0.0286553750852087"
"ungelernter Arbeiter","2003","Hauptschulabschluss","weiblich","195","0.0417323811944637","0.0358242191802068","0.0476405432087206"
"ungelernter Arbeiter","2003","Realschulabschluss","maennlich","","","",""
"ungelernter Arbeiter","2003","Realschulabschluss","weiblich","52","0.0181306684644498","0.0135880569771416","0.022673279951758"
"ungelernter Arbeiter","2003","(Fach-)Abitur","maennlich","","","",""
"ungelernter Arbeiter","2003","(Fach-)Abitur","weiblich","32","0.0220009507942703","0.014078762788193","0.0299231388003477"
"ungelernter Arbeiter","2003","AkademikerInnen","maennlich","","","",""
"ungelernter Arbeiter","2003","AkademikerInnen","weiblich","","","",""
"angelernter Arbeiter","2003","(noch) kein Abschluss","maennlich","","","",""
"angelernter Arbeiter","2003","(noch) kein Abschluss","weiblich","","","",""
"angelernter Arbeiter","2003","Hauptschulabschluss","maennlich","429","0.105633386691267","0.0962238655340089","0.115042907848525"
"angelernter Arbeiter","2003","Hauptschulabschluss","weiblich","331","0.0711923298744842","0.0635951587941589","0.0787895009548096"
"angelernter Arbeiter","2003","Realschulabschluss","maennlich","113","0.0478852028774747","0.0394662701052713","0.0563041356496781"
"angelernter Arbeiter","2003","Realschulabschluss","weiblich","122","0.0374734359048049","0.0310073725053199","0.0439394993042899"
"angelernter Arbeiter","2003","(Fach-)Abitur","maennlich","45","0.0479419712935994","0.0354466373727554","0.0604373052144434"
"angelernter Arbeiter","2003","(Fach-)Abitur","weiblich","48","0.0430565670270853","0.0320938542266379","0.0540192798275327"
"angelernter Arbeiter","2003","AkademikerInnen","maennlich","","","",""
"angelernter Arbeiter","2003","AkademikerInnen","weiblich","","","",""
"gelernte und Facharbeiter","2003","(noch) kein Abschluss","maennlich","","","",""
"gelernte und Facharbeiter","2003","(noch) kein Abschluss","weiblich","","","",""
"gelernte und Facharbeiter","2003","Hauptschulabschluss","maennlich","649","0.152050244009783","0.141057964770083","0.163042523249482"
"gelernte und Facharbeiter","2003","Hauptschulabschluss","weiblich","70","0.0142198899962193","0.010721964534771","0.0177178154576675"
"gelernte und Facharbeiter","2003","Realschulabschluss","maennlich","489","0.18498313173726","0.169673629137651","0.200292634336869"
"gelernte und Facharbeiter","2003","Realschulabschluss","weiblich","120","0.0345904872960192","0.0283688317109595","0.040812142881079"
"gelernte und Facharbeiter","2003","(Fach-)Abitur","maennlich","70","0.0665953304816365","0.052013397875313","0.08117726308796"
"gelernte und Facharbeiter","2003","(Fach-)Abitur","weiblich","","","",""
"gelernte und Facharbeiter","2003","AkademikerInnen","maennlich","","","",""
"gelernte und Facharbeiter","2003","AkademikerInnen","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2003","(noch) kein Abschluss","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","2003","(noch) kein Abschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2003","Hauptschulabschluss","maennlich","109","0.0282576686946621","0.0231848089230129","0.0333305284663113"
"Vorarbeiter, Kolonnenführer","2003","Hauptschulabschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2003","Realschulabschluss","maennlich","64","0.0258182241520243","0.0195651309441684","0.0320713173598802"
"Vorarbeiter, Kolonnenführer","2003","Realschulabschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2003","(Fach-)Abitur","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","2003","(Fach-)Abitur","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2003","AkademikerInnen","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","2003","AkademikerInnen","weiblich","","","",""
"Meister, Polier","2003","(noch) kein Abschluss","maennlich","","","",""
"Meister, Polier","2003","(noch) kein Abschluss","weiblich","","","",""
"Meister, Polier","2003","Hauptschulabschluss","maennlich","43","0.0104803565846175","0.00736283569994939","0.0135978774692855"
"Meister, Polier","2003","Hauptschulabschluss","weiblich","","","",""
"Meister, Polier","2003","Realschulabschluss","maennlich","31","0.0113707489663258","0.00719029946021008","0.0155511984724415"
"Meister, Polier","2003","Realschulabschluss","weiblich","","","",""
"Meister, Polier","2003","(Fach-)Abitur","maennlich","","","",""
"Meister, Polier","2003","(Fach-)Abitur","weiblich","","","",""
"Meister, Polier","2003","AkademikerInnen","maennlich","","","",""
"Meister, Polier","2003","AkademikerInnen","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","(noch) kein Abschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","(noch) kein Abschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","Hauptschulabschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","Hauptschulabschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","Realschulabschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","Realschulabschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","(Fach-)Abitur","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","(Fach-)Abitur","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","AkademikerInnen","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","AkademikerInnen","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","(noch) kein Abschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","(noch) kein Abschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","Hauptschulabschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","Hauptschulabschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","Realschulabschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","Realschulabschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","(Fach-)Abitur","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","(Fach-)Abitur","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","AkademikerInnen","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","AkademikerInnen","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","(noch) kein Abschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","(noch) kein Abschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","Hauptschulabschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","Hauptschulabschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","Realschulabschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","Realschulabschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","(Fach-)Abitur","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","(Fach-)Abitur","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","AkademikerInnen","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","AkademikerInnen","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","(noch) kein Abschluss","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","(noch) kein Abschluss","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","Hauptschulabschluss","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","Hauptschulabschluss","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","Realschulabschluss","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","Realschulabschluss","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","(Fach-)Abitur","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","(Fach-)Abitur","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","AkademikerInnen","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt","2003","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt","2003","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt","2003","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt","2003","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt","2003","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt","2003","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt","2003","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt","2003","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt","2003","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt","2003","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","AkademikerInnen","weiblich","","","",""
"Freiberufler, Akademiker","2003","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker","2003","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker","2003","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker","2003","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker","2003","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker","2003","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker","2003","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker","2003","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker","2003","AkademikerInnen","maennlich","","","",""
"Freiberufler, Akademiker","2003","AkademikerInnen","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","AkademikerInnen","maennlich","86","0.0393515002985481","0.0316760735553723","0.0470269270417239"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","AkademikerInnen","weiblich","61","0.0298472806596319","0.0221897831731073","0.0375047781461565"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","AkademikerInnen","maennlich","118","0.047049933346692","0.0386909356058208","0.0554089310875632"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","AkademikerInnen","weiblich","44","0.0195827875494796","0.0133474905391416","0.0258180845598176"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","maennlich","","","",""
