"pgstib","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Beamte, gehobener Dienst","2004","Westdeutschland, alte Bundeslaender","355","0.0138014310223082","0.0120159420577283","0.015586919986888"
"Beamte, gehobener Dienst","2004","Ostdeutschland, neue Bundeslaender","50","0.00493748363212445","0.00303764467874252","0.00683732258550638"
"Beamte, höherer Dienst","2004","Westdeutschland, alte Bundeslaender","279","0.00829276537456916","0.0069048775798606","0.00968065316927772"
"Beamte, höherer Dienst","2004","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2005","Westdeutschland, alte Bundeslaender","1407","0.0835608046194343","0.0792266405603599","0.0878949686785088"
"nicht erwerbstätig (NE): keine weitere Angaben","2005","Ostdeutschland, neue Bundeslaender","146","0.0270222629456748","0.0225483577457546","0.031496168145595"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","Westdeutschland, alte Bundeslaender","918","0.0495859446656102","0.0461858740806301","0.0529860152505904"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","Ostdeutschland, neue Bundeslaender","324","0.0569066647363527","0.0505147146921979","0.0632986147805076"
"NE: arbeitslos gemeldet","2005","Westdeutschland, alte Bundeslaender","766","0.0588644368927139","0.0551780169964193","0.0625508567890085"
"NE: arbeitslos gemeldet","2005","Ostdeutschland, neue Bundeslaender","572","0.129451166654266","0.120188756224712","0.13871357708382"
"NE: Rentner/Rentnerin","2005","Westdeutschland, alte Bundeslaender","3597","0.262614486431046","0.255722270863619","0.269506701998473"
"NE: Rentner/Rentnerin","2005","Ostdeutschland, neue Bundeslaender","1404","0.322448548546099","0.309551930993198","0.335345166099"
"NE: Wehr- und Zivildienst","2005","Westdeutschland, alte Bundeslaender","33","0.00162851121700854","0.000996981670180032","0.00226004076383705"
"NE: Wehr- und Zivildienst","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2005","Westdeutschland, alte Bundeslaender","198","0.0122558188156063","0.0105325794063004","0.0139790582249122"
"Auszubildende, gewerblich-technisch (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","91","0.0160973132462353","0.0126249333045986","0.019569693187872"
"Auszubildende, kaufmännisch (ab 2000)","2005","Westdeutschland, alte Bundeslaender","150","0.0105473911885701","0.00894738287966873","0.0121473994974716"
"Auszubildende, kaufmännisch (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","45","0.0115680882545007","0.00861770357860833","0.014518472930393"
"Volontäre, Praktikanten","2005","Westdeutschland, alte Bundeslaender","39","0.00228864347941779","0.00154022630986438","0.00303706064897119"
"Volontäre, Praktikanten","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","2005","Westdeutschland, alte Bundeslaender","420","0.0309051066253297","0.0281945999084629","0.0336156133421966"
"ungelernter Arbeiter","2005","Ostdeutschland, neue Bundeslaender","82","0.0214290119915891","0.0174335067030626","0.0254245172801156"
"angelernter Arbeiter","2005","Westdeutschland, alte Bundeslaender","828","0.0595135645793428","0.0558081529360997","0.0632189762225859"
"angelernter Arbeiter","2005","Ostdeutschland, neue Bundeslaender","164","0.0291839354707687","0.0245396931335215","0.0338281778080159"
"gelernte und Facharbeiter","2005","Westdeutschland, alte Bundeslaender","897","0.0630965671927736","0.0592885184983318","0.0669046158872155"
"gelernte und Facharbeiter","2005","Ostdeutschland, neue Bundeslaender","434","0.0868912863047852","0.0791194467771503","0.09466312583242"
"Vorarbeiter, Kolonnenführer","2005","Westdeutschland, alte Bundeslaender","129","0.00815253239742724","0.0067441489142715","0.00956091588058297"
"Vorarbeiter, Kolonnenführer","2005","Ostdeutschland, neue Bundeslaender","55","0.0108853460038092","0.00802236210848266","0.0137483298991357"
"Meister, Polier","2005","Westdeutschland, alte Bundeslaender","71","0.00502675645483797","0.00391910828232157","0.00613440462735437"
"Meister, Polier","2005","Ostdeutschland, neue Bundeslaender","32","0.00608917220940174","0.00394268993131725","0.00823565448748623"
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","2005","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt","2005","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","2005","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","158","0.00886173423779783","0.00739389431801817","0.0103295741575775"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","32","0.00798673929011427","0.00553079811260217","0.0104426804676264"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","149","0.00669207315389094","0.00541512135963875","0.00796902494814312"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","2005","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger","2005","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","Westdeutschland, alte Bundeslaender","291","0.0177159036878215","0.0156497985209652","0.0197820088546779"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","Ostdeutschland, neue Bundeslaender","122","0.0244712364510644","0.0202081664479052","0.0287343064542236"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2005","Westdeutschland, alte Bundeslaender","247","0.0132470611631273","0.0114563885265407","0.0150377337997139"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2005","Ostdeutschland, neue Bundeslaender","73","0.0117639124357973","0.00878895529040967","0.0147388695811849"
"sonstige selbständiger, 10+ Mitarbeiter","2005","Westdeutschland, alte Bundeslaender","55","0.00275233178810634","0.00193178354500322","0.00357288003120946"
"sonstige selbständiger, 10+ Mitarbeiter","2005","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","2005","Westdeutschland, alte Bundeslaender","42","0.00194758774973912","0.00125706593442937","0.00263810956504887"
"mithelfende Familienangehörige","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","2005","Westdeutschland, alte Bundeslaender","57","0.00332594710595547","0.00242419646995387","0.00422769774195707"
"Angestellte, Industrie- und Werkmeister","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2005","Westdeutschland, alte Bundeslaender","381","0.0228001621223509","0.0204623324159794","0.0251379918287225"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2005","Ostdeutschland, neue Bundeslaender","83","0.0134290490522151","0.0102531897065543","0.0166049083978759"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2005","Westdeutschland, alte Bundeslaender","686","0.048422158044243","0.0450601678460247","0.0517841482424612"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2005","Ostdeutschland, neue Bundeslaender","220","0.043648334481884","0.0380110868148283","0.0492855821489398"
"Angestellte, qualifizierte Tätigkeit","2005","Westdeutschland, alte Bundeslaender","1962","0.119711557642983","0.114627239090835","0.124795876195131"
"Angestellte, qualifizierte Tätigkeit","2005","Ostdeutschland, neue Bundeslaender","537","0.0901182015869225","0.0822173625372605","0.0980190406365846"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2005","Westdeutschland, alte Bundeslaender","1144","0.0594988561513827","0.0557938734507081","0.0632038388520573"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2005","Ostdeutschland, neue Bundeslaender","358","0.048682428392733","0.0427446587628408","0.0546201980226253"
"Angestellte, umfassende Führungsaufgaben","2005","Westdeutschland, alte Bundeslaender","170","0.00799806894166904","0.00660298274212903","0.00939315514120906"
"Angestellte, umfassende Führungsaufgaben","2005","Ostdeutschland, neue Bundeslaender","36","0.00455550885189244","0.00269748433991316","0.00641353336387171"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2005","Westdeutschland, alte Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, einfacher Dienst","2005","Westdeutschland, alte Bundeslaender","","","",""
"Beamte, einfacher Dienst","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, mittlerer Dienst","2005","Westdeutschland, alte Bundeslaender","182","0.0114193660368574","0.00975526665819797","0.0130834654155168"
"Beamte, mittlerer Dienst","2005","Ostdeutschland, neue Bundeslaender","39","0.00721275385953064","0.00487793539864555","0.00954757232041572"
"Beamte, gehobener Dienst","2005","Westdeutschland, alte Bundeslaender","345","0.0153144509592929","0.0133911302402379","0.017237771678348"
"Beamte, gehobener Dienst","2005","Ostdeutschland, neue Bundeslaender","49","0.00495384880329208","0.00301668005680497","0.00689101754977919"
"Beamte, höherer Dienst","2005","Westdeutschland, alte Bundeslaender","252","0.00800938197863797","0.00661331743383155","0.00940544652344438"
"Beamte, höherer Dienst","2005","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2006","Westdeutschland, alte Bundeslaender","1705","0.0934319234600084","0.0890502831922044","0.0978135637278125"
"nicht erwerbstätig (NE): keine weitere Angaben","2006","Ostdeutschland, neue Bundeslaender","222","0.0456982432100911","0.0401227073522397","0.0512737790679424"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2006","Westdeutschland, alte Bundeslaender","777","0.0405449731552912","0.0375755664611814","0.043514379849401"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2006","Ostdeutschland, neue Bundeslaender","252","0.0407193548611914","0.0354425955573022","0.0459961141650805"
"NE: arbeitslos gemeldet","2006","Westdeutschland, alte Bundeslaender","845","0.0597670788300218","0.0561981523219513","0.0633360053380922"
"NE: arbeitslos gemeldet","2006","Ostdeutschland, neue Bundeslaender","592","0.121248349230283","0.112533397351784","0.129963301108783"
"NE: Rentner/Rentnerin","2006","Westdeutschland, alte Bundeslaender","4120","0.265345069895433","0.258697910799561","0.271992228991305"
"NE: Rentner/Rentnerin","2006","Ostdeutschland, neue Bundeslaender","1569","0.320325192063252","0.30786742708602","0.332782957040483"
"NE: Wehr- und Zivildienst","2006","Westdeutschland, alte Bundeslaender","42","0.00217260480706285","0.00147162268301063","0.00287358693111508"
"NE: Wehr- und Zivildienst","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2006","Westdeutschland, alte Bundeslaender","189","0.0119802914363036","0.0103423236408259","0.0136182592317813"
"Auszubildende, gewerblich-technisch (ab 2000)","2006","Ostdeutschland, neue Bundeslaender","103","0.0175827821821951","0.0140737626963653","0.0210918016680248"
"Auszubildende, kaufmännisch (ab 2000)","2006","Westdeutschland, alte Bundeslaender","149","0.010475450898962","0.00894264023682327","0.0120082615611006"
"Auszubildende, kaufmännisch (ab 2000)","2006","Ostdeutschland, neue Bundeslaender","51","0.0108069623065132","0.00804647125879952","0.0135674533542269"
"Volontäre, Praktikanten","2006","Westdeutschland, alte Bundeslaender","40","0.00280446971895917","0.00200830229770718","0.00360063714021117"
"Volontäre, Praktikanten","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","2006","Westdeutschland, alte Bundeslaender","414","0.0263256163947301","0.0239152391992364","0.0287359935902238"
"ungelernter Arbeiter","2006","Ostdeutschland, neue Bundeslaender","75","0.0165470749511895","0.0131411787792669","0.019952971123112"
"angelernter Arbeiter","2006","Westdeutschland, alte Bundeslaender","878","0.0578994086543787","0.0543832005900963","0.061415616718661"
"angelernter Arbeiter","2006","Ostdeutschland, neue Bundeslaender","185","0.0313534732299793","0.0267006185276782","0.0360063279322805"
"gelernte und Facharbeiter","2006","Westdeutschland, alte Bundeslaender","908","0.0607917315056634","0.0571943038112292","0.0643891592000975"
"gelernte und Facharbeiter","2006","Ostdeutschland, neue Bundeslaender","470","0.0905253079898038","0.0828645046455811","0.0981861113340265"
"Vorarbeiter, Kolonnenführer","2006","Westdeutschland, alte Bundeslaender","139","0.00877335612515622","0.00736938483754842","0.010177327412764"
"Vorarbeiter, Kolonnenführer","2006","Ostdeutschland, neue Bundeslaender","34","0.00581377087471769","0.00378395414893547","0.00784358760049991"
"Meister, Polier","2006","Westdeutschland, alte Bundeslaender","65","0.00438286378817519","0.00338834261939744","0.00537738495695295"
"Meister, Polier","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2006","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","2006","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt","2006","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2006","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2006","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2006","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","2006","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2006","Westdeutschland, alte Bundeslaender","192","0.00995074120500729","0.00845641648608327","0.0114450659239313"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2006","Ostdeutschland, neue Bundeslaender","44","0.00707639559905057","0.00483840649046888","0.00931438470763225"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2006","Westdeutschland, alte Bundeslaender","150","0.00604938098891606","0.00488196204557151","0.0072167999322606"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2006","Ostdeutschland, neue Bundeslaender","33","0.00336195946702559","0.00181649520884988","0.00490742372520131"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","2006","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger","2006","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2006","Westdeutschland, alte Bundeslaender","369","0.021582834388191","0.0193950469003881","0.0237706218759938"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2006","Ostdeutschland, neue Bundeslaender","136","0.0327164205434185","0.0279668559554763","0.0374659851313606"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2006","Westdeutschland, alte Bundeslaender","251","0.0122060209454661","0.010552882956233","0.0138591589346992"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2006","Ostdeutschland, neue Bundeslaender","78","0.0129239175450955","0.00990836845401161","0.0159394666361793"
"sonstige selbständiger, 10+ Mitarbeiter","2006","Westdeutschland, alte Bundeslaender","56","0.00226458542714818","0.00154895151694437","0.00298021933735199"
"sonstige selbständiger, 10+ Mitarbeiter","2006","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","2006","Westdeutschland, alte Bundeslaender","55","0.0022328824854501","0.00152226418023554","0.00294350079066466"
"mithelfende Familienangehörige","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","2006","Westdeutschland, alte Bundeslaender","45","0.00257938752930559","0.0018157516406736","0.00334302341793758"
"Angestellte, Industrie- und Werkmeister","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2006","Westdeutschland, alte Bundeslaender","379","0.0220540849549663","0.0198430744631276","0.0242650954468049"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2006","Ostdeutschland, neue Bundeslaender","97","0.0149765936872736","0.0117337665535913","0.018219420820956"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2006","Westdeutschland, alte Bundeslaender","688","0.0456119686646494","0.0424708035602281","0.0487531337690706"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2006","Ostdeutschland, neue Bundeslaender","229","0.0435797888445455","0.0381289802428512","0.0490305974462397"
"Angestellte, qualifizierte Tätigkeit","2006","Westdeutschland, alte Bundeslaender","2168","0.119765338045898","0.114877085121017","0.12465359097078"
"Angestellte, qualifizierte Tätigkeit","2006","Ostdeutschland, neue Bundeslaender","572","0.0917347129397271","0.0840280349968153","0.0994413908826389"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2006","Westdeutschland, alte Bundeslaender","1236","0.0648645894274577","0.0611566728772376","0.0685725059776778"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2006","Ostdeutschland, neue Bundeslaender","383","0.0501573572350167","0.0443297918681554","0.0559849226018781"
"Angestellte, umfassende Führungsaufgaben","2006","Westdeutschland, alte Bundeslaender","201","0.00830390823160643","0.00693769201895252","0.00967012444426033"
"Angestellte, umfassende Führungsaufgaben","2006","Ostdeutschland, neue Bundeslaender","35","0.00455683424010158","0.00275865139829489","0.00635501708190827"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2006","Westdeutschland, alte Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, einfacher Dienst","2006","Westdeutschland, alte Bundeslaender","","","",""
"Beamte, einfacher Dienst","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, mittlerer Dienst","2006","Westdeutschland, alte Bundeslaender","183","0.00981932963042729","0.00833480637586083","0.0113038528849938"
"Beamte, mittlerer Dienst","2006","Ostdeutschland, neue Bundeslaender","42","0.00807113768972345","0.00568221749962919","0.0104600578798177"
"Beamte, gehobener Dienst","2006","Westdeutschland, alte Bundeslaender","360","0.0147658565684679","0.0129499733584645","0.0165817397784712"
"Beamte, gehobener Dienst","2006","Ostdeutschland, neue Bundeslaender","47","0.00453986280327603","0.00274501635391089","0.00633470925264117"
"Beamte, höherer Dienst","2006","Westdeutschland, alte Bundeslaender","254","0.00878160860068321","0.00737698300719282","0.0101862341941736"
"Beamte, höherer Dienst","2006","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2007","Westdeutschland, alte Bundeslaender","1499","0.0861682308221898","0.0817956500575845","0.0905408115867952"
"nicht erwerbstätig (NE): keine weitere Angaben","2007","Ostdeutschland, neue Bundeslaender","190","0.0358885766989808","0.0307879695940044","0.0409891838039571"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2007","Westdeutschland, alte Bundeslaender","712","0.038667497231191","0.0356632133314937","0.0416717811308882"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2007","Ostdeutschland, neue Bundeslaender","259","0.0447809102179514","0.0391096693279221","0.0504521511079808"
"NE: arbeitslos gemeldet","2007","Westdeutschland, alte Bundeslaender","672","0.0528297672689749","0.0493441115050035","0.0563154230329462"
"NE: arbeitslos gemeldet","2007","Ostdeutschland, neue Bundeslaender","494","0.108883494692827","0.100342107504172","0.117424881881481"
"NE: Rentner/Rentnerin","2007","Westdeutschland, alte Bundeslaender","3934","0.26945019347801","0.262536736084942","0.276363650871078"
"NE: Rentner/Rentnerin","2007","Ostdeutschland, neue Bundeslaender","1502","0.319849326009798","0.307059771241934","0.332638880777662"
"NE: Wehr- und Zivildienst","2007","Westdeutschland, alte Bundeslaender","46","0.00263068049999573","0.00183251457917872","0.00342884642081273"
"NE: Wehr- und Zivildienst","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2007","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2007","Westdeutschland, alte Bundeslaender","179","0.0119406414650873","0.0102481110847632","0.0136331718454115"
"Auszubildende, gewerblich-technisch (ab 2000)","2007","Ostdeutschland, neue Bundeslaender","94","0.0187544075315932","0.0150345982506291","0.0224742168125573"
"Auszubildende, kaufmännisch (ab 2000)","2007","Westdeutschland, alte Bundeslaender","122","0.0085480225588572","0.00711352505386603","0.00998252006384838"
"Auszubildende, kaufmännisch (ab 2000)","2007","Ostdeutschland, neue Bundeslaender","55","0.0105459753752625","0.00774492237894915","0.0133470283715759"
"Volontäre, Praktikanten","2007","Westdeutschland, alte Bundeslaender","39","0.00232132187024862","0.00157143775733997","0.00307120598315728"
"Volontäre, Praktikanten","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","2007","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","2007","Westdeutschland, alte Bundeslaender","401","0.0308917746513585","0.0281956579007012","0.0335878914020159"
"ungelernter Arbeiter","2007","Ostdeutschland, neue Bundeslaender","95","0.0233696243159975","0.0192270422661376","0.0275122063658574"
"angelernter Arbeiter","2007","Westdeutschland, alte Bundeslaender","851","0.0584063264600059","0.0547521220492327","0.062060530870779"
"angelernter Arbeiter","2007","Ostdeutschland, neue Bundeslaender","181","0.0350045464980579","0.0299648428284711","0.0400442501676446"
"gelernte und Facharbeiter","2007","Westdeutschland, alte Bundeslaender","840","0.0624687073702449","0.0586977183173438","0.066239696423146"
"gelernte und Facharbeiter","2007","Ostdeutschland, neue Bundeslaender","444","0.0906702884263914","0.0827966887641255","0.0985438880886573"
"Vorarbeiter, Kolonnenführer","2007","Westdeutschland, alte Bundeslaender","155","0.0104353900641025","0.00885192842401989","0.0120188517041852"
"Vorarbeiter, Kolonnenführer","2007","Ostdeutschland, neue Bundeslaender","47","0.00909028450034548","0.00648781336849477","0.0116927556321962"
"Meister, Polier","2007","Westdeutschland, alte Bundeslaender","72","0.00547065801551431","0.00432128840656902","0.00662002762445961"
"Meister, Polier","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2007","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2007","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2007","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2007","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2007","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","2007","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt","2007","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2007","Westdeutschland, alte Bundeslaender","","","",""
