"ple0044_h","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2002","Mecklenburg-Vorpommern","kein Migrationshintergrund","146","0.261557016452581","0.222117591593245","0.300996441311917"
"Nein","2002","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Nein","2002","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein","2002","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","Sachsen","kein Migrationshintergrund","536","0.302543656999234","0.279690049053285","0.325397264945183"
"Nein","2002","Sachsen","direkter Migrationshintergrund","7","","",""
"Nein","2002","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein","2002","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","Sachsen-Anhalt","kein Migrationshintergrund","286","0.295506815192484","0.265991399839712","0.325022230545256"
"Nein","2002","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Nein","2002","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Nein","2002","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","Thüringen","kein Migrationshintergrund","281","0.277888064956811","0.24873517211158","0.307040957802041"
"Nein","2002","Thüringen","direkter Migrationshintergrund","1","","",""
"Nein","2002","Thüringen","indirekter Migrationshintergrund","","","",""
"Nein","2002","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Schleswig-Holstein","kein Migrationshintergrund","391","0.672127178711754","0.634935068730015","0.709319288693494"
"Ja","2002","Schleswig-Holstein","direkter Migrationshintergrund","32","0.583240731283356","0.458491171317966","0.707990291248746"
"Ja","2002","Schleswig-Holstein","indirekter Migrationshintergrund","9","","",""
"Ja","2002","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Hamburg","kein Migrationshintergrund","196","0.728456475410358","0.67636212765573","0.780550823164985"
"Ja","2002","Hamburg","direkter Migrationshintergrund","14","","",""
"Ja","2002","Hamburg","indirekter Migrationshintergrund","6","","",""
"Ja","2002","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Niedersachsen","kein Migrationshintergrund","1189","0.741500025580877","0.720483247982615","0.762516803179139"
"Ja","2002","Niedersachsen","direkter Migrationshintergrund","150","0.743113666833707","0.684020594825862","0.802206738841552"
"Ja","2002","Niedersachsen","indirekter Migrationshintergrund","35","0.692022848258776","0.566545340216475","0.817500356301077"
"Ja","2002","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Bremen","kein Migrationshintergrund","92","0.687120966871218","0.611651910335831","0.762590023406605"
"Ja","2002","Bremen","direkter Migrationshintergrund","16","","",""
"Ja","2002","Bremen","indirekter Migrationshintergrund","2","","",""
"Ja","2002","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Nordrhein-Westfalen","kein Migrationshintergrund","2578","0.72248435435352","0.708147158956518","0.736821549750521"
"Ja","2002","Nordrhein-Westfalen","direkter Migrationshintergrund","512","0.696891606869909","0.663844360186147","0.729938853553672"
"Ja","2002","Nordrhein-Westfalen","indirekter Migrationshintergrund","142","0.686627142253105","0.624766790098609","0.748487494407601"
"Ja","2002","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Hessen","kein Migrationshintergrund","856","0.722807062664859","0.697782043219935","0.747832082109782"
"Ja","2002","Hessen","direkter Migrationshintergrund","209","0.742720991218996","0.691970448938959","0.793471533499032"
"Ja","2002","Hessen","indirekter Migrationshintergrund","46","0.725182308089908","0.619076397027561","0.831288219152256"
"Ja","2002","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","757","0.703532560897334","0.676457551742788","0.730607570051879"
"Ja","2002","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","140","0.66097676281243","0.595534562716172","0.726418962908689"
"Ja","2002","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","22","","",""
"Ja","2002","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Baden-Württemberg","kein Migrationshintergrund","1308","0.705179816150779","0.684752765428386","0.725606866873172"
"Ja","2002","Baden-Württemberg","direkter Migrationshintergrund","458","0.780625755584224","0.747290676123307","0.813960835045141"
"Ja","2002","Baden-Württemberg","indirekter Migrationshintergrund","147","0.736123956355831","0.674579288003833","0.79766862470783"
"Ja","2002","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Bayern","kein Migrationshintergrund","1807","0.715335958290741","0.698254654450183","0.732417262131299"
"Ja","2002","Bayern","direkter Migrationshintergrund","272","0.729249024762658","0.684978410103735","0.77351963942158"
"Ja","2002","Bayern","indirekter Migrationshintergrund","67","0.622939243018909","0.529343091545599","0.716535394492219"
"Ja","2002","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Saarland","kein Migrationshintergrund","","","",""
"Ja","2002","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2002","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2002","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Berlin","kein Migrationshintergrund","471","0.702544189026075","0.668582324679117","0.736506053373033"
"Ja","2002","Berlin","direkter Migrationshintergrund","44","0.6677568449349","0.554121530330137","0.781392159539664"
"Ja","2002","Berlin","indirekter Migrationshintergrund","23","","",""
"Ja","2002","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Brandenburg","kein Migrationshintergrund","646","0.721403574286575","0.692259983217672","0.750547165355478"
"Ja","2002","Brandenburg","direkter Migrationshintergrund","12","","",""
"Ja","2002","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Ja","2002","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Mecklenburg-Vorpommern","kein Migrationshintergrund","331","0.738442983547419","0.699003558688083","0.777882408406755"
"Ja","2002","Mecklenburg-Vorpommern","direkter Migrationshintergrund","16","","",""
"Ja","2002","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Ja","2002","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Sachsen","kein Migrationshintergrund","1016","0.697456343000766","0.674602735054817","0.720309950946715"
"Ja","2002","Sachsen","direkter Migrationshintergrund","23","","",""
"Ja","2002","Sachsen","indirekter Migrationshintergrund","6","","",""
"Ja","2002","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Sachsen-Anhalt","kein Migrationshintergrund","632","0.704493184807516","0.674977769454745","0.734008600160288"
"Ja","2002","Sachsen-Anhalt","direkter Migrationshintergrund","27","","",""
"Ja","2002","Sachsen-Anhalt","indirekter Migrationshintergrund","3","","",""
"Ja","2002","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2002","Thüringen","kein Migrationshintergrund","626","0.722111935043189","0.692959042197959","0.75126482788842"
"Ja","2002","Thüringen","direkter Migrationshintergrund","17","","",""
"Ja","2002","Thüringen","indirekter Migrationshintergrund","3","","",""
"Ja","2002","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Schleswig-Holstein","kein Migrationshintergrund","188","0.308683466084878","0.271023551749884","0.346343380419872"
"Nein","2003","Schleswig-Holstein","direkter Migrationshintergrund","29","","",""
"Nein","2003","Schleswig-Holstein","indirekter Migrationshintergrund","4","","",""
"Nein","2003","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Hamburg","kein Migrationshintergrund","70","0.237087679892781","0.185091272612388","0.289084087173174"
"Nein","2003","Hamburg","direkter Migrationshintergrund","8","","",""
"Nein","2003","Hamburg","indirekter Migrationshintergrund","4","","",""
"Nein","2003","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Niedersachsen","kein Migrationshintergrund","450","0.24565058094129","0.22461690169493","0.266684260187651"
"Nein","2003","Niedersachsen","direkter Migrationshintergrund","62","0.292193860309214","0.229787951359858","0.354599769258571"
"Nein","2003","Niedersachsen","indirekter Migrationshintergrund","12","","",""
"Nein","2003","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Bremen","kein Migrationshintergrund","43","0.250240286986852","0.179737910731218","0.320742663242486"
"Nein","2003","Bremen","direkter Migrationshintergrund","3","","",""
"Nein","2003","Bremen","indirekter Migrationshintergrund","1","","",""
"Nein","2003","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Nordrhein-Westfalen","kein Migrationshintergrund","1082","0.26952494456202","0.255066685988013","0.283983203136028"
"Nein","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","222","0.318572132465713","0.283782301664301","0.353361963267126"
"Nein","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","77","0.333113358391794","0.269964829467586","0.396261887316002"
"Nein","2003","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Hessen","kein Migrationshintergrund","323","0.258941809706603","0.233502022505974","0.284381596907232"
"Nein","2003","Hessen","direkter Migrationshintergrund","76","0.297132285485533","0.23955487520983","0.354709695761236"
"Nein","2003","Hessen","indirekter Migrationshintergrund","19","","",""
"Nein","2003","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","312","0.291297418082929","0.264286854615674","0.318307981550185"
"Nein","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","61","0.342601608330267","0.274762804170375","0.410440412490159"
"Nein","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","9","","",""
"Nein","2003","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Baden-Württemberg","kein Migrationshintergrund","544","0.27507998182621","0.25471475821045","0.295445205441969"
"Nein","2003","Baden-Württemberg","direkter Migrationshintergrund","140","0.283518864673449","0.246156397397136","0.320881331949763"
"Nein","2003","Baden-Württemberg","indirekter Migrationshintergrund","62","0.34760154043863","0.280417402930677","0.414785677946584"
"Nein","2003","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Bayern","kein Migrationshintergrund","850","0.298648976026135","0.280783692995799","0.316514259056471"
"Nein","2003","Bayern","direkter Migrationshintergrund","116","0.260038912096302","0.216222043456193","0.303855780736411"
"Nein","2003","Bayern","indirekter Migrationshintergrund","37","0.316215348332306","0.233018166597332","0.39941253006728"
"Nein","2003","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Saarland","kein Migrationshintergrund","","","",""
"Nein","2003","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2003","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2003","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Berlin","kein Migrationshintergrund","218","0.296939442780735","0.263164024186594","0.330714861374875"
"Nein","2003","Berlin","direkter Migrationshintergrund","22","","",""
"Nein","2003","Berlin","indirekter Migrationshintergrund","8","","",""
"Nein","2003","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Brandenburg","kein Migrationshintergrund","243","0.264089525134477","0.235239914929248","0.292939135339706"
"Nein","2003","Brandenburg","direkter Migrationshintergrund","1","","",""
"Nein","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein","2003","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","163","0.279031512669589","0.239598980643701","0.318464044695477"
"Nein","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Nein","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Nein","2003","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Sachsen","kein Migrationshintergrund","516","0.30626029532555","0.283125972414124","0.329394618236976"
"Nein","2003","Sachsen","direkter Migrationshintergrund","4","","",""
"Nein","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein","2003","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Sachsen-Anhalt","kein Migrationshintergrund","262","0.267630792234697","0.238396457538858","0.296865126930536"
"Nein","2003","Sachsen-Anhalt","direkter Migrationshintergrund","3","","",""
"Nein","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Nein","2003","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Thüringen","kein Migrationshintergrund","272","0.279519904854845","0.250394763941331","0.30864504576836"
"Nein","2003","Thüringen","direkter Migrationshintergrund","3","","",""
"Nein","2003","Thüringen","indirekter Migrationshintergrund","","","",""
"Nein","2003","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Schleswig-Holstein","kein Migrationshintergrund","390","0.691316533915122","0.653656619580128","0.728976448250116"
"Ja","2003","Schleswig-Holstein","direkter Migrationshintergrund","25","","",""
"Ja","2003","Schleswig-Holstein","indirekter Migrationshintergrund","6","","",""
"Ja","2003","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Hamburg","kein Migrationshintergrund","187","0.762912320107219","0.710915912826826","0.814908727387612"
"Ja","2003","Hamburg","direkter Migrationshintergrund","14","","",""
"Ja","2003","Hamburg","indirekter Migrationshintergrund","3","","",""
"Ja","2003","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Niedersachsen","kein Migrationshintergrund","1159","0.75434941905871","0.733315739812349","0.77538309830507"
"Ja","2003","Niedersachsen","direkter Migrationshintergrund","142","0.707806139690786","0.645400230741429","0.770212048640142"
"Ja","2003","Niedersachsen","indirekter Migrationshintergrund","34","0.76431744845807","0.64166681999459","0.88696807692155"
"Ja","2003","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Bremen","kein Migrationshintergrund","102","0.749759713013148","0.679257336757514","0.820262089268782"
"Ja","2003","Bremen","direkter Migrationshintergrund","18","","",""
"Ja","2003","Bremen","indirekter Migrationshintergrund","3","","",""
"Ja","2003","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Nordrhein-Westfalen","kein Migrationshintergrund","2536","0.73047505543798","0.716016796863972","0.744933314011987"
"Ja","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","467","0.681427867534287","0.646638036732874","0.716217698335699"
"Ja","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","137","0.666886641608206","0.603738112683998","0.730035170532414"
"Ja","2003","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Hessen","kein Migrationshintergrund","816","0.741058190293397","0.715618403092768","0.766497977494026"
"Ja","2003","Hessen","direkter Migrationshintergrund","166","0.702867714514468","0.645290304238765","0.76044512479017"
"Ja","2003","Hessen","indirekter Migrationshintergrund","42","0.761548811749275","0.654610877265913","0.868486746232637"
"Ja","2003","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","775","0.708702581917071","0.681692018449815","0.735713145384326"
"Ja","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","127","0.657398391669733","0.589559587509841","0.725237195829625"
"Ja","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","32","0.809113368132919","0.688818082278327","0.929408653987511"
"Ja","2003","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Baden-Württemberg","kein Migrationshintergrund","1303","0.72492001817379","0.704554794558031","0.74528524178955"
"Ja","2003","Baden-Württemberg","direkter Migrationshintergrund","419","0.716481135326551","0.679118668050237","0.753843602602864"
"Ja","2003","Baden-Württemberg","indirekter Migrationshintergrund","131","0.65239845956137","0.585214322053416","0.719582597069323"
"Ja","2003","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Bayern","kein Migrationshintergrund","1671","0.701351023973865","0.683485740943529","0.719216307004201"
"Ja","2003","Bayern","direkter Migrationshintergrund","269","0.739961087903698","0.696144219263588","0.783777956543807"
"Ja","2003","Bayern","indirekter Migrationshintergrund","83","0.683784651667694","0.60058746993272","0.766981833402668"
"Ja","2003","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Saarland","kein Migrationshintergrund","","","",""
"Ja","2003","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2003","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2003","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Berlin","kein Migrationshintergrund","485","0.703060557219265","0.669285138625125","0.736835975813406"
"Ja","2003","Berlin","direkter Migrationshintergrund","41","0.695560655596634","0.581929948450467","0.8091913627428"
"Ja","2003","Berlin","indirekter Migrationshintergrund","23","","",""
"Ja","2003","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Brandenburg","kein Migrationshintergrund","654","0.735910474865523","0.707060864660294","0.764760085070751"
"Ja","2003","Brandenburg","direkter Migrationshintergrund","13","","",""
"Ja","2003","Brandenburg","indirekter Migrationshintergrund","3","","",""
"Ja","2003","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","334","0.720968487330411","0.681535955304523","0.760401019356299"
"Ja","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","14","","",""
"Ja","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Ja","2003","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Sachsen","kein Migrationshintergrund","1009","0.69373970467445","0.670605381763024","0.716874027585876"
"Ja","2003","Sachsen","direkter Migrationshintergrund","24","","",""
"Ja","2003","Sachsen","indirekter Migrationshintergrund","7","","",""
"Ja","2003","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Sachsen-Anhalt","kein Migrationshintergrund","619","0.732369207765303","0.703134873069464","0.761603542461142"
"Ja","2003","Sachsen-Anhalt","direkter Migrationshintergrund","22","","",""
"Ja","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","3","","",""
"Ja","2003","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Thüringen","kein Migrationshintergrund","640","0.720480095145155","0.69135495423164","0.749605236058669"
"Ja","2003","Thüringen","direkter Migrationshintergrund","13","","",""
"Ja","2003","Thüringen","indirekter Migrationshintergrund","4","","",""
"Ja","2003","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Schleswig-Holstein","kein Migrationshintergrund","192","0.306094574785079","0.268392078794876","0.343797070775283"
"Nein","2004","Schleswig-Holstein","direkter Migrationshintergrund","19","","",""
"Nein","2004","Schleswig-Holstein","indirekter Migrationshintergrund","4","","",""
"Nein","2004","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Hamburg","kein Migrationshintergrund","77","0.260303648494195","0.206126681691855","0.314480615296535"
"Nein","2004","Hamburg","direkter Migrationshintergrund","4","","",""
"Nein","2004","Hamburg","indirekter Migrationshintergrund","1","","",""
"Nein","2004","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Niedersachsen","kein Migrationshintergrund","468","0.261903253190979","0.240278561016148","0.28352794536581"
"Nein","2004","Niedersachsen","direkter Migrationshintergrund","66","0.335899760825409","0.271559238251789","0.40024028339903"
"Nein","2004","Niedersachsen","indirekter Migrationshintergrund","21","","",""
"Nein","2004","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Bremen","kein Migrationshintergrund","46","0.3033417799535","0.226364279358212","0.380319280548788"
"Nein","2004","Bremen","direkter Migrationshintergrund","9","","",""
"Nein","2004","Bremen","indirekter Migrationshintergrund","","","",""
"Nein","2004","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Nordrhein-Westfalen","kein Migrationshintergrund","1134","0.293549781866236","0.278567541714932","0.308532022017539"
"Nein","2004","Nordrhein-Westfalen","direkter Migrationshintergrund","221","0.319856819748794","0.284565750870696","0.355147888626892"
"Nein","2004","Nordrhein-Westfalen","indirekter Migrationshintergrund","81","0.371209162667462","0.307222644351415","0.43519568098351"
"Nein","2004","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Hessen","kein Migrationshintergrund","307","0.24525086713943","0.219721367507326","0.270780366771533"
"Nein","2004","Hessen","direkter Migrationshintergrund","67","0.267671034097697","0.210452336601368","0.324889731594027"
"Nein","2004","Hessen","indirekter Migrationshintergrund","14","","",""
"Nein","2004","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","280","0.261543922836315","0.234923840078724","0.288164005593905"
"Nein","2004","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","58","0.34179830652523","0.273450170071304","0.410146442979156"
"Nein","2004","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","14","","",""
"Nein","2004","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Baden-Württemberg","kein Migrationshintergrund","551","0.271095849055198","0.250525885733468","0.291665812376928"
"Nein","2004","Baden-Württemberg","direkter Migrationshintergrund","110","0.209904527596226","0.175588251907913","0.244220803284539"
"Nein","2004","Baden-Württemberg","indirekter Migrationshintergrund","43","0.179072850735046","0.124980404817445","0.233165296652646"
"Nein","2004","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Bayern","kein Migrationshintergrund","804","0.299155348230558","0.281064807356299","0.317245889104818"
"Nein","2004","Bayern","direkter Migrationshintergrund","109","0.258391320856545","0.213847496706435","0.302935145006656"
"Nein","2004","Bayern","indirekter Migrationshintergrund","46","0.265978352377118","0.188519570252329","0.343437134501907"
"Nein","2004","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Saarland","kein Migrationshintergrund","","","",""
"Nein","2004","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2004","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2004","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Berlin","kein Migrationshintergrund","218","0.302506691981196","0.268183206138095","0.336830177824297"
"Nein","2004","Berlin","direkter Migrationshintergrund","18","","",""
"Nein","2004","Berlin","indirekter Migrationshintergrund","14","","",""
"Nein","2004","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Brandenburg","kein Migrationshintergrund","261","0.298209880435154","0.267527871310997","0.328891889559311"
"Nein","2004","Brandenburg","direkter Migrationshintergrund","1","","",""
"Nein","2004","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein","2004","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Mecklenburg-Vorpommern","kein Migrationshintergrund","148","0.280767078044251","0.24052427671077","0.321009879377732"
"Nein","2004","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Nein","2004","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Nein","2004","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Sachsen","kein Migrationshintergrund","471","0.286202212163582","0.263190545141826","0.309213879185337"
"Nein","2004","Sachsen","direkter Migrationshintergrund","6","","",""
"Nein","2004","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein","2004","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Sachsen-Anhalt","kein Migrationshintergrund","262","0.269757284916189","0.240366157506988","0.29914841232539"
"Nein","2004","Sachsen-Anhalt","direkter Migrationshintergrund","3","","",""
"Nein","2004","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Nein","2004","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Thüringen","kein Migrationshintergrund","264","0.26524316975328","0.236223589184122","0.294262750322439"
"Nein","2004","Thüringen","direkter Migrationshintergrund","","","",""
"Nein","2004","Thüringen","indirekter Migrationshintergrund","1","","",""
"Nein","2004","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Schleswig-Holstein","kein Migrationshintergrund","382","0.693905425214921","0.656202929224717","0.731607921205124"
"Ja","2004","Schleswig-Holstein","direkter Migrationshintergrund","41","0.785437017806984","0.681563330824915","0.889310704789053"
"Ja","2004","Schleswig-Holstein","indirekter Migrationshintergrund","9","","",""
"Ja","2004","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Hamburg","kein Migrationshintergrund","175","0.739696351505805","0.685519384703465","0.793873318308145"
"Ja","2004","Hamburg","direkter Migrationshintergrund","19","","",""
"Ja","2004","Hamburg","indirekter Migrationshintergrund","7","","",""
"Ja","2004","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Niedersachsen","kein Migrationshintergrund","1120","0.738096746809021","0.71647205463419","0.759721438983852"
"Ja","2004","Niedersachsen","direkter Migrationshintergrund","141","0.664100239174591","0.59975971660097","0.728440761748211"
"Ja","2004","Niedersachsen","indirekter Migrationshintergrund","29","","",""
"Ja","2004","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Bremen","kein Migrationshintergrund","91","0.6966582200465","0.619680719451212","0.773635720641788"
"Ja","2004","Bremen","direkter Migrationshintergrund","14","","",""
"Ja","2004","Bremen","indirekter Migrationshintergrund","3","","",""
"Ja","2004","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Nordrhein-Westfalen","kein Migrationshintergrund","2415","0.706450218133764","0.691467977982461","0.721432458285068"
"Ja","2004","Nordrhein-Westfalen","direkter Migrationshintergrund","450","0.680143180251206","0.644852111373108","0.715434249129304"
"Ja","2004","Nordrhein-Westfalen","indirekter Migrationshintergrund","138","0.628790837332538","0.564804319016491","0.692777355648585"
"Ja","2004","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Hessen","kein Migrationshintergrund","784","0.75474913286057","0.729219633228467","0.780278632492674"
"Ja","2004","Hessen","direkter Migrationshintergrund","163","0.732328965902303","0.675110268405973","0.789547663398632"
"Ja","2004","Hessen","indirekter Migrationshintergrund","55","0.859385108718204","0.777362587344986","0.941407630091422"
"Ja","2004","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","767","0.738456077163685","0.711835994406095","0.765076159921276"
"Ja","2004","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","127","0.65820169347477","0.589853557020844","0.726549829928696"
"Ja","2004","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","29","","",""
"Ja","2004","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Baden-Württemberg","kein Migrationshintergrund","1243","0.728904150944802","0.708334187623072","0.749474114266532"
"Ja","2004","Baden-Württemberg","direkter Migrationshintergrund","431","0.790095472403774","0.755779196715461","0.824411748092087"
"Ja","2004","Baden-Württemberg","indirekter Migrationshintergrund","150","0.820927149264954","0.766834703347354","0.875019595182555"
