"religion","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"islamische Religionsgemeinschaft","2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","256","0.33554897118633","0.300817085611781","0.370280856760879"
"katholisch","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2974","0.421718389809426","0.41014567656004","0.433291103058813"
"katholisch","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","75","0.0505074205168048","0.0392240926608648","0.0617907483727449"
"katholisch","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","1343","0.351940188752706","0.336693448606061","0.367186928899352"
"katholisch","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","81","0.0314478707523162","0.0237876261569447","0.0391081153476877"
"katholisch","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","730","0.347971806956722","0.327422439362472","0.368521174550972"
"katholisch","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","1010","0.326851568756706","0.310232063788514","0.343471073724898"
"katholisch","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","51","0.0378561195745254","0.0274656865189448","0.048246552630106"
"evangelisch","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","224","0.308296734677709","0.274329257517751","0.342264211837666"
"evangelisch","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","39","0.224405088377806","0.163960646488764","0.284849530266847"
"evangelisch","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2533","0.38456545716056","0.373164789078488","0.395966125242632"
"evangelisch","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","436","0.32193365369874","0.297860493287886","0.346006814109594"
"evangelisch","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","1492","0.402218919003173","0.386564485629429","0.417873352376916"
"evangelisch","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","397","0.175811797401278","0.159103864676952","0.192519730125604"
"evangelisch","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","724","0.367361456887708","0.346563634613925","0.38815927916149"
"evangelisch","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","101","0.263311392056229","0.218615204920934","0.308007579191523"
"evangelisch","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","1110","0.357323230768159","0.340344144899531","0.374302316636786"
"evangelisch","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","279","0.219127781034912","0.196606955984936","0.241648606084889"
"islamische Religionsgemeinschaft","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","87","0.120270080669415","0.0963439539244735","0.144196207414356"
"konfessionslos","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","132","0.724571728874537","0.659847408843286","0.789296048905789"
"konfessionslos","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","803","0.123217274139372","0.115514697600419","0.130919850678325"
"konfessionslos","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","924","0.619986389225748","0.594976919755878","0.644995858695617"
"konfessionslos","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","787","0.215539317303958","0.202411761758782","0.228666872849134"
"konfessionslos","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1505","0.781520678269378","0.763383867566223","0.799657488972534"
"konfessionslos","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","413","0.201626426698099","0.184317503623591","0.218935349772608"
"konfessionslos","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","248","0.677020440647573","0.629565428978688","0.724475452316458"
"konfessionslos","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","796","0.252508034297717","0.237114858018625","0.26790121057681"
"konfessionslos","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","960","0.737943107165658","0.714001416008461","0.761884798322856"
"andere","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","143","0.235884213466546","0.204655942350251","0.267112484582841"
"andere","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","685","0.0704988788906414","0.0644999972138377","0.076497760567445"
"andere","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","147","0.030301574940163","0.024829072444358","0.035774077435968"
"andere","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","197","0.0830403094574711","0.0711357632166003","0.0949448556983419"
"andere","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","144","0.0633171661774184","0.0546884855846374","0.0719458467701993"
"andere","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","147","0.26772844164208","0.227088880643264","0.308368002640896"
"katholisch","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2522","0.405865050807625","0.393545077019319","0.41818502459593"
"katholisch","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","67","0.0528085981932609","0.0405611751480552","0.0650560212384666"
"katholisch","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","1242","0.327003493452774","0.31163434367646","0.342372643229087"
"katholisch","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","69","0.0302537000324947","0.022406027725564","0.0381013723394254"
"katholisch","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","687","0.359202685246731","0.338065102398744","0.380340268094719"
"katholisch","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","1033","0.336803219697917","0.320141957062964","0.35346448233287"
"katholisch","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","71","0.0489978794381921","0.0372591011389517","0.0607366577374325"
"evangelisch","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","162","0.355120315951408","0.311197236941105","0.399043394961711"
"evangelisch","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2312","0.382329148635885","0.370137184839395","0.394521112432375"
"evangelisch","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","408","0.31658140513576","0.291109605907267","0.342053204364253"
"evangelisch","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","1422","0.386291062225979","0.370339405477067","0.402242718974892"
"evangelisch","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","404","0.202091003756111","0.183692914668372","0.22048909284385"
