"religion","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"konfessionslos","2002","Bayern","indirekter Migrationshintergrund","","","",""
"konfessionslos","2002","Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","2002","Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","2002","Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2002","Berlin","kein Migrationshintergrund","","","",""
"konfessionslos","2002","Berlin","direkter Migrationshintergrund","","","",""
"konfessionslos","2002","Berlin","indirekter Migrationshintergrund","","","",""
"konfessionslos","2002","Brandenburg","kein Migrationshintergrund","","","",""
"konfessionslos","2002","Brandenburg","direkter Migrationshintergrund","","","",""
"konfessionslos","2002","Brandenburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2002","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"konfessionslos","2002","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"konfessionslos","2002","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"konfessionslos","2002","Sachsen","kein Migrationshintergrund","","","",""
"konfessionslos","2002","Sachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","2002","Sachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2002","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"konfessionslos","2002","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"konfessionslos","2002","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"konfessionslos","2002","Thueringen","kein Migrationshintergrund","","","",""
"konfessionslos","2002","Thueringen","direkter Migrationshintergrund","","","",""
"konfessionslos","2002","Thueringen","indirekter Migrationshintergrund","","","",""
"andere","2002","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"andere","2002","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"andere","2002","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"andere","2002","Hamburg","kein Migrationshintergrund","","","",""
"andere","2002","Hamburg","direkter Migrationshintergrund","","","",""
"andere","2002","Hamburg","indirekter Migrationshintergrund","","","",""
"andere","2002","Niedersachsen","kein Migrationshintergrund","","","",""
"andere","2002","Niedersachsen","direkter Migrationshintergrund","","","",""
"andere","2002","Niedersachsen","indirekter Migrationshintergrund","","","",""
"andere","2002","Bremen","kein Migrationshintergrund","","","",""
"andere","2002","Bremen","direkter Migrationshintergrund","","","",""
"andere","2002","Bremen","indirekter Migrationshintergrund","","","",""
"andere","2002","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"andere","2002","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"andere","2002","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"andere","2002","Hessen","kein Migrationshintergrund","","","",""
"andere","2002","Hessen","direkter Migrationshintergrund","","","",""
"andere","2002","Hessen","indirekter Migrationshintergrund","","","",""
"andere","2002","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"andere","2002","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"andere","2002","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"andere","2002","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"andere","2002","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"andere","2002","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"andere","2002","Bayern","kein Migrationshintergrund","","","",""
"andere","2002","Bayern","direkter Migrationshintergrund","","","",""
"andere","2002","Bayern","indirekter Migrationshintergrund","","","",""
"andere","2002","Saarland","kein Migrationshintergrund","","","",""
"andere","2002","Saarland","direkter Migrationshintergrund","","","",""
"andere","2002","Saarland","indirekter Migrationshintergrund","","","",""
"andere","2002","Berlin","kein Migrationshintergrund","","","",""
"andere","2002","Berlin","direkter Migrationshintergrund","","","",""
"andere","2002","Berlin","indirekter Migrationshintergrund","","","",""
"andere","2002","Brandenburg","kein Migrationshintergrund","","","",""
"andere","2002","Brandenburg","direkter Migrationshintergrund","","","",""
"andere","2002","Brandenburg","indirekter Migrationshintergrund","","","",""
"andere","2002","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"andere","2002","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"andere","2002","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"andere","2002","Sachsen","kein Migrationshintergrund","","","",""
"andere","2002","Sachsen","direkter Migrationshintergrund","","","",""
"andere","2002","Sachsen","indirekter Migrationshintergrund","","","",""
"andere","2002","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"andere","2002","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"andere","2002","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"andere","2002","Thueringen","kein Migrationshintergrund","","","",""
"andere","2002","Thueringen","direkter Migrationshintergrund","","","",""
"andere","2002","Thueringen","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"katholisch","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"katholisch","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Hamburg","kein Migrationshintergrund","","","",""
"katholisch","2003","Hamburg","direkter Migrationshintergrund","","","",""
"katholisch","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Niedersachsen","kein Migrationshintergrund","260","0.178140464101596","0.159711623494723","0.19656930470847"
"katholisch","2003","Niedersachsen","direkter Migrationshintergrund","53","0.255448861869248","0.195894478431684","0.315003245306811"
"katholisch","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Bremen","kein Migrationshintergrund","","","",""
"katholisch","2003","Bremen","direkter Migrationshintergrund","","","",""
"katholisch","2003","Bremen","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Nordrhein-Westfalen","kein Migrationshintergrund","1647","0.455960677640939","0.43994276274029","0.471978592541589"
"katholisch","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","246","0.340850491404701","0.305960657499009","0.375740325310393"
"katholisch","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","74","0.315501792465881","0.25464470624283","0.376358878688931"
"katholisch","2003","Hessen","kein Migrationshintergrund","243","0.234257714224403","0.209947595398528","0.258567833050278"
"katholisch","2003","Hessen","direkter Migrationshintergrund","89","0.344628821331471","0.285717664194374","0.403539978468568"
"katholisch","2003","Hessen","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","440","0.506670086707222","0.473314080154004","0.540026093260439"
"katholisch","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","62","0.296535282349898","0.22368705900268","0.369383505697116"
"katholisch","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Baden-Wuerttemberg","kein Migrationshintergrund","710","0.371544232700097","0.349867803228089","0.393220662172104"
"katholisch","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","225","0.41505040059854","0.375392439085423","0.454708362111658"
"katholisch","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","84","0.439004690801067","0.369705338865621","0.508304042736513"
"katholisch","2003","Bayern","kein Migrationshintergrund","1604","0.629989006085175","0.611462869956252","0.648515142214098"
"katholisch","2003","Bayern","direkter Migrationshintergrund","160","0.418660903023148","0.369947782740354","0.467374023305942"
"katholisch","2003","Bayern","indirekter Migrationshintergrund","65","0.576100817417891","0.489121141792554","0.663080493043229"
"katholisch","2003","Saarland","kein Migrationshintergrund","184","0.758453244467836","0.70560715793506","0.811299331000612"
"katholisch","2003","Saarland","direkter Migrationshintergrund","30","0.60178769353171","0.453739730741151","0.749835656322269"
"katholisch","2003","Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Berlin","kein Migrationshintergrund","44","0.0568125710566234","0.0399275846253143","0.0736975574879325"
"katholisch","2003","Berlin","direkter Migrationshintergrund","","","",""
"katholisch","2003","Berlin","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Brandenburg","kein Migrationshintergrund","","","",""
"katholisch","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"katholisch","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"katholisch","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"katholisch","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Sachsen","kein Migrationshintergrund","49","0.0350638602329465","0.0259854167598117","0.0441423037060812"
"katholisch","2003","Sachsen","direkter Migrationshintergrund","","","",""
"katholisch","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Sachsen-Anhalt","kein Migrationshintergrund","35","0.0239092673881528","0.0139618069321891","0.0338567278441164"
"katholisch","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"katholisch","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"katholisch","2003","Thueringen","kein Migrationshintergrund","92","0.0942706850287294","0.0754907467577887","0.11305062329967"
"katholisch","2003","Thueringen","direkter Migrationshintergrund","","","",""
"katholisch","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Schleswig-Holstein","kein Migrationshintergrund","418","0.704308784861821","0.667609666407821","0.741007903315822"
"evangelisch","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Hamburg","kein Migrationshintergrund","143","0.558855137890933","0.499186309639564","0.618523966142302"
"evangelisch","2003","Hamburg","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Niedersachsen","kein Migrationshintergrund","1032","0.62898274372016","0.605716067574668","0.652249419865652"
"evangelisch","2003","Niedersachsen","direkter Migrationshintergrund","41","0.169899414978637","0.118616136358089","0.221182693599186"
"evangelisch","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Bremen","kein Migrationshintergrund","78","0.59504740713717","0.515422390017285","0.674672424257055"
"evangelisch","2003","Bremen","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Bremen","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Nordrhein-Westfalen","kein Migrationshintergrund","1379","0.353295619066437","0.337922953864639","0.368668284268234"
"evangelisch","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","124","0.212236158825348","0.182138502199093","0.242333815451602"
"evangelisch","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","35","0.237430802049553","0.181708090564696","0.29315351353441"
"evangelisch","2003","Hessen","kein Migrationshintergrund","680","0.594413995245188","0.56623115172909","0.622596838761287"
"evangelisch","2003","Hessen","direkter Migrationshintergrund","35","0.150161921157649","0.105880037352062","0.194443804963235"
"evangelisch","2003","Hessen","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","310","0.356876801749624","0.324913698332315","0.388839905166934"
"evangelisch","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","35","0.230798847874121","0.163594650495438","0.298003045252803"
"evangelisch","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Baden-Wuerttemberg","kein Migrationshintergrund","848","0.461547906227924","0.43918506118754","0.483910751268308"
"evangelisch","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","84","0.197605639039769","0.165556649217246","0.229654628862292"
"evangelisch","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Bayern","kein Migrationshintergrund","575","0.218756574024326","0.202893593318312","0.23461955473034"
"evangelisch","2003","Bayern","direkter Migrationshintergrund","53","0.144467160637732","0.109753301971281","0.179181019304183"
"evangelisch","2003","Bayern","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Saarland","kein Migrationshintergrund","50","0.157837022901348","0.11282274025249","0.202851305550206"
"evangelisch","2003","Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Berlin","kein Migrationshintergrund","193","0.279884461582012","0.247137577881365","0.312631345282658"
"evangelisch","2003","Berlin","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Berlin","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Brandenburg","kein Migrationshintergrund","195","0.219204563437046","0.192629966923304","0.245779159950788"
"evangelisch","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","100","0.224445400243676","0.188128760737933","0.260762039749419"
"evangelisch","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Sachsen","kein Migrationshintergrund","452","0.281746223914643","0.259543806905483","0.303948640923804"
"evangelisch","2003","Sachsen","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Sachsen-Anhalt","kein Migrationshintergrund","163","0.174231161565896","0.149532344514803","0.19892997861699"
"evangelisch","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"evangelisch","2003","Thueringen","kein Migrationshintergrund","259","0.270261502899474","0.241719638437643","0.298803367361306"
"evangelisch","2003","Thueringen","direkter Migrationshintergrund","","","",""
"evangelisch","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Hamburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Hamburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Niedersachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Niedersachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Bremen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Bremen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Bremen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Hessen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Hessen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Hessen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Bayern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Bayern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Bayern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Berlin","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Berlin","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Berlin","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Brandenburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Sachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Sachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Thueringen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Thueringen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Schleswig-Holstein","kein Migrationshintergrund","147","0.24292702078449","0.208439525542111","0.27741451602687"
"konfessionslos","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Hamburg","kein Migrationshintergrund","98","0.348917052409131","0.291639225768393","0.406194879049869"
"konfessionslos","2003","Hamburg","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Niedersachsen","kein Migrationshintergrund","347","0.183509698439049","0.164866391455206","0.202153005422892"
"konfessionslos","2003","Niedersachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Bremen","kein Migrationshintergrund","51","0.261444318044204","0.190166747459815","0.332721888628594"
"konfessionslos","2003","Bremen","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Bremen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Nordrhein-Westfalen","kein Migrationshintergrund","644","0.180019908549836","0.167663590917935","0.192376226181737"
"konfessionslos","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","71","0.111799963087239","0.0886045988334793","0.134995327340999"
"konfessionslos","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Hessen","kein Migrationshintergrund","229","0.158630511363339","0.137661132937818","0.179599889788861"
"konfessionslos","2003","Hessen","direkter Migrationshintergrund","41","0.131272210249396","0.0894115241022659","0.173132896396525"
"konfessionslos","2003","Hessen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","110","0.131882997276218","0.109308076823902","0.154457917728534"
"konfessionslos","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Baden-Wuerttemberg","kein Migrationshintergrund","297","0.146759797558199","0.13088587219932","0.162633722917078"
"konfessionslos","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","45","0.102133290958217","0.0777602150010876","0.126506366915347"
"konfessionslos","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Bayern","kein Migrationshintergrund","401","0.137138214115713","0.123938609755796","0.15033781847563"
"konfessionslos","2003","Bayern","direkter Migrationshintergrund","65","0.18181444414372","0.143730661704913","0.219898226582527"
"konfessionslos","2003","Bayern","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","2003","Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Berlin","kein Migrationshintergrund","474","0.643518528671815","0.608582100540833","0.678454956802797"
"konfessionslos","2003","Berlin","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Berlin","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Brandenburg","kein Migrationshintergrund","696","0.745634817772704","0.717660134871339","0.773609500674069"
"konfessionslos","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","395","0.747138850506499","0.709304539872576","0.784973161140421"
"konfessionslos","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Sachsen","kein Migrationshintergrund","1065","0.672766382703766","0.649608793693376","0.695923971714155"
"konfessionslos","2003","Sachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Sachsen-Anhalt","kein Migrationshintergrund","707","0.801357125454806","0.775377460898756","0.827336790010855"
"konfessionslos","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","Thueringen","kein Migrationshintergrund","577","0.635235643185411","0.604298497450477","0.666172788920344"
"konfessionslos","2003","Thueringen","direkter Migrationshintergrund","","","",""
"konfessionslos","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"andere","2003","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"andere","2003","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"andere","2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"andere","2003","Hamburg","kein Migrationshintergrund","","","",""
"andere","2003","Hamburg","direkter Migrationshintergrund","","","",""
"andere","2003","Hamburg","indirekter Migrationshintergrund","","","",""
"andere","2003","Niedersachsen","kein Migrationshintergrund","","","",""
"andere","2003","Niedersachsen","direkter Migrationshintergrund","85","0.371746306456596","0.305752172009509","0.437740440903684"
"andere","2003","Niedersachsen","indirekter Migrationshintergrund","","","",""
"andere","2003","Bremen","kein Migrationshintergrund","","","",""
"andere","2003","Bremen","direkter Migrationshintergrund","","","",""
"andere","2003","Bremen","indirekter Migrationshintergrund","","","",""
"andere","2003","Nordrhein-Westfalen","kein Migrationshintergrund","44","0.0107237947427881","0.00741126207924953","0.0140363274063267"
"andere","2003","Nordrhein-Westfalen","direkter Migrationshintergrund","268","0.335113386682713","0.300368199446463","0.369858573918962"
"andere","2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","93","0.357127452402073","0.294379704937873","0.419875199866273"
"andere","2003","Hessen","kein Migrationshintergrund","","","",""
"andere","2003","Hessen","direkter Migrationshintergrund","85","0.373937047261485","0.31395982663687","0.4339142678861"
"andere","2003","Hessen","indirekter Migrationshintergrund","","","",""
"andere","2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"andere","2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","43","0.321766002140373","0.247255159887368","0.396276844393378"
"andere","2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"andere","2003","Baden-Wuerttemberg","kein Migrationshintergrund","54","0.02014806351378","0.0138451403904914","0.0264509866370686"
"andere","2003","Baden-Wuerttemberg","direkter Migrationshintergrund","239","0.285210669403474","0.248870022080718","0.32155131672623"
"andere","2003","Baden-Wuerttemberg","indirekter Migrationshintergrund","72","0.276311345086505","0.213867416465061","0.338755273707949"
"andere","2003","Bayern","kein Migrationshintergrund","","","",""
"andere","2003","Bayern","direkter Migrationshintergrund","116","0.2550574921954","0.21201668564668","0.29809829874412"
"andere","2003","Bayern","indirekter Migrationshintergrund","34","0.221281891104556","0.148218416323802","0.29434536588531"
"andere","2003","Saarland","kein Migrationshintergrund","","","",""
"andere","2003","Saarland","direkter Migrationshintergrund","","","",""
"andere","2003","Saarland","indirekter Migrationshintergrund","","","",""
"andere","2003","Berlin","kein Migrationshintergrund","","","",""
"andere","2003","Berlin","direkter Migrationshintergrund","","","",""
"andere","2003","Berlin","indirekter Migrationshintergrund","","","",""
"andere","2003","Brandenburg","kein Migrationshintergrund","","","",""
"andere","2003","Brandenburg","direkter Migrationshintergrund","","","",""
"andere","2003","Brandenburg","indirekter Migrationshintergrund","","","",""
"andere","2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"andere","2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"andere","2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"andere","2003","Sachsen","kein Migrationshintergrund","","","",""
"andere","2003","Sachsen","direkter Migrationshintergrund","","","",""
"andere","2003","Sachsen","indirekter Migrationshintergrund","","","",""
"andere","2003","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"andere","2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"andere","2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"andere","2003","Thueringen","kein Migrationshintergrund","","","",""
"andere","2003","Thueringen","direkter Migrationshintergrund","","","",""
"andere","2003","Thueringen","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"katholisch","2004","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"katholisch","2004","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Hamburg","kein Migrationshintergrund","","","",""
"katholisch","2004","Hamburg","direkter Migrationshintergrund","","","",""
"katholisch","2004","Hamburg","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Niedersachsen","kein Migrationshintergrund","","","",""
"katholisch","2004","Niedersachsen","direkter Migrationshintergrund","","","",""
"katholisch","2004","Niedersachsen","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Bremen","kein Migrationshintergrund","","","",""
"katholisch","2004","Bremen","direkter Migrationshintergrund","","","",""
"katholisch","2004","Bremen","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"katholisch","2004","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"katholisch","2004","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Hessen","kein Migrationshintergrund","","","",""
"katholisch","2004","Hessen","direkter Migrationshintergrund","","","",""
"katholisch","2004","Hessen","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"katholisch","2004","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"katholisch","2004","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
