"religion","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"andere","2013","kein Migrationshintergrund","maennlich","","","",""
"andere","2013","kein Migrationshintergrund","weiblich","","","",""
"andere","2013","direkter Migrationshintergrund","maennlich","312","0.143752106599918","0.127069716654812","0.160434496545025"
"andere","2013","direkter Migrationshintergrund","weiblich","419","0.168844924012716","0.15239406958963","0.185295778435803"
"andere","2013","indirekter Migrationshintergrund","maennlich","60","0.0729351050421243","0.0496486323634995","0.0962215777207492"
"andere","2013","indirekter Migrationshintergrund","weiblich","68","0.0857574753545594","0.0598867540964316","0.111628196612687"
"katholisch","2014","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2014","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2014","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2014","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2014","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2014","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2014","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2014","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2014","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2014","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2014","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2014","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2014","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2014","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2014","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2014","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2014","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2014","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2014","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2014","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2014","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2014","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2014","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2014","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2014","kein Migrationshintergrund","maennlich","","","",""
"andere","2014","kein Migrationshintergrund","weiblich","","","",""
"andere","2014","direkter Migrationshintergrund","maennlich","","","",""
"andere","2014","direkter Migrationshintergrund","weiblich","","","",""
"andere","2014","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2014","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2015","kein Migrationshintergrund","maennlich","2459","0.280074964789618","0.2707112068842","0.289438722695036"
"katholisch","2015","kein Migrationshintergrund","weiblich","2965","0.292622691632951","0.283872362212568","0.301373021053333"
"katholisch","2015","direkter Migrationshintergrund","maennlich","704","0.29219609278862","0.275067667369106","0.309324518208133"
"katholisch","2015","direkter Migrationshintergrund","weiblich","883","0.323520832369268","0.307294253281407","0.33974741145713"
"katholisch","2015","indirekter Migrationshintergrund","maennlich","210","0.264477367774272","0.233304468346926","0.295650267201618"
"katholisch","2015","indirekter Migrationshintergrund","weiblich","258","0.312833383157151","0.28269265628158","0.342974110032722"
"evangelisch","2015","kein Migrationshintergrund","maennlich","2866","0.324651543166416","0.314887221336045","0.334415864996787"
"evangelisch","2015","kein Migrationshintergrund","weiblich","3791","0.373477150331416","0.364173672735948","0.382780627926884"
"evangelisch","2015","direkter Migrationshintergrund","maennlich","342","0.132975866080599","0.120187184682747","0.145764547478452"
"evangelisch","2015","direkter Migrationshintergrund","weiblich","496","0.178490356471942","0.165208391114979","0.191772321828904"
"evangelisch","2015","indirekter Migrationshintergrund","maennlich","109","0.172638895056846","0.145927178653207","0.199350611460486"
"evangelisch","2015","indirekter Migrationshintergrund","weiblich","153","0.196370036281255","0.1705455423157","0.222194530246809"
"islamische Religionsgemeinschaft","2015","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2015","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2015","direkter Migrationshintergrund","maennlich","530","0.206433418284683","0.191189189838155","0.221677646731212"
"islamische Religionsgemeinschaft","2015","direkter Migrationshintergrund","weiblich","506","0.161880818520968","0.149104691596006","0.17465694544593"
"islamische Religionsgemeinschaft","2015","indirekter Migrationshintergrund","maennlich","174","0.238758424022713","0.208626593036067","0.268890255009358"
"islamische Religionsgemeinschaft","2015","indirekter Migrationshintergrund","weiblich","208","0.202727002103255","0.176591823261964","0.228862180944546"
"konfessionslos","2015","kein Migrationshintergrund","maennlich","3382","0.381175141859068","0.371047331648124","0.391302952070013"
"konfessionslos","2015","kein Migrationshintergrund","weiblich","3453","0.316977733595257","0.308028689470865","0.325926777719649"
"konfessionslos","2015","direkter Migrationshintergrund","maennlich","676","0.26146997789095","0.244919186934472","0.278020768847428"
"konfessionslos","2015","direkter Migrationshintergrund","weiblich","688","0.200177548399685","0.186298710280002","0.214056386519369"
"konfessionslos","2015","indirekter Migrationshintergrund","maennlich","193","0.252441185057612","0.221737697455102","0.283144672660122"
"konfessionslos","2015","indirekter Migrationshintergrund","weiblich","186","0.231644450839674","0.204218719590661","0.259070182088686"
"andere","2015","kein Migrationshintergrund","maennlich","122","0.0134065348976952","0.0110082720355759","0.0158047977598145"
"andere","2015","kein Migrationshintergrund","weiblich","163","0.0156512835676181","0.0132640533109476","0.0180385138242887"
"andere","2015","direkter Migrationshintergrund","maennlich","456","0.106924644955148","0.0952858847114519","0.118563405198843"
"andere","2015","direkter Migrationshintergrund","weiblich","620","0.135930444238137","0.12404319546223","0.147817693014044"
"andere","2015","indirekter Migrationshintergrund","maennlich","83","0.0716841280885571","0.0534517082563684","0.0899165479207457"
"andere","2015","indirekter Migrationshintergrund","weiblich","104","0.0564251276186655","0.0414251501082094","0.0714251051291215"
"katholisch","2016","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2016","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2016","direkter Migrationshintergrund","maennlich","90","0.073693685587613","0.0639250889396855","0.0834622822355404"
"katholisch","2016","direkter Migrationshintergrund","weiblich","75","0.178624192122768","0.160426789435527","0.196821594810009"
"katholisch","2016","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2016","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2016","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2016","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2016","direkter Migrationshintergrund","maennlich","65","0.0395793847996618","0.0322897632265849","0.0468690063727387"
"evangelisch","2016","direkter Migrationshintergrund","weiblich","54","0.052989436913247","0.0423470173348268","0.0636318564916672"
"evangelisch","2016","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2016","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2016","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2016","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2016","direkter Migrationshintergrund","maennlich","1960","0.626712981227892","0.608628938864486","0.644797023591299"
"islamische Religionsgemeinschaft","2016","direkter Migrationshintergrund","weiblich","1140","0.42304080576866","0.399569784189","0.446511827348321"
"islamische Religionsgemeinschaft","2016","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2016","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2016","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2016","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2016","direkter Migrationshintergrund","maennlich","199","0.103488766897751","0.0921003278770519","0.114877205918451"
"konfessionslos","2016","direkter Migrationshintergrund","weiblich","103","0.132213621925715","0.116121517995797","0.148305725855632"
"konfessionslos","2016","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2016","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2016","kein Migrationshintergrund","maennlich","","","",""
"andere","2016","kein Migrationshintergrund","weiblich","","","",""
"andere","2016","direkter Migrationshintergrund","maennlich","434","0.156525181487081","0.142939923331212","0.170110439642951"
"andere","2016","direkter Migrationshintergrund","weiblich","330","0.21313194326961","0.193676391902466","0.232587494636754"
"andere","2016","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2016","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2017","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2017","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2017","direkter Migrationshintergrund","maennlich","36","0.100962088621257","0.0865597704703682","0.115364406772146"
"katholisch","2017","direkter Migrationshintergrund","weiblich","37","0.210894043343384","0.188537089185105","0.233250997501662"
"katholisch","2017","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2017","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2017","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2017","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2017","direkter Migrationshintergrund","maennlich","56","0.0641621216253946","0.0524481571639539","0.0758760860868352"
"evangelisch","2017","direkter Migrationshintergrund","weiblich","37","0.0532839335166993","0.0409749885092147","0.065592878524184"
"evangelisch","2017","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2017","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2017","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2017","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2017","direkter Migrationshintergrund","maennlich","1242","0.622825398717395","0.599655794693736","0.645995002741055"
"islamische Religionsgemeinschaft","2017","direkter Migrationshintergrund","weiblich","932","0.465045948808363","0.437710954243424","0.492380943373301"
"islamische Religionsgemeinschaft","2017","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2017","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2017","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2017","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2017","direkter Migrationshintergrund","maennlich","102","0.0857193325080583","0.0723366432799558","0.0991020217361607"
"konfessionslos","2017","direkter Migrationshintergrund","weiblich","60","0.100218146133389","0.0837609965582107","0.116675295708567"
"konfessionslos","2017","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2017","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2017","kein Migrationshintergrund","maennlich","","","",""
"andere","2017","kein Migrationshintergrund","weiblich","","","",""
"andere","2017","direkter Migrationshintergrund","maennlich","245","0.126331058527894","0.110449513496231","0.142212603559558"
"andere","2017","direkter Migrationshintergrund","weiblich","213","0.170557928198166","0.149944899642693","0.191170956753638"
"andere","2017","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2017","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2018","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2018","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2018","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2018","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2018","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2018","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2018","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2018","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2018","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2018","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2018","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2018","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2018","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2018","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2018","direkter Migrationshintergrund","maennlich","146","0.38857721581699","0.323724569923953","0.453429861710028"
"islamische Religionsgemeinschaft","2018","direkter Migrationshintergrund","weiblich","178","0.663616153206145","0.604211427495922","0.723020878916369"
"islamische Religionsgemeinschaft","2018","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2018","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2018","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2018","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2018","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2018","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2018","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2018","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2018","kein Migrationshintergrund","maennlich","","","",""
"andere","2018","kein Migrationshintergrund","weiblich","","","",""
"andere","2018","direkter Migrationshintergrund","maennlich","47","0.21053572510209","0.156292267424328","0.264779182779853"
"andere","2018","direkter Migrationshintergrund","weiblich","44","0.0813772656042705","0.0470004934830209","0.11575403772552"
"andere","2018","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2018","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2019","kein Migrationshintergrund","maennlich","2450","0.256993846803391","0.248324168162252","0.26566352544453"
"katholisch","2019","kein Migrationshintergrund","weiblich","2786","0.277787628356116","0.269202763776787","0.286372492935445"
"katholisch","2019","direkter Migrationshintergrund","maennlich","436","0.236628729472385","0.223431278183723","0.249826180761048"
"katholisch","2019","direkter Migrationshintergrund","weiblich","556","0.280449576142943","0.265771284171111","0.295127868114774"
"katholisch","2019","indirekter Migrationshintergrund","maennlich","198","0.280365224576982","0.249023150511243","0.31170729864272"
"katholisch","2019","indirekter Migrationshintergrund","weiblich","216","0.239652932254504","0.211748990518275","0.267556873990733"
"evangelisch","2019","kein Migrationshintergrund","maennlich","2938","0.310240231288159","0.301062329211019","0.319418133365299"
"evangelisch","2019","kein Migrationshintergrund","weiblich","3587","0.357611787985146","0.34842530591996","0.366798270050331"
"evangelisch","2019","direkter Migrationshintergrund","maennlich","231","0.08189892361216","0.0733841565522743","0.0904136906720456"
"evangelisch","2019","direkter Migrationshintergrund","weiblich","360","0.145593458105366","0.134068994394653","0.157117921816079"
"evangelisch","2019","indirekter Migrationshintergrund","maennlich","121","0.144975526425616","0.120408861094494","0.169542191756738"
"evangelisch","2019","indirekter Migrationshintergrund","weiblich","181","0.191456668637433","0.165737605543506","0.21717573173136"
"islamische Religionsgemeinschaft","2019","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2019","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2019","direkter Migrationshintergrund","maennlich","2066","0.256645875680129","0.243082947920549","0.270208803439708"
"islamische Religionsgemeinschaft","2019","direkter Migrationshintergrund","weiblich","1434","0.186555099967335","0.173826367901007","0.199283832033663"
"islamische Religionsgemeinschaft","2019","indirekter Migrationshintergrund","maennlich","142","0.237481942953847","0.207789225039954","0.26717466086774"
"islamische Religionsgemeinschaft","2019","indirekter Migrationshintergrund","weiblich","164","0.217154847096995","0.190202850542983","0.244106843651007"
"konfessionslos","2019","kein Migrationshintergrund","maennlich","4229","0.417177106377289","0.40739406327121","0.426960149483369"
"konfessionslos","2019","kein Migrationshintergrund","weiblich","3899","0.346701889388629","0.337580135672073","0.355823643105186"
"konfessionslos","2019","direkter Migrationshintergrund","maennlich","651","0.287645986529634","0.273589864357353","0.301702108701914"
"konfessionslos","2019","direkter Migrationshintergrund","weiblich","596","0.229706743857467","0.215962133515227","0.243451354199707"
"konfessionslos","2019","indirekter Migrationshintergrund","maennlich","279","0.294731189705","0.26291853021049","0.32654384919951"
"konfessionslos","2019","indirekter Migrationshintergrund","weiblich","273","0.291970396081681","0.262249399826549","0.321691392336813"
"andere","2019","kein Migrationshintergrund","maennlich","136","0.0153588647591046","0.0129190099798192","0.0177987195383901"
"andere","2019","kein Migrationshintergrund","weiblich","168","0.0160958019379346","0.013683802215602","0.0185078016602672"
"andere","2019","direkter Migrationshintergrund","maennlich","600","0.137180484705692","0.126497451645569","0.147863517765816"
"andere","2019","direkter Migrationshintergrund","weiblich","652","0.15769512192689","0.145786505717109","0.16960373813667"
"andere","2019","indirekter Migrationshintergrund","maennlich","49","0.0424461163385552","0.028378834765132","0.0565133979119783"
"andere","2019","indirekter Migrationshintergrund","weiblich","65","0.0597651559293867","0.0442694828795775","0.075260828979196"
