year,age_gr,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,Lower Secondary Level,No,0.86236,588,688,0.83660,0.88812
2003,46-65 y.,Upper Secondary Level,Yes,0.12368,470,3872,0.11331,0.13405
2003,46-65 y.,Upper Secondary Level,No,0.87632,3402,3872,0.86595,0.88669
2003,46-65 y.,Post-secondary Non-tertiary Level,No,0.87439,207,207,0.82913,0.91964
2003,46-65 y.,First Stage of Tertiary Education,Yes,0.12654,82,645,0.10086,0.15222
2003,46-65 y.,First Stage of Tertiary Education,No,0.87346,563,645,0.84778,0.89914
2003,46-65 y.,Second Stage of Tertiary Education,Yes,0.11902,221,1997,0.10482,0.13323
2003,46-65 y.,Second Stage of Tertiary Education,No,0.88098,1776,1997,0.86677,0.89518
2003,66 and older,Primary Level,No,0.73186,45,45,0.60096,0.86275
2003,66 and older,Lower Secondary Level,Yes,0.18467,146,783,0.15747,0.21187
2003,66 and older,Lower Secondary Level,No,0.81533,637,783,0.78813,0.84253
2003,66 and older,Upper Secondary Level,Yes,0.19495,355,1881,0.17704,0.21285
2003,66 and older,Upper Secondary Level,No,0.80505,1526,1881,0.78715,0.82296
2003,66 and older,Post-secondary Non-tertiary Level,No,0.78660,77,77,0.69449,0.87872
2003,66 and older,First Stage of Tertiary Education,Yes,0.20191,49,247,0.15175,0.25208
2003,66 and older,First Stage of Tertiary Education,No,0.79809,198,247,0.74792,0.84825
2003,66 and older,Second Stage of Tertiary Education,Yes,0.16588,102,570,0.13531,0.19644
2003,66 and older,Second Stage of Tertiary Education,No,0.83412,468,570,0.80356,0.86469
2004,17-29 y.,No answer / don't know,No,0.94833,216,216,0.91874,0.97792
2004,17-29 y.,Pre-primary Level,Yes,0.05762,34,636,0.03949,0.07574
2004,17-29 y.,Pre-primary Level,No,0.94238,602,636,0.92426,0.96051
2004,17-29 y.,Primary Level,No,0.91800,34,34,0.82438,1.01161
2004,17-29 y.,Lower Secondary Level,Yes,0.06512,61,767,0.04765,0.08260
2004,17-29 y.,Lower Secondary Level,No,0.93488,706,767,0.91740,0.95235
2004,17-29 y.,Upper Secondary Level,Yes,0.07790,142,1695,0.06514,0.09067
2004,17-29 y.,Upper Secondary Level,No,0.92210,1553,1695,0.90933,0.93486
2004,17-29 y.,Post-secondary Non-tertiary Level,No,0.93704,258,258,0.90734,0.96674
2004,17-29 y.,First Stage of Tertiary Education,No,0.84099,79,79,0.75983,0.92214
2004,17-29 y.,Second Stage of Tertiary Education,No,0.95577,190,190,0.92646,0.98508
2004,30-45 y.,Primary Level,No,0.85098,64,64,0.76304,0.93892
2004,30-45 y.,Lower Secondary Level,Yes,0.08692,43,419,0.05991,0.11392
2004,30-45 y.,Lower Secondary Level,No,0.91308,376,419,0.88608,0.94009
2004,30-45 y.,Upper Secondary Level,Yes,0.10201,334,3342,0.09175,0.11227
2004,30-45 y.,Upper Secondary Level,No,0.89799,3008,3342,0.88773,0.90825
2004,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.06419,39,522,0.04315,0.08524
2004,30-45 y.,Post-secondary Non-tertiary Level,No,0.93581,483,522,0.91476,0.95685
2004,30-45 y.,First Stage of Tertiary Education,Yes,0.10345,59,659,0.08018,0.12672
2004,30-45 y.,First Stage of Tertiary Education,No,0.89655,600,659,0.87328,0.91982
2004,30-45 y.,Second Stage of Tertiary Education,Yes,0.07918,134,1478,0.06541,0.09295
2004,30-45 y.,Second Stage of Tertiary Education,No,0.92082,1344,1478,0.90705,0.93459
2004,46-65 y.,Primary Level,No,0.92407,79,79,0.86528,0.98285
2004,46-65 y.,Lower Secondary Level,Yes,0.14569,92,615,0.11778,0.17359
2004,46-65 y.,Lower Secondary Level,No,0.85431,523,615,0.82641,0.88222
2004,46-65 y.,Upper Secondary Level,Yes,0.12974,463,3764,0.11900,0.14047
2004,46-65 y.,Upper Secondary Level,No,0.87026,3301,3764,0.85953,0.88100
2004,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.11314,35,256,0.07426,0.15202
2004,46-65 y.,Post-secondary Non-tertiary Level,No,0.88686,221,256,0.84798,0.92574
2004,46-65 y.,First Stage of Tertiary Education,Yes,0.12744,86,627,0.10132,0.15356
2004,46-65 y.,First Stage of Tertiary Education,No,0.87256,541,627,0.84644,0.89868
2004,46-65 y.,Second Stage of Tertiary Education,Yes,0.09997,199,1988,0.08678,0.11316
2004,46-65 y.,Second Stage of Tertiary Education,No,0.90003,1789,1988,0.88684,0.91322
2004,66 and older,Primary Level,No,0.77944,43,43,0.65405,0.90484
2004,66 and older,Lower Secondary Level,Yes,0.22284,159,766,0.19335,0.25233
2004,66 and older,Lower Secondary Level,No,0.77716,607,766,0.74767,0.80665
2004,66 and older,Upper Secondary Level,Yes,0.20567,391,1954,0.18775,0.22360
2004,66 and older,Upper Secondary Level,No,0.79433,1563,1954,0.77640,0.81225
2004,66 and older,Post-secondary Non-tertiary Level,No,0.77056,77,77,0.67603,0.86509
2004,66 and older,First Stage of Tertiary Education,Yes,0.27041,60,254,0.21568,0.32515
2004,66 and older,First Stage of Tertiary Education,No,0.72959,194,254,0.67485,0.78432
2004,66 and older,Second Stage of Tertiary Education,Yes,0.24466,129,621,0.21082,0.27850
2004,66 and older,Second Stage of Tertiary Education,No,0.75534,492,621,0.72150,0.78918
2005,17-29 y.,No answer / don't know,No,0.95850,261,261,0.93426,0.98275
2005,17-29 y.,Pre-primary Level,No,0.94624,623,623,0.92851,0.96396
2005,17-29 y.,Primary Level,No,0.97355,42,42,0.92442,1.02267
2005,17-29 y.,Lower Secondary Level,Yes,0.09125,53,699,0.06989,0.11262
2005,17-29 y.,Lower Secondary Level,No,0.90875,646,699,0.88738,0.93011
2005,17-29 y.,Upper Secondary Level,Yes,0.07746,121,1591,0.06432,0.09060
2005,17-29 y.,Upper Secondary Level,No,0.92254,1470,1591,0.90940,0.93568
2005,17-29 y.,Post-secondary Non-tertiary Level,No,0.93408,254,254,0.90350,0.96466
2005,17-29 y.,First Stage of Tertiary Education,No,0.83548,61,61,0.74166,0.92929
2005,17-29 y.,Second Stage of Tertiary Education,No,0.96977,194,194,0.94562,0.99393
2005,30-45 y.,Primary Level,No,0.93325,64,64,0.87162,0.99488
2005,30-45 y.,Lower Secondary Level,Yes,0.12227,44,407,0.09041,0.15414
2005,30-45 y.,Lower Secondary Level,No,0.87773,363,407,0.84586,0.90959
2005,30-45 y.,Upper Secondary Level,Yes,0.09501,281,3081,0.08466,0.10537
2005,30-45 y.,Upper Secondary Level,No,0.90499,2800,3081,0.89463,0.91534
2005,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.08297,36,498,0.05872,0.10722
2005,30-45 y.,Post-secondary Non-tertiary Level,No,0.91703,462,498,0.89278,0.94128
2005,30-45 y.,First Stage of Tertiary Education,Yes,0.09764,56,620,0.07426,0.12103
2005,30-45 y.,First Stage of Tertiary Education,No,0.90236,564,620,0.87897,0.92574
2005,30-45 y.,Second Stage of Tertiary Education,Yes,0.08112,114,1379,0.06671,0.09554
2005,30-45 y.,Second Stage of Tertiary Education,No,0.91888,1265,1379,0.90446,0.93329
2005,46-65 y.,Primary Level,No,0.87740,70,70,0.80001,0.95479
2005,46-65 y.,Lower Secondary Level,Yes,0.11526,60,545,0.08843,0.14210
2005,46-65 y.,Lower Secondary Level,No,0.88474,485,545,0.85790,0.91157
2005,46-65 y.,Upper Secondary Level,Yes,0.11604,398,3580,0.10555,0.12654
2005,46-65 y.,Upper Secondary Level,No,0.88396,3182,3580,0.87346,0.89445
2005,46-65 y.,Post-secondary Non-tertiary Level,No,0.89930,224,224,0.85980,0.93879
2005,46-65 y.,First Stage of Tertiary Education,Yes,0.11941,73,615,0.09376,0.14506
2005,46-65 y.,First Stage of Tertiary Education,No,0.88059,542,615,0.85494,0.90624
2005,46-65 y.,Second Stage of Tertiary Education,Yes,0.10532,204,1908,0.09155,0.11910
2005,46-65 y.,Second Stage of Tertiary Education,No,0.89468,1704,1908,0.88090,0.90845
2005,66 and older,Primary Level,No,0.80400,38,38,0.67609,0.93191
2005,66 and older,Lower Secondary Level,Yes,0.20791,142,732,0.17849,0.23733
2005,66 and older,Lower Secondary Level,No,0.79209,590,732,0.76267,0.82151
2005,66 and older,Upper Secondary Level,Yes,0.18783,373,1959,0.17053,0.20513
2005,66 and older,Upper Secondary Level,No,0.81217,1586,1959,0.79487,0.82947
2005,66 and older,Post-secondary Non-tertiary Level,No,0.80267,79,79,0.71435,0.89100
2005,66 and older,First Stage of Tertiary Education,Yes,0.18565,48,249,0.13726,0.23405
2005,66 and older,First Stage of Tertiary Education,No,0.81435,201,249,0.76595,0.86274
2005,66 and older,Second Stage of Tertiary Education,Yes,0.18641,115,661,0.15670,0.21613
2005,66 and older,Second Stage of Tertiary Education,No,0.81359,546,661,0.78387,0.84330
2006,17-29 y.,No answer / don't know,No,0.93602,268,268,0.90666,0.96537
2006,17-29 y.,Pre-primary Level,No,0.95160,370,370,0.92970,0.97350
2006,17-29 y.,Primary Level,No,0.79918,42,42,0.67655,0.92181
2006,17-29 y.,Lower Secondary Level,Yes,0.07836,53,679,0.05814,0.09859
2006,17-29 y.,Lower Secondary Level,No,0.92164,626,679,0.90141,0.94186
2006,17-29 y.,Upper Secondary Level,Yes,0.08727,140,1668,0.07372,0.10082
2006,17-29 y.,Upper Secondary Level,No,0.91273,1528,1668,0.89918,0.92628
2006,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.10402,33,288,0.06870,0.13934
2006,17-29 y.,Post-secondary Non-tertiary Level,No,0.89598,255,288,0.86066,0.93130
2006,17-29 y.,First Stage of Tertiary Education,No,0.82668,58,58,0.72841,0.92494
2006,17-29 y.,Second Stage of Tertiary Education,No,0.95960,233,233,0.93426,0.98493
2006,30-45 y.,Primary Level,No,0.92773,55,55,0.85867,0.99680
2006,30-45 y.,Lower Secondary Level,Yes,0.11264,42,392,0.08130,0.14398
2006,30-45 y.,Lower Secondary Level,No,0.88736,350,392,0.85602,0.91870
2006,30-45 y.,Upper Secondary Level,Yes,0.08267,262,3182,0.07310,0.09224
2006,30-45 y.,Upper Secondary Level,No,0.91733,2920,3182,0.90776,0.92690
2006,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.07902,54,557,0.05660,0.10144
2006,30-45 y.,Post-secondary Non-tertiary Level,No,0.92098,503,557,0.89856,0.94340
2006,30-45 y.,First Stage of Tertiary Education,Yes,0.11396,52,627,0.08907,0.13886
2006,30-45 y.,First Stage of Tertiary Education,No,0.88604,575,627,0.86114,0.91093
2006,30-45 y.,Second Stage of Tertiary Education,Yes,0.05875,103,1443,0.04661,0.07089
2006,30-45 y.,Second Stage of Tertiary Education,No,0.94125,1340,1443,0.92911,0.95339
2006,46-65 y.,Primary Level,No,0.86867,66,66,0.78656,0.95078
2006,46-65 y.,Lower Secondary Level,Yes,0.12087,71,575,0.09421,0.14754
2006,46-65 y.,Lower Secondary Level,No,0.87913,504,575,0.85246,0.90579
2006,46-65 y.,Upper Secondary Level,Yes,0.12565,456,3909,0.11525,0.13604
2006,46-65 y.,Upper Secondary Level,No,0.87435,3453,3909,0.86396,0.88475
2006,46-65 y.,Post-secondary Non-tertiary Level,No,0.90759,234,234,0.87040,0.94478
2006,46-65 y.,First Stage of Tertiary Education,Yes,0.10369,68,644,0.08012,0.12725
2006,46-65 y.,First Stage of Tertiary Education,No,0.89631,576,644,0.87275,0.91988
2006,46-65 y.,Second Stage of Tertiary Education,Yes,0.09910,204,2084,0.08627,0.11194
2006,46-65 y.,Second Stage of Tertiary Education,No,0.90090,1880,2084,0.88806,0.91373
2006,66 and older,Primary Level,No,0.77144,46,46,0.64876,0.89413
2006,66 and older,Lower Secondary Level,Yes,0.23887,186,829,0.20982,0.26791
2006,66 and older,Lower Secondary Level,No,0.76113,643,829,0.73209,0.79018
2006,66 and older,Upper Secondary Level,Yes,0.20739,454,2304,0.19083,0.22395
2006,66 and older,Upper Secondary Level,No,0.79261,1850,2304,0.77605,0.80917
2006,66 and older,Post-secondary Non-tertiary Level,No,0.72758,79,79,0.62878,0.82639
2006,66 and older,First Stage of Tertiary Education,Yes,0.19776,62,306,0.15306,0.24246
2006,66 and older,First Stage of Tertiary Education,No,0.80224,244,306,0.75754,0.84694
2006,66 and older,Second Stage of Tertiary Education,Yes,0.21655,157,798,0.18796,0.24515
2006,66 and older,Second Stage of Tertiary Education,No,0.78345,641,798,0.75485,0.81204
2007,17-29 y.,No answer / don't know,No,0.91929,282,282,0.88744,0.95114
2007,17-29 y.,Pre-primary Level,No,0.93094,317,317,0.90299,0.95890
2007,17-29 y.,Primary Level,No,0.76511,31,31,0.61341,0.91681
2007,17-29 y.,Lower Secondary Level,Yes,0.07226,50,600,0.05152,0.09299
2007,17-29 y.,Lower Secondary Level,No,0.92774,550,600,0.90701,0.94848
2007,17-29 y.,Upper Secondary Level,Yes,0.09172,128,1563,0.07741,0.10603
2007,17-29 y.,Upper Secondary Level,No,0.90828,1435,1563,0.89397,0.92259
2007,17-29 y.,Post-secondary Non-tertiary Level,No,0.89264,233,233,0.85280,0.93248
2007,17-29 y.,First Stage of Tertiary Education,No,0.88822,48,48,0.79814,0.97831
2007,17-29 y.,Second Stage of Tertiary Education,No,0.92006,206,206,0.88293,0.95719
2007,30-45 y.,Primary Level,No,0.92827,46,46,0.85287,1.00366
2007,30-45 y.,Lower Secondary Level,Yes,0.11025,39,334,0.07661,0.14389
2007,30-45 y.,Lower Secondary Level,No,0.88975,295,334,0.85611,0.92339
2007,30-45 y.,Upper Secondary Level,Yes,0.08579,234,2844,0.07550,0.09608
2007,30-45 y.,Upper Secondary Level,No,0.91421,2610,2844,0.90392,0.92450
2007,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.08181,46,528,0.05841,0.10521
2007,30-45 y.,Post-secondary Non-tertiary Level,No,0.91819,482,528,0.89479,0.94159
2007,30-45 y.,First Stage of Tertiary Education,Yes,0.08044,45,552,0.05773,0.10315
2007,30-45 y.,First Stage of Tertiary Education,No,0.91956,507,552,0.89685,0.94227
2007,30-45 y.,Second Stage of Tertiary Education,Yes,0.08324,108,1375,0.06864,0.09785
2007,30-45 y.,Second Stage of Tertiary Education,No,0.91676,1267,1375,0.90215,0.93136
2007,46-65 y.,Primary Level,No,0.83806,59,59,0.74325,0.93287
2007,46-65 y.,Lower Secondary Level,Yes,0.13816,70,498,0.10782,0.16850
2007,46-65 y.,Lower Secondary Level,No,0.86184,428,498,0.83150,0.89218
2007,46-65 y.,Upper Secondary Level,Yes,0.10246,393,3621,0.09258,0.11234
2007,46-65 y.,Upper Secondary Level,No,0.89754,3228,3621,0.88766,0.90742
2007,46-65 y.,Post-secondary Non-tertiary Level,No,0.91139,234,234,0.87491,0.94788
2007,46-65 y.,First Stage of Tertiary Education,Yes,0.12414,69,610,0.09795,0.15033
2007,46-65 y.,First Stage of Tertiary Education,No,0.87586,541,610,0.84967,0.90205
2007,46-65 y.,Second Stage of Tertiary Education,Yes,0.09976,201,1973,0.08653,0.11299
2007,46-65 y.,Second Stage of Tertiary Education,No,0.90024,1772,1973,0.88701,0.91347
2007,66 and older,Primary Level,No,0.92813,48,48,0.85429,1.00197
2007,66 and older,Lower Secondary Level,Yes,0.22262,168,764,0.19310,0.25213
2007,66 and older,Lower Secondary Level,No,0.77738,596,764,0.74787,0.80690
2007,66 and older,Upper Secondary Level,Yes,0.21665,461,2262,0.19967,0.23364
2007,66 and older,Upper Secondary Level,No,0.78335,1801,2262,0.76636,0.80033
2007,66 and older,Post-secondary Non-tertiary Level,No,0.78235,90,90,0.69661,0.86808
2007,66 and older,First Stage of Tertiary Education,Yes,0.19111,60,309,0.14720,0.23502
2007,66 and older,First Stage of Tertiary Education,No,0.80889,249,309,0.76498,0.85280
2007,66 and older,Second Stage of Tertiary Education,Yes,0.22640,182,815,0.19765,0.25515
2007,66 and older,Second Stage of Tertiary Education,No,0.77360,633,815,0.74485,0.80235
2008,17-29 y.,No answer / don't know,No,0.93814,293,293,0.91051,0.96577
2008,17-29 y.,Pre-primary Level,No,0.94656,334,334,0.92240,0.97072
2008,17-29 y.,Lower Secondary Level,Yes,0.08974,52,532,0.06543,0.11405
2008,17-29 y.,Lower Secondary Level,No,0.91026,480,532,0.88595,0.93457
2008,17-29 y.,Upper Secondary Level,Yes,0.05408,96,1408,0.04226,0.06590
2008,17-29 y.,Upper Secondary Level,No,0.94592,1312,1408,0.93410,0.95774
2008,17-29 y.,Post-secondary Non-tertiary Level,No,0.89984,201,201,0.85823,0.94145
2008,17-29 y.,First Stage of Tertiary Education,No,0.95530,40,40,0.89044,1.02015
2008,17-29 y.,Second Stage of Tertiary Education,No,0.88760,218,218,0.84558,0.92963
2008,30-45 y.,Primary Level,No,0.92323,43,43,0.84272,1.00375
2008,30-45 y.,Lower Secondary Level,No,0.91245,284,284,0.87952,0.94538
2008,30-45 y.,Upper Secondary Level,Yes,0.07856,216,2607,0.06823,0.08889
2008,30-45 y.,Upper Secondary Level,No,0.92144,2391,2607,0.91111,0.93177
2008,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.07247,39,477,0.04918,0.09576
2008,30-45 y.,Post-secondary Non-tertiary Level,No,0.92753,438,477,0.90424,0.95082
2008,30-45 y.,First Stage of Tertiary Education,No,0.94045,448,448,0.91851,0.96239
2008,30-45 y.,Second Stage of Tertiary Education,Yes,0.08497,102,1231,0.06939,0.10056
2008,30-45 y.,Second Stage of Tertiary Education,No,0.91503,1129,1231,0.89944,0.93061
2008,46-65 y.,Primary Level,No,0.95415,56,56,0.89887,1.00943
2008,46-65 y.,Lower Secondary Level,Yes,0.11052,54,441,0.08122,0.13982
2008,46-65 y.,Lower Secondary Level,No,0.88948,387,441,0.86018,0.91878
2008,46-65 y.,Upper Secondary Level,Yes,0.11181,398,3459,0.10131,0.12232
2008,46-65 y.,Upper Secondary Level,No,0.88819,3061,3459,0.87768,0.89869
2008,46-65 y.,Post-secondary Non-tertiary Level,No,0.90152,252,252,0.86466,0.93838
2008,46-65 y.,First Stage of Tertiary Education,Yes,0.12443,63,579,0.09752,0.15134
2008,46-65 y.,First Stage of Tertiary Education,No,0.87557,516,579,0.84866,0.90248
2008,46-65 y.,Second Stage of Tertiary Education,Yes,0.10550,187,1846,0.09149,0.11952
2008,46-65 y.,Second Stage of Tertiary Education,No,0.89450,1659,1846,0.88048,0.90851
2008,66 and older,Primary Level,No,0.81106,37,37,0.68319,0.93894
2008,66 and older,Lower Secondary Level,Yes,0.21121,145,717,0.18131,0.24110
2008,66 and older,Lower Secondary Level,No,0.78879,572,717,0.75890,0.81869
2008,66 and older,Upper Secondary Level,Yes,0.19889,450,2231,0.18232,0.21546
2008,66 and older,Upper Secondary Level,No,0.80111,1781,2231,0.78454,0.81768
2008,66 and older,Post-secondary Non-tertiary Level,No,0.80531,82,82,0.71908,0.89154
2008,66 and older,First Stage of Tertiary Education,Yes,0.23051,69,309,0.18348,0.27755
2008,66 and older,First Stage of Tertiary Education,No,0.76949,240,309,0.72245,0.81652
2008,66 and older,Second Stage of Tertiary Education,Yes,0.19278,160,866,0.16649,0.21907
2008,66 and older,Second Stage of Tertiary Education,No,0.80722,706,866,0.78093,0.83351
2009,17-29 y.,No answer / don't know,No,0.87733,281,281,0.83890,0.91576
2009,17-29 y.,Pre-primary Level,No,0.95271,294,294,0.92840,0.97701
2009,17-29 y.,Lower Secondary Level,Yes,0.08233,42,474,0.05756,0.10710
2009,17-29 y.,Lower Secondary Level,No,0.91767,432,474,0.89290,0.94244
2009,17-29 y.,Upper Secondary Level,Yes,0.06988,103,1261,0.05580,0.08396
2009,17-29 y.,Upper Secondary Level,No,0.93012,1158,1261,0.91604,0.94420
2009,17-29 y.,Post-secondary Non-tertiary Level,No,0.88785,174,174,0.84083,0.93487
2009,17-29 y.,First Stage of Tertiary Education,No,0.96720,33,33,0.90549,1.02891
2009,17-29 y.,Second Stage of Tertiary Education,No,0.92245,233,233,0.88804,0.95687
2009,30-45 y.,Primary Level,No,0.96150,42,42,0.90261,1.02039
2009,30-45 y.,Lower Secondary Level,No,0.87388,239,239,0.83170,0.91606
2009,30-45 y.,Upper Secondary Level,Yes,0.09429,223,2327,0.08241,0.10617
2009,30-45 y.,Upper Secondary Level,No,0.90571,2104,2327,0.89383,0.91759
2009,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.09696,41,437,0.06919,0.12474
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.90304,396,437,0.87526,0.93081
2009,30-45 y.,First Stage of Tertiary Education,Yes,0.07995,41,433,0.05437,0.10552
2009,30-45 y.,First Stage of Tertiary Education,No,0.92005,392,433,0.89448,0.94563
2009,30-45 y.,Second Stage of Tertiary Education,Yes,0.09615,100,1148,0.07909,0.11321
2009,30-45 y.,Second Stage of Tertiary Education,No,0.90385,1048,1148,0.88679,0.92091
2009,46-65 y.,Primary Level,No,0.84350,46,46,0.73735,0.94966
2009,46-65 y.,Lower Secondary Level,Yes,0.07737,44,388,0.05075,0.10399
2009,46-65 y.,Lower Secondary Level,No,0.92263,344,388,0.89601,0.94925
2009,46-65 y.,Upper Secondary Level,Yes,0.13188,428,3288,0.12031,0.14345
2009,46-65 y.,Upper Secondary Level,No,0.86812,2860,3288,0.85655,0.87969
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.87946,247,247,0.83878,0.92015
2009,46-65 y.,First Stage of Tertiary Education,Yes,0.11318,63,543,0.08650,0.13985
2009,46-65 y.,First Stage of Tertiary Education,No,0.88682,480,543,0.86015,0.91350
2009,46-65 y.,Second Stage of Tertiary Education,Yes,0.09287,184,1755,0.07929,0.10646
2009,46-65 y.,Second Stage of Tertiary Education,No,0.90713,1571,1755,0.89354,0.92071
2009,66 and older,Primary Level,No,0.84739,36,36,0.72825,0.96653
2009,66 and older,Lower Secondary Level,Yes,0.21279,136,652,0.18135,0.24424
2009,66 and older,Lower Secondary Level,No,0.78721,516,652,0.75576,0.81865
2009,66 and older,Upper Secondary Level,Yes,0.22890,475,2168,0.21121,0.24659
2009,66 and older,Upper Secondary Level,No,0.77110,1693,2168,0.75341,0.78879
2009,66 and older,Post-secondary Non-tertiary Level,No,0.82571,78,78,0.74098,0.91045
2009,66 and older,First Stage of Tertiary Education,Yes,0.22785,73,314,0.18138,0.27432
2009,66 and older,First Stage of Tertiary Education,No,0.77215,241,314,0.72568,0.81862
2009,66 and older,Second Stage of Tertiary Education,Yes,0.19611,169,879,0.16985,0.22238
2009,66 and older,Second Stage of Tertiary Education,No,0.80389,710,879,0.77762,0.83015
2010,17-29 y.,No answer / don't know,No,0.91120,253,253,0.87608,0.94632
2010,17-29 y.,Pre-primary Level,No,0.94732,390,390,0.92512,0.96952
2010,17-29 y.,Primary Level,No,0.80569,70,70,0.71233,0.89905
2010,17-29 y.,Lower Secondary Level,Yes,0.08536,108,749,0.06534,0.10539
2010,17-29 y.,Lower Secondary Level,No,0.91464,641,749,0.89461,0.93466
2010,17-29 y.,Upper Secondary Level,Yes,0.07294,227,1716,0.06063,0.08524
2010,17-29 y.,Upper Secondary Level,No,0.92706,1489,1716,0.91476,0.93937
2010,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.08224,43,269,0.04935,0.11514
2010,17-29 y.,Post-secondary Non-tertiary Level,No,0.91776,226,269,0.88486,0.95065
2010,17-29 y.,First Stage of Tertiary Education,No,0.91709,51,51,0.84066,0.99352
2010,17-29 y.,Second Stage of Tertiary Education,Yes,0.04485,32,321,0.02217,0.06753
2010,17-29 y.,Second Stage of Tertiary Education,No,0.95515,289,321,0.93247,0.97783
2010,30-45 y.,Primary Level,No,0.90449,127,127,0.85317,0.95581
2010,30-45 y.,Lower Secondary Level,Yes,0.14354,90,653,0.11663,0.17046
2010,30-45 y.,Lower Secondary Level,No,0.85646,563,653,0.82954,0.88337
2010,30-45 y.,Upper Secondary Level,Yes,0.08555,525,4374,0.07726,0.09384
2010,30-45 y.,Upper Secondary Level,No,0.91445,3849,4374,0.90616,0.92274
2010,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.10389,127,962,0.08460,0.12318
2010,30-45 y.,Post-secondary Non-tertiary Level,No,0.89611,835,962,0.87682,0.91540
2010,30-45 y.,First Stage of Tertiary Education,Yes,0.05964,54,629,0.04112,0.07816
2010,30-45 y.,First Stage of Tertiary Education,No,0.94036,575,629,0.92184,0.95888
2010,30-45 y.,Second Stage of Tertiary Education,Yes,0.07759,292,2272,0.06658,0.08859
2010,30-45 y.,Second Stage of Tertiary Education,No,0.92241,1980,2272,0.91141,0.93342
2010,46-65 y.,Primary Level,No,0.96810,48,48,0.91785,1.01834
2010,46-65 y.,Lower Secondary Level,Yes,0.13333,58,432,0.10123,0.16542
2010,46-65 y.,Lower Secondary Level,No,0.86667,374,432,0.83458,0.89877
2010,46-65 y.,Upper Secondary Level,Yes,0.12907,443,3573,0.11808,0.14007
2010,46-65 y.,Upper Secondary Level,No,0.87093,3130,3573,0.85993,0.88192
2010,46-65 y.,Post-secondary Non-tertiary Level,No,0.89959,354,354,0.86823,0.93094
2010,46-65 y.,First Stage of Tertiary Education,Yes,0.11455,84,603,0.08911,0.13999
2010,46-65 y.,First Stage of Tertiary Education,No,0.88545,519,603,0.86001,0.91089
2010,46-65 y.,Second Stage of Tertiary Education,Yes,0.10151,183,1877,0.08784,0.11517
2010,46-65 y.,Second Stage of Tertiary Education,No,0.89849,1694,1877,0.88483,0.91216
2010,66 and older,Lower Secondary Level,Yes,0.19234,128,604,0.16088,0.22380
2010,66 and older,Lower Secondary Level,No,0.80766,476,604,0.77620,0.83912
2010,66 and older,Upper Secondary Level,Yes,0.22353,448,2066,0.20556,0.24150
2010,66 and older,Upper Secondary Level,No,0.77647,1618,2066,0.75850,0.79444
2010,66 and older,Post-secondary Non-tertiary Level,No,0.87349,78,78,0.79924,0.94774
2010,66 and older,First Stage of Tertiary Education,Yes,0.23629,73,316,0.18937,0.28320
2010,66 and older,First Stage of Tertiary Education,No,0.76371,243,316,0.71680,0.81063
2010,66 and older,Second Stage of Tertiary Education,Yes,0.20471,172,897,0.17829,0.23113
2010,66 and older,Second Stage of Tertiary Education,No,0.79529,725,897,0.76887,0.82171
2011,17-29 y.,No answer / don't know,Yes,0.09207,32,388,0.06326,0.12088
2011,17-29 y.,No answer / don't know,No,0.90793,356,388,0.87912,0.93674
2011,17-29 y.,Pre-primary Level,Yes,0.07548,36,473,0.05165,0.09931
2011,17-29 y.,Pre-primary Level,No,0.92452,437,473,0.90069,0.94835
2011,17-29 y.,Primary Level,No,0.89741,81,81,0.83091,0.96390
2011,17-29 y.,Lower Secondary Level,Yes,0.09824,109,766,0.07714,0.11933
2011,17-29 y.,Lower Secondary Level,No,0.90176,657,766,0.88067,0.92286
2011,17-29 y.,Upper Secondary Level,Yes,0.08885,200,1779,0.07562,0.10208
2011,17-29 y.,Upper Secondary Level,No,0.91115,1579,1779,0.89792,0.92438
2011,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.10389,42,271,0.06749,0.14028
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.89611,229,271,0.85972,0.93251
2011,17-29 y.,First Stage of Tertiary Education,No,0.88648,56,56,0.80264,0.97032
2011,17-29 y.,Second Stage of Tertiary Education,Yes,0.05096,32,331,0.02724,0.07469
2011,17-29 y.,Second Stage of Tertiary Education,No,0.94904,299,331,0.92531,0.97276
2011,30-45 y.,No answer / don't know,No,0.92151,114,114,0.87192,0.97110
2011,30-45 y.,Primary Level,No,0.88545,139,139,0.83232,0.93859
2011,30-45 y.,Lower Secondary Level,Yes,0.08582,84,730,0.06548,0.10615
2011,30-45 y.,Lower Secondary Level,No,0.91418,646,730,0.89385,0.93452
