year,pgisced97,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Second Stage of Tertiary Education,Urban regions,No,0.88839,4042,4515,0.87920,0.89758
2014,Second Stage of Tertiary Education,Rural regions,Yes,0.14274,212,1705,0.12613,0.15935
2014,Second Stage of Tertiary Education,Rural regions,No,0.85473,1493,1705,0.83800,0.87146
2015,Pre-primary Level,Urban regions,No,0.46937,217,217,0.40282,0.53593
2015,Pre-primary Level,Rural regions,No,0.52007,103,103,0.42311,0.61703
2015,Primary Level,Urban regions,Yes,0.12742,45,277,0.08808,0.16676
2015,Primary Level,Urban regions,No,0.76456,232,277,0.71451,0.81462
2015,Primary Level,Rural regions,No,0.83294,107,107,0.76193,0.90395
2015,Lower Secondary Level,Urban regions,Yes,0.13806,258,1752,0.12190,0.15421
2015,Lower Secondary Level,Urban regions,No,0.80754,1494,1752,0.78908,0.82601
2015,Lower Secondary Level,Rural regions,Yes,0.17144,146,916,0.14702,0.19586
2015,Lower Secondary Level,Rural regions,No,0.77435,770,916,0.74727,0.80144
2015,Upper Secondary Level,Urban regions,Yes,0.13823,934,6978,0.13014,0.14633
2015,Upper Secondary Level,Urban regions,No,0.84357,6044,6978,0.83504,0.85209
2015,Upper Secondary Level,Rural regions,Yes,0.15916,675,4653,0.14865,0.16967
2015,Upper Secondary Level,Rural regions,No,0.82555,3978,4653,0.81464,0.83645
2015,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12653,163,1413,0.10919,0.14387
2015,Post-secondary Non-tertiary Level,Urban regions,No,0.83806,1250,1413,0.81884,0.85727
2015,Post-secondary Non-tertiary Level,Rural regions,Yes,0.12878,73,536,0.10039,0.15716
2015,Post-secondary Non-tertiary Level,Rural regions,No,0.83741,463,536,0.80614,0.86868
2015,First Stage of Tertiary Education,Urban regions,Yes,0.12893,109,904,0.10707,0.15078
2015,First Stage of Tertiary Education,Urban regions,No,0.86422,795,904,0.84187,0.88656
2015,First Stage of Tertiary Education,Rural regions,Yes,0.16734,94,608,0.13764,0.19704
2015,First Stage of Tertiary Education,Rural regions,No,0.82156,514,608,0.79110,0.85202
2015,Second Stage of Tertiary Education,Urban regions,Yes,0.10950,479,4217,0.10007,0.11892
2015,Second Stage of Tertiary Education,Urban regions,No,0.84732,3738,4217,0.83646,0.85818
2015,Second Stage of Tertiary Education,Rural regions,Yes,0.13248,220,1648,0.11611,0.14886
2015,Second Stage of Tertiary Education,Rural regions,No,0.84875,1428,1648,0.83145,0.86606
2016,Pre-primary Level,Urban regions,No,0.43610,231,231,0.37201,0.50019
2016,Pre-primary Level,Rural regions,No,0.47979,83,83,0.37166,0.58793
2016,Primary Level,Urban regions,Yes,0.11537,52,276,0.07761,0.15313
2016,Primary Level,Urban regions,No,0.78546,224,276,0.73694,0.83398
2016,Primary Level,Rural regions,No,0.79221,102,102,0.71308,0.87134
2016,Lower Secondary Level,Urban regions,Yes,0.16790,277,1664,0.14994,0.18587
2016,Lower Secondary Level,Urban regions,No,0.79068,1387,1664,0.77112,0.81023
2016,Lower Secondary Level,Rural regions,Yes,0.16559,147,893,0.14120,0.18999
2016,Lower Secondary Level,Rural regions,No,0.79258,746,893,0.76597,0.81919
2016,Upper Secondary Level,Urban regions,Yes,0.13375,846,6568,0.12552,0.14198
2016,Upper Secondary Level,Urban regions,No,0.85979,5722,6568,0.85139,0.86819
2016,Upper Secondary Level,Rural regions,Yes,0.15104,654,4390,0.14045,0.16164
2016,Upper Secondary Level,Rural regions,No,0.84321,3736,4390,0.83245,0.85396
2016,Post-secondary Non-tertiary Level,Urban regions,Yes,0.09878,154,1467,0.08351,0.11405
2016,Post-secondary Non-tertiary Level,Urban regions,No,0.89310,1313,1467,0.87729,0.90892
2016,Post-secondary Non-tertiary Level,Rural regions,Yes,0.11956,65,543,0.09225,0.14688
2016,Post-secondary Non-tertiary Level,Rural regions,No,0.87268,478,543,0.84462,0.90074
2016,First Stage of Tertiary Education,Urban regions,Yes,0.15087,117,829,0.12649,0.17525
2016,First Stage of Tertiary Education,Urban regions,No,0.84828,712,829,0.82385,0.87272
2016,First Stage of Tertiary Education,Rural regions,Yes,0.12759,74,568,0.10013,0.15506
2016,First Stage of Tertiary Education,Rural regions,No,0.87108,494,568,0.84350,0.89866
2016,Second Stage of Tertiary Education,Urban regions,Yes,0.11553,474,4230,0.10590,0.12517
2016,Second Stage of Tertiary Education,Urban regions,No,0.87533,3756,4230,0.86538,0.88529
2016,Second Stage of Tertiary Education,Rural regions,Yes,0.11086,202,1643,0.09567,0.12605
2016,Second Stage of Tertiary Education,Rural regions,No,0.87735,1441,1643,0.86148,0.89321
2017,Pre-primary Level,Urban regions,No,0.49670,262,262,0.43604,0.55736
2017,Pre-primary Level,Rural regions,No,0.50129,106,106,0.40565,0.59693
2017,Primary Level,Urban regions,Yes,0.12965,50,315,0.09250,0.16681
2017,Primary Level,Urban regions,No,0.75926,265,315,0.71197,0.80655
2017,Primary Level,Rural regions,No,0.68785,110,110,0.60086,0.77484
2017,Lower Secondary Level,Urban regions,Yes,0.15620,287,1723,0.13905,0.17335
2017,Lower Secondary Level,Urban regions,No,0.80393,1436,1723,0.78518,0.82269
2017,Lower Secondary Level,Rural regions,Yes,0.16188,166,995,0.13898,0.18477
2017,Lower Secondary Level,Rural regions,No,0.79808,829,995,0.77312,0.82303
2017,Upper Secondary Level,Urban regions,Yes,0.14890,1006,7189,0.14067,0.15713
2017,Upper Secondary Level,Urban regions,No,0.84241,6183,7189,0.83399,0.85084
2017,Upper Secondary Level,Rural regions,Yes,0.14980,679,4816,0.13972,0.15988
2017,Upper Secondary Level,Rural regions,No,0.84211,4137,4816,0.83181,0.85241
2017,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12415,181,1579,0.10788,0.14042
2017,Post-secondary Non-tertiary Level,Urban regions,No,0.87115,1398,1579,0.85462,0.88768
2017,Post-secondary Non-tertiary Level,Rural regions,Yes,0.14139,77,616,0.11386,0.16893
2017,Post-secondary Non-tertiary Level,Rural regions,No,0.84385,539,616,0.81516,0.87254
2017,First Stage of Tertiary Education,Urban regions,Yes,0.12997,122,892,0.10789,0.15205
2017,First Stage of Tertiary Education,Urban regions,No,0.86581,770,892,0.84343,0.88819
2017,First Stage of Tertiary Education,Rural regions,Yes,0.14397,87,632,0.11658,0.17137
2017,First Stage of Tertiary Education,Rural regions,No,0.84925,545,632,0.82133,0.87716
2017,Second Stage of Tertiary Education,Urban regions,Yes,0.11788,551,4683,0.10865,0.12712
2017,Second Stage of Tertiary Education,Urban regions,No,0.87230,4132,4683,0.86274,0.88186
2017,Second Stage of Tertiary Education,Rural regions,Yes,0.14304,234,1810,0.12691,0.15917
2017,Second Stage of Tertiary Education,Rural regions,No,0.84750,1576,1810,0.83093,0.86407
2018,Pre-primary Level,Urban regions,No,0.51271,230,230,0.44797,0.57745
2018,Pre-primary Level,Rural regions,No,0.35011,76,76,0.24215,0.45806
2018,Primary Level,Urban regions,Yes,0.14237,65,345,0.10544,0.17929
2018,Primary Level,Urban regions,No,0.71277,280,345,0.66495,0.76058
2018,Primary Level,Rural regions,No,0.68954,113,113,0.60386,0.77523
2018,Lower Secondary Level,Urban regions,Yes,0.15158,272,1712,0.13459,0.16857
2018,Lower Secondary Level,Urban regions,No,0.81010,1440,1712,0.79151,0.82868
2018,Lower Secondary Level,Rural regions,Yes,0.15261,172,972,0.12999,0.17523
2018,Lower Secondary Level,Rural regions,No,0.79709,800,972,0.77180,0.82239
2018,Upper Secondary Level,Urban regions,Yes,0.15003,975,6924,0.14162,0.15844
2018,Upper Secondary Level,Urban regions,No,0.84319,5949,6924,0.83463,0.85176
2018,Upper Secondary Level,Rural regions,Yes,0.14394,644,4579,0.13377,0.15410
2018,Upper Secondary Level,Rural regions,No,0.84997,3935,4579,0.83962,0.86031
2018,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12477,168,1512,0.10811,0.14143
2018,Post-secondary Non-tertiary Level,Urban regions,No,0.86799,1344,1512,0.85092,0.88505
2018,Post-secondary Non-tertiary Level,Rural regions,Yes,0.16021,74,610,0.13108,0.18934
2018,Post-secondary Non-tertiary Level,Rural regions,No,0.83709,536,610,0.80777,0.86642
2018,First Stage of Tertiary Education,Urban regions,Yes,0.12483,105,838,0.10243,0.14722
2018,First Stage of Tertiary Education,Urban regions,No,0.86665,733,838,0.84362,0.88968
2018,First Stage of Tertiary Education,Rural regions,Yes,0.15073,81,602,0.12213,0.17934
2018,First Stage of Tertiary Education,Rural regions,No,0.84407,521,602,0.81506,0.87307
2018,Second Stage of Tertiary Education,Urban regions,Yes,0.11189,504,4588,0.10277,0.12102
2018,Second Stage of Tertiary Education,Urban regions,No,0.87339,4084,4588,0.86377,0.88302
2018,Second Stage of Tertiary Education,Rural regions,Yes,0.14417,232,1739,0.12766,0.16069
2018,Second Stage of Tertiary Education,Rural regions,No,0.84913,1507,1739,0.83230,0.86595
2019,Pre-primary Level,Urban regions,No,0.57159,221,221,0.50620,0.63698
2019,Pre-primary Level,Rural regions,No,0.45411,78,78,0.34290,0.56532
2019,Primary Level,Urban regions,Yes,0.17238,44,275,0.12766,0.21710
2019,Primary Level,Urban regions,No,0.67867,231,275,0.62338,0.73397
2019,Primary Level,Rural regions,No,0.59533,86,86,0.49098,0.69968
2019,Lower Secondary Level,Urban regions,Yes,0.15119,228,1472,0.13288,0.16949
2019,Lower Secondary Level,Urban regions,No,0.80055,1244,1472,0.78013,0.82097
2019,Lower Secondary Level,Rural regions,Yes,0.14227,142,907,0.11953,0.16502
2019,Lower Secondary Level,Rural regions,No,0.79948,765,907,0.77341,0.82555
2019,Upper Secondary Level,Urban regions,Yes,0.14888,920,6579,0.14028,0.15748
2019,Upper Secondary Level,Urban regions,No,0.84489,5659,6579,0.83615,0.85364
2019,Upper Secondary Level,Rural regions,Yes,0.14548,603,4311,0.13495,0.15601
2019,Upper Secondary Level,Rural regions,No,0.85179,3708,4311,0.84118,0.86240
2019,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12725,180,1518,0.11048,0.14402
2019,Post-secondary Non-tertiary Level,Urban regions,No,0.86993,1338,1518,0.85301,0.88686
2019,Post-secondary Non-tertiary Level,Rural regions,Yes,0.15782,69,595,0.12850,0.18714
2019,Post-secondary Non-tertiary Level,Rural regions,No,0.83786,526,595,0.80822,0.86750
2019,First Stage of Tertiary Education,Urban regions,Yes,0.10022,142,947,0.08109,0.11936
2019,First Stage of Tertiary Education,Urban regions,No,0.89972,805,947,0.88057,0.91886
2019,First Stage of Tertiary Education,Rural regions,Yes,0.13691,92,685,0.11115,0.16267
2019,First Stage of Tertiary Education,Rural regions,No,0.86309,593,685,0.83733,0.88885
2019,Second Stage of Tertiary Education,Urban regions,Yes,0.11414,568,4942,0.10527,0.12300
2019,Second Stage of Tertiary Education,Urban regions,No,0.87791,4374,4942,0.86879,0.88704
2019,Second Stage of Tertiary Education,Rural regions,Yes,0.13316,245,1885,0.11781,0.14850
2019,Second Stage of Tertiary Education,Rural regions,No,0.85065,1640,1885,0.83455,0.86674
2020,Pre-primary Level,Urban regions,No,0.46811,239,239,0.40471,0.53150
2020,Pre-primary Level,Rural regions,No,0.37697,83,83,0.27208,0.48187
2020,Primary Level,Urban regions,Yes,0.19126,149,1038,0.16732,0.21520
2020,Primary Level,Urban regions,No,0.75752,889,1038,0.73144,0.78361
2020,Primary Level,Rural regions,Yes,0.17729,62,435,0.14136,0.21323
2020,Primary Level,Rural regions,No,0.77448,373,435,0.73516,0.81380
2020,Lower Secondary Level,Urban regions,Yes,0.13997,262,1977,0.12467,0.15527
2020,Lower Secondary Level,Urban regions,No,0.83298,1715,1977,0.81654,0.84943
2020,Lower Secondary Level,Rural regions,Yes,0.16161,181,1051,0.13934,0.18387
2020,Lower Secondary Level,Rural regions,No,0.79235,870,1051,0.76781,0.81688
2020,Upper Secondary Level,Urban regions,Yes,0.15428,983,6906,0.14576,0.16280
2020,Upper Secondary Level,Urban regions,No,0.84150,5923,6906,0.83288,0.85011
2020,Upper Secondary Level,Rural regions,Yes,0.15411,624,4271,0.14328,0.16494
2020,Upper Secondary Level,Rural regions,No,0.84370,3647,4271,0.83281,0.85459
2020,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12316,192,1697,0.10752,0.13880
2020,Post-secondary Non-tertiary Level,Urban regions,No,0.87602,1505,1697,0.86033,0.89170
2020,Post-secondary Non-tertiary Level,Rural regions,Yes,0.12681,68,646,0.10113,0.15249
2020,Post-secondary Non-tertiary Level,Rural regions,No,0.87319,578,646,0.84751,0.89887
2020,First Stage of Tertiary Education,Urban regions,Yes,0.15789,127,849,0.13335,0.18244
2020,First Stage of Tertiary Education,Urban regions,No,0.83853,722,849,0.81376,0.86329
2020,First Stage of Tertiary Education,Rural regions,Yes,0.10622,66,608,0.08171,0.13073
2020,First Stage of Tertiary Education,Rural regions,No,0.89378,542,608,0.86927,0.91829
2020,Second Stage of Tertiary Education,Urban regions,Yes,0.11659,591,5651,0.10822,0.12495
2020,Second Stage of Tertiary Education,Urban regions,No,0.88099,5060,5651,0.87255,0.88944
2020,Second Stage of Tertiary Education,Rural regions,Yes,0.12894,239,2011,0.11429,0.14360
2020,Second Stage of Tertiary Education,Rural regions,No,0.86907,1772,2011,0.85432,0.88381
2021,Pre-primary Level,Urban regions,No,0.46740,120,120,0.37775,0.55704
2021,Pre-primary Level,Rural regions,No,0.53399,51,51,0.39572,0.67226
2021,Primary Level,Urban regions,No,0.62551,139,139,0.54476,0.70626
2021,Primary Level,Rural regions,No,0.67491,42,42,0.53153,0.81829
2021,Lower Secondary Level,Urban regions,Yes,0.14617,120,830,0.12212,0.17022
2021,Lower Secondary Level,Urban regions,No,0.80177,710,830,0.77463,0.82890
2021,Lower Secondary Level,Rural regions,Yes,0.12619,85,542,0.09821,0.15417
2021,Lower Secondary Level,Rural regions,No,0.82099,457,542,0.78869,0.85329
2021,Upper Secondary Level,Urban regions,Yes,0.12886,521,4217,0.11875,0.13898
2021,Upper Secondary Level,Urban regions,No,0.86026,3696,4217,0.84980,0.87073
2021,Upper Secondary Level,Rural regions,Yes,0.14553,385,2727,0.13229,0.15877
2021,Upper Secondary Level,Rural regions,No,0.84335,2342,2727,0.82970,0.85699
2021,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12382,128,1118,0.10450,0.14314
2021,Post-secondary Non-tertiary Level,Urban regions,No,0.87218,990,1118,0.85260,0.89176
2021,Post-secondary Non-tertiary Level,Rural regions,Yes,0.11232,48,414,0.08187,0.14277
2021,Post-secondary Non-tertiary Level,Rural regions,No,0.88438,366,414,0.85354,0.91522
2021,First Stage of Tertiary Education,Urban regions,Yes,0.11048,77,584,0.08503,0.13593
2021,First Stage of Tertiary Education,Urban regions,No,0.87359,507,584,0.84662,0.90057
2021,First Stage of Tertiary Education,Rural regions,Yes,0.16092,62,413,0.12543,0.19640
2021,First Stage of Tertiary Education,Rural regions,No,0.83908,351,413,0.80360,0.87457
2021,Second Stage of Tertiary Education,Urban regions,Yes,0.09719,390,3887,0.08788,0.10650
2021,Second Stage of Tertiary Education,Urban regions,No,0.89459,3497,3887,0.88494,0.90425
2021,Second Stage of Tertiary Education,Rural regions,Yes,0.10182,139,1420,0.08608,0.11755
2021,Second Stage of Tertiary Education,Rural regions,No,0.89216,1281,1420,0.87602,0.90829
2022,Pre-primary Level,Urban regions,No,0.58202,218,218,0.51640,0.64765
2022,Pre-primary Level,Rural regions,No,0.49080,76,76,0.37766,0.60394
2022,Primary Level,Urban regions,Yes,0.14234,96,625,0.11493,0.16976
2022,Primary Level,Urban regions,No,0.79352,529,625,0.76176,0.82528
2022,Primary Level,Rural regions,Yes,0.16680,39,214,0.11674,0.21687
2022,Primary Level,Rural regions,No,0.80359,175,214,0.75024,0.85694
2022,Lower Secondary Level,Urban regions,Yes,0.16140,177,1177,0.14037,0.18242
2022,Lower Secondary Level,Urban regions,No,0.82544,1000,1177,0.80375,0.84714
2022,Lower Secondary Level,Rural regions,Yes,0.12331,92,689,0.09874,0.14788
2022,Lower Secondary Level,Rural regions,No,0.84521,597,689,0.81818,0.87224
2022,Upper Secondary Level,Urban regions,Yes,0.13313,666,5624,0.12425,0.14201
2022,Upper Secondary Level,Urban regions,No,0.86089,4958,5624,0.85185,0.86994
2022,Upper Secondary Level,Rural regions,Yes,0.14397,443,3589,0.13248,0.15545
2022,Upper Secondary Level,Rural regions,No,0.85235,3146,3589,0.84074,0.86395
2022,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12895,170,1574,0.11239,0.14552
2022,Post-secondary Non-tertiary Level,Urban regions,No,0.87089,1404,1574,0.85431,0.88746
2022,Post-secondary Non-tertiary Level,Rural regions,Yes,0.10396,54,625,0.08001,0.12791
2022,Post-secondary Non-tertiary Level,Rural regions,No,0.89482,571,625,0.87074,0.91889
2022,First Stage of Tertiary Education,Urban regions,Yes,0.11437,82,789,0.09215,0.13660
2022,First Stage of Tertiary Education,Urban regions,No,0.88463,707,789,0.86232,0.90694
2022,First Stage of Tertiary Education,Rural regions,Yes,0.13930,70,577,0.11102,0.16758
2022,First Stage of Tertiary Education,Rural regions,No,0.86070,507,577,0.83242,0.88898
2022,Second Stage of Tertiary Education,Urban regions,Yes,0.09818,544,6670,0.09104,0.10532
2022,Second Stage of Tertiary Education,Urban regions,No,0.89967,6126,6670,0.89246,0.90688
2022,Second Stage of Tertiary Education,Rural regions,Yes,0.11390,217,1983,0.09991,0.12788
2022,Second Stage of Tertiary Education,Rural regions,No,0.88408,1766,1983,0.86999,0.89818
