"germborn","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Berlin","207","","",""
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Brandenburg","303","0.993898301975811","0.985158642714121","1.0026379612375"
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Mecklenburg-Vorpommern","188","","",""
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Sachsen","608","0.986595304611921","0.977499064783908","0.995691544439935"
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Sachsen-Anhalt","286","","",""
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Thueringen","342","1","1","1"
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Schleswig-Holstein","70","0.937657287707352","0.88293901589374","0.992375559520964"
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Hamburg","48","0.998231488509004","0.986467092730513","1.0099958842875"
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Niedersachsen","147","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Bremen","12","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Nordrhein-Westfalen","523","0.798749540367712","0.767540730084115","0.829958350651309"
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Hessen","153","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Rheinland-Pfalz,Saarland","91","0.730388404702991","0.653210595107434","0.807566214298548"
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Baden-Wuerttemberg","213","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Bayern","216","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Berlin","102","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Brandenburg","76","0.976898044977358","0.943343472046397","1.01045261790832"
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Mecklenburg-Vorpommern","19","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Sachsen","120","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Sachsen-Anhalt","69","0.983603642424732","0.953853926324201","1.01335335852526"
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Thueringen","65","0.981256700568025","0.948538420731346","1.0139749804047"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Schleswig-Holstein","96","0.930250252874632","0.881528303230987","0.978972202518276"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Hamburg","68","0.974969842394339","0.938633074067921","1.01130661072076"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Niedersachsen","267","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Bremen","30","0.911836459399519","0.813599233514743","1.01007368528429"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Nordrhein-Westfalen","724","0.860737259357018","0.836982218485108","0.884492300228927"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Hessen","266","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Rheinland-Pfalz,Saarland","154","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Baden-Wuerttemberg","392","0.832596585553529","0.797909520547906","0.867283650559153"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Bayern","499","0.835472692694315","0.804738110629014","0.866207274759616"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Berlin","222","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Brandenburg","243","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Mecklenburg-Vorpommern","128","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Sachsen","354","0.973011681321578","0.956272131181805","0.989751231461352"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Sachsen-Anhalt","219","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Thueringen","165","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Schleswig-Holstein","5","0.291574074436173","0.126160644129149","0.456987504743198"
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Hamburg","1","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Niedersachsen","23","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Bremen","2","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Nordrhein-Westfalen","78","0.395111155138761","0.329915500753043","0.460306809524478"
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Hessen","19","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","17","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Baden-Wuerttemberg","51","0.326963288611596","0.253350263522034","0.400576313701159"
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Bayern","21","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Saarland","","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Berlin","3","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Brandenburg","","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Sachsen","","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Thueringen","","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Schleswig-Holstein","30","0.147186989348589","0.104286814218693","0.190087164478485"
"nicht in Deutschland geboren","2005","Hauptschule","Hamburg","12","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Niedersachsen","86","0.115460228700949","0.0915108126179812","0.139409644783917"
"nicht in Deutschland geboren","2005","Hauptschule","Bremen","5","0.0844797139844438","0.00135616705272232","0.167603260916165"
"nicht in Deutschland geboren","2005","Hauptschule","Nordrhein-Westfalen","307","0.159443452785667","0.142157542080453","0.17672936349088"
"nicht in Deutschland geboren","2005","Hauptschule","Hessen","107","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Rheinland-Pfalz,Saarland","98","0.133090265724442","0.106566333949422","0.159614197499463"
"nicht in Deutschland geboren","2005","Hauptschule","Baden-Wuerttemberg","318","0.25849735693262","0.231824943069525","0.285169770795716"
"nicht in Deutschland geboren","2005","Hauptschule","Bayern","159","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Saarland","","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Berlin","17","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Brandenburg","5","0.0201788044454736","0.00106982231615347","0.0392877865747938"
"nicht in Deutschland geboren","2005","Hauptschule","Mecklenburg-Vorpommern","5","0.0359784729799444","0.0031989991675566","0.0687579467923322"
"nicht in Deutschland geboren","2005","Hauptschule","Sachsen","15","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Sachsen-Anhalt","15","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Thueringen","10","","",""
"nicht in Deutschland geboren","2005","Realschule","Schleswig-Holstein","8","0.0440505857569081","0.0125478994684128","0.0755532720454034"
"nicht in Deutschland geboren","2005","Realschule","Hamburg","4","0.0310118374964308","-0.00796120225539559","0.0699848772482571"
"nicht in Deutschland geboren","2005","Realschule","Niedersachsen","36","0.073351878103571","0.0509003319248751","0.0958034242822669"
"nicht in Deutschland geboren","2005","Realschule","Bremen","2","","",""
"nicht in Deutschland geboren","2005","Realschule","Nordrhein-Westfalen","47","0.0582954282994561","0.0429453299821229","0.0736455266167894"
"nicht in Deutschland geboren","2005","Realschule","Hessen","18","","",""
"nicht in Deutschland geboren","2005","Realschule","Rheinland-Pfalz,Saarland","9","0.0710919244024904","0.0389137387304922","0.103270110074489"
"nicht in Deutschland geboren","2005","Realschule","Baden-Wuerttemberg","21","","",""
"nicht in Deutschland geboren","2005","Realschule","Bayern","32","0.0608620680811999","0.0424968689984702","0.0792272671639295"
"nicht in Deutschland geboren","2005","Realschule","Saarland","","","",""
"nicht in Deutschland geboren","2005","Realschule","Berlin","6","0.0444934744773334","0.016803453901542","0.0721834950531248"
"nicht in Deutschland geboren","2005","Realschule","Brandenburg","2","","",""
"nicht in Deutschland geboren","2005","Realschule","Mecklenburg-Vorpommern","4","0.0282873662308375","0.0048362965068031","0.0517384359548719"
"nicht in Deutschland geboren","2005","Realschule","Sachsen","6","0.0134046953880786","0.00430845556006504","0.0225009352160922"
"nicht in Deutschland geboren","2005","Realschule","Sachsen-Anhalt","2","","",""
"nicht in Deutschland geboren","2005","Realschule","Thueringen","","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Schleswig-Holstein","5","0.0623427122926477","0.00762444047903552","0.11706098410626"
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Hamburg","1","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Niedersachsen","25","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Bremen","4","0.138649997107875","-0.0306815443555317","0.307981538571282"
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Nordrhein-Westfalen","111","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Hessen","29","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Rheinland-Pfalz,Saarland","36","0.269611595297009","0.192433785701452","0.346789404892566"
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Baden-Wuerttemberg","84","0.350284125267522","0.296028867232759","0.404539383302285"
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Bayern","62","0.28358611665625","0.230601454128612","0.336570779183889"
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Saarland","","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Berlin","10","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Brandenburg","1","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Sachsen","1","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Sachsen-Anhalt","1","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Thueringen","1","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","Schleswig-Holstein","9","0.0697497471253685","0.0210277974817236","0.118471696769013"
"nicht in Deutschland geboren","2005","AkademikerIn","Hamburg","3","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","Niedersachsen","25","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","Bremen","2","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","Nordrhein-Westfalen","92","0.139262740642982","0.115507699771073","0.163017781514892"
"nicht in Deutschland geboren","2005","AkademikerIn","Hessen","41","0.200073684367585","0.15532308253979","0.244824286195379"
"nicht in Deutschland geboren","2005","AkademikerIn","Rheinland-Pfalz,Saarland","16","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","Baden-Wuerttemberg","53","0.167403414446471","0.132716349440847","0.202090479452094"
"nicht in Deutschland geboren","2005","AkademikerIn","Bayern","60","0.164527307305685","0.133792725240384","0.195261889370986"
"nicht in Deutschland geboren","2005","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","Berlin","15","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","Brandenburg","5","0.0214732391286285","0.00343237297362847","0.0395141052836285"
"nicht in Deutschland geboren","2005","AkademikerIn","Mecklenburg-Vorpommern","4","0.0455859437022702","0.0100027427096428","0.0811691446948977"
"nicht in Deutschland geboren","2005","AkademikerIn","Sachsen","6","0.0269883186784219","0.0102487685386484","0.0437278688181953"
"nicht in Deutschland geboren","2005","AkademikerIn","Sachsen-Anhalt","4","0.0354018544643583","0.011147938023775","0.0596557709049416"
"nicht in Deutschland geboren","2005","AkademikerIn","Thueringen","4","0.0422576458768899","0.0119269946443389","0.0725882971094409"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Schleswig-Holstein","20","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Hamburg","11","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Niedersachsen","64","0.653164477721468","0.551980513030901","0.754348442412036"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Bremen","5","1","1","1"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Nordrhein-Westfalen","148","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Hessen","46","0.641693563242326","0.523288857508442","0.760098268976209"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","36","0.690175467288999","0.562001227729409","0.818349706848589"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Baden-Wuerttemberg","111","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Bayern","82","0.708953775676071","0.619474916483803","0.798432634868338"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Berlin","26","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Brandenburg","26","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","29","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Sachsen","43","1","1","1"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Sachsen-Anhalt","33","0.833418902300214","0.71495096533033","0.951886839270098"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Thueringen","24","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Schleswig-Holstein","237","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Hamburg","72","0.88145008562632","0.81272930049787","0.950170870754771"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Niedersachsen","687","0.890420088225599","0.868328322509527","0.912511853941671"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Bremen","39","0.918952459977335","0.838314748494717","0.999590171459952"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Nordrhein-Westfalen","1520","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Hessen","422","0.779578445601061","0.744085716909743","0.815071174292379"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Rheinland-Pfalz,Saarland","551","0.864296206715584","0.837886770548752","0.890705642882416"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Baden-Wuerttemberg","788","0.74096038841391","0.714939942375191","0.766980834452628"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Bayern","1233","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Berlin","130","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Brandenburg","231","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Mecklenburg-Vorpommern","131","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Sachsen","378","0.966398175124194","0.948559420154745","0.984236930093643"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Sachsen-Anhalt","251","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Thueringen","291","","",""
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Schleswig-Holstein","167","","",""
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Hamburg","70","0.902663089341996","0.836021872876729","0.969304305807263"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Niedersachsen","541","0.944124985731656","0.925351810334581","0.962898161128732"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Bremen","39","1","1","1"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Nordrhein-Westfalen","881","0.936058254600728","0.920351595530447","0.95176491367101"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Hessen","322","0.922454112706531","0.894108437369412","0.95079978804365"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Rheinland-Pfalz,Saarland","251","","",""
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Baden-Wuerttemberg","575","0.946902037829461","0.928945354149598","0.964858721509323"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Bayern","680","0.953704094441334","0.938226282076863","0.969181906805805"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Berlin","213","","",""
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Brandenburg","317","0.992625787105303","0.983237132506664","1.00201444170394"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Mecklenburg-Vorpommern","214","","",""
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Sachsen","631","0.990562201302077","0.983047776131892","0.998076626472261"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Sachsen-Anhalt","308","0.993535686334739","0.984628903926758","1.00244246874272"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Thueringen","374","1","1","1"
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Schleswig-Holstein","74","0.948339738167396","0.899219431927899","0.997460044406892"
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Hamburg","47","0.931719801015699","0.861807573362363","1.00163202866903"
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Niedersachsen","170","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Bremen","17","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Nordrhein-Westfalen","555","0.796801881360683","0.766356469909029","0.827247292812337"
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Hessen","162","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","96","0.715031719866516","0.638316208324635","0.791747231408397"
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Baden-Wuerttemberg","230","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Bayern","240","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Berlin","101","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Brandenburg","80","0.986086955943037","0.960579081609369","1.0115948302767"
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","21","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Sachsen","125","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Sachsen-Anhalt","73","0.984954036254135","0.957217628148174","1.0126904443601"
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Thueringen","64","0.986877788999356","0.959213048013252","1.01454252998546"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Schleswig-Holstein","113","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Hamburg","71","0.955723142628632","0.909474846160386","1.00197143909688"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Niedersachsen","298","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Bremen","31","0.905421395059753","0.805579469264656","1.00526332085485"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Nordrhein-Westfalen","775","0.865798376603038","0.843082614824385","0.888514138381692"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Hessen","310","0.79529715516835","0.753325067810904","0.837269242525797"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Rheinland-Pfalz,Saarland","176","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Baden-Wuerttemberg","467","0.853775219721895","0.823493571634145","0.884056867809645"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Bayern","545","0.83052626600435","0.800826998448568","0.860225533560132"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Berlin","243","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Brandenburg","261","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Mecklenburg-Vorpommern","144","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Sachsen","377","0.955241050051543","0.934586575091597","0.975895525011489"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Sachsen-Anhalt","220","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Thueringen","180","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Hamburg","1","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Niedersachsen","21","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Bremen","","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Nordrhein-Westfalen","69","0.358909370293526","0.295087380943897","0.422731359643155"
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Hessen","17","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","14","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Baden-Wuerttemberg","40","0.285725285514855","0.213669875598143","0.357780695431566"
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Bayern","17","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Saarland","","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Berlin","2","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Brandenburg","","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Sachsen","","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Sachsen-Anhalt","5","0.166581097699786","0.0481131607299019","0.28504903466967"
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Thueringen","","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Schleswig-Holstein","27","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Hamburg","13","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Niedersachsen","81","0.109579911774401","0.0874881460583291","0.131671677490474"
"nicht in Deutschland geboren","2006","Hauptschule","Bremen","5","0.0810475400226655","0.000409828540048368","0.161685251505283"
"nicht in Deutschland geboren","2006","Hauptschule","Nordrhein-Westfalen","316","0.167573852615509","0.150489924454964","0.184657780776054"
"nicht in Deutschland geboren","2006","Hauptschule","Hessen","102","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Rheinland-Pfalz,Saarland","95","0.135703793284416","0.109294357117584","0.162113229451248"
"nicht in Deutschland geboren","2006","Hauptschule","Baden-Wuerttemberg","301","0.25903961158609","0.233019165547372","0.285060057624809"
"nicht in Deutschland geboren","2006","Hauptschule","Bayern","162","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Saarland","","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Berlin","17","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Brandenburg","9","0.0387817186713756","0.0143548944616123","0.0632085428811389"
"nicht in Deutschland geboren","2006","Hauptschule","Mecklenburg-Vorpommern","5","0.0353880739117111","0.00433651465434618","0.066439633169076"
"nicht in Deutschland geboren","2006","Hauptschule","Sachsen","14","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Sachsen-Anhalt","16","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Thueringen","10","","",""
"nicht in Deutschland geboren","2006","Realschule","Schleswig-Holstein","9","0.056788922620454","0.022596646014174","0.0909811992267341"
"nicht in Deutschland geboren","2006","Realschule","Hamburg","6","0.0973369106580035","0.0306956941927365","0.163978127123271"
"nicht in Deutschland geboren","2006","Realschule","Niedersachsen","34","0.0558750142683435","0.0371018388712682","0.0746481896654188"
"nicht in Deutschland geboren","2006","Realschule","Bremen","","","",""
"nicht in Deutschland geboren","2006","Realschule","Nordrhein-Westfalen","51","0.0639417453992717","0.0482350863289901","0.0796484044695533"
"nicht in Deutschland geboren","2006","Realschule","Hessen","20","","",""
"nicht in Deutschland geboren","2006","Realschule","Rheinland-Pfalz,Saarland","9","0.0627778184121111","0.0332938589027768","0.0922617779214454"
"nicht in Deutschland geboren","2006","Realschule","Baden-Wuerttemberg","24","","",""
"nicht in Deutschland geboren","2006","Realschule","Bayern","28","","",""
"nicht in Deutschland geboren","2006","Realschule","Saarland","","","",""
"nicht in Deutschland geboren","2006","Realschule","Berlin","4","0.023902795797232","0.00357973533718595","0.044225856257278"
"nicht in Deutschland geboren","2006","Realschule","Brandenburg","2","","",""
"nicht in Deutschland geboren","2006","Realschule","Mecklenburg-Vorpommern","4","0.0243353045418248","0.0038808203537163","0.0447897887299333"
"nicht in Deutschland geboren","2006","Realschule","Sachsen","5","0.00943779869792347","0.00192337352773857","0.0169522238681084"
"nicht in Deutschland geboren","2006","Realschule","Sachsen-Anhalt","3","","",""
"nicht in Deutschland geboren","2006","Realschule","Thueringen","","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Schleswig-Holstein","4","0.0516602618326041","0.00253995559310777","0.100780568072101"
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Hamburg","3","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Niedersachsen","29","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Bremen","3","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Nordrhein-Westfalen","116","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Hessen","29","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","37","0.284968280133484","0.208252768591603","0.361683791675365"
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Baden-Wuerttemberg","90","0.353842351377938","0.301452489582033","0.406232213173843"
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Bayern","68","0.273378391635618","0.223603654033545","0.323153129237691"
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Saarland","","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Berlin","16","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Brandenburg","1","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Sachsen","2","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Sachsen-Anhalt","1","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Thueringen","1","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Schleswig-Holstein","9","0.0731036388162761","0.0269130751731897","0.119294202459363"
"nicht in Deutschland geboren","2006","AkademikerIn","Hamburg","5","0.044276857371368","-0.00197143909687808","0.090525153839614"
"nicht in Deutschland geboren","2006","AkademikerIn","Niedersachsen","29","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Bremen","2","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Nordrhein-Westfalen","90","0.134201623396962","0.111485861618308","0.156917385175615"
