year,pgisced97,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Upper Secondary Level,West,Not born in Germany,0.11743,1173,10519,0.11128,0.12358
2011,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.98335,3322,3384,0.97904,0.98766
2011,Upper Secondary Level,East,Not born in Germany,0.01665,62,3384,0.01234,0.02096
2011,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.77867,1360,1712,0.75900,0.79834
2011,Post-secondary Non-tertiary Level,West,Not born in Germany,0.22133,352,1712,0.20166,0.24100
2011,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.96687,272,272,0.94556,0.98818
2011,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.89413,1260,1383,0.87791,0.91035
2011,First Stage of Tertiary Education,West,Not born in Germany,0.10587,123,1383,0.08965,0.12209
2011,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99198,462,462,0.98384,1.00012
2011,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84448,4054,4650,0.83406,0.85490
2011,Second Stage of Tertiary Education,West,Not born in Germany,0.15552,596,4650,0.14510,0.16594
2011,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96986,1515,1562,0.96138,0.97834
2011,Second Stage of Tertiary Education,East,Not born in Germany,0.03014,47,1562,0.02166,0.03862
2012,No answer / don't know,West,Born in Germany or immigrated <1950,0.78832,299,350,0.74546,0.83117
2012,No answer / don't know,West,Not born in Germany,0.21168,51,350,0.16883,0.25454
2012,No answer / don't know,East,Born in Germany or immigrated <1950,0.98742,69,69,0.96093,1.01391
2012,Pre-primary Level,West,Born in Germany or immigrated <1950,0.94561,762,796,0.92985,0.96138
2012,Pre-primary Level,West,Not born in Germany,0.05439,34,796,0.03862,0.07015
2012,Pre-primary Level,East,Born in Germany or immigrated <1950,0.98394,107,107,0.96000,1.00787
2012,Primary Level,West,Born in Germany or immigrated <1950,0.50579,187,337,0.45233,0.55925
2012,Primary Level,West,Not born in Germany,0.49421,150,337,0.44075,0.54767
2012,Primary Level,East,Born in Germany or immigrated <1950,0.98250,46,46,0.94419,1.02081
2012,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.73618,1987,2602,0.71925,0.75312
2012,Lower Secondary Level,West,Not born in Germany,0.26382,615,2602,0.24688,0.28075
2012,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.92445,356,388,0.89812,0.95078
2012,Lower Secondary Level,East,Not born in Germany,0.07555,32,388,0.04922,0.10188
2012,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.87424,9106,10232,0.86781,0.88066
2012,Upper Secondary Level,West,Not born in Germany,0.12576,1126,10232,0.11934,0.13219
2012,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.98152,3257,3318,0.97693,0.98610
2012,Upper Secondary Level,East,Not born in Germany,0.01848,61,3318,0.01390,0.02307
2012,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.76861,1309,1666,0.74835,0.78886
2012,Post-secondary Non-tertiary Level,West,Not born in Germany,0.23139,357,1666,0.21114,0.25165
2012,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.96812,280,280,0.94751,0.98874
2012,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.89480,1219,1329,0.87829,0.91130
2012,First Stage of Tertiary Education,West,Not born in Germany,0.10520,110,1329,0.08870,0.12171
2012,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99249,470,470,0.98468,1.00030
2012,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.83664,4017,4610,0.82596,0.84731
2012,Second Stage of Tertiary Education,West,Not born in Germany,0.16336,593,4610,0.15269,0.17404
2012,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96417,1482,1536,0.95487,0.97347
2012,Second Stage of Tertiary Education,East,Not born in Germany,0.03583,54,1536,0.02653,0.04513
2013,No answer / don't know,West,Born in Germany or immigrated <1950,0.78780,351,485,0.75137,0.82423
2013,No answer / don't know,West,Not born in Germany,0.21220,134,485,0.17577,0.24863
2013,No answer / don't know,East,Born in Germany or immigrated <1950,0.94086,64,64,0.88261,0.99911
2013,Pre-primary Level,West,Born in Germany or immigrated <1950,0.94307,811,924,0.92812,0.95802
2013,Pre-primary Level,West,Not born in Germany,0.05693,113,924,0.04198,0.07188
2013,Pre-primary Level,East,Born in Germany or immigrated <1950,0.95515,135,135,0.92010,0.99019
2013,Primary Level,West,Born in Germany or immigrated <1950,0.43193,197,567,0.39112,0.47274
2013,Primary Level,West,Not born in Germany,0.56807,370,567,0.52726,0.60888
2013,Primary Level,East,Born in Germany or immigrated <1950,0.89694,46,46,0.80810,0.98577
2013,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.73380,2101,3380,0.71890,0.74870
2013,Lower Secondary Level,West,Not born in Germany,0.26620,1279,3380,0.25130,0.28110
2013,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.90870,340,427,0.88135,0.93606
2013,Lower Secondary Level,East,Not born in Germany,0.09130,87,427,0.06394,0.11865
2013,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.87718,8876,10975,0.87104,0.88332
2013,Upper Secondary Level,West,Not born in Germany,0.12282,2099,10975,0.11668,0.12896
2013,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97670,3047,3189,0.97147,0.98194
2013,Upper Secondary Level,East,Not born in Germany,0.02330,142,3189,0.01806,0.02853
2013,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.74664,1296,2045,0.72779,0.76550
2013,Post-secondary Non-tertiary Level,West,Not born in Germany,0.25336,749,2045,0.23450,0.27221
2013,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.91521,261,317,0.88450,0.94593
2013,Post-secondary Non-tertiary Level,East,Not born in Germany,0.08479,56,317,0.05407,0.11550
2013,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92443,1169,1291,0.91001,0.93886
2013,First Stage of Tertiary Education,West,Not born in Germany,0.07557,122,1291,0.06114,0.08999
2013,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99259,428,428,0.98445,1.00072
2013,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.83907,4059,5308,0.82918,0.84896
2013,Second Stage of Tertiary Education,West,Not born in Germany,0.16093,1249,5308,0.15104,0.17082
2013,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94827,1422,1554,0.93725,0.95928
2013,Second Stage of Tertiary Education,East,Not born in Germany,0.05173,132,1554,0.04072,0.06275
2014,No answer / don't know,West,Born in Germany or immigrated <1950,0.79706,391,524,0.76260,0.83153
2014,No answer / don't know,West,Not born in Germany,0.20294,133,524,0.16847,0.23740
2014,No answer / don't know,East,Born in Germany or immigrated <1950,0.93188,89,89,0.87924,0.98452
2014,Pre-primary Level,West,Born in Germany or immigrated <1950,0.92187,673,767,0.90287,0.94088
2014,Pre-primary Level,West,Not born in Germany,0.07813,94,767,0.05912,0.09713
2014,Pre-primary Level,East,Born in Germany or immigrated <1950,0.95123,103,103,0.90942,0.99303
2014,Primary Level,West,Born in Germany or immigrated <1950,0.44958,174,448,0.40346,0.49569
2014,Primary Level,West,Not born in Germany,0.55042,274,448,0.50431,0.59654
2014,Primary Level,East,Born in Germany or immigrated <1950,0.91123,45,45,0.82719,0.99527
2014,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.73385,1846,2833,0.71757,0.75013
2014,Lower Secondary Level,West,Not born in Germany,0.26615,987,2833,0.24987,0.28243
2014,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.91174,333,400,0.88390,0.93957
2014,Lower Secondary Level,East,Not born in Germany,0.08826,67,400,0.06043,0.11610
2014,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.87532,7959,9693,0.86874,0.88189
2014,Upper Secondary Level,West,Not born in Germany,0.12468,1734,9693,0.11811,0.13126
2014,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97621,2744,2855,0.97061,0.98180
2014,Upper Secondary Level,East,Not born in Germany,0.02379,111,2855,0.01820,0.02939
2014,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.75837,1161,1750,0.73831,0.77843
2014,Post-secondary Non-tertiary Level,West,Not born in Germany,0.24163,589,1750,0.22157,0.26169
2014,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.93256,254,296,0.90394,0.96118
2014,Post-secondary Non-tertiary Level,East,Not born in Germany,0.06744,42,296,0.03882,0.09606
2014,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91394,1074,1185,0.89796,0.92991
2014,First Stage of Tertiary Education,West,Not born in Germany,0.08606,111,1185,0.07009,0.10204
2014,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99275,402,402,0.98444,1.00105
2014,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84074,3750,4786,0.83037,0.85110
2014,Second Stage of Tertiary Education,West,Not born in Germany,0.15926,1036,4786,0.14890,0.16963
2014,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94328,1324,1441,0.93133,0.95523
2014,Second Stage of Tertiary Education,East,Not born in Germany,0.05672,117,1441,0.04477,0.06867
2015,No answer / don't know,West,Born in Germany or immigrated <1950,0.84749,422,559,0.81766,0.87732
2015,No answer / don't know,West,Not born in Germany,0.15251,137,559,0.12268,0.18234
2015,No answer / don't know,East,Born in Germany or immigrated <1950,0.95898,77,77,0.91440,1.00357
2015,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93913,565,654,0.92079,0.95747
2015,Pre-primary Level,West,Not born in Germany,0.06087,89,654,0.04253,0.07921
2015,Pre-primary Level,East,Born in Germany or immigrated <1950,0.95554,111,111,0.91703,0.99406
2015,Primary Level,West,Born in Germany or immigrated <1950,0.44469,156,480,0.40019,0.48920
2015,Primary Level,West,Not born in Germany,0.55531,324,480,0.51080,0.59981
2015,Primary Level,East,Born in Germany or immigrated <1950,0.93475,41,41,0.85821,1.01128
2015,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.72497,1720,2722,0.70820,0.74175
2015,Lower Secondary Level,West,Not born in Germany,0.27503,1002,2722,0.25825,0.29180
2015,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.91596,318,383,0.88813,0.94378
2015,Lower Secondary Level,East,Not born in Germany,0.08404,65,383,0.05622,0.11187
2015,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.87124,7552,9427,0.86447,0.87800
2015,Upper Secondary Level,West,Not born in Germany,0.12876,1875,9427,0.12200,0.13553
2015,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97031,2599,2748,0.96397,0.97666
2015,Upper Secondary Level,East,Not born in Germany,0.02969,149,2748,0.02334,0.03603
2015,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.73123,1108,1869,0.71113,0.75133
2015,Post-secondary Non-tertiary Level,West,Not born in Germany,0.26877,761,1869,0.24867,0.28887
2015,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.89954,233,287,0.86470,0.93438
2015,Post-secondary Non-tertiary Level,East,Not born in Germany,0.10046,54,287,0.06562,0.13530
2015,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91035,1026,1131,0.89369,0.92700
2015,First Stage of Tertiary Education,West,Not born in Germany,0.08965,105,1131,0.07300,0.10631
2015,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99027,393,393,0.98056,0.99999
2015,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.83211,3636,5004,0.82176,0.84247
2015,Second Stage of Tertiary Education,West,Not born in Germany,0.16789,1368,5004,0.15753,0.17824
2015,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.93014,1275,1418,0.91687,0.94341
2015,Second Stage of Tertiary Education,East,Not born in Germany,0.06986,143,1418,0.05659,0.08313
2016,No answer / don't know,West,Born in Germany or immigrated <1950,0.85044,387,706,0.82411,0.87676
2016,No answer / don't know,West,Not born in Germany,0.14956,319,706,0.12324,0.17589
2016,No answer / don't know,East,Born in Germany or immigrated <1950,0.93950,81,132,0.89867,0.98033
2016,No answer / don't know,East,Not born in Germany,0.06050,51,132,0.01967,0.10133
2016,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93121,549,733,0.91287,0.94954
2016,Pre-primary Level,West,Not born in Germany,0.06879,184,733,0.05046,0.08713
2016,Pre-primary Level,East,Born in Germany or immigrated <1950,0.95708,103,135,0.92277,0.99140
2016,Pre-primary Level,East,Not born in Germany,0.04292,32,135,0.00860,0.07723
2016,Primary Level,West,Born in Germany or immigrated <1950,0.40832,129,1210,0.38062,0.43603
2016,Primary Level,West,Not born in Germany,0.59168,1081,1210,0.56397,0.61938
2016,Primary Level,East,Born in Germany or immigrated <1950,0.77538,34,232,0.72156,0.82920
2016,Primary Level,East,Not born in Germany,0.22462,198,232,0.17080,0.27844
2016,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.72133,1611,2859,0.70490,0.73777
2016,Lower Secondary Level,West,Not born in Germany,0.27867,1248,2859,0.26223,0.29510
2016,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.90423,297,433,0.87648,0.93198
2016,Lower Secondary Level,East,Not born in Germany,0.09577,136,433,0.06802,0.12352
2016,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.87150,6907,8898,0.86454,0.87845
2016,Upper Secondary Level,West,Not born in Germany,0.12850,1991,8898,0.12155,0.13546
2016,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97009,2433,2646,0.96359,0.97658
2016,Upper Secondary Level,East,Not born in Germany,0.02991,213,2646,0.02342,0.03641
2016,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.71713,1058,1806,0.69635,0.73791
2016,Post-secondary Non-tertiary Level,West,Not born in Germany,0.28287,748,1806,0.26209,0.30365
2016,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.88714,224,287,0.85046,0.92381
2016,Post-secondary Non-tertiary Level,East,Not born in Germany,0.11286,63,287,0.07619,0.14954
2016,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90865,935,1034,0.89108,0.92622
2016,First Stage of Tertiary Education,West,Not born in Germany,0.09135,99,1034,0.07378,0.10892
2016,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99066,365,365,0.98078,1.00054
2016,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.82470,3422,5048,0.81421,0.83519
2016,Second Stage of Tertiary Education,West,Not born in Germany,0.17530,1626,5048,0.16481,0.18579
2016,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.92170,1212,1440,0.90782,0.93558
2016,Second Stage of Tertiary Education,East,Not born in Germany,0.07830,228,1440,0.06442,0.09218
2017,No answer / don't know,West,Born in Germany or immigrated <1950,0.83538,404,733,0.80851,0.86224
2017,No answer / don't know,West,Not born in Germany,0.16462,329,733,0.13776,0.19149
2017,No answer / don't know,East,Born in Germany or immigrated <1950,0.92199,81,126,0.87498,0.96901
2017,No answer / don't know,East,Not born in Germany,0.07801,45,126,0.03099,0.12502
2017,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93038,604,779,0.91250,0.94826
2017,Pre-primary Level,West,Not born in Germany,0.06962,175,779,0.05174,0.08750
2017,Pre-primary Level,East,Born in Germany or immigrated <1950,0.97619,128,128,0.94968,1.00271
2017,Primary Level,West,Born in Germany or immigrated <1950,0.37118,157,1644,0.34782,0.39454
2017,Primary Level,West,Not born in Germany,0.62882,1487,1644,0.60546,0.65218
2017,Primary Level,East,Born in Germany or immigrated <1950,0.76197,44,284,0.71235,0.81159
2017,Primary Level,East,Not born in Germany,0.23803,240,284,0.18841,0.28765
2017,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.71475,1738,3198,0.69909,0.73040
2017,Lower Secondary Level,West,Not born in Germany,0.28525,1460,3198,0.26960,0.30091
2017,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.89987,333,503,0.87361,0.92613
2017,Lower Secondary Level,East,Not born in Germany,0.10013,170,503,0.07387,0.12639
2017,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.87320,7735,9802,0.86662,0.87979
2017,Upper Secondary Level,West,Not born in Germany,0.12680,2067,9802,0.12021,0.13338
2017,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96811,2721,2957,0.96178,0.97445
2017,Upper Secondary Level,East,Not born in Germany,0.03189,236,2957,0.02555,0.03822
2017,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.73104,1270,1973,0.71147,0.75061
2017,Post-secondary Non-tertiary Level,West,Not born in Germany,0.26896,703,1973,0.24939,0.28853
2017,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.89554,280,339,0.86294,0.92815
2017,Post-secondary Non-tertiary Level,East,Not born in Germany,0.10446,59,339,0.07185,0.13706
2017,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90270,1032,1131,0.88542,0.91998
2017,First Stage of Tertiary Education,West,Not born in Germany,0.09730,99,1131,0.08002,0.11458
2017,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99050,393,393,0.98090,1.00011
2017,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.82638,3991,5720,0.81657,0.83620
2017,Second Stage of Tertiary Education,West,Not born in Germany,0.17362,1729,5720,0.16380,0.18343
2017,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.92826,1302,1531,0.91533,0.94119
2017,Second Stage of Tertiary Education,East,Not born in Germany,0.07174,229,1531,0.05881,0.08467
2018,No answer / don't know,West,Born in Germany or immigrated <1950,0.81628,425,777,0.78903,0.84353
2018,No answer / don't know,West,Not born in Germany,0.18372,352,777,0.15647,0.21097
2018,No answer / don't know,East,Born in Germany or immigrated <1950,0.94307,86,136,0.90399,0.98216
2018,No answer / don't know,East,Not born in Germany,0.05693,50,136,0.01784,0.09601
2018,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93007,487,641,0.91031,0.94983
2018,Pre-primary Level,West,Not born in Germany,0.06993,154,641,0.05017,0.08969
2018,Pre-primary Level,East,Born in Germany or immigrated <1950,0.98912,121,121,0.97056,1.00768
2018,Primary Level,West,Born in Germany or immigrated <1950,0.34857,170,1581,0.32507,0.37207
2018,Primary Level,West,Not born in Germany,0.65143,1411,1581,0.62793,0.67493
2018,Primary Level,East,Born in Germany or immigrated <1950,0.74605,41,253,0.69231,0.79979
2018,Primary Level,East,Not born in Germany,0.25395,212,253,0.20021,0.30769
2018,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.72263,1701,3038,0.70670,0.73855
2018,Lower Secondary Level,West,Not born in Germany,0.27737,1337,3038,0.26145,0.29330
2018,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.90410,372,538,0.87919,0.92900
2018,Lower Secondary Level,East,Not born in Germany,0.09590,166,538,0.07100,0.12081
2018,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.86605,7360,9286,0.85912,0.87298
2018,Upper Secondary Level,West,Not born in Germany,0.13395,1926,9286,0.12702,0.14088
2018,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96978,2660,2866,0.96351,0.97605
2018,Upper Secondary Level,East,Not born in Germany,0.03022,206,2866,0.02395,0.03649
2018,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.74177,1243,1881,0.72199,0.76155
2018,Post-secondary Non-tertiary Level,West,Not born in Germany,0.25823,638,1881,0.23845,0.27801
2018,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.91467,279,331,0.88453,0.94481
2018,Post-secondary Non-tertiary Level,East,Not born in Germany,0.08533,52,331,0.05519,0.11547
2018,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90128,971,1058,0.88330,0.91926
2018,First Stage of Tertiary Education,West,Not born in Germany,0.09872,87,1058,0.08074,0.11670
2018,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99832,387,387,0.99424,1.00241
2018,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.82340,3896,5489,0.81331,0.83349
2018,Second Stage of Tertiary Education,West,Not born in Germany,0.17660,1593,5489,0.16651,0.18669
2018,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.91281,1264,1488,0.89847,0.92715
2018,Second Stage of Tertiary Education,East,Not born in Germany,0.08719,224,1488,0.07285,0.10153
2019,Not included in this version of the questionnaire,West,Born in Germany or immigrated <1950,0.93003,118,215,0.89585,0.96421
2019,Not included in this version of the questionnaire,West,Not born in Germany,0.06997,97,215,0.03579,0.10415
2019,Not included in this version of the questionnaire,East,Born in Germany or immigrated <1950,0.93969,35,35,0.85967,1.01971
2019,No answer / don't know,West,Born in Germany or immigrated <1950,0.81092,361,671,0.78127,0.84057
2019,No answer / don't know,West,Not born in Germany,0.18908,310,671,0.15943,0.21873
2019,No answer / don't know,East,Born in Germany or immigrated <1950,0.87376,104,149,0.82026,0.92727
2019,No answer / don't know,East,Not born in Germany,0.12624,45,149,0.07273,0.17974
2019,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93108,441,507,0.90901,0.95316
2019,Pre-primary Level,West,Not born in Germany,0.06892,66,507,0.04684,0.09099
2019,Pre-primary Level,East,Born in Germany or immigrated <1950,0.96494,97,97,0.92814,1.00173
2019,Primary Level,West,Born in Germany or immigrated <1950,0.31204,143,1499,0.28858,0.33550
2019,Primary Level,West,Not born in Germany,0.68796,1356,1499,0.66450,0.71142
2019,Primary Level,East,Born in Germany or immigrated <1950,0.75025,39,221,0.69305,0.80745
2019,Primary Level,East,Not born in Germany,0.24975,182,221,0.19255,0.30695
2019,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.72835,1569,2718,0.71163,0.74508
2019,Lower Secondary Level,West,Not born in Germany,0.27165,1149,2718,0.25492,0.28837
2019,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.88674,356,497,0.85885,0.91463
2019,Lower Secondary Level,East,Not born in Germany,0.11326,141,497,0.08537,0.14115
2019,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.86564,7298,8980,0.85859,0.87269
2019,Upper Secondary Level,West,Not born in Germany,0.13436,1682,8980,0.12731,0.14141
2019,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97200,2516,2687,0.96577,0.97824
2019,Upper Secondary Level,East,Not born in Germany,0.02800,171,2687,0.02176,0.03423
2019,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.73727,1345,1919,0.71758,0.75697
2019,Post-secondary Non-tertiary Level,West,Not born in Germany,0.26273,574,1919,0.24303,0.28242
2019,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.92496,287,330,0.89649,0.95343
2019,Post-secondary Non-tertiary Level,East,Not born in Germany,0.07504,43,330,0.04657,0.10351
2019,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91155,1136,1217,0.89559,0.92751
2019,First Stage of Tertiary Education,West,Not born in Germany,0.08845,81,1217,0.07249,0.10441
2019,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99067,435,435,0.98163,0.99972
2019,Second Stage of Tertiary Education,Does not apply,Born in Germany or immigrated <1950,0.91508,31,31,0.81533,1.01484
2019,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.82067,4401,5887,0.81087,0.83047
2019,Second Stage of Tertiary Education,West,Not born in Germany,0.17933,1486,5887,0.16953,0.18913
2019,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.92512,1476,1664,0.91247,0.93777
2019,Second Stage of Tertiary Education,East,Not born in Germany,0.07488,188,1664,0.06223,0.08753
2020,No answer / don't know,West,Born in Germany or immigrated <1950,0.78192,307,958,0.75576,0.80808
2020,No answer / don't know,West,Not born in Germany,0.21808,651,958,0.19192,0.24424
2020,No answer / don't know,East,Born in Germany or immigrated <1950,0.93403,85,156,0.89495,0.97311
2020,No answer / don't know,East,Not born in Germany,0.06597,71,156,0.02689,0.10505
2020,Pre-primary Level,West,Born in Germany or immigrated <1950,0.91992,466,619,0.89852,0.94132
2020,Pre-primary Level,West,Not born in Germany,0.08008,153,619,0.05868,0.10148
2020,Pre-primary Level,East,Born in Germany or immigrated <1950,0.96717,116,149,0.93847,0.99588
2020,Pre-primary Level,East,Not born in Germany,0.03283,33,149,0.00412,0.06153
2020,Primary Level,West,Born in Germany or immigrated <1950,0.34158,132,1591,0.31827,0.36489
2020,Primary Level,West,Not born in Germany,0.65842,1459,1591,0.63511,0.68173
2020,Primary Level,East,Born in Germany or immigrated <1950,0.68189,32,240,0.62285,0.74094
2020,Primary Level,East,Not born in Germany,0.31811,208,240,0.25906,0.37715
2020,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.72639,1438,2843,0.71000,0.74278
2020,Lower Secondary Level,West,Not born in Germany,0.27361,1405,2843,0.25722,0.29000
2020,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.89602,334,492,0.86902,0.92302
2020,Lower Secondary Level,East,Not born in Germany,0.10398,158,492,0.07698,0.13098
2020,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.87818,6721,8836,0.87136,0.88500
2020,Upper Secondary Level,West,Not born in Germany,0.12182,2115,8836,0.11500,0.12864
2020,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96979,2310,2545,0.96314,0.97644
2020,Upper Secondary Level,East,Not born in Germany,0.03021,235,2545,0.02356,0.03686
2020,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.78154,1304,2032,0.76357,0.79951
2020,Post-secondary Non-tertiary Level,West,Not born in Germany,0.21846,728,2032,0.20049,0.23643
2020,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.93315,266,325,0.90596,0.96035
2020,Post-secondary Non-tertiary Level,East,Not born in Germany,0.06685,59,325,0.03965,0.09404
2020,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92236,994,1069,0.90631,0.93841
2020,First Stage of Tertiary Education,West,Not born in Germany,0.07764,75,1069,0.06159,0.09369
2020,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.98901,388,388,0.97863,0.99940
2020,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.83267,4196,6114,0.82331,0.84203
2020,Second Stage of Tertiary Education,West,Not born in Germany,0.16733,1918,6114,0.15797,0.17669
2020,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.93582,1377,1648,0.92398,0.94765
2020,Second Stage of Tertiary Education,East,Not born in Germany,0.06418,271,1648,0.05235,0.07602
2021,No answer / don't know,West,Born in Germany or immigrated <1950,0.68054,271,703,0.64605,0.71504
2021,No answer / don't know,West,Not born in Germany,0.31946,432,703,0.28496,0.35395
2021,No answer / don't know,East,Born in Germany or immigrated <1950,0.82247,77,119,0.75352,0.89141
2021,No answer / don't know,East,Not born in Germany,0.17753,42,119,0.10859,0.24648
2021,Pre-primary Level,West,Born in Germany or immigrated <1950,0.88009,256,347,0.84585,0.91432
2021,Pre-primary Level,West,Not born in Germany,0.11991,91,347,0.08568,0.15415
2021,Pre-primary Level,East,Born in Germany or immigrated <1950,0.93904,79,79,0.88594,0.99213
2021,Primary Level,West,Born in Germany or immigrated <1950,0.35789,82,925,0.32698,0.38880
2021,Primary Level,West,Not born in Germany,0.64211,843,925,0.61120,0.67302
2021,Primary Level,East,Not born in Germany,0.30772,104,104,0.21858,0.39685
2021,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.69158,868,1625,0.66912,0.71405
2021,Lower Secondary Level,West,Not born in Germany,0.30842,757,1625,0.28595,0.33088
2021,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.88591,200,270,0.84792,0.92391
