year,quintil_oecd,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,3rd Quintile,female,Born in Germany or immigrated <1950,0.75893,2200,2647,0.74263,0.77523
2015,3rd Quintile,female,Not born in Germany,0.09759,447,2647,0.08628,0.10889
2015,4th Quintile,male,Born in Germany or immigrated <1950,0.80660,2097,2328,0.79055,0.82265
2015,4th Quintile,male,Not born in Germany,0.06492,231,2328,0.05491,0.07493
2015,4th Quintile,female,Born in Germany or immigrated <1950,0.79715,2235,2523,0.78145,0.81284
2015,4th Quintile,female,Not born in Germany,0.07947,288,2523,0.06892,0.09003
2015,5th Quintile,male,Born in Germany or immigrated <1950,0.83551,2367,2577,0.82119,0.84982
2015,5th Quintile,male,Not born in Germany,0.06588,210,2577,0.05630,0.07546
2015,5th Quintile,female,Born in Germany or immigrated <1950,0.82789,2347,2594,0.81336,0.84242
2015,5th Quintile,female,Not born in Germany,0.07322,247,2594,0.06319,0.08324
2016,1st Quintile,male,Born in Germany or immigrated <1950,0.57773,1372,2203,0.55710,0.59836
2016,1st Quintile,male,Not born in Germany,0.21293,831,2203,0.19583,0.23003
2016,1st Quintile,female,Born in Germany or immigrated <1950,0.60977,1997,3031,0.59240,0.62714
2016,1st Quintile,female,Not born in Germany,0.19997,1034,3031,0.18573,0.21422
2016,2nd Quintile,male,Born in Germany or immigrated <1950,0.66176,1736,2313,0.64247,0.68104
2016,2nd Quintile,male,Not born in Germany,0.16314,577,2313,0.14808,0.17820
2016,2nd Quintile,female,Born in Germany or immigrated <1950,0.71028,2221,2918,0.69382,0.72675
2016,2nd Quintile,female,Not born in Germany,0.14908,697,2918,0.13615,0.16200
2016,3rd Quintile,male,Born in Germany or immigrated <1950,0.72586,1787,2154,0.70702,0.74470
2016,3rd Quintile,male,Not born in Germany,0.10166,367,2154,0.08890,0.11443
2016,3rd Quintile,female,Born in Germany or immigrated <1950,0.74656,2110,2552,0.72968,0.76344
2016,3rd Quintile,female,Not born in Germany,0.11628,442,2552,0.10384,0.12872
2016,4th Quintile,male,Born in Germany or immigrated <1950,0.78873,1992,2263,0.77190,0.80555
2016,4th Quintile,male,Not born in Germany,0.07957,271,2263,0.06842,0.09072
2016,4th Quintile,female,Born in Germany or immigrated <1950,0.78629,2099,2447,0.77005,0.80254
2016,4th Quintile,female,Not born in Germany,0.09164,348,2447,0.08020,0.10307
2016,5th Quintile,male,Born in Germany or immigrated <1950,0.82665,2217,2452,0.81166,0.84164
2016,5th Quintile,male,Not born in Germany,0.07884,235,2452,0.06817,0.08950
2016,5th Quintile,female,Born in Germany or immigrated <1950,0.81812,2212,2475,0.80292,0.83332
2016,5th Quintile,female,Not born in Germany,0.08000,263,2475,0.06931,0.09069
2017,1st Quintile,male,Born in Germany or immigrated <1950,0.55950,1303,2996,0.54172,0.57728
2017,1st Quintile,male,Not born in Germany,0.22858,1693,2996,0.21354,0.24362
2017,1st Quintile,female,Born in Germany or immigrated <1950,0.59415,1914,3481,0.57783,0.61046
2017,1st Quintile,female,Not born in Germany,0.21664,1567,3481,0.20296,0.23033
2017,2nd Quintile,male,Born in Germany or immigrated <1950,0.65906,1649,2241,0.63943,0.67869
2017,2nd Quintile,male,Not born in Germany,0.16602,592,2241,0.15061,0.18143
2017,2nd Quintile,female,Born in Germany or immigrated <1950,0.68661,2083,2789,0.66939,0.70383
2017,2nd Quintile,female,Not born in Germany,0.16041,706,2789,0.14678,0.17403
2017,3rd Quintile,male,Born in Germany or immigrated <1950,0.72749,1740,2070,0.70830,0.74667
2017,3rd Quintile,male,Not born in Germany,0.10315,330,2070,0.09004,0.11625
2017,3rd Quintile,female,Born in Germany or immigrated <1950,0.74621,2038,2458,0.72901,0.76342
2017,3rd Quintile,female,Not born in Germany,0.11657,420,2458,0.10388,0.12926
2017,4th Quintile,male,Born in Germany or immigrated <1950,0.79683,1873,2109,0.77965,0.81401
2017,4th Quintile,male,Not born in Germany,0.08638,236,2109,0.07439,0.09837
2017,4th Quintile,female,Born in Germany or immigrated <1950,0.80217,2035,2309,0.78592,0.81843
2017,4th Quintile,female,Not born in Germany,0.08681,274,2309,0.07532,0.09830
2017,5th Quintile,male,Born in Germany or immigrated <1950,0.82698,2100,2295,0.81150,0.84246
2017,5th Quintile,male,Not born in Germany,0.06635,195,2295,0.05617,0.07654
2017,5th Quintile,female,Born in Germany or immigrated <1950,0.81517,2054,2297,0.79929,0.83104
2017,5th Quintile,female,Not born in Germany,0.08811,243,2297,0.07651,0.09970
2018,1st Quintile,male,Born in Germany or immigrated <1950,0.56969,1415,3584,0.55348,0.58590
2018,1st Quintile,male,Not born in Germany,0.21964,2169,3584,0.20609,0.23320
2018,1st Quintile,female,Born in Germany or immigrated <1950,0.60678,1991,3871,0.59139,0.62217
2018,1st Quintile,female,Not born in Germany,0.21265,1880,3871,0.19976,0.22554
2018,2nd Quintile,male,Born in Germany or immigrated <1950,0.66457,1837,2451,0.64588,0.68327
2018,2nd Quintile,male,Not born in Germany,0.15868,614,2451,0.14421,0.17315
2018,2nd Quintile,female,Born in Germany or immigrated <1950,0.69484,2329,3004,0.67837,0.71131
2018,2nd Quintile,female,Not born in Germany,0.14712,675,3004,0.13445,0.15979
2018,3rd Quintile,male,Born in Germany or immigrated <1950,0.71523,1880,2250,0.69657,0.73388
2018,3rd Quintile,male,Not born in Germany,0.11169,370,2250,0.09867,0.12471
2018,3rd Quintile,female,Born in Germany or immigrated <1950,0.75069,2178,2645,0.73420,0.76718
2018,3rd Quintile,female,Not born in Germany,0.12111,467,2645,0.10867,0.13354
2018,4th Quintile,male,Born in Germany or immigrated <1950,0.79621,2068,2313,0.77979,0.81263
2018,4th Quintile,male,Not born in Germany,0.07630,245,2313,0.06547,0.08712
2018,4th Quintile,female,Born in Germany or immigrated <1950,0.77963,2190,2486,0.76333,0.79592
2018,4th Quintile,female,Not born in Germany,0.09670,296,2486,0.08508,0.10832
2018,5th Quintile,male,Born in Germany or immigrated <1950,0.83404,2386,2587,0.81970,0.84838
2018,5th Quintile,male,Not born in Germany,0.07258,201,2587,0.06258,0.08258
2018,5th Quintile,female,Born in Germany or immigrated <1950,0.81011,2309,2544,0.79487,0.82536
2018,5th Quintile,female,Not born in Germany,0.08876,235,2544,0.07771,0.09982
2019,1st Quintile,male,Born in Germany or immigrated <1950,0.55098,1366,3589,0.53470,0.56725
2019,1st Quintile,male,Not born in Germany,0.23218,2223,3589,0.21836,0.24599
2019,1st Quintile,female,Born in Germany or immigrated <1950,0.59963,1899,3785,0.58402,0.61524
2019,1st Quintile,female,Not born in Germany,0.21398,1886,3785,0.20091,0.22704
2019,2nd Quintile,male,Born in Germany or immigrated <1950,0.64878,1723,2266,0.62912,0.66844
2019,2nd Quintile,male,Not born in Germany,0.16806,543,2266,0.15266,0.18346
2019,2nd Quintile,female,Born in Germany or immigrated <1950,0.70471,2181,2789,0.68778,0.72164
2019,2nd Quintile,female,Not born in Germany,0.14192,608,2789,0.12896,0.15487
2019,3rd Quintile,male,Born in Germany or immigrated <1950,0.72102,1781,2089,0.70178,0.74026
2019,3rd Quintile,male,Not born in Germany,0.11468,308,2089,0.10101,0.12834
2019,3rd Quintile,female,Born in Germany or immigrated <1950,0.72940,2079,2448,0.71180,0.74700
2019,3rd Quintile,female,Not born in Germany,0.13587,369,2448,0.12229,0.14944
2019,4th Quintile,male,Born in Germany or immigrated <1950,0.78331,1868,2063,0.76552,0.80109
2019,4th Quintile,male,Not born in Germany,0.08304,195,2063,0.07113,0.09495
2019,4th Quintile,female,Born in Germany or immigrated <1950,0.77363,2031,2282,0.75645,0.79080
2019,4th Quintile,female,Not born in Germany,0.08860,251,2282,0.07694,0.10026
2019,5th Quintile,male,Born in Germany or immigrated <1950,0.82664,2247,2448,0.81164,0.84164
2019,5th Quintile,male,Not born in Germany,0.07819,201,2448,0.06755,0.08883
2019,5th Quintile,female,Born in Germany or immigrated <1950,0.80150,2172,2426,0.78562,0.81737
2019,5th Quintile,female,Not born in Germany,0.10383,254,2426,0.09169,0.11597
2020,1st Quintile,male,Born in Germany or immigrated <1950,0.56806,1290,3311,0.55118,0.58493
2020,1st Quintile,male,Not born in Germany,0.21927,2021,3311,0.20517,0.23336
2020,1st Quintile,female,Born in Germany or immigrated <1950,0.62067,1856,3481,0.60455,0.63679
2020,1st Quintile,female,Not born in Germany,0.20464,1625,3481,0.19123,0.21804
2020,2nd Quintile,male,Born in Germany or immigrated <1950,0.66654,1716,2245,0.64704,0.68605
2020,2nd Quintile,male,Not born in Germany,0.13880,529,2245,0.12450,0.15311
2020,2nd Quintile,female,Born in Germany or immigrated <1950,0.71755,2169,2717,0.70062,0.73448
2020,2nd Quintile,female,Not born in Germany,0.12859,548,2717,0.11600,0.14118
2020,3rd Quintile,male,Born in Germany or immigrated <1950,0.74987,1753,2018,0.73096,0.76877
2020,3rd Quintile,male,Not born in Germany,0.09829,265,2018,0.08529,0.11128
2020,3rd Quintile,female,Born in Germany or immigrated <1950,0.75391,1989,2304,0.73632,0.77150
2020,3rd Quintile,female,Not born in Germany,0.09492,315,2304,0.08295,0.10689
2020,4th Quintile,male,Born in Germany or immigrated <1950,0.78010,2016,2222,0.76287,0.79732
2020,4th Quintile,male,Not born in Germany,0.07471,206,2222,0.06378,0.08565
2020,4th Quintile,female,Born in Germany or immigrated <1950,0.78353,2102,2374,0.76696,0.80010
2020,4th Quintile,female,Not born in Germany,0.08395,272,2374,0.07279,0.09511
2020,5th Quintile,male,Born in Germany or immigrated <1950,0.82341,2934,3173,0.81014,0.83668
2020,5th Quintile,male,Not born in Germany,0.07288,239,3173,0.06384,0.08193
2020,5th Quintile,female,Born in Germany or immigrated <1950,0.79603,2605,2870,0.78129,0.81078
2020,5th Quintile,female,Not born in Germany,0.08942,265,2870,0.07897,0.09986
2021,1st Quintile,male,Born in Germany or immigrated <1950,0.55388,922,2382,0.53391,0.57385
2021,1st Quintile,male,Not born in Germany,0.22850,1460,2382,0.21164,0.24537
2021,1st Quintile,female,Born in Germany or immigrated <1950,0.62995,1326,2535,0.61115,0.64875
2021,1st Quintile,female,Not born in Germany,0.19923,1209,2535,0.18367,0.21478
2021,2nd Quintile,male,Born in Germany or immigrated <1950,0.66888,1199,1659,0.64623,0.69153
2021,2nd Quintile,male,Not born in Germany,0.14097,460,1659,0.12422,0.15773
2021,2nd Quintile,female,Born in Germany or immigrated <1950,0.70357,1477,1979,0.68345,0.72370
2021,2nd Quintile,female,Not born in Germany,0.13786,502,1979,0.12266,0.15305
2021,3rd Quintile,male,Born in Germany or immigrated <1950,0.73304,1239,1482,0.71051,0.75557
2021,3rd Quintile,male,Not born in Germany,0.09611,243,1482,0.08110,0.11112
2021,3rd Quintile,female,Born in Germany or immigrated <1950,0.71493,1439,1731,0.69366,0.73620
2021,3rd Quintile,female,Not born in Germany,0.11525,292,1731,0.10020,0.13029
2021,4th Quintile,male,Born in Germany or immigrated <1950,0.77001,1345,1544,0.74901,0.79101
2021,4th Quintile,male,Not born in Germany,0.09908,199,1544,0.08417,0.11399
2021,4th Quintile,female,Born in Germany or immigrated <1950,0.76745,1496,1701,0.74737,0.78753
2021,4th Quintile,female,Not born in Germany,0.09090,205,1701,0.07723,0.10456
2021,5th Quintile,male,Born in Germany or immigrated <1950,0.80951,2085,2295,0.79344,0.82558
2021,5th Quintile,male,Not born in Germany,0.07512,210,2295,0.06433,0.08591
2021,5th Quintile,female,Born in Germany or immigrated <1950,0.79118,1810,2042,0.77355,0.80882
2021,5th Quintile,female,Not born in Germany,0.10149,232,2042,0.08839,0.11460
2022,1st Quintile,male,Born in Germany or immigrated <1950,0.53381,816,2046,0.51219,0.55543
2022,1st Quintile,male,Not born in Germany,0.25557,1230,2046,0.23667,0.27448
2022,1st Quintile,female,Born in Germany or immigrated <1950,0.60349,1184,2336,0.58365,0.62334
2022,1st Quintile,female,Not born in Germany,0.23460,1152,2336,0.21741,0.25179
2022,2nd Quintile,male,Born in Germany or immigrated <1950,0.69526,1099,1511,0.67204,0.71847
2022,2nd Quintile,male,Not born in Germany,0.14066,412,1511,0.12312,0.15819
2022,2nd Quintile,female,Born in Germany or immigrated <1950,0.72153,1364,1784,0.70072,0.74233
2022,2nd Quintile,female,Not born in Germany,0.13717,420,1784,0.12120,0.15314
2022,3rd Quintile,male,Born in Germany or immigrated <1950,0.72038,1176,1424,0.69706,0.74370
2022,3rd Quintile,male,Not born in Germany,0.11039,248,1424,0.09411,0.12668
2022,3rd Quintile,female,Born in Germany or immigrated <1950,0.77544,1335,1584,0.75489,0.79600
2022,3rd Quintile,female,Not born in Germany,0.09584,249,1584,0.08133,0.11034
2022,4th Quintile,male,Born in Germany or immigrated <1950,0.77205,1325,1523,0.75098,0.79313
2022,4th Quintile,male,Not born in Germany,0.08444,198,1523,0.07047,0.09841
2022,4th Quintile,female,Born in Germany or immigrated <1950,0.76614,1431,1629,0.74557,0.78670
2022,4th Quintile,female,Not born in Germany,0.09193,198,1629,0.07790,0.10597
2022,5th Quintile,male,Born in Germany or immigrated <1950,0.79813,1928,2121,0.78105,0.81522
2022,5th Quintile,male,Not born in Germany,0.09332,193,2121,0.08094,0.10570
2022,5th Quintile,female,Born in Germany or immigrated <1950,0.80831,1751,1937,0.79078,0.82584
2022,5th Quintile,female,Not born in Germany,0.08815,186,1937,0.07552,0.10078
