"germborn","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren oder immigr.<1950","2011","AkademikerIn","weiblich","2662","","",""
"in Deutschland geboren oder immigr.<1950","2011","Hauptschule","maennlich","3653","0.838828563394066","0.827852673964634","0.849804452823497"
"in Deutschland geboren oder immigr.<1950","2011","Hauptschule","weiblich","3995","0.854475873219228","0.844371974791362","0.864579771647095"
"in Deutschland geboren oder immigr.<1950","2011","Realschule","maennlich","2983","","",""
"in Deutschland geboren oder immigr.<1950","2011","Realschule","weiblich","4690","0.955407583488205","0.949618829284275","0.961196337692134"
"nicht in Deutschland geboren","2011","(Fach-)Abitur","maennlich","246","","",""
"nicht in Deutschland geboren","2011","(Fach-)Abitur","weiblich","407","0.214927696539865","0.197711995206414","0.232143397873315"
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","maennlich","102","","",""
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","weiblich","144","","",""
"nicht in Deutschland geboren","2011","AkademikerIn","maennlich","276","","",""
"nicht in Deutschland geboren","2011","AkademikerIn","weiblich","343","0.156233217989252","0.143251751582333","0.169214684396171"
"nicht in Deutschland geboren","2011","Hauptschule","maennlich","658","0.161171436605934","0.150195547176503","0.172147326035366"
"nicht in Deutschland geboren","2011","Hauptschule","weiblich","684","0.145524126780772","0.135420228352905","0.155628025208638"
"nicht in Deutschland geboren","2011","Realschule","maennlich","97","0.0342341964895072","0.0278126635586361","0.0406557294203783"
"nicht in Deutschland geboren","2011","Realschule","weiblich","194","","",""
"in Deutschland geboren oder immigr.<1950","2012","(Fach-)Abitur","maennlich","1186","","",""
"in Deutschland geboren oder immigr.<1950","2012","(Fach-)Abitur","weiblich","1734","","",""
"in Deutschland geboren oder immigr.<1950","2012","(noch) kein Abschluss","maennlich","539","0.811076578386912","0.780363055916687","0.841790100857138"
"in Deutschland geboren oder immigr.<1950","2012","(noch) kein Abschluss","weiblich","583","0.736859668695872","0.704378485398524","0.769340851993221"
"in Deutschland geboren oder immigr.<1950","2012","AkademikerIn","maennlich","2876","","",""
"in Deutschland geboren oder immigr.<1950","2012","AkademikerIn","weiblich","2661","","",""
"in Deutschland geboren oder immigr.<1950","2012","Hauptschule","maennlich","3592","0.832319673307393","0.821046933989002","0.843592412625784"
"in Deutschland geboren oder immigr.<1950","2012","Hauptschule","weiblich","3858","0.840685992690046","0.829977855100267","0.851394130279824"
"in Deutschland geboren oder immigr.<1950","2012","Realschule","maennlich","2974","","",""
"in Deutschland geboren oder immigr.<1950","2012","Realschule","weiblich","4551","0.955963146867406","0.950118440766172","0.96180785296864"
"nicht in Deutschland geboren","2012","(Fach-)Abitur","maennlich","240","","",""
"nicht in Deutschland geboren","2012","(Fach-)Abitur","weiblich","397","0.219652838698224","0.202074869313585","0.237230808082862"
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","maennlich","85","0.188923421613088","0.158209899142862","0.219636944083313"
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","weiblich","123","","",""
"nicht in Deutschland geboren","2012","AkademikerIn","maennlich","273","","",""
"nicht in Deutschland geboren","2012","AkademikerIn","weiblich","336","0.156756231146057","0.14373974691678","0.169772715375334"
"nicht in Deutschland geboren","2012","Hauptschule","maennlich","627","0.167680326692607","0.156407587374216","0.178953066010998"
"nicht in Deutschland geboren","2012","Hauptschule","weiblich","629","0.159314007309954","0.148605869720176","0.170022144899733"
"nicht in Deutschland geboren","2012","Realschule","maennlich","97","0.0353822219514154","0.0288482334641089","0.041916210438722"
"nicht in Deutschland geboren","2012","Realschule","weiblich","183","","",""
"in Deutschland geboren oder immigr.<1950","2013","(Fach-)Abitur","maennlich","1237","","",""
"in Deutschland geboren oder immigr.<1950","2013","(Fach-)Abitur","weiblich","1751","","",""
"in Deutschland geboren oder immigr.<1950","2013","(noch) kein Abschluss","maennlich","595","0.745987782227345","0.716602662523867","0.775372901930824"
"in Deutschland geboren oder immigr.<1950","2013","(noch) kein Abschluss","weiblich","617","0.69952915744309","0.669855744442836","0.729202570443344"
"in Deutschland geboren oder immigr.<1950","2013","AkademikerIn","maennlich","2871","","",""
"in Deutschland geboren oder immigr.<1950","2013","AkademikerIn","weiblich","2649","","",""
"in Deutschland geboren oder immigr.<1950","2013","Hauptschule","maennlich","3441","0.835031592401449","0.824329247376043","0.845733937426855"
"in Deutschland geboren oder immigr.<1950","2013","Hauptschule","weiblich","3650","0.849051751087609","0.838972285492609","0.859131216682608"
"in Deutschland geboren oder immigr.<1950","2013","Realschule","maennlich","2913","","",""
"in Deutschland geboren oder immigr.<1950","2013","Realschule","weiblich","4441","0.959393403095047","0.953780956301079","0.965005849889016"
"nicht in Deutschland geboren","2013","(Fach-)Abitur","maennlich","628","0.226091224439162","0.207106888450396","0.245075560427928"
"nicht in Deutschland geboren","2013","(Fach-)Abitur","weiblich","849","0.24477510717683","0.228248519581215","0.261301694772446"
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","maennlich","248","","",""
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","weiblich","300","0.30047084255691","0.270797429556656","0.330144255557164"
"nicht in Deutschland geboren","2013","AkademikerIn","maennlich","569","0.127223439281654","0.116088086698601","0.138358791864707"
"nicht in Deutschland geboren","2013","AkademikerIn","weiblich","773","0.159224782755563","0.14696582998456","0.171483735526567"
"nicht in Deutschland geboren","2013","Hauptschule","maennlich","1179","","",""
"nicht in Deutschland geboren","2013","Hauptschule","weiblich","1196","","",""
"nicht in Deutschland geboren","2013","Realschule","maennlich","188","","",""
"nicht in Deutschland geboren","2013","Realschule","weiblich","310","0.0406065969049526","0.0349941501109843","0.046219043698921"
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","maennlich","1182","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","weiblich","1592","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","maennlich","480","0.722255239054264","0.688442026777514","0.756068451331015"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","weiblich","534","0.695667768116573","0.663040829324329","0.728294706908817"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","maennlich","2632","","",""
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","weiblich","2484","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","maennlich","3099","0.830738576496312","0.819177058772228","0.842300094220397"
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","weiblich","3276","0.84788031656958","0.837044744410197","0.858715888728962"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","maennlich","2624","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","weiblich","3925","0.96106660976258","0.955189184856949","0.966944034668211"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","maennlich","511","0.235634078753582","0.215418353786676","0.255849803720488"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","weiblich","669","0.235174208530228","0.217692900805381","0.252655516255075"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","maennlich","194","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","weiblich","230","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","maennlich","468","0.121178195034388","0.109690579407862","0.132665810660913"
"nicht in Deutschland geboren","2014","AkademikerIn","weiblich","643","0.163428616530022","0.150468774589865","0.176388458470179"
"nicht in Deutschland geboren","2014","Hauptschule","maennlich","942","0.169261423503688","0.157699905779603","0.180822941227772"
"nicht in Deutschland geboren","2014","Hauptschule","weiblich","944","0.15211968343042","0.141284111271038","0.162955255589803"
"nicht in Deutschland geboren","2014","Realschule","maennlich","164","","",""
"nicht in Deutschland geboren","2014","Realschule","weiblich","236","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","maennlich","1141","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","weiblich","1558","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","maennlich","398","0.710431496874987","0.674319746197876","0.746543247552098"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","weiblich","490","0.692651694605867","0.659827047549947","0.725476341661788"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","maennlich","2567","","",""
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","weiblich","2384","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","maennlich","2876","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","weiblich","3026","0.843960369591375","0.832676260092689","0.855244479090061"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","maennlich","2523","","",""
"in Deutschland geboren oder immigr.<1950","2015","Realschule","weiblich","3741","0.95680881498067","0.950486827741577","0.963130802219764"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","maennlich","634","0.25074249865469","0.230578417494023","0.270906579815356"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","weiblich","838","0.25255650579738","0.235159554511516","0.269953457083245"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","maennlich","208","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","weiblich","269","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","maennlich","631","0.127544187461866","0.11598277441509","0.139105600508641"
"nicht in Deutschland geboren","2015","AkademikerIn","weiblich","840","0.178357975808822","0.165143858321703","0.191572093295941"
"nicht in Deutschland geboren","2015","Hauptschule","maennlich","1021","","",""
"nicht in Deutschland geboren","2015","Hauptschule","weiblich","947","0.156039630408625","0.144755520909939","0.167323739907311"
"nicht in Deutschland geboren","2015","Realschule","maennlich","153","","",""
"nicht in Deutschland geboren","2015","Realschule","weiblich","231","","",""
"in Deutschland geboren oder immigr.<1950","2016","(Fach-)Abitur","maennlich","1061","","",""
"in Deutschland geboren oder immigr.<1950","2016","(Fach-)Abitur","weiblich","1481","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","maennlich","395","0.701556310799323","0.674770317708405","0.72834230389024"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","weiblich","442","0.671730915876072","0.644567160727073","0.698894671025071"
"in Deutschland geboren oder immigr.<1950","2016","AkademikerIn","maennlich","2413","","",""
"in Deutschland geboren oder immigr.<1950","2016","AkademikerIn","weiblich","2262","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","maennlich","2648","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","weiblich","2760","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","maennlich","2318","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","weiblich","3477","0.961747280760509","0.955548534367911","0.967946027153106"
"nicht in Deutschland geboren","2016","(Fach-)Abitur","maennlich","802","0.244956196756242","0.225427558865535","0.26448483464695"
"nicht in Deutschland geboren","2016","(Fach-)Abitur","weiblich","878","0.251735623979471","0.234221678455875","0.269249569503066"
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","maennlich","726","0.298443689200677","0.27165769610976","0.325229682291595"
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","weiblich","706","0.328269084123928","0.301105328974929","0.355432839272927"
"nicht in Deutschland geboren","2016","AkademikerIn","maennlich","881","0.136881384007318","0.125143394166266","0.148619373848369"
"nicht in Deutschland geboren","2016","AkademikerIn","weiblich","932","0.183869820908405","0.17043550425987","0.197304137556939"
"nicht in Deutschland geboren","2016","Hauptschule","maennlich","1235","","",""
"nicht in Deutschland geboren","2016","Hauptschule","weiblich","1026","","",""
"nicht in Deutschland geboren","2016","Realschule","maennlich","131","","",""
"nicht in Deutschland geboren","2016","Realschule","weiblich","201","","",""
"in Deutschland geboren oder immigr.<1950","2017","(Fach-)Abitur","maennlich","1313","","",""
"in Deutschland geboren oder immigr.<1950","2017","(Fach-)Abitur","weiblich","1749","","",""
"in Deutschland geboren oder immigr.<1950","2017","(noch) kein Abschluss","maennlich","457","0.675484704162827","0.650950917793244","0.70001849053241"
"in Deutschland geboren oder immigr.<1950","2017","(noch) kein Abschluss","weiblich","507","0.643822353118527","0.619114712190169","0.668529994046885"
"in Deutschland geboren oder immigr.<1950","2017","AkademikerIn","maennlich","2765","","",""
"in Deutschland geboren oder immigr.<1950","2017","AkademikerIn","weiblich","2573","","",""
"in Deutschland geboren oder immigr.<1950","2017","Hauptschule","maennlich","2811","","",""
"in Deutschland geboren oder immigr.<1950","2017","Hauptschule","weiblich","2856","","",""
"in Deutschland geboren oder immigr.<1950","2017","Realschule","maennlich","2720","","",""
"in Deutschland geboren oder immigr.<1950","2017","Realschule","weiblich","3956","0.960622374847219","0.95471500938076","0.966529740313678"
"nicht in Deutschland geboren","2017","(Fach-)Abitur","maennlich","832","0.239318441507896","0.221262340750494","0.257374542265297"
"nicht in Deutschland geboren","2017","(Fach-)Abitur","weiblich","947","0.257192147774976","0.240693238185808","0.273691057364143"
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","maennlich","942","0.324515295837173","0.29998150946759","0.349049082206756"
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","weiblich","936","0.356177646881473","0.331470005953115","0.380885287809831"
"nicht in Deutschland geboren","2017","AkademikerIn","maennlich","966","0.135290121398363","0.124315141841033","0.146265100955692"
"nicht in Deutschland geboren","2017","AkademikerIn","weiblich","947","0.181368036475364","0.168638825524319","0.194097247426409"
"nicht in Deutschland geboren","2017","Hauptschule","maennlich","1305","","",""
"nicht in Deutschland geboren","2017","Hauptschule","weiblich","1139","","",""
"nicht in Deutschland geboren","2017","Realschule","maennlich","137","","",""
"nicht in Deutschland geboren","2017","Realschule","weiblich","208","","",""
"in Deutschland geboren oder immigr.<1950","2018","(Fach-)Abitur","maennlich","1285","","",""
"in Deutschland geboren oder immigr.<1950","2018","(Fach-)Abitur","weiblich","1743","","",""
"in Deutschland geboren oder immigr.<1950","2018","(noch) kein Abschluss","maennlich","415","0.645141446356383","0.619319985791408","0.670962906921359"
"in Deutschland geboren oder immigr.<1950","2018","(noch) kein Abschluss","weiblich","430","0.611407675388028","0.584911147524747","0.637904203251308"
"in Deutschland geboren oder immigr.<1950","2018","AkademikerIn","maennlich","2688","","",""
"in Deutschland geboren oder immigr.<1950","2018","AkademikerIn","weiblich","2522","","",""
"in Deutschland geboren oder immigr.<1950","2018","Hauptschule","maennlich","2661","","",""
"in Deutschland geboren oder immigr.<1950","2018","Hauptschule","weiblich","2734","","",""
"in Deutschland geboren oder immigr.<1950","2018","Realschule","maennlich","2606","","",""
"in Deutschland geboren oder immigr.<1950","2018","Realschule","weiblich","3827","0.956317977966157","0.95000221820968","0.962633737722634"
"nicht in Deutschland geboren","2018","(Fach-)Abitur","maennlich","779","0.228116593595716","0.210013719297077","0.246219467894354"
"nicht in Deutschland geboren","2018","(Fach-)Abitur","weiblich","841","0.24919700190953","0.232519298664172","0.265874705154887"
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","maennlich","904","0.354858553643617","0.329037093078641","0.380680014208592"
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","weiblich","870","0.388592324611972","0.362095796748692","0.415088852475253"
"nicht in Deutschland geboren","2018","AkademikerIn","maennlich","867","0.141161638397156","0.129715938594763","0.15260733819955"
"nicht in Deutschland geboren","2018","AkademikerIn","weiblich","901","0.185183037790027","0.172170102381574","0.198195973198479"
"nicht in Deutschland geboren","2018","Hauptschule","maennlich","1220","","",""
"nicht in Deutschland geboren","2018","Hauptschule","weiblich","1019","","",""
"nicht in Deutschland geboren","2018","Realschule","maennlich","129","","",""
"nicht in Deutschland geboren","2018","Realschule","weiblich","196","","",""
"in Deutschland geboren oder immigr.<1950","2019","(Fach-)Abitur","maennlich","1452","","",""
"in Deutschland geboren oder immigr.<1950","2019","(Fach-)Abitur","weiblich","1830","","",""
"in Deutschland geboren oder immigr.<1950","2019","(noch) kein Abschluss","maennlich","386","0.621616351851678","0.594784316140533","0.648448387562823"
"in Deutschland geboren oder immigr.<1950","2019","(noch) kein Abschluss","weiblich","370","0.569975479618074","0.541473103321765","0.598477855914383"
"in Deutschland geboren oder immigr.<1950","2019","AkademikerIn","maennlich","3233","0.85235180155218","0.841419481289692","0.863284121814669"
"in Deutschland geboren oder immigr.<1950","2019","AkademikerIn","weiblich","2745","","",""
"in Deutschland geboren oder immigr.<1950","2019","Hauptschule","maennlich","2572","","",""
"in Deutschland geboren oder immigr.<1950","2019","Hauptschule","weiblich","2488","","",""
"in Deutschland geboren oder immigr.<1950","2019","Realschule","maennlich","2762","","",""
"in Deutschland geboren oder immigr.<1950","2019","Realschule","weiblich","3796","0.956688468377967","0.950361262824918","0.963015673931017"
"nicht in Deutschland geboren","2019","(Fach-)Abitur","maennlich","671","0.225748562115554","0.207964678782259","0.24353244544885"
"nicht in Deutschland geboren","2019","(Fach-)Abitur","weiblich","743","0.239631704227819","0.223138222781572","0.256125185674066"
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","maennlich","869","0.378383648148322","0.351551612437177","0.405215683859467"
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","weiblich","789","0.430024520381926","0.401522144085617","0.458526896678235"
"nicht in Deutschland geboren","2019","AkademikerIn","maennlich","812","0.14764819844782","0.136715878185331","0.158580518710308"
"nicht in Deutschland geboren","2019","AkademikerIn","weiblich","817","0.181250151630274","0.168599411371421","0.193900891889128"
"nicht in Deutschland geboren","2019","Hauptschule","maennlich","1072","","",""
"nicht in Deutschland geboren","2019","Hauptschule","weiblich","846","0.180609853110103","0.167551711271845","0.193667994948362"
"nicht in Deutschland geboren","2019","Realschule","maennlich","120","","",""
"nicht in Deutschland geboren","2019","Realschule","weiblich","180","","",""
"in Deutschland geboren oder immigr.<1950","2020","(Fach-)Abitur","maennlich","1330","","",""
"in Deutschland geboren oder immigr.<1950","2020","(Fach-)Abitur","weiblich","1768","","",""
"in Deutschland geboren oder immigr.<1950","2020","(noch) kein Abschluss","maennlich","389","0.632841693972276","0.607936386085812","0.65774700185874"
"in Deutschland geboren oder immigr.<1950","2020","(noch) kein Abschluss","weiblich","384","0.606477684257731","0.578686002576633","0.634269365938829"
"in Deutschland geboren oder immigr.<1950","2020","AkademikerIn","maennlich","2989","","",""
"in Deutschland geboren oder immigr.<1950","2020","AkademikerIn","weiblich","2668","","",""
"in Deutschland geboren oder immigr.<1950","2020","Hauptschule","maennlich","2291","","",""
"in Deutschland geboren oder immigr.<1950","2020","Hauptschule","weiblich","2279","","",""
"in Deutschland geboren oder immigr.<1950","2020","Realschule","maennlich","2502","","",""
"in Deutschland geboren oder immigr.<1950","2020","Realschule","weiblich","3519","0.957139394340991","0.950604303098676","0.963674485583306"
"nicht in Deutschland geboren","2020","(Fach-)Abitur","maennlich","1027","","",""
"nicht in Deutschland geboren","2020","(Fach-)Abitur","weiblich","955","0.222053972723941","0.206443060646038","0.237664884801845"
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","maennlich","1050","","",""
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","weiblich","803","0.393522315742269","0.365730634061171","0.421313997423367"
"nicht in Deutschland geboren","2020","AkademikerIn","maennlich","1124","","",""
"nicht in Deutschland geboren","2020","AkademikerIn","weiblich","1014","","",""
"nicht in Deutschland geboren","2020","Hauptschule","maennlich","1267","","",""
"nicht in Deutschland geboren","2020","Hauptschule","weiblich","951","0.17620298962968","0.163063951528663","0.189342027730696"
"nicht in Deutschland geboren","2020","Realschule","maennlich","137","","",""
"nicht in Deutschland geboren","2020","Realschule","weiblich","171","","",""
