year,pgisced97,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.33472,52,204,0.26980,0.39963
2004,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.77157,257,307,0.72453,0.81861
2004,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.22843,50,307,0.18139,0.27547
2004,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.84208,406,464,0.80887,0.87530
2004,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.15792,58,464,0.12470,0.19113
2004,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90152,784,849,0.88147,0.92158
2004,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.09848,65,849,0.07842,0.11853
2004,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93251,2338,2471,0.92262,0.94240
2004,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.06749,133,2471,0.05760,0.07738
2005,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.79243,109,109,0.71594,0.86892
2005,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.90528,114,114,0.85128,0.95927
2005,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.89947,87,87,0.83592,0.96302
2005,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.96329,109,109,0.92782,0.99875
2005,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.96834,176,176,0.94240,0.99428
2005,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.40606,52,136,0.32322,0.48890
2005,Primary Level,1st Quintile,Not born in Germany,0.59394,84,136,0.51110,0.67678
2005,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.70036,512,739,0.66731,0.73341
2005,Lower Secondary Level,1st Quintile,Not born in Germany,0.29964,227,739,0.26659,0.33269
2005,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.79882,464,599,0.76669,0.83095
2005,Lower Secondary Level,2nd Quintile,Not born in Germany,0.20118,135,599,0.16905,0.23331
2005,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.77225,329,431,0.73261,0.81189
2005,Lower Secondary Level,3rd Quintile,Not born in Germany,0.22775,102,431,0.18811,0.26739
2005,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.85480,326,394,0.81997,0.88963
2005,Lower Secondary Level,4th Quintile,Not born in Germany,0.14520,68,394,0.11037,0.18003
2005,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.82600,193,228,0.77668,0.87532
2005,Lower Secondary Level,5th Quintile,Not born in Germany,0.17400,35,228,0.12468,0.22332
2005,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.83137,1365,1597,0.81300,0.84974
2005,Upper Secondary Level,1st Quintile,Not born in Germany,0.16863,232,1597,0.15026,0.18700
2005,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.88517,1843,2088,0.87149,0.89884
2005,Upper Secondary Level,2nd Quintile,Not born in Germany,0.11483,245,2088,0.10116,0.12851
2005,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.93019,2003,2163,0.91944,0.94093
2005,Upper Secondary Level,3rd Quintile,Not born in Germany,0.06981,160,2163,0.05907,0.08056
2005,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93895,2107,2252,0.92906,0.94884
2005,Upper Secondary Level,4th Quintile,Not born in Germany,0.06105,145,2252,0.05116,0.07094
2005,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94931,2054,2146,0.94003,0.95860
2005,Upper Secondary Level,5th Quintile,Not born in Germany,0.05069,92,2146,0.04140,0.05997
2005,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.56784,83,138,0.48489,0.65079
2005,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.43216,55,138,0.34921,0.51511
2005,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.69575,120,168,0.62597,0.76554
2005,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.30425,48,168,0.23446,0.37403
2005,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.78290,163,207,0.72660,0.83920
2005,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.21710,44,207,0.16080,0.27340
2005,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.80785,202,239,0.75779,0.85790
2005,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.19215,37,239,0.14210,0.24221
2005,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.92374,347,347,0.89577,0.95171
2005,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.80159,91,91,0.71920,0.88399
2005,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89126,213,213,0.84935,0.93316
2005,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.90609,278,278,0.87174,0.94044
2005,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.93641,397,397,0.91237,0.96044
2005,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91347,448,480,0.88829,0.93864
2005,First Stage of Tertiary Education,5th Quintile,Not born in Germany,0.08653,32,480,0.06136,0.11171
2005,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.69255,165,212,0.63028,0.75481
2005,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.30745,47,212,0.24519,0.36972
2005,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.77635,254,301,0.72920,0.82351
2005,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.22365,47,301,0.17649,0.27080
2005,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.84792,425,481,0.81580,0.88005
2005,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.15208,56,481,0.11995,0.18420
2005,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90878,743,802,0.88884,0.92872
2005,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.09122,59,802,0.07128,0.11116
2005,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92801,2240,2370,0.91761,0.93842
2005,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.07199,130,2370,0.06158,0.08239
2006,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.82956,101,101,0.75586,0.90326
2006,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.92854,92,92,0.87561,0.98147
2006,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92399,87,87,0.86797,0.98000
2006,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.96066,122,122,0.92601,0.99530
2006,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.97529,148,148,0.95019,1.00038
2006,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.39873,46,117,0.30963,0.48783
2006,Primary Level,1st Quintile,Not born in Germany,0.60127,71,117,0.51217,0.69037
2006,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.72436,484,664,0.69035,0.75837
2006,Lower Secondary Level,1st Quintile,Not born in Germany,0.27564,180,664,0.24163,0.30965
2006,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.77798,427,575,0.74399,0.81198
2006,Lower Secondary Level,2nd Quintile,Not born in Germany,0.22202,148,575,0.18802,0.25601
2006,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.75915,355,451,0.71965,0.79866
2006,Lower Secondary Level,3rd Quintile,Not born in Germany,0.24085,96,451,0.20134,0.28035
2006,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.84970,270,320,0.81048,0.88892
2006,Lower Secondary Level,4th Quintile,Not born in Germany,0.15030,50,320,0.11108,0.18952
2006,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.83064,170,201,0.77866,0.88263
2006,Lower Secondary Level,5th Quintile,Not born in Germany,0.16936,31,201,0.11737,0.22134
2006,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.82382,1372,1609,0.80520,0.84244
2006,Upper Secondary Level,1st Quintile,Not born in Germany,0.17618,237,1609,0.15756,0.19480
2006,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.90078,1730,1919,0.88740,0.91416
2006,Upper Secondary Level,2nd Quintile,Not born in Germany,0.09922,189,1919,0.08584,0.11260
2006,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91189,1865,2024,0.89954,0.92424
2006,Upper Secondary Level,3rd Quintile,Not born in Germany,0.08811,159,2024,0.07576,0.10046
2006,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93834,1981,2107,0.92806,0.94861
2006,Upper Secondary Level,4th Quintile,Not born in Germany,0.06166,126,2107,0.05139,0.07194
2006,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94380,1988,2088,0.93392,0.95368
2006,Upper Secondary Level,5th Quintile,Not born in Germany,0.05620,100,2088,0.04632,0.06608
2006,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.61938,84,126,0.53426,0.70450
2006,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.38062,42,126,0.29550,0.46574
2006,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.68049,115,169,0.60998,0.75100
2006,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.31951,54,169,0.24900,0.39002
2006,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.76452,152,189,0.70387,0.82518
2006,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.23548,37,189,0.17482,0.29613
2006,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.88341,212,212,0.84010,0.92671
2006,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.89168,310,310,0.85703,0.92633
2006,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.83272,91,91,0.75561,0.90983
2006,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.88912,193,193,0.84471,0.93353
2006,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.90610,266,266,0.87098,0.94122
2006,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90275,355,355,0.87188,0.93361
2006,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91676,434,467,0.89168,0.94184
2006,First Stage of Tertiary Education,5th Quintile,Not born in Germany,0.08324,33,467,0.05816,0.10832
2006,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.62953,145,189,0.56049,0.69856
2006,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.37047,44,189,0.30144,0.43951
2006,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.81639,255,297,0.77228,0.86050
2006,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.18361,42,297,0.13950,0.22772
2006,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.85376,461,515,0.82322,0.88431
2006,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.14624,54,515,0.11569,0.17678
2006,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.88573,713,779,0.86337,0.90808
2006,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.11427,66,779,0.09192,0.13663
2006,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92589,2150,2275,0.91512,0.93666
2006,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.07411,125,2275,0.06334,0.08488
2007,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.84223,111,111,0.77410,0.91035
2007,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.90060,107,107,0.84364,0.95756
2007,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.95643,116,116,0.91912,0.99374
2007,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.98202,132,132,0.95927,1.00478
2007,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.99071,134,134,0.97440,1.00701
2007,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.41157,48,113,0.32043,0.50272
2007,Primary Level,1st Quintile,Not born in Germany,0.58843,65,113,0.49728,0.67957
2007,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.75055,516,692,0.71829,0.78281
2007,Lower Secondary Level,1st Quintile,Not born in Germany,0.24945,176,692,0.21719,0.28171
2007,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.74914,437,576,0.71370,0.78457
2007,Lower Secondary Level,2nd Quintile,Not born in Germany,0.25086,139,576,0.21543,0.28630
2007,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.77544,365,449,0.73680,0.81409
2007,Lower Secondary Level,3rd Quintile,Not born in Germany,0.22456,84,449,0.18591,0.26320
2007,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.82757,297,351,0.78799,0.86715
2007,Lower Secondary Level,4th Quintile,Not born in Germany,0.17243,54,351,0.13285,0.21201
2007,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.84485,164,164,0.78927,0.90044
2007,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.84577,1524,1755,0.82887,0.86267
2007,Upper Secondary Level,1st Quintile,Not born in Germany,0.15423,231,1755,0.13733,0.17113
2007,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.88474,1832,2031,0.87085,0.89863
2007,Upper Secondary Level,2nd Quintile,Not born in Germany,0.11526,199,2031,0.10137,0.12915
2007,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91898,2031,2194,0.90756,0.93040
2007,Upper Secondary Level,3rd Quintile,Not born in Germany,0.08102,163,2194,0.06960,0.09244
2007,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93457,2119,2241,0.92433,0.94481
2007,Upper Secondary Level,4th Quintile,Not born in Germany,0.06543,122,2241,0.05519,0.07567
2007,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.95726,2016,2100,0.94861,0.96591
2007,Upper Secondary Level,5th Quintile,Not born in Germany,0.04274,84,2100,0.03409,0.05139
2007,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.62075,105,155,0.54412,0.69738
2007,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.37925,50,155,0.30262,0.45588
2007,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.66939,122,181,0.60066,0.73811
2007,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.33061,59,181,0.26189,0.39934
2007,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80166,177,216,0.74836,0.85496
2007,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.19834,39,216,0.14504,0.25164
2007,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.88624,238,270,0.84830,0.92419
2007,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.11376,32,270,0.07581,0.15170
2007,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.89925,320,320,0.86622,0.93228
2007,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.79284,104,104,0.71458,0.87111
2007,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.88086,222,222,0.83814,0.92357
2007,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.93893,303,303,0.91192,0.96594
2007,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91430,357,392,0.88655,0.94204
2007,First Stage of Tertiary Education,4th Quintile,Not born in Germany,0.08570,35,392,0.05796,0.11345
2007,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92771,422,422,0.90297,0.95245
2007,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.64516,157,213,0.58075,0.70956
2007,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.35484,56,213,0.29044,0.41925
2007,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.78891,287,332,0.74495,0.83287
2007,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.21109,45,332,0.16713,0.25505
2007,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.87768,494,548,0.85023,0.90514
2007,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.12232,54,548,0.09486,0.14977
2007,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.92542,864,927,0.90850,0.94234
2007,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.07458,63,927,0.05766,0.09150
2007,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92684,2243,2369,0.91635,0.93732
2007,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.07316,126,2369,0.06268,0.08365
2008,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.91459,102,102,0.86008,0.96910
2008,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.95120,96,96,0.90787,0.99452
2008,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.98333,112,112,0.95950,1.00715
2008,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.98171,108,108,0.95632,1.00710
2008,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.99630,122,122,0.98547,1.00712
2008,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.37018,44,102,0.27601,0.46435
2008,Primary Level,1st Quintile,Not born in Germany,0.62982,58,102,0.53565,0.72399
2008,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.69638,466,652,0.66106,0.73170
2008,Lower Secondary Level,1st Quintile,Not born in Germany,0.30362,186,652,0.26830,0.33894
2008,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.80569,436,537,0.77220,0.83919
2008,Lower Secondary Level,2nd Quintile,Not born in Germany,0.19431,101,537,0.16081,0.22780
2008,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.75680,355,439,0.71662,0.79697
2008,Lower Secondary Level,3rd Quintile,Not born in Germany,0.24320,84,439,0.20303,0.28338
2008,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.84039,240,279,0.79733,0.88344
2008,Lower Secondary Level,4th Quintile,Not born in Germany,0.15961,39,279,0.11656,0.20267
2008,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.86820,139,139,0.81176,0.92464
2008,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.83838,1396,1605,0.82037,0.85640
2008,Upper Secondary Level,1st Quintile,Not born in Germany,0.16162,209,1605,0.14360,0.17963
2008,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.89683,1809,1985,0.88344,0.91021
2008,Upper Secondary Level,2nd Quintile,Not born in Germany,0.10317,176,1985,0.08979,0.11656
2008,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91351,1980,2125,0.90156,0.92547
2008,Upper Secondary Level,3rd Quintile,Not born in Germany,0.08649,145,2125,0.07453,0.09844
2008,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93310,1962,2083,0.92237,0.94384
2008,Upper Secondary Level,4th Quintile,Not born in Germany,0.06690,121,2083,0.05616,0.07763
2008,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.96375,1872,1935,0.95542,0.97208
2008,Upper Secondary Level,5th Quintile,Not born in Germany,0.03625,63,1935,0.02792,0.04458
2008,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.61631,93,143,0.53633,0.69630
2008,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.38369,50,143,0.30370,0.46367
2008,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.61436,115,166,0.54009,0.68863
2008,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.38564,51,166,0.31137,0.45991
2008,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.77765,154,192,0.71868,0.83662
2008,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.22235,38,192,0.16338,0.28132
2008,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.88529,222,256,0.84618,0.92440
2008,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.11471,34,256,0.07560,0.15382
2008,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.93898,316,316,0.91254,0.96541
2008,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.83773,99,99,0.76473,0.91073
2008,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.86199,186,186,0.81228,0.91169
2008,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.93772,306,306,0.91059,0.96484
2008,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.89576,316,348,0.86361,0.92792
2008,First Stage of Tertiary Education,4th Quintile,Not born in Germany,0.10424,32,348,0.07208,0.13639
2008,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93879,395,395,0.91512,0.96246
2008,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.62131,147,203,0.55442,0.68821
2008,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.37869,56,203,0.31179,0.44558
2008,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.85025,308,339,0.81221,0.88829
2008,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.14975,31,339,0.11171,0.18779
2008,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.84588,529,594,0.81682,0.87494
2008,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.15412,65,594,0.12506,0.18318
2008,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.92921,736,782,0.91122,0.94719
2008,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.07079,46,782,0.05281,0.08878
2008,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93601,2159,2274,0.92595,0.94607
2008,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.06399,115,2274,0.05393,0.07405
2009,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.87508,88,88,0.80560,0.94455
2009,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.91979,89,89,0.86304,0.97654
2009,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.98642,92,92,0.96264,1.01020
2009,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.97426,107,107,0.94412,1.00441
2009,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.94105,110,110,0.89683,0.98527
2009,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.39266,42,97,0.29497,0.49034
2009,Primary Level,1st Quintile,Not born in Germany,0.60734,55,97,0.50966,0.70503
2009,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.72994,454,605,0.69453,0.76535
2009,Lower Secondary Level,1st Quintile,Not born in Germany,0.27006,151,605,0.23465,0.30547
2009,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.75948,376,472,0.72088,0.79808
2009,Lower Secondary Level,2nd Quintile,Not born in Germany,0.24052,96,472,0.20192,0.27912
2009,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80601,299,369,0.76561,0.84641
2009,Lower Secondary Level,3rd Quintile,Not born in Germany,0.19399,70,369,0.15359,0.23439
2009,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.83889,223,258,0.79394,0.88384
2009,Lower Secondary Level,4th Quintile,Not born in Germany,0.16111,35,258,0.11616,0.20606
2009,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.92685,114,114,0.87884,0.97486
2009,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.84900,1369,1561,0.83123,0.86676
2009,Upper Secondary Level,1st Quintile,Not born in Germany,0.15100,192,1561,0.13324,0.16877
2009,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.88844,1726,1881,0.87420,0.90267
2009,Upper Secondary Level,2nd Quintile,Not born in Germany,0.11156,155,1881,0.09733,0.12580
2009,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92214,1796,1901,0.91009,0.93419
2009,Upper Secondary Level,3rd Quintile,Not born in Germany,0.07786,105,1901,0.06581,0.08991
2009,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.94532,1880,1985,0.93532,0.95533
2009,Upper Secondary Level,4th Quintile,Not born in Germany,0.05468,105,1985,0.04467,0.06468
2009,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.95762,1676,1734,0.94813,0.96710
2009,Upper Secondary Level,5th Quintile,Not born in Germany,0.04238,58,1734,0.03290,0.05187
2009,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.55632,73,114,0.46471,0.64792
2009,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.44368,41,114,0.35208,0.53529
2009,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.66131,105,148,0.58480,0.73782
2009,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.33869,43,148,0.26218,0.41520
2009,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.87673,158,194,0.83035,0.92311
2009,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.12327,36,194,0.07689,0.16965
2009,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.90808,201,201,0.86803,0.94812
2009,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.88283,290,290,0.84574,0.91991
2009,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.81329,101,101,0.73691,0.88966
2009,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.86887,191,191,0.82087,0.91686
2009,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.93859,271,271,0.90995,0.96723
2009,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.93207,319,319,0.90441,0.95972
2009,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93738,354,354,0.91211,0.96265
2009,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.71516,176,217,0.65497,0.77535
2009,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.28484,41,217,0.22465,0.34503
2009,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.81557,282,318,0.77288,0.85827
2009,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.18443,36,318,0.14173,0.22712
2009,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.84784,496,546,0.81769,0.87800
