year,age_gr,regtyp,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.89318,1205,1546,0.87778,0.90859
2022,17-29 y.,Rural regions,Not born in Germany,0.10671,341,1546,0.09131,0.12210
2022,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.71744,3125,6347,0.70637,0.72852
2022,30-45 y.,Urban regions,Not born in Germany,0.28122,3222,6347,0.27016,0.29228
2022,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.82350,1995,2618,0.80889,0.83811
2022,30-45 y.,Rural regions,Not born in Germany,0.17650,623,2618,0.16189,0.19111
2022,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.77857,4672,6025,0.76809,0.78906
2022,46-65 y.,Urban regions,Not born in Germany,0.22143,1353,6025,0.21094,0.23191
2022,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89226,2791,3173,0.88147,0.90305
2022,46-65 y.,Rural regions,Not born in Germany,0.10691,382,3173,0.09615,0.11766
2022,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88216,2310,2586,0.86973,0.89459
2022,66 and older,Urban regions,Not born in Germany,0.11784,276,2586,0.10541,0.13027
2022,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93045,1454,1560,0.91783,0.94308
2022,66 and older,Rural regions,Not born in Germany,0.06955,106,1560,0.05692,0.08217
