"germborn","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren","1999","(Fach-)Abitur","kein Migrationshintergrund","825","1","1","1"
"in Deutschland geboren","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1999","(Fach-)Abitur","indirekter Migrationshintergrund","74","1","1","1"
"in Deutschland geboren","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1999","AkademikerIn","kein Migrationshintergrund","1754","1","1","1"
"in Deutschland geboren","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1999","AkademikerIn","indirekter Migrationshintergrund","26","","",""
"in Deutschland geboren","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","direkter Migrationshintergrund","406","1","1","1"
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1999","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","Hauptschule","direkter Migrationshintergrund","1141","1","1","1"
"nicht in Deutschland geboren","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1999","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","Realschule","direkter Migrationshintergrund","133","1","1","1"
"nicht in Deutschland geboren","1999","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","(Fach-)Abitur","direkter Migrationshintergrund","237","1","1","1"
"nicht in Deutschland geboren","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","AkademikerIn","direkter Migrationshintergrund","179","1","1","1"
"nicht in Deutschland geboren","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2000","(noch) kein Abschluss","kein Migrationshintergrund","459","1","1","1"
"in Deutschland geboren","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","77","1","1","1"
"in Deutschland geboren","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2000","Hauptschule","kein Migrationshintergrund","8595","1","1","1"
"in Deutschland geboren","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2000","Hauptschule","indirekter Migrationshintergrund","337","1","1","1"
"in Deutschland geboren","2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2000","Realschule","kein Migrationshintergrund","5802","1","1","1"
"in Deutschland geboren","2000","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2000","Realschule","indirekter Migrationshintergrund","232","1","1","1"
"in Deutschland geboren","2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2000","(Fach-)Abitur","kein Migrationshintergrund","1731","1","1","1"
"in Deutschland geboren","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2000","(Fach-)Abitur","indirekter Migrationshintergrund","123","1","1","1"
"in Deutschland geboren","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2000","AkademikerIn","kein Migrationshintergrund","3365","1","1","1"
"in Deutschland geboren","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2000","AkademikerIn","indirekter Migrationshintergrund","53","1","1","1"
"in Deutschland geboren","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","direkter Migrationshintergrund","382","1","1","1"
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2000","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","Hauptschule","direkter Migrationshintergrund","1747","1","1","1"
"nicht in Deutschland geboren","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2000","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","Realschule","direkter Migrationshintergrund","255","1","1","1"
"nicht in Deutschland geboren","2000","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","(Fach-)Abitur","direkter Migrationshintergrund","498","1","1","1"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","AkademikerIn","direkter Migrationshintergrund","398","1","1","1"
"nicht in Deutschland geboren","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2001","(noch) kein Abschluss","kein Migrationshintergrund","518","1","1","1"
"in Deutschland geboren","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","77","1","1","1"
"in Deutschland geboren","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2001","Hauptschule","kein Migrationshintergrund","7530","1","1","1"
"in Deutschland geboren","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2001","Hauptschule","indirekter Migrationshintergrund","301","1","1","1"
"in Deutschland geboren","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2001","Realschule","kein Migrationshintergrund","5344","1","1","1"
"in Deutschland geboren","2001","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2001","Realschule","indirekter Migrationshintergrund","203","1","1","1"
"in Deutschland geboren","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2001","(Fach-)Abitur","kein Migrationshintergrund","1644","1","1","1"
"in Deutschland geboren","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2001","(Fach-)Abitur","indirekter Migrationshintergrund","120","1","1","1"
"in Deutschland geboren","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2001","AkademikerIn","kein Migrationshintergrund","3133","1","1","1"
"in Deutschland geboren","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2001","AkademikerIn","indirekter Migrationshintergrund","56","1","1","1"
"in Deutschland geboren","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","direkter Migrationshintergrund","276","1","1","1"
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2001","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","Hauptschule","direkter Migrationshintergrund","1562","1","1","1"
"nicht in Deutschland geboren","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2001","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","Realschule","direkter Migrationshintergrund","230","1","1","1"
"nicht in Deutschland geboren","2001","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","(Fach-)Abitur","direkter Migrationshintergrund","458","1","1","1"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","AkademikerIn","direkter Migrationshintergrund","361","1","1","1"
"nicht in Deutschland geboren","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2002","(noch) kein Abschluss","kein Migrationshintergrund","562","1","1","1"
"in Deutschland geboren","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","88","1","1","1"
"in Deutschland geboren","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2002","Hauptschule","kein Migrationshintergrund","7218","1","1","1"
"in Deutschland geboren","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2002","Hauptschule","indirekter Migrationshintergrund","261","1","1","1"
"in Deutschland geboren","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2002","Realschule","kein Migrationshintergrund","5556","1","1","1"
"in Deutschland geboren","2002","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2002","Realschule","indirekter Migrationshintergrund","207","1","1","1"
"in Deutschland geboren","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2002","(Fach-)Abitur","kein Migrationshintergrund","1886","1","1","1"
"in Deutschland geboren","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2002","(Fach-)Abitur","indirekter Migrationshintergrund","129","1","1","1"
"in Deutschland geboren","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2002","AkademikerIn","kein Migrationshintergrund","4100","1","1","1"
"in Deutschland geboren","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2002","AkademikerIn","indirekter Migrationshintergrund","66","1","1","1"
"in Deutschland geboren","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","direkter Migrationshintergrund","259","1","1","1"
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2002","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","Hauptschule","direkter Migrationshintergrund","1440","1","1","1"
"nicht in Deutschland geboren","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2002","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","Realschule","direkter Migrationshintergrund","227","1","1","1"
"nicht in Deutschland geboren","2002","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","(Fach-)Abitur","direkter Migrationshintergrund","441","1","1","1"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","AkademikerIn","direkter Migrationshintergrund","393","1","1","1"
"nicht in Deutschland geboren","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2003","(noch) kein Abschluss","kein Migrationshintergrund","584","1","1","1"
"in Deutschland geboren","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","80","1","1","1"
"in Deutschland geboren","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2003","Hauptschule","kein Migrationshintergrund","6841","1","1","1"
"in Deutschland geboren","2003","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2003","Hauptschule","indirekter Migrationshintergrund","257","1","1","1"
"in Deutschland geboren","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2003","Realschule","kein Migrationshintergrund","5370","1","1","1"
"in Deutschland geboren","2003","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2003","Realschule","indirekter Migrationshintergrund","204","1","1","1"
"in Deutschland geboren","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2003","(Fach-)Abitur","kein Migrationshintergrund","1867","1","1","1"
"in Deutschland geboren","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2003","(Fach-)Abitur","indirekter Migrationshintergrund","137","1","1","1"
"in Deutschland geboren","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2003","AkademikerIn","kein Migrationshintergrund","3921","1","1","1"
"in Deutschland geboren","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2003","AkademikerIn","indirekter Migrationshintergrund","63","1","1","1"
"in Deutschland geboren","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","direkter Migrationshintergrund","234","1","1","1"
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2003","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","Hauptschule","direkter Migrationshintergrund","1360","1","1","1"
"nicht in Deutschland geboren","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2003","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","Realschule","direkter Migrationshintergrund","210","1","1","1"
"nicht in Deutschland geboren","2003","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2003","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","(Fach-)Abitur","direkter Migrationshintergrund","406","1","1","1"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2003","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","AkademikerIn","direkter Migrationshintergrund","370","1","1","1"
"nicht in Deutschland geboren","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2004","(noch) kein Abschluss","kein Migrationshintergrund","581","1","1","1"
"in Deutschland geboren","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","90","1","1","1"
"in Deutschland geboren","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2004","Hauptschule","kein Migrationshintergrund","6515","1","1","1"
"in Deutschland geboren","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2004","Hauptschule","indirekter Migrationshintergrund","259","1","1","1"
"in Deutschland geboren","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2004","Realschule","kein Migrationshintergrund","5219","1","1","1"
"in Deutschland geboren","2004","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2004","Realschule","indirekter Migrationshintergrund","200","1","1","1"
"in Deutschland geboren","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2004","(Fach-)Abitur","kein Migrationshintergrund","1861","1","1","1"
"in Deutschland geboren","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2004","(Fach-)Abitur","indirekter Migrationshintergrund","142","1","1","1"
"in Deutschland geboren","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2004","AkademikerIn","kein Migrationshintergrund","3876","1","1","1"
"in Deutschland geboren","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2004","AkademikerIn","indirekter Migrationshintergrund","61","1","1","1"
"in Deutschland geboren","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","direkter Migrationshintergrund","238","1","1","1"
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2004","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","Hauptschule","direkter Migrationshintergrund","1299","1","1","1"
"nicht in Deutschland geboren","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2004","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","Realschule","direkter Migrationshintergrund","204","1","1","1"
"nicht in Deutschland geboren","2004","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","(Fach-)Abitur","direkter Migrationshintergrund","395","1","1","1"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","AkademikerIn","direkter Migrationshintergrund","358","1","1","1"
"nicht in Deutschland geboren","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2005","(noch) kein Abschluss","kein Migrationshintergrund","588","1","1","1"
"in Deutschland geboren","2005","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","97","1","1","1"
"in Deutschland geboren","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2005","Hauptschule","kein Migrationshintergrund","6119","1","1","1"
"in Deutschland geboren","2005","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2005","Hauptschule","indirekter Migrationshintergrund","263","1","1","1"
"in Deutschland geboren","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2005","Realschule","kein Migrationshintergrund","4993","1","1","1"
"in Deutschland geboren","2005","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2005","Realschule","indirekter Migrationshintergrund","196","1","1","1"
"in Deutschland geboren","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2005","(Fach-)Abitur","kein Migrationshintergrund","1782","1","1","1"
"in Deutschland geboren","2005","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2005","(Fach-)Abitur","indirekter Migrationshintergrund","142","1","1","1"
"in Deutschland geboren","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2005","AkademikerIn","kein Migrationshintergrund","3758","1","1","1"
"in Deutschland geboren","2005","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2005","AkademikerIn","indirekter Migrationshintergrund","69","1","1","1"
"in Deutschland geboren","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","direkter Migrationshintergrund","220","1","1","1"
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2005","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","Hauptschule","direkter Migrationshintergrund","1189","1","1","1"
"nicht in Deutschland geboren","2005","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2005","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","Realschule","direkter Migrationshintergrund","197","1","1","1"
"nicht in Deutschland geboren","2005","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","direkter Migrationshintergrund","372","1","1","1"
"nicht in Deutschland geboren","2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","direkter Migrationshintergrund","339","1","1","1"
"nicht in Deutschland geboren","2005","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2006","(noch) kein Abschluss","kein Migrationshintergrund","609","1","1","1"
"in Deutschland geboren","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","95","1","1","1"
"in Deutschland geboren","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2006","Hauptschule","kein Migrationshintergrund","6700","1","1","1"
"in Deutschland geboren","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2006","Hauptschule","indirekter Migrationshintergrund","261","1","1","1"
"in Deutschland geboren","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2006","Realschule","kein Migrationshintergrund","5377","1","1","1"
"in Deutschland geboren","2006","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2006","Realschule","indirekter Migrationshintergrund","206","1","1","1"
"in Deutschland geboren","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2006","(Fach-)Abitur","kein Migrationshintergrund","1904","1","1","1"
"in Deutschland geboren","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2006","(Fach-)Abitur","indirekter Migrationshintergrund","151","1","1","1"
"in Deutschland geboren","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2006","AkademikerIn","kein Migrationshintergrund","4135","1","1","1"
"in Deutschland geboren","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2006","AkademikerIn","indirekter Migrationshintergrund","76","1","1","1"
"in Deutschland geboren","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","direkter Migrationshintergrund","189","1","1","1"
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2006","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","Hauptschule","direkter Migrationshintergrund","1173","1","1","1"
"nicht in Deutschland geboren","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2006","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","Realschule","direkter Migrationshintergrund","199","1","1","1"
"nicht in Deutschland geboren","2006","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","direkter Migrationshintergrund","401","1","1","1"
"nicht in Deutschland geboren","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","kein Migrationshintergrund","","","",""
