year,pgisced97,regtyp,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.12702,280,3114,0.11533,0.13872
2007,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.92053,1211,1275,0.90568,0.93538
2007,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.07947,64,1275,0.06462,0.09432
2008,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.96045,361,361,0.94031,0.98058
2008,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.95990,179,179,0.93107,0.98872
2008,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.38761,50,133,0.30450,0.47073
2008,Primary Level,Urban regions,Not born in Germany,0.61239,83,133,0.52927,0.69550
2008,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.62714,34,34,0.46215,0.79213
2008,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.72384,1014,1367,0.70013,0.74755
2008,Lower Secondary Level,Urban regions,Not born in Germany,0.27616,353,1367,0.25245,0.29987
2008,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.85458,622,698,0.82841,0.88075
2008,Lower Secondary Level,Rural regions,Not born in Germany,0.14542,76,698,0.11925,0.17159
2008,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88851,5532,6110,0.88062,0.89641
2008,Upper Secondary Level,Urban regions,Not born in Germany,0.11149,578,6110,0.10359,0.11938
2008,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94564,3488,3624,0.93826,0.95303
2008,Upper Secondary Level,Rural regions,Not born in Germany,0.05436,136,3624,0.04697,0.06174
2008,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75738,652,814,0.72792,0.78685
2008,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24262,162,814,0.21315,0.27208
2008,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.88360,248,248,0.84361,0.92360
2008,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.88032,787,876,0.85881,0.90182
2008,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.11968,89,876,0.09818,0.14119
2008,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.95025,515,515,0.93145,0.96905
2008,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.87955,2724,2979,0.86786,0.89124
2008,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.12045,255,2979,0.10876,0.13214
2008,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.91552,1155,1213,0.89987,0.93118
2008,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.08448,58,1213,0.06882,0.10013
2009,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.91978,342,342,0.89095,0.94861
2009,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.96332,144,144,0.93250,0.99413
2009,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.38032,48,123,0.29418,0.46647
2009,Primary Level,Urban regions,Not born in Germany,0.61968,75,123,0.53353,0.70582
2009,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.74074,922,1219,0.71613,0.76535
2009,Lower Secondary Level,Urban regions,Not born in Germany,0.25926,297,1219,0.23465,0.28387
2009,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.85525,546,611,0.82732,0.88317
2009,Lower Secondary Level,Rural regions,Not born in Germany,0.14475,65,611,0.11683,0.17268
2009,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.89365,5117,5604,0.88558,0.90173
2009,Upper Secondary Level,Urban regions,Not born in Germany,0.10635,487,5604,0.09827,0.11442
2009,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94302,3332,3460,0.93529,0.95074
2009,Upper Secondary Level,Rural regions,Not born in Germany,0.05698,128,3460,0.04926,0.06471
2009,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.78540,599,736,0.75572,0.81508
2009,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.21460,137,736,0.18492,0.24428
2009,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.87816,228,259,0.83825,0.91808
2009,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.12184,31,259,0.08192,0.16175
2009,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.89125,734,808,0.86977,0.91273
2009,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.10875,74,808,0.08727,0.13023
2009,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.94953,502,502,0.93036,0.96870
2009,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.87508,2585,2827,0.86289,0.88727
2009,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.12492,242,2827,0.11273,0.13711
2009,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.92521,1158,1208,0.91036,0.94005
2009,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.07479,50,1208,0.05995,0.08964
2010,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.92352,454,454,0.89904,0.94799
2010,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.95023,217,217,0.92122,0.97923
2010,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.42141,111,252,0.36033,0.48250
2010,Primary Level,Urban regions,Not born in Germany,0.57859,141,252,0.51750,0.63967
2010,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.50299,54,91,0.39970,0.60629
2010,Primary Level,Rural regions,Not born in Germany,0.49701,37,91,0.39371,0.60030
2010,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.70731,1178,1690,0.68561,0.72901
2010,Lower Secondary Level,Urban regions,Not born in Germany,0.29269,512,1690,0.27099,0.31439
2010,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.82070,695,820,0.79442,0.84697
2010,Lower Secondary Level,Rural regions,Not born in Germany,0.17930,125,820,0.15303,0.20558
2010,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88453,6294,7119,0.87711,0.89196
2010,Upper Secondary Level,Urban regions,Not born in Germany,0.11547,825,7119,0.10804,0.12289
2010,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.93478,4370,4633,0.92767,0.94189
2010,Upper Secondary Level,Rural regions,Not born in Germany,0.06522,263,4633,0.05811,0.07233
2010,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.79288,987,1255,0.77045,0.81531
2010,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.20712,268,1255,0.18469,0.22955
2010,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.84887,388,454,0.81588,0.88185
2010,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.15113,66,454,0.11815,0.18412
2010,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.88715,887,982,0.86735,0.90695
2010,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.11285,95,982,0.09305,0.13265
2010,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.95331,605,605,0.93648,0.97014
2010,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86017,3449,3907,0.84929,0.87105
2010,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13983,458,3907,0.12895,0.15071
2010,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.90778,1367,1469,0.89298,0.92259
2010,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.09222,102,1469,0.07741,0.10702
2011,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.92836,581,581,0.90737,0.94935
2011,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.94572,272,272,0.91874,0.97269
2011,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.49148,140,281,0.43293,0.55004
2011,Primary Level,Urban regions,Not born in Germany,0.50852,141,281,0.44996,0.56707
2011,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.62142,86,126,0.53639,0.70645
2011,Primary Level,Rural regions,Not born in Germany,0.37858,40,126,0.29355,0.46361
2011,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.73876,1453,1964,0.71932,0.75819
2011,Lower Secondary Level,Urban regions,Not born in Germany,0.26124,511,1964,0.24181,0.28068
2011,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.84450,928,1088,0.82296,0.86604
2011,Lower Secondary Level,Rural regions,Not born in Germany,0.15550,160,1088,0.13396,0.17704
2011,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88815,7406,8299,0.88137,0.89493
2011,Upper Secondary Level,Urban regions,Not born in Germany,0.11185,893,8299,0.10507,0.11863
2011,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.92838,5262,5604,0.92163,0.93514
2011,Upper Secondary Level,Rural regions,Not born in Germany,0.07162,342,5604,0.06486,0.07837
2011,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.79006,1159,1452,0.76910,0.81101
2011,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.20994,293,1452,0.18899,0.23090
2011,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.83158,473,550,0.80028,0.86289
2011,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.16842,77,550,0.13711,0.19972
2011,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.89595,999,1099,0.87789,0.91401
2011,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.10405,100,1099,0.08599,0.12211
2011,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.95184,723,723,0.93622,0.96746
2011,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.85643,3941,4464,0.84615,0.86672
2011,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.14357,523,4464,0.13328,0.15385
2011,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.91156,1628,1748,0.89825,0.92488
2011,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.08844,120,1748,0.07512,0.10175
2012,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.95191,591,591,0.93465,0.96918
2012,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.94139,278,278,0.91373,0.96905
2012,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.50166,143,258,0.44053,0.56279
2012,Primary Level,Urban regions,Not born in Germany,0.49834,115,258,0.43721,0.55947
2012,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.68541,90,128,0.60464,0.76617
2012,Primary Level,Rural regions,Not born in Germany,0.31459,38,128,0.23383,0.39536
2012,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.72316,1421,1904,0.70306,0.74326
2012,Lower Secondary Level,Urban regions,Not born in Germany,0.27684,483,1904,0.25674,0.29694
2012,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.81871,922,1086,0.79579,0.84164
2012,Lower Secondary Level,Rural regions,Not born in Germany,0.18129,164,1086,0.15836,0.20421
2012,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.87857,7129,7980,0.87140,0.88573
2012,Upper Secondary Level,Urban regions,Not born in Germany,0.12143,851,7980,0.11427,0.12860
2012,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.92404,5234,5570,0.91708,0.93100
2012,Upper Secondary Level,Rural regions,Not born in Germany,0.07596,336,5570,0.06900,0.08292
2012,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.78327,1124,1407,0.76174,0.80481
2012,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.21673,283,1407,0.19519,0.23826
2012,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.81908,465,557,0.78708,0.85108
2012,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.18092,92,557,0.14892,0.21292
2012,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.89908,972,1062,0.88096,0.91721
2012,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.10092,90,1062,0.08279,0.11904
2012,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.95037,717,717,0.93447,0.96628
2012,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.85290,3876,4385,0.84242,0.86339
2012,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.14710,509,4385,0.13661,0.15758
2012,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.89001,1623,1761,0.87540,0.90463
2012,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.10999,138,1761,0.09537,0.12460
2013,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.93614,619,713,0.91818,0.95410
2013,Pre-primary Level,Urban regions,Not born in Germany,0.06386,94,713,0.04590,0.08182
2013,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.96276,327,360,0.94317,0.98235
2013,Pre-primary Level,Rural regions,Not born in Germany,0.03724,33,360,0.01765,0.05683
2013,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.42218,156,452,0.37659,0.46776
2013,Primary Level,Urban regions,Not born in Germany,0.57782,296,452,0.53224,0.62341
2013,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.63576,87,179,0.56506,0.70645
2013,Primary Level,Rural regions,Not born in Germany,0.36424,92,179,0.29355,0.43494
2013,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.71039,1564,2574,0.69287,0.72792
2013,Lower Secondary Level,Urban regions,Not born in Germany,0.28955,1010,2574,0.27202,0.30707
2013,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.83741,877,1233,0.81680,0.85801
2013,Lower Secondary Level,Rural regions,Not born in Germany,0.16259,356,1233,0.14199,0.18320
2013,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.87372,6958,8610,0.86670,0.88073
2013,Upper Secondary Level,Urban regions,Not born in Germany,0.12628,1652,8610,0.11927,0.13330
2013,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.93694,4965,5554,0.93055,0.94333
2013,Upper Secondary Level,Rural regions,Not born in Germany,0.06306,589,5554,0.05667,0.06945
2013,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75527,1123,1729,0.73500,0.77554
2013,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24473,606,1729,0.22446,0.26500
2013,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.80071,434,633,0.76956,0.83185
2013,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.19929,199,633,0.16815,0.23044
2013,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.92091,935,1039,0.90449,0.93733
2013,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.07909,104,1039,0.06267,0.09551
2013,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.97515,662,662,0.96328,0.98702
2013,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.85021,3909,5008,0.84032,0.86009
2013,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.14979,1099,5008,0.13991,0.15968
2013,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.89217,1572,1854,0.87805,0.90629
2013,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.10783,282,1854,0.09371,0.12195
2014,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.91031,513,593,0.88729,0.93333
2014,Pre-primary Level,Urban regions,Not born in Germany,0.08969,80,593,0.06667,0.11271
2014,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.95589,263,263,0.93103,0.98076
2014,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.43910,138,356,0.38748,0.49073
2014,Primary Level,Urban regions,Not born in Germany,0.56090,218,356,0.50927,0.61252
2014,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.68436,81,148,0.60923,0.75950
2014,Primary Level,Rural regions,Not born in Germany,0.31564,67,148,0.24050,0.39077
2014,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.71346,1366,2145,0.69432,0.73260
2014,Lower Secondary Level,Urban regions,Not born in Germany,0.28654,779,2145,0.26740,0.30568
2014,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.83284,813,1088,0.81066,0.85502
2014,Lower Secondary Level,Rural regions,Not born in Germany,0.16716,275,1088,0.14498,0.18934
2014,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.87018,6251,7595,0.86262,0.87774
2014,Upper Secondary Level,Urban regions,Not born in Germany,0.12982,1344,7595,0.12226,0.13738
2014,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.93884,4452,4953,0.93216,0.94551
2014,Upper Secondary Level,Rural regions,Not born in Germany,0.06116,501,4953,0.05449,0.06784
2014,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.77127,1015,1481,0.74987,0.79267
2014,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.22873,466,1481,0.20733,0.25013
2014,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.80674,400,565,0.77415,0.83933
2014,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.19326,165,565,0.16067,0.22585
2014,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.90848,856,950,0.89013,0.92682
2014,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.09152,94,950,0.07318,0.10987
2014,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.97461,620,620,0.96222,0.98700
2014,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.85363,3608,4519,0.84333,0.86394
2014,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.14637,911,4519,0.13606,0.15667
2014,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.88152,1466,1708,0.86618,0.89685
2014,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.11848,242,1708,0.10315,0.13382
2015,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.92819,444,524,0.90606,0.95031
2015,Pre-primary Level,Urban regions,Not born in Germany,0.07181,80,524,0.04969,0.09394
2015,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.96884,232,232,0.94644,0.99125
2015,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.40609,118,380,0.35665,0.45554
2015,Primary Level,Urban regions,Not born in Germany,0.59391,262,380,0.54446,0.64335
2015,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.73164,79,153,0.66120,0.80209
2015,Primary Level,Rural regions,Not born in Germany,0.26836,74,153,0.19791,0.33880
2015,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.70827,1277,2052,0.68860,0.72794
2015,Lower Secondary Level,Urban regions,Not born in Germany,0.29173,775,2052,0.27206,0.31140
2015,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.82152,761,1053,0.79838,0.84466
2015,Lower Secondary Level,Rural regions,Not born in Germany,0.17848,292,1053,0.15534,0.20162
2015,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.86810,5898,7345,0.86036,0.87584
2015,Upper Secondary Level,Urban regions,Not born in Germany,0.13190,1447,7345,0.12416,0.13964
2015,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.93046,4253,4830,0.92328,0.93763
2015,Upper Secondary Level,Rural regions,Not born in Germany,0.06954,577,4830,0.06237,0.07672
2015,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.73896,965,1569,0.71722,0.76070
2015,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.26104,604,1569,0.23930,0.28278
2015,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.78838,376,587,0.75530,0.82145
2015,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.21162,211,587,0.17855,0.24470
2015,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.90798,825,915,0.88924,0.92672
2015,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.09202,90,915,0.07328,0.11076
2015,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.96759,594,594,0.95334,0.98185
2015,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.83993,3467,4663,0.82940,0.85046
2015,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.16007,1196,4663,0.14954,0.17060
2015,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.88292,1444,1759,0.86790,0.89795
2015,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.11708,315,1759,0.10205,0.13210
2016,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.92039,441,606,0.89882,0.94196
2016,Pre-primary Level,Urban regions,Not born in Germany,0.07961,165,606,0.05804,0.10118
2016,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.96833,211,262,0.94709,0.98958
2016,Pre-primary Level,Rural regions,Not born in Germany,0.03167,51,262,0.01042,0.05291
2016,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.36776,96,982,0.33758,0.39793
2016,Primary Level,Urban regions,Not born in Germany,0.63224,886,982,0.60207,0.66242
2016,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.65248,67,460,0.60892,0.69605
2016,Primary Level,Rural regions,Not born in Germany,0.34752,393,460,0.30395,0.39108
2016,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.70791,1188,2169,0.68877,0.72705
2016,Lower Secondary Level,Urban regions,Not born in Germany,0.29209,981,2169,0.27295,0.31123
2016,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.80509,720,1123,0.78191,0.82827
2016,Lower Secondary Level,Rural regions,Not born in Germany,0.19491,403,1123,0.17173,0.21809
2016,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.86812,5421,6994,0.86019,0.87605
2016,Upper Secondary Level,Urban regions,Not born in Germany,0.13188,1573,6994,0.12395,0.13981
2016,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.93044,3919,4550,0.92305,0.93783
2016,Upper Secondary Level,Rural regions,Not born in Germany,0.06956,631,4550,0.06217,0.07695
2016,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.72463,918,1524,0.70220,0.74707
2016,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.27537,606,1524,0.25293,0.29780
2016,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.77774,364,569,0.74355,0.81194
2016,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.22226,205,569,0.18806,0.25645
2016,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.89826,744,831,0.87769,0.91883
2016,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.10174,87,831,0.08117,0.12231
2016,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.98168,556,556,0.97053,0.99284
2016,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.83166,3247,4665,0.82092,0.84239
2016,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.16834,1418,4665,0.15761,0.17908
2016,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.87714,1387,1823,0.86206,0.89221
2016,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.12286,436,1823,0.10779,0.13794
2017,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.93556,518,650,0.91667,0.95445
2017,Pre-primary Level,Urban regions,Not born in Germany,0.06444,132,650,0.04555,0.08333
2017,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.93972,214,271,0.91133,0.96811
2017,Pre-primary Level,Rural regions,Not born in Germany,0.06028,57,271,0.03189,0.08867
2017,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.36521,128,1314,0.33916,0.39125
2017,Primary Level,Urban regions,Not born in Germany,0.63479,1186,1314,0.60875,0.66084
2017,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.55557,73,614,0.51623,0.59491
2017,Primary Level,Rural regions,Not born in Germany,0.44443,541,614,0.40509,0.48377
2017,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.69407,1234,2382,0.67556,0.71258
2017,Lower Secondary Level,Urban regions,Not born in Germany,0.30593,1148,2382,0.28742,0.32444
2017,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.81546,837,1319,0.79452,0.83641
2017,Lower Secondary Level,Rural regions,Not born in Germany,0.18454,482,1319,0.16359,0.20548
2017,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.87066,6096,7710,0.86317,0.87815
2017,Upper Secondary Level,Urban regions,Not born in Germany,0.12934,1614,7710,0.12185,0.13683
2017,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.92871,4360,5049,0.92161,0.93581
2017,Upper Secondary Level,Rural regions,Not born in Germany,0.07129,689,5049,0.06419,0.07839
2017,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.74336,1099,1660,0.72234,0.76438
2017,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.25664,561,1660,0.23562,0.27766
2017,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.77759,451,652,0.74565,0.80954
2017,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.22241,201,652,0.19046,0.25435
2017,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.89047,806,894,0.86999,0.91096
2017,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.10953,88,894,0.08904,0.13001
2017,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.97776,619,619,0.96614,0.98939
2017,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.83586,3742,5234,0.82583,0.84590
2017,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.16414,1492,5234,0.15410,0.17417
2017,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.87237,1551,2017,0.85781,0.88694
2017,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.12763,466,2017,0.11306,0.14219
2018,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.93398,430,543,0.91307,0.95488
2018,Pre-primary Level,Urban regions,Not born in Germany,0.06602,113,543,0.04512,0.08693
2018,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.96561,178,232,0.94211,0.98911
2018,Pre-primary Level,Rural regions,Not born in Germany,0.03238,54,232,0.00955,0.05520
2018,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.33819,144,1302,0.31248,0.36390
2018,Primary Level,Urban regions,Not born in Germany,0.66181,1158,1302,0.63610,0.68752
2018,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.52953,67,532,0.48707,0.57198
2018,Primary Level,Rural regions,Not born in Germany,0.47047,465,532,0.42802,0.51293
2018,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.69868,1245,2313,0.67997,0.71738
2018,Lower Secondary Level,Urban regions,Not born in Germany,0.30132,1068,2313,0.28262,0.32003
2018,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.82716,828,1263,0.80629,0.84802
2018,Lower Secondary Level,Rural regions,Not born in Germany,0.17284,435,1263,0.15198,0.19371
