"germborn","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","2010","Hauptschule","Ostdeutschland","54","0.0345909739963883","0.0241775682242871","0.0450043797684895"
"nicht in Deutschland geboren","2010","Realschule","Westdeutschland","245","","",""
"nicht in Deutschland geboren","2010","Realschule","Ostdeutschland","8","0.00337946288406453","0.000959331242692727","0.00579959452543633"
"nicht in Deutschland geboren","2010","(Fach-)Abitur","Westdeutschland","547","0.209946082153361","0.194181904029849","0.225710260276872"
"nicht in Deutschland geboren","2010","(Fach-)Abitur","Ostdeutschland","24","","",""
"nicht in Deutschland geboren","2010","AkademikerIn","Westdeutschland","503","0.154451798816628","0.14322457901149","0.165679018621767"
"nicht in Deutschland geboren","2010","AkademikerIn","Ostdeutschland","38","0.0303956387986483","0.021390129074688","0.0394011485226085"
"in Deutschland geboren oder immigr.<1950","2011","(noch) kein Abschluss","Westdeutschland","914","0.726479183649179","0.700793673793567","0.752164693504792"
"in Deutschland geboren oder immigr.<1950","2011","(noch) kein Abschluss","Ostdeutschland","160","","",""
"in Deutschland geboren oder immigr.<1950","2011","Hauptschule","Westdeutschland","6310","0.830953350287284","0.822518800539883","0.839387900034684"
"in Deutschland geboren oder immigr.<1950","2011","Hauptschule","Ostdeutschland","1338","","",""
"in Deutschland geboren oder immigr.<1950","2011","Realschule","Westdeutschland","5147","0.945795012772988","0.939770994046569","0.951819031499408"
"in Deutschland geboren oder immigr.<1950","2011","Realschule","Ostdeutschland","2526","","",""
"in Deutschland geboren oder immigr.<1950","2011","(Fach-)Abitur","Westdeutschland","2442","","",""
"in Deutschland geboren oder immigr.<1950","2011","(Fach-)Abitur","Ostdeutschland","540","0.973489284481893","0.9602894565405","0.986689112423287"
"in Deutschland geboren oder immigr.<1950","2011","AkademikerIn","Westdeutschland","4073","0.845364542299549","0.834972565448848","0.85575651915025"
"in Deutschland geboren oder immigr.<1950","2011","AkademikerIn","Ostdeutschland","1520","","",""
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","Westdeutschland","243","","",""
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","Ostdeutschland","3","","",""
"nicht in Deutschland geboren","2011","Hauptschule","Westdeutschland","1275","","",""
"nicht in Deutschland geboren","2011","Hauptschule","Ostdeutschland","67","0.0406261043017058","0.0303030914715197","0.0509491171318918"
"nicht in Deutschland geboren","2011","Realschule","Westdeutschland","280","","",""
"nicht in Deutschland geboren","2011","Realschule","Ostdeutschland","11","","",""
"nicht in Deutschland geboren","2011","(Fach-)Abitur","Westdeutschland","624","0.219082724082319","0.204441796340152","0.233723651824486"
"nicht in Deutschland geboren","2011","(Fach-)Abitur","Ostdeutschland","29","","",""
"nicht in Deutschland geboren","2011","AkademikerIn","Westdeutschland","577","0.154635457700451","0.14424348084975","0.165027434551152"
"nicht in Deutschland geboren","2011","AkademikerIn","Ostdeutschland","42","0.0282728784988979","0.0200530122323041","0.0364927447654917"
"in Deutschland geboren oder immigr.<1950","2012","(noch) kein Abschluss","Westdeutschland","965","0.752194866032643","0.727435073463988","0.776954658601298"
"in Deutschland geboren oder immigr.<1950","2012","(noch) kein Abschluss","Ostdeutschland","157","","",""
"in Deutschland geboren oder immigr.<1950","2012","Hauptschule","Westdeutschland","6122","0.819473750202549","0.810658431709353","0.828289068695745"
"in Deutschland geboren oder immigr.<1950","2012","Hauptschule","Ostdeutschland","1328","","",""
"in Deutschland geboren oder immigr.<1950","2012","Realschule","Westdeutschland","5063","0.946161987030825","0.940104540929803","0.952219433131847"
"in Deutschland geboren oder immigr.<1950","2012","Realschule","Ostdeutschland","2462","","",""
"in Deutschland geboren oder immigr.<1950","2012","(Fach-)Abitur","Westdeutschland","2384","","",""
"in Deutschland geboren oder immigr.<1950","2012","(Fach-)Abitur","Ostdeutschland","536","0.968588557358291","0.954205954931486","0.982971159785095"
"in Deutschland geboren oder immigr.<1950","2012","AkademikerIn","Westdeutschland","4045","0.838462342688261","0.827838630425657","0.849086054950865"
"in Deutschland geboren oder immigr.<1950","2012","AkademikerIn","Ostdeutschland","1492","","",""
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","Westdeutschland","203","","",""
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","Ostdeutschland","5","0.0181863210397883","-0.00239046537627983","0.0387631074558564"
"nicht in Deutschland geboren","2012","Hauptschule","Westdeutschland","1191","","",""
"nicht in Deutschland geboren","2012","Hauptschule","Ostdeutschland","65","0.0440006773424636","0.0332302978438311","0.0547710568410962"
"nicht in Deutschland geboren","2012","Realschule","Westdeutschland","270","","",""
"nicht in Deutschland geboren","2012","Realschule","Ostdeutschland","10","","",""
"nicht in Deutschland geboren","2012","(Fach-)Abitur","Westdeutschland","608","0.230264008986558","0.215178803720617","0.2453492142525"
"nicht in Deutschland geboren","2012","(Fach-)Abitur","Ostdeutschland","29","","",""
"nicht in Deutschland geboren","2012","AkademikerIn","Westdeutschland","565","0.161537657311739","0.150913945049135","0.172161369574343"
"nicht in Deutschland geboren","2012","AkademikerIn","Ostdeutschland","44","0.0303991563853594","0.0218133766765821","0.0389849360941368"
"in Deutschland geboren oder immigr.<1950","2013","(noch) kein Abschluss","Westdeutschland","1025","","",""
"in Deutschland geboren oder immigr.<1950","2013","(noch) kein Abschluss","Ostdeutschland","187","","",""
"in Deutschland geboren oder immigr.<1950","2013","Hauptschule","Westdeutschland","5872","0.827030249839461","0.81878696805297","0.835273531625952"
"in Deutschland geboren oder immigr.<1950","2013","Hauptschule","Ostdeutschland","1219","","",""
"in Deutschland geboren oder immigr.<1950","2013","Realschule","Westdeutschland","5016","0.948902369976163","0.943075553577986","0.95472918637434"
"in Deutschland geboren oder immigr.<1950","2013","Realschule","Ostdeutschland","2338","","",""
"in Deutschland geboren oder immigr.<1950","2013","(Fach-)Abitur","Westdeutschland","2507","","",""
"in Deutschland geboren oder immigr.<1950","2013","(Fach-)Abitur","Ostdeutschland","481","0.932915275384399","0.912377964091654","0.953452586677144"
"in Deutschland geboren oder immigr.<1950","2013","AkademikerIn","Westdeutschland","4088","0.834647956616534","0.824653962619088","0.844641950613979"
"in Deutschland geboren oder immigr.<1950","2013","AkademikerIn","Ostdeutschland","1432","","",""
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","Westdeutschland","516","0.301325921581682","0.278417121948697","0.324234721214668"
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","Ostdeutschland","32","0.06988824214219","0.03612099477251","0.10365548951187"
"nicht in Deutschland geboren","2013","Hauptschule","Westdeutschland","2215","","",""
"nicht in Deutschland geboren","2013","Hauptschule","Ostdeutschland","160","","",""
"nicht in Deutschland geboren","2013","Realschule","Westdeutschland","470","0.0510976300238373","0.0452708136256603","0.0569244464220143"
"nicht in Deutschland geboren","2013","Realschule","Ostdeutschland","28","","",""
"nicht in Deutschland geboren","2013","(Fach-)Abitur","Westdeutschland","1388","","",""
"nicht in Deutschland geboren","2013","(Fach-)Abitur","Ostdeutschland","89","0.0670847246156013","0.0465474133228564","0.0876220359083461"
"nicht in Deutschland geboren","2013","AkademikerIn","Westdeutschland","1220","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Ostdeutschland","122","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Westdeutschland","863","0.685349015931908","0.659738586561452","0.710959445302363"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Ostdeutschland","151","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Westdeutschland","5242","0.82358301723315","0.814653603264065","0.832512431202234"
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Ostdeutschland","1133","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Westdeutschland","4442","0.949902728452949","0.943745559195315","0.956059897710583"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Ostdeutschland","2107","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Westdeutschland","2314","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Ostdeutschland","460","0.923652404800865","0.900915339385844","0.946389470215886"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Westdeutschland","3781","0.837721562584607","0.827275755533068","0.848167369636145"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Ostdeutschland","1335","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Westdeutschland","400","0.314650984068092","0.289040554697637","0.340261413438548"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Ostdeutschland","24","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Westdeutschland","1758","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Ostdeutschland","128","","",""
"nicht in Deutschland geboren","2014","Realschule","Westdeutschland","380","0.0500972715470512","0.0439401022894172","0.0562544408046852"
"nicht in Deutschland geboren","2014","Realschule","Ostdeutschland","20","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Westdeutschland","1116","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Ostdeutschland","64","0.076347595199135","0.0536105297841138","0.0990846606141561"
"nicht in Deutschland geboren","2014","AkademikerIn","Westdeutschland","1005","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Ostdeutschland","106","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Westdeutschland","731","0.670631653914064","0.643849921139471","0.697413386688657"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Ostdeutschland","157","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Westdeutschland","4839","0.814355919285346","0.80501641388698","0.823695424683712"
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Ostdeutschland","1063","","",""
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Westdeutschland","4257","0.945036978936801","0.938467984749754","0.951605973123847"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Ostdeutschland","2007","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Westdeutschland","2264","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Ostdeutschland","435","0.902214528557241","0.876855368865039","0.927573688249443"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Westdeutschland","3667","0.828744642658821","0.818306532145068","0.839182753172574"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Ostdeutschland","1284","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Westdeutschland","452","0.329368346085936","0.302586613311343","0.356150078860529"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Ostdeutschland","25","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Westdeutschland","1819","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Ostdeutschland","149","","",""
"nicht in Deutschland geboren","2015","Realschule","Westdeutschland","367","0.0549630210631992","0.0483940268761527","0.0615320152502456"
"nicht in Deutschland geboren","2015","Realschule","Ostdeutschland","17","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Westdeutschland","1380","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Ostdeutschland","92","0.0977854714427591","0.0724263117505571","0.123144631134961"
"nicht in Deutschland geboren","2015","AkademikerIn","Westdeutschland","1337","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Ostdeutschland","134","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Westdeutschland","694","0.660976787876684","0.63976396687555","0.682189608877818"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Ostdeutschland","143","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Westdeutschland","4451","0.803283883323645","0.793609704366266","0.812958062281024"
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Ostdeutschland","957","0.92473854674372","0.909705344529069","0.939771748958371"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Westdeutschland","3898","0.949505727580586","0.942897025957619","0.956114429203554"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Ostdeutschland","1897","","",""
"in Deutschland geboren oder immigr.<1950","2016","(Fach-)Abitur","Westdeutschland","2115","","",""
"in Deutschland geboren oder immigr.<1950","2016","(Fach-)Abitur","Ostdeutschland","427","0.898916246690665","0.874384165760782","0.923448327620548"
"in Deutschland geboren oder immigr.<1950","2016","AkademikerIn","Westdeutschland","3453","0.821009039517663","0.810434098918193","0.831583980117132"
"in Deutschland geboren oder immigr.<1950","2016","AkademikerIn","Ostdeutschland","1222","","",""
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","Westdeutschland","1219","","",""
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","Ostdeutschland","213","","",""
"nicht in Deutschland geboren","2016","Hauptschule","Westdeutschland","2035","","",""
"nicht in Deutschland geboren","2016","Hauptschule","Ostdeutschland","226","","",""
"nicht in Deutschland geboren","2016","Realschule","Westdeutschland","319","0.0504942724194134","0.0438855707964457","0.0571029740423812"
"nicht in Deutschland geboren","2016","Realschule","Ostdeutschland","13","","",""
"nicht in Deutschland geboren","2016","(Fach-)Abitur","Westdeutschland","1527","","",""
"nicht in Deutschland geboren","2016","(Fach-)Abitur","Ostdeutschland","153","","",""
"nicht in Deutschland geboren","2016","AkademikerIn","Westdeutschland","1595","","",""
"nicht in Deutschland geboren","2016","AkademikerIn","Ostdeutschland","218","","",""
"in Deutschland geboren oder immigr.<1950","2017","(noch) kein Abschluss","Westdeutschland","787","0.629816474443718","0.610538778699343","0.649094170188093"
"in Deutschland geboren oder immigr.<1950","2017","(noch) kein Abschluss","Ostdeutschland","177","","",""
"in Deutschland geboren oder immigr.<1950","2017","Hauptschule","Westdeutschland","4680","0.802599544544333","0.793187983869564","0.812011105219103"
"in Deutschland geboren oder immigr.<1950","2017","Hauptschule","Ostdeutschland","987","0.930216506469361","0.916035546762761","0.944397466175961"
"in Deutschland geboren oder immigr.<1950","2017","Realschule","Westdeutschland","4495","0.947671656736437","0.941385619291846","0.953957694181028"
"in Deutschland geboren oder immigr.<1950","2017","Realschule","Ostdeutschland","2181","","",""
"in Deutschland geboren oder immigr.<1950","2017","(Fach-)Abitur","Westdeutschland","2541","","",""
"in Deutschland geboren oder immigr.<1950","2017","(Fach-)Abitur","Ostdeutschland","521","0.887154830454971","0.863631604178077","0.910678056731865"
"in Deutschland geboren oder immigr.<1950","2017","AkademikerIn","Westdeutschland","4026","0.823738911673783","0.813864230300982","0.833613593046583"
"in Deutschland geboren oder immigr.<1950","2017","AkademikerIn","Ostdeutschland","1312","","",""
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","Westdeutschland","1623","","",""
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","Ostdeutschland","255","","",""
"nicht in Deutschland geboren","2017","Hauptschule","Westdeutschland","2191","","",""
"nicht in Deutschland geboren","2017","Hauptschule","Ostdeutschland","253","","",""
"nicht in Deutschland geboren","2017","Realschule","Westdeutschland","326","0.0523283432635632","0.0460423058189724","0.058614380708154"
"nicht in Deutschland geboren","2017","Realschule","Ostdeutschland","19","","",""
"nicht in Deutschland geboren","2017","(Fach-)Abitur","Westdeutschland","1605","","",""
"nicht in Deutschland geboren","2017","(Fach-)Abitur","Ostdeutschland","174","","",""
"nicht in Deutschland geboren","2017","AkademikerIn","Westdeutschland","1694","","",""
"nicht in Deutschland geboren","2017","AkademikerIn","Ostdeutschland","219","","",""
"in Deutschland geboren oder immigr.<1950","2018","(noch) kein Abschluss","Westdeutschland","673","0.582836598958616","0.562325066378304","0.603348131538928"
"in Deutschland geboren oder immigr.<1950","2018","(noch) kein Abschluss","Ostdeutschland","172","","",""
"in Deutschland geboren oder immigr.<1950","2018","Hauptschule","Westdeutschland","4441","0.796645295362372","0.786815803862213","0.806474786862532"
"in Deutschland geboren oder immigr.<1950","2018","Hauptschule","Ostdeutschland","954","0.927415054024561","0.912692328394217","0.942137779654905"
"in Deutschland geboren oder immigr.<1950","2018","Realschule","Westdeutschland","4260","0.945769951817943","0.939204641907349","0.952335261728537"
"in Deutschland geboren oder immigr.<1950","2018","Realschule","Ostdeutschland","2173","","",""
"in Deutschland geboren oder immigr.<1950","2018","(Fach-)Abitur","Westdeutschland","2503","","",""
"in Deutschland geboren oder immigr.<1950","2018","(Fach-)Abitur","Ostdeutschland","525","0.918467314995328","0.897777282167346","0.93915734782331"
"in Deutschland geboren oder immigr.<1950","2018","AkademikerIn","Westdeutschland","3935","0.821929172635882","0.811809289329884","0.832049055941879"
"in Deutschland geboren oder immigr.<1950","2018","AkademikerIn","Ostdeutschland","1275","","",""
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","Westdeutschland","1547","","",""
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","Ostdeutschland","227","","",""
"nicht in Deutschland geboren","2018","Hauptschule","Westdeutschland","2000","","",""
"nicht in Deutschland geboren","2018","Hauptschule","Ostdeutschland","239","","",""
"nicht in Deutschland geboren","2018","Realschule","Westdeutschland","311","0.0542300481820571","0.0476647382714633","0.0607953580926509"
"nicht in Deutschland geboren","2018","Realschule","Ostdeutschland","14","","",""
"nicht in Deutschland geboren","2018","(Fach-)Abitur","Westdeutschland","1473","","",""
"nicht in Deutschland geboren","2018","(Fach-)Abitur","Ostdeutschland","147","","",""
"nicht in Deutschland geboren","2018","AkademikerIn","Westdeutschland","1555","","",""
"nicht in Deutschland geboren","2018","AkademikerIn","Ostdeutschland","213","","",""
"in Deutschland geboren oder immigr.<1950","2019","(noch) kein Abschluss","Westdeutschland","615","0.553308205741091","0.531938015461808","0.574678396020375"
"in Deutschland geboren oder immigr.<1950","2019","(noch) kein Abschluss","Ostdeutschland","140","","",""
"in Deutschland geboren oder immigr.<1950","2019","Hauptschule","Westdeutschland","4201","0.794669920618811","0.784380121117891","0.80495972011973"
"in Deutschland geboren oder immigr.<1950","2019","Hauptschule","Ostdeutschland","853","0.919911779597954","0.903509748426191","0.936313810769717"
"in Deutschland geboren oder immigr.<1950","2019","Realschule","Westdeutschland","4380","0.947620829096578","0.941226249578926","0.954015408614229"
"in Deutschland geboren oder immigr.<1950","2019","Realschule","Ostdeutschland","2162","","",""
"in Deutschland geboren oder immigr.<1950","2019","(Fach-)Abitur","Westdeutschland","2716","","",""
"in Deutschland geboren oder immigr.<1950","2019","(Fach-)Abitur","Ostdeutschland","550","0.919446451594031","0.898839381506715","0.940053521681346"
"in Deutschland geboren oder immigr.<1950","2019","AkademikerIn","Westdeutschland","4455","0.81763107622177","0.807780405281064","0.827481747162476"
"in Deutschland geboren oder immigr.<1950","2019","AkademikerIn","Ostdeutschland","1494","","",""
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","Westdeutschland","1464","","",""
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","Ostdeutschland","194","","",""
"nicht in Deutschland geboren","2019","Hauptschule","Westdeutschland","1719","","",""
"nicht in Deutschland geboren","2019","Hauptschule","Ostdeutschland","199","","",""
"nicht in Deutschland geboren","2019","Realschule","Westdeutschland","283","","",""
"nicht in Deutschland geboren","2019","Realschule","Ostdeutschland","17","","",""
"nicht in Deutschland geboren","2019","(Fach-)Abitur","Westdeutschland","1293","","",""
"nicht in Deutschland geboren","2019","(Fach-)Abitur","Ostdeutschland","120","","",""
"nicht in Deutschland geboren","2019","AkademikerIn","Westdeutschland","1448","","",""
"nicht in Deutschland geboren","2019","AkademikerIn","Ostdeutschland","179","","",""
"in Deutschland geboren oder immigr.<1950","2020","(noch) kein Abschluss","Westdeutschland","625","0.578161936473747","0.557737934415881","0.598585938531613"
"in Deutschland geboren oder immigr.<1950","2020","(noch) kein Abschluss","Ostdeutschland","148","","",""
"in Deutschland geboren oder immigr.<1950","2020","Hauptschule","Westdeutschland","3796","0.800696353211102","0.790401373458846","0.810991332963357"
"in Deutschland geboren oder immigr.<1950","2020","Hauptschule","Ostdeutschland","774","0.912196517347694","0.894690743621665","0.929702291073723"
"in Deutschland geboren oder immigr.<1950","2020","Realschule","Westdeutschland","4041","0.94633495053177","0.939621859983645","0.953048041079896"
"in Deutschland geboren oder immigr.<1950","2020","Realschule","Ostdeutschland","1981","","",""
"in Deutschland geboren oder immigr.<1950","2020","(Fach-)Abitur","Westdeutschland","2579","","",""
"in Deutschland geboren oder immigr.<1950","2020","(Fach-)Abitur","Ostdeutschland","522","0.912466759679712","0.891560585520775","0.933372933838649"
"in Deutschland geboren oder immigr.<1950","2020","AkademikerIn","Westdeutschland","4260","0.824784144002748","0.815273903432248","0.834294384573248"
"in Deutschland geboren oder immigr.<1950","2020","AkademikerIn","Ostdeutschland","1399","","",""
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","Westdeutschland","1621","","",""
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","Ostdeutschland","232","","",""
"nicht in Deutschland geboren","2020","Hauptschule","Westdeutschland","1988","","",""
"nicht in Deutschland geboren","2020","Hauptschule","Ostdeutschland","230","","",""
"nicht in Deutschland geboren","2020","Realschule","Westdeutschland","288","","",""
"nicht in Deutschland geboren","2020","Realschule","Ostdeutschland","20","","",""
"nicht in Deutschland geboren","2020","(Fach-)Abitur","Westdeutschland","1802","","",""
"nicht in Deutschland geboren","2020","(Fach-)Abitur","Ostdeutschland","180","","",""
"nicht in Deutschland geboren","2020","AkademikerIn","Westdeutschland","1878","","",""
"nicht in Deutschland geboren","2020","AkademikerIn","Ostdeutschland","260","","",""
