year,pgisced97,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Lower Secondary Level,male,Not born in Germany,0.25967,206,774,0.22876,0.29057
2005,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.78541,1256,1617,0.76539,0.80542
2005,Lower Secondary Level,female,Not born in Germany,0.21459,361,1617,0.19458,0.23461
2005,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89521,4399,4887,0.88662,0.90380
2005,Upper Secondary Level,male,Not born in Germany,0.10479,488,4887,0.09620,0.11338
2005,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.92069,4974,5360,0.91346,0.92793
2005,Upper Secondary Level,female,Not born in Germany,0.07931,386,5360,0.07207,0.08654
2005,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.76170,367,463,0.72285,0.80055
2005,Post-secondary Non-tertiary Level,male,Not born in Germany,0.23830,96,463,0.19945,0.27715
2005,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.78698,548,665,0.75583,0.81812
2005,Post-secondary Non-tertiary Level,female,Not born in Germany,0.21302,117,665,0.18188,0.24417
2005,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.92318,834,895,0.90573,0.94064
2005,First Stage of Tertiary Education,male,Not born in Germany,0.07682,61,895,0.05936,0.09427
2005,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87621,594,665,0.85116,0.90126
2005,First Stage of Tertiary Education,female,Not born in Germany,0.12379,71,665,0.09874,0.14884
2005,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89291,2140,2309,0.88029,0.90552
2005,Second Stage of Tertiary Education,male,Not born in Germany,0.10709,169,2309,0.09448,0.11971
2005,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.86143,1687,1857,0.84571,0.87715
2005,Second Stage of Tertiary Education,female,Not born in Germany,0.13857,170,1857,0.12285,0.15429
2006,No answer / don't know,male,Born in Germany or immigrated <1950,0.77221,146,146,0.70395,0.84048
2006,No answer / don't know,female,Born in Germany or immigrated <1950,0.85072,139,139,0.79126,0.91018
2006,Pre-primary Level,male,Born in Germany or immigrated <1950,0.94591,308,308,0.92060,0.97121
2006,Pre-primary Level,female,Born in Germany or immigrated <1950,0.87314,291,291,0.83483,0.91144
2006,Primary Level,male,Born in Germany or immigrated <1950,0.62116,52,97,0.52412,0.71820
2006,Primary Level,male,Not born in Germany,0.37884,45,97,0.28180,0.47588
2006,Primary Level,female,Born in Germany or immigrated <1950,0.35258,55,144,0.27427,0.43089
2006,Primary Level,female,Not born in Germany,0.64742,89,144,0.56911,0.72573
2006,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74568,601,800,0.71548,0.77588
2006,Lower Secondary Level,male,Not born in Germany,0.25432,199,800,0.22412,0.28452
2006,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.79561,1389,1735,0.77663,0.81459
2006,Lower Secondary Level,female,Not born in Germany,0.20439,346,1735,0.18541,0.22337
2006,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89398,4778,5268,0.88566,0.90229
2006,Upper Secondary Level,male,Not born in Germany,0.10602,490,5268,0.09771,0.11434
2006,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.91660,5412,5819,0.90949,0.92370
2006,Upper Secondary Level,female,Not born in Germany,0.08340,407,5819,0.07630,0.09051
2006,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.78382,383,478,0.74687,0.82076
2006,Post-secondary Non-tertiary Level,male,Not born in Germany,0.21618,95,478,0.17924,0.25313
2006,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.78921,611,734,0.75968,0.81873
2006,Post-secondary Non-tertiary Level,female,Not born in Germany,0.21079,123,734,0.18127,0.24032
2006,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.92254,882,943,0.90547,0.93961
2006,First Stage of Tertiary Education,male,Not born in Germany,0.07746,61,943,0.06039,0.09453
2006,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.86776,626,707,0.84277,0.89275
2006,First Stage of Tertiary Education,female,Not born in Germany,0.13224,81,707,0.10725,0.15723
2006,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89530,2372,2551,0.88341,0.90718
2006,Second Stage of Tertiary Education,male,Not born in Germany,0.10470,179,2551,0.09282,0.11659
2006,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.86115,1839,2026,0.84609,0.87621
2006,Second Stage of Tertiary Education,female,Not born in Germany,0.13885,187,2026,0.12379,0.15391
2007,No answer / don't know,male,Born in Germany or immigrated <1950,0.83246,155,155,0.77347,0.89144
2007,No answer / don't know,female,Born in Germany or immigrated <1950,0.80949,143,143,0.74490,0.87408
2007,Pre-primary Level,male,Born in Germany or immigrated <1950,0.94784,302,302,0.92272,0.97296
2007,Pre-primary Level,female,Born in Germany or immigrated <1950,0.89091,298,298,0.85546,0.92637
2007,Primary Level,male,Born in Germany or immigrated <1950,0.58358,41,79,0.47418,0.69298
2007,Primary Level,male,Not born in Germany,0.41642,38,79,0.30702,0.52582
2007,Primary Level,female,Born in Germany or immigrated <1950,0.39341,59,137,0.31131,0.47552
2007,Primary Level,female,Not born in Germany,0.60659,78,137,0.52448,0.68869
2007,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74050,543,716,0.70837,0.77263
2007,Lower Secondary Level,male,Not born in Germany,0.25950,173,716,0.22737,0.29163
2007,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.78633,1236,1540,0.76585,0.80681
2007,Lower Secondary Level,female,Not born in Germany,0.21367,304,1540,0.19319,0.23415
2007,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89665,4477,4904,0.88813,0.90517
2007,Upper Secondary Level,male,Not born in Germany,0.10335,427,4904,0.09483,0.11187
2007,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.91775,5048,5420,0.91044,0.92507
2007,Upper Secondary Level,female,Not born in Germany,0.08225,372,5420,0.07493,0.08956
2007,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.77688,369,462,0.73888,0.81489
2007,Post-secondary Non-tertiary Level,male,Not born in Germany,0.22312,93,462,0.18511,0.26112
2007,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.80568,593,705,0.77645,0.83491
2007,Post-secondary Non-tertiary Level,female,Not born in Germany,0.19432,112,705,0.16509,0.22355
2007,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.92249,841,898,0.90499,0.93999
2007,First Stage of Tertiary Education,male,Not born in Germany,0.07751,57,898,0.06001,0.09501
2007,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87522,567,636,0.84952,0.90092
2007,First Stage of Tertiary Education,female,Not born in Germany,0.12478,69,636,0.09908,0.15048
2007,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89549,2239,2409,0.88327,0.90771
2007,Second Stage of Tertiary Education,male,Not born in Germany,0.10451,170,2409,0.09229,0.11673
2007,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87210,1806,1980,0.85738,0.88681
2007,Second Stage of Tertiary Education,female,Not born in Germany,0.12790,174,1980,0.11319,0.14262
2008,No answer / don't know,male,Born in Germany or immigrated <1950,0.85308,149,149,0.79604,0.91011
2008,No answer / don't know,female,Born in Germany or immigrated <1950,0.82223,151,151,0.76104,0.88341
2008,Pre-primary Level,male,Born in Germany or immigrated <1950,0.95485,272,272,0.93013,0.97957
2008,Pre-primary Level,female,Born in Germany or immigrated <1950,0.96602,268,268,0.94429,0.98775
2008,Primary Level,male,Born in Germany or immigrated <1950,0.57906,37,71,0.46340,0.69472
2008,Primary Level,male,Not born in Germany,0.42094,34,71,0.30528,0.53660
2008,Primary Level,female,Born in Germany or immigrated <1950,0.35495,47,113,0.26633,0.44357
2008,Primary Level,female,Not born in Germany,0.64505,66,113,0.55643,0.73367
2008,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.72899,500,653,0.69487,0.76311
2008,Lower Secondary Level,male,Not born in Germany,0.27101,153,653,0.23689,0.30513
2008,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.78390,1136,1412,0.76242,0.80538
2008,Lower Secondary Level,female,Not born in Germany,0.21610,276,1412,0.19462,0.23758
2008,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89637,4229,4609,0.88757,0.90517
2008,Upper Secondary Level,male,Not born in Germany,0.10363,380,4609,0.09483,0.11243
2008,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.91974,4791,5125,0.91230,0.92718
2008,Upper Secondary Level,female,Not born in Germany,0.08026,334,5125,0.07282,0.08770
2008,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.77379,348,435,0.73443,0.81315
2008,Post-secondary Non-tertiary Level,male,Not born in Germany,0.22621,87,435,0.18685,0.26557
2008,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.79837,552,656,0.76764,0.82910
2008,Post-secondary Non-tertiary Level,female,Not born in Germany,0.20163,104,656,0.17090,0.23236
2008,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.92050,778,831,0.90209,0.93890
2008,First Stage of Tertiary Education,male,Not born in Germany,0.07950,53,831,0.06110,0.09791
2008,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87959,524,584,0.85317,0.90600
2008,First Stage of Tertiary Education,female,Not born in Germany,0.12041,60,584,0.09400,0.14683
2008,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.90066,2140,2293,0.88841,0.91291
2008,Second Stage of Tertiary Education,male,Not born in Germany,0.09934,153,2293,0.08709,0.11159
2008,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87336,1739,1899,0.85839,0.88832
2008,Second Stage of Tertiary Education,female,Not born in Germany,0.12664,160,1899,0.11168,0.14161
2009,No answer / don't know,male,Born in Germany or immigrated <1950,0.86118,162,162,0.80777,0.91459
2009,No answer / don't know,female,Born in Germany or immigrated <1950,0.84004,142,142,0.77954,0.90055
2009,Pre-primary Level,male,Born in Germany or immigrated <1950,0.92313,265,265,0.89100,0.95526
2009,Pre-primary Level,female,Born in Germany or immigrated <1950,0.94195,221,221,0.91105,0.97285
2009,Primary Level,male,Born in Germany or immigrated <1950,0.54317,34,67,0.42300,0.66335
2009,Primary Level,male,Not born in Germany,0.45683,33,67,0.33665,0.57700
2009,Primary Level,female,Born in Germany or immigrated <1950,0.34688,40,98,0.25216,0.44161
2009,Primary Level,female,Not born in Germany,0.65312,58,98,0.55839,0.74784
2009,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74318,450,580,0.70759,0.77876
2009,Lower Secondary Level,male,Not born in Germany,0.25682,130,580,0.22124,0.29241
2009,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.79325,1018,1250,0.77079,0.81571
2009,Lower Secondary Level,female,Not born in Germany,0.20675,232,1250,0.18429,0.22921
2009,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.90098,3951,4275,0.89202,0.90993
2009,Upper Secondary Level,male,Not born in Germany,0.09902,324,4275,0.09007,0.10798
2009,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.92099,4498,4789,0.91335,0.92864
2009,Upper Secondary Level,female,Not born in Germany,0.07901,291,4789,0.07136,0.08665
2009,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.81212,317,388,0.77320,0.85103
2009,Post-secondary Non-tertiary Level,male,Not born in Germany,0.18788,71,388,0.14897,0.22680
2009,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.80453,510,607,0.77296,0.83610
2009,Post-secondary Non-tertiary Level,female,Not born in Germany,0.19547,97,607,0.16390,0.22704
2009,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93668,742,783,0.91961,0.95375
2009,First Stage of Tertiary Education,male,Not born in Germany,0.06332,41,783,0.04625,0.08039
2009,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87559,494,548,0.84793,0.90325
2009,First Stage of Tertiary Education,female,Not born in Germany,0.12441,54,548,0.09675,0.15207
2009,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.90050,2043,2186,0.88794,0.91305
2009,Second Stage of Tertiary Education,male,Not born in Germany,0.09950,143,2186,0.08695,0.11206
2009,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87235,1700,1849,0.85714,0.88757
2009,Second Stage of Tertiary Education,female,Not born in Germany,0.12765,149,1849,0.11243,0.14286
2010,No answer / don't know,male,Born in Germany or immigrated <1950,0.77867,140,140,0.70966,0.84769
2010,No answer / don't know,female,Born in Germany or immigrated <1950,0.81218,135,135,0.74605,0.87831
2010,Pre-primary Level,male,Born in Germany or immigrated <1950,0.95185,353,353,0.92949,0.97422
2010,Pre-primary Level,female,Born in Germany or immigrated <1950,0.90781,318,318,0.87597,0.93966
2010,Primary Level,male,Born in Germany or immigrated <1950,0.53571,64,132,0.45031,0.62112
2010,Primary Level,male,Not born in Germany,0.46429,68,132,0.37888,0.54969
2010,Primary Level,female,Born in Germany or immigrated <1950,0.36920,101,211,0.30393,0.43447
2010,Primary Level,female,Not born in Germany,0.63080,110,211,0.56553,0.69607
2010,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.72511,584,836,0.69483,0.75540
2010,Lower Secondary Level,male,Not born in Germany,0.27489,252,836,0.24460,0.30517
2010,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.75186,1289,1674,0.73116,0.77255
2010,Lower Secondary Level,female,Not born in Germany,0.24814,385,1674,0.22745,0.26884
2010,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89266,4732,5268,0.88430,0.90102
2010,Upper Secondary Level,male,Not born in Germany,0.10734,536,5268,0.09898,0.11570
2010,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.91118,5932,6484,0.90425,0.91810
2010,Upper Secondary Level,female,Not born in Germany,0.08882,552,6484,0.08190,0.09575
2010,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.80582,467,596,0.77403,0.83760
2010,Post-secondary Non-tertiary Level,male,Not born in Germany,0.19418,129,596,0.16240,0.22597
2010,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.80709,908,1113,0.78390,0.83028
2010,Post-secondary Non-tertiary Level,female,Not born in Germany,0.19291,205,1113,0.16972,0.21610
2010,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93054,899,962,0.91447,0.94662
2010,First Stage of Tertiary Education,male,Not born in Germany,0.06946,63,962,0.05338,0.08553
2010,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87838,593,650,0.85323,0.90353
2010,First Stage of Tertiary Education,female,Not born in Germany,0.12162,57,650,0.09647,0.14677
2010,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89143,2516,2769,0.87984,0.90302
2010,Second Stage of Tertiary Education,male,Not born in Germany,0.10857,253,2769,0.09698,0.12016
2010,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.84898,2300,2607,0.83523,0.86273
2010,Second Stage of Tertiary Education,female,Not born in Germany,0.15102,307,2607,0.13727,0.16477
2011,No answer / don't know,male,Born in Germany or immigrated <1950,0.80288,280,338,0.76041,0.84536
2011,No answer / don't know,male,Not born in Germany,0.19712,58,338,0.15464,0.23959
2011,No answer / don't know,female,Born in Germany or immigrated <1950,0.75134,194,241,0.69666,0.80603
2011,No answer / don't know,female,Not born in Germany,0.24866,47,241,0.19397,0.30334
2011,Pre-primary Level,male,Born in Germany or immigrated <1950,0.95380,432,432,0.93398,0.97362
2011,Pre-primary Level,female,Born in Germany or immigrated <1950,0.91563,421,421,0.88904,0.94221
2011,Primary Level,male,Born in Germany or immigrated <1950,0.59368,93,160,0.51734,0.67002
2011,Primary Level,male,Not born in Germany,0.40632,67,160,0.32998,0.48266
2011,Primary Level,female,Born in Germany or immigrated <1950,0.47577,133,247,0.41336,0.53818
2011,Primary Level,female,Not born in Germany,0.52423,114,247,0.46182,0.58664
2011,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74686,730,997,0.71986,0.77387
2011,Lower Secondary Level,male,Not born in Germany,0.25314,267,997,0.22613,0.28014
2011,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.78814,1651,2055,0.77047,0.80581
2011,Lower Secondary Level,female,Not born in Germany,0.21186,404,2055,0.19419,0.22953
2011,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89492,5590,6168,0.88726,0.90257
2011,Upper Secondary Level,male,Not born in Germany,0.10508,578,6168,0.09743,0.11274
2011,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90978,7078,7735,0.90339,0.91616
2011,Upper Secondary Level,female,Not born in Germany,0.09022,657,7735,0.08384,0.09661
2011,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.79983,529,665,0.76939,0.83026
2011,Post-secondary Non-tertiary Level,male,Not born in Germany,0.20017,136,665,0.16974,0.23061
2011,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.80083,1103,1337,0.77942,0.82225
2011,Post-secondary Non-tertiary Level,female,Not born in Germany,0.19917,234,1337,0.17775,0.22058
2011,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93470,1072,1143,0.92037,0.94903
2011,First Stage of Tertiary Education,male,Not born in Germany,0.06530,71,1143,0.05097,0.07963
2011,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.88397,650,707,0.86035,0.90760
2011,First Stage of Tertiary Education,female,Not born in Germany,0.11603,57,707,0.09240,0.13965
2011,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89337,2922,3207,0.88268,0.90405
2011,Second Stage of Tertiary Education,male,Not born in Germany,0.10663,285,3207,0.09595,0.11732
2011,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.84353,2647,3005,0.83054,0.85652
2011,Second Stage of Tertiary Education,female,Not born in Germany,0.15647,358,3005,0.14348,0.16946
2012,No answer / don't know,male,Born in Germany or immigrated <1950,0.79012,191,191,0.73221,0.84802
2012,No answer / don't know,female,Born in Germany or immigrated <1950,0.83727,177,177,0.78274,0.89181
2012,Pre-primary Level,male,Born in Germany or immigrated <1950,0.96291,419,419,0.94479,0.98102
2012,Pre-primary Level,female,Born in Germany or immigrated <1950,0.93543,450,450,0.91270,0.95817
2012,Primary Level,male,Born in Germany or immigrated <1950,0.61063,99,158,0.53436,0.68690
2012,Primary Level,male,Not born in Germany,0.38937,59,158,0.31310,0.46564
2012,Primary Level,female,Born in Germany or immigrated <1950,0.50716,134,228,0.44212,0.57219
2012,Primary Level,female,Not born in Germany,0.49284,94,228,0.42781,0.55788
2012,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.73341,761,1026,0.70634,0.76048
2012,Lower Secondary Level,male,Not born in Germany,0.26659,265,1026,0.23952,0.29366
2012,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.76834,1582,1964,0.74968,0.78701
2012,Lower Secondary Level,female,Not born in Germany,0.23166,382,1964,0.21299,0.25032
2012,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.88821,5489,6040,0.88026,0.89616
2012,Upper Secondary Level,male,Not born in Germany,0.11179,551,6040,0.10384,0.11974
2012,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90160,6874,7510,0.89486,0.90834
2012,Upper Secondary Level,female,Not born in Germany,0.09840,636,7510,0.09166,0.10514
2012,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.77440,523,666,0.74263,0.80617
2012,Post-secondary Non-tertiary Level,male,Not born in Germany,0.22560,143,666,0.19383,0.25737
2012,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.80551,1066,1298,0.78397,0.82705
2012,Post-secondary Non-tertiary Level,female,Not born in Germany,0.19449,232,1298,0.17295,0.21603
2012,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93739,1057,1120,0.92320,0.95159
2012,First Stage of Tertiary Education,male,Not born in Germany,0.06261,63,1120,0.04841,0.07680
2012,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.88304,632,684,0.85894,0.90714
2012,First Stage of Tertiary Education,female,Not born in Germany,0.11696,52,684,0.09286,0.14106
2012,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.87977,2860,3149,0.86841,0.89113
2012,Second Stage of Tertiary Education,male,Not born in Germany,0.12023,289,3149,0.10887,0.13159
2012,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.84165,2639,2997,0.82858,0.85473
2012,Second Stage of Tertiary Education,female,Not born in Germany,0.15835,358,2997,0.14527,0.17142
2013,No answer / don't know,male,Born in Germany or immigrated <1950,0.81812,224,282,0.77302,0.86322
2013,No answer / don't know,male,Not born in Germany,0.18188,58,282,0.13678,0.22698
2013,No answer / don't know,female,Born in Germany or immigrated <1950,0.77971,191,272,0.73036,0.82905
2013,No answer / don't know,female,Not born in Germany,0.22029,81,272,0.17095,0.26964
2013,Pre-primary Level,male,Born in Germany or immigrated <1950,0.95900,476,532,0.94213,0.97586
2013,Pre-primary Level,male,Not born in Germany,0.04100,56,532,0.02414,0.05787
2013,Pre-primary Level,female,Born in Germany or immigrated <1950,0.92887,470,541,0.90719,0.95055
2013,Pre-primary Level,female,Not born in Germany,0.07113,71,541,0.04945,0.09281
2013,Primary Level,male,Born in Germany or immigrated <1950,0.47194,100,271,0.41239,0.53148
2013,Primary Level,male,Not born in Germany,0.52806,171,271,0.46852,0.58761
2013,Primary Level,female,Born in Germany or immigrated <1950,0.48526,143,360,0.43356,0.53696
2013,Primary Level,female,Not born in Germany,0.51474,217,360,0.46304,0.56644
2013,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.70908,848,1451,0.68570,0.73245
2013,Lower Secondary Level,male,Not born in Germany,0.29092,603,1451,0.26755,0.31430
2013,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.77672,1593,2356,0.75990,0.79354
2013,Lower Secondary Level,female,Not born in Germany,0.22328,763,2356,0.20646,0.24010
2013,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.88805,5275,6357,0.88030,0.89580
2013,Upper Secondary Level,male,Not born in Germany,0.11195,1082,6357,0.10420,0.11970
2013,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90538,6648,7807,0.89889,0.91188
2013,Upper Secondary Level,female,Not born in Germany,0.09462,1159,7807,0.08812,0.10111
2013,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.76133,529,847,0.73260,0.79005
2013,Post-secondary Non-tertiary Level,male,Not born in Germany,0.23867,318,847,0.20995,0.26740
2013,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.76994,1028,1515,0.74873,0.79114
2013,Post-secondary Non-tertiary Level,female,Not born in Germany,0.23006,487,1515,0.20886,0.25127
2013,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.95358,1001,1072,0.94098,0.96618
2013,First Stage of Tertiary Education,male,Not born in Germany,0.04642,71,1072,0.03382,0.05902
2013,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91686,596,652,0.89565,0.93807
2013,First Stage of Tertiary Education,female,Not born in Germany,0.08314,56,652,0.06193,0.10435
2013,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.87375,2855,3440,0.86265,0.88485
2013,Second Stage of Tertiary Education,male,Not born in Germany,0.12625,585,3440,0.11515,0.13735
2013,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.84577,2626,3422,0.83366,0.85787
2013,Second Stage of Tertiary Education,female,Not born in Germany,0.15423,796,3422,0.14213,0.16634
2014,No answer / don't know,male,Born in Germany or immigrated <1950,0.83228,272,333,0.79209,0.87247
2014,No answer / don't know,male,Not born in Germany,0.16772,61,333,0.12753,0.20791
2014,No answer / don't know,female,Born in Germany or immigrated <1950,0.78431,208,289,0.73681,0.83182
2014,No answer / don't know,female,Not born in Germany,0.21569,81,289,0.16818,0.26319
2014,Pre-primary Level,male,Born in Germany or immigrated <1950,0.90499,372,430,0.87724,0.93274
2014,Pre-primary Level,male,Not born in Germany,0.09501,58,430,0.06726,0.12276
2014,Pre-primary Level,female,Born in Germany or immigrated <1950,0.94522,404,452,0.92422,0.96622
2014,Pre-primary Level,female,Not born in Germany,0.05478,48,452,0.03378,0.07578
2014,Primary Level,male,Born in Germany or immigrated <1950,0.51175,94,211,0.44415,0.57936
2014,Primary Level,male,Not born in Germany,0.48825,117,211,0.42064,0.55585
2014,Primary Level,female,Born in Germany or immigrated <1950,0.50237,125,293,0.44502,0.55972
2014,Primary Level,female,Not born in Germany,0.49763,168,293,0.44028,0.55498
2014,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.71137,776,1260,0.68634,0.73640
2014,Lower Secondary Level,male,Not born in Germany,0.28863,484,1260,0.26360,0.31366
2014,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.78070,1403,1973,0.76244,0.79897
2014,Lower Secondary Level,female,Not born in Germany,0.21930,570,1973,0.20103,0.23756
2014,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.88425,4762,5660,0.87591,0.89258
2014,Upper Secondary Level,male,Not born in Germany,0.11575,898,5660,0.10742,0.12409
2014,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90469,5941,6888,0.89775,0.91162
2014,Upper Secondary Level,female,Not born in Germany,0.09531,947,6888,0.08838,0.10225
2014,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.77551,505,747,0.74557,0.80545
2014,Post-secondary Non-tertiary Level,male,Not born in Germany,0.22449,242,747,0.19455,0.25443
2014,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.78344,910,1299,0.76103,0.80585
2014,Post-secondary Non-tertiary Level,female,Not born in Germany,0.21656,389,1299,0.19415,0.23897
2014,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.94045,916,983,0.92565,0.95525
2014,First Stage of Tertiary Education,male,Not born in Germany,0.05955,67,983,0.04475,0.07435
2014,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91823,560,609,0.89645,0.94001
2014,First Stage of Tertiary Education,female,Not born in Germany,0.08177,49,609,0.05999,0.10355
2014,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.87970,2616,3100,0.86825,0.89115
2014,Second Stage of Tertiary Education,male,Not born in Germany,0.12030,484,3100,0.10885,0.13175
2014,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.83927,2458,3127,0.82639,0.85215
2014,Second Stage of Tertiary Education,female,Not born in Germany,0.16073,669,3127,0.14785,0.17361
2015,No answer / don't know,male,Born in Germany or immigrated <1950,0.87614,262,331,0.84060,0.91169
2015,No answer / don't know,male,Not born in Germany,0.12386,69,331,0.08831,0.15940
2015,No answer / don't know,female,Born in Germany or immigrated <1950,0.83357,237,316,0.79244,0.87470
2015,No answer / don't know,female,Not born in Germany,0.16643,79,316,0.12530,0.20756
2015,Pre-primary Level,male,Born in Germany or immigrated <1950,0.92933,306,354,0.90260,0.95607
2015,Pre-primary Level,male,Not born in Germany,0.07067,48,354,0.04393,0.09740
2015,Pre-primary Level,female,Born in Germany or immigrated <1950,0.95220,370,421,0.93179,0.97260
2015,Pre-primary Level,female,Not born in Germany,0.04780,51,421,0.02740,0.06821
2015,Primary Level,male,Born in Germany or immigrated <1950,0.49465,79,217,0.42797,0.56133
2015,Primary Level,male,Not born in Germany,0.50535,138,217,0.43867,0.57203
2015,Primary Level,female,Born in Germany or immigrated <1950,0.48931,118,316,0.43410,0.54451
2015,Primary Level,female,Not born in Germany,0.51069,198,316,0.45549,0.56590
2015,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.68917,742,1255,0.66356,0.71479
