"plj0588","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Manchmal","2016","AkademikerIn","Hessen","6","","",""
"Manchmal","2016","AkademikerIn","Rheinland-Pfalz,Saarland","11","","",""
"Manchmal","2016","AkademikerIn","Baden-Wuerttemberg","16","","",""
"Manchmal","2016","AkademikerIn","Bayern","18","","",""
"Manchmal","2016","AkademikerIn","Saarland","","","",""
"Manchmal","2016","AkademikerIn","Berlin","4","","",""
"Manchmal","2016","AkademikerIn","Brandenburg","3","","",""
"Manchmal","2016","AkademikerIn","Mecklenburg-Vorpommern","7","","",""
"Manchmal","2016","AkademikerIn","Sachsen","9","","",""
"Manchmal","2016","AkademikerIn","Sachsen-Anhalt","4","","",""
"Manchmal","2016","AkademikerIn","Thueringen","3","","",""
"Selten","2016","(noch) kein Abschluss","Schleswig-Holstein","12","","",""
"Selten","2016","(noch) kein Abschluss","Hamburg","4","","",""
"Selten","2016","(noch) kein Abschluss","Niedersachsen","36","0.180161768631661","0.114096711241781","0.24622682602154"
"Selten","2016","(noch) kein Abschluss","Bremen","1","","",""
"Selten","2016","(noch) kein Abschluss","Nordrhein-Westfalen","44","0.168892595843691","0.116707152552161","0.221078039135222"
"Selten","2016","(noch) kein Abschluss","Hessen","16","","",""
"Selten","2016","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","12","","",""
"Selten","2016","(noch) kein Abschluss","Baden-Wuerttemberg","22","","",""
"Selten","2016","(noch) kein Abschluss","Bayern","21","","",""
"Selten","2016","(noch) kein Abschluss","Saarland","","","",""
"Selten","2016","(noch) kein Abschluss","Berlin","2","","",""
"Selten","2016","(noch) kein Abschluss","Brandenburg","5","","",""
"Selten","2016","(noch) kein Abschluss","Mecklenburg-Vorpommern","5","","",""
"Selten","2016","(noch) kein Abschluss","Sachsen","11","","",""
"Selten","2016","(noch) kein Abschluss","Sachsen-Anhalt","4","","",""
"Selten","2016","(noch) kein Abschluss","Thueringen","3","","",""
"Selten","2016","Hauptschule","Schleswig-Holstein","1","","",""
"Selten","2016","Hauptschule","Hamburg","3","","",""
"Selten","2016","Hauptschule","Niedersachsen","15","","",""
"Selten","2016","Hauptschule","Bremen","3","","",""
"Selten","2016","Hauptschule","Nordrhein-Westfalen","15","","",""
"Selten","2016","Hauptschule","Hessen","10","","",""
"Selten","2016","Hauptschule","Rheinland-Pfalz,Saarland","14","","",""
"Selten","2016","Hauptschule","Baden-Wuerttemberg","18","","",""
"Selten","2016","Hauptschule","Bayern","20","","",""
"Selten","2016","Hauptschule","Saarland","","","",""
"Selten","2016","Hauptschule","Berlin","2","","",""
"Selten","2016","Hauptschule","Brandenburg","2","","",""
"Selten","2016","Hauptschule","Mecklenburg-Vorpommern","3","","",""
"Selten","2016","Hauptschule","Sachsen","5","","",""
"Selten","2016","Hauptschule","Sachsen-Anhalt","1","","",""
"Selten","2016","Hauptschule","Thueringen","3","","",""
"Selten","2016","Realschule","Schleswig-Holstein","","","",""
"Selten","2016","Realschule","Hamburg","","","",""
"Selten","2016","Realschule","Niedersachsen","","","",""
"Selten","2016","Realschule","Bremen","","","",""
"Selten","2016","Realschule","Nordrhein-Westfalen","2","","",""
"Selten","2016","Realschule","Hessen","","","",""
"Selten","2016","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Selten","2016","Realschule","Baden-Wuerttemberg","","","",""
"Selten","2016","Realschule","Bayern","","","",""
"Selten","2016","Realschule","Saarland","","","",""
"Selten","2016","Realschule","Berlin","","","",""
"Selten","2016","Realschule","Brandenburg","","","",""
"Selten","2016","Realschule","Mecklenburg-Vorpommern","","","",""
"Selten","2016","Realschule","Sachsen","","","",""
"Selten","2016","Realschule","Sachsen-Anhalt","","","",""
"Selten","2016","Realschule","Thueringen","","","",""
"Selten","2016","(Fach-)Abitur","Schleswig-Holstein","8","","",""
"Selten","2016","(Fach-)Abitur","Hamburg","1","","",""
"Selten","2016","(Fach-)Abitur","Niedersachsen","16","","",""
"Selten","2016","(Fach-)Abitur","Bremen","3","","",""
"Selten","2016","(Fach-)Abitur","Nordrhein-Westfalen","16","","",""
"Selten","2016","(Fach-)Abitur","Hessen","16","","",""
"Selten","2016","(Fach-)Abitur","Rheinland-Pfalz,Saarland","16","","",""
"Selten","2016","(Fach-)Abitur","Baden-Wuerttemberg","12","","",""
"Selten","2016","(Fach-)Abitur","Bayern","8","","",""
"Selten","2016","(Fach-)Abitur","Saarland","","","",""
"Selten","2016","(Fach-)Abitur","Berlin","2","","",""
"Selten","2016","(Fach-)Abitur","Brandenburg","6","","",""
"Selten","2016","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"Selten","2016","(Fach-)Abitur","Sachsen","3","","",""
"Selten","2016","(Fach-)Abitur","Sachsen-Anhalt","5","","",""
"Selten","2016","(Fach-)Abitur","Thueringen","2","","",""
"Selten","2016","AkademikerIn","Schleswig-Holstein","13","","",""
"Selten","2016","AkademikerIn","Hamburg","2","","",""
"Selten","2016","AkademikerIn","Niedersachsen","13","","",""
"Selten","2016","AkademikerIn","Bremen","1","","",""
"Selten","2016","AkademikerIn","Nordrhein-Westfalen","43","0.367959026201313","0.288918027419094","0.447000024983532"
"Selten","2016","AkademikerIn","Hessen","7","","",""
"Selten","2016","AkademikerIn","Rheinland-Pfalz,Saarland","18","","",""
"Selten","2016","AkademikerIn","Baden-Wuerttemberg","21","","",""
"Selten","2016","AkademikerIn","Bayern","14","","",""
"Selten","2016","AkademikerIn","Saarland","","","",""
"Selten","2016","AkademikerIn","Berlin","4","","",""
"Selten","2016","AkademikerIn","Brandenburg","2","","",""
"Selten","2016","AkademikerIn","Mecklenburg-Vorpommern","1","","",""
"Selten","2016","AkademikerIn","Sachsen","7","","",""
"Selten","2016","AkademikerIn","Sachsen-Anhalt","1","","",""
"Selten","2016","AkademikerIn","Thueringen","","","",""
"Nie","2016","(noch) kein Abschluss","Schleswig-Holstein","23","","",""
"Nie","2016","(noch) kein Abschluss","Hamburg","3","","",""
"Nie","2016","(noch) kein Abschluss","Niedersachsen","48","0.271115290595595","0.194699547503377","0.347531033687814"
"Nie","2016","(noch) kein Abschluss","Bremen","2","","",""
"Nie","2016","(noch) kein Abschluss","Nordrhein-Westfalen","61","0.289340409097471","0.226179139336292","0.35250167885865"
"Nie","2016","(noch) kein Abschluss","Hessen","35","0.476822742808175","0.357227584283334","0.596417901333015"
"Nie","2016","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"Nie","2016","(noch) kein Abschluss","Baden-Wuerttemberg","45","0.337288044247976","0.25011710094117","0.424458987554782"
"Nie","2016","(noch) kein Abschluss","Bayern","51","0.344582227867026","0.263202171339059","0.425962284394993"
"Nie","2016","(noch) kein Abschluss","Saarland","","","",""
"Nie","2016","(noch) kein Abschluss","Berlin","5","","",""
"Nie","2016","(noch) kein Abschluss","Brandenburg","14","","",""
"Nie","2016","(noch) kein Abschluss","Mecklenburg-Vorpommern","8","","",""
"Nie","2016","(noch) kein Abschluss","Sachsen","11","","",""
"Nie","2016","(noch) kein Abschluss","Sachsen-Anhalt","6","","",""
"Nie","2016","(noch) kein Abschluss","Thueringen","5","","",""
"Nie","2016","Hauptschule","Schleswig-Holstein","19","","",""
"Nie","2016","Hauptschule","Hamburg","5","","",""
"Nie","2016","Hauptschule","Niedersachsen","31","0.569436427070235","0.447166661001246","0.691706193139224"
"Nie","2016","Hauptschule","Bremen","1","","",""
"Nie","2016","Hauptschule","Nordrhein-Westfalen","39","0.299716019754882","0.211667208817143","0.38776483069262"
"Nie","2016","Hauptschule","Hessen","20","","",""
"Nie","2016","Hauptschule","Rheinland-Pfalz,Saarland","22","","",""
"Nie","2016","Hauptschule","Baden-Wuerttemberg","34","0.394970571857955","0.291048152916793","0.498892990799116"
"Nie","2016","Hauptschule","Bayern","28","","",""
"Nie","2016","Hauptschule","Saarland","","","",""
"Nie","2016","Hauptschule","Berlin","7","","",""
"Nie","2016","Hauptschule","Brandenburg","5","","",""
"Nie","2016","Hauptschule","Mecklenburg-Vorpommern","6","","",""
"Nie","2016","Hauptschule","Sachsen","8","","",""
"Nie","2016","Hauptschule","Sachsen-Anhalt","5","","",""
"Nie","2016","Hauptschule","Thueringen","7","","",""
"Nie","2016","Realschule","Schleswig-Holstein","1","","",""
"Nie","2016","Realschule","Hamburg","","","",""
"Nie","2016","Realschule","Niedersachsen","","","",""
"Nie","2016","Realschule","Bremen","","","",""
"Nie","2016","Realschule","Nordrhein-Westfalen","","","",""
"Nie","2016","Realschule","Hessen","1","","",""
"Nie","2016","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","2016","Realschule","Baden-Wuerttemberg","1","","",""
"Nie","2016","Realschule","Bayern","","","",""
"Nie","2016","Realschule","Saarland","","","",""
"Nie","2016","Realschule","Berlin","1","","",""
"Nie","2016","Realschule","Brandenburg","","","",""
"Nie","2016","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","2016","Realschule","Sachsen","","","",""
"Nie","2016","Realschule","Sachsen-Anhalt","","","",""
"Nie","2016","Realschule","Thueringen","","","",""
"Nie","2016","(Fach-)Abitur","Schleswig-Holstein","15","","",""
"Nie","2016","(Fach-)Abitur","Hamburg","","","",""
"Nie","2016","(Fach-)Abitur","Niedersachsen","12","","",""
"Nie","2016","(Fach-)Abitur","Bremen","5","","",""
"Nie","2016","(Fach-)Abitur","Nordrhein-Westfalen","40","0.321954445831458","0.230379906908335","0.413528984754581"
"Nie","2016","(Fach-)Abitur","Hessen","28","","",""
"Nie","2016","(Fach-)Abitur","Rheinland-Pfalz,Saarland","13","","",""
"Nie","2016","(Fach-)Abitur","Baden-Wuerttemberg","21","","",""
"Nie","2016","(Fach-)Abitur","Bayern","14","","",""
"Nie","2016","(Fach-)Abitur","Saarland","","","",""
"Nie","2016","(Fach-)Abitur","Berlin","5","","",""
"Nie","2016","(Fach-)Abitur","Brandenburg","8","","",""
"Nie","2016","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"Nie","2016","(Fach-)Abitur","Sachsen","7","","",""
"Nie","2016","(Fach-)Abitur","Sachsen-Anhalt","2","","",""
"Nie","2016","(Fach-)Abitur","Thueringen","3","","",""
"Nie","2016","AkademikerIn","Schleswig-Holstein","8","","",""
"Nie","2016","AkademikerIn","Hamburg","","","",""
"Nie","2016","AkademikerIn","Niedersachsen","25","","",""
"Nie","2016","AkademikerIn","Bremen","","","",""
"Nie","2016","AkademikerIn","Nordrhein-Westfalen","49","0.298833313896553","0.223808450285012","0.373858177508093"
"Nie","2016","AkademikerIn","Hessen","9","","",""
"Nie","2016","AkademikerIn","Rheinland-Pfalz,Saarland","15","","",""
"Nie","2016","AkademikerIn","Baden-Wuerttemberg","15","","",""
"Nie","2016","AkademikerIn","Bayern","23","","",""
"Nie","2016","AkademikerIn","Saarland","","","",""
"Nie","2016","AkademikerIn","Berlin","5","","",""
"Nie","2016","AkademikerIn","Brandenburg","5","","",""
"Nie","2016","AkademikerIn","Mecklenburg-Vorpommern","6","","",""
"Nie","2016","AkademikerIn","Sachsen","10","","",""
"Nie","2016","AkademikerIn","Sachsen-Anhalt","7","","",""
"Nie","2016","AkademikerIn","Thueringen","5","","",""
"Sehr oft","2017","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Sehr oft","2017","(noch) kein Abschluss","Hamburg","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Niedersachsen","15","","",""
"Sehr oft","2017","(noch) kein Abschluss","Bremen","5","","",""
"Sehr oft","2017","(noch) kein Abschluss","Nordrhein-Westfalen","30","0.0439909230810787","0.025587379799019","0.0623944663631384"
"Sehr oft","2017","(noch) kein Abschluss","Hessen","6","","",""
"Sehr oft","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Sehr oft","2017","(noch) kein Abschluss","Baden-Wuerttemberg","3","","",""
"Sehr oft","2017","(noch) kein Abschluss","Bayern","2","","",""
"Sehr oft","2017","(noch) kein Abschluss","Saarland","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Berlin","1","","",""
"Sehr oft","2017","(noch) kein Abschluss","Brandenburg","2","","",""
"Sehr oft","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Sehr oft","2017","(noch) kein Abschluss","Sachsen","2","","",""
"Sehr oft","2017","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Sehr oft","2017","(noch) kein Abschluss","Thueringen","3","","",""
"Sehr oft","2017","Hauptschule","Schleswig-Holstein","7","","",""
"Sehr oft","2017","Hauptschule","Hamburg","","","",""
"Sehr oft","2017","Hauptschule","Niedersachsen","12","","",""
"Sehr oft","2017","Hauptschule","Bremen","1","","",""
"Sehr oft","2017","Hauptschule","Nordrhein-Westfalen","38","0.0159518746581057","0.00995719271090526","0.0219465566053061"
"Sehr oft","2017","Hauptschule","Hessen","9","","",""
"Sehr oft","2017","Hauptschule","Rheinland-Pfalz,Saarland","11","","",""
"Sehr oft","2017","Hauptschule","Baden-Wuerttemberg","10","","",""
"Sehr oft","2017","Hauptschule","Bayern","25","","",""
"Sehr oft","2017","Hauptschule","Saarland","","","",""
"Sehr oft","2017","Hauptschule","Berlin","3","","",""
"Sehr oft","2017","Hauptschule","Brandenburg","3","","",""
"Sehr oft","2017","Hauptschule","Mecklenburg-Vorpommern","3","","",""
"Sehr oft","2017","Hauptschule","Sachsen","9","","",""
"Sehr oft","2017","Hauptschule","Sachsen-Anhalt","1","","",""
"Sehr oft","2017","Hauptschule","Thueringen","7","","",""
"Sehr oft","2017","Realschule","Schleswig-Holstein","1","","",""
"Sehr oft","2017","Realschule","Hamburg","2","","",""
"Sehr oft","2017","Realschule","Niedersachsen","10","","",""
"Sehr oft","2017","Realschule","Bremen","1","","",""
"Sehr oft","2017","Realschule","Nordrhein-Westfalen","4","","",""
"Sehr oft","2017","Realschule","Hessen","1","","",""
"Sehr oft","2017","Realschule","Rheinland-Pfalz,Saarland","5","","",""
"Sehr oft","2017","Realschule","Baden-Wuerttemberg","8","","",""
"Sehr oft","2017","Realschule","Bayern","6","","",""
"Sehr oft","2017","Realschule","Saarland","","","",""
"Sehr oft","2017","Realschule","Berlin","5","","",""
"Sehr oft","2017","Realschule","Brandenburg","5","","",""
"Sehr oft","2017","Realschule","Mecklenburg-Vorpommern","6","","",""
"Sehr oft","2017","Realschule","Sachsen","1","","",""
"Sehr oft","2017","Realschule","Sachsen-Anhalt","2","","",""
"Sehr oft","2017","Realschule","Thueringen","10","","",""
"Sehr oft","2017","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Sehr oft","2017","(Fach-)Abitur","Hamburg","1","","",""
"Sehr oft","2017","(Fach-)Abitur","Niedersachsen","9","","",""
"Sehr oft","2017","(Fach-)Abitur","Bremen","1","","",""
"Sehr oft","2017","(Fach-)Abitur","Nordrhein-Westfalen","21","","",""
"Sehr oft","2017","(Fach-)Abitur","Hessen","4","","",""
"Sehr oft","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","4","","",""
"Sehr oft","2017","(Fach-)Abitur","Baden-Wuerttemberg","5","","",""
"Sehr oft","2017","(Fach-)Abitur","Bayern","4","","",""
"Sehr oft","2017","(Fach-)Abitur","Saarland","","","",""
"Sehr oft","2017","(Fach-)Abitur","Berlin","","","",""
"Sehr oft","2017","(Fach-)Abitur","Brandenburg","","","",""
"Sehr oft","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2017","(Fach-)Abitur","Sachsen","2","","",""
"Sehr oft","2017","(Fach-)Abitur","Sachsen-Anhalt","1","","",""
"Sehr oft","2017","(Fach-)Abitur","Thueringen","2","","",""
"Sehr oft","2017","AkademikerIn","Schleswig-Holstein","4","","",""
"Sehr oft","2017","AkademikerIn","Hamburg","4","","",""
"Sehr oft","2017","AkademikerIn","Niedersachsen","8","","",""
"Sehr oft","2017","AkademikerIn","Bremen","","","",""
"Sehr oft","2017","AkademikerIn","Nordrhein-Westfalen","14","","",""
"Sehr oft","2017","AkademikerIn","Hessen","2","","",""
"Sehr oft","2017","AkademikerIn","Rheinland-Pfalz,Saarland","3","","",""
"Sehr oft","2017","AkademikerIn","Baden-Wuerttemberg","7","","",""
"Sehr oft","2017","AkademikerIn","Bayern","12","","",""
"Sehr oft","2017","AkademikerIn","Saarland","","","",""
"Sehr oft","2017","AkademikerIn","Berlin","6","","",""
"Sehr oft","2017","AkademikerIn","Brandenburg","1","","",""
"Sehr oft","2017","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2017","AkademikerIn","Sachsen","","","",""
"Sehr oft","2017","AkademikerIn","Sachsen-Anhalt","6","","",""
"Sehr oft","2017","AkademikerIn","Thueringen","","","",""
"Oft","2017","(noch) kein Abschluss","Schleswig-Holstein","10","","",""
"Oft","2017","(noch) kein Abschluss","Hamburg","2","","",""
"Oft","2017","(noch) kein Abschluss","Niedersachsen","37","0.198093584350034","0.146472467199874","0.249714701500194"
"Oft","2017","(noch) kein Abschluss","Bremen","3","","",""
"Oft","2017","(noch) kein Abschluss","Nordrhein-Westfalen","43","0.11525774201869","0.0866006353267834","0.143914848710597"
"Oft","2017","(noch) kein Abschluss","Hessen","15","","",""
"Oft","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","9","","",""
"Oft","2017","(noch) kein Abschluss","Baden-Wuerttemberg","12","","",""
"Oft","2017","(noch) kein Abschluss","Bayern","19","","",""
"Oft","2017","(noch) kein Abschluss","Saarland","","","",""
"Oft","2017","(noch) kein Abschluss","Berlin","6","","",""
"Oft","2017","(noch) kein Abschluss","Brandenburg","5","","",""
"Oft","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Oft","2017","(noch) kein Abschluss","Sachsen","5","","",""
"Oft","2017","(noch) kein Abschluss","Sachsen-Anhalt","3","","",""
"Oft","2017","(noch) kein Abschluss","Thueringen","3","","",""
"Oft","2017","Hauptschule","Schleswig-Holstein","19","","",""
"Oft","2017","Hauptschule","Hamburg","4","","",""
"Oft","2017","Hauptschule","Niedersachsen","42","0.0547152346123315","0.0389063951622714","0.0705240740623915"
"Oft","2017","Hauptschule","Bremen","6","","",""
"Oft","2017","Hauptschule","Nordrhein-Westfalen","107","0.0664058624655137","0.0544924992845587","0.0783192256464687"
"Oft","2017","Hauptschule","Hessen","31","0.0434469702362732","0.0247970910726005","0.0620968493999459"
"Oft","2017","Hauptschule","Rheinland-Pfalz,Saarland","27","","",""
"Oft","2017","Hauptschule","Baden-Wuerttemberg","55","0.0670892912501429","0.0503004695624588","0.083878112937827"
"Oft","2017","Hauptschule","Bayern","63","0.0439938216256239","0.0333904031597073","0.0545972400915405"
"Oft","2017","Hauptschule","Saarland","","","",""
"Oft","2017","Hauptschule","Berlin","9","","",""
"Oft","2017","Hauptschule","Brandenburg","23","","",""
"Oft","2017","Hauptschule","Mecklenburg-Vorpommern","10","","",""
"Oft","2017","Hauptschule","Sachsen","11","","",""
"Oft","2017","Hauptschule","Sachsen-Anhalt","18","","",""
"Oft","2017","Hauptschule","Thueringen","19","","",""
"Oft","2017","Realschule","Schleswig-Holstein","11","","",""
"Oft","2017","Realschule","Hamburg","2","","",""
"Oft","2017","Realschule","Niedersachsen","36","0.038526220809097","0.0249055864002819","0.0521468552179121"
"Oft","2017","Realschule","Bremen","7","","",""
"Oft","2017","Realschule","Nordrhein-Westfalen","54","0.0529788144964654","0.03983136162957","0.0661262673633608"
"Oft","2017","Realschule","Hessen","24","","",""
"Oft","2017","Realschule","Rheinland-Pfalz,Saarland","22","","",""
"Oft","2017","Realschule","Baden-Wuerttemberg","24","","",""
"Oft","2017","Realschule","Bayern","45","0.0350778814002868","0.0234761625617942","0.0466796002387793"
"Oft","2017","Realschule","Saarland","","","",""
"Oft","2017","Realschule","Berlin","19","","",""
"Oft","2017","Realschule","Brandenburg","29","","",""
"Oft","2017","Realschule","Mecklenburg-Vorpommern","12","","",""
"Oft","2017","Realschule","Sachsen","26","","",""
"Oft","2017","Realschule","Sachsen-Anhalt","15","","",""
"Oft","2017","Realschule","Thueringen","34","0.100445772601128","0.0707269689911915","0.130164576211065"
"Oft","2017","(Fach-)Abitur","Schleswig-Holstein","11","","",""
"Oft","2017","(Fach-)Abitur","Hamburg","4","","",""
"Oft","2017","(Fach-)Abitur","Niedersachsen","29","","",""
"Oft","2017","(Fach-)Abitur","Bremen","4","","",""
"Oft","2017","(Fach-)Abitur","Nordrhein-Westfalen","59","0.0466764447209242","0.0349637151459365","0.058389174295912"
"Oft","2017","(Fach-)Abitur","Hessen","24","","",""
"Oft","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","17","","",""
"Oft","2017","(Fach-)Abitur","Baden-Wuerttemberg","27","","",""
"Oft","2017","(Fach-)Abitur","Bayern","32","0.0497794108650258","0.032304027872443","0.0672547938576086"
"Oft","2017","(Fach-)Abitur","Saarland","","","",""
"Oft","2017","(Fach-)Abitur","Berlin","10","","",""
"Oft","2017","(Fach-)Abitur","Brandenburg","14","","",""
"Oft","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Oft","2017","(Fach-)Abitur","Sachsen","5","","",""
"Oft","2017","(Fach-)Abitur","Sachsen-Anhalt","4","","",""
"Oft","2017","(Fach-)Abitur","Thueringen","4","","",""
"Oft","2017","AkademikerIn","Schleswig-Holstein","9","","",""
"Oft","2017","AkademikerIn","Hamburg","4","","",""
"Oft","2017","AkademikerIn","Niedersachsen","44","0.0640383230628682","0.0445138810745443","0.083562765051192"
"Oft","2017","AkademikerIn","Bremen","4","","",""
"Oft","2017","AkademikerIn","Nordrhein-Westfalen","55","0.0308997929152629","0.0214749236560048","0.040324662174521"
"Oft","2017","AkademikerIn","Hessen","25","","",""
"Oft","2017","AkademikerIn","Rheinland-Pfalz,Saarland","16","","",""
"Oft","2017","AkademikerIn","Baden-Wuerttemberg","37","0.030894111890825","0.0194683910088092","0.0423198327728409"
"Oft","2017","AkademikerIn","Bayern","39","0.0352118339790554","0.0240792953159712","0.0463443726421396"
"Oft","2017","AkademikerIn","Saarland","","","",""
"Oft","2017","AkademikerIn","Berlin","17","","",""
"Oft","2017","AkademikerIn","Brandenburg","13","","",""
"Oft","2017","AkademikerIn","Mecklenburg-Vorpommern","7","","",""
"Oft","2017","AkademikerIn","Sachsen","21","","",""
"Oft","2017","AkademikerIn","Sachsen-Anhalt","18","","",""
"Oft","2017","AkademikerIn","Thueringen","10","","",""
"Manchmal","2017","(noch) kein Abschluss","Schleswig-Holstein","22","","",""
"Manchmal","2017","(noch) kein Abschluss","Hamburg","12","","",""
"Manchmal","2017","(noch) kein Abschluss","Niedersachsen","44","0.110893603794814","0.0702248873467668","0.151562320242862"
"Manchmal","2017","(noch) kein Abschluss","Bremen","6","","",""
"Manchmal","2017","(noch) kein Abschluss","Nordrhein-Westfalen","117","0.253074238744851","0.214057443881281","0.292091033608421"
"Manchmal","2017","(noch) kein Abschluss","Hessen","25","","",""
"Manchmal","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","31","0.36647785633282","0.268018057002761","0.464937655662879"
"Manchmal","2017","(noch) kein Abschluss","Baden-Wuerttemberg","41","0.348023679190217","0.267068883901713","0.42897847447872"
"Manchmal","2017","(noch) kein Abschluss","Bayern","36","0.17798229218061","0.124296450078143","0.231668134283076"
"Manchmal","2017","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2017","(noch) kein Abschluss","Berlin","6","","",""
"Manchmal","2017","(noch) kein Abschluss","Brandenburg","9","","",""
"Manchmal","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","4","","",""
"Manchmal","2017","(noch) kein Abschluss","Sachsen","15","","",""
"Manchmal","2017","(noch) kein Abschluss","Sachsen-Anhalt","9","","",""
"Manchmal","2017","(noch) kein Abschluss","Thueringen","8","","",""
"Manchmal","2017","Hauptschule","Schleswig-Holstein","66","0.237795166136345","0.188368306131821","0.287222026140869"
"Manchmal","2017","Hauptschule","Hamburg","18","","",""
"Manchmal","2017","Hauptschule","Niedersachsen","190","0.221963481457157","0.193076292540627","0.250850670373688"
"Manchmal","2017","Hauptschule","Bremen","13","","",""
"Manchmal","2017","Hauptschule","Nordrhein-Westfalen","384","0.218278285793082","0.198513893387336","0.238042678198828"
"Manchmal","2017","Hauptschule","Hessen","102","0.201405310145606","0.164715926527413","0.238094693763799"
"Manchmal","2017","Hauptschule","Rheinland-Pfalz,Saarland","109","0.141818718068885","0.114663095826212","0.168974340311558"
"Manchmal","2017","Hauptschule","Baden-Wuerttemberg","174","0.182299315562171","0.156389562425611","0.20820906869873"
"Manchmal","2017","Hauptschule","Bayern","306","0.21615987192725","0.194877452853274","0.237442291001225"
"Manchmal","2017","Hauptschule","Saarland","","","",""
"Manchmal","2017","Hauptschule","Berlin","34","0.260059063928675","0.19100062342741","0.329117504429939"
"Manchmal","2017","Hauptschule","Brandenburg","54","0.264451316804743","0.20782103684706","0.321081596762427"
"Manchmal","2017","Hauptschule","Mecklenburg-Vorpommern","21","","",""
"Manchmal","2017","Hauptschule","Sachsen","58","0.187552212334939","0.143671858075049","0.231432566594829"
"Manchmal","2017","Hauptschule","Sachsen-Anhalt","35","0.143984095877398","0.0968368348464436","0.191131356908351"
"Manchmal","2017","Hauptschule","Thueringen","46","0.186742579544981","0.136487751052835","0.236997408037126"
"Manchmal","2017","Realschule","Schleswig-Holstein","51","0.199085057926584","0.150265475511985","0.247904640341182"
"Manchmal","2017","Realschule","Hamburg","12","","",""
"Manchmal","2017","Realschule","Niedersachsen","135","0.177863112189869","0.150800767582934","0.204925456796805"
"Manchmal","2017","Realschule","Bremen","11","","",""
"Manchmal","2017","Realschule","Nordrhein-Westfalen","217","0.190291757067176","0.167251627041731","0.21333188709262"
"Manchmal","2017","Realschule","Hessen","81","0.198173134494429","0.159350654894834","0.236995614094023"
"Manchmal","2017","Realschule","Rheinland-Pfalz,Saarland","47","0.171173059980519","0.128044603304612","0.214301516656427"
"Manchmal","2017","Realschule","Baden-Wuerttemberg","128","0.218824993916283","0.187930825895604","0.249719161936963"
"Manchmal","2017","Realschule","Bayern","181","0.17551684079214","0.151527969239312","0.199505712344968"
"Manchmal","2017","Realschule","Saarland","","","",""
"Manchmal","2017","Realschule","Berlin","50","0.259116626167126","0.202736419541414","0.315496832792838"
"Manchmal","2017","Realschule","Brandenburg","53","0.141369408196109","0.106106887342943","0.176631929049275"
"Manchmal","2017","Realschule","Mecklenburg-Vorpommern","56","0.217289177689936","0.165649352148565","0.268929003231307"
"Manchmal","2017","Realschule","Sachsen","124","0.202682770326433","0.172902882233322","0.232462658419543"
"Manchmal","2017","Realschule","Sachsen-Anhalt","79","0.220752128217252","0.178318973492812","0.263185282941691"
"Manchmal","2017","Realschule","Thueringen","82","0.178429210142276","0.140575601540613","0.216282818743939"
"Manchmal","2017","(Fach-)Abitur","Schleswig-Holstein","35","0.21575606250308","0.153181022497542","0.278331102508619"
"Manchmal","2017","(Fach-)Abitur","Hamburg","10","","",""
"Manchmal","2017","(Fach-)Abitur","Niedersachsen","118","0.271150209927943","0.231213838422647","0.31108658143324"
"Manchmal","2017","(Fach-)Abitur","Bremen","16","","",""
"Manchmal","2017","(Fach-)Abitur","Nordrhein-Westfalen","240","0.190405241777931","0.168604947115704","0.212205536440158"
"Manchmal","2017","(Fach-)Abitur","Hessen","74","0.265428121371627","0.218214309180662","0.312641933562592"
"Manchmal","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","59","0.181424500981066","0.134761272309918","0.228087729652214"
"Manchmal","2017","(Fach-)Abitur","Baden-Wuerttemberg","116","0.207076607382237","0.171487708149084","0.242665506615389"
"Manchmal","2017","(Fach-)Abitur","Bayern","136","0.23043230934312","0.196595865949238","0.264268752737002"
