"plj0588","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Manchmal","2017","Sachsen-Anhalt","Laendlicher Raum","140","0.176324313093143","0.149176529725961","0.203472096460325"
"Manchmal","2017","Thueringen","Staedtischer Raum","79","0.24474015870149","0.197262026075114","0.292218291327866"
"Manchmal","2017","Thueringen","Laendlicher Raum","145","0.183656128318992","0.155134734659048","0.212177521978937"
"Selten","2017","Schleswig-Holstein","Staedtischer Raum","130","0.436233059485752","0.382727339652575","0.489738779318929"
"Selten","2017","Schleswig-Holstein","Laendlicher Raum","306","0.477468197565965","0.440623556556426","0.514312838575504"
"Selten","2017","Hamburg","Staedtischer Raum","205","0.352127574000311","0.310303725417616","0.393951422583006"
"Selten","2017","Hamburg","Laendlicher Raum","","","",""
"Selten","2017","Niedersachsen","Staedtischer Raum","445","0.380946111146787","0.353238244570497","0.408653977723076"
"Selten","2017","Niedersachsen","Laendlicher Raum","798","0.46343913983536","0.440453598970651","0.486424680700068"
"Selten","2017","Bremen","Staedtischer Raum","105","0.430040469120563","0.369977816164062","0.490103122077065"
"Selten","2017","Bremen","Laendlicher Raum","","","",""
"Selten","2017","Nordrhein-Westfalen","Staedtischer Raum","2296","0.418029314948053","0.405448984069835","0.430609645826271"
"Selten","2017","Nordrhein-Westfalen","Laendlicher Raum","62","0.456608007932847","0.370982178036588","0.542233837829106"
"Selten","2017","Hessen","Staedtischer Raum","659","0.430912854181418","0.406228176605045","0.455597531757791"
"Selten","2017","Hessen","Laendlicher Raum","169","0.410284855058989","0.360958355919336","0.459611354198641"
"Selten","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","499","0.451247715380087","0.422986691695728","0.479508739064446"
"Selten","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","182","0.420724902378511","0.374856921347462","0.466592883409561"
"Selten","2017","Baden-Wuerttemberg","Staedtischer Raum","1115","0.401193478214866","0.383035527419039","0.419351429010694"
"Selten","2017","Baden-Wuerttemberg","Laendlicher Raum","160","0.545349964034072","0.493552300073986","0.597147627994159"
"Selten","2017","Bayern","Staedtischer Raum","827","0.420386525474505","0.398295421495511","0.4424776294535"
"Selten","2017","Bayern","Laendlicher Raum","1052","0.460257481364753","0.440493242160216","0.48002172056929"
"Selten","2017","Saarland","Staedtischer Raum","","","",""
"Selten","2017","Saarland","Laendlicher Raum","","","",""
"Selten","2017","Berlin","Staedtischer Raum","462","0.459861507818484","0.429125072568102","0.490597943068866"
"Selten","2017","Berlin","Laendlicher Raum","","","",""
"Selten","2017","Brandenburg","Staedtischer Raum","49","0.580560085089841","0.478610537836523","0.682509632343159"
"Selten","2017","Brandenburg","Laendlicher Raum","426","0.447359046496104","0.416132909752208","0.478585183239999"
"Selten","2017","Mecklenburg-Vorpommern","Staedtischer Raum","27","","",""
"Selten","2017","Mecklenburg-Vorpommern","Laendlicher Raum","229","0.460314938224484","0.41701503428264","0.503614842166327"
"Selten","2017","Sachsen","Staedtischer Raum","406","0.4590592728931","0.427049508835966","0.491069036950234"
"Selten","2017","Sachsen","Laendlicher Raum","350","0.457483597393835","0.422521700308276","0.492445494479394"
"Selten","2017","Sachsen-Anhalt","Staedtischer Raum","88","0.465955045181228","0.396472388819302","0.535437701543155"
"Selten","2017","Sachsen-Anhalt","Laendlicher Raum","322","0.437972476698567","0.402629562781093","0.473315390616042"
"Selten","2017","Thueringen","Staedtischer Raum","117","0.447581730006286","0.392670268089578","0.502493191922994"
"Selten","2017","Thueringen","Laendlicher Raum","269","0.381194159845615","0.345418983495182","0.416969336196049"
"Nie","2017","Schleswig-Holstein","Staedtischer Raum","98","0.246312260165159","0.199825437760923","0.292799082569396"
"Nie","2017","Schleswig-Holstein","Laendlicher Raum","207","0.261524595592628","0.229107804088667","0.293941387096589"
"Nie","2017","Hamburg","Staedtischer Raum","177","0.422992339045648","0.379732363594405","0.466252314496892"
"Nie","2017","Hamburg","Laendlicher Raum","","","",""
"Nie","2017","Niedersachsen","Staedtischer Raum","390","0.326196527948875","0.299447169116886","0.352945886780864"
"Nie","2017","Niedersachsen","Laendlicher Raum","458","0.26454582673987","0.244213965189918","0.284877688289823"
"Nie","2017","Bremen","Staedtischer Raum","65","0.24971634333856","0.197203677758146","0.302229008918974"
"Nie","2017","Bremen","Laendlicher Raum","","","",""
"Nie","2017","Nordrhein-Westfalen","Staedtischer Raum","1933","0.30712375129357","0.295357918315748","0.318889584271393"
"Nie","2017","Nordrhein-Westfalen","Laendlicher Raum","41","0.281288226694101","0.203997111772649","0.358579341615552"
"Nie","2017","Hessen","Staedtischer Raum","462","0.301611058564227","0.278733185097852","0.324488932030603"
"Nie","2017","Hessen","Laendlicher Raum","83","0.242090326107602","0.19913531333712","0.285045338878084"
"Nie","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","396","0.322889569644428","0.296334406722101","0.349444732566754"
"Nie","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","130","0.326763196759735","0.283185067956861","0.37034132556261"
"Nie","2017","Baden-Wuerttemberg","Staedtischer Raum","945","0.337732870236858","0.320212232609039","0.355253507864677"
"Nie","2017","Baden-Wuerttemberg","Laendlicher Raum","91","0.23457658761338","0.190498056077427","0.278655119149334"
"Nie","2017","Bayern","Staedtischer Raum","577","0.318472914443443","0.297623128482983","0.339322700403904"
"Nie","2017","Bayern","Laendlicher Raum","782","0.293121203767652","0.275070985718911","0.311171421816392"
"Nie","2017","Saarland","Staedtischer Raum","","","",""
"Nie","2017","Saarland","Laendlicher Raum","","","",""
"Nie","2017","Berlin","Staedtischer Raum","246","0.233564143416442","0.207470880105271","0.259657406727613"
"Nie","2017","Berlin","Laendlicher Raum","","","",""
"Nie","2017","Brandenburg","Staedtischer Raum","22","","",""
"Nie","2017","Brandenburg","Laendlicher Raum","290","0.283255544685296","0.254958570832789","0.311552518537803"
"Nie","2017","Mecklenburg-Vorpommern","Staedtischer Raum","36","0.41154150036792","0.303024124381048","0.520058876354792"
"Nie","2017","Mecklenburg-Vorpommern","Laendlicher Raum","134","0.243186828689515","0.205917328775783","0.280456328603248"
"Nie","2017","Sachsen","Staedtischer Raum","277","0.26011293978126","0.231933202147725","0.288292677414795"
"Nie","2017","Sachsen","Laendlicher Raum","274","0.322848388232838","0.290035605775696","0.35566117068998"
"Nie","2017","Sachsen-Anhalt","Staedtischer Raum","54","0.2131190246637","0.156078812982944","0.270159236344457"
"Nie","2017","Sachsen-Anhalt","Laendlicher Raum","244","0.295748536585277","0.263237910549822","0.328259162620733"
"Nie","2017","Thueringen","Staedtischer Raum","96","0.275075270081242","0.225761858829488","0.324388681332997"
"Nie","2017","Thueringen","Laendlicher Raum","223","0.326499944749736","0.291958393628359","0.361041495871113"
"Sehr oft","2018","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2018","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2018","Hamburg","Staedtischer Raum","1","","",""
"Sehr oft","2018","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2018","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2018","Niedersachsen","Laendlicher Raum","2","","",""
"Sehr oft","2018","Bremen","Staedtischer Raum","1","","",""
"Sehr oft","2018","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2018","Nordrhein-Westfalen","Staedtischer Raum","8","","",""
"Sehr oft","2018","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2018","Hessen","Staedtischer Raum","6","","",""
"Sehr oft","2018","Hessen","Laendlicher Raum","2","","",""
"Sehr oft","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","1","","",""
"Sehr oft","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2018","Baden-Wuerttemberg","Staedtischer Raum","4","","",""
"Sehr oft","2018","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2018","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2018","Bayern","Laendlicher Raum","2","","",""
"Sehr oft","2018","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2018","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2018","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2018","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2018","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2018","Brandenburg","Laendlicher Raum","1","","",""
"Sehr oft","2018","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2018","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2018","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2018","Sachsen","Laendlicher Raum","2","","",""
"Sehr oft","2018","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2018","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2018","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2018","Thueringen","Laendlicher Raum","","","",""
"Oft","2018","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2018","Schleswig-Holstein","Laendlicher Raum","1","","",""
"Oft","2018","Hamburg","Staedtischer Raum","","","",""
"Oft","2018","Hamburg","Laendlicher Raum","","","",""
"Oft","2018","Niedersachsen","Staedtischer Raum","2","","",""
"Oft","2018","Niedersachsen","Laendlicher Raum","6","","",""
"Oft","2018","Bremen","Staedtischer Raum","1","","",""
"Oft","2018","Bremen","Laendlicher Raum","","","",""
"Oft","2018","Nordrhein-Westfalen","Staedtischer Raum","13","","",""
"Oft","2018","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2018","Hessen","Staedtischer Raum","2","","",""
"Oft","2018","Hessen","Laendlicher Raum","3","","",""
"Oft","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","2","","",""
"Oft","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2018","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"Oft","2018","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2018","Bayern","Staedtischer Raum","1","","",""
"Oft","2018","Bayern","Laendlicher Raum","","","",""
"Oft","2018","Saarland","Staedtischer Raum","","","",""
"Oft","2018","Saarland","Laendlicher Raum","","","",""
"Oft","2018","Berlin","Staedtischer Raum","","","",""
"Oft","2018","Berlin","Laendlicher Raum","","","",""
"Oft","2018","Brandenburg","Staedtischer Raum","","","",""
"Oft","2018","Brandenburg","Laendlicher Raum","3","","",""
"Oft","2018","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2018","Mecklenburg-Vorpommern","Laendlicher Raum","1","","",""
"Oft","2018","Sachsen","Staedtischer Raum","1","","",""
"Oft","2018","Sachsen","Laendlicher Raum","","","",""
"Oft","2018","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Oft","2018","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2018","Thueringen","Staedtischer Raum","","","",""
"Oft","2018","Thueringen","Laendlicher Raum","1","","",""
"Manchmal","2018","Schleswig-Holstein","Staedtischer Raum","1","","",""
"Manchmal","2018","Schleswig-Holstein","Laendlicher Raum","3","","",""
"Manchmal","2018","Hamburg","Staedtischer Raum","4","","",""
"Manchmal","2018","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2018","Niedersachsen","Staedtischer Raum","15","","",""
"Manchmal","2018","Niedersachsen","Laendlicher Raum","18","","",""
"Manchmal","2018","Bremen","Staedtischer Raum","2","","",""
"Manchmal","2018","Bremen","Laendlicher Raum","","","",""
"Manchmal","2018","Nordrhein-Westfalen","Staedtischer Raum","18","","",""
"Manchmal","2018","Nordrhein-Westfalen","Laendlicher Raum","1","","",""
"Manchmal","2018","Hessen","Staedtischer Raum","8","","",""
"Manchmal","2018","Hessen","Laendlicher Raum","1","","",""
"Manchmal","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","5","","",""
"Manchmal","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2018","Baden-Wuerttemberg","Staedtischer Raum","5","","",""
"Manchmal","2018","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Manchmal","2018","Bayern","Staedtischer Raum","","","",""
"Manchmal","2018","Bayern","Laendlicher Raum","10","","",""
"Manchmal","2018","Saarland","Staedtischer Raum","","","",""
"Manchmal","2018","Saarland","Laendlicher Raum","","","",""
"Manchmal","2018","Berlin","Staedtischer Raum","2","","",""
"Manchmal","2018","Berlin","Laendlicher Raum","","","",""
"Manchmal","2018","Brandenburg","Staedtischer Raum","1","","",""
"Manchmal","2018","Brandenburg","Laendlicher Raum","2","","",""
"Manchmal","2018","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"Manchmal","2018","Mecklenburg-Vorpommern","Laendlicher Raum","2","","",""
"Manchmal","2018","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2018","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2018","Sachsen-Anhalt","Staedtischer Raum","2","","",""
"Manchmal","2018","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2018","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2018","Thueringen","Laendlicher Raum","3","","",""
"Selten","2018","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selten","2018","Schleswig-Holstein","Laendlicher Raum","2","","",""
"Selten","2018","Hamburg","Staedtischer Raum","","","",""
"Selten","2018","Hamburg","Laendlicher Raum","","","",""
"Selten","2018","Niedersachsen","Staedtischer Raum","2","","",""
"Selten","2018","Niedersachsen","Laendlicher Raum","11","","",""
"Selten","2018","Bremen","Staedtischer Raum","2","","",""
"Selten","2018","Bremen","Laendlicher Raum","","","",""
"Selten","2018","Nordrhein-Westfalen","Staedtischer Raum","13","","",""
"Selten","2018","Nordrhein-Westfalen","Laendlicher Raum","2","","",""
"Selten","2018","Hessen","Staedtischer Raum","4","","",""
"Selten","2018","Hessen","Laendlicher Raum","5","","",""
"Selten","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","6","","",""
"Selten","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","1","","",""
"Selten","2018","Baden-Wuerttemberg","Staedtischer Raum","2","","",""
"Selten","2018","Baden-Wuerttemberg","Laendlicher Raum","1","","",""
"Selten","2018","Bayern","Staedtischer Raum","2","","",""
"Selten","2018","Bayern","Laendlicher Raum","1","","",""
"Selten","2018","Saarland","Staedtischer Raum","","","",""
"Selten","2018","Saarland","Laendlicher Raum","","","",""
"Selten","2018","Berlin","Staedtischer Raum","1","","",""
"Selten","2018","Berlin","Laendlicher Raum","","","",""
"Selten","2018","Brandenburg","Staedtischer Raum","","","",""
"Selten","2018","Brandenburg","Laendlicher Raum","2","","",""
"Selten","2018","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2018","Mecklenburg-Vorpommern","Laendlicher Raum","1","","",""
"Selten","2018","Sachsen","Staedtischer Raum","1","","",""
"Selten","2018","Sachsen","Laendlicher Raum","1","","",""
"Selten","2018","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2018","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2018","Thueringen","Staedtischer Raum","","","",""
"Selten","2018","Thueringen","Laendlicher Raum","2","","",""
"Nie","2018","Schleswig-Holstein","Staedtischer Raum","7","","",""
"Nie","2018","Schleswig-Holstein","Laendlicher Raum","1","","",""
"Nie","2018","Hamburg","Staedtischer Raum","3","","",""
"Nie","2018","Hamburg","Laendlicher Raum","","","",""
"Nie","2018","Niedersachsen","Staedtischer Raum","16","","",""
"Nie","2018","Niedersachsen","Laendlicher Raum","28","","",""
"Nie","2018","Bremen","Staedtischer Raum","3","","",""
"Nie","2018","Bremen","Laendlicher Raum","","","",""
"Nie","2018","Nordrhein-Westfalen","Staedtischer Raum","23","","",""
"Nie","2018","Nordrhein-Westfalen","Laendlicher Raum","1","","",""
"Nie","2018","Hessen","Staedtischer Raum","5","","",""
"Nie","2018","Hessen","Laendlicher Raum","7","","",""
"Nie","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","7","","",""
"Nie","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","1","","",""
"Nie","2018","Baden-Wuerttemberg","Staedtischer Raum","5","","",""
"Nie","2018","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2018","Bayern","Staedtischer Raum","7","","",""
"Nie","2018","Bayern","Laendlicher Raum","7","","",""
"Nie","2018","Saarland","Staedtischer Raum","","","",""
"Nie","2018","Saarland","Laendlicher Raum","","","",""
"Nie","2018","Berlin","Staedtischer Raum","1","","",""
"Nie","2018","Berlin","Laendlicher Raum","","","",""
"Nie","2018","Brandenburg","Staedtischer Raum","","","",""
"Nie","2018","Brandenburg","Laendlicher Raum","1","","",""
"Nie","2018","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2018","Mecklenburg-Vorpommern","Laendlicher Raum","1","","",""
"Nie","2018","Sachsen","Staedtischer Raum","1","","",""
"Nie","2018","Sachsen","Laendlicher Raum","","","",""
"Nie","2018","Sachsen-Anhalt","Staedtischer Raum","1","","",""
"Nie","2018","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2018","Thueringen","Staedtischer Raum","4","","",""
"Nie","2018","Thueringen","Laendlicher Raum","9","","",""
"Sehr oft","2019","Schleswig-Holstein","Staedtischer Raum","1","","",""
"Sehr oft","2019","Schleswig-Holstein","Laendlicher Raum","1","","",""
"Sehr oft","2019","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2019","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2019","Niedersachsen","Staedtischer Raum","1","","",""
"Sehr oft","2019","Niedersachsen","Laendlicher Raum","2","","",""
"Sehr oft","2019","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2019","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2019","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2019","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2019","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2019","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2019","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2019","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2019","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"Sehr oft","2019","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2019","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2019","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2019","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2019","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2019","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2019","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2019","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2019","Brandenburg","Laendlicher Raum","1","","",""
"Sehr oft","2019","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2019","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2019","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2019","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2019","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2019","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2019","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2019","Thueringen","Laendlicher Raum","","","",""
"Oft","2019","Schleswig-Holstein","Staedtischer Raum","1","","",""
"Oft","2019","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2019","Hamburg","Staedtischer Raum","","","",""
"Oft","2019","Hamburg","Laendlicher Raum","","","",""
"Oft","2019","Niedersachsen","Staedtischer Raum","1","","",""
"Oft","2019","Niedersachsen","Laendlicher Raum","5","","",""
"Oft","2019","Bremen","Staedtischer Raum","2","","",""
"Oft","2019","Bremen","Laendlicher Raum","","","",""
"Oft","2019","Nordrhein-Westfalen","Staedtischer Raum","4","","",""
"Oft","2019","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2019","Hessen","Staedtischer Raum","","","",""
"Oft","2019","Hessen","Laendlicher Raum","","","",""
"Oft","2019","Rheinland-Pfalz,Saarland","Staedtischer Raum","2","","",""
"Oft","2019","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2019","Baden-Wuerttemberg","Staedtischer Raum","2","","",""
"Oft","2019","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2019","Bayern","Staedtischer Raum","1","","",""
"Oft","2019","Bayern","Laendlicher Raum","1","","",""
"Oft","2019","Saarland","Staedtischer Raum","","","",""
"Oft","2019","Saarland","Laendlicher Raum","","","",""
"Oft","2019","Berlin","Staedtischer Raum","","","",""
"Oft","2019","Berlin","Laendlicher Raum","","","",""
"Oft","2019","Brandenburg","Staedtischer Raum","","","",""
"Oft","2019","Brandenburg","Laendlicher Raum","1","","",""
"Oft","2019","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2019","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Oft","2019","Sachsen","Staedtischer Raum","","","",""
"Oft","2019","Sachsen","Laendlicher Raum","","","",""
"Oft","2019","Sachsen-Anhalt","Staedtischer Raum","1","","",""
"Oft","2019","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2019","Thueringen","Staedtischer Raum","","","",""
"Oft","2019","Thueringen","Laendlicher Raum","","","",""
"Manchmal","2019","Schleswig-Holstein","Staedtischer Raum","1","","",""
"Manchmal","2019","Schleswig-Holstein","Laendlicher Raum","1","","",""
"Manchmal","2019","Hamburg","Staedtischer Raum","1","","",""
"Manchmal","2019","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2019","Niedersachsen","Staedtischer Raum","1","","",""
"Manchmal","2019","Niedersachsen","Laendlicher Raum","13","","",""
"Manchmal","2019","Bremen","Staedtischer Raum","2","","",""
"Manchmal","2019","Bremen","Laendlicher Raum","","","",""
"Manchmal","2019","Nordrhein-Westfalen","Staedtischer Raum","9","","",""
"Manchmal","2019","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Manchmal","2019","Hessen","Staedtischer Raum","2","","",""
"Manchmal","2019","Hessen","Laendlicher Raum","1","","",""
"Manchmal","2019","Rheinland-Pfalz,Saarland","Staedtischer Raum","2","","",""
"Manchmal","2019","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2019","Baden-Wuerttemberg","Staedtischer Raum","2","","",""
"Manchmal","2019","Baden-Wuerttemberg","Laendlicher Raum","1","","",""
"Manchmal","2019","Bayern","Staedtischer Raum","2","","",""
"Manchmal","2019","Bayern","Laendlicher Raum","4","","",""
"Manchmal","2019","Saarland","Staedtischer Raum","","","",""
"Manchmal","2019","Saarland","Laendlicher Raum","","","",""
"Manchmal","2019","Berlin","Staedtischer Raum","","","",""
"Manchmal","2019","Berlin","Laendlicher Raum","","","",""
"Manchmal","2019","Brandenburg","Staedtischer Raum","","","",""
"Manchmal","2019","Brandenburg","Laendlicher Raum","3","","",""
"Manchmal","2019","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Manchmal","2019","Mecklenburg-Vorpommern","Laendlicher Raum","1","","",""
"Manchmal","2019","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2019","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2019","Sachsen-Anhalt","Staedtischer Raum","2","","",""
"Manchmal","2019","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2019","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2019","Thueringen","Laendlicher Raum","1","","",""
"Selten","2019","Schleswig-Holstein","Staedtischer Raum","5","","",""
"Selten","2019","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selten","2019","Hamburg","Staedtischer Raum","","","",""
"Selten","2019","Hamburg","Laendlicher Raum","","","",""
"Selten","2019","Niedersachsen","Staedtischer Raum","3","","",""
"Selten","2019","Niedersachsen","Laendlicher Raum","11","","",""
"Selten","2019","Bremen","Staedtischer Raum","2","","",""
"Selten","2019","Bremen","Laendlicher Raum","","","",""
"Selten","2019","Nordrhein-Westfalen","Staedtischer Raum","12","","",""
"Selten","2019","Nordrhein-Westfalen","Laendlicher Raum","1","","",""
"Selten","2019","Hessen","Staedtischer Raum","2","","",""
"Selten","2019","Hessen","Laendlicher Raum","2","","",""
"Selten","2019","Rheinland-Pfalz,Saarland","Staedtischer Raum","2","","",""
"Selten","2019","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selten","2019","Baden-Wuerttemberg","Staedtischer Raum","5","","",""
"Selten","2019","Baden-Wuerttemberg","Laendlicher Raum","2","","",""
"Selten","2019","Bayern","Staedtischer Raum","3","","",""
"Selten","2019","Bayern","Laendlicher Raum","1","","",""
"Selten","2019","Saarland","Staedtischer Raum","","","",""
"Selten","2019","Saarland","Laendlicher Raum","","","",""
"Selten","2019","Berlin","Staedtischer Raum","1","","",""
"Selten","2019","Berlin","Laendlicher Raum","","","",""
"Selten","2019","Brandenburg","Staedtischer Raum","","","",""
"Selten","2019","Brandenburg","Laendlicher Raum","4","","",""
"Selten","2019","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2019","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selten","2019","Sachsen","Staedtischer Raum","","","",""
"Selten","2019","Sachsen","Laendlicher Raum","","","",""
"Selten","2019","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2019","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2019","Thueringen","Staedtischer Raum","","","",""
"Selten","2019","Thueringen","Laendlicher Raum","1","","",""
"Nie","2019","Schleswig-Holstein","Staedtischer Raum","8","","",""
"Nie","2019","Schleswig-Holstein","Laendlicher Raum","2","","",""
"Nie","2019","Hamburg","Staedtischer Raum","1","","",""
"Nie","2019","Hamburg","Laendlicher Raum","","","",""
"Nie","2019","Niedersachsen","Staedtischer Raum","14","","",""
"Nie","2019","Niedersachsen","Laendlicher Raum","18","","",""
"Nie","2019","Bremen","Staedtischer Raum","","","",""
"Nie","2019","Bremen","Laendlicher Raum","","","",""
"Nie","2019","Nordrhein-Westfalen","Staedtischer Raum","35","0.658543311023204","0.538556793208491","0.778529828837917"
"Nie","2019","Nordrhein-Westfalen","Laendlicher Raum","5","","",""
"Nie","2019","Hessen","Staedtischer Raum","5","","",""
"Nie","2019","Hessen","Laendlicher Raum","1","","",""
"Nie","2019","Rheinland-Pfalz,Saarland","Staedtischer Raum","6","","",""
"Nie","2019","Rheinland-Pfalz,Saarland","Laendlicher Raum","3","","",""
"Nie","2019","Baden-Wuerttemberg","Staedtischer Raum","7","","",""
"Nie","2019","Baden-Wuerttemberg","Laendlicher Raum","1","","",""
"Nie","2019","Bayern","Staedtischer Raum","3","","",""
"Nie","2019","Bayern","Laendlicher Raum","2","","",""
"Nie","2019","Saarland","Staedtischer Raum","","","",""
"Nie","2019","Saarland","Laendlicher Raum","","","",""
"Nie","2019","Berlin","Staedtischer Raum","2","","",""
"Nie","2019","Berlin","Laendlicher Raum","","","",""
"Nie","2019","Brandenburg","Staedtischer Raum","","","",""
"Nie","2019","Brandenburg","Laendlicher Raum","4","","",""
"Nie","2019","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2019","Mecklenburg-Vorpommern","Laendlicher Raum","2","","",""
"Nie","2019","Sachsen","Staedtischer Raum","","","",""
"Nie","2019","Sachsen","Laendlicher Raum","","","",""
"Nie","2019","Sachsen-Anhalt","Staedtischer Raum","1","","",""
"Nie","2019","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2019","Thueringen","Staedtischer Raum","","","",""
