"plh0110","year","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"4 Ganz unwichtig","2003","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2003","Hamburg","","","",""
"4 Ganz unwichtig","2003","Niedersachsen","","","",""
"4 Ganz unwichtig","2003","Bremen","","","",""
"4 Ganz unwichtig","2003","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2003","Hessen","","","",""
"4 Ganz unwichtig","2003","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2003","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2003","Bayern","","","",""
"4 Ganz unwichtig","2003","Saarland","","","",""
"4 Ganz unwichtig","2003","Berlin","","","",""
"4 Ganz unwichtig","2003","Brandenburg","","","",""
"4 Ganz unwichtig","2003","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2003","Sachsen","","","",""
"4 Ganz unwichtig","2003","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2003","Thueringen","","","",""
"1 Sehr wichtig","2004","Schleswig-Holstein","310","0.457304664239282","0.41840385138227","0.496205477096293"
"1 Sehr wichtig","2004","Hamburg","131","0.372138601996898","0.316215481762487","0.42806172223131"
"1 Sehr wichtig","2004","Niedersachsen","883","0.433282426068164","0.41075071810908","0.455814134027248"
"1 Sehr wichtig","2004","Bremen","81","0.466301433294611","0.390413025608899","0.542189840980322"
"1 Sehr wichtig","2004","Nordrhein-Westfalen","2107","0.442052398092784","0.427496775825574","0.456608020359993"
"1 Sehr wichtig","2004","Hessen","591","0.418022618951897","0.392323228960092","0.443722008943701"
"1 Sehr wichtig","2004","Rheinland-Pfalz,Saarland","622","0.474869043404808","0.447490937192451","0.502247149617166"
"1 Sehr wichtig","2004","Baden-Wuerttemberg","1125","0.388102211856559","0.369117040601187","0.40708738311193"
"1 Sehr wichtig","2004","Bayern","1277","0.384900169815235","0.367459652938722","0.402340686691747"
"1 Sehr wichtig","2004","Saarland","","","",""
"1 Sehr wichtig","2004","Berlin","330","0.370951079642384","0.337308752426512","0.404593406858256"
"1 Sehr wichtig","2004","Brandenburg","379","0.396632905670896","0.364439163425665","0.428826647916126"
"1 Sehr wichtig","2004","Mecklenburg-Vorpommern","250","0.472362475411543","0.428515569583175","0.51620938123991"
"1 Sehr wichtig","2004","Sachsen","705","0.449206249318216","0.424314649626807","0.474097849009625"
"1 Sehr wichtig","2004","Sachsen-Anhalt","404","0.422554001286648","0.390389206152324","0.454718796420972"
"1 Sehr wichtig","2004","Thueringen","415","0.398844417678434","0.367390955852884","0.430297879503984"
"2 Wichtig","2004","Schleswig-Holstein","211","0.35167188490863","0.314386033147586","0.388957736669674"
"2 Wichtig","2004","Hamburg","86","0.297293833001536","0.244414377409566","0.350173288593506"
"2 Wichtig","2004","Niedersachsen","647","0.371509466284505","0.34953797430825","0.393480958260761"
"2 Wichtig","2004","Bremen","48","0.304665906280914","0.234649028973629","0.374682783588199"
"2 Wichtig","2004","Nordrhein-Westfalen","1548","0.359478636687227","0.34541490584021","0.373542367534245"
"2 Wichtig","2004","Hessen","521","0.364567457122709","0.339489419645754","0.389645494599663"
"2 Wichtig","2004","Rheinland-Pfalz,Saarland","440","0.334164078426011","0.308303028290062","0.360025128561961"
"2 Wichtig","2004","Baden-Wuerttemberg","897","0.386809969220937","0.367836428204172","0.405783510237701"
"2 Wichtig","2004","Bayern","1070","0.380487781018686","0.36308543529279","0.397890126744582"
"2 Wichtig","2004","Saarland","","","",""
"2 Wichtig","2004","Berlin","249","0.312391538839818","0.280113604224642","0.344669473454994"
"2 Wichtig","2004","Brandenburg","346","0.401564890176247","0.369304272303537","0.433825508048957"
"2 Wichtig","2004","Mecklenburg-Vorpommern","171","0.335708700936908","0.294232974586751","0.377184427287066"
"2 Wichtig","2004","Sachsen","520","0.334536316993347","0.31092505356992","0.358147580416774"
"2 Wichtig","2004","Sachsen-Anhalt","371","0.42313399822913","0.390963304578489","0.455304691879771"
"2 Wichtig","2004","Thueringen","330","0.377670414049925","0.346528883267796","0.408811944832053"
"3 Weniger wichtig","2004","Schleswig-Holstein","71","0.111348754457255","0.0867854848571696","0.13591202405734"
"3 Weniger wichtig","2004","Hamburg","42","0.211508088400286","0.164261630571346","0.258754546229226"
"3 Weniger wichtig","2004","Niedersachsen","219","0.132582990701386","0.117163035611807","0.148002945790964"
"3 Weniger wichtig","2004","Bremen","19","","",""
"3 Weniger wichtig","2004","Nordrhein-Westfalen","574","0.132049897491343","0.122127568854575","0.141972226128111"
"3 Weniger wichtig","2004","Hessen","193","0.135784282802593","0.1179356192707","0.153632946334487"
"3 Weniger wichtig","2004","Rheinland-Pfalz,Saarland","160","0.132337670803132","0.113759635723648","0.150915705882616"
"3 Weniger wichtig","2004","Baden-Wuerttemberg","381","0.158805384955726","0.144566274045124","0.173044495866329"
"3 Weniger wichtig","2004","Bayern","438","0.153319083870012","0.140404795191257","0.166233372548768"
"3 Weniger wichtig","2004","Saarland","","","",""
"3 Weniger wichtig","2004","Berlin","132","0.17715298931112","0.15056293094407","0.203743047678169"
"3 Weniger wichtig","2004","Brandenburg","105","0.12073420052094","0.0992923863966966","0.142176014645183"
"3 Weniger wichtig","2004","Mecklenburg-Vorpommern","59","0.133579852224239","0.103700706912167","0.163458997536311"
"3 Weniger wichtig","2004","Sachsen","218","0.153753534276363","0.135702736578707","0.17180433197402"
"3 Weniger wichtig","2004","Sachsen-Anhalt","83","0.0815754190536251","0.0637522306347577","0.0993986074724925"
"3 Weniger wichtig","2004","Thueringen","133","0.156896647750274","0.133534084462917","0.180259211037632"
"4 Ganz unwichtig","2004","Schleswig-Holstein","38","0.0796746963948337","0.0585296468878355","0.100819745901832"
"4 Ganz unwichtig","2004","Hamburg","28","","",""
"4 Ganz unwichtig","2004","Niedersachsen","109","0.062625116945945","0.0516082991366747","0.0736419347552154"
"4 Ganz unwichtig","2004","Bremen","18","","",""
"4 Ganz unwichtig","2004","Nordrhein-Westfalen","243","0.0664190677286464","0.059120803749553","0.0737173317077398"
"4 Ganz unwichtig","2004","Hessen","110","0.0816256411228012","0.0673599423763133","0.0958913398692892"
"4 Ganz unwichtig","2004","Rheinland-Pfalz,Saarland","56","0.0586292073660491","0.0457490836270046","0.0715093311050936"
"4 Ganz unwichtig","2004","Baden-Wuerttemberg","128","0.0662824339667781","0.0565905321255378","0.0759743358080185"
"4 Ganz unwichtig","2004","Bayern","205","0.0812929652960669","0.0714974451869964","0.0910884854051374"
"4 Ganz unwichtig","2004","Saarland","","","",""
"4 Ganz unwichtig","2004","Berlin","81","0.139504392206678","0.115374589563972","0.163634194849385"
"4 Ganz unwichtig","2004","Brandenburg","57","0.0810680036319178","0.0631060857313327","0.0990299215325028"
"4 Ganz unwichtig","2004","Mecklenburg-Vorpommern","18","","",""
"4 Ganz unwichtig","2004","Sachsen","91","0.0625038994120741","0.0503902862029782","0.07461751262117"
"4 Ganz unwichtig","2004","Sachsen-Anhalt","48","0.0727365814305969","0.0558258653379002","0.0896472975232935"
"4 Ganz unwichtig","2004","Thueringen","53","0.0665885205213668","0.0505741636514157","0.0826028773913179"
"1 Sehr wichtig","2005","Schleswig-Holstein","","","",""
"1 Sehr wichtig","2005","Hamburg","","","",""
"1 Sehr wichtig","2005","Niedersachsen","","","",""
"1 Sehr wichtig","2005","Bremen","","","",""
"1 Sehr wichtig","2005","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","2005","Hessen","","","",""
"1 Sehr wichtig","2005","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","2005","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","2005","Bayern","","","",""
"1 Sehr wichtig","2005","Saarland","","","",""
"1 Sehr wichtig","2005","Berlin","","","",""
"1 Sehr wichtig","2005","Brandenburg","","","",""
"1 Sehr wichtig","2005","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","2005","Sachsen","","","",""
"1 Sehr wichtig","2005","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","2005","Thueringen","","","",""
"2 Wichtig","2005","Schleswig-Holstein","","","",""
"2 Wichtig","2005","Hamburg","","","",""
"2 Wichtig","2005","Niedersachsen","","","",""
"2 Wichtig","2005","Bremen","","","",""
"2 Wichtig","2005","Nordrhein-Westfalen","","","",""
"2 Wichtig","2005","Hessen","","","",""
"2 Wichtig","2005","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","2005","Baden-Wuerttemberg","","","",""
"2 Wichtig","2005","Bayern","","","",""
"2 Wichtig","2005","Saarland","","","",""
"2 Wichtig","2005","Berlin","","","",""
"2 Wichtig","2005","Brandenburg","","","",""
"2 Wichtig","2005","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","2005","Sachsen","","","",""
"2 Wichtig","2005","Sachsen-Anhalt","","","",""
"2 Wichtig","2005","Thueringen","","","",""
"3 Weniger wichtig","2005","Schleswig-Holstein","","","",""
"3 Weniger wichtig","2005","Hamburg","","","",""
"3 Weniger wichtig","2005","Niedersachsen","","","",""
"3 Weniger wichtig","2005","Bremen","","","",""
"3 Weniger wichtig","2005","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","2005","Hessen","","","",""
"3 Weniger wichtig","2005","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","2005","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","2005","Bayern","","","",""
"3 Weniger wichtig","2005","Saarland","","","",""
"3 Weniger wichtig","2005","Berlin","","","",""
"3 Weniger wichtig","2005","Brandenburg","","","",""
"3 Weniger wichtig","2005","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","2005","Sachsen","","","",""
"3 Weniger wichtig","2005","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","2005","Thueringen","","","",""
"4 Ganz unwichtig","2005","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2005","Hamburg","","","",""
"4 Ganz unwichtig","2005","Niedersachsen","","","",""
"4 Ganz unwichtig","2005","Bremen","","","",""
"4 Ganz unwichtig","2005","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2005","Hessen","","","",""
"4 Ganz unwichtig","2005","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2005","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2005","Bayern","","","",""
"4 Ganz unwichtig","2005","Saarland","","","",""
"4 Ganz unwichtig","2005","Berlin","","","",""
"4 Ganz unwichtig","2005","Brandenburg","","","",""
"4 Ganz unwichtig","2005","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2005","Sachsen","","","",""
"4 Ganz unwichtig","2005","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2005","Thueringen","","","",""
"1 Sehr wichtig","2006","Schleswig-Holstein","","","",""
"1 Sehr wichtig","2006","Hamburg","","","",""
"1 Sehr wichtig","2006","Niedersachsen","","","",""
"1 Sehr wichtig","2006","Bremen","","","",""
"1 Sehr wichtig","2006","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","2006","Hessen","","","",""
"1 Sehr wichtig","2006","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","2006","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","2006","Bayern","","","",""
"1 Sehr wichtig","2006","Saarland","","","",""
"1 Sehr wichtig","2006","Berlin","","","",""
"1 Sehr wichtig","2006","Brandenburg","","","",""
"1 Sehr wichtig","2006","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","2006","Sachsen","","","",""
"1 Sehr wichtig","2006","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","2006","Thueringen","","","",""
"2 Wichtig","2006","Schleswig-Holstein","","","",""
"2 Wichtig","2006","Hamburg","","","",""
"2 Wichtig","2006","Niedersachsen","","","",""
"2 Wichtig","2006","Bremen","","","",""
"2 Wichtig","2006","Nordrhein-Westfalen","","","",""
"2 Wichtig","2006","Hessen","","","",""
"2 Wichtig","2006","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","2006","Baden-Wuerttemberg","","","",""
"2 Wichtig","2006","Bayern","","","",""
"2 Wichtig","2006","Saarland","","","",""
"2 Wichtig","2006","Berlin","","","",""
"2 Wichtig","2006","Brandenburg","","","",""
"2 Wichtig","2006","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","2006","Sachsen","","","",""
"2 Wichtig","2006","Sachsen-Anhalt","","","",""
"2 Wichtig","2006","Thueringen","","","",""
"3 Weniger wichtig","2006","Schleswig-Holstein","","","",""
"3 Weniger wichtig","2006","Hamburg","","","",""
"3 Weniger wichtig","2006","Niedersachsen","","","",""
"3 Weniger wichtig","2006","Bremen","","","",""
"3 Weniger wichtig","2006","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","2006","Hessen","","","",""
"3 Weniger wichtig","2006","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","2006","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","2006","Bayern","","","",""
"3 Weniger wichtig","2006","Saarland","","","",""
"3 Weniger wichtig","2006","Berlin","","","",""
"3 Weniger wichtig","2006","Brandenburg","","","",""
"3 Weniger wichtig","2006","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","2006","Sachsen","","","",""
"3 Weniger wichtig","2006","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","2006","Thueringen","","","",""
"4 Ganz unwichtig","2006","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2006","Hamburg","","","",""
"4 Ganz unwichtig","2006","Niedersachsen","","","",""
"4 Ganz unwichtig","2006","Bremen","","","",""
"4 Ganz unwichtig","2006","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2006","Hessen","","","",""
"4 Ganz unwichtig","2006","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2006","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2006","Bayern","","","",""
"4 Ganz unwichtig","2006","Saarland","","","",""
"4 Ganz unwichtig","2006","Berlin","","","",""
"4 Ganz unwichtig","2006","Brandenburg","","","",""
"4 Ganz unwichtig","2006","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2006","Sachsen","","","",""
"4 Ganz unwichtig","2006","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2006","Thueringen","","","",""
"1 Sehr wichtig","2007","Schleswig-Holstein","","","",""
"1 Sehr wichtig","2007","Hamburg","","","",""
"1 Sehr wichtig","2007","Niedersachsen","","","",""
"1 Sehr wichtig","2007","Bremen","","","",""
"1 Sehr wichtig","2007","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","2007","Hessen","","","",""
"1 Sehr wichtig","2007","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","2007","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","2007","Bayern","","","",""
"1 Sehr wichtig","2007","Saarland","","","",""
"1 Sehr wichtig","2007","Berlin","","","",""
"1 Sehr wichtig","2007","Brandenburg","","","",""
"1 Sehr wichtig","2007","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","2007","Sachsen","","","",""
"1 Sehr wichtig","2007","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","2007","Thueringen","","","",""
"2 Wichtig","2007","Schleswig-Holstein","","","",""
"2 Wichtig","2007","Hamburg","","","",""
"2 Wichtig","2007","Niedersachsen","","","",""
"2 Wichtig","2007","Bremen","","","",""
"2 Wichtig","2007","Nordrhein-Westfalen","","","",""
"2 Wichtig","2007","Hessen","","","",""
"2 Wichtig","2007","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","2007","Baden-Wuerttemberg","","","",""
"2 Wichtig","2007","Bayern","","","",""
"2 Wichtig","2007","Saarland","","","",""
"2 Wichtig","2007","Berlin","","","",""
"2 Wichtig","2007","Brandenburg","","","",""
"2 Wichtig","2007","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","2007","Sachsen","","","",""
"2 Wichtig","2007","Sachsen-Anhalt","","","",""
"2 Wichtig","2007","Thueringen","","","",""
"3 Weniger wichtig","2007","Schleswig-Holstein","","","",""
"3 Weniger wichtig","2007","Hamburg","","","",""
"3 Weniger wichtig","2007","Niedersachsen","","","",""
"3 Weniger wichtig","2007","Bremen","","","",""
"3 Weniger wichtig","2007","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","2007","Hessen","","","",""
"3 Weniger wichtig","2007","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","2007","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","2007","Bayern","","","",""
"3 Weniger wichtig","2007","Saarland","","","",""
"3 Weniger wichtig","2007","Berlin","","","",""
"3 Weniger wichtig","2007","Brandenburg","","","",""
"3 Weniger wichtig","2007","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","2007","Sachsen","","","",""
"3 Weniger wichtig","2007","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","2007","Thueringen","","","",""
"4 Ganz unwichtig","2007","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2007","Hamburg","","","",""
"4 Ganz unwichtig","2007","Niedersachsen","","","",""
"4 Ganz unwichtig","2007","Bremen","","","",""
"4 Ganz unwichtig","2007","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2007","Hessen","","","",""
"4 Ganz unwichtig","2007","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2007","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2007","Bayern","","","",""
"4 Ganz unwichtig","2007","Saarland","","","",""
"4 Ganz unwichtig","2007","Berlin","","","",""
"4 Ganz unwichtig","2007","Brandenburg","","","",""
"4 Ganz unwichtig","2007","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2007","Sachsen","","","",""
"4 Ganz unwichtig","2007","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2007","Thueringen","","","",""
"1 Sehr wichtig","2008","Schleswig-Holstein","230","0.385251284713022","0.344280969010358","0.426221600415685"
"1 Sehr wichtig","2008","Hamburg","144","0.443344089391126","0.384306649985066","0.502381528797186"
"1 Sehr wichtig","2008","Niedersachsen","824","0.430813582777179","0.407438593633807","0.45418857192055"
"1 Sehr wichtig","2008","Bremen","72","0.521224950496874","0.437574908998533","0.604874991995215"
"1 Sehr wichtig","2008","Nordrhein-Westfalen","1905","0.4617707209194","0.446086132547012","0.477455309291788"
"1 Sehr wichtig","2008","Hessen","608","0.454611957627081","0.427492160270247","0.481731754983915"
"1 Sehr wichtig","2008","Rheinland-Pfalz,Saarland","506","0.431075193845795","0.401594520336189","0.460555867355402"
"1 Sehr wichtig","2008","Baden-Wuerttemberg","1069","0.428007197281513","0.407886440829699","0.448127953733326"
"1 Sehr wichtig","2008","Bayern","1252","0.413683341426443","0.395123913328452","0.432242769524433"
"1 Sehr wichtig","2008","Saarland","","","",""
"1 Sehr wichtig","2008","Berlin","310","0.382170566119406","0.346528579710402","0.417812552528409"
"1 Sehr wichtig","2008","Brandenburg","380","0.409487555705723","0.375644268066158","0.443330843345289"
"1 Sehr wichtig","2008","Mecklenburg-Vorpommern","263","0.494383854278694","0.449656822431691","0.539110886125696"
"1 Sehr wichtig","2008","Sachsen","693","0.455359373178695","0.429282159802737","0.481436586554653"
"1 Sehr wichtig","2008","Sachsen-Anhalt","382","0.458080890081012","0.423641267224388","0.492520512937637"
"1 Sehr wichtig","2008","Thueringen","384","0.406588365711487","0.373721374463358","0.439455356959616"
"2 Wichtig","2008","Schleswig-Holstein","207","0.385076901481121","0.344110050181202","0.426043752781039"
"2 Wichtig","2008","Hamburg","65","0.270730106413412","0.217924983424958","0.323535229401865"
"2 Wichtig","2008","Niedersachsen","608","0.358488865535062","0.335851838201816","0.381125892868308"
"2 Wichtig","2008","Bremen","34","0.22328146365347","0.153547238846788","0.293015688460152"
"2 Wichtig","2008","Nordrhein-Westfalen","1282","0.333035391933781","0.318207723756344","0.347863060111217"
"2 Wichtig","2008","Hessen","424","0.306263312151054","0.281158439333619","0.33136818496849"
"2 Wichtig","2008","Rheinland-Pfalz,Saarland","393","0.368700389032107","0.339980152739677","0.397420625324536"
"2 Wichtig","2008","Baden-Wuerttemberg","847","0.367932210441033","0.348321685442066","0.387542735439999"
"2 Wichtig","2008","Bayern","959","0.362761186958702","0.344642531215229","0.380879842702174"
"2 Wichtig","2008","Saarland","","","",""
"2 Wichtig","2008","Berlin","211","0.287978986883121","0.254764634400783","0.32119333936546"
"2 Wichtig","2008","Brandenburg","304","0.40952592847939","0.375682154836679","0.443369702122101"
"2 Wichtig","2008","Mecklenburg-Vorpommern","162","0.381271693503156","0.337821196677613","0.4247221903287"
"2 Wichtig","2008","Sachsen","477","0.345113250386075","0.320219350302047","0.370007150470104"
"2 Wichtig","2008","Sachsen-Anhalt","329","0.399800599622079","0.365940395971718","0.43366080327244"
"2 Wichtig","2008","Thueringen","333","0.381645785985165","0.349140548363142","0.414151023607188"
"3 Weniger wichtig","2008","Schleswig-Holstein","73","0.157608271367838","0.126932534938934","0.188284007796743"
"3 Weniger wichtig","2008","Hamburg","31","0.148646232669621","0.106370063849289","0.190922401489952"
"3 Weniger wichtig","2008","Niedersachsen","188","0.135063081437381","0.118929157522012","0.15119700535275"
"3 Weniger wichtig","2008","Bremen","14","","",""
"3 Weniger wichtig","2008","Nordrhein-Westfalen","461","0.13120452883569","0.120582451553957","0.141826606117422"
"3 Weniger wichtig","2008","Hessen","175","0.153250394267887","0.133630732838808","0.172870055696966"
"3 Weniger wichtig","2008","Rheinland-Pfalz,Saarland","142","0.147744265982316","0.126620383962774","0.168868148001858"
"3 Weniger wichtig","2008","Baden-Wuerttemberg","298","0.140360242866218","0.126234744214538","0.154485741517899"
"3 Weniger wichtig","2008","Bayern","325","0.15033236872665","0.136863992377357","0.163800745075944"
"3 Weniger wichtig","2008","Saarland","","","",""
"3 Weniger wichtig","2008","Berlin","115","0.178573435742797","0.150480845533476","0.206666025952118"
"3 Weniger wichtig","2008","Brandenburg","84","0.126984368402909","0.104069160306603","0.149899576499216"
"3 Weniger wichtig","2008","Mecklenburg-Vorpommern","41","0.0843557855768922","0.0594930857164031","0.109218485437381"
"3 Weniger wichtig","2008","Sachsen","147","0.124503040888901","0.107214978394815","0.141791103382987"
"3 Weniger wichtig","2008","Sachsen-Anhalt","64","0.0890789597167088","0.0693888560951671","0.10876906333825"
"3 Weniger wichtig","2008","Thueringen","102","0.157873574319495","0.133475934490319","0.182271214148671"
"4 Ganz unwichtig","2008","Schleswig-Holstein","32","0.0720635424380191","0.0502931944917965","0.0938338903842418"
"4 Ganz unwichtig","2008","Hamburg","32","0.137279571525842","0.0963816123164541","0.178177530735229"
"4 Ganz unwichtig","2008","Niedersachsen","104","0.0756344702503784","0.063153130188885","0.0881158103118718"
"4 Ganz unwichtig","2008","Bremen","17","","",""
"4 Ganz unwichtig","2008","Nordrhein-Westfalen","233","0.0739893583111295","0.065754258090606","0.0822244585316529"
"4 Ganz unwichtig","2008","Hessen","88","0.0858743359539777","0.0706145706688395","0.101134101239116"
"4 Ganz unwichtig","2008","Rheinland-Pfalz,Saarland","43","0.0524801511397825","0.0392054379469994","0.0657548643325656"
"4 Ganz unwichtig","2008","Baden-Wuerttemberg","109","0.0637003494112366","0.0537691472157432","0.0736315516067299"
"4 Ganz unwichtig","2008","Bayern","169","0.0732231028882058","0.0634061632623975","0.083040042514014"
"4 Ganz unwichtig","2008","Saarland","","","",""
"4 Ganz unwichtig","2008","Berlin","78","0.151277011254676","0.124994404576482","0.17755961793287"
"4 Ganz unwichtig","2008","Brandenburg","43","0.0540021474119769","0.0384464941459446","0.0695578006780091"
"4 Ganz unwichtig","2008","Mecklenburg-Vorpommern","14","","",""
"4 Ganz unwichtig","2008","Sachsen","84","0.0750243355463285","0.0612301756546831","0.0888184954379738"
"4 Ganz unwichtig","2008","Sachsen-Anhalt","29","","",""
"4 Ganz unwichtig","2008","Thueringen","39","0.0538922739838528","0.0387831948400743","0.0690013531276313"
"1 Sehr wichtig","2009","Schleswig-Holstein","","","",""
"1 Sehr wichtig","2009","Hamburg","","","",""
"1 Sehr wichtig","2009","Niedersachsen","","","",""
"1 Sehr wichtig","2009","Bremen","","","",""
"1 Sehr wichtig","2009","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","2009","Hessen","","","",""
"1 Sehr wichtig","2009","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","2009","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","2009","Bayern","","","",""
"1 Sehr wichtig","2009","Saarland","","","",""
"1 Sehr wichtig","2009","Berlin","","","",""
"1 Sehr wichtig","2009","Brandenburg","","","",""
"1 Sehr wichtig","2009","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","2009","Sachsen","","","",""
"1 Sehr wichtig","2009","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","2009","Thueringen","","","",""
"2 Wichtig","2009","Schleswig-Holstein","","","",""
"2 Wichtig","2009","Hamburg","","","",""
"2 Wichtig","2009","Niedersachsen","","","",""
"2 Wichtig","2009","Bremen","","","",""
"2 Wichtig","2009","Nordrhein-Westfalen","","","",""
"2 Wichtig","2009","Hessen","","","",""
"2 Wichtig","2009","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","2009","Baden-Wuerttemberg","","","",""
"2 Wichtig","2009","Bayern","","","",""
"2 Wichtig","2009","Saarland","","","",""
"2 Wichtig","2009","Berlin","","","",""
"2 Wichtig","2009","Brandenburg","","","",""
"2 Wichtig","2009","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","2009","Sachsen","","","",""
"2 Wichtig","2009","Sachsen-Anhalt","","","",""
"2 Wichtig","2009","Thueringen","","","",""
"3 Weniger wichtig","2009","Schleswig-Holstein","","","",""
"3 Weniger wichtig","2009","Hamburg","","","",""
"3 Weniger wichtig","2009","Niedersachsen","","","",""
"3 Weniger wichtig","2009","Bremen","","","",""
"3 Weniger wichtig","2009","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","2009","Hessen","","","",""
"3 Weniger wichtig","2009","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","2009","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","2009","Bayern","","","",""
"3 Weniger wichtig","2009","Saarland","","","",""
"3 Weniger wichtig","2009","Berlin","","","",""
"3 Weniger wichtig","2009","Brandenburg","","","",""
"3 Weniger wichtig","2009","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","2009","Sachsen","","","",""
"3 Weniger wichtig","2009","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","2009","Thueringen","","","",""
"4 Ganz unwichtig","2009","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2009","Hamburg","","","",""
"4 Ganz unwichtig","2009","Niedersachsen","","","",""
"4 Ganz unwichtig","2009","Bremen","","","",""
"4 Ganz unwichtig","2009","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2009","Hessen","","","",""
"4 Ganz unwichtig","2009","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2009","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2009","Bayern","","","",""
"4 Ganz unwichtig","2009","Saarland","","","",""
"4 Ganz unwichtig","2009","Berlin","","","",""
"4 Ganz unwichtig","2009","Brandenburg","","","",""
"4 Ganz unwichtig","2009","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2009","Sachsen","","","",""
"4 Ganz unwichtig","2009","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2009","Thueringen","","","",""
"1 Sehr wichtig","2010","Schleswig-Holstein","194","0.636028450802617","0.580460569637971","0.691596331967263"
"1 Sehr wichtig","2010","Hamburg","75","0.558999534403471","0.469415145721621","0.648583923085322"
