"corigin","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Georgien","2002","Westdeutschland","männlich","","","",""
"Georgien","2002","Westdeutschland","weiblich","","","",""
"Georgien","2002","Ostdeutschland","männlich","","","",""
"Georgien","2002","Ostdeutschland","weiblich","","","",""
"Sudan","2002","Westdeutschland","männlich","1","","",""
"Sudan","2002","Westdeutschland","weiblich","","","",""
"Sudan","2002","Ostdeutschland","männlich","","","",""
"Sudan","2002","Ostdeutschland","weiblich","","","",""
"Kongo","2002","Westdeutschland","männlich","","","",""
"Kongo","2002","Westdeutschland","weiblich","","","",""
"Kongo","2002","Ostdeutschland","männlich","","","",""
"Kongo","2002","Ostdeutschland","weiblich","","","",""
"Togo","2002","Westdeutschland","männlich","","","",""
"Togo","2002","Westdeutschland","weiblich","","","",""
"Togo","2002","Ostdeutschland","männlich","","","",""
"Togo","2002","Ostdeutschland","weiblich","","","",""
"Mongolei","2002","Westdeutschland","männlich","","","",""
"Mongolei","2002","Westdeutschland","weiblich","","","",""
"Mongolei","2002","Ostdeutschland","männlich","","","",""
"Mongolei","2002","Ostdeutschland","weiblich","","","",""
"Litauen","2002","Westdeutschland","männlich","1","","",""
"Litauen","2002","Westdeutschland","weiblich","","","",""
"Litauen","2002","Ostdeutschland","männlich","","","",""
"Litauen","2002","Ostdeutschland","weiblich","2","","",""
"Tschad","2002","Westdeutschland","männlich","1","","",""
"Tschad","2002","Westdeutschland","weiblich","","","",""
"Tschad","2002","Ostdeutschland","männlich","","","",""
"Tschad","2002","Ostdeutschland","weiblich","","","",""
"Armenien","2002","Westdeutschland","männlich","","","",""
"Armenien","2002","Westdeutschland","weiblich","1","","",""
"Armenien","2002","Ostdeutschland","männlich","","","",""
"Armenien","2002","Ostdeutschland","weiblich","","","",""
"Kurdistan_(149)","2002","Westdeutschland","männlich","","","",""
"Kurdistan_(149)","2002","Westdeutschland","weiblich","","","",""
"Kurdistan_(149)","2002","Ostdeutschland","männlich","","","",""
"Kurdistan_(149)","2002","Ostdeutschland","weiblich","","","",""
"Liberia","2002","Westdeutschland","männlich","1","","",""
"Liberia","2002","Westdeutschland","weiblich","","","",""
"Liberia","2002","Ostdeutschland","männlich","","","",""
"Liberia","2002","Ostdeutschland","weiblich","","","",""
"Jemen","2002","Westdeutschland","männlich","","","",""
"Jemen","2002","Westdeutschland","weiblich","","","",""
"Jemen","2002","Ostdeutschland","männlich","","","",""
"Jemen","2002","Ostdeutschland","weiblich","","","",""
"Palaestina","2002","Westdeutschland","männlich","","","",""
"Palaestina","2002","Westdeutschland","weiblich","","","",""
"Palaestina","2002","Ostdeutschland","männlich","","","",""
"Palaestina","2002","Ostdeutschland","weiblich","","","",""
"Taiwan","2002","Westdeutschland","männlich","","","",""
"Taiwan","2002","Westdeutschland","weiblich","","","",""
"Taiwan","2002","Ostdeutschland","männlich","","","",""
"Taiwan","2002","Ostdeutschland","weiblich","","","",""
"Turkmenistan","2002","Westdeutschland","männlich","","","",""
"Turkmenistan","2002","Westdeutschland","weiblich","","","",""
"Turkmenistan","2002","Ostdeutschland","männlich","","","",""
"Turkmenistan","2002","Ostdeutschland","weiblich","","","",""
"Afrika","2002","Westdeutschland","männlich","","","",""
"Afrika","2002","Westdeutschland","weiblich","","","",""
"Afrika","2002","Ostdeutschland","männlich","","","",""
"Afrika","2002","Ostdeutschland","weiblich","","","",""
"Sierra Leone(Westafrika)","2002","Westdeutschland","männlich","","","",""
"Sierra Leone(Westafrika)","2002","Westdeutschland","weiblich","","","",""
"Sierra Leone(Westafrika)","2002","Ostdeutschland","männlich","","","",""
"Sierra Leone(Westafrika)","2002","Ostdeutschland","weiblich","","","",""
"Senegal","2002","Westdeutschland","männlich","","","",""
"Senegal","2002","Westdeutschland","weiblich","","","",""
"Senegal","2002","Ostdeutschland","männlich","","","",""
"Senegal","2002","Ostdeutschland","weiblich","","","",""
"Malediven","2002","Westdeutschland","männlich","","","",""
"Malediven","2002","Westdeutschland","weiblich","","","",""
"Malediven","2002","Ostdeutschland","männlich","","","",""
"Malediven","2002","Ostdeutschland","weiblich","","","",""
"Serbien","2002","Westdeutschland","männlich","14","","",""
"Serbien","2002","Westdeutschland","weiblich","14","","",""
"Serbien","2002","Ostdeutschland","männlich","","","",""
"Serbien","2002","Ostdeutschland","weiblich","","","",""
"Gambia","2002","Westdeutschland","männlich","","","",""
"Gambia","2002","Westdeutschland","weiblich","","","",""
"Gambia","2002","Ostdeutschland","männlich","","","",""
"Gambia","2002","Ostdeutschland","weiblich","","","",""
"Honduras","2002","Westdeutschland","männlich","","","",""
"Honduras","2002","Westdeutschland","weiblich","","","",""
"Honduras","2002","Ostdeutschland","männlich","","","",""
"Honduras","2002","Ostdeutschland","weiblich","","","",""
"Montenegro_(168)","2002","Westdeutschland","männlich","1","","",""
"Montenegro_(168)","2002","Westdeutschland","weiblich","1","","",""
"Montenegro_(168)","2002","Ostdeutschland","männlich","","","",""
"Montenegro_(168)","2002","Ostdeutschland","weiblich","","","",""
"Kambodscha","2002","Westdeutschland","männlich","","","",""
"Kambodscha","2002","Westdeutschland","weiblich","","","",""
"Kambodscha","2002","Ostdeutschland","männlich","","","",""
"Kambodscha","2002","Ostdeutschland","weiblich","","","",""
"Surinam","2002","Westdeutschland","männlich","","","",""
"Surinam","2002","Westdeutschland","weiblich","","","",""
"Surinam","2002","Ostdeutschland","männlich","","","",""
"Surinam","2002","Ostdeutschland","weiblich","","","",""
"Guyana","2002","Westdeutschland","männlich","","","",""
"Guyana","2002","Westdeutschland","weiblich","","","",""
"Guyana","2002","Ostdeutschland","männlich","","","",""
"Guyana","2002","Ostdeutschland","weiblich","","","",""
"Simbabwe","2002","Westdeutschland","männlich","","","",""
"Simbabwe","2002","Westdeutschland","weiblich","","","",""
"Simbabwe","2002","Ostdeutschland","männlich","","","",""
"Simbabwe","2002","Ostdeutschland","weiblich","","","",""
"Madagaskar","2002","Westdeutschland","männlich","","","",""
"Madagaskar","2002","Westdeutschland","weiblich","","","",""
"Madagaskar","2002","Ostdeutschland","männlich","","","",""
"Madagaskar","2002","Ostdeutschland","weiblich","","","",""
"Lesotho","2002","Westdeutschland","männlich","","","",""
"Lesotho","2002","Westdeutschland","weiblich","","","",""
"Lesotho","2002","Ostdeutschland","männlich","","","",""
"Lesotho","2002","Ostdeutschland","weiblich","","","",""
"Ruanda","2002","Westdeutschland","männlich","","","",""
"Ruanda","2002","Westdeutschland","weiblich","","","",""
"Ruanda","2002","Ostdeutschland","männlich","","","",""
"Ruanda","2002","Ostdeutschland","weiblich","","","",""
"Myanmar","2002","Westdeutschland","männlich","","","",""
"Myanmar","2002","Westdeutschland","weiblich","","","",""
"Myanmar","2002","Ostdeutschland","männlich","","","",""
"Myanmar","2002","Ostdeutschland","weiblich","","","",""
"Niger","2002","Westdeutschland","männlich","","","",""
"Niger","2002","Westdeutschland","weiblich","","","",""
"Niger","2002","Ostdeutschland","männlich","","","",""
"Niger","2002","Ostdeutschland","weiblich","","","",""
"Dschibuti","2002","Westdeutschland","männlich","","","",""
"Dschibuti","2002","Westdeutschland","weiblich","","","",""
"Dschibuti","2002","Ostdeutschland","männlich","","","",""
"Dschibuti","2002","Ostdeutschland","weiblich","","","",""
"Katar","2002","Westdeutschland","männlich","","","",""
"Katar","2002","Westdeutschland","weiblich","","","",""
"Katar","2002","Ostdeutschland","männlich","","","",""
"Katar","2002","Ostdeutschland","weiblich","","","",""
"Kosovo","2002","Westdeutschland","männlich","","","",""
"Kosovo","2002","Westdeutschland","weiblich","","","",""
"Kosovo","2002","Ostdeutschland","männlich","","","",""
"Kosovo","2002","Ostdeutschland","weiblich","","","",""
"Eastern Europe","2002","Westdeutschland","männlich","16","","",""
"Eastern Europe","2002","Westdeutschland","weiblich","17","","",""
"Eastern Europe","2002","Ostdeutschland","männlich","13","","",""
"Eastern Europe","2002","Ostdeutschland","weiblich","14","","",""
"Ethnische Minderheiten","2002","Westdeutschland","männlich","","","",""
"Ethnische Minderheiten","2002","Westdeutschland","weiblich","","","",""
"Ethnische Minderheiten","2002","Ostdeutschland","männlich","","","",""
"Ethnische Minderheiten","2002","Ostdeutschland","weiblich","","","",""
"Deutschland","2003","Westdeutschland","männlich","6874","0.847557380268128","0.839718862929408","0.855395897606849"
"Deutschland","2003","Westdeutschland","weiblich","7433","0.849140878807147","0.841628707037324","0.856653050576971"
"Deutschland","2003","Ostdeutschland","männlich","2539","0.977733204405161","0.97204524012152","0.983421168688801"
"Deutschland","2003","Ostdeutschland","weiblich","2701","0.973521616319538","0.967529648184447","0.979513584454628"
"Türkei","2003","Westdeutschland","männlich","280","0.0309102587336706","0.0271360189786138","0.0346844984887274"
"Türkei","2003","Westdeutschland","weiblich","263","0.0250885424800257","0.0218060015379992","0.0283710834220522"
"Türkei","2003","Ostdeutschland","männlich","","","",""
"Türkei","2003","Ostdeutschland","weiblich","","","",""
"Ex-Jugoslawien","2003","Westdeutschland","männlich","31","0.00348286911741897","0.00219815313106823","0.0047675851037697"
"Ex-Jugoslawien","2003","Westdeutschland","weiblich","28","","",""
"Ex-Jugoslawien","2003","Ostdeutschland","männlich","","","",""
"Ex-Jugoslawien","2003","Ostdeutschland","weiblich","","","",""
"Griechenland","2003","Westdeutschland","männlich","57","0.00419190487028308","0.00278297394427053","0.00560083579629563"
"Griechenland","2003","Westdeutschland","weiblich","55","0.00308087023870531","0.001917664551583","0.00424407592582761"
"Griechenland","2003","Ostdeutschland","männlich","","","",""
"Griechenland","2003","Ostdeutschland","weiblich","","","",""
"Italien","2003","Westdeutschland","männlich","117","0.011076057399231","0.00879377063695387","0.0133583441615082"
"Italien","2003","Westdeutschland","weiblich","84","0.00743523355570594","0.00563214696540489","0.00923832014600698"
"Italien","2003","Ostdeutschland","männlich","","","",""
"Italien","2003","Ostdeutschland","weiblich","1","","",""
"Spanien","2003","Westdeutschland","männlich","29","","",""
"Spanien","2003","Westdeutschland","weiblich","18","","",""
"Spanien","2003","Ostdeutschland","männlich","","","",""
"Spanien","2003","Ostdeutschland","weiblich","","","",""
"österreich","2003","Westdeutschland","männlich","20","","",""
"österreich","2003","Westdeutschland","weiblich","34","0.0048903307453898","0.00342615085453884","0.00635451063624076"
"österreich","2003","Ostdeutschland","männlich","1","","",""
"österreich","2003","Ostdeutschland","weiblich","","","",""
"Frankreich","2003","Westdeutschland","männlich","8","","",""
"Frankreich","2003","Westdeutschland","weiblich","17","","",""
"Frankreich","2003","Ostdeutschland","männlich","1","","",""
"Frankreich","2003","Ostdeutschland","weiblich","1","","",""
"Benelux","2003","Westdeutschland","männlich","","","",""
"Benelux","2003","Westdeutschland","weiblich","1","","",""
"Benelux","2003","Ostdeutschland","männlich","","","",""
"Benelux","2003","Ostdeutschland","weiblich","","","",""
"Dänemark","2003","Westdeutschland","männlich","3","","",""
"Dänemark","2003","Westdeutschland","weiblich","4","","",""
"Dänemark","2003","Ostdeutschland","männlich","","","",""
"Dänemark","2003","Ostdeutschland","weiblich","","","",""
"Grossbritannien","2003","Westdeutschland","männlich","10","","",""
"Grossbritannien","2003","Westdeutschland","weiblich","10","","",""
"Grossbritannien","2003","Ostdeutschland","männlich","1","","",""
"Grossbritannien","2003","Ostdeutschland","weiblich","","","",""
"Schweden","2003","Westdeutschland","männlich","2","","",""
"Schweden","2003","Westdeutschland","weiblich","1","","",""
"Schweden","2003","Ostdeutschland","männlich","","","",""
"Schweden","2003","Ostdeutschland","weiblich","","","",""
"Norwegen","2003","Westdeutschland","männlich","","","",""
"Norwegen","2003","Westdeutschland","weiblich","","","",""
"Norwegen","2003","Ostdeutschland","männlich","","","",""
"Norwegen","2003","Ostdeutschland","weiblich","","","",""
"Finnland","2003","Westdeutschland","männlich","1","","",""
"Finnland","2003","Westdeutschland","weiblich","4","","",""
"Finnland","2003","Ostdeutschland","männlich","","","",""
"Finnland","2003","Ostdeutschland","weiblich","","","",""
"USA","2003","Westdeutschland","männlich","14","","",""
"USA","2003","Westdeutschland","weiblich","11","","",""
"USA","2003","Ostdeutschland","männlich","","","",""
"USA","2003","Ostdeutschland","weiblich","","","",""
"Schweiz","2003","Westdeutschland","männlich","7","","",""
"Schweiz","2003","Westdeutschland","weiblich","9","","",""
"Schweiz","2003","Ostdeutschland","männlich","","","",""
"Schweiz","2003","Ostdeutschland","weiblich","","","",""
"Chile","2003","Westdeutschland","männlich","3","","",""
"Chile","2003","Westdeutschland","weiblich","1","","",""
"Chile","2003","Ostdeutschland","männlich","","","",""
"Chile","2003","Ostdeutschland","weiblich","","","",""
"Rumaenien","2003","Westdeutschland","männlich","42","0.00497463753176187","0.00344039519397833","0.00650887986954541"
"Rumaenien","2003","Westdeutschland","weiblich","55","0.00552107304756665","0.00396582599281825","0.00707632010231505"
"Rumaenien","2003","Ostdeutschland","männlich","1","","",""
"Rumaenien","2003","Ostdeutschland","weiblich","3","","",""
"Polen","2003","Westdeutschland","männlich","116","0.0144971366887568","0.0118905856773362","0.0171036877001774"
"Polen","2003","Westdeutschland","weiblich","152","0.0173206715976602","0.0145823899074419","0.0200589532878784"
"Polen","2003","Ostdeutschland","männlich","12","","",""
"Polen","2003","Ostdeutschland","weiblich","18","","",""
"Korea","2003","Westdeutschland","männlich","1","","",""
"Korea","2003","Westdeutschland","weiblich","2","","",""
"Korea","2003","Ostdeutschland","männlich","","","",""
"Korea","2003","Ostdeutschland","weiblich","","","",""
"Iran","2003","Westdeutschland","männlich","13","","",""
"Iran","2003","Westdeutschland","weiblich","8","","",""
"Iran","2003","Ostdeutschland","männlich","","","",""
"Iran","2003","Ostdeutschland","weiblich","","","",""
"Indonesien","2003","Westdeutschland","männlich","","","",""
"Indonesien","2003","Westdeutschland","weiblich","2","","",""
"Indonesien","2003","Ostdeutschland","männlich","","","",""
"Indonesien","2003","Ostdeutschland","weiblich","","","",""
"Ungarn","2003","Westdeutschland","männlich","10","","",""
"Ungarn","2003","Westdeutschland","weiblich","20","","",""
"Ungarn","2003","Ostdeutschland","männlich","1","","",""
"Ungarn","2003","Ostdeutschland","weiblich","2","","",""
"Bolivien","2003","Westdeutschland","männlich","","","",""
"Bolivien","2003","Westdeutschland","weiblich","2","","",""
"Bolivien","2003","Ostdeutschland","männlich","","","",""
"Bolivien","2003","Ostdeutschland","weiblich","","","",""
"Portugal","2003","Westdeutschland","männlich","5","","",""
"Portugal","2003","Westdeutschland","weiblich","6","","",""
"Portugal","2003","Ostdeutschland","männlich","","","",""
"Portugal","2003","Ostdeutschland","weiblich","","","",""
"Bulgarien","2003","Westdeutschland","männlich","1","","",""
"Bulgarien","2003","Westdeutschland","weiblich","4","","",""
"Bulgarien","2003","Ostdeutschland","männlich","","","",""
"Bulgarien","2003","Ostdeutschland","weiblich","","","",""
"Syrien","2003","Westdeutschland","männlich","","","",""
"Syrien","2003","Westdeutschland","weiblich","","","",""
"Syrien","2003","Ostdeutschland","männlich","","","",""
"Syrien","2003","Ostdeutschland","weiblich","","","",""
"Tschechien","2003","Westdeutschland","männlich","22","","",""
"Tschechien","2003","Westdeutschland","weiblich","43","0.00724204558956489","0.00546236459114823","0.00902172658798155"
"Tschechien","2003","Ostdeutschland","männlich","8","","",""
"Tschechien","2003","Ostdeutschland","weiblich","8","","",""
"Russland","2003","Westdeutschland","männlich","87","0.0128903401288812","0.010430476358935","0.0153502038988274"
"Russland","2003","Westdeutschland","weiblich","95","0.0125749014867434","0.0102360953470033","0.0149137076264835"
"Russland","2003","Ostdeutschland","männlich","2","","",""
"Russland","2003","Ostdeutschland","weiblich","3","","",""
"Mexiko","2003","Westdeutschland","männlich","1","","",""
"Mexiko","2003","Westdeutschland","weiblich","","","",""
"Mexiko","2003","Ostdeutschland","männlich","","","",""
"Mexiko","2003","Ostdeutschland","weiblich","","","",""
"Argentinien","2003","Westdeutschland","männlich","2","","",""
"Argentinien","2003","Westdeutschland","weiblich","1","","",""
"Argentinien","2003","Ostdeutschland","männlich","","","",""
"Argentinien","2003","Ostdeutschland","weiblich","","","",""
"Cap Verden","2003","Westdeutschland","männlich","","","",""
"Cap Verden","2003","Westdeutschland","weiblich","","","",""
"Cap Verden","2003","Ostdeutschland","männlich","","","",""
"Cap Verden","2003","Ostdeutschland","weiblich","","","",""
"Benin","2003","Westdeutschland","männlich","","","",""
"Benin","2003","Westdeutschland","weiblich","","","",""
"Benin","2003","Ostdeutschland","männlich","","","",""
"Benin","2003","Ostdeutschland","weiblich","","","",""
"Philippinen","2003","Westdeutschland","männlich","","","",""
"Philippinen","2003","Westdeutschland","weiblich","12","","",""
"Philippinen","2003","Ostdeutschland","männlich","","","",""
"Philippinen","2003","Ostdeutschland","weiblich","1","","",""
"Israel","2003","Westdeutschland","männlich","3","","",""
"Israel","2003","Westdeutschland","weiblich","","","",""
"Israel","2003","Ostdeutschland","männlich","","","",""
"Israel","2003","Ostdeutschland","weiblich","","","",""
"Japan","2003","Westdeutschland","männlich","","","",""
"Japan","2003","Westdeutschland","weiblich","2","","",""
"Japan","2003","Ostdeutschland","männlich","","","",""
"Japan","2003","Ostdeutschland","weiblich","","","",""
"Australien","2003","Westdeutschland","männlich","","","",""
"Australien","2003","Westdeutschland","weiblich","1","","",""
"Australien","2003","Ostdeutschland","männlich","","","",""
"Australien","2003","Ostdeutschland","weiblich","","","",""
"Indien","2003","Westdeutschland","männlich","1","","",""
"Indien","2003","Westdeutschland","weiblich","","","",""
"Indien","2003","Ostdeutschland","männlich","1","","",""
"Indien","2003","Ostdeutschland","weiblich","","","",""
"Afghanistan","2003","Westdeutschland","männlich","1","","",""
"Afghanistan","2003","Westdeutschland","weiblich","1","","",""
"Afghanistan","2003","Ostdeutschland","männlich","","","",""
"Afghanistan","2003","Ostdeutschland","weiblich","","","",""
"Thailand","2003","Westdeutschland","männlich","","","",""
"Thailand","2003","Westdeutschland","weiblich","4","","",""
"Thailand","2003","Ostdeutschland","männlich","","","",""
"Thailand","2003","Ostdeutschland","weiblich","","","",""
"Jamaika","2003","Westdeutschland","männlich","1","","",""
"Jamaika","2003","Westdeutschland","weiblich","","","",""
"Jamaika","2003","Ostdeutschland","männlich","","","",""
"Jamaika","2003","Ostdeutschland","weiblich","","","",""
"Saudi-Arabien","2003","Westdeutschland","männlich","","","",""
"Saudi-Arabien","2003","Westdeutschland","weiblich","","","",""
"Saudi-Arabien","2003","Ostdeutschland","männlich","","","",""
"Saudi-Arabien","2003","Ostdeutschland","weiblich","","","",""
"Aethiopien","2003","Westdeutschland","männlich","1","","",""
"Aethiopien","2003","Westdeutschland","weiblich","","","",""
"Aethiopien","2003","Ostdeutschland","männlich","","","",""
"Aethiopien","2003","Ostdeutschland","weiblich","","","",""
"Kolumbien","2003","Westdeutschland","männlich","1","","",""
"Kolumbien","2003","Westdeutschland","weiblich","1","","",""
"Kolumbien","2003","Ostdeutschland","männlich","","","",""
"Kolumbien","2003","Ostdeutschland","weiblich","","","",""
"Ghana","2003","Westdeutschland","männlich","2","","",""
"Ghana","2003","Westdeutschland","weiblich","1","","",""
"Ghana","2003","Ostdeutschland","männlich","","","",""
"Ghana","2003","Ostdeutschland","weiblich","","","",""
"Bangla Desh","2003","Westdeutschland","männlich","1","","",""
"Bangla Desh","2003","Westdeutschland","weiblich","","","",""
"Bangla Desh","2003","Ostdeutschland","männlich","","","",""
"Bangla Desh","2003","Ostdeutschland","weiblich","","","",""
"Venezuela","2003","Westdeutschland","männlich","1","","",""
"Venezuela","2003","Westdeutschland","weiblich","","","",""
"Venezuela","2003","Ostdeutschland","männlich","","","",""
"Venezuela","2003","Ostdeutschland","weiblich","","","",""
"Tunesien","2003","Westdeutschland","männlich","2","","",""
"Tunesien","2003","Westdeutschland","weiblich","1","","",""
"Tunesien","2003","Ostdeutschland","männlich","","","",""
"Tunesien","2003","Ostdeutschland","weiblich","","","",""
"Mauritius","2003","Westdeutschland","männlich","1","","",""
"Mauritius","2003","Westdeutschland","weiblich","","","",""
"Mauritius","2003","Ostdeutschland","männlich","","","",""
"Mauritius","2003","Ostdeutschland","weiblich","","","",""
"Nigeria","2003","Westdeutschland","männlich","1","","",""
"Nigeria","2003","Westdeutschland","weiblich","1","","",""
"Nigeria","2003","Ostdeutschland","männlich","","","",""
"Nigeria","2003","Ostdeutschland","weiblich","","","",""
"Kanada","2003","Westdeutschland","männlich","2","","",""
"Kanada","2003","Westdeutschland","weiblich","3","","",""
"Kanada","2003","Ostdeutschland","männlich","","","",""
"Kanada","2003","Ostdeutschland","weiblich","","","",""
"Neuseeland","2003","Westdeutschland","männlich","","","",""
"Neuseeland","2003","Westdeutschland","weiblich","","","",""
"Neuseeland","2003","Ostdeutschland","männlich","","","",""
"Neuseeland","2003","Ostdeutschland","weiblich","","","",""
"Tansania","2003","Westdeutschland","männlich","","","",""
"Tansania","2003","Westdeutschland","weiblich","","","",""
"Tansania","2003","Ostdeutschland","männlich","","","",""
"Tansania","2003","Ostdeutschland","weiblich","","","",""
"Zypern","2003","Westdeutschland","männlich","","","",""
"Zypern","2003","Westdeutschland","weiblich","","","",""
"Zypern","2003","Ostdeutschland","männlich","","","",""
"Zypern","2003","Ostdeutschland","weiblich","","","",""
"Kuba","2003","Westdeutschland","männlich","","","",""
"Kuba","2003","Westdeutschland","weiblich","2","","",""
"Kuba","2003","Ostdeutschland","männlich","","","",""
"Kuba","2003","Ostdeutschland","weiblich","","","",""
"Irak","2003","Westdeutschland","männlich","3","","",""
"Irak","2003","Westdeutschland","weiblich","1","","",""
"Irak","2003","Ostdeutschland","männlich","","","",""
"Irak","2003","Ostdeutschland","weiblich","","","",""
"Brasilien","2003","Westdeutschland","männlich","2","","",""
"Brasilien","2003","Westdeutschland","weiblich","3","","",""
"Brasilien","2003","Ostdeutschland","männlich","","","",""
"Brasilien","2003","Ostdeutschland","weiblich","","","",""
"Hongkong","2003","Westdeutschland","männlich","","","",""
"Hongkong","2003","Westdeutschland","weiblich","","","",""
"Hongkong","2003","Ostdeutschland","männlich","","","",""
"Hongkong","2003","Ostdeutschland","weiblich","","","",""
"Peru","2003","Westdeutschland","männlich","","","",""
"Peru","2003","Westdeutschland","weiblich","","","",""
"Peru","2003","Ostdeutschland","männlich","","","",""
"Peru","2003","Ostdeutschland","weiblich","","","",""
"Sri Lanka","2003","Westdeutschland","männlich","2","","",""
"Sri Lanka","2003","Westdeutschland","weiblich","2","","",""
"Sri Lanka","2003","Ostdeutschland","männlich","","","",""
"Sri Lanka","2003","Ostdeutschland","weiblich","","","",""
"Nepal","2003","Westdeutschland","männlich","","","",""
"Nepal","2003","Westdeutschland","weiblich","","","",""
"Nepal","2003","Ostdeutschland","männlich","","","",""
"Nepal","2003","Ostdeutschland","weiblich","","","",""
"Marokko","2003","Westdeutschland","männlich","1","","",""
"Marokko","2003","Westdeutschland","weiblich","","","",""
"Marokko","2003","Ostdeutschland","männlich","","","",""
"Marokko","2003","Ostdeutschland","weiblich","","","",""
"China","2003","Westdeutschland","männlich","1","","",""
"China","2003","Westdeutschland","weiblich","1","","",""
"China","2003","Ostdeutschland","männlich","","","",""
"China","2003","Ostdeutschland","weiblich","","","",""
"Irland","2003","Westdeutschland","männlich","1","","",""
"Irland","2003","Westdeutschland","weiblich","1","","",""
"Irland","2003","Ostdeutschland","männlich","","","",""
"Irland","2003","Ostdeutschland","weiblich","","","",""
"Moldawien","2003","Westdeutschland","männlich","","","",""
"Moldawien","2003","Westdeutschland","weiblich","1","","",""
"Moldawien","2003","Ostdeutschland","männlich","","","",""
"Moldawien","2003","Ostdeutschland","weiblich","","","",""
"Kasachstan","2003","Westdeutschland","männlich","78","0.0110621528033299","0.00878128301809205","0.0133430225885677"
"Kasachstan","2003","Westdeutschland","weiblich","79","0.0103547099467733","0.00823000514869861","0.012479414744848"
"Kasachstan","2003","Ostdeutschland","männlich","2","","",""
"Kasachstan","2003","Ostdeutschland","weiblich","4","","",""
"Albanien","2003","Westdeutschland","männlich","4","","",""
"Albanien","2003","Westdeutschland","weiblich","3","","",""
"Albanien","2003","Ostdeutschland","männlich","","","",""
"Albanien","2003","Ostdeutschland","weiblich","","","",""
"Libanon","2003","Westdeutschland","männlich","4","","",""
"Libanon","2003","Westdeutschland","weiblich","3","","",""
"Libanon","2003","Ostdeutschland","männlich","","","",""
"Libanon","2003","Ostdeutschland","weiblich","","","",""
"Kirgistan","2003","Westdeutschland","männlich","7","","",""
"Kirgistan","2003","Westdeutschland","weiblich","5","","",""
"Kirgistan","2003","Ostdeutschland","männlich","","","",""
"Kirgistan","2003","Ostdeutschland","weiblich","","","",""
"Ukraine","2003","Westdeutschland","männlich","18","","",""
"Ukraine","2003","Westdeutschland","weiblich","30","0.00414531516188593","0.00279676653430793","0.00549386378946392"
"Ukraine","2003","Ostdeutschland","männlich","","","",""
"Ukraine","2003","Ostdeutschland","weiblich","","","",""
"Algerien","2003","Westdeutschland","männlich","1","","",""
"Algerien","2003","Westdeutschland","weiblich","","","",""
"Algerien","2003","Ostdeutschland","männlich","1","","",""
"Algerien","2003","Ostdeutschland","weiblich","","","",""
"Mocambique","2003","Westdeutschland","männlich","","","",""
"Mocambique","2003","Westdeutschland","weiblich","","","",""
"Mocambique","2003","Ostdeutschland","männlich","1","","",""
"Mocambique","2003","Ostdeutschland","weiblich","","","",""
"Aegypten","2003","Westdeutschland","männlich","1","","",""
"Aegypten","2003","Westdeutschland","weiblich","","","",""
"Aegypten","2003","Ostdeutschland","männlich","","","",""
"Aegypten","2003","Ostdeutschland","weiblich","","","",""
"Tadschikistan","2003","Westdeutschland","männlich","7","","",""
"Tadschikistan","2003","Westdeutschland","weiblich","7","","",""
"Tadschikistan","2003","Ostdeutschland","männlich","","","",""
"Tadschikistan","2003","Ostdeutschland","weiblich","","","",""
"Vietnam","2003","Westdeutschland","männlich","2","","",""
"Vietnam","2003","Westdeutschland","weiblich","3","","",""
"Vietnam","2003","Ostdeutschland","männlich","1","","",""
"Vietnam","2003","Ostdeutschland","weiblich","","","",""
"Somalia","2003","Westdeutschland","männlich","","","",""
"Somalia","2003","Westdeutschland","weiblich","","","",""
"Somalia","2003","Ostdeutschland","männlich","","","",""
"Somalia","2003","Ostdeutschland","weiblich","","","",""
"Pakistan","2003","Westdeutschland","männlich","1","","",""
"Pakistan","2003","Westdeutschland","weiblich","1","","",""
"Pakistan","2003","Ostdeutschland","männlich","","","",""
"Pakistan","2003","Ostdeutschland","weiblich","","","",""
"Südafrika","2003","Westdeutschland","männlich","1","","",""
"Südafrika","2003","Westdeutschland","weiblich","3","","",""
"Südafrika","2003","Ostdeutschland","männlich","","","",""
"Südafrika","2003","Ostdeutschland","weiblich","1","","",""
"Vereinigte Arabische Emirate","2003","Westdeutschland","männlich","","","",""
"Vereinigte Arabische Emirate","2003","Westdeutschland","weiblich","1","","",""
"Vereinigte Arabische Emirate","2003","Ostdeutschland","männlich","","","",""
"Vereinigte Arabische Emirate","2003","Ostdeutschland","weiblich","","","",""
"El Salvador","2003","Westdeutschland","männlich","","","",""
"El Salvador","2003","Westdeutschland","weiblich","1","","",""
"El Salvador","2003","Ostdeutschland","männlich","","","",""
"El Salvador","2003","Ostdeutschland","weiblich","","","",""
"Eritrea","2003","Westdeutschland","männlich","2","","",""
"Eritrea","2003","Westdeutschland","weiblich","1","","",""
"Eritrea","2003","Ostdeutschland","männlich","","","",""
"Eritrea","2003","Ostdeutschland","weiblich","","","",""
"Jordanien","2003","Westdeutschland","männlich","","","",""
"Jordanien","2003","Westdeutschland","weiblich","","","",""
"Jordanien","2003","Ostdeutschland","männlich","","","",""
"Jordanien","2003","Ostdeutschland","weiblich","","","",""
"Costa Rica","2003","Westdeutschland","männlich","1","","",""
"Costa Rica","2003","Westdeutschland","weiblich","1","","",""
"Costa Rica","2003","Ostdeutschland","männlich","","","",""
