"corigin","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Moldawien","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Kasachstan","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","79","0.0205944350294969","0.0156418777979086","0.0255469922610851"
"Kasachstan","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","45","0.0140604605394333","0.00919547283799045","0.0189254482408761"
"Kasachstan","2011","2","Städtischer Raum","66","0.0112667313928445","0.00786727261713629","0.0146661901685527"
"Kasachstan","2011","2","Ländlicher Raum","48","0.0204232629631396","0.0149854189268575","0.0258611069994218"
"Kasachstan","2011","3","Städtischer Raum","49","0.0177057835788137","0.0131192327226897","0.0222923344349377"
"Kasachstan","2011","3","Ländlicher Raum","25","","",""
"Kasachstan","2011","4","Städtischer Raum","15","","",""
"Kasachstan","2011","4","Ländlicher Raum","9","","",""
"Kasachstan","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","8","","",""
"Kasachstan","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","1","","",""
"Albanien","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","12","","",""
"Albanien","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","3","","",""
"Albanien","2011","2","Städtischer Raum","2","","",""
"Albanien","2011","2","Ländlicher Raum","","","",""
"Albanien","2011","3","Städtischer Raum","","","",""
"Albanien","2011","3","Ländlicher Raum","1","","",""
"Albanien","2011","4","Städtischer Raum","","","",""
"Albanien","2011","4","Ländlicher Raum","","","",""
"Albanien","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Albanien","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Libanon","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","17","","",""
"Libanon","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Libanon","2011","2","Städtischer Raum","","","",""
"Libanon","2011","2","Ländlicher Raum","","","",""
"Libanon","2011","3","Städtischer Raum","","","",""
"Libanon","2011","3","Ländlicher Raum","","","",""
"Libanon","2011","4","Städtischer Raum","","","",""
"Libanon","2011","4","Ländlicher Raum","1","","",""
"Libanon","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"Libanon","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Kirgistan","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","7","","",""
"Kirgistan","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","3","","",""
"Kirgistan","2011","2","Städtischer Raum","16","","",""
"Kirgistan","2011","2","Ländlicher Raum","10","","",""
"Kirgistan","2011","3","Städtischer Raum","3","","",""
"Kirgistan","2011","3","Ländlicher Raum","","","",""
"Kirgistan","2011","4","Städtischer Raum","3","","",""
"Kirgistan","2011","4","Ländlicher Raum","","","",""
"Kirgistan","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"Kirgistan","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ukraine","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","14","","",""
"Ukraine","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","3","","",""
"Ukraine","2011","2","Städtischer Raum","27","","",""
"Ukraine","2011","2","Ländlicher Raum","5","","",""
"Ukraine","2011","3","Städtischer Raum","6","","",""
"Ukraine","2011","3","Ländlicher Raum","1","","",""
"Ukraine","2011","4","Städtischer Raum","","","",""
"Ukraine","2011","4","Ländlicher Raum","2","","",""
"Ukraine","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","3","","",""
"Ukraine","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Algerien","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"Algerien","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","2","","",""
"Algerien","2011","2","Städtischer Raum","","","",""
"Algerien","2011","2","Ländlicher Raum","","","",""
"Algerien","2011","3","Städtischer Raum","","","",""
"Algerien","2011","3","Ländlicher Raum","","","",""
"Algerien","2011","4","Städtischer Raum","","","",""
"Algerien","2011","4","Ländlicher Raum","","","",""
"Algerien","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Algerien","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Mocambique","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Mocambique","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Mocambique","2011","2","Städtischer Raum","1","","",""
"Mocambique","2011","2","Ländlicher Raum","1","","",""
"Mocambique","2011","3","Städtischer Raum","","","",""
"Mocambique","2011","3","Ländlicher Raum","","","",""
"Mocambique","2011","4","Städtischer Raum","","","",""
"Mocambique","2011","4","Ländlicher Raum","","","",""
"Mocambique","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Mocambique","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Aegypten","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Aegypten","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Aegypten","2011","2","Städtischer Raum","1","","",""
"Aegypten","2011","2","Ländlicher Raum","","","",""
"Aegypten","2011","3","Städtischer Raum","","","",""
"Aegypten","2011","3","Ländlicher Raum","","","",""
"Aegypten","2011","4","Städtischer Raum","1","","",""
"Aegypten","2011","4","Ländlicher Raum","1","","",""
"Aegypten","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Aegypten","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Tadschikistan","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","4","","",""
"Tadschikistan","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Tadschikistan","2011","2","Städtischer Raum","7","","",""
"Tadschikistan","2011","2","Ländlicher Raum","1","","",""
"Tadschikistan","2011","3","Städtischer Raum","1","","",""
"Tadschikistan","2011","3","Ländlicher Raum","","","",""
"Tadschikistan","2011","4","Städtischer Raum","5","","",""
"Tadschikistan","2011","4","Ländlicher Raum","","","",""
"Tadschikistan","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Tadschikistan","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Vietnam","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","3","","",""
"Vietnam","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Vietnam","2011","2","Städtischer Raum","4","","",""
"Vietnam","2011","2","Ländlicher Raum","2","","",""
"Vietnam","2011","3","Städtischer Raum","","","",""
"Vietnam","2011","3","Ländlicher Raum","1","","",""
"Vietnam","2011","4","Städtischer Raum","1","","",""
"Vietnam","2011","4","Ländlicher Raum","","","",""
"Vietnam","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Vietnam","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Somalia","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Somalia","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Somalia","2011","2","Städtischer Raum","","","",""
"Somalia","2011","2","Ländlicher Raum","","","",""
"Somalia","2011","3","Städtischer Raum","","","",""
"Somalia","2011","3","Ländlicher Raum","","","",""
"Somalia","2011","4","Städtischer Raum","","","",""
"Somalia","2011","4","Ländlicher Raum","","","",""
"Somalia","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Somalia","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Pakistan","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","7","","",""
"Pakistan","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Pakistan","2011","2","Städtischer Raum","1","","",""
"Pakistan","2011","2","Ländlicher Raum","","","",""
"Pakistan","2011","3","Städtischer Raum","1","","",""
"Pakistan","2011","3","Ländlicher Raum","","","",""
"Pakistan","2011","4","Städtischer Raum","","","",""
"Pakistan","2011","4","Ländlicher Raum","","","",""
"Pakistan","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Pakistan","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Südafrika","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"Südafrika","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Südafrika","2011","2","Städtischer Raum","1","","",""
"Südafrika","2011","2","Ländlicher Raum","1","","",""
"Südafrika","2011","3","Städtischer Raum","","","",""
"Südafrika","2011","3","Ländlicher Raum","","","",""
"Südafrika","2011","4","Städtischer Raum","2","","",""
"Südafrika","2011","4","Ländlicher Raum","","","",""
"Südafrika","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"Südafrika","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Vereinigte Arabische Emirate","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"Vereinigte Arabische Emirate","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Vereinigte Arabische Emirate","2011","2","Städtischer Raum","","","",""
"Vereinigte Arabische Emirate","2011","2","Ländlicher Raum","","","",""
"Vereinigte Arabische Emirate","2011","3","Städtischer Raum","","","",""
"Vereinigte Arabische Emirate","2011","3","Ländlicher Raum","","","",""
"Vereinigte Arabische Emirate","2011","4","Städtischer Raum","","","",""
"Vereinigte Arabische Emirate","2011","4","Ländlicher Raum","","","",""
"Vereinigte Arabische Emirate","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"Vereinigte Arabische Emirate","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"El Salvador","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"El Salvador","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"El Salvador","2011","2","Städtischer Raum","","","",""
"El Salvador","2011","2","Ländlicher Raum","","","",""
"El Salvador","2011","3","Städtischer Raum","","","",""
"El Salvador","2011","3","Ländlicher Raum","","","",""
"El Salvador","2011","4","Städtischer Raum","1","","",""
"El Salvador","2011","4","Ländlicher Raum","","","",""
"El Salvador","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"El Salvador","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Eritrea","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","4","","",""
"Eritrea","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Eritrea","2011","2","Städtischer Raum","","","",""
"Eritrea","2011","2","Ländlicher Raum","","","",""
"Eritrea","2011","3","Städtischer Raum","","","",""
"Eritrea","2011","3","Ländlicher Raum","","","",""
"Eritrea","2011","4","Städtischer Raum","","","",""
"Eritrea","2011","4","Ländlicher Raum","","","",""
"Eritrea","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"Eritrea","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Jordanien","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","3","","",""
"Jordanien","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Jordanien","2011","2","Städtischer Raum","","","",""
"Jordanien","2011","2","Ländlicher Raum","","","",""
"Jordanien","2011","3","Städtischer Raum","","","",""
"Jordanien","2011","3","Ländlicher Raum","","","",""
"Jordanien","2011","4","Städtischer Raum","","","",""
"Jordanien","2011","4","Ländlicher Raum","","","",""
"Jordanien","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Jordanien","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Costa Rica","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Costa Rica","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Costa Rica","2011","2","Städtischer Raum","","","",""
"Costa Rica","2011","2","Ländlicher Raum","","","",""
"Costa Rica","2011","3","Städtischer Raum","","","",""
"Costa Rica","2011","3","Ländlicher Raum","","","",""
"Costa Rica","2011","4","Städtischer Raum","","","",""
"Costa Rica","2011","4","Ländlicher Raum","","","",""
"Costa Rica","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Costa Rica","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Singapur","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Singapur","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Singapur","2011","2","Städtischer Raum","","","",""
"Singapur","2011","2","Ländlicher Raum","","","",""
"Singapur","2011","3","Städtischer Raum","1","","",""
"Singapur","2011","3","Ländlicher Raum","","","",""
"Singapur","2011","4","Städtischer Raum","","","",""
"Singapur","2011","4","Ländlicher Raum","","","",""
"Singapur","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Singapur","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Burkina Faso","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Burkina Faso","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Burkina Faso","2011","2","Städtischer Raum","","","",""
"Burkina Faso","2011","2","Ländlicher Raum","","","",""
"Burkina Faso","2011","3","Städtischer Raum","","","",""
"Burkina Faso","2011","3","Ländlicher Raum","","","",""
"Burkina Faso","2011","4","Städtischer Raum","","","",""
"Burkina Faso","2011","4","Ländlicher Raum","","","",""
"Burkina Faso","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Burkina Faso","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Sambia","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Sambia","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Sambia","2011","2","Städtischer Raum","","","",""
"Sambia","2011","2","Ländlicher Raum","","","",""
"Sambia","2011","3","Städtischer Raum","","","",""
"Sambia","2011","3","Ländlicher Raum","","","",""
"Sambia","2011","4","Städtischer Raum","","","",""
"Sambia","2011","4","Ländlicher Raum","","","",""
"Sambia","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Sambia","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ecuador","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ecuador","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ecuador","2011","2","Städtischer Raum","","","",""
"Ecuador","2011","2","Ländlicher Raum","","","",""
"Ecuador","2011","3","Städtischer Raum","","","",""
"Ecuador","2011","3","Ländlicher Raum","","","",""
"Ecuador","2011","4","Städtischer Raum","","","",""
"Ecuador","2011","4","Ländlicher Raum","","","",""
"Ecuador","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"Ecuador","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Usbekistan","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Usbekistan","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","2","","",""
"Usbekistan","2011","2","Städtischer Raum","3","","",""
"Usbekistan","2011","2","Ländlicher Raum","","","",""
"Usbekistan","2011","3","Städtischer Raum","1","","",""
"Usbekistan","2011","3","Ländlicher Raum","","","",""
"Usbekistan","2011","4","Städtischer Raum","1","","",""
"Usbekistan","2011","4","Ländlicher Raum","1","","",""
"Usbekistan","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Usbekistan","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","1","","",""
"Staatenlos","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Staatenlos","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Staatenlos","2011","2","Städtischer Raum","","","",""
"Staatenlos","2011","2","Ländlicher Raum","","","",""
"Staatenlos","2011","3","Städtischer Raum","","","",""
"Staatenlos","2011","3","Ländlicher Raum","","","",""
"Staatenlos","2011","4","Städtischer Raum","","","",""
"Staatenlos","2011","4","Ländlicher Raum","","","",""
"Staatenlos","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Staatenlos","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Laos","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Laos","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Laos","2011","2","Städtischer Raum","","","",""
"Laos","2011","2","Ländlicher Raum","","","",""
"Laos","2011","3","Städtischer Raum","","","",""
"Laos","2011","3","Ländlicher Raum","","","",""
"Laos","2011","4","Städtischer Raum","","","",""
"Laos","2011","4","Ländlicher Raum","","","",""
"Laos","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Laos","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Estland","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Estland","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Estland","2011","2","Städtischer Raum","2","","",""
"Estland","2011","2","Ländlicher Raum","2","","",""
"Estland","2011","3","Städtischer Raum","","","",""
"Estland","2011","3","Ländlicher Raum","2","","",""
"Estland","2011","4","Städtischer Raum","","","",""
"Estland","2011","4","Ländlicher Raum","2","","",""
"Estland","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Estland","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Angola","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","4","","",""
"Angola","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Angola","2011","2","Städtischer Raum","","","",""
"Angola","2011","2","Ländlicher Raum","","","",""
"Angola","2011","3","Städtischer Raum","","","",""
"Angola","2011","3","Ländlicher Raum","","","",""
"Angola","2011","4","Städtischer Raum","","","",""
"Angola","2011","4","Ländlicher Raum","","","",""
"Angola","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Angola","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Lettland","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","4","","",""
"Lettland","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Lettland","2011","2","Städtischer Raum","","","",""
"Lettland","2011","2","Ländlicher Raum","","","",""
"Lettland","2011","3","Städtischer Raum","","","",""
"Lettland","2011","3","Ländlicher Raum","","","",""
"Lettland","2011","4","Städtischer Raum","","","",""
"Lettland","2011","4","Ländlicher Raum","","","",""
"Lettland","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Lettland","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Namibia","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"Namibia","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Namibia","2011","2","Städtischer Raum","1","","",""
"Namibia","2011","2","Ländlicher Raum","","","",""
"Namibia","2011","3","Städtischer Raum","","","",""
"Namibia","2011","3","Ländlicher Raum","","","",""
"Namibia","2011","4","Städtischer Raum","3","","",""
"Namibia","2011","4","Ländlicher Raum","","","",""
"Namibia","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Namibia","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Dominikanische Republik","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"Dominikanische Republik","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Dominikanische Republik","2011","2","Städtischer Raum","","","",""
"Dominikanische Republik","2011","2","Ländlicher Raum","","","",""
"Dominikanische Republik","2011","3","Städtischer Raum","","","",""
"Dominikanische Republik","2011","3","Ländlicher Raum","","","",""
"Dominikanische Republik","2011","4","Städtischer Raum","","","",""
"Dominikanische Republik","2011","4","Ländlicher Raum","","","",""
"Dominikanische Republik","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Dominikanische Republik","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Nicaragua","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Nicaragua","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Nicaragua","2011","2","Städtischer Raum","","","",""
"Nicaragua","2011","2","Ländlicher Raum","","","",""
"Nicaragua","2011","3","Städtischer Raum","1","","",""
"Nicaragua","2011","3","Ländlicher Raum","","","",""
"Nicaragua","2011","4","Städtischer Raum","","","",""
"Nicaragua","2011","4","Ländlicher Raum","","","",""
"Nicaragua","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Nicaragua","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Kenia","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Kenia","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Kenia","2011","2","Städtischer Raum","1","","",""
"Kenia","2011","2","Ländlicher Raum","1","","",""
"Kenia","2011","3","Städtischer Raum","1","","",""
"Kenia","2011","3","Ländlicher Raum","","","",""
"Kenia","2011","4","Städtischer Raum","1","","",""
"Kenia","2011","4","Ländlicher Raum","","","",""
"Kenia","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Kenia","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Libyen","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Libyen","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Libyen","2011","2","Städtischer Raum","","","",""
"Libyen","2011","2","Ländlicher Raum","","","",""
"Libyen","2011","3","Städtischer Raum","","","",""
"Libyen","2011","3","Ländlicher Raum","","","",""
"Libyen","2011","4","Städtischer Raum","","","",""
"Libyen","2011","4","Ländlicher Raum","","","",""
"Libyen","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Libyen","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Botswana","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Botswana","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Botswana","2011","2","Städtischer Raum","","","",""
"Botswana","2011","2","Ländlicher Raum","","","",""
"Botswana","2011","3","Städtischer Raum","","","",""
"Botswana","2011","3","Ländlicher Raum","","","",""
"Botswana","2011","4","Städtischer Raum","","","",""
"Botswana","2011","4","Ländlicher Raum","","","",""
"Botswana","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Botswana","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","1","","",""
"Haiti","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Haiti","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Haiti","2011","2","Städtischer Raum","","","",""
"Haiti","2011","2","Ländlicher Raum","","","",""
"Haiti","2011","3","Städtischer Raum","","","",""
"Haiti","2011","3","Ländlicher Raum","","","",""
"Haiti","2011","4","Städtischer Raum","","","",""
"Haiti","2011","4","Ländlicher Raum","","","",""
"Haiti","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Haiti","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Luxemburg","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"Luxemburg","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Luxemburg","2011","2","Städtischer Raum","","","",""
"Luxemburg","2011","2","Ländlicher Raum","","","",""
"Luxemburg","2011","3","Städtischer Raum","2","","",""
"Luxemburg","2011","3","Ländlicher Raum","","","",""
"Luxemburg","2011","4","Städtischer Raum","1","","",""
"Luxemburg","2011","4","Ländlicher Raum","","","",""
"Luxemburg","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"Luxemburg","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Belgien","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","3","","",""
"Belgien","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Belgien","2011","2","Städtischer Raum","1","","",""
"Belgien","2011","2","Ländlicher Raum","","","",""
"Belgien","2011","3","Städtischer Raum","1","","",""
"Belgien","2011","3","Ländlicher Raum","","","",""
"Belgien","2011","4","Städtischer Raum","1","","",""
"Belgien","2011","4","Ländlicher Raum","","","",""
"Belgien","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","7","","",""
"Belgien","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","1","","",""
"Niederlande","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","4","","",""
"Niederlande","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","3","","",""
"Niederlande","2011","2","Städtischer Raum","10","","",""
"Niederlande","2011","2","Ländlicher Raum","2","","",""
"Niederlande","2011","3","Städtischer Raum","5","","",""
"Niederlande","2011","3","Ländlicher Raum","","","",""
"Niederlande","2011","4","Städtischer Raum","8","","",""
"Niederlande","2011","4","Ländlicher Raum","","","",""
"Niederlande","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","8","","",""
"Niederlande","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","3","","",""
"Kroatien","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","8","","",""
"Kroatien","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","4","","",""
"Kroatien","2011","2","Städtischer Raum","9","","",""
"Kroatien","2011","2","Ländlicher Raum","13","","",""
"Kroatien","2011","3","Städtischer Raum","12","","",""
"Kroatien","2011","3","Ländlicher Raum","2","","",""
"Kroatien","2011","4","Städtischer Raum","16","","",""
"Kroatien","2011","4","Ländlicher Raum","","","",""
"Kroatien","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","5","","",""
"Kroatien","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","1","","",""
"Bosnien/Herzegowina","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","19","","",""
"Bosnien/Herzegowina","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","2","","",""
"Bosnien/Herzegowina","2011","2","Städtischer Raum","6","","",""
"Bosnien/Herzegowina","2011","2","Ländlicher Raum","5","","",""
"Bosnien/Herzegowina","2011","3","Städtischer Raum","12","","",""
"Bosnien/Herzegowina","2011","3","Ländlicher Raum","","","",""
"Bosnien/Herzegowina","2011","4","Städtischer Raum","8","","",""
"Bosnien/Herzegowina","2011","4","Ländlicher Raum","","","",""
"Bosnien/Herzegowina","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"Bosnien/Herzegowina","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Makedonien","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","10","","",""
"Makedonien","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Makedonien","2011","2","Städtischer Raum","8","","",""
"Makedonien","2011","2","Ländlicher Raum","4","","",""
"Makedonien","2011","3","Städtischer Raum","2","","",""
"Makedonien","2011","3","Ländlicher Raum","","","",""
"Makedonien","2011","4","Städtischer Raum","","","",""
"Makedonien","2011","4","Ländlicher Raum","","","",""
"Makedonien","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Makedonien","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Slowenien","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"Slowenien","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Slowenien","2011","2","Städtischer Raum","4","","",""
"Slowenien","2011","2","Ländlicher Raum","","","",""
"Slowenien","2011","3","Städtischer Raum","4","","",""
"Slowenien","2011","3","Ländlicher Raum","","","",""
