"corigin","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Irland","2005","5 Einkommensstärkstes Quintil","1","","",""
"Moldawien","2005","1 Einkommensschwächstes Quintil","","","",""
"Moldawien","2005","2","1","","",""
"Moldawien","2005","3","","","",""
"Moldawien","2005","4","","","",""
"Moldawien","2005","5 Einkommensstärkstes Quintil","1","","",""
"Kasachstan","2005","1 Einkommensschwächstes Quintil","60","0.0168182230581222","0.0129120466755873","0.020724399440657"
"Kasachstan","2005","2","63","0.018300603597596","0.014416645723741","0.022184561471451"
"Kasachstan","2005","3","23","","",""
"Kasachstan","2005","4","9","","",""
"Kasachstan","2005","5 Einkommensstärkstes Quintil","2","","",""
"Albanien","2005","1 Einkommensschwächstes Quintil","4","","",""
"Albanien","2005","2","3","","",""
"Albanien","2005","3","","","",""
"Albanien","2005","4","","","",""
"Albanien","2005","5 Einkommensstärkstes Quintil","","","",""
"Libanon","2005","1 Einkommensschwächstes Quintil","3","","",""
"Libanon","2005","2","1","","",""
"Libanon","2005","3","","","",""
"Libanon","2005","4","","","",""
"Libanon","2005","5 Einkommensstärkstes Quintil","","","",""
"Kirgistan","2005","1 Einkommensschwächstes Quintil","4","","",""
"Kirgistan","2005","2","3","","",""
"Kirgistan","2005","3","3","","",""
"Kirgistan","2005","4","","","",""
"Kirgistan","2005","5 Einkommensstärkstes Quintil","","","",""
"Ukraine","2005","1 Einkommensschwächstes Quintil","20","","",""
"Ukraine","2005","2","14","","",""
"Ukraine","2005","3","3","","",""
"Ukraine","2005","4","3","","",""
"Ukraine","2005","5 Einkommensstärkstes Quintil","2","","",""
"Algerien","2005","1 Einkommensschwächstes Quintil","","","",""
"Algerien","2005","2","","","",""
"Algerien","2005","3","","","",""
"Algerien","2005","4","","","",""
"Algerien","2005","5 Einkommensstärkstes Quintil","","","",""
"Mocambique","2005","1 Einkommensschwächstes Quintil","","","",""
"Mocambique","2005","2","1","","",""
"Mocambique","2005","3","","","",""
"Mocambique","2005","4","","","",""
"Mocambique","2005","5 Einkommensstärkstes Quintil","","","",""
"Aegypten","2005","1 Einkommensschwächstes Quintil","1","","",""
"Aegypten","2005","2","2","","",""
"Aegypten","2005","3","","","",""
"Aegypten","2005","4","","","",""
"Aegypten","2005","5 Einkommensstärkstes Quintil","","","",""
"Tadschikistan","2005","1 Einkommensschwächstes Quintil","3","","",""
"Tadschikistan","2005","2","3","","",""
"Tadschikistan","2005","3","2","","",""
"Tadschikistan","2005","4","4","","",""
"Tadschikistan","2005","5 Einkommensstärkstes Quintil","1","","",""
"Vietnam","2005","1 Einkommensschwächstes Quintil","4","","",""
"Vietnam","2005","2","","","",""
"Vietnam","2005","3","2","","",""
"Vietnam","2005","4","","","",""
"Vietnam","2005","5 Einkommensstärkstes Quintil","","","",""
"Somalia","2005","1 Einkommensschwächstes Quintil","","","",""
"Somalia","2005","2","","","",""
"Somalia","2005","3","","","",""
"Somalia","2005","4","","","",""
"Somalia","2005","5 Einkommensstärkstes Quintil","","","",""
"Pakistan","2005","1 Einkommensschwächstes Quintil","3","","",""
"Pakistan","2005","2","","","",""
"Pakistan","2005","3","","","",""
"Pakistan","2005","4","","","",""
"Pakistan","2005","5 Einkommensstärkstes Quintil","","","",""
"Südafrika","2005","1 Einkommensschwächstes Quintil","","","",""
"Südafrika","2005","2","1","","",""
"Südafrika","2005","3","","","",""
"Südafrika","2005","4","","","",""
"Südafrika","2005","5 Einkommensstärkstes Quintil","3","","",""
"Vereinigte Arabische Emirate","2005","1 Einkommensschwächstes Quintil","","","",""
"Vereinigte Arabische Emirate","2005","2","","","",""
"Vereinigte Arabische Emirate","2005","3","","","",""
"Vereinigte Arabische Emirate","2005","4","","","",""
"Vereinigte Arabische Emirate","2005","5 Einkommensstärkstes Quintil","1","","",""
"El Salvador","2005","1 Einkommensschwächstes Quintil","","","",""
"El Salvador","2005","2","","","",""
"El Salvador","2005","3","","","",""
"El Salvador","2005","4","1","","",""
"El Salvador","2005","5 Einkommensstärkstes Quintil","","","",""
"Eritrea","2005","1 Einkommensschwächstes Quintil","1","","",""
"Eritrea","2005","2","2","","",""
"Eritrea","2005","3","","","",""
"Eritrea","2005","4","","","",""
"Eritrea","2005","5 Einkommensstärkstes Quintil","","","",""
"Jordanien","2005","1 Einkommensschwächstes Quintil","","","",""
"Jordanien","2005","2","","","",""
"Jordanien","2005","3","","","",""
"Jordanien","2005","4","","","",""
"Jordanien","2005","5 Einkommensstärkstes Quintil","","","",""
"Costa Rica","2005","1 Einkommensschwächstes Quintil","","","",""
"Costa Rica","2005","2","","","",""
"Costa Rica","2005","3","","","",""
"Costa Rica","2005","4","","","",""
"Costa Rica","2005","5 Einkommensstärkstes Quintil","2","","",""
"Singapur","2005","1 Einkommensschwächstes Quintil","","","",""
"Singapur","2005","2","","","",""
"Singapur","2005","3","","","",""
"Singapur","2005","4","","","",""
"Singapur","2005","5 Einkommensstärkstes Quintil","1","","",""
"Burkina Faso","2005","1 Einkommensschwächstes Quintil","","","",""
"Burkina Faso","2005","2","","","",""
"Burkina Faso","2005","3","","","",""
"Burkina Faso","2005","4","","","",""
"Burkina Faso","2005","5 Einkommensstärkstes Quintil","","","",""
"Sambia","2005","1 Einkommensschwächstes Quintil","","","",""
"Sambia","2005","2","","","",""
"Sambia","2005","3","","","",""
"Sambia","2005","4","","","",""
"Sambia","2005","5 Einkommensstärkstes Quintil","","","",""
"Ecuador","2005","1 Einkommensschwächstes Quintil","","","",""
"Ecuador","2005","2","","","",""
"Ecuador","2005","3","","","",""
"Ecuador","2005","4","","","",""
"Ecuador","2005","5 Einkommensstärkstes Quintil","","","",""
"Usbekistan","2005","1 Einkommensschwächstes Quintil","2","","",""
"Usbekistan","2005","2","1","","",""
"Usbekistan","2005","3","2","","",""
"Usbekistan","2005","4","","","",""
"Usbekistan","2005","5 Einkommensstärkstes Quintil","","","",""
"Staatenlos","2005","1 Einkommensschwächstes Quintil","","","",""
"Staatenlos","2005","2","","","",""
"Staatenlos","2005","3","","","",""
"Staatenlos","2005","4","","","",""
"Staatenlos","2005","5 Einkommensstärkstes Quintil","","","",""
"Laos","2005","1 Einkommensschwächstes Quintil","","","",""
"Laos","2005","2","","","",""
"Laos","2005","3","","","",""
"Laos","2005","4","","","",""
"Laos","2005","5 Einkommensstärkstes Quintil","","","",""
"Estland","2005","1 Einkommensschwächstes Quintil","1","","",""
"Estland","2005","2","","","",""
"Estland","2005","3","","","",""
"Estland","2005","4","","","",""
"Estland","2005","5 Einkommensstärkstes Quintil","","","",""
"Angola","2005","1 Einkommensschwächstes Quintil","","","",""
"Angola","2005","2","","","",""
"Angola","2005","3","","","",""
"Angola","2005","4","","","",""
"Angola","2005","5 Einkommensstärkstes Quintil","","","",""
"Lettland","2005","1 Einkommensschwächstes Quintil","3","","",""
"Lettland","2005","2","","","",""
"Lettland","2005","3","","","",""
"Lettland","2005","4","3","","",""
"Lettland","2005","5 Einkommensstärkstes Quintil","","","",""
"Namibia","2005","1 Einkommensschwächstes Quintil","","","",""
"Namibia","2005","2","1","","",""
"Namibia","2005","3","1","","",""
"Namibia","2005","4","","","",""
"Namibia","2005","5 Einkommensstärkstes Quintil","1","","",""
"Dominikanische Republik","2005","1 Einkommensschwächstes Quintil","1","","",""
"Dominikanische Republik","2005","2","","","",""
"Dominikanische Republik","2005","3","","","",""
"Dominikanische Republik","2005","4","","","",""
"Dominikanische Republik","2005","5 Einkommensstärkstes Quintil","","","",""
"Nicaragua","2005","1 Einkommensschwächstes Quintil","","","",""
"Nicaragua","2005","2","","","",""
"Nicaragua","2005","3","","","",""
"Nicaragua","2005","4","","","",""
"Nicaragua","2005","5 Einkommensstärkstes Quintil","","","",""
"Kenia","2005","1 Einkommensschwächstes Quintil","","","",""
"Kenia","2005","2","","","",""
"Kenia","2005","3","","","",""
"Kenia","2005","4","","","",""
"Kenia","2005","5 Einkommensstärkstes Quintil","","","",""
"Libyen","2005","1 Einkommensschwächstes Quintil","","","",""
"Libyen","2005","2","","","",""
"Libyen","2005","3","","","",""
"Libyen","2005","4","","","",""
"Libyen","2005","5 Einkommensstärkstes Quintil","","","",""
"Botswana","2005","1 Einkommensschwächstes Quintil","1","","",""
"Botswana","2005","2","","","",""
"Botswana","2005","3","","","",""
"Botswana","2005","4","","","",""
"Botswana","2005","5 Einkommensstärkstes Quintil","","","",""
"Haiti","2005","1 Einkommensschwächstes Quintil","","","",""
"Haiti","2005","2","","","",""
"Haiti","2005","3","","","",""
"Haiti","2005","4","","","",""
"Haiti","2005","5 Einkommensstärkstes Quintil","","","",""
"Luxemburg","2005","1 Einkommensschwächstes Quintil","3","","",""
"Luxemburg","2005","2","","","",""
"Luxemburg","2005","3","1","","",""
"Luxemburg","2005","4","","","",""
"Luxemburg","2005","5 Einkommensstärkstes Quintil","1","","",""
"Belgien","2005","1 Einkommensschwächstes Quintil","2","","",""
"Belgien","2005","2","2","","",""
"Belgien","2005","3","2","","",""
"Belgien","2005","4","1","","",""
"Belgien","2005","5 Einkommensstärkstes Quintil","4","","",""
"Niederlande","2005","1 Einkommensschwächstes Quintil","1","","",""
"Niederlande","2005","2","4","","",""
"Niederlande","2005","3","5","","",""
"Niederlande","2005","4","7","","",""
"Niederlande","2005","5 Einkommensstärkstes Quintil","5","","",""
"Kroatien","2005","1 Einkommensschwächstes Quintil","16","","",""
"Kroatien","2005","2","20","","",""
"Kroatien","2005","3","11","","",""
"Kroatien","2005","4","12","","",""
"Kroatien","2005","5 Einkommensstärkstes Quintil","4","","",""
"Bosnien/Herzegowina","2005","1 Einkommensschwächstes Quintil","25","","",""
"Bosnien/Herzegowina","2005","2","17","","",""
"Bosnien/Herzegowina","2005","3","7","","",""
"Bosnien/Herzegowina","2005","4","15","","",""
"Bosnien/Herzegowina","2005","5 Einkommensstärkstes Quintil","1","","",""
"Makedonien","2005","1 Einkommensschwächstes Quintil","3","","",""
"Makedonien","2005","2","8","","",""
"Makedonien","2005","3","2","","",""
"Makedonien","2005","4","4","","",""
"Makedonien","2005","5 Einkommensstärkstes Quintil","2","","",""
"Slowenien","2005","1 Einkommensschwächstes Quintil","4","","",""
"Slowenien","2005","2","4","","",""
"Slowenien","2005","3","","","",""
"Slowenien","2005","4","1","","",""
"Slowenien","2005","5 Einkommensstärkstes Quintil","1","","",""
"Slowakei","2005","1 Einkommensschwächstes Quintil","","","",""
"Slowakei","2005","2","2","","",""
"Slowakei","2005","3","","","",""
"Slowakei","2005","4","","","",""
"Slowakei","2005","5 Einkommensstärkstes Quintil","1","","",""
"Paraguay","2005","1 Einkommensschwächstes Quintil","","","",""
"Paraguay","2005","2","","","",""
"Paraguay","2005","3","3","","",""
"Paraguay","2005","4","1","","",""
"Paraguay","2005","5 Einkommensstärkstes Quintil","","","",""
"Guinea","2005","1 Einkommensschwächstes Quintil","","","",""
"Guinea","2005","2","","","",""
"Guinea","2005","3","","","",""
"Guinea","2005","4","","","",""
"Guinea","2005","5 Einkommensstärkstes Quintil","","","",""
"Kuwait","2005","1 Einkommensschwächstes Quintil","","","",""
"Kuwait","2005","2","","","",""
"Kuwait","2005","3","","","",""
"Kuwait","2005","4","","","",""
"Kuwait","2005","5 Einkommensstärkstes Quintil","","","",""
"Elfenbeinkueste","2005","1 Einkommensschwächstes Quintil","","","",""
"Elfenbeinkueste","2005","2","","","",""
"Elfenbeinkueste","2005","3","","","",""
"Elfenbeinkueste","2005","4","","","",""
"Elfenbeinkueste","2005","5 Einkommensstärkstes Quintil","","","",""
"Malaysia_(128)","2005","1 Einkommensschwächstes Quintil","","","",""
"Malaysia_(128)","2005","2","","","",""
"Malaysia_(128)","2005","3","","","",""
"Malaysia_(128)","2005","4","","","",""
"Malaysia_(128)","2005","5 Einkommensstärkstes Quintil","","","",""
"Samoa","2005","1 Einkommensschwächstes Quintil","","","",""
"Samoa","2005","2","","","",""
"Samoa","2005","3","","","",""
"Samoa","2005","4","","","",""
"Samoa","2005","5 Einkommensstärkstes Quintil","","","",""
"Aserbaidschan","2005","1 Einkommensschwächstes Quintil","4","","",""
"Aserbaidschan","2005","2","","","",""
"Aserbaidschan","2005","3","","","",""
"Aserbaidschan","2005","4","","","",""
"Aserbaidschan","2005","5 Einkommensstärkstes Quintil","1","","",""
"Weissrussland","2005","1 Einkommensschwächstes Quintil","2","","",""
"Weissrussland","2005","2","2","","",""
"Weissrussland","2005","3","","","",""
"Weissrussland","2005","4","1","","",""
"Weissrussland","2005","5 Einkommensstärkstes Quintil","","","",""
"Uruguay","2005","1 Einkommensschwächstes Quintil","","","",""
"Uruguay","2005","2","","","",""
"Uruguay","2005","3","","","",""
"Uruguay","2005","4","","","",""
"Uruguay","2005","5 Einkommensstärkstes Quintil","","","",""
"Uganda","2005","1 Einkommensschwächstes Quintil","","","",""
"Uganda","2005","2","","","",""
"Uganda","2005","3","","","",""
"Uganda","2005","4","","","",""
"Uganda","2005","5 Einkommensstärkstes Quintil","","","",""
"Mali","2005","1 Einkommensschwächstes Quintil","","","",""
"Mali","2005","2","","","",""
"Mali","2005","3","","","",""
"Mali","2005","4","","","",""
"Mali","2005","5 Einkommensstärkstes Quintil","","","",""
"Kamerun","2005","1 Einkommensschwächstes Quintil","","","",""
"Kamerun","2005","2","","","",""
"Kamerun","2005","3","","","",""
"Kamerun","2005","4","","","",""
"Kamerun","2005","5 Einkommensstärkstes Quintil","","","",""
"Kosovo-Albaner","2005","1 Einkommensschwächstes Quintil","22","","",""
"Kosovo-Albaner","2005","2","3","","",""
"Kosovo-Albaner","2005","3","1","","",""
"Kosovo-Albaner","2005","4","2","","",""
"Kosovo-Albaner","2005","5 Einkommensstärkstes Quintil","","","",""
"Georgien","2005","1 Einkommensschwächstes Quintil","","","",""
"Georgien","2005","2","","","",""
"Georgien","2005","3","","","",""
"Georgien","2005","4","","","",""
"Georgien","2005","5 Einkommensstärkstes Quintil","","","",""
"Sudan","2005","1 Einkommensschwächstes Quintil","","","",""
"Sudan","2005","2","","","",""
"Sudan","2005","3","","","",""
"Sudan","2005","4","","","",""
"Sudan","2005","5 Einkommensstärkstes Quintil","","","",""
"Kongo","2005","1 Einkommensschwächstes Quintil","","","",""
"Kongo","2005","2","","","",""
"Kongo","2005","3","","","",""
"Kongo","2005","4","","","",""
"Kongo","2005","5 Einkommensstärkstes Quintil","","","",""
"Togo","2005","1 Einkommensschwächstes Quintil","","","",""
"Togo","2005","2","","","",""
"Togo","2005","3","","","",""
"Togo","2005","4","","","",""
"Togo","2005","5 Einkommensstärkstes Quintil","","","",""
"Mongolei","2005","1 Einkommensschwächstes Quintil","","","",""
"Mongolei","2005","2","","","",""
"Mongolei","2005","3","","","",""
"Mongolei","2005","4","","","",""
"Mongolei","2005","5 Einkommensstärkstes Quintil","","","",""
"Litauen","2005","1 Einkommensschwächstes Quintil","2","","",""
"Litauen","2005","2","1","","",""
"Litauen","2005","3","","","",""
"Litauen","2005","4","1","","",""
"Litauen","2005","5 Einkommensstärkstes Quintil","","","",""
"Tschad","2005","1 Einkommensschwächstes Quintil","","","",""
"Tschad","2005","2","","","",""
"Tschad","2005","3","1","","",""
"Tschad","2005","4","","","",""
"Tschad","2005","5 Einkommensstärkstes Quintil","","","",""
"Armenien","2005","1 Einkommensschwächstes Quintil","","","",""
"Armenien","2005","2","","","",""
"Armenien","2005","3","","","",""
"Armenien","2005","4","1","","",""
"Armenien","2005","5 Einkommensstärkstes Quintil","","","",""
"Kurdistan_(149)","2005","1 Einkommensschwächstes Quintil","","","",""
"Kurdistan_(149)","2005","2","","","",""
"Kurdistan_(149)","2005","3","","","",""
"Kurdistan_(149)","2005","4","","","",""
"Kurdistan_(149)","2005","5 Einkommensstärkstes Quintil","","","",""
"Liberia","2005","1 Einkommensschwächstes Quintil","","","",""
"Liberia","2005","2","","","",""
"Liberia","2005","3","","","",""
"Liberia","2005","4","","","",""
"Liberia","2005","5 Einkommensstärkstes Quintil","1","","",""
"Jemen","2005","1 Einkommensschwächstes Quintil","","","",""
"Jemen","2005","2","","","",""
"Jemen","2005","3","","","",""
"Jemen","2005","4","","","",""
"Jemen","2005","5 Einkommensstärkstes Quintil","","","",""
"Palaestina","2005","1 Einkommensschwächstes Quintil","","","",""
"Palaestina","2005","2","","","",""
"Palaestina","2005","3","","","",""
"Palaestina","2005","4","","","",""
"Palaestina","2005","5 Einkommensstärkstes Quintil","","","",""
"Taiwan","2005","1 Einkommensschwächstes Quintil","","","",""
"Taiwan","2005","2","","","",""
"Taiwan","2005","3","","","",""
"Taiwan","2005","4","","","",""
"Taiwan","2005","5 Einkommensstärkstes Quintil","","","",""
"Turkmenistan","2005","1 Einkommensschwächstes Quintil","","","",""
"Turkmenistan","2005","2","","","",""
"Turkmenistan","2005","3","","","",""
"Turkmenistan","2005","4","","","",""
"Turkmenistan","2005","5 Einkommensstärkstes Quintil","","","",""
"Afrika","2005","1 Einkommensschwächstes Quintil","","","",""
"Afrika","2005","2","","","",""
"Afrika","2005","3","","","",""
"Afrika","2005","4","","","",""
"Afrika","2005","5 Einkommensstärkstes Quintil","","","",""
"Sierra Leone(Westafrika)","2005","1 Einkommensschwächstes Quintil","","","",""
"Sierra Leone(Westafrika)","2005","2","","","",""
"Sierra Leone(Westafrika)","2005","3","","","",""
"Sierra Leone(Westafrika)","2005","4","","","",""
"Sierra Leone(Westafrika)","2005","5 Einkommensstärkstes Quintil","","","",""
"Senegal","2005","1 Einkommensschwächstes Quintil","","","",""
"Senegal","2005","2","","","",""
"Senegal","2005","3","","","",""
"Senegal","2005","4","","","",""
"Senegal","2005","5 Einkommensstärkstes Quintil","","","",""
"Malediven","2005","1 Einkommensschwächstes Quintil","","","",""
"Malediven","2005","2","","","",""
"Malediven","2005","3","","","",""
"Malediven","2005","4","","","",""
"Malediven","2005","5 Einkommensstärkstes Quintil","","","",""
"Serbien","2005","1 Einkommensschwächstes Quintil","5","","",""
"Serbien","2005","2","4","","",""
"Serbien","2005","3","8","","",""
"Serbien","2005","4","9","","",""
"Serbien","2005","5 Einkommensstärkstes Quintil","2","","",""
"Gambia","2005","1 Einkommensschwächstes Quintil","","","",""
"Gambia","2005","2","","","",""
"Gambia","2005","3","","","",""
"Gambia","2005","4","","","",""
"Gambia","2005","5 Einkommensstärkstes Quintil","","","",""
"Honduras","2005","1 Einkommensschwächstes Quintil","","","",""
"Honduras","2005","2","","","",""
"Honduras","2005","3","","","",""
"Honduras","2005","4","","","",""
"Honduras","2005","5 Einkommensstärkstes Quintil","","","",""
"Montenegro_(168)","2005","1 Einkommensschwächstes Quintil","3","","",""
"Montenegro_(168)","2005","2","","","",""
"Montenegro_(168)","2005","3","","","",""
"Montenegro_(168)","2005","4","","","",""
"Montenegro_(168)","2005","5 Einkommensstärkstes Quintil","","","",""
"Kambodscha","2005","1 Einkommensschwächstes Quintil","","","",""
"Kambodscha","2005","2","","","",""
"Kambodscha","2005","3","","","",""
"Kambodscha","2005","4","","","",""
"Kambodscha","2005","5 Einkommensstärkstes Quintil","","","",""
"Surinam","2005","1 Einkommensschwächstes Quintil","","","",""
"Surinam","2005","2","","","",""
"Surinam","2005","3","","","",""
"Surinam","2005","4","","","",""
"Surinam","2005","5 Einkommensstärkstes Quintil","","","",""
"Guyana","2005","1 Einkommensschwächstes Quintil","","","",""
"Guyana","2005","2","","","",""
"Guyana","2005","3","","","",""
"Guyana","2005","4","","","",""
"Guyana","2005","5 Einkommensstärkstes Quintil","","","",""
"Simbabwe","2005","1 Einkommensschwächstes Quintil","","","",""
"Simbabwe","2005","2","","","",""
"Simbabwe","2005","3","","","",""
"Simbabwe","2005","4","","","",""
"Simbabwe","2005","5 Einkommensstärkstes Quintil","","","",""
"Madagaskar","2005","1 Einkommensschwächstes Quintil","","","",""
"Madagaskar","2005","2","","","",""
"Madagaskar","2005","3","","","",""
"Madagaskar","2005","4","","","",""
"Madagaskar","2005","5 Einkommensstärkstes Quintil","","","",""
"Lesotho","2005","1 Einkommensschwächstes Quintil","","","",""
"Lesotho","2005","2","","","",""
"Lesotho","2005","3","","","",""
"Lesotho","2005","4","","","",""
"Lesotho","2005","5 Einkommensstärkstes Quintil","","","",""
"Ruanda","2005","1 Einkommensschwächstes Quintil","","","",""
"Ruanda","2005","2","","","",""
"Ruanda","2005","3","","","",""
"Ruanda","2005","4","","","",""
"Ruanda","2005","5 Einkommensstärkstes Quintil","","","",""
"Myanmar","2005","1 Einkommensschwächstes Quintil","","","",""
"Myanmar","2005","2","","","",""
"Myanmar","2005","3","","","",""
"Myanmar","2005","4","","","",""
"Myanmar","2005","5 Einkommensstärkstes Quintil","","","",""
"Niger","2005","1 Einkommensschwächstes Quintil","","","",""
"Niger","2005","2","","","",""
"Niger","2005","3","","","",""
"Niger","2005","4","","","",""
"Niger","2005","5 Einkommensstärkstes Quintil","","","",""
"Dschibuti","2005","1 Einkommensschwächstes Quintil","","","",""
"Dschibuti","2005","2","","","",""
"Dschibuti","2005","3","","","",""
"Dschibuti","2005","4","","","",""
"Dschibuti","2005","5 Einkommensstärkstes Quintil","","","",""
"Katar","2005","1 Einkommensschwächstes Quintil","","","",""
"Katar","2005","2","","","",""
"Katar","2005","3","","","",""
"Katar","2005","4","","","",""
"Katar","2005","5 Einkommensstärkstes Quintil","","","",""
"Kosovo","2005","1 Einkommensschwächstes Quintil","","","",""
"Kosovo","2005","2","","","",""
"Kosovo","2005","3","","","",""
"Kosovo","2005","4","","","",""
"Kosovo","2005","5 Einkommensstärkstes Quintil","","","",""
"Eastern Europe","2005","1 Einkommensschwächstes Quintil","6","","",""
"Eastern Europe","2005","2","17","","",""
"Eastern Europe","2005","3","16","","",""
"Eastern Europe","2005","4","8","","",""
"Eastern Europe","2005","5 Einkommensstärkstes Quintil","3","","",""
"Ethnische Minderheiten","2005","1 Einkommensschwächstes Quintil","","","",""
"Ethnische Minderheiten","2005","2","","","",""
"Ethnische Minderheiten","2005","3","","","",""
"Ethnische Minderheiten","2005","4","","","",""
"Ethnische Minderheiten","2005","5 Einkommensstärkstes Quintil","","","",""
"Deutschland","2006","1 Einkommensschwächstes Quintil","3583","0.788438548055042","0.776326740257671","0.800550355852412"
"Deutschland","2006","2","4278","0.848930532892373","0.838965289669481","0.858895776115264"
"Deutschland","2006","3","3861","0.901651234829516","0.892670954727121","0.91063151493191"
"Deutschland","2006","4","4167","0.921693181902869","0.9138210370426","0.929565326763138"
"Deutschland","2006","5 Einkommensstärkstes Quintil","3995","0.936694845140739","0.929332118613323","0.944057571668156"
"Türkei","2006","1 Einkommensschwächstes Quintil","234","0.0565335646441245","0.0496846273750215","0.0633825019132276"
"Türkei","2006","2","152","0.0251009298445208","0.0207479344214002","0.0294539252676413"
"Türkei","2006","3","36","0.011030006334987","0.00788033255838013","0.0141796801115939"
"Türkei","2006","4","31","0.00729339987529592","0.0048000939538449","0.00978670579674695"
"Türkei","2006","5 Einkommensstärkstes Quintil","9","","",""
"Ex-Jugoslawien","2006","1 Einkommensschwächstes Quintil","16","","",""
"Ex-Jugoslawien","2006","2","12","","",""
"Ex-Jugoslawien","2006","3","7","","",""
"Ex-Jugoslawien","2006","4","5","","",""
"Ex-Jugoslawien","2006","5 Einkommensstärkstes Quintil","7","","",""
"Griechenland","2006","1 Einkommensschwächstes Quintil","21","","",""
"Griechenland","2006","2","24","","",""
"Griechenland","2006","3","25","","",""
"Griechenland","2006","4","12","","",""
"Griechenland","2006","5 Einkommensstärkstes Quintil","9","","",""
"Italien","2006","1 Einkommensschwächstes Quintil","58","0.0128217526353355","0.00948535148947437","0.0161581537811967"
"Italien","2006","2","41","0.0103725390055083","0.00755323515296212","0.0131918428580546"
"Italien","2006","3","31","0.00668357885165165","0.00422641293893325","0.00914074476437005"
"Italien","2006","4","17","","",""
"Italien","2006","5 Einkommensstärkstes Quintil","10","","",""
"Spanien","2006","1 Einkommensschwächstes Quintil","11","","",""
"Spanien","2006","2","8","","",""
"Spanien","2006","3","5","","",""
"Spanien","2006","4","5","","",""
"Spanien","2006","5 Einkommensstärkstes Quintil","5","","",""
"österreich","2006","1 Einkommensschwächstes Quintil","6","","",""
"österreich","2006","2","4","","",""
"österreich","2006","3","7","","",""
"österreich","2006","4","10","","",""
"österreich","2006","5 Einkommensstärkstes Quintil","26","","",""
"Frankreich","2006","1 Einkommensschwächstes Quintil","2","","",""
"Frankreich","2006","2","7","","",""
"Frankreich","2006","3","5","","",""
"Frankreich","2006","4","4","","",""
"Frankreich","2006","5 Einkommensstärkstes Quintil","5","","",""
"Benelux","2006","1 Einkommensschwächstes Quintil","","","",""
"Benelux","2006","2","","","",""
"Benelux","2006","3","","","",""
"Benelux","2006","4","","","",""
"Benelux","2006","5 Einkommensstärkstes Quintil","1","","",""
"Dänemark","2006","1 Einkommensschwächstes Quintil","2","","",""
"Dänemark","2006","2","1","","",""
"Dänemark","2006","3","","","",""
"Dänemark","2006","4","1","","",""
"Dänemark","2006","5 Einkommensstärkstes Quintil","3","","",""
"Grossbritannien","2006","1 Einkommensschwächstes Quintil","2","","",""
"Grossbritannien","2006","2","1","","",""
"Grossbritannien","2006","3","4","","",""
"Grossbritannien","2006","4","4","","",""
"Grossbritannien","2006","5 Einkommensstärkstes Quintil","7","","",""
"Schweden","2006","1 Einkommensschwächstes Quintil","","","",""
"Schweden","2006","2","","","",""
"Schweden","2006","3","","","",""
"Schweden","2006","4","","","",""
"Schweden","2006","5 Einkommensstärkstes Quintil","1","","",""
"Norwegen","2006","1 Einkommensschwächstes Quintil","","","",""
"Norwegen","2006","2","","","",""
"Norwegen","2006","3","","","",""
"Norwegen","2006","4","","","",""
"Norwegen","2006","5 Einkommensstärkstes Quintil","","","",""
"Finnland","2006","1 Einkommensschwächstes Quintil","","","",""
"Finnland","2006","2","","","",""
"Finnland","2006","3","","","",""
"Finnland","2006","4","1","","",""
"Finnland","2006","5 Einkommensstärkstes Quintil","1","","",""
"USA","2006","1 Einkommensschwächstes Quintil","3","","",""
"USA","2006","2","5","","",""
"USA","2006","3","4","","",""
"USA","2006","4","8","","",""
"USA","2006","5 Einkommensstärkstes Quintil","11","","",""
"Schweiz","2006","1 Einkommensschwächstes Quintil","1","","",""
"Schweiz","2006","2","5","","",""
"Schweiz","2006","3","","","",""
"Schweiz","2006","4","3","","",""
"Schweiz","2006","5 Einkommensstärkstes Quintil","7","","",""
"Chile","2006","1 Einkommensschwächstes Quintil","2","","",""
"Chile","2006","2","1","","",""
"Chile","2006","3","","","",""
"Chile","2006","4","","","",""
"Chile","2006","5 Einkommensstärkstes Quintil","1","","",""
"Rumaenien","2006","1 Einkommensschwächstes Quintil","16","","",""
"Rumaenien","2006","2","25","","",""
"Rumaenien","2006","3","24","","",""
"Rumaenien","2006","4","23","","",""
"Rumaenien","2006","5 Einkommensstärkstes Quintil","18","","",""
"Polen","2006","1 Einkommensschwächstes Quintil","69","0.0147275475631197","0.0111552291398449","0.0182998659863946"
"Polen","2006","2","90","0.0164577658169867","0.0129174221358948","0.0199981094980787"
"Polen","2006","3","57","0.0137195195629544","0.0102115500776021","0.0172274890483067"
"Polen","2006","4","42","0.00932159507097466","0.0065057317816465","0.0121374583603028"
"Polen","2006","5 Einkommensstärkstes Quintil","18","","",""
"Korea","2006","1 Einkommensschwächstes Quintil","1","","",""
"Korea","2006","2","1","","",""
"Korea","2006","3","1","","",""
"Korea","2006","4","","","",""
"Korea","2006","5 Einkommensstärkstes Quintil","","","",""
"Iran","2006","1 Einkommensschwächstes Quintil","12","","",""
"Iran","2006","2","5","","",""
"Iran","2006","3","","","",""
"Iran","2006","4","","","",""
"Iran","2006","5 Einkommensstärkstes Quintil","","","",""
"Indonesien","2006","1 Einkommensschwächstes Quintil","","","",""
"Indonesien","2006","2","","","",""
"Indonesien","2006","3","1","","",""
"Indonesien","2006","4","","","",""
