"corigin","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Dänemark","2004","kein Migrationshintergrund","","","",""
"Dänemark","2004","direkter Migrationshintergrund","6","","",""
"Dänemark","2004","indirekter Migrationshintergrund","","","",""
"Dänemark","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grossbritannien","2004","kein Migrationshintergrund","","","",""
"Grossbritannien","2004","direkter Migrationshintergrund","18","","",""
"Grossbritannien","2004","indirekter Migrationshintergrund","","","",""
"Grossbritannien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schweden","2004","kein Migrationshintergrund","","","",""
"Schweden","2004","direkter Migrationshintergrund","3","","",""
"Schweden","2004","indirekter Migrationshintergrund","","","",""
"Schweden","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Norwegen","2004","kein Migrationshintergrund","","","",""
"Norwegen","2004","direkter Migrationshintergrund","","","",""
"Norwegen","2004","indirekter Migrationshintergrund","","","",""
"Norwegen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Finnland","2004","kein Migrationshintergrund","","","",""
"Finnland","2004","direkter Migrationshintergrund","5","","",""
"Finnland","2004","indirekter Migrationshintergrund","","","",""
"Finnland","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"USA","2004","kein Migrationshintergrund","","","",""
"USA","2004","direkter Migrationshintergrund","27","","",""
"USA","2004","indirekter Migrationshintergrund","","","",""
"USA","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schweiz","2004","kein Migrationshintergrund","","","",""
"Schweiz","2004","direkter Migrationshintergrund","13","","",""
"Schweiz","2004","indirekter Migrationshintergrund","","","",""
"Schweiz","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Chile","2004","kein Migrationshintergrund","","","",""
"Chile","2004","direkter Migrationshintergrund","4","","",""
"Chile","2004","indirekter Migrationshintergrund","","","",""
"Chile","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rumaenien","2004","kein Migrationshintergrund","","","",""
"Rumaenien","2004","direkter Migrationshintergrund","96","0.0327648278675031","0.0258073940790069","0.0397222616559993"
"Rumaenien","2004","indirekter Migrationshintergrund","","","",""
"Rumaenien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Polen","2004","kein Migrationshintergrund","","","",""
"Polen","2004","direkter Migrationshintergrund","297","0.107810768863721","0.0956897631368002","0.119931774590642"
"Polen","2004","indirekter Migrationshintergrund","","","",""
"Polen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Korea","2004","kein Migrationshintergrund","","","",""
"Korea","2004","direkter Migrationshintergrund","3","","",""
"Korea","2004","indirekter Migrationshintergrund","","","",""
"Korea","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Iran","2004","kein Migrationshintergrund","","","",""
"Iran","2004","direkter Migrationshintergrund","20","","",""
"Iran","2004","indirekter Migrationshintergrund","","","",""
"Iran","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Indonesien","2004","kein Migrationshintergrund","","","",""
"Indonesien","2004","direkter Migrationshintergrund","1","","",""
"Indonesien","2004","indirekter Migrationshintergrund","","","",""
"Indonesien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ungarn","2004","kein Migrationshintergrund","","","",""
"Ungarn","2004","direkter Migrationshintergrund","35","0.0190238914886397","0.0136849152066385","0.0243628677706408"
"Ungarn","2004","indirekter Migrationshintergrund","","","",""
"Ungarn","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bolivien","2004","kein Migrationshintergrund","","","",""
"Bolivien","2004","direkter Migrationshintergrund","2","","",""
"Bolivien","2004","indirekter Migrationshintergrund","","","",""
"Bolivien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Portugal","2004","kein Migrationshintergrund","","","",""
"Portugal","2004","direkter Migrationshintergrund","11","","",""
"Portugal","2004","indirekter Migrationshintergrund","","","",""
"Portugal","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bulgarien","2004","kein Migrationshintergrund","","","",""
"Bulgarien","2004","direkter Migrationshintergrund","5","","",""
"Bulgarien","2004","indirekter Migrationshintergrund","","","",""
"Bulgarien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Syrien","2004","kein Migrationshintergrund","","","",""
"Syrien","2004","direkter Migrationshintergrund","","","",""
"Syrien","2004","indirekter Migrationshintergrund","","","",""
"Syrien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tschechien","2004","kein Migrationshintergrund","","","",""
"Tschechien","2004","direkter Migrationshintergrund","73","0.0359043973983709","0.0286330822426869","0.043175712554055"
"Tschechien","2004","indirekter Migrationshintergrund","","","",""
"Tschechien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Russland","2004","kein Migrationshintergrund","","","",""
"Russland","2004","direkter Migrationshintergrund","181","0.0808967368990013","0.070239938444393","0.0915535353536097"
"Russland","2004","indirekter Migrationshintergrund","","","",""
"Russland","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mexiko","2004","kein Migrationshintergrund","","","",""
"Mexiko","2004","direkter Migrationshintergrund","1","","",""
"Mexiko","2004","indirekter Migrationshintergrund","","","",""
"Mexiko","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Argentinien","2004","kein Migrationshintergrund","","","",""
"Argentinien","2004","direkter Migrationshintergrund","3","","",""
"Argentinien","2004","indirekter Migrationshintergrund","","","",""
"Argentinien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Cap Verden","2004","kein Migrationshintergrund","","","",""
"Cap Verden","2004","direkter Migrationshintergrund","","","",""
"Cap Verden","2004","indirekter Migrationshintergrund","","","",""
"Cap Verden","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Benin","2004","kein Migrationshintergrund","","","",""
"Benin","2004","direkter Migrationshintergrund","","","",""
"Benin","2004","indirekter Migrationshintergrund","","","",""
"Benin","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Philippinen","2004","kein Migrationshintergrund","","","",""
"Philippinen","2004","direkter Migrationshintergrund","12","","",""
"Philippinen","2004","indirekter Migrationshintergrund","","","",""
"Philippinen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Israel","2004","kein Migrationshintergrund","","","",""
"Israel","2004","direkter Migrationshintergrund","3","","",""
"Israel","2004","indirekter Migrationshintergrund","","","",""
"Israel","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Japan","2004","kein Migrationshintergrund","","","",""
"Japan","2004","direkter Migrationshintergrund","1","","",""
"Japan","2004","indirekter Migrationshintergrund","","","",""
"Japan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Australien","2004","kein Migrationshintergrund","","","",""
"Australien","2004","direkter Migrationshintergrund","1","","",""
"Australien","2004","indirekter Migrationshintergrund","","","",""
"Australien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Indien","2004","kein Migrationshintergrund","","","",""
"Indien","2004","direkter Migrationshintergrund","2","","",""
"Indien","2004","indirekter Migrationshintergrund","","","",""
"Indien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Afghanistan","2004","kein Migrationshintergrund","","","",""
"Afghanistan","2004","direkter Migrationshintergrund","3","","",""
"Afghanistan","2004","indirekter Migrationshintergrund","","","",""
"Afghanistan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Thailand","2004","kein Migrationshintergrund","","","",""
"Thailand","2004","direkter Migrationshintergrund","3","","",""
"Thailand","2004","indirekter Migrationshintergrund","","","",""
"Thailand","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jamaika","2004","kein Migrationshintergrund","","","",""
"Jamaika","2004","direkter Migrationshintergrund","1","","",""
"Jamaika","2004","indirekter Migrationshintergrund","","","",""
"Jamaika","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Saudi-Arabien","2004","kein Migrationshintergrund","","","",""
"Saudi-Arabien","2004","direkter Migrationshintergrund","","","",""
"Saudi-Arabien","2004","indirekter Migrationshintergrund","","","",""
"Saudi-Arabien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aethiopien","2004","kein Migrationshintergrund","","","",""
"Aethiopien","2004","direkter Migrationshintergrund","1","","",""
"Aethiopien","2004","indirekter Migrationshintergrund","","","",""
"Aethiopien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kolumbien","2004","kein Migrationshintergrund","","","",""
"Kolumbien","2004","direkter Migrationshintergrund","2","","",""
"Kolumbien","2004","indirekter Migrationshintergrund","","","",""
"Kolumbien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ghana","2004","kein Migrationshintergrund","","","",""
"Ghana","2004","direkter Migrationshintergrund","3","","",""
"Ghana","2004","indirekter Migrationshintergrund","","","",""
"Ghana","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bangla Desh","2004","kein Migrationshintergrund","","","",""
"Bangla Desh","2004","direkter Migrationshintergrund","1","","",""
"Bangla Desh","2004","indirekter Migrationshintergrund","","","",""
"Bangla Desh","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Venezuela","2004","kein Migrationshintergrund","","","",""
"Venezuela","2004","direkter Migrationshintergrund","1","","",""
"Venezuela","2004","indirekter Migrationshintergrund","","","",""
"Venezuela","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tunesien","2004","kein Migrationshintergrund","","","",""
"Tunesien","2004","direkter Migrationshintergrund","3","","",""
"Tunesien","2004","indirekter Migrationshintergrund","","","",""
"Tunesien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mauritius","2004","kein Migrationshintergrund","","","",""
"Mauritius","2004","direkter Migrationshintergrund","1","","",""
"Mauritius","2004","indirekter Migrationshintergrund","","","",""
"Mauritius","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nigeria","2004","kein Migrationshintergrund","","","",""
"Nigeria","2004","direkter Migrationshintergrund","1","","",""
"Nigeria","2004","indirekter Migrationshintergrund","","","",""
"Nigeria","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kanada","2004","kein Migrationshintergrund","","","",""
"Kanada","2004","direkter Migrationshintergrund","5","","",""
"Kanada","2004","indirekter Migrationshintergrund","","","",""
"Kanada","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Neuseeland","2004","kein Migrationshintergrund","","","",""
"Neuseeland","2004","direkter Migrationshintergrund","","","",""
"Neuseeland","2004","indirekter Migrationshintergrund","","","",""
"Neuseeland","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tansania","2004","kein Migrationshintergrund","","","",""
"Tansania","2004","direkter Migrationshintergrund","","","",""
"Tansania","2004","indirekter Migrationshintergrund","","","",""
"Tansania","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zypern","2004","kein Migrationshintergrund","","","",""
"Zypern","2004","direkter Migrationshintergrund","","","",""
"Zypern","2004","indirekter Migrationshintergrund","","","",""
"Zypern","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kuba","2004","kein Migrationshintergrund","","","",""
"Kuba","2004","direkter Migrationshintergrund","2","","",""
"Kuba","2004","indirekter Migrationshintergrund","","","",""
"Kuba","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Irak","2004","kein Migrationshintergrund","","","",""
"Irak","2004","direkter Migrationshintergrund","4","","",""
"Irak","2004","indirekter Migrationshintergrund","","","",""
"Irak","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Brasilien","2004","kein Migrationshintergrund","","","",""
"Brasilien","2004","direkter Migrationshintergrund","5","","",""
"Brasilien","2004","indirekter Migrationshintergrund","","","",""
"Brasilien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Hongkong","2004","kein Migrationshintergrund","","","",""
"Hongkong","2004","direkter Migrationshintergrund","","","",""
"Hongkong","2004","indirekter Migrationshintergrund","","","",""
"Hongkong","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Peru","2004","kein Migrationshintergrund","","","",""
"Peru","2004","direkter Migrationshintergrund","","","",""
"Peru","2004","indirekter Migrationshintergrund","","","",""
"Peru","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sri Lanka","2004","kein Migrationshintergrund","","","",""
"Sri Lanka","2004","direkter Migrationshintergrund","2","","",""
"Sri Lanka","2004","indirekter Migrationshintergrund","","","",""
"Sri Lanka","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nepal","2004","kein Migrationshintergrund","","","",""
"Nepal","2004","direkter Migrationshintergrund","","","",""
"Nepal","2004","indirekter Migrationshintergrund","","","",""
"Nepal","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Marokko","2004","kein Migrationshintergrund","","","",""
"Marokko","2004","direkter Migrationshintergrund","1","","",""
"Marokko","2004","indirekter Migrationshintergrund","","","",""
"Marokko","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"China","2004","kein Migrationshintergrund","","","",""
"China","2004","direkter Migrationshintergrund","3","","",""
"China","2004","indirekter Migrationshintergrund","","","",""
"China","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Irland","2004","kein Migrationshintergrund","","","",""
"Irland","2004","direkter Migrationshintergrund","2","","",""
"Irland","2004","indirekter Migrationshintergrund","","","",""
"Irland","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Moldawien","2004","kein Migrationshintergrund","","","",""
"Moldawien","2004","direkter Migrationshintergrund","1","","",""
"Moldawien","2004","indirekter Migrationshintergrund","","","",""
"Moldawien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kasachstan","2004","kein Migrationshintergrund","","","",""
"Kasachstan","2004","direkter Migrationshintergrund","164","0.0719757698198958","0.0618750595624153","0.0820764800773763"
"Kasachstan","2004","indirekter Migrationshintergrund","","","",""
"Kasachstan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Albanien","2004","kein Migrationshintergrund","","","",""
"Albanien","2004","direkter Migrationshintergrund","7","","",""
"Albanien","2004","indirekter Migrationshintergrund","","","",""
"Albanien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Libanon","2004","kein Migrationshintergrund","","","",""
"Libanon","2004","direkter Migrationshintergrund","7","","",""
"Libanon","2004","indirekter Migrationshintergrund","","","",""
"Libanon","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kirgistan","2004","kein Migrationshintergrund","","","",""
"Kirgistan","2004","direkter Migrationshintergrund","14","","",""
"Kirgistan","2004","indirekter Migrationshintergrund","","","",""
"Kirgistan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ukraine","2004","kein Migrationshintergrund","","","",""
"Ukraine","2004","direkter Migrationshintergrund","46","0.0211348072838693","0.0155134694661552","0.0267561451015835"
"Ukraine","2004","indirekter Migrationshintergrund","","","",""
"Ukraine","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Algerien","2004","kein Migrationshintergrund","","","",""
"Algerien","2004","direkter Migrationshintergrund","2","","",""
"Algerien","2004","indirekter Migrationshintergrund","","","",""
"Algerien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mocambique","2004","kein Migrationshintergrund","","","",""
"Mocambique","2004","direkter Migrationshintergrund","1","","",""
"Mocambique","2004","indirekter Migrationshintergrund","","","",""
"Mocambique","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aegypten","2004","kein Migrationshintergrund","","","",""
"Aegypten","2004","direkter Migrationshintergrund","3","","",""
"Aegypten","2004","indirekter Migrationshintergrund","","","",""
"Aegypten","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tadschikistan","2004","kein Migrationshintergrund","","","",""
"Tadschikistan","2004","direkter Migrationshintergrund","14","","",""
"Tadschikistan","2004","indirekter Migrationshintergrund","","","",""
"Tadschikistan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vietnam","2004","kein Migrationshintergrund","","","",""
"Vietnam","2004","direkter Migrationshintergrund","3","","",""
"Vietnam","2004","indirekter Migrationshintergrund","","","",""
"Vietnam","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Somalia","2004","kein Migrationshintergrund","","","",""
"Somalia","2004","direkter Migrationshintergrund","","","",""
"Somalia","2004","indirekter Migrationshintergrund","","","",""
"Somalia","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Pakistan","2004","kein Migrationshintergrund","","","",""
"Pakistan","2004","direkter Migrationshintergrund","2","","",""
"Pakistan","2004","indirekter Migrationshintergrund","","","",""
"Pakistan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Südafrika","2004","kein Migrationshintergrund","","","",""
"Südafrika","2004","direkter Migrationshintergrund","4","","",""
"Südafrika","2004","indirekter Migrationshintergrund","","","",""
"Südafrika","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vereinigte Arabische Emirate","2004","kein Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","2004","direkter Migrationshintergrund","1","","",""
"Vereinigte Arabische Emirate","2004","indirekter Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"El Salvador","2004","kein Migrationshintergrund","","","",""
"El Salvador","2004","direkter Migrationshintergrund","1","","",""
"El Salvador","2004","indirekter Migrationshintergrund","","","",""
"El Salvador","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Eritrea","2004","kein Migrationshintergrund","","","",""
"Eritrea","2004","direkter Migrationshintergrund","3","","",""
"Eritrea","2004","indirekter Migrationshintergrund","","","",""
"Eritrea","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jordanien","2004","kein Migrationshintergrund","","","",""
"Jordanien","2004","direkter Migrationshintergrund","","","",""
"Jordanien","2004","indirekter Migrationshintergrund","","","",""
"Jordanien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Costa Rica","2004","kein Migrationshintergrund","","","",""
"Costa Rica","2004","direkter Migrationshintergrund","2","","",""
"Costa Rica","2004","indirekter Migrationshintergrund","","","",""
"Costa Rica","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Singapur","2004","kein Migrationshintergrund","","","",""
"Singapur","2004","direkter Migrationshintergrund","1","","",""
"Singapur","2004","indirekter Migrationshintergrund","","","",""
"Singapur","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Burkina Faso","2004","kein Migrationshintergrund","","","",""
"Burkina Faso","2004","direkter Migrationshintergrund","","","",""
"Burkina Faso","2004","indirekter Migrationshintergrund","","","",""
"Burkina Faso","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sambia","2004","kein Migrationshintergrund","","","",""
"Sambia","2004","direkter Migrationshintergrund","","","",""
"Sambia","2004","indirekter Migrationshintergrund","","","",""
"Sambia","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ecuador","2004","kein Migrationshintergrund","","","",""
"Ecuador","2004","direkter Migrationshintergrund","","","",""
"Ecuador","2004","indirekter Migrationshintergrund","","","",""
"Ecuador","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Usbekistan","2004","kein Migrationshintergrund","","","",""
"Usbekistan","2004","direkter Migrationshintergrund","4","","",""
"Usbekistan","2004","indirekter Migrationshintergrund","","","",""
"Usbekistan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Staatenlos","2004","kein Migrationshintergrund","","","",""
"Staatenlos","2004","direkter Migrationshintergrund","","","",""
"Staatenlos","2004","indirekter Migrationshintergrund","","","",""
"Staatenlos","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Laos","2004","kein Migrationshintergrund","","","",""
"Laos","2004","direkter Migrationshintergrund","","","",""
"Laos","2004","indirekter Migrationshintergrund","","","",""
"Laos","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Estland","2004","kein Migrationshintergrund","","","",""
"Estland","2004","direkter Migrationshintergrund","1","","",""
"Estland","2004","indirekter Migrationshintergrund","","","",""
"Estland","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Angola","2004","kein Migrationshintergrund","","","",""
"Angola","2004","direkter Migrationshintergrund","","","",""
"Angola","2004","indirekter Migrationshintergrund","","","",""
"Angola","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lettland","2004","kein Migrationshintergrund","","","",""
"Lettland","2004","direkter Migrationshintergrund","6","","",""
"Lettland","2004","indirekter Migrationshintergrund","","","",""
"Lettland","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Namibia","2004","kein Migrationshintergrund","","","",""
"Namibia","2004","direkter Migrationshintergrund","4","","",""
"Namibia","2004","indirekter Migrationshintergrund","","","",""
"Namibia","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dominikanische Republik","2004","kein Migrationshintergrund","","","",""
"Dominikanische Republik","2004","direkter Migrationshintergrund","","","",""
"Dominikanische Republik","2004","indirekter Migrationshintergrund","","","",""
"Dominikanische Republik","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nicaragua","2004","kein Migrationshintergrund","","","",""
"Nicaragua","2004","direkter Migrationshintergrund","","","",""
"Nicaragua","2004","indirekter Migrationshintergrund","","","",""
"Nicaragua","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kenia","2004","kein Migrationshintergrund","","","",""
"Kenia","2004","direkter Migrationshintergrund","","","",""
"Kenia","2004","indirekter Migrationshintergrund","","","",""
"Kenia","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Libyen","2004","kein Migrationshintergrund","","","",""
"Libyen","2004","direkter Migrationshintergrund","","","",""
"Libyen","2004","indirekter Migrationshintergrund","","","",""
"Libyen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Botswana","2004","kein Migrationshintergrund","","","",""
"Botswana","2004","direkter Migrationshintergrund","1","","",""
"Botswana","2004","indirekter Migrationshintergrund","","","",""
"Botswana","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Haiti","2004","kein Migrationshintergrund","","","",""
"Haiti","2004","direkter Migrationshintergrund","","","",""
"Haiti","2004","indirekter Migrationshintergrund","","","",""
"Haiti","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Luxemburg","2004","kein Migrationshintergrund","","","",""
"Luxemburg","2004","direkter Migrationshintergrund","5","","",""
"Luxemburg","2004","indirekter Migrationshintergrund","","","",""
"Luxemburg","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Belgien","2004","kein Migrationshintergrund","","","",""
"Belgien","2004","direkter Migrationshintergrund","12","","",""
"Belgien","2004","indirekter Migrationshintergrund","","","",""
"Belgien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Niederlande","2004","kein Migrationshintergrund","","","",""
"Niederlande","2004","direkter Migrationshintergrund","23","","",""
"Niederlande","2004","indirekter Migrationshintergrund","","","",""
"Niederlande","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kroatien","2004","kein Migrationshintergrund","","","",""
"Kroatien","2004","direkter Migrationshintergrund","76","0.0303952775438334","0.0236859419707244","0.0371046131169423"
"Kroatien","2004","indirekter Migrationshintergrund","","","",""
"Kroatien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bosnien/Herzegowina","2004","kein Migrationshintergrund","","","",""
"Bosnien/Herzegowina","2004","direkter Migrationshintergrund","72","0.0348214728516364","0.0276566329535754","0.0419863127496974"
"Bosnien/Herzegowina","2004","indirekter Migrationshintergrund","","","",""
"Bosnien/Herzegowina","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Makedonien","2004","kein Migrationshintergrund","","","",""
"Makedonien","2004","direkter Migrationshintergrund","20","","",""
"Makedonien","2004","indirekter Migrationshintergrund","","","",""
"Makedonien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Slowenien","2004","kein Migrationshintergrund","","","",""
"Slowenien","2004","direkter Migrationshintergrund","11","","",""
"Slowenien","2004","indirekter Migrationshintergrund","","","",""
"Slowenien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Slowakei","2004","kein Migrationshintergrund","","","",""
"Slowakei","2004","direkter Migrationshintergrund","4","","",""
"Slowakei","2004","indirekter Migrationshintergrund","","","",""
"Slowakei","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Paraguay","2004","kein Migrationshintergrund","","","",""
"Paraguay","2004","direkter Migrationshintergrund","4","","",""
"Paraguay","2004","indirekter Migrationshintergrund","","","",""
"Paraguay","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Guinea","2004","kein Migrationshintergrund","","","",""
"Guinea","2004","direkter Migrationshintergrund","","","",""
"Guinea","2004","indirekter Migrationshintergrund","","","",""
"Guinea","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kuwait","2004","kein Migrationshintergrund","","","",""
"Kuwait","2004","direkter Migrationshintergrund","","","",""
"Kuwait","2004","indirekter Migrationshintergrund","","","",""
"Kuwait","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Elfenbeinkueste","2004","kein Migrationshintergrund","","","",""
"Elfenbeinkueste","2004","direkter Migrationshintergrund","","","",""
"Elfenbeinkueste","2004","indirekter Migrationshintergrund","","","",""
"Elfenbeinkueste","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Malaysia_(128)","2004","kein Migrationshintergrund","","","",""
"Malaysia_(128)","2004","direkter Migrationshintergrund","","","",""
"Malaysia_(128)","2004","indirekter Migrationshintergrund","","","",""
"Malaysia_(128)","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Samoa","2004","kein Migrationshintergrund","","","",""
"Samoa","2004","direkter Migrationshintergrund","","","",""
"Samoa","2004","indirekter Migrationshintergrund","","","",""
"Samoa","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aserbaidschan","2004","kein Migrationshintergrund","","","",""
"Aserbaidschan","2004","direkter Migrationshintergrund","5","","",""
"Aserbaidschan","2004","indirekter Migrationshintergrund","","","",""
"Aserbaidschan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weissrussland","2004","kein Migrationshintergrund","","","",""
"Weissrussland","2004","direkter Migrationshintergrund","7","","",""
"Weissrussland","2004","indirekter Migrationshintergrund","","","",""
"Weissrussland","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Uruguay","2004","kein Migrationshintergrund","","","",""
"Uruguay","2004","direkter Migrationshintergrund","","","",""
"Uruguay","2004","indirekter Migrationshintergrund","","","",""
"Uruguay","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Uganda","2004","kein Migrationshintergrund","","","",""
"Uganda","2004","direkter Migrationshintergrund","","","",""
"Uganda","2004","indirekter Migrationshintergrund","","","",""
"Uganda","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mali","2004","kein Migrationshintergrund","","","",""
"Mali","2004","direkter Migrationshintergrund","","","",""
"Mali","2004","indirekter Migrationshintergrund","","","",""
"Mali","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kamerun","2004","kein Migrationshintergrund","","","",""
"Kamerun","2004","direkter Migrationshintergrund","1","","",""
"Kamerun","2004","indirekter Migrationshintergrund","","","",""
"Kamerun","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kosovo-Albaner","2004","kein Migrationshintergrund","","","",""
"Kosovo-Albaner","2004","direkter Migrationshintergrund","33","0.012594426632685","0.00823613704320948","0.0169527162221605"
"Kosovo-Albaner","2004","indirekter Migrationshintergrund","","","",""
"Kosovo-Albaner","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Georgien","2004","kein Migrationshintergrund","","","",""
"Georgien","2004","direkter Migrationshintergrund","","","",""
"Georgien","2004","indirekter Migrationshintergrund","","","",""
"Georgien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sudan","2004","kein Migrationshintergrund","","","",""
"Sudan","2004","direkter Migrationshintergrund","","","",""
"Sudan","2004","indirekter Migrationshintergrund","","","",""
