"corigin","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Finnland","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Finnland","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Finnland","2003","Hauptschule","Westdeutschland","1","","",""
"Finnland","2003","Hauptschule","Ostdeutschland","","","",""
"Finnland","2003","Realschule","Westdeutschland","1","","",""
"Finnland","2003","Realschule","Ostdeutschland","","","",""
"Finnland","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Finnland","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Finnland","2003","AkademikerIn","Westdeutschland","2","","",""
"Finnland","2003","AkademikerIn","Ostdeutschland","","","",""
"USA","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"USA","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"USA","2003","Hauptschule","Westdeutschland","5","","",""
"USA","2003","Hauptschule","Ostdeutschland","","","",""
"USA","2003","Realschule","Westdeutschland","5","","",""
"USA","2003","Realschule","Ostdeutschland","","","",""
"USA","2003","(Fach-)Abitur","Westdeutschland","6","","",""
"USA","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"USA","2003","AkademikerIn","Westdeutschland","9","","",""
"USA","2003","AkademikerIn","Ostdeutschland","","","",""
"Schweiz","2003","(noch) kein Abschluss","Westdeutschland","2","","",""
"Schweiz","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schweiz","2003","Hauptschule","Westdeutschland","3","","",""
"Schweiz","2003","Hauptschule","Ostdeutschland","","","",""
"Schweiz","2003","Realschule","Westdeutschland","1","","",""
"Schweiz","2003","Realschule","Ostdeutschland","","","",""
"Schweiz","2003","(Fach-)Abitur","Westdeutschland","4","","",""
"Schweiz","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Schweiz","2003","AkademikerIn","Westdeutschland","6","","",""
"Schweiz","2003","AkademikerIn","Ostdeutschland","","","",""
"Chile","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Chile","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Chile","2003","Hauptschule","Westdeutschland","2","","",""
"Chile","2003","Hauptschule","Ostdeutschland","","","",""
"Chile","2003","Realschule","Westdeutschland","","","",""
"Chile","2003","Realschule","Ostdeutschland","","","",""
"Chile","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Chile","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Chile","2003","AkademikerIn","Westdeutschland","1","","",""
"Chile","2003","AkademikerIn","Ostdeutschland","","","",""
"Rumaenien","2003","(noch) kein Abschluss","Westdeutschland","4","","",""
"Rumaenien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Rumaenien","2003","Hauptschule","Westdeutschland","41","0.00466001693084565","0.00306526734921045","0.00625476651248086"
"Rumaenien","2003","Hauptschule","Ostdeutschland","3","","",""
"Rumaenien","2003","Realschule","Westdeutschland","7","","",""
"Rumaenien","2003","Realschule","Ostdeutschland","","","",""
"Rumaenien","2003","(Fach-)Abitur","Westdeutschland","28","","",""
"Rumaenien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Rumaenien","2003","AkademikerIn","Westdeutschland","15","","",""
"Rumaenien","2003","AkademikerIn","Ostdeutschland","1","","",""
"Polen","2003","(noch) kein Abschluss","Westdeutschland","10","","",""
"Polen","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Polen","2003","Hauptschule","Westdeutschland","108","0.0135479671565391","0.0108409682635869","0.0162549660494913"
"Polen","2003","Hauptschule","Ostdeutschland","18","","",""
"Polen","2003","Realschule","Westdeutschland","33","0.0100419568172044","0.00686305427198847","0.0132208593624203"
"Polen","2003","Realschule","Ostdeutschland","2","","",""
"Polen","2003","(Fach-)Abitur","Westdeutschland","74","0.0360145645674355","0.0279250898594219","0.044104039275449"
"Polen","2003","(Fach-)Abitur","Ostdeutschland","2","","",""
"Polen","2003","AkademikerIn","Westdeutschland","40","0.0190171699894184","0.0141754015080506","0.0238589384707862"
"Polen","2003","AkademikerIn","Ostdeutschland","8","","",""
"Korea","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Korea","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Korea","2003","Hauptschule","Westdeutschland","1","","",""
"Korea","2003","Hauptschule","Ostdeutschland","","","",""
"Korea","2003","Realschule","Westdeutschland","1","","",""
"Korea","2003","Realschule","Ostdeutschland","","","",""
"Korea","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Korea","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Korea","2003","AkademikerIn","Westdeutschland","1","","",""
"Korea","2003","AkademikerIn","Ostdeutschland","","","",""
"Iran","2003","(noch) kein Abschluss","Westdeutschland","3","","",""
"Iran","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Iran","2003","Hauptschule","Westdeutschland","2","","",""
"Iran","2003","Hauptschule","Ostdeutschland","","","",""
"Iran","2003","Realschule","Westdeutschland","","","",""
"Iran","2003","Realschule","Ostdeutschland","","","",""
"Iran","2003","(Fach-)Abitur","Westdeutschland","7","","",""
"Iran","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Iran","2003","AkademikerIn","Westdeutschland","8","","",""
"Iran","2003","AkademikerIn","Ostdeutschland","","","",""
"Indonesien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Indonesien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Indonesien","2003","Hauptschule","Westdeutschland","1","","",""
"Indonesien","2003","Hauptschule","Ostdeutschland","","","",""
"Indonesien","2003","Realschule","Westdeutschland","","","",""
"Indonesien","2003","Realschule","Ostdeutschland","","","",""
"Indonesien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Indonesien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Indonesien","2003","AkademikerIn","Westdeutschland","1","","",""
"Indonesien","2003","AkademikerIn","Ostdeutschland","","","",""
"Ungarn","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Ungarn","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ungarn","2003","Hauptschule","Westdeutschland","10","","",""
"Ungarn","2003","Hauptschule","Ostdeutschland","1","","",""
"Ungarn","2003","Realschule","Westdeutschland","2","","",""
"Ungarn","2003","Realschule","Ostdeutschland","","","",""
"Ungarn","2003","(Fach-)Abitur","Westdeutschland","9","","",""
"Ungarn","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Ungarn","2003","AkademikerIn","Westdeutschland","8","","",""
"Ungarn","2003","AkademikerIn","Ostdeutschland","2","","",""
"Bolivien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Bolivien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bolivien","2003","Hauptschule","Westdeutschland","","","",""
"Bolivien","2003","Hauptschule","Ostdeutschland","","","",""
"Bolivien","2003","Realschule","Westdeutschland","","","",""
"Bolivien","2003","Realschule","Ostdeutschland","","","",""
"Bolivien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Bolivien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Bolivien","2003","AkademikerIn","Westdeutschland","2","","",""
"Bolivien","2003","AkademikerIn","Ostdeutschland","","","",""
"Portugal","2003","(noch) kein Abschluss","Westdeutschland","1","","",""
"Portugal","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Portugal","2003","Hauptschule","Westdeutschland","9","","",""
"Portugal","2003","Hauptschule","Ostdeutschland","","","",""
"Portugal","2003","Realschule","Westdeutschland","","","",""
"Portugal","2003","Realschule","Ostdeutschland","","","",""
"Portugal","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Portugal","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Portugal","2003","AkademikerIn","Westdeutschland","","","",""
"Portugal","2003","AkademikerIn","Ostdeutschland","","","",""
"Bulgarien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Bulgarien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bulgarien","2003","Hauptschule","Westdeutschland","2","","",""
"Bulgarien","2003","Hauptschule","Ostdeutschland","","","",""
"Bulgarien","2003","Realschule","Westdeutschland","","","",""
"Bulgarien","2003","Realschule","Ostdeutschland","","","",""
"Bulgarien","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Bulgarien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Bulgarien","2003","AkademikerIn","Westdeutschland","2","","",""
"Bulgarien","2003","AkademikerIn","Ostdeutschland","","","",""
"Syrien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Syrien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Syrien","2003","Hauptschule","Westdeutschland","","","",""
"Syrien","2003","Hauptschule","Ostdeutschland","","","",""
"Syrien","2003","Realschule","Westdeutschland","","","",""
"Syrien","2003","Realschule","Ostdeutschland","","","",""
"Syrien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Syrien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Syrien","2003","AkademikerIn","Westdeutschland","","","",""
"Syrien","2003","AkademikerIn","Ostdeutschland","","","",""
"Tschechien","2003","(noch) kein Abschluss","Westdeutschland","1","","",""
"Tschechien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Tschechien","2003","Hauptschule","Westdeutschland","29","","",""
"Tschechien","2003","Hauptschule","Ostdeutschland","8","","",""
"Tschechien","2003","Realschule","Westdeutschland","15","","",""
"Tschechien","2003","Realschule","Ostdeutschland","3","","",""
"Tschechien","2003","(Fach-)Abitur","Westdeutschland","6","","",""
"Tschechien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Tschechien","2003","AkademikerIn","Westdeutschland","13","","",""
"Tschechien","2003","AkademikerIn","Ostdeutschland","5","","",""
"Russland","2003","(noch) kein Abschluss","Westdeutschland","16","","",""
"Russland","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Russland","2003","Hauptschule","Westdeutschland","93","0.0132189398945694","0.0105445683599446","0.0158933114291943"
"Russland","2003","Hauptschule","Ostdeutschland","1","","",""
"Russland","2003","Realschule","Westdeutschland","18","","",""
"Russland","2003","Realschule","Ostdeutschland","","","",""
"Russland","2003","(Fach-)Abitur","Westdeutschland","20","","",""
"Russland","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Russland","2003","AkademikerIn","Westdeutschland","29","","",""
"Russland","2003","AkademikerIn","Ostdeutschland","4","","",""
"Mexiko","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Mexiko","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mexiko","2003","Hauptschule","Westdeutschland","","","",""
"Mexiko","2003","Hauptschule","Ostdeutschland","","","",""
"Mexiko","2003","Realschule","Westdeutschland","","","",""
"Mexiko","2003","Realschule","Ostdeutschland","","","",""
"Mexiko","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Mexiko","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Mexiko","2003","AkademikerIn","Westdeutschland","1","","",""
"Mexiko","2003","AkademikerIn","Ostdeutschland","","","",""
"Argentinien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Argentinien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Argentinien","2003","Hauptschule","Westdeutschland","","","",""
"Argentinien","2003","Hauptschule","Ostdeutschland","","","",""
"Argentinien","2003","Realschule","Westdeutschland","","","",""
"Argentinien","2003","Realschule","Ostdeutschland","","","",""
"Argentinien","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Argentinien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Argentinien","2003","AkademikerIn","Westdeutschland","2","","",""
"Argentinien","2003","AkademikerIn","Ostdeutschland","","","",""
"Cap Verden","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Cap Verden","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Cap Verden","2003","Hauptschule","Westdeutschland","","","",""
"Cap Verden","2003","Hauptschule","Ostdeutschland","","","",""
"Cap Verden","2003","Realschule","Westdeutschland","","","",""
"Cap Verden","2003","Realschule","Ostdeutschland","","","",""
"Cap Verden","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Cap Verden","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Cap Verden","2003","AkademikerIn","Westdeutschland","","","",""
"Cap Verden","2003","AkademikerIn","Ostdeutschland","","","",""
"Benin","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Benin","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Benin","2003","Hauptschule","Westdeutschland","","","",""
"Benin","2003","Hauptschule","Ostdeutschland","","","",""
"Benin","2003","Realschule","Westdeutschland","","","",""
"Benin","2003","Realschule","Ostdeutschland","","","",""
"Benin","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Benin","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Benin","2003","AkademikerIn","Westdeutschland","","","",""
"Benin","2003","AkademikerIn","Ostdeutschland","","","",""
"Philippinen","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Philippinen","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Philippinen","2003","Hauptschule","Westdeutschland","4","","",""
"Philippinen","2003","Hauptschule","Ostdeutschland","","","",""
"Philippinen","2003","Realschule","Westdeutschland","1","","",""
"Philippinen","2003","Realschule","Ostdeutschland","","","",""
"Philippinen","2003","(Fach-)Abitur","Westdeutschland","4","","",""
"Philippinen","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Philippinen","2003","AkademikerIn","Westdeutschland","3","","",""
"Philippinen","2003","AkademikerIn","Ostdeutschland","","","",""
"Israel","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Israel","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Israel","2003","Hauptschule","Westdeutschland","","","",""
"Israel","2003","Hauptschule","Ostdeutschland","","","",""
"Israel","2003","Realschule","Westdeutschland","","","",""
"Israel","2003","Realschule","Ostdeutschland","","","",""
"Israel","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Israel","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Israel","2003","AkademikerIn","Westdeutschland","1","","",""
"Israel","2003","AkademikerIn","Ostdeutschland","","","",""
"Japan","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Japan","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Japan","2003","Hauptschule","Westdeutschland","","","",""
"Japan","2003","Hauptschule","Ostdeutschland","","","",""
"Japan","2003","Realschule","Westdeutschland","","","",""
"Japan","2003","Realschule","Ostdeutschland","","","",""
"Japan","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Japan","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Japan","2003","AkademikerIn","Westdeutschland","2","","",""
"Japan","2003","AkademikerIn","Ostdeutschland","","","",""
"Australien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Australien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Australien","2003","Hauptschule","Westdeutschland","1","","",""
"Australien","2003","Hauptschule","Ostdeutschland","","","",""
"Australien","2003","Realschule","Westdeutschland","","","",""
"Australien","2003","Realschule","Ostdeutschland","","","",""
"Australien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Australien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Australien","2003","AkademikerIn","Westdeutschland","","","",""
"Australien","2003","AkademikerIn","Ostdeutschland","","","",""
"Indien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Indien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Indien","2003","Hauptschule","Westdeutschland","","","",""
"Indien","2003","Hauptschule","Ostdeutschland","1","","",""
"Indien","2003","Realschule","Westdeutschland","1","","",""
"Indien","2003","Realschule","Ostdeutschland","","","",""
"Indien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Indien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Indien","2003","AkademikerIn","Westdeutschland","","","",""
"Indien","2003","AkademikerIn","Ostdeutschland","","","",""
"Afghanistan","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Afghanistan","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Afghanistan","2003","Hauptschule","Westdeutschland","","","",""
"Afghanistan","2003","Hauptschule","Ostdeutschland","","","",""
"Afghanistan","2003","Realschule","Westdeutschland","","","",""
"Afghanistan","2003","Realschule","Ostdeutschland","","","",""
"Afghanistan","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Afghanistan","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Afghanistan","2003","AkademikerIn","Westdeutschland","1","","",""
"Afghanistan","2003","AkademikerIn","Ostdeutschland","","","",""
"Thailand","2003","(noch) kein Abschluss","Westdeutschland","1","","",""
"Thailand","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Thailand","2003","Hauptschule","Westdeutschland","2","","",""
"Thailand","2003","Hauptschule","Ostdeutschland","","","",""
"Thailand","2003","Realschule","Westdeutschland","","","",""
"Thailand","2003","Realschule","Ostdeutschland","","","",""
"Thailand","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Thailand","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Thailand","2003","AkademikerIn","Westdeutschland","1","","",""
"Thailand","2003","AkademikerIn","Ostdeutschland","","","",""
"Jamaika","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Jamaika","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Jamaika","2003","Hauptschule","Westdeutschland","","","",""
"Jamaika","2003","Hauptschule","Ostdeutschland","","","",""
"Jamaika","2003","Realschule","Westdeutschland","1","","",""
"Jamaika","2003","Realschule","Ostdeutschland","","","",""
"Jamaika","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Jamaika","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Jamaika","2003","AkademikerIn","Westdeutschland","","","",""
"Jamaika","2003","AkademikerIn","Ostdeutschland","","","",""
"Saudi-Arabien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Saudi-Arabien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Saudi-Arabien","2003","Hauptschule","Westdeutschland","","","",""
"Saudi-Arabien","2003","Hauptschule","Ostdeutschland","","","",""
"Saudi-Arabien","2003","Realschule","Westdeutschland","","","",""
"Saudi-Arabien","2003","Realschule","Ostdeutschland","","","",""
"Saudi-Arabien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Saudi-Arabien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Saudi-Arabien","2003","AkademikerIn","Westdeutschland","","","",""
"Saudi-Arabien","2003","AkademikerIn","Ostdeutschland","","","",""
"Aethiopien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Aethiopien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Aethiopien","2003","Hauptschule","Westdeutschland","","","",""
"Aethiopien","2003","Hauptschule","Ostdeutschland","","","",""
"Aethiopien","2003","Realschule","Westdeutschland","","","",""
"Aethiopien","2003","Realschule","Ostdeutschland","","","",""
"Aethiopien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Aethiopien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Aethiopien","2003","AkademikerIn","Westdeutschland","1","","",""
"Aethiopien","2003","AkademikerIn","Ostdeutschland","","","",""
"Kolumbien","2003","(noch) kein Abschluss","Westdeutschland","1","","",""
"Kolumbien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kolumbien","2003","Hauptschule","Westdeutschland","","","",""
"Kolumbien","2003","Hauptschule","Ostdeutschland","","","",""
"Kolumbien","2003","Realschule","Westdeutschland","","","",""
"Kolumbien","2003","Realschule","Ostdeutschland","","","",""
"Kolumbien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Kolumbien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Kolumbien","2003","AkademikerIn","Westdeutschland","","","",""
"Kolumbien","2003","AkademikerIn","Ostdeutschland","","","",""
"Ghana","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Ghana","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ghana","2003","Hauptschule","Westdeutschland","1","","",""
"Ghana","2003","Hauptschule","Ostdeutschland","","","",""
"Ghana","2003","Realschule","Westdeutschland","","","",""
"Ghana","2003","Realschule","Ostdeutschland","","","",""
"Ghana","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Ghana","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Ghana","2003","AkademikerIn","Westdeutschland","1","","",""
"Ghana","2003","AkademikerIn","Ostdeutschland","","","",""
"Bangla Desh","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Bangla Desh","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bangla Desh","2003","Hauptschule","Westdeutschland","","","",""
"Bangla Desh","2003","Hauptschule","Ostdeutschland","","","",""
"Bangla Desh","2003","Realschule","Westdeutschland","","","",""
"Bangla Desh","2003","Realschule","Ostdeutschland","","","",""
"Bangla Desh","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Bangla Desh","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Bangla Desh","2003","AkademikerIn","Westdeutschland","","","",""
"Bangla Desh","2003","AkademikerIn","Ostdeutschland","","","",""
"Venezuela","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Venezuela","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Venezuela","2003","Hauptschule","Westdeutschland","","","",""
"Venezuela","2003","Hauptschule","Ostdeutschland","","","",""
"Venezuela","2003","Realschule","Westdeutschland","","","",""
"Venezuela","2003","Realschule","Ostdeutschland","","","",""
"Venezuela","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Venezuela","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Venezuela","2003","AkademikerIn","Westdeutschland","1","","",""
"Venezuela","2003","AkademikerIn","Ostdeutschland","","","",""
"Tunesien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Tunesien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Tunesien","2003","Hauptschule","Westdeutschland","1","","",""
"Tunesien","2003","Hauptschule","Ostdeutschland","","","",""
"Tunesien","2003","Realschule","Westdeutschland","1","","",""
"Tunesien","2003","Realschule","Ostdeutschland","","","",""
"Tunesien","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Tunesien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Tunesien","2003","AkademikerIn","Westdeutschland","","","",""
"Tunesien","2003","AkademikerIn","Ostdeutschland","","","",""
"Mauritius","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Mauritius","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mauritius","2003","Hauptschule","Westdeutschland","","","",""
"Mauritius","2003","Hauptschule","Ostdeutschland","","","",""
"Mauritius","2003","Realschule","Westdeutschland","","","",""
"Mauritius","2003","Realschule","Ostdeutschland","","","",""
"Mauritius","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Mauritius","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Mauritius","2003","AkademikerIn","Westdeutschland","1","","",""
"Mauritius","2003","AkademikerIn","Ostdeutschland","","","",""
"Nigeria","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Nigeria","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nigeria","2003","Hauptschule","Westdeutschland","","","",""
"Nigeria","2003","Hauptschule","Ostdeutschland","","","",""
"Nigeria","2003","Realschule","Westdeutschland","","","",""
"Nigeria","2003","Realschule","Ostdeutschland","","","",""
"Nigeria","2003","(Fach-)Abitur","Westdeutschland","2","","",""
"Nigeria","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Nigeria","2003","AkademikerIn","Westdeutschland","","","",""
"Nigeria","2003","AkademikerIn","Ostdeutschland","","","",""
"Kanada","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Kanada","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kanada","2003","Hauptschule","Westdeutschland","2","","",""
"Kanada","2003","Hauptschule","Ostdeutschland","","","",""
"Kanada","2003","Realschule","Westdeutschland","","","",""
"Kanada","2003","Realschule","Ostdeutschland","","","",""
"Kanada","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Kanada","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Kanada","2003","AkademikerIn","Westdeutschland","3","","",""
"Kanada","2003","AkademikerIn","Ostdeutschland","","","",""
"Neuseeland","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Neuseeland","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Neuseeland","2003","Hauptschule","Westdeutschland","","","",""
"Neuseeland","2003","Hauptschule","Ostdeutschland","","","",""
"Neuseeland","2003","Realschule","Westdeutschland","","","",""
"Neuseeland","2003","Realschule","Ostdeutschland","","","",""
"Neuseeland","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Neuseeland","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Neuseeland","2003","AkademikerIn","Westdeutschland","","","",""
"Neuseeland","2003","AkademikerIn","Ostdeutschland","","","",""
"Tansania","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Tansania","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Tansania","2003","Hauptschule","Westdeutschland","","","",""
"Tansania","2003","Hauptschule","Ostdeutschland","","","",""
"Tansania","2003","Realschule","Westdeutschland","","","",""
"Tansania","2003","Realschule","Ostdeutschland","","","",""
"Tansania","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Tansania","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Tansania","2003","AkademikerIn","Westdeutschland","","","",""
"Tansania","2003","AkademikerIn","Ostdeutschland","","","",""
"Zypern","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Zypern","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Zypern","2003","Hauptschule","Westdeutschland","","","",""
"Zypern","2003","Hauptschule","Ostdeutschland","","","",""
"Zypern","2003","Realschule","Westdeutschland","","","",""
"Zypern","2003","Realschule","Ostdeutschland","","","",""
"Zypern","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Zypern","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Zypern","2003","AkademikerIn","Westdeutschland","","","",""
"Zypern","2003","AkademikerIn","Ostdeutschland","","","",""
"Kuba","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Kuba","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kuba","2003","Hauptschule","Westdeutschland","1","","",""
"Kuba","2003","Hauptschule","Ostdeutschland","","","",""
"Kuba","2003","Realschule","Westdeutschland","","","",""
"Kuba","2003","Realschule","Ostdeutschland","","","",""
"Kuba","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Kuba","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Kuba","2003","AkademikerIn","Westdeutschland","1","","",""
"Kuba","2003","AkademikerIn","Ostdeutschland","","","",""
"Irak","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Irak","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Irak","2003","Hauptschule","Westdeutschland","3","","",""
"Irak","2003","Hauptschule","Ostdeutschland","","","",""
"Irak","2003","Realschule","Westdeutschland","","","",""
"Irak","2003","Realschule","Ostdeutschland","","","",""
"Irak","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Irak","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Irak","2003","AkademikerIn","Westdeutschland","1","","",""
"Irak","2003","AkademikerIn","Ostdeutschland","","","",""
"Brasilien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Brasilien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Brasilien","2003","Hauptschule","Westdeutschland","","","",""
