"corigin","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Kosovo","2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Kosovo","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Kosovo","2009","2","Westdeutschland","","","",""
"Kosovo","2009","2","Ostdeutschland","","","",""
"Kosovo","2009","3","Westdeutschland","","","",""
"Kosovo","2009","3","Ostdeutschland","","","",""
"Kosovo","2009","4","Westdeutschland","","","",""
"Kosovo","2009","4","Ostdeutschland","","","",""
"Kosovo","2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Kosovo","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Eastern Europe","2009","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Eastern Europe","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Eastern Europe","2009","2","Westdeutschland","2","","",""
"Eastern Europe","2009","2","Ostdeutschland","4","","",""
"Eastern Europe","2009","3","Westdeutschland","3","","",""
"Eastern Europe","2009","3","Ostdeutschland","3","","",""
"Eastern Europe","2009","4","Westdeutschland","1","","",""
"Eastern Europe","2009","4","Ostdeutschland","2","","",""
"Eastern Europe","2009","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Eastern Europe","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ethnische Minderheiten","2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ethnische Minderheiten","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ethnische Minderheiten","2009","2","Westdeutschland","","","",""
"Ethnische Minderheiten","2009","2","Ostdeutschland","","","",""
"Ethnische Minderheiten","2009","3","Westdeutschland","","","",""
"Ethnische Minderheiten","2009","3","Ostdeutschland","","","",""
"Ethnische Minderheiten","2009","4","Westdeutschland","","","",""
"Ethnische Minderheiten","2009","4","Ostdeutschland","","","",""
"Ethnische Minderheiten","2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ethnische Minderheiten","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Deutschland","2010","1 Einkommensschwächstes Quintil","Westdeutschland","2419","0.698144917025284","0.682737035215569","0.713552798834998"
"Deutschland","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","1356","0.962556566888371","0.952661372102866","0.972451761673875"
"Deutschland","2010","2","Westdeutschland","3286","0.781440329926644","0.768819581238488","0.794061078614799"
"Deutschland","2010","2","Ostdeutschland","1470","0.973269714336931","0.965112694294058","0.981426734379804"
"Deutschland","2010","3","Westdeutschland","2765","0.864126700995838","0.852173985769166","0.876079416222511"
"Deutschland","2010","3","Ostdeutschland","1101","0.985189835152187","0.978121916050679","0.992257754253696"
"Deutschland","2010","4","Westdeutschland","3540","0.895825247920783","0.886184379434156","0.905466116407411"
"Deutschland","2010","4","Ostdeutschland","923","0.990886751657395","0.984789194462002","0.996984308852788"
"Deutschland","2010","5 Einkommensstärkstes Quintil","Westdeutschland","4015","0.924559990565279","0.916632078221886","0.932487902908673"
"Deutschland","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","540","0.995784549675191","0.990340108360636","1.00122899098974"
"Türkei","2010","1 Einkommensschwächstes Quintil","Westdeutschland","210","0.0683810488846883","0.0599095952589627","0.0768525025104139"
"Türkei","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","2","","",""
"Türkei","2010","2","Westdeutschland","137","0.0307257486714612","0.0254555526367429","0.0359959447061796"
"Türkei","2010","2","Ostdeutschland","","","",""
"Türkei","2010","3","Westdeutschland","60","0.0209796026593188","0.0159803475458153","0.0259788577728224"
"Türkei","2010","3","Ostdeutschland","","","",""
"Türkei","2010","4","Westdeutschland","16","","",""
"Türkei","2010","4","Ostdeutschland","","","",""
"Türkei","2010","5 Einkommensstärkstes Quintil","Westdeutschland","6","","",""
"Türkei","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ex-Jugoslawien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","8","","",""
"Ex-Jugoslawien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ex-Jugoslawien","2010","2","Westdeutschland","3","","",""
"Ex-Jugoslawien","2010","2","Ostdeutschland","","","",""
"Ex-Jugoslawien","2010","3","Westdeutschland","","","",""
"Ex-Jugoslawien","2010","3","Ostdeutschland","","","",""
"Ex-Jugoslawien","2010","4","Westdeutschland","3","","",""
"Ex-Jugoslawien","2010","4","Ostdeutschland","","","",""
"Ex-Jugoslawien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Ex-Jugoslawien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Griechenland","2010","1 Einkommensschwächstes Quintil","Westdeutschland","20","","",""
"Griechenland","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Griechenland","2010","2","Westdeutschland","13","","",""
"Griechenland","2010","2","Ostdeutschland","","","",""
"Griechenland","2010","3","Westdeutschland","17","","",""
"Griechenland","2010","3","Ostdeutschland","","","",""
"Griechenland","2010","4","Westdeutschland","14","","",""
"Griechenland","2010","4","Ostdeutschland","","","",""
"Griechenland","2010","5 Einkommensstärkstes Quintil","Westdeutschland","9","","",""
"Griechenland","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Italien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","41","0.016360003274271","0.0121022481088416","0.0206177584397004"
"Italien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","3","","",""
"Italien","2010","2","Westdeutschland","45","0.0204351374788804","0.0161144030238724","0.0247558719338883"
"Italien","2010","2","Ostdeutschland","","","",""
"Italien","2010","3","Westdeutschland","25","","",""
"Italien","2010","3","Ostdeutschland","","","",""
"Italien","2010","4","Westdeutschland","17","","",""
"Italien","2010","4","Ostdeutschland","","","",""
"Italien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","12","","",""
"Italien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Spanien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","8","","",""
"Spanien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Spanien","2010","2","Westdeutschland","7","","",""
"Spanien","2010","2","Ostdeutschland","","","",""
"Spanien","2010","3","Westdeutschland","3","","",""
"Spanien","2010","3","Ostdeutschland","","","",""
"Spanien","2010","4","Westdeutschland","6","","",""
"Spanien","2010","4","Ostdeutschland","","","",""
"Spanien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","7","","",""
"Spanien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"österreich","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"österreich","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"österreich","2010","2","Westdeutschland","15","","",""
"österreich","2010","2","Ostdeutschland","","","",""
"österreich","2010","3","Westdeutschland","5","","",""
"österreich","2010","3","Ostdeutschland","1","","",""
"österreich","2010","4","Westdeutschland","9","","",""
"österreich","2010","4","Ostdeutschland","","","",""
"österreich","2010","5 Einkommensstärkstes Quintil","Westdeutschland","20","","",""
"österreich","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Frankreich","2010","1 Einkommensschwächstes Quintil","Westdeutschland","3","","",""
"Frankreich","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Frankreich","2010","2","Westdeutschland","1","","",""
"Frankreich","2010","2","Ostdeutschland","","","",""
"Frankreich","2010","3","Westdeutschland","4","","",""
"Frankreich","2010","3","Ostdeutschland","","","",""
"Frankreich","2010","4","Westdeutschland","7","","",""
"Frankreich","2010","4","Ostdeutschland","","","",""
"Frankreich","2010","5 Einkommensstärkstes Quintil","Westdeutschland","16","","",""
"Frankreich","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Benelux","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Benelux","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Benelux","2010","2","Westdeutschland","","","",""
"Benelux","2010","2","Ostdeutschland","","","",""
"Benelux","2010","3","Westdeutschland","","","",""
"Benelux","2010","3","Ostdeutschland","","","",""
"Benelux","2010","4","Westdeutschland","","","",""
"Benelux","2010","4","Ostdeutschland","","","",""
"Benelux","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Benelux","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Dänemark","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Dänemark","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Dänemark","2010","2","Westdeutschland","3","","",""
"Dänemark","2010","2","Ostdeutschland","","","",""
"Dänemark","2010","3","Westdeutschland","1","","",""
"Dänemark","2010","3","Ostdeutschland","","","",""
"Dänemark","2010","4","Westdeutschland","1","","",""
"Dänemark","2010","4","Ostdeutschland","","","",""
"Dänemark","2010","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Dänemark","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Grossbritannien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Grossbritannien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Grossbritannien","2010","2","Westdeutschland","3","","",""
"Grossbritannien","2010","2","Ostdeutschland","2","","",""
"Grossbritannien","2010","3","Westdeutschland","3","","",""
"Grossbritannien","2010","3","Ostdeutschland","","","",""
"Grossbritannien","2010","4","Westdeutschland","5","","",""
"Grossbritannien","2010","4","Ostdeutschland","","","",""
"Grossbritannien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","8","","",""
"Grossbritannien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Schweden","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Schweden","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Schweden","2010","2","Westdeutschland","","","",""
"Schweden","2010","2","Ostdeutschland","","","",""
"Schweden","2010","3","Westdeutschland","","","",""
"Schweden","2010","3","Ostdeutschland","","","",""
"Schweden","2010","4","Westdeutschland","","","",""
"Schweden","2010","4","Ostdeutschland","","","",""
"Schweden","2010","5 Einkommensstärkstes Quintil","Westdeutschland","4","","",""
"Schweden","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Norwegen","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Norwegen","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Norwegen","2010","2","Westdeutschland","","","",""
"Norwegen","2010","2","Ostdeutschland","","","",""
"Norwegen","2010","3","Westdeutschland","","","",""
"Norwegen","2010","3","Ostdeutschland","","","",""
"Norwegen","2010","4","Westdeutschland","2","","",""
"Norwegen","2010","4","Ostdeutschland","","","",""
"Norwegen","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Norwegen","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Finnland","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Finnland","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Finnland","2010","2","Westdeutschland","","","",""
"Finnland","2010","2","Ostdeutschland","","","",""
"Finnland","2010","3","Westdeutschland","","","",""
"Finnland","2010","3","Ostdeutschland","","","",""
"Finnland","2010","4","Westdeutschland","1","","",""
"Finnland","2010","4","Ostdeutschland","","","",""
"Finnland","2010","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Finnland","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"USA","2010","1 Einkommensschwächstes Quintil","Westdeutschland","3","","",""
"USA","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"USA","2010","2","Westdeutschland","7","","",""
"USA","2010","2","Ostdeutschland","","","",""
"USA","2010","3","Westdeutschland","5","","",""
"USA","2010","3","Ostdeutschland","1","","",""
"USA","2010","4","Westdeutschland","9","","",""
"USA","2010","4","Ostdeutschland","","","",""
"USA","2010","5 Einkommensstärkstes Quintil","Westdeutschland","7","","",""
"USA","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","1","","",""
"Schweiz","2010","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Schweiz","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Schweiz","2010","2","Westdeutschland","2","","",""
"Schweiz","2010","2","Ostdeutschland","","","",""
"Schweiz","2010","3","Westdeutschland","8","","",""
"Schweiz","2010","3","Ostdeutschland","","","",""
"Schweiz","2010","4","Westdeutschland","1","","",""
"Schweiz","2010","4","Ostdeutschland","","","",""
"Schweiz","2010","5 Einkommensstärkstes Quintil","Westdeutschland","9","","",""
"Schweiz","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Chile","2010","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Chile","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Chile","2010","2","Westdeutschland","","","",""
"Chile","2010","2","Ostdeutschland","","","",""
"Chile","2010","3","Westdeutschland","2","","",""
"Chile","2010","3","Ostdeutschland","","","",""
"Chile","2010","4","Westdeutschland","","","",""
"Chile","2010","4","Ostdeutschland","","","",""
"Chile","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Chile","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Rumaenien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","29","","",""
"Rumaenien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"Rumaenien","2010","2","Westdeutschland","24","","",""
"Rumaenien","2010","2","Ostdeutschland","1","","",""
"Rumaenien","2010","3","Westdeutschland","12","","",""
"Rumaenien","2010","3","Ostdeutschland","","","",""
"Rumaenien","2010","4","Westdeutschland","30","0.00738015440731335","0.00467901205391958","0.0100812967607071"
"Rumaenien","2010","4","Ostdeutschland","2","","",""
"Rumaenien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","20","","",""
"Rumaenien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Polen","2010","1 Einkommensschwächstes Quintil","Westdeutschland","62","0.013595295153296","0.0097084898259153","0.0174821004806767"
"Polen","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","10","","",""
"Polen","2010","2","Westdeutschland","87","0.0196947988056053","0.0154514510719135","0.0239381465392972"
"Polen","2010","2","Ostdeutschland","9","","",""
"Polen","2010","3","Westdeutschland","38","0.0127262771101644","0.00881624542347645","0.0166363087968523"
"Polen","2010","3","Ostdeutschland","9","","",""
"Polen","2010","4","Westdeutschland","52","0.0170676320311376","0.0129800006419671","0.021155263420308"
"Polen","2010","4","Ostdeutschland","2","","",""
"Polen","2010","5 Einkommensstärkstes Quintil","Westdeutschland","21","","",""
"Polen","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Korea","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Korea","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Korea","2010","2","Westdeutschland","","","",""
"Korea","2010","2","Ostdeutschland","","","",""
"Korea","2010","3","Westdeutschland","","","",""
"Korea","2010","3","Ostdeutschland","","","",""
"Korea","2010","4","Westdeutschland","1","","",""
"Korea","2010","4","Ostdeutschland","","","",""
"Korea","2010","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Korea","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Iran","2010","1 Einkommensschwächstes Quintil","Westdeutschland","19","","",""
"Iran","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Iran","2010","2","Westdeutschland","7","","",""
"Iran","2010","2","Ostdeutschland","2","","",""
"Iran","2010","3","Westdeutschland","2","","",""
"Iran","2010","3","Ostdeutschland","","","",""
"Iran","2010","4","Westdeutschland","1","","",""
"Iran","2010","4","Ostdeutschland","","","",""
"Iran","2010","5 Einkommensstärkstes Quintil","Westdeutschland","3","","",""
"Iran","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Indonesien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Indonesien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Indonesien","2010","2","Westdeutschland","","","",""
"Indonesien","2010","2","Ostdeutschland","","","",""
"Indonesien","2010","3","Westdeutschland","","","",""
"Indonesien","2010","3","Ostdeutschland","","","",""
"Indonesien","2010","4","Westdeutschland","2","","",""
"Indonesien","2010","4","Ostdeutschland","","","",""
"Indonesien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Indonesien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ungarn","2010","1 Einkommensschwächstes Quintil","Westdeutschland","6","","",""
"Ungarn","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"Ungarn","2010","2","Westdeutschland","7","","",""
"Ungarn","2010","2","Ostdeutschland","1","","",""
"Ungarn","2010","3","Westdeutschland","10","","",""
"Ungarn","2010","3","Ostdeutschland","1","","",""
"Ungarn","2010","4","Westdeutschland","5","","",""
"Ungarn","2010","4","Ostdeutschland","1","","",""
"Ungarn","2010","5 Einkommensstärkstes Quintil","Westdeutschland","3","","",""
"Ungarn","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","1","","",""
"Bolivien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Bolivien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Bolivien","2010","2","Westdeutschland","","","",""
"Bolivien","2010","2","Ostdeutschland","","","",""
"Bolivien","2010","3","Westdeutschland","","","",""
"Bolivien","2010","3","Ostdeutschland","","","",""
"Bolivien","2010","4","Westdeutschland","","","",""
"Bolivien","2010","4","Ostdeutschland","","","",""
"Bolivien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","3","","",""
"Bolivien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Portugal","2010","1 Einkommensschwächstes Quintil","Westdeutschland","3","","",""
"Portugal","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Portugal","2010","2","Westdeutschland","3","","",""
"Portugal","2010","2","Ostdeutschland","","","",""
"Portugal","2010","3","Westdeutschland","2","","",""
"Portugal","2010","3","Ostdeutschland","","","",""
"Portugal","2010","4","Westdeutschland","5","","",""
"Portugal","2010","4","Ostdeutschland","","","",""
"Portugal","2010","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Portugal","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Bulgarien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Bulgarien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"Bulgarien","2010","2","Westdeutschland","1","","",""
"Bulgarien","2010","2","Ostdeutschland","","","",""
"Bulgarien","2010","3","Westdeutschland","3","","",""
"Bulgarien","2010","3","Ostdeutschland","","","",""
"Bulgarien","2010","4","Westdeutschland","1","","",""
"Bulgarien","2010","4","Ostdeutschland","","","",""
"Bulgarien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Bulgarien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Syrien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","12","","",""
"Syrien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Syrien","2010","2","Westdeutschland","5","","",""
"Syrien","2010","2","Ostdeutschland","","","",""
"Syrien","2010","3","Westdeutschland","2","","",""
"Syrien","2010","3","Ostdeutschland","","","",""
"Syrien","2010","4","Westdeutschland","","","",""
"Syrien","2010","4","Ostdeutschland","","","",""
"Syrien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Syrien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Tschechien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","6","","",""
"Tschechien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","2","","",""
"Tschechien","2010","2","Westdeutschland","14","","",""
"Tschechien","2010","2","Ostdeutschland","2","","",""
"Tschechien","2010","3","Westdeutschland","9","","",""
"Tschechien","2010","3","Ostdeutschland","4","","",""
"Tschechien","2010","4","Westdeutschland","10","","",""
"Tschechien","2010","4","Ostdeutschland","2","","",""
"Tschechien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","8","","",""
"Tschechien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Russland","2010","1 Einkommensschwächstes Quintil","Westdeutschland","113","0.0324060854394224","0.0264627430250878","0.038349427853757"
"Russland","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","10","","",""
"Russland","2010","2","Westdeutschland","109","0.0196020340885037","0.0153684911800346","0.0238355769969729"
"Russland","2010","2","Ostdeutschland","5","","",""
"Russland","2010","3","Westdeutschland","32","0.00659422857947007","0.00377093436545753","0.0094175227934826"
"Russland","2010","3","Ostdeutschland","3","","",""
"Russland","2010","4","Westdeutschland","20","","",""
"Russland","2010","4","Ostdeutschland","2","","",""
"Russland","2010","5 Einkommensstärkstes Quintil","Westdeutschland","14","","",""
"Russland","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Mexiko","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Mexiko","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Mexiko","2010","2","Westdeutschland","1","","",""
"Mexiko","2010","2","Ostdeutschland","","","",""
"Mexiko","2010","3","Westdeutschland","","","",""
"Mexiko","2010","3","Ostdeutschland","","","",""
"Mexiko","2010","4","Westdeutschland","1","","",""
"Mexiko","2010","4","Ostdeutschland","","","",""
"Mexiko","2010","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Mexiko","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Argentinien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Argentinien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Argentinien","2010","2","Westdeutschland","1","","",""
"Argentinien","2010","2","Ostdeutschland","","","",""
"Argentinien","2010","3","Westdeutschland","1","","",""
"Argentinien","2010","3","Ostdeutschland","","","",""
"Argentinien","2010","4","Westdeutschland","1","","",""
"Argentinien","2010","4","Ostdeutschland","","","",""
"Argentinien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Argentinien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Benin","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Benin","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Benin","2010","2","Westdeutschland","","","",""
"Benin","2010","2","Ostdeutschland","","","",""
"Benin","2010","3","Westdeutschland","","","",""
"Benin","2010","3","Ostdeutschland","","","",""
"Benin","2010","4","Westdeutschland","","","",""
"Benin","2010","4","Ostdeutschland","","","",""
"Benin","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Benin","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Philippinen","2010","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Philippinen","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"Philippinen","2010","2","Westdeutschland","5","","",""
"Philippinen","2010","2","Ostdeutschland","","","",""
"Philippinen","2010","3","Westdeutschland","2","","",""
"Philippinen","2010","3","Ostdeutschland","","","",""
"Philippinen","2010","4","Westdeutschland","3","","",""
"Philippinen","2010","4","Ostdeutschland","","","",""
"Philippinen","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Philippinen","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Israel","2010","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Israel","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Israel","2010","2","Westdeutschland","","","",""
"Israel","2010","2","Ostdeutschland","","","",""
"Israel","2010","3","Westdeutschland","2","","",""
"Israel","2010","3","Ostdeutschland","","","",""
"Israel","2010","4","Westdeutschland","","","",""
"Israel","2010","4","Ostdeutschland","","","",""
"Israel","2010","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Israel","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Japan","2010","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Japan","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Japan","2010","2","Westdeutschland","1","","",""
"Japan","2010","2","Ostdeutschland","","","",""
"Japan","2010","3","Westdeutschland","","","",""
"Japan","2010","3","Ostdeutschland","","","",""
"Japan","2010","4","Westdeutschland","1","","",""
"Japan","2010","4","Ostdeutschland","","","",""
"Japan","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Japan","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Australien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Australien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Australien","2010","2","Westdeutschland","","","",""
"Australien","2010","2","Ostdeutschland","","","",""
"Australien","2010","3","Westdeutschland","1","","",""
"Australien","2010","3","Ostdeutschland","","","",""
"Australien","2010","4","Westdeutschland","","","",""
"Australien","2010","4","Ostdeutschland","","","",""
"Australien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Australien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Indien","2010","1 Einkommensschwächstes Quintil","Westdeutschland","6","","",""
"Indien","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Indien","2010","2","Westdeutschland","2","","",""
"Indien","2010","2","Ostdeutschland","1","","",""
"Indien","2010","3","Westdeutschland","","","",""
"Indien","2010","3","Ostdeutschland","","","",""
"Indien","2010","4","Westdeutschland","","","",""
"Indien","2010","4","Ostdeutschland","","","",""
"Indien","2010","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Indien","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Afghanistan","2010","1 Einkommensschwächstes Quintil","Westdeutschland","14","","",""
"Afghanistan","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Afghanistan","2010","2","Westdeutschland","","","",""
"Afghanistan","2010","2","Ostdeutschland","","","",""
"Afghanistan","2010","3","Westdeutschland","3","","",""
"Afghanistan","2010","3","Ostdeutschland","","","",""
"Afghanistan","2010","4","Westdeutschland","","","",""
"Afghanistan","2010","4","Ostdeutschland","","","",""
"Afghanistan","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Afghanistan","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Thailand","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Thailand","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Thailand","2010","2","Westdeutschland","3","","",""
"Thailand","2010","2","Ostdeutschland","1","","",""
"Thailand","2010","3","Westdeutschland","5","","",""
"Thailand","2010","3","Ostdeutschland","","","",""
"Thailand","2010","4","Westdeutschland","3","","",""
"Thailand","2010","4","Ostdeutschland","","","",""
"Thailand","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Thailand","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Jamaika","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Jamaika","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"Jamaika","2010","2","Westdeutschland","","","",""
"Jamaika","2010","2","Ostdeutschland","","","",""
"Jamaika","2010","3","Westdeutschland","","","",""
