"corigin","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Argentinien","2009","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Argentinien","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Benin","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Benin","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Benin","2009","2","männlich","","","",""
"Benin","2009","2","weiblich","","","",""
"Benin","2009","3","männlich","","","",""
"Benin","2009","3","weiblich","","","",""
"Benin","2009","4","männlich","","","",""
"Benin","2009","4","weiblich","","","",""
"Benin","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Benin","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Philippinen","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Philippinen","2009","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Philippinen","2009","2","männlich","1","","",""
"Philippinen","2009","2","weiblich","3","","",""
"Philippinen","2009","3","männlich","","","",""
"Philippinen","2009","3","weiblich","4","","",""
"Philippinen","2009","4","männlich","","","",""
"Philippinen","2009","4","weiblich","1","","",""
"Philippinen","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Philippinen","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Israel","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Israel","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Israel","2009","2","männlich","","","",""
"Israel","2009","2","weiblich","","","",""
"Israel","2009","3","männlich","2","","",""
"Israel","2009","3","weiblich","","","",""
"Israel","2009","4","männlich","1","","",""
"Israel","2009","4","weiblich","","","",""
"Israel","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Israel","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Japan","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Japan","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Japan","2009","2","männlich","","","",""
"Japan","2009","2","weiblich","","","",""
"Japan","2009","3","männlich","","","",""
"Japan","2009","3","weiblich","","","",""
"Japan","2009","4","männlich","","","",""
"Japan","2009","4","weiblich","","","",""
"Japan","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Japan","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Australien","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Australien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Australien","2009","2","männlich","","","",""
"Australien","2009","2","weiblich","1","","",""
"Australien","2009","3","männlich","","","",""
"Australien","2009","3","weiblich","","","",""
"Australien","2009","4","männlich","","","",""
"Australien","2009","4","weiblich","","","",""
"Australien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Australien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Indien","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Indien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Indien","2009","2","männlich","1","","",""
"Indien","2009","2","weiblich","","","",""
"Indien","2009","3","männlich","","","",""
"Indien","2009","3","weiblich","","","",""
"Indien","2009","4","männlich","","","",""
"Indien","2009","4","weiblich","","","",""
"Indien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Indien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Afghanistan","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Afghanistan","2009","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Afghanistan","2009","2","männlich","","","",""
"Afghanistan","2009","2","weiblich","","","",""
"Afghanistan","2009","3","männlich","","","",""
"Afghanistan","2009","3","weiblich","","","",""
"Afghanistan","2009","4","männlich","","","",""
"Afghanistan","2009","4","weiblich","","","",""
"Afghanistan","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Afghanistan","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Thailand","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Thailand","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Thailand","2009","2","männlich","","","",""
"Thailand","2009","2","weiblich","","","",""
"Thailand","2009","3","männlich","","","",""
"Thailand","2009","3","weiblich","3","","",""
"Thailand","2009","4","männlich","","","",""
"Thailand","2009","4","weiblich","","","",""
"Thailand","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Thailand","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Jamaika","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Jamaika","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Jamaika","2009","2","männlich","","","",""
"Jamaika","2009","2","weiblich","","","",""
"Jamaika","2009","3","männlich","","","",""
"Jamaika","2009","3","weiblich","","","",""
"Jamaika","2009","4","männlich","1","","",""
"Jamaika","2009","4","weiblich","","","",""
"Jamaika","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Jamaika","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Saudi-Arabien","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Saudi-Arabien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Saudi-Arabien","2009","2","männlich","","","",""
"Saudi-Arabien","2009","2","weiblich","","","",""
"Saudi-Arabien","2009","3","männlich","","","",""
"Saudi-Arabien","2009","3","weiblich","","","",""
"Saudi-Arabien","2009","4","männlich","","","",""
"Saudi-Arabien","2009","4","weiblich","","","",""
"Saudi-Arabien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Saudi-Arabien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Aethiopien","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Aethiopien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Aethiopien","2009","2","männlich","","","",""
"Aethiopien","2009","2","weiblich","","","",""
"Aethiopien","2009","3","männlich","","","",""
"Aethiopien","2009","3","weiblich","","","",""
"Aethiopien","2009","4","männlich","","","",""
"Aethiopien","2009","4","weiblich","","","",""
"Aethiopien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Aethiopien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kolumbien","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kolumbien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kolumbien","2009","2","männlich","","","",""
"Kolumbien","2009","2","weiblich","1","","",""
"Kolumbien","2009","3","männlich","","","",""
"Kolumbien","2009","3","weiblich","","","",""
"Kolumbien","2009","4","männlich","1","","",""
"Kolumbien","2009","4","weiblich","","","",""
"Kolumbien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kolumbien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ghana","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ghana","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ghana","2009","2","männlich","1","","",""
"Ghana","2009","2","weiblich","","","",""
"Ghana","2009","3","männlich","","","",""
"Ghana","2009","3","weiblich","","","",""
"Ghana","2009","4","männlich","","","",""
"Ghana","2009","4","weiblich","","","",""
"Ghana","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ghana","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Bangla Desh","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Bangla Desh","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Bangla Desh","2009","2","männlich","","","",""
"Bangla Desh","2009","2","weiblich","","","",""
"Bangla Desh","2009","3","männlich","1","","",""
"Bangla Desh","2009","3","weiblich","","","",""
"Bangla Desh","2009","4","männlich","","","",""
"Bangla Desh","2009","4","weiblich","","","",""
"Bangla Desh","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Bangla Desh","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Venezuela","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Venezuela","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Venezuela","2009","2","männlich","","","",""
"Venezuela","2009","2","weiblich","","","",""
"Venezuela","2009","3","männlich","","","",""
"Venezuela","2009","3","weiblich","","","",""
"Venezuela","2009","4","männlich","1","","",""
"Venezuela","2009","4","weiblich","","","",""
"Venezuela","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Venezuela","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tunesien","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Tunesien","2009","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Tunesien","2009","2","männlich","","","",""
"Tunesien","2009","2","weiblich","1","","",""
"Tunesien","2009","3","männlich","","","",""
"Tunesien","2009","3","weiblich","","","",""
"Tunesien","2009","4","männlich","","","",""
"Tunesien","2009","4","weiblich","","","",""
"Tunesien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tunesien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Mauritius","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mauritius","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Mauritius","2009","2","männlich","","","",""
"Mauritius","2009","2","weiblich","","","",""
"Mauritius","2009","3","männlich","","","",""
"Mauritius","2009","3","weiblich","","","",""
"Mauritius","2009","4","männlich","1","","",""
"Mauritius","2009","4","weiblich","","","",""
"Mauritius","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mauritius","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nigeria","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nigeria","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nigeria","2009","2","männlich","","","",""
"Nigeria","2009","2","weiblich","","","",""
"Nigeria","2009","3","männlich","","","",""
"Nigeria","2009","3","weiblich","","","",""
"Nigeria","2009","4","männlich","","","",""
"Nigeria","2009","4","weiblich","","","",""
"Nigeria","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nigeria","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kanada","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kanada","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kanada","2009","2","männlich","","","",""
"Kanada","2009","2","weiblich","","","",""
"Kanada","2009","3","männlich","1","","",""
"Kanada","2009","3","weiblich","","","",""
"Kanada","2009","4","männlich","","","",""
"Kanada","2009","4","weiblich","1","","",""
"Kanada","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kanada","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Neuseeland","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Neuseeland","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Neuseeland","2009","2","männlich","","","",""
"Neuseeland","2009","2","weiblich","","","",""
"Neuseeland","2009","3","männlich","","","",""
"Neuseeland","2009","3","weiblich","","","",""
"Neuseeland","2009","4","männlich","","","",""
"Neuseeland","2009","4","weiblich","","","",""
"Neuseeland","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Neuseeland","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tansania","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Tansania","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Tansania","2009","2","männlich","","","",""
"Tansania","2009","2","weiblich","","","",""
"Tansania","2009","3","männlich","","","",""
"Tansania","2009","3","weiblich","","","",""
"Tansania","2009","4","männlich","","","",""
"Tansania","2009","4","weiblich","","","",""
"Tansania","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tansania","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Zypern","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Zypern","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Zypern","2009","2","männlich","","","",""
"Zypern","2009","2","weiblich","","","",""
"Zypern","2009","3","männlich","","","",""
"Zypern","2009","3","weiblich","","","",""
"Zypern","2009","4","männlich","","","",""
"Zypern","2009","4","weiblich","","","",""
"Zypern","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Zypern","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kuba","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kuba","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kuba","2009","2","männlich","","","",""
"Kuba","2009","2","weiblich","1","","",""
"Kuba","2009","3","männlich","","","",""
"Kuba","2009","3","weiblich","","","",""
"Kuba","2009","4","männlich","","","",""
"Kuba","2009","4","weiblich","","","",""
"Kuba","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kuba","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Irak","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Irak","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Irak","2009","2","männlich","","","",""
"Irak","2009","2","weiblich","","","",""
"Irak","2009","3","männlich","","","",""
"Irak","2009","3","weiblich","","","",""
"Irak","2009","4","männlich","","","",""
"Irak","2009","4","weiblich","","","",""
"Irak","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Irak","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Brasilien","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Brasilien","2009","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Brasilien","2009","2","männlich","","","",""
"Brasilien","2009","2","weiblich","","","",""
"Brasilien","2009","3","männlich","","","",""
"Brasilien","2009","3","weiblich","1","","",""
"Brasilien","2009","4","männlich","","","",""
"Brasilien","2009","4","weiblich","1","","",""
"Brasilien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Brasilien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Hongkong","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Hongkong","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Hongkong","2009","2","männlich","","","",""
"Hongkong","2009","2","weiblich","","","",""
"Hongkong","2009","3","männlich","","","",""
"Hongkong","2009","3","weiblich","","","",""
"Hongkong","2009","4","männlich","","","",""
"Hongkong","2009","4","weiblich","","","",""
"Hongkong","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Hongkong","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Peru","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Peru","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Peru","2009","2","männlich","","","",""
"Peru","2009","2","weiblich","","","",""
"Peru","2009","3","männlich","","","",""
"Peru","2009","3","weiblich","","","",""
"Peru","2009","4","männlich","","","",""
"Peru","2009","4","weiblich","","","",""
"Peru","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Peru","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Sri Lanka","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Sri Lanka","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Sri Lanka","2009","2","männlich","","","",""
"Sri Lanka","2009","2","weiblich","","","",""
"Sri Lanka","2009","3","männlich","","","",""
"Sri Lanka","2009","3","weiblich","","","",""
"Sri Lanka","2009","4","männlich","","","",""
"Sri Lanka","2009","4","weiblich","","","",""
"Sri Lanka","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Sri Lanka","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nepal","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nepal","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nepal","2009","2","männlich","","","",""
"Nepal","2009","2","weiblich","","","",""
"Nepal","2009","3","männlich","","","",""
"Nepal","2009","3","weiblich","","","",""
"Nepal","2009","4","männlich","","","",""
"Nepal","2009","4","weiblich","","","",""
"Nepal","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nepal","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Marokko","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Marokko","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Marokko","2009","2","männlich","","","",""
"Marokko","2009","2","weiblich","","","",""
"Marokko","2009","3","männlich","","","",""
"Marokko","2009","3","weiblich","","","",""
"Marokko","2009","4","männlich","","","",""
"Marokko","2009","4","weiblich","","","",""
"Marokko","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Marokko","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"China","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"China","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"China","2009","2","männlich","","","",""
"China","2009","2","weiblich","","","",""
"China","2009","3","männlich","","","",""
"China","2009","3","weiblich","1","","",""
"China","2009","4","männlich","","","",""
"China","2009","4","weiblich","","","",""
"China","2009","5 Einkommensstärkstes Quintil","männlich","1","","",""
"China","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Irland","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Irland","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Irland","2009","2","männlich","","","",""
"Irland","2009","2","weiblich","1","","",""
"Irland","2009","3","männlich","1","","",""
"Irland","2009","3","weiblich","","","",""
"Irland","2009","4","männlich","","","",""
"Irland","2009","4","weiblich","","","",""
"Irland","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Irland","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Moldawien","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Moldawien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Moldawien","2009","2","männlich","","","",""
"Moldawien","2009","2","weiblich","","","",""
"Moldawien","2009","3","männlich","","","",""
"Moldawien","2009","3","weiblich","","","",""
"Moldawien","2009","4","männlich","","","",""
"Moldawien","2009","4","weiblich","","","",""
"Moldawien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Moldawien","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Kasachstan","2009","1 Einkommensschwächstes Quintil","männlich","17","","",""
"Kasachstan","2009","1 Einkommensschwächstes Quintil","weiblich","16","","",""
"Kasachstan","2009","2","männlich","16","","",""
"Kasachstan","2009","2","weiblich","26","","",""
"Kasachstan","2009","3","männlich","12","","",""
"Kasachstan","2009","3","weiblich","11","","",""
"Kasachstan","2009","4","männlich","10","","",""
"Kasachstan","2009","4","weiblich","11","","",""
"Kasachstan","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kasachstan","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Albanien","2009","1 Einkommensschwächstes Quintil","männlich","3","","",""
"Albanien","2009","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Albanien","2009","2","männlich","","","",""
"Albanien","2009","2","weiblich","","","",""
"Albanien","2009","3","männlich","","","",""
"Albanien","2009","3","weiblich","","","",""
"Albanien","2009","4","männlich","","","",""
"Albanien","2009","4","weiblich","","","",""
"Albanien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Albanien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Libanon","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Libanon","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Libanon","2009","2","männlich","","","",""
"Libanon","2009","2","weiblich","","","",""
"Libanon","2009","3","männlich","","","",""
"Libanon","2009","3","weiblich","","","",""
"Libanon","2009","4","männlich","","","",""
"Libanon","2009","4","weiblich","1","","",""
"Libanon","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Libanon","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kirgistan","2009","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Kirgistan","2009","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Kirgistan","2009","2","männlich","1","","",""
"Kirgistan","2009","2","weiblich","2","","",""
"Kirgistan","2009","3","männlich","2","","",""
"Kirgistan","2009","3","weiblich","","","",""
"Kirgistan","2009","4","männlich","","","",""
"Kirgistan","2009","4","weiblich","1","","",""
"Kirgistan","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kirgistan","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ukraine","2009","1 Einkommensschwächstes Quintil","männlich","8","","",""
"Ukraine","2009","1 Einkommensschwächstes Quintil","weiblich","8","","",""
"Ukraine","2009","2","männlich","4","","",""
"Ukraine","2009","2","weiblich","9","","",""
"Ukraine","2009","3","männlich","","","",""
"Ukraine","2009","3","weiblich","","","",""
"Ukraine","2009","4","männlich","","","",""
"Ukraine","2009","4","weiblich","2","","",""
"Ukraine","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ukraine","2009","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Algerien","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Algerien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Algerien","2009","2","männlich","","","",""
"Algerien","2009","2","weiblich","","","",""
"Algerien","2009","3","männlich","","","",""
"Algerien","2009","3","weiblich","","","",""
"Algerien","2009","4","männlich","","","",""
"Algerien","2009","4","weiblich","","","",""
"Algerien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Algerien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Mocambique","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mocambique","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Mocambique","2009","2","männlich","","","",""
"Mocambique","2009","2","weiblich","","","",""
"Mocambique","2009","3","männlich","","","",""
"Mocambique","2009","3","weiblich","","","",""
"Mocambique","2009","4","männlich","","","",""
"Mocambique","2009","4","weiblich","","","",""
"Mocambique","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mocambique","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Aegypten","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Aegypten","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Aegypten","2009","2","männlich","1","","",""
"Aegypten","2009","2","weiblich","","","",""
"Aegypten","2009","3","männlich","","","",""
"Aegypten","2009","3","weiblich","","","",""
"Aegypten","2009","4","männlich","1","","",""
"Aegypten","2009","4","weiblich","","","",""
"Aegypten","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Aegypten","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tadschikistan","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Tadschikistan","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Tadschikistan","2009","2","männlich","5","","",""
"Tadschikistan","2009","2","weiblich","1","","",""
"Tadschikistan","2009","3","männlich","","","",""
"Tadschikistan","2009","3","weiblich","1","","",""
"Tadschikistan","2009","4","männlich","","","",""
"Tadschikistan","2009","4","weiblich","2","","",""
"Tadschikistan","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tadschikistan","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Vietnam","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Vietnam","2009","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Vietnam","2009","2","männlich","1","","",""
"Vietnam","2009","2","weiblich","","","",""
"Vietnam","2009","3","männlich","","","",""
"Vietnam","2009","3","weiblich","","","",""
"Vietnam","2009","4","männlich","","","",""
"Vietnam","2009","4","weiblich","1","","",""
"Vietnam","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Vietnam","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Somalia","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Somalia","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Somalia","2009","2","männlich","","","",""
"Somalia","2009","2","weiblich","","","",""
"Somalia","2009","3","männlich","","","",""
"Somalia","2009","3","weiblich","","","",""
"Somalia","2009","4","männlich","","","",""
"Somalia","2009","4","weiblich","","","",""
"Somalia","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Somalia","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Pakistan","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Pakistan","2009","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Pakistan","2009","2","männlich","","","",""
"Pakistan","2009","2","weiblich","","","",""
"Pakistan","2009","3","männlich","","","",""
"Pakistan","2009","3","weiblich","","","",""
"Pakistan","2009","4","männlich","","","",""
"Pakistan","2009","4","weiblich","","","",""
"Pakistan","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Pakistan","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Südafrika","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Südafrika","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Südafrika","2009","2","männlich","","","",""
"Südafrika","2009","2","weiblich","1","","",""
"Südafrika","2009","3","männlich","","","",""
"Südafrika","2009","3","weiblich","","","",""
"Südafrika","2009","4","männlich","","","",""
"Südafrika","2009","4","weiblich","","","",""
"Südafrika","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Südafrika","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Vereinigte Arabische Emirate","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Vereinigte Arabische Emirate","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Vereinigte Arabische Emirate","2009","2","männlich","","","",""
"Vereinigte Arabische Emirate","2009","2","weiblich","","","",""
"Vereinigte Arabische Emirate","2009","3","männlich","","","",""
"Vereinigte Arabische Emirate","2009","3","weiblich","","","",""
"Vereinigte Arabische Emirate","2009","4","männlich","","","",""
"Vereinigte Arabische Emirate","2009","4","weiblich","","","",""
"Vereinigte Arabische Emirate","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Vereinigte Arabische Emirate","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"El Salvador","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"El Salvador","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"El Salvador","2009","2","männlich","","","",""
"El Salvador","2009","2","weiblich","","","",""
"El Salvador","2009","3","männlich","","","",""
"El Salvador","2009","3","weiblich","","","",""
"El Salvador","2009","4","männlich","","","",""
"El Salvador","2009","4","weiblich","","","",""
"El Salvador","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"El Salvador","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Eritrea","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Eritrea","2009","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Eritrea","2009","2","männlich","","","",""
"Eritrea","2009","2","weiblich","","","",""
"Eritrea","2009","3","männlich","","","",""
"Eritrea","2009","3","weiblich","","","",""
"Eritrea","2009","4","männlich","","","",""
"Eritrea","2009","4","weiblich","","","",""
"Eritrea","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Eritrea","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Jordanien","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Jordanien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Jordanien","2009","2","männlich","","","",""
"Jordanien","2009","2","weiblich","","","",""
"Jordanien","2009","3","männlich","","","",""
"Jordanien","2009","3","weiblich","","","",""
"Jordanien","2009","4","männlich","","","",""
"Jordanien","2009","4","weiblich","","","",""
"Jordanien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Jordanien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Costa Rica","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Costa Rica","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Costa Rica","2009","2","männlich","","","",""
"Costa Rica","2009","2","weiblich","","","",""
