,Unnamed: 0,year,age_gr,quintil_oecd,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
576,576,2010,30-45 y.,2nd Quintile,"Yes, definitely",0.77045,86,6291,0.52685,1.0252
577,577,2010,30-45 y.,3rd Quintile,"Yes, definitely",1.0,57,6291,0.65645,1.48637
578,578,2010,30-45 y.,4th Quintile,"Yes, definitely",1.0,57,6291,0.7744,1.31823
579,579,2010,30-45 y.,5th Quintile,"Yes, definitely",1.0,44,6291,0.70352,1.37863
580,580,2010,46-65 y.,1st Quintile,"No, definitely not",0.54999,230,6291,0.49371,0.60341
581,581,2010,46-65 y.,1st Quintile,Probably not,0.07013,35,6291,0.05396,0.0931
582,582,2010,46-65 y.,1st Quintile,Probably,0.11206,36,6291,0.08134,0.14029
583,583,2010,46-65 y.,1st Quintile,"Yes, definitely",0.26781,115,6291,0.22243,0.32234
584,584,2010,46-65 y.,2nd Quintile,"No, definitely not",1.0,211,6291,0.89474,1.11432
585,585,2010,46-65 y.,3rd Quintile,"No, definitely not",0.85306,198,6291,0.74079,0.98396
586,586,2010,46-65 y.,3rd Quintile,"Yes, definitely",0.14694,32,6291,0.10365,0.20111
587,587,2010,46-65 y.,4th Quintile,"No, definitely not",1.0,212,6291,0.873,1.12752
588,588,2010,46-65 y.,5th Quintile,"No, definitely not",1.0,255,6291,0.87538,1.1258
589,589,2010,66 and older,1st Quintile,"No, definitely not",1.0,675,6291,0.94727,1.04846
590,590,2010,66 and older,2nd Quintile,"No, definitely not",1.0,909,6291,0.96044,1.04107
591,591,2010,66 and older,3rd Quintile,"No, definitely not",1.0,774,6291,0.94316,1.05073
592,592,2010,66 and older,4th Quintile,"No, definitely not",1.0,630,6291,0.93931,1.05175
593,593,2010,66 and older,5th Quintile,"No, definitely not",1.0,673,6291,0.93514,1.07664
594,594,2011,17-29 y.,1st Quintile,"No, definitely not",0.07301,32,7739,0.03824,0.11566
595,595,2011,17-29 y.,1st Quintile,Probably,0.15102,87,7739,0.10243,0.20528
596,596,2011,17-29 y.,1st Quintile,"Yes, definitely",0.77597,453,7739,0.67515,0.87148
597,597,2011,17-29 y.,2nd Quintile,Probably,0.08275,33,7739,0.05769,0.1088
598,598,2011,17-29 y.,2nd Quintile,"Yes, definitely",0.91725,220,7739,0.77249,1.07693
599,599,2011,17-29 y.,3rd Quintile,"Yes, definitely",1.0,143,7739,0.84031,1.20099
600,600,2011,17-29 y.,4th Quintile,"Yes, definitely",1.0,125,7739,0.82516,1.24603
601,601,2011,17-29 y.,5th Quintile,"Yes, definitely",1.0,128,7739,0.83905,1.16474
602,602,2011,30-45 y.,1st Quintile,"No, definitely not",0.12106,78,7739,0.08666,0.16794
603,603,2011,30-45 y.,1st Quintile,Probably not,0.10215,77,7739,0.07827,0.13294
604,604,2011,30-45 y.,1st Quintile,Probably,0.22038,167,7739,0.1716,0.28028
605,605,2011,30-45 y.,1st Quintile,"Yes, definitely",0.5564,369,7739,0.45894,0.66302
606,606,2011,30-45 y.,2nd Quintile,"No, definitely not",0.13705,37,7739,0.09037,0.18982
607,607,2011,30-45 y.,2nd Quintile,Probably not,0.09476,31,7739,0.05129,0.15858
608,608,2011,30-45 y.,2nd Quintile,Probably,0.22233,77,7739,0.14033,0.32489
609,609,2011,30-45 y.,2nd Quintile,"Yes, definitely",0.54586,210,7739,0.43291,0.67532
610,610,2011,30-45 y.,3rd Quintile,Probably,0.22217,63,7739,0.13211,0.3688
611,611,2011,30-45 y.,3rd Quintile,"Yes, definitely",0.77783,140,7739,0.57077,1.062
612,612,2011,30-45 y.,4th Quintile,Probably,0.32466,52,7739,0.22089,0.43121
613,613,2011,30-45 y.,4th Quintile,"Yes, definitely",0.67534,104,7739,0.4804,0.89571
614,614,2011,30-45 y.,5th Quintile,"Yes, definitely",1.0,86,7739,0.77519,1.25977
615,615,2011,46-65 y.,1st Quintile,"No, definitely not",0.57415,286,7739,0.52546,0.6335
616,616,2011,46-65 y.,1st Quintile,Probably not,0.08329,56,7739,0.06212,0.10947
617,617,2011,46-65 y.,1st Quintile,Probably,0.14228,82,7739,0.11143,0.17542
618,618,2011,46-65 y.,1st Quintile,"Yes, definitely",0.20028,144,7739,0.16091,0.23866
619,619,2011,46-65 y.,2nd Quintile,"No, definitely not",0.76327,204,7739,0.65579,0.86132
620,620,2011,46-65 y.,2nd Quintile,Probably,0.13412,38,7739,0.08434,0.19096
621,621,2011,46-65 y.,2nd Quintile,"Yes, definitely",0.10261,37,7739,0.06843,0.14906
622,622,2011,46-65 y.,3rd Quintile,"No, definitely not",0.85887,190,7739,0.75614,0.96172
623,623,2011,46-65 y.,3rd Quintile,"Yes, definitely",0.14113,36,7739,0.09963,0.18697
624,624,2011,46-65 y.,4th Quintile,"No, definitely not",1.0,187,7739,0.88202,1.15413
625,625,2011,46-65 y.,5th Quintile,"No, definitely not",1.0,258,7739,0.86769,1.15316
626,626,2011,66 and older,1st Quintile,"No, definitely not",1.0,647,7739,0.94132,1.05393
627,627,2011,66 and older,2nd Quintile,"No, definitely not",1.0,894,7739,0.94989,1.05546
628,628,2011,66 and older,3rd Quintile,"No, definitely not",1.0,739,7739,0.94454,1.05222
629,629,2011,66 and older,4th Quintile,"No, definitely not",1.0,562,7739,0.93207,1.06312
630,630,2011,66 and older,5th Quintile,"No, definitely not",1.0,667,7739,0.9256,1.06685
631,631,2012,17-29 y.,1st Quintile,"No, definitely not",0.06725,44,9046,0.04624,0.09709
632,632,2012,17-29 y.,1st Quintile,Probably,0.1204,87,9046,0.08286,0.15818
633,633,2012,17-29 y.,1st Quintile,"Yes, definitely",0.81235,504,9046,0.71538,0.91116
634,634,2012,17-29 y.,2nd Quintile,Probably,0.16227,34,9046,0.1125,0.23352
635,635,2012,17-29 y.,2nd Quintile,"Yes, definitely",0.83773,233,9046,0.69474,0.99994
636,636,2012,17-29 y.,3rd Quintile,"Yes, definitely",1.0,168,9046,0.85508,1.17451
637,637,2012,17-29 y.,4th Quintile,"Yes, definitely",1.0,143,9046,0.83157,1.18964
638,638,2012,17-29 y.,5th Quintile,"Yes, definitely",1.0,133,9046,0.85576,1.16775
639,639,2012,30-45 y.,1st Quintile,"No, definitely not",0.11054,85,9046,0.085,0.14375
640,640,2012,30-45 y.,1st Quintile,Probably not,0.10404,73,9046,0.07544,0.13985
641,641,2012,30-45 y.,1st Quintile,Probably,0.19075,188,9046,0.15822,0.22556
642,642,2012,30-45 y.,1st Quintile,"Yes, definitely",0.59467,445,9046,0.52427,0.68097
643,643,2012,30-45 y.,2nd Quintile,"No, definitely not",0.17731,44,9046,0.12117,0.23631
644,644,2012,30-45 y.,2nd Quintile,Probably not,0.0811,32,9046,0.05116,0.11928
645,645,2012,30-45 y.,2nd Quintile,Probably,0.22857,86,9046,0.16263,0.31674
646,646,2012,30-45 y.,2nd Quintile,"Yes, definitely",0.51302,181,9046,0.4099,0.63028
647,647,2012,30-45 y.,3rd Quintile,Probably,0.23947,54,9046,0.15867,0.31202
648,648,2012,30-45 y.,3rd Quintile,"Yes, definitely",0.76053,137,9046,0.55473,1.00254
649,649,2012,30-45 y.,4th Quintile,Probably,0.20634,36,9046,0.1352,0.27575
650,650,2012,30-45 y.,4th Quintile,"Yes, definitely",0.79366,105,9046,0.63012,1.00399
651,651,2012,30-45 y.,5th Quintile,Probably,0.27206,33,9046,0.14397,0.42033
652,652,2012,30-45 y.,5th Quintile,"Yes, definitely",0.72794,82,9046,0.53557,0.92863
653,653,2012,46-65 y.,1st Quintile,"No, definitely not",0.55111,331,9046,0.49963,0.60888
654,654,2012,46-65 y.,1st Quintile,Probably not,0.10045,98,9046,0.08022,0.12155
655,655,2012,46-65 y.,1st Quintile,Probably,0.13293,104,9046,0.10523,0.16279
656,656,2012,46-65 y.,1st Quintile,"Yes, definitely",0.21551,174,9046,0.18743,0.24749
657,657,2012,46-65 y.,2nd Quintile,"No, definitely not",0.74402,264,9046,0.66591,0.83204
658,658,2012,46-65 y.,2nd Quintile,Probably,0.10648,36,9046,0.06512,0.14591
659,659,2012,46-65 y.,2nd Quintile,"Yes, definitely",0.1495,55,9046,0.11502,0.191
660,660,2012,46-65 y.,3rd Quintile,"No, definitely not",0.72635,229,9046,0.64851,0.81084
661,661,2012,46-65 y.,3rd Quintile,Probably,0.10961,37,9046,0.06894,0.1546
662,662,2012,46-65 y.,3rd Quintile,"Yes, definitely",0.16404,55,9046,0.12748,0.20589
663,663,2012,46-65 y.,4th Quintile,"No, definitely not",1.0,236,9046,0.89478,1.12538
664,664,2012,46-65 y.,5th Quintile,"No, definitely not",0.86606,251,9046,0.74637,0.99043
665,665,2012,46-65 y.,5th Quintile,Probably not,0.13394,33,9046,0.08987,0.17529
666,666,2012,66 and older,1st Quintile,"No, definitely not",1.0,748,9046,0.96302,1.05554
667,667,2012,66 and older,2nd Quintile,"No, definitely not",1.0,1079,9046,0.95314,1.04548
668,668,2012,66 and older,3rd Quintile,"No, definitely not",1.0,872,9046,0.95576,1.05451
669,669,2012,66 and older,4th Quintile,"No, definitely not",1.0,772,9046,0.94813,1.06629
670,670,2012,66 and older,5th Quintile,"No, definitely not",1.0,745,9046,0.94728,1.06341
671,671,2013,17-29 y.,1st Quintile,"No, definitely not",0.05704,32,9241,0.03295,0.08256
672,672,2013,17-29 y.,1st Quintile,Probably,0.08935,71,9241,0.06518,0.12155
673,673,2013,17-29 y.,1st Quintile,"Yes, definitely",0.85361,469,9241,0.73729,0.96121
674,674,2013,17-29 y.,2nd Quintile,Probably,0.07741,33,9241,0.04615,0.11252
675,675,2013,17-29 y.,2nd Quintile,"Yes, definitely",0.92259,235,9241,0.7891,1.08127
676,676,2013,17-29 y.,3rd Quintile,"Yes, definitely",1.0,192,9241,0.8378,1.17734
677,677,2013,17-29 y.,4th Quintile,"Yes, definitely",1.0,133,9241,0.87911,1.16779
678,678,2013,17-29 y.,5th Quintile,"Yes, definitely",1.0,152,9241,0.81894,1.18312
679,679,2013,30-45 y.,1st Quintile,"No, definitely not",0.10489,61,9241,0.06848,0.14873
680,680,2013,30-45 y.,1st Quintile,Probably not,0.11828,69,9241,0.07803,0.16197
681,681,2013,30-45 y.,1st Quintile,Probably,0.21375,179,9241,0.16514,0.27998
682,682,2013,30-45 y.,1st Quintile,"Yes, definitely",0.56308,397,9241,0.48404,0.66706
683,683,2013,30-45 y.,2nd Quintile,"No, definitely not",0.15338,39,9241,0.08501,0.25201
684,684,2013,30-45 y.,2nd Quintile,Probably,0.22601,74,9241,0.16168,0.28985
685,685,2013,30-45 y.,2nd Quintile,"Yes, definitely",0.62062,168,9241,0.47338,0.7478
686,686,2013,30-45 y.,3rd Quintile,Probably,0.19664,35,9241,0.10236,0.33152
687,687,2013,30-45 y.,3rd Quintile,"Yes, definitely",0.80336,121,9241,0.61494,0.97374
688,688,2013,30-45 y.,4th Quintile,Probably,0.26783,34,9241,0.15525,0.41737
689,689,2013,30-45 y.,4th Quintile,"Yes, definitely",0.73217,92,9241,0.56325,0.98064
690,690,2013,30-45 y.,5th Quintile,"Yes, definitely",1.0,73,9241,0.78348,1.18917
691,691,2013,46-65 y.,1st Quintile,"No, definitely not",0.55538,368,9241,0.50193,0.60716
692,692,2013,46-65 y.,1st Quintile,Probably not,0.12013,86,9241,0.09394,0.15177
693,693,2013,46-65 y.,1st Quintile,Probably,0.11082,86,9241,0.0882,0.13601
694,694,2013,46-65 y.,1st Quintile,"Yes, definitely",0.21367,183,9241,0.18213,0.2527
695,695,2013,46-65 y.,2nd Quintile,"No, definitely not",0.68782,260,9241,0.61537,0.76267
696,696,2013,46-65 y.,2nd Quintile,Probably not,0.10271,36,9241,0.05986,0.14903
697,697,2013,46-65 y.,2nd Quintile,Probably,0.09764,36,9241,0.05253,0.15061
698,698,2013,46-65 y.,2nd Quintile,"Yes, definitely",0.11184,45,9241,0.0822,0.13907
699,699,2013,46-65 y.,3rd Quintile,"No, definitely not",0.74612,263,9241,0.67404,0.82705
700,700,2013,46-65 y.,3rd Quintile,Probably not,0.08599,41,9241,0.06971,0.10338
701,701,2013,46-65 y.,3rd Quintile,Probably,0.06016,32,9241,0.03721,0.09093
702,702,2013,46-65 y.,3rd Quintile,"Yes, definitely",0.10772,41,9241,0.07028,0.14284
703,703,2013,46-65 y.,4th Quintile,"No, definitely not",1.0,252,9241,0.89969,1.12204
704,704,2013,46-65 y.,5th Quintile,"No, definitely not",0.90323,255,9241,0.78725,1.01792
705,705,2013,46-65 y.,5th Quintile,Probably not,0.09677,33,9241,0.06976,0.12377
706,706,2013,66 and older,1st Quintile,"No, definitely not",1.0,779,9241,0.94559,1.03835
707,707,2013,66 and older,2nd Quintile,"No, definitely not",1.0,1169,9241,0.96038,1.04105
708,708,2013,66 and older,3rd Quintile,"No, definitely not",1.0,989,9241,0.95525,1.04217
709,709,2013,66 and older,4th Quintile,"No, definitely not",1.0,788,9241,0.95478,1.05151
710,710,2013,66 and older,5th Quintile,"No, definitely not",1.0,840,9241,0.94426,1.07606
711,711,2014,17-29 y.,1st Quintile,"No, definitely not",0.04453,38,9547,0.02575,0.07431
712,712,2014,17-29 y.,1st Quintile,Probably,0.08482,80,9547,0.06352,0.10894
713,713,2014,17-29 y.,1st Quintile,"Yes, definitely",0.87066,586,9547,0.78074,0.98312
714,714,2014,17-29 y.,2nd Quintile,Probably,0.15939,55,9547,0.10196,0.21543
715,715,2014,17-29 y.,2nd Quintile,"Yes, definitely",0.84061,245,9547,0.73242,0.97319
716,716,2014,17-29 y.,3rd Quintile,"Yes, definitely",1.0,211,9547,0.86444,1.12972
717,717,2014,17-29 y.,4th Quintile,"Yes, definitely",1.0,169,9547,0.84977,1.19897
718,718,2014,17-29 y.,5th Quintile,"Yes, definitely",1.0,136,9547,0.82564,1.19753
719,719,2014,30-45 y.,1st Quintile,"No, definitely not",0.08551,80,9547,0.06569,0.1116
720,720,2014,30-45 y.,1st Quintile,Probably not,0.0929,75,9547,0.06731,0.1235
721,721,2014,30-45 y.,1st Quintile,Probably,0.24666,206,9547,0.19605,0.29337
722,722,2014,30-45 y.,1st Quintile,"Yes, definitely",0.57493,457,9547,0.4964,0.66742
723,723,2014,30-45 y.,2nd Quintile,"No, definitely not",0.05979,37,9547,0.04038,0.09058
724,724,2014,30-45 y.,2nd Quintile,Probably not,0.087,34,9547,0.05626,0.12299
725,725,2014,30-45 y.,2nd Quintile,Probably,0.12836,62,9547,0.08562,0.17782
726,726,2014,30-45 y.,2nd Quintile,"Yes, definitely",0.72485,219,9547,0.58541,0.85576
727,727,2014,30-45 y.,3rd Quintile,Probably,0.26118,44,9547,0.18861,0.35436
728,728,2014,30-45 y.,3rd Quintile,"Yes, definitely",0.73882,137,9547,0.60106,0.89495
729,729,2014,30-45 y.,4th Quintile,Probably,0.24604,42,9547,0.15843,0.33426
730,730,2014,30-45 y.,4th Quintile,"Yes, definitely",0.75396,102,9547,0.55462,0.93227
731,731,2014,30-45 y.,5th Quintile,"Yes, definitely",1.0,79,9547,0.79227,1.29241
732,732,2014,46-65 y.,1st Quintile,"No, definitely not",0.56156,410,9547,0.50863,0.61372
733,733,2014,46-65 y.,1st Quintile,Probably not,0.12072,98,9547,0.09939,0.14354
734,734,2014,46-65 y.,1st Quintile,Probably,0.11125,106,9547,0.08852,0.13903
735,735,2014,46-65 y.,1st Quintile,"Yes, definitely",0.20647,203,9547,0.17546,0.23866
736,736,2014,46-65 y.,2nd Quintile,"No, definitely not",0.60331,243,9547,0.53198,0.6748
737,737,2014,46-65 y.,2nd Quintile,Probably not,0.14131,49,9547,0.10405,0.18584
738,738,2014,46-65 y.,2nd Quintile,Probably,0.08998,45,9547,0.06205,0.13171
739,739,2014,46-65 y.,2nd Quintile,"Yes, definitely",0.1654,63,9547,0.11614,0.22505
740,740,2014,46-65 y.,3rd Quintile,"No, definitely not",0.88925,247,9547,0.80264,0.98003
741,741,2014,46-65 y.,3rd Quintile,"Yes, definitely",0.11075,50,9547,0.07443,0.14685
742,742,2014,46-65 y.,4th Quintile,"No, definitely not",1.0,223,9547,0.86862,1.13093
743,743,2014,46-65 y.,5th Quintile,"No, definitely not",1.0,208,9547,0.86203,1.1284
744,744,2014,66 and older,1st Quintile,"No, definitely not",1.0,751,9547,0.94752,1.04796
745,745,2014,66 and older,2nd Quintile,"No, definitely not",1.0,1191,9547,0.95816,1.04386
746,746,2014,66 and older,3rd Quintile,"No, definitely not",1.0,974,9547,0.95018,1.04178
747,747,2014,66 and older,4th Quintile,"No, definitely not",1.0,824,9547,0.94733,1.05331
748,748,2014,66 and older,5th Quintile,"No, definitely not",1.0,768,9547,0.93758,1.07476
749,749,2015,17-29 y.,1st Quintile,Probably,0.06479,70,8904,0.05164,0.07999
750,750,2015,17-29 y.,1st Quintile,"Yes, definitely",0.93521,512,8904,0.81695,1.03509
751,751,2015,17-29 y.,2nd Quintile,"Yes, definitely",1.0,261,8904,0.84781,1.20203
752,752,2015,17-29 y.,3rd Quintile,"Yes, definitely",1.0,198,8904,0.87484,1.162
753,753,2015,17-29 y.,4th Quintile,"Yes, definitely",1.0,149,8904,0.81434,1.18491
754,754,2015,17-29 y.,5th Quintile,"Yes, definitely",1.0,135,8904,0.85796,1.16077
755,755,2015,30-45 y.,1st Quintile,"No, definitely not",0.09255,67,8904,0.06691,0.12652
756,756,2015,30-45 y.,1st Quintile,Probably not,0.09048,81,8904,0.06568,0.11325
757,757,2015,30-45 y.,1st Quintile,Probably,0.23843,171,8904,0.18958,0.28744
758,758,2015,30-45 y.,1st Quintile,"Yes, definitely",0.57854,363,8904,0.48775,0.67321
759,759,2015,30-45 y.,2nd Quintile,Probably,0.23637,60,8904,0.16048,0.35654
760,760,2015,30-45 y.,2nd Quintile,"Yes, definitely",0.76363,170,8904,0.61454,0.93427
761,761,2015,30-45 y.,3rd Quintile,Probably,0.24972,41,8904,0.16033,0.36254
762,762,2015,30-45 y.,3rd Quintile,"Yes, definitely",0.75028,132,8904,0.58972,0.94719
763,763,2015,30-45 y.,4th Quintile,"Yes, definitely",1.0,92,8904,0.80071,1.26102
764,764,2015,30-45 y.,5th Quintile,"Yes, definitely",1.0,70,8904,0.78468,1.31273
765,765,2015,46-65 y.,1st Quintile,"No, definitely not",0.56131,351,8904,0.49684,0.62642
766,766,2015,46-65 y.,1st Quintile,Probably not,0.14109,109,8904,0.11606,0.17069
767,767,2015,46-65 y.,1st Quintile,Probably,0.1048,106,8904,0.08061,0.13421
768,768,2015,46-65 y.,1st Quintile,"Yes, definitely",0.19281,163,8904,0.16123,0.22757
769,769,2015,46-65 y.,2nd Quintile,"No, definitely not",0.68451,276,8904,0.60962,0.75769
770,770,2015,46-65 y.,2nd Quintile,Probably not,0.12282,54,8904,0.08155,0.16757
771,771,2015,46-65 y.,2nd Quintile,Probably,0.1083,43,8904,0.07559,0.14124
772,772,2015,46-65 y.,2nd Quintile,"Yes, definitely",0.08437,53,8904,0.05857,0.11566
773,773,2015,46-65 y.,3rd Quintile,"No, definitely not",0.88996,222,8904,0.78933,0.99839
774,774,2015,46-65 y.,3rd Quintile,"Yes, definitely",0.11004,32,8904,0.08206,0.1391
775,775,2015,46-65 y.,4th Quintile,"No, definitely not",1.0,185,8904,0.87616,1.11592
776,776,2015,46-65 y.,5th Quintile,"No, definitely not",0.75364,206,8904,0.6608,0.85646
777,777,2015,46-65 y.,5th Quintile,Probably not,0.12276,31,8904,0.08901,0.15802
778,778,2015,46-65 y.,5th Quintile,Probably,0.12361,31,8904,0.07588,0.17523
779,779,2015,66 and older,1st Quintile,"No, definitely not",1.0,688,8904,0.94576,1.05167
780,780,2015,66 and older,2nd Quintile,"No, definitely not",1.0,1219,8904,0.95331,1.03966
781,781,2015,66 and older,3rd Quintile,"No, definitely not",1.0,967,8904,0.95269,1.05475
782,782,2015,66 and older,4th Quintile,"No, definitely not",1.0,814,8904,0.93628,1.0563
783,783,2015,66 and older,5th Quintile,"No, definitely not",1.0,782,8904,0.93974,1.06938
784,784,2016,17-29 y.,1st Quintile,Probably,0.17051,96,8470,0.12121,0.22034
785,785,2016,17-29 y.,1st Quintile,"Yes, definitely",0.82949,507,8470,0.75014,0.93784
786,786,2016,17-29 y.,2nd Quintile,Probably,0.11289,36,8470,0.06912,0.1776
787,787,2016,17-29 y.,2nd Quintile,"Yes, definitely",0.88711,224,8470,0.71868,1.0581
788,788,2016,17-29 y.,3rd Quintile,"Yes, definitely",1.0,173,8470,0.80718,1.20357
789,789,2016,17-29 y.,4th Quintile,"Yes, definitely",1.0,140,8470,0.81546,1.20179
790,790,2016,17-29 y.,5th Quintile,"Yes, definitely",1.0,127,8470,0.81857,1.19464
791,791,2016,30-45 y.,1st Quintile,"No, definitely not",0.11882,70,8470,0.07816,0.16967
792,792,2016,30-45 y.,1st Quintile,Probably not,0.10878,68,8470,0.07593,0.14503
793,793,2016,30-45 y.,1st Quintile,Probably,0.25868,187,8470,0.2102,0.32058
794,794,2016,30-45 y.,1st Quintile,"Yes, definitely",0.51372,352,8470,0.43829,0.59113
795,795,2016,30-45 y.,2nd Quintile,Probably not,0.09799,32,8470,0.04276,0.1902
796,796,2016,30-45 y.,2nd Quintile,Probably,0.22348,62,8470,0.15589,0.33076
797,797,2016,30-45 y.,2nd Quintile,"Yes, definitely",0.67853,181,8470,0.56048,0.82952
798,798,2016,30-45 y.,3rd Quintile,"Yes, definitely",1.0,114,8470,0.76924,1.28975
799,799,2016,30-45 y.,4th Quintile,"Yes, definitely",1.0,84,8470,0.75347,1.28206
800,800,2016,30-45 y.,5th Quintile,"Yes, definitely",1.0,67,8470,0.72001,1.22033
801,801,2016,46-65 y.,1st Quintile,"No, definitely not",0.54874,342,8470,0.48477,0.61379
802,802,2016,46-65 y.,1st Quintile,Probably not,0.12929,80,8470,0.09445,0.17087
803,803,2016,46-65 y.,1st Quintile,Probably,0.11479,111,8470,0.09334,0.13601
804,804,2016,46-65 y.,1st Quintile,"Yes, definitely",0.20718,170,8470,0.17196,0.25042
805,805,2016,46-65 y.,2nd Quintile,"No, definitely not",0.7899,256,8470,0.69829,0.88189
806,806,2016,46-65 y.,2nd Quintile,Probably not,0.11435,47,8470,0.08091,0.15156
807,807,2016,46-65 y.,2nd Quintile,"Yes, definitely",0.09576,54,8470,0.07438,0.12556
808,808,2016,46-65 y.,3rd Quintile,"No, definitely not",0.91602,197,8470,0.78617,1.03322
809,809,2016,46-65 y.,3rd Quintile,Probably not,0.08398,33,8470,0.06642,0.10218
810,810,2016,46-65 y.,4th Quintile,"No, definitely not",1.0,166,8470,0.85627,1.14819
811,811,2016,46-65 y.,5th Quintile,"No, definitely not",1.0,196,8470,0.83993,1.14639
812,812,2016,66 and older,1st Quintile,"No, definitely not",1.0,654,8470,0.9419,1.06821
813,813,2016,66 and older,2nd Quintile,"No, definitely not",1.0,1126,8470,0.95257,1.04414
814,814,2016,66 and older,3rd Quintile,"No, definitely not",1.0,963,8470,0.95101,1.05052
815,815,2016,66 and older,4th Quintile,"No, definitely not",1.0,742,8470,0.93939,1.0595
816,816,2016,66 and older,5th Quintile,"No, definitely not",1.0,813,8470,0.92718,1.07522
817,817,2017,17-29 y.,1st Quintile,"No, definitely not",0.05183,39,9071,0.03562,0.07061
818,818,2017,17-29 y.,1st Quintile,Probably,0.15678,140,9071,0.11079,0.20772
819,819,2017,17-29 y.,1st Quintile,"Yes, definitely",0.79139,709,9071,0.69397,0.88984
820,820,2017,17-29 y.,2nd Quintile,"Yes, definitely",1.0,249,9071,0.8368,1.16081
821,821,2017,17-29 y.,3rd Quintile,"Yes, definitely",1.0,166,9071,0.79158,1.20021
822,822,2017,17-29 y.,4th Quintile,"Yes, definitely",1.0,145,9071,0.83808,1.18879
823,823,2017,17-29 y.,5th Quintile,"Yes, definitely",1.0,116,9071,0.79142,1.27482
824,824,2017,30-45 y.,1st Quintile,"No, definitely not",0.09936,72,9071,0.06411,0.1355
825,825,2017,30-45 y.,1st Quintile,Probably not,0.10238,70,9071,0.07206,0.13624
826,826,2017,30-45 y.,1st Quintile,Probably,0.19554,251,9071,0.14177,0.25923
827,827,2017,30-45 y.,1st Quintile,"Yes, definitely",0.60273,842,9071,0.5124,0.70804
828,828,2017,30-45 y.,2nd Quintile,Probably,0.15098,54,9071,0.09637,0.20834
829,829,2017,30-45 y.,2nd Quintile,"Yes, definitely",0.84902,184,9071,0.64998,1.12354
830,830,2017,30-45 y.,3rd Quintile,"Yes, definitely",1.0,92,9071,0.77147,1.33124
831,831,2017,30-45 y.,4th Quintile,"Yes, definitely",1.0,75,9071,0.70692,1.25596
832,832,2017,30-45 y.,5th Quintile,"Yes, definitely",1.0,52,9071,0.66076,1.35537
833,833,2017,46-65 y.,1st Quintile,"No, definitely not",0.56944,356,9071,0.49982,0.64492
834,834,2017,46-65 y.,1st Quintile,Probably not,0.1068,94,9071,0.07737,0.13686
835,835,2017,46-65 y.,1st Quintile,Probably,0.14429,131,9071,0.11211,0.18482
836,836,2017,46-65 y.,1st Quintile,"Yes, definitely",0.17948,257,9071,0.13723,0.22436
837,837,2017,46-65 y.,2nd Quintile,"No, definitely not",0.75685,220,9071,0.66165,0.87262
838,838,2017,46-65 y.,2nd Quintile,Probably not,0.14916,43,9071,0.10293,0.20329
839,839,2017,46-65 y.,2nd Quintile,"Yes, definitely",0.09399,48,9071,0.06655,0.13466
840,840,2017,46-65 y.,3rd Quintile,"No, definitely not",0.80279,165,9071,0.7043,0.93264
841,841,2017,46-65 y.,3rd Quintile,Probably not,0.19721,31,9071,0.12289,0.28536
842,842,2017,46-65 y.,4th Quintile,"No, definitely not",1.0,151,9071,0.84524,1.1678
843,843,2017,46-65 y.,5th Quintile,"No, definitely not",1.0,162,9071,0.85543,1.17719
844,844,2017,66 and older,1st Quintile,"No, definitely not",1.0,637,9071,0.93488,1.08219
845,845,2017,66 and older,2nd Quintile,"No, definitely not",1.0,1074,9071,0.94754,1.05912
846,846,2017,66 and older,3rd Quintile,"No, definitely not",1.0,948,9071,0.94421,1.06517
847,847,2017,66 and older,4th Quintile,"No, definitely not",1.0,732,9071,0.93442,1.06275
848,848,2017,66 and older,5th Quintile,"No, definitely not",1.0,766,9071,0.92814,1.08106
849,849,2018,17-29 y.,1st Quintile,"No, definitely not",0.02185,33,9992,0.01438,0.03052
850,850,2018,17-29 y.,1st Quintile,Probably,0.11017,167,9992,0.07982,0.14771
851,851,2018,17-29 y.,1st Quintile,"Yes, definitely",0.86798,868,9992,0.7742,0.96852
852,852,2018,17-29 y.,2nd Quintile,Probably,0.08047,35,9992,0.05096,0.1184
853,853,2018,17-29 y.,2nd Quintile,"Yes, definitely",0.91953,273,9992,0.78358,1.05049
854,854,2018,17-29 y.,3rd Quintile,"Yes, definitely",1.0,186,9992,0.83539,1.15552
855,855,2018,17-29 y.,4th Quintile,"Yes, definitely",1.0,146,9992,0.81515,1.16829
856,856,2018,17-29 y.,5th Quintile,"Yes, definitely",1.0,126,9992,0.8275,1.19884
857,857,2018,30-45 y.,1st Quintile,"No, definitely not",0.11331,76,9992,0.08236,0.15352
858,858,2018,30-45 y.,1st Quintile,Probably not,0.05536,60,9992,0.03298,0.07677
859,859,2018,30-45 y.,1st Quintile,Probably,0.18487,315,9992,0.13965,0.23078
860,860,2018,30-45 y.,1st Quintile,"Yes, definitely",0.64647,952,9992,0.55796,0.74187
861,861,2018,30-45 y.,2nd Quintile,"No, definitely not",0.09357,33,9992,0.05803,0.12983
862,862,2018,30-45 y.,2nd Quintile,Probably,0.18235,47,9992,0.09709,0.31159
863,863,2018,30-45 y.,2nd Quintile,"Yes, definitely",0.72408,217,9992,0.61125,0.8928
864,864,2018,30-45 y.,3rd Quintile,"Yes, definitely",1.0,122,9992,0.69833,1.32793
