year,quintil_oecd,sex,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2017,1st Quintile,male,"Yes, definitely",0.34904,929,9409,0.34848,0.34959
2017,1st Quintile,female,"No, definitely not",0.58361,655,9409,0.58309,0.58412
2017,1st Quintile,female,Probably not,0.05497,147,9409,0.05473,0.05521
2017,1st Quintile,female,Probably,0.10114,377,9409,0.10083,0.10145
2017,1st Quintile,female,"Yes, definitely",0.26028,880,9409,0.25983,0.26074
2017,2nd Quintile,male,"No, definitely not",0.80050,576,9409,0.79997,0.80103
2017,2nd Quintile,male,"Yes, definitely",0.19950,196,9409,0.19897,0.20003
2017,2nd Quintile,female,"No, definitely not",0.80258,759,9409,0.80215,0.80301
2017,2nd Quintile,female,Probably not,0.03625,55,9409,0.03604,0.03645
2017,2nd Quintile,female,Probably,0.02829,94,9409,0.02811,0.02846
2017,2nd Quintile,female,"Yes, definitely",0.13289,289,9409,0.13252,0.13325
2017,3rd Quintile,male,"No, definitely not",0.88703,498,9409,0.88658,0.88748
2017,3rd Quintile,male,"Yes, definitely",0.11297,111,9409,0.11252,0.11342
2017,3rd Quintile,female,"No, definitely not",0.83402,630,9409,0.83359,0.83446
2017,3rd Quintile,female,Probably,0.03063,52,9409,0.03043,0.03083
2017,3rd Quintile,female,"Yes, definitely",0.13535,178,9409,0.13495,0.13575
2017,4th Quintile,male,"No, definitely not",0.83675,429,9409,0.83618,0.83733
2017,4th Quintile,male,"Yes, definitely",0.16325,101,9409,0.16267,0.16382
2017,4th Quintile,female,"No, definitely not",0.79903,464,9409,0.79848,0.79958
2017,4th Quintile,female,Probably,0.02736,44,9409,0.02714,0.02759
2017,4th Quintile,female,"Yes, definitely",0.17361,146,9409,0.17309,0.17413
2017,5th Quintile,male,"No, definitely not",0.88916,478,9409,0.88863,0.88969
2017,5th Quintile,male,"Yes, definitely",0.11084,74,9409,0.11031,0.11137
2017,5th Quintile,female,"No, definitely not",0.77040,462,9409,0.76976,0.77103
2017,5th Quintile,female,Probably not,0.07184,32,9409,0.07145,0.07223
2017,5th Quintile,female,"Yes, definitely",0.15776,109,9409,0.15721,0.15831
2018,1st Quintile,male,"No, definitely not",0.49945,474,10320,0.49888,0.50001
2018,1st Quintile,male,Probably not,0.05738,71,10320,0.05712,0.05764
2018,1st Quintile,male,Probably,0.08706,181,10320,0.08674,0.08738
2018,1st Quintile,male,"Yes, definitely",0.35612,1086,10320,0.35558,0.35666
2018,1st Quintile,female,"No, definitely not",0.57622,674,10320,0.57573,0.57671
2018,1st Quintile,female,Probably not,0.05220,141,10320,0.05198,0.05242
2018,1st Quintile,female,Probably,0.08391,443,10320,0.08363,0.08418
2018,1st Quintile,female,"Yes, definitely",0.28768,1086,10320,0.28723,0.28813
2018,2nd Quintile,male,"No, definitely not",0.82581,612,10320,0.82532,0.82630
2018,2nd Quintile,male,Probably,0.03882,44,10320,0.03857,0.03907
2018,2nd Quintile,male,"Yes, definitely",0.13537,204,10320,0.13492,0.13581
2018,2nd Quintile,female,"No, definitely not",0.77314,824,10320,0.77271,0.77357
2018,2nd Quintile,female,Probably not,0.03444,58,10320,0.03425,0.03463
2018,2nd Quintile,female,Probably,0.04356,91,10320,0.04335,0.04377
2018,2nd Quintile,female,"Yes, definitely",0.14886,354,10320,0.14850,0.14923
2018,3rd Quintile,male,"No, definitely not",0.87078,514,10320,0.87032,0.87124
2018,3rd Quintile,male,"Yes, definitely",0.12922,126,10320,0.12876,0.12968
2018,3rd Quintile,female,"No, definitely not",0.79695,633,10320,0.79650,0.79741
2018,3rd Quintile,female,Probably not,0.02464,39,10320,0.02446,0.02481
2018,3rd Quintile,female,Probably,0.04011,52,10320,0.03989,0.04033
2018,3rd Quintile,female,"Yes, definitely",0.13830,204,10320,0.13791,0.13869
2018,4th Quintile,male,"No, definitely not",0.83975,441,10320,0.83920,0.84030
2018,4th Quintile,male,"Yes, definitely",0.16025,90,10320,0.15970,0.16080
2018,4th Quintile,female,"No, definitely not",0.78304,488,10320,0.78250,0.78358
2018,4th Quintile,female,Probably,0.03584,40,10320,0.03560,0.03609
2018,4th Quintile,female,"Yes, definitely",0.18111,160,10320,0.18061,0.18162
2018,5th Quintile,male,"No, definitely not",0.85854,491,10320,0.85799,0.85910
2018,5th Quintile,male,"Yes, definitely",0.14146,89,10320,0.14090,0.14201
2018,5th Quintile,female,"No, definitely not",0.83947,488,10320,0.83890,0.84003
2018,5th Quintile,female,"Yes, definitely",0.16053,122,10320,0.15997,0.16110
2019,1st Quintile,male,"No, definitely not",0.53367,533,9767,0.53312,0.53423
2019,1st Quintile,male,Probably not,0.04663,67,9767,0.04640,0.04687
2019,1st Quintile,male,Probably,0.07931,158,9767,0.07901,0.07962
2019,1st Quintile,male,"Yes, definitely",0.34038,1009,9767,0.33985,0.34091
2019,1st Quintile,female,"No, definitely not",0.58556,730,9767,0.58509,0.58603
2019,1st Quintile,female,Probably not,0.05822,131,9767,0.05799,0.05844
2019,1st Quintile,female,Probably,0.11161,456,9767,0.11131,0.11192
2019,1st Quintile,female,"Yes, definitely",0.24461,1036,9767,0.24419,0.24502
2019,2nd Quintile,male,"No, definitely not",0.80794,616,9767,0.80743,0.80844
2019,2nd Quintile,male,Probably,0.02524,33,9767,0.02504,0.02544
2019,2nd Quintile,male,"Yes, definitely",0.16682,154,9767,0.16634,0.16730
2019,2nd Quintile,female,"No, definitely not",0.78158,783,9767,0.78115,0.78200
2019,2nd Quintile,female,Probably not,0.03303,51,9767,0.03285,0.03321
2019,2nd Quintile,female,Probably,0.04146,84,9767,0.04126,0.04167
2019,2nd Quintile,female,"Yes, definitely",0.14393,277,9767,0.14357,0.14429
2019,3rd Quintile,male,"No, definitely not",0.90023,511,9767,0.89980,0.90065
2019,3rd Quintile,male,"Yes, definitely",0.09977,86,9767,0.09935,0.10020
2019,3rd Quintile,female,"No, definitely not",0.81030,600,9767,0.80983,0.81077
2019,3rd Quintile,female,Probably,0.03661,47,9767,0.03638,0.03683
2019,3rd Quintile,female,"Yes, definitely",0.15309,175,9767,0.15266,0.15353
2019,4th Quintile,male,"No, definitely not",0.81963,423,9767,0.81904,0.82021
2019,4th Quintile,male,"Yes, definitely",0.18037,80,9767,0.17979,0.18096
2019,4th Quintile,female,"No, definitely not",0.78277,461,9767,0.78222,0.78332
2019,4th Quintile,female,Probably,0.04216,31,9767,0.04189,0.04243
2019,4th Quintile,female,"Yes, definitely",0.17507,134,9767,0.17456,0.17558
2019,5th Quintile,male,"No, definitely not",0.90631,473,9767,0.90584,0.90678
2019,5th Quintile,male,"Yes, definitely",0.09369,70,9767,0.09322,0.09416
2019,5th Quintile,female,"No, definitely not",0.84927,459,9767,0.84872,0.84983
2019,5th Quintile,female,"Yes, definitely",0.15073,99,9767,0.15017,0.15128
2020,1st Quintile,male,"No, definitely not",0.53726,502,9442,0.53669,0.53783
2020,1st Quintile,male,Probably not,0.04397,72,9442,0.04374,0.04421
2020,1st Quintile,male,Probably,0.10712,157,9442,0.10676,0.10747
2020,1st Quintile,male,"Yes, definitely",0.31165,883,9442,0.31112,0.31218
2020,1st Quintile,female,"No, definitely not",0.60554,761,9442,0.60508,0.60600
2020,1st Quintile,female,Probably not,0.04765,132,9442,0.04745,0.04785
2020,1st Quintile,female,Probably,0.12426,429,9442,0.12395,0.12457
2020,1st Quintile,female,"Yes, definitely",0.22255,876,9442,0.22216,0.22294
2020,2nd Quintile,male,"No, definitely not",0.79646,594,9442,0.79595,0.79697
2020,2nd Quintile,male,"Yes, definitely",0.20354,161,9442,0.20303,0.20405
2020,2nd Quintile,female,"No, definitely not",0.78640,746,9442,0.78598,0.78683
2020,2nd Quintile,female,Probably not,0.02848,46,9442,0.02830,0.02865
2020,2nd Quintile,female,Probably,0.03596,74,9442,0.03577,0.03616
2020,2nd Quintile,female,"Yes, definitely",0.14916,262,9442,0.14879,0.14953
2020,3rd Quintile,male,"No, definitely not",0.85389,496,9442,0.85340,0.85438
2020,3rd Quintile,male,"Yes, definitely",0.14611,84,9442,0.14562,0.14660
2020,3rd Quintile,female,"No, definitely not",0.82097,568,9442,0.82050,0.82143
2020,3rd Quintile,female,Probably,0.02562,39,9442,0.02543,0.02581
2020,3rd Quintile,female,"Yes, definitely",0.15341,167,9442,0.15298,0.15385
2020,4th Quintile,male,"No, definitely not",0.86774,413,9442,0.86722,0.86826
2020,4th Quintile,male,"Yes, definitely",0.13226,81,9442,0.13174,0.13278
2020,4th Quintile,female,"No, definitely not",0.80078,427,9442,0.80023,0.80133
2020,4th Quintile,female,Probably,0.05415,34,9442,0.05384,0.05446
2020,4th Quintile,female,"Yes, definitely",0.14507,128,9442,0.14458,0.14555
2020,5th Quintile,male,"No, definitely not",0.86260,512,9442,0.86206,0.86313
2020,5th Quintile,male,"Yes, definitely",0.13740,80,9442,0.13687,0.13794
2020,5th Quintile,female,"No, definitely not",0.73072,515,9442,0.73007,0.73136
2020,5th Quintile,female,Probably not,0.05635,31,9442,0.05601,0.05668
2020,5th Quintile,female,Probably,0.03923,38,9442,0.03895,0.03951
2020,5th Quintile,female,"Yes, definitely",0.17371,134,9442,0.17316,0.17426
2021,1st Quintile,male,"No, definitely not",0.54230,368,6565,0.54173,0.54287
2021,1st Quintile,male,Probably not,0.05207,46,6565,0.05182,0.05233
2021,1st Quintile,male,Probably,0.13668,133,6565,0.13628,0.13707
2021,1st Quintile,male,"Yes, definitely",0.26895,445,6565,0.26844,0.26946
2021,1st Quintile,female,"No, definitely not",0.57460,490,6565,0.57412,0.57509
2021,1st Quintile,female,Probably not,0.06776,93,6565,0.06751,0.06800
2021,1st Quintile,female,Probably,0.11773,309,6565,0.11741,0.11804
2021,1st Quintile,female,"Yes, definitely",0.23991,593,6565,0.23950,0.24033
2021,2nd Quintile,male,"No, definitely not",0.79865,408,6565,0.79813,0.79917
2021,2nd Quintile,male,"Yes, definitely",0.20135,135,6565,0.20083,0.20187
2021,2nd Quintile,female,"No, definitely not",0.71492,503,6565,0.71445,0.71538
2021,2nd Quintile,female,Probably not,0.05029,43,6565,0.05007,0.05052
2021,2nd Quintile,female,Probably,0.07011,99,6565,0.06985,0.07037
2021,2nd Quintile,female,"Yes, definitely",0.16468,212,6565,0.16430,0.16506
2021,3rd Quintile,male,"No, definitely not",0.82152,305,6565,0.82098,0.82207
2021,3rd Quintile,male,"Yes, definitely",0.17848,72,6565,0.17793,0.17902
2021,3rd Quintile,female,"No, definitely not",0.77442,348,6565,0.77392,0.77493
2021,3rd Quintile,female,Probably,0.03912,35,6565,0.03888,0.03935
2021,3rd Quintile,female,"Yes, definitely",0.18646,129,6565,0.18599,0.18693
2021,4th Quintile,male,"No, definitely not",0.84038,309,6565,0.83982,0.84094
2021,4th Quintile,male,"Yes, definitely",0.15962,64,6565,0.15906,0.16018
2021,4th Quintile,female,"No, definitely not",0.84584,349,6565,0.84536,0.84632
2021,4th Quintile,female,"Yes, definitely",0.15416,97,6565,0.15368,0.15464
2021,5th Quintile,male,"No, definitely not",0.89061,412,6565,0.89013,0.89109
2021,5th Quintile,male,"Yes, definitely",0.10939,64,6565,0.10891,0.10987
2021,5th Quintile,female,"No, definitely not",0.79830,384,6565,0.79771,0.79888
2021,5th Quintile,female,Probably,0.06069,31,6565,0.06034,0.06104
2021,5th Quintile,female,"Yes, definitely",0.14101,89,6565,0.14051,0.14152
