,Unnamed: 0,year,migback,pgisced97,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
540,540,2012,Direct migration background,Lower Secondary Level,"Yes, definitely",0.12118,63,9952,0.09133,0.14345
541,541,2012,Direct migration background,Upper Secondary Level,"No, definitely not",0.59479,208,9952,0.53099,0.65649
542,542,2012,Direct migration background,Upper Secondary Level,Probably,0.10504,66,9952,0.07021,0.14243
543,543,2012,Direct migration background,Upper Secondary Level,"Yes, definitely",0.30017,144,9952,0.22875,0.38118
544,544,2012,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.70473,45,9952,0.50588,0.93633
545,545,2012,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.29527,38,9952,0.24219,0.35847
546,546,2012,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.53941,95,9952,0.45297,0.62365
547,547,2012,Direct migration background,Second Stage of Tertiary Education,Probably,0.14851,32,9952,0.10042,0.20791
548,548,2012,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.31207,71,9952,0.23803,0.40464
549,549,2012,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,52,9952,0.73561,1.2601
550,550,2012,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,53,9952,0.65377,1.43914
551,551,2012,Indirect migration background,Upper Secondary Level,Probably,0.30775,32,9952,0.17069,0.48037
552,552,2012,Indirect migration background,Upper Secondary Level,"Yes, definitely",0.69225,89,9952,0.52972,0.92228
553,553,2013,No migration background,Pre-primary Level,"Yes, definitely",1.0,221,10687,0.83688,1.17498
554,554,2013,No migration background,Primary Level,"No, definitely not",0.66708,39,10687,0.54743,0.81666
555,555,2013,No migration background,Primary Level,"Yes, definitely",0.33292,39,10687,0.23458,0.44119
556,556,2013,No migration background,Lower Secondary Level,"No, definitely not",0.78251,762,10687,0.74401,0.82147
557,557,2013,No migration background,Lower Secondary Level,Probably not,0.02825,49,10687,0.01762,0.03966
558,558,2013,No migration background,Lower Secondary Level,Probably,0.04386,76,10687,0.03189,0.0589
559,559,2013,No migration background,Lower Secondary Level,"Yes, definitely",0.14537,250,10687,0.12412,0.16844
560,560,2013,No migration background,Upper Secondary Level,"No, definitely not",0.77901,3109,10687,0.75736,0.80525
561,561,2013,No migration background,Upper Secondary Level,Probably not,0.03963,210,10687,0.0337,0.04666
562,562,2013,No migration background,Upper Secondary Level,Probably,0.04536,273,10687,0.038,0.05289
563,563,2013,No migration background,Upper Secondary Level,"Yes, definitely",0.136,839,10687,0.12558,0.14725
564,564,2013,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.59006,124,10687,0.50306,0.67547
565,565,2013,No migration background,Post-secondary Non-tertiary Level,Probably,0.07206,36,10687,0.04551,0.11065
566,566,2013,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.33788,127,10687,0.26122,0.4245
567,567,2013,No migration background,First Stage of Tertiary Education,"No, definitely not",0.91613,393,10687,0.83505,0.99053
568,568,2013,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.08387,49,10687,0.05508,0.11087
569,569,2013,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.83607,1132,10687,0.79474,0.88018
570,570,2013,No migration background,Second Stage of Tertiary Education,Probably not,0.02634,43,10687,0.01778,0.03719
571,571,2013,No migration background,Second Stage of Tertiary Education,Probably,0.01912,57,10687,0.01448,0.02442
572,572,2013,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.11848,191,10687,0.10087,0.1371
573,573,2013,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,85,10687,0.80887,1.20653
574,574,2013,Direct migration background,Primary Level,"No, definitely not",0.68349,106,10687,0.54058,0.87547
575,575,2013,Direct migration background,Primary Level,Probably,0.10527,36,10687,0.06884,0.14489
576,576,2013,Direct migration background,Primary Level,"Yes, definitely",0.21124,71,10687,0.15864,0.26076
577,577,2013,Direct migration background,Lower Secondary Level,"No, definitely not",0.6762,220,10687,0.59139,0.76131
578,578,2013,Direct migration background,Lower Secondary Level,Probably,0.12135,101,10687,0.09476,0.14821
579,579,2013,Direct migration background,Lower Secondary Level,"Yes, definitely",0.20246,209,10687,0.17248,0.23432
580,580,2013,Direct migration background,Upper Secondary Level,"No, definitely not",0.50991,256,10687,0.44949,0.57748
581,581,2013,Direct migration background,Upper Secondary Level,Probably not,0.05071,46,10687,0.03326,0.07432
582,582,2013,Direct migration background,Upper Secondary Level,Probably,0.0973,107,10687,0.0718,0.13201
583,583,2013,Direct migration background,Upper Secondary Level,"Yes, definitely",0.34207,332,10687,0.29332,0.39312
584,584,2013,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.48804,69,10687,0.37873,0.59757
585,585,2013,Direct migration background,Post-secondary Non-tertiary Level,Probably,0.10502,42,10687,0.0766,0.13252
586,586,2013,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.40694,106,10687,0.2854,0.5865
587,587,2013,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.50551,120,10687,0.42369,0.59118
588,588,2013,Direct migration background,Second Stage of Tertiary Education,Probably,0.10565,58,10687,0.06744,0.15173
589,589,2013,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.38885,187,10687,0.3264,0.45568
590,590,2013,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,124,10687,0.80839,1.17546
591,591,2013,Indirect migration background,Lower Secondary Level,Probably,0.16447,31,10687,0.12843,0.20313
592,592,2013,Indirect migration background,Lower Secondary Level,"Yes, definitely",0.83553,118,10687,0.6773,1.0491
593,593,2013,Indirect migration background,Upper Secondary Level,Probably,0.11629,33,10687,0.06715,0.1999
594,594,2013,Indirect migration background,Upper Secondary Level,"Yes, definitely",0.88371,177,10687,0.77011,0.98817
595,595,2013,Indirect migration background,Second Stage of Tertiary Education,"Yes, definitely",1.0,34,10687,0.64462,1.42277
596,596,2014,No migration background,Pre-primary Level,"Yes, definitely",1.0,182,9318,0.85169,1.16243
597,597,2014,No migration background,Primary Level,"No, definitely not",0.63349,37,9318,0.47282,0.81068
598,598,2014,No migration background,Primary Level,"Yes, definitely",0.36651,44,9318,0.21208,0.61158
599,599,2014,No migration background,Lower Secondary Level,"No, definitely not",0.76919,687,9318,0.73799,0.81273
600,600,2014,No migration background,Lower Secondary Level,Probably not,0.02029,32,9318,0.01287,0.02893
601,601,2014,No migration background,Lower Secondary Level,Probably,0.03882,79,9318,0.02708,0.05371
602,602,2014,No migration background,Lower Secondary Level,"Yes, definitely",0.17171,221,9318,0.1402,0.20299
603,603,2014,No migration background,Upper Secondary Level,"No, definitely not",0.78259,2912,9318,0.75913,0.80512
604,604,2014,No migration background,Upper Secondary Level,Probably not,0.04209,177,9318,0.03579,0.04844
605,605,2014,No migration background,Upper Secondary Level,Probably,0.04745,250,9318,0.04002,0.0543
606,606,2014,No migration background,Upper Secondary Level,"Yes, definitely",0.12787,682,9318,0.11762,0.14031
607,607,2014,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.72383,109,9318,0.60088,0.8441
608,608,2014,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.27617,93,9318,0.22592,0.32596
609,609,2014,No migration background,First Stage of Tertiary Education,"No, definitely not",0.94192,380,9318,0.86038,1.03052
610,610,2014,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.05808,38,9318,0.03745,0.08503
611,611,2014,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.82112,1112,9318,0.77569,0.85953
612,612,2014,No migration background,Second Stage of Tertiary Education,Probably not,0.03046,54,9318,0.02047,0.04094
613,613,2014,No migration background,Second Stage of Tertiary Education,Probably,0.02272,37,9318,0.01505,0.03181
614,614,2014,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.1257,192,9318,0.10529,0.14379
615,615,2014,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,43,9318,0.73939,1.3056
616,616,2014,Direct migration background,Primary Level,"No, definitely not",0.75487,82,9318,0.56679,0.96412
617,617,2014,Direct migration background,Primary Level,"Yes, definitely",0.24513,48,9318,0.18078,0.30419
618,618,2014,Direct migration background,Lower Secondary Level,"No, definitely not",0.68183,188,9318,0.58563,0.78556
619,619,2014,Direct migration background,Lower Secondary Level,Probably,0.10503,57,9318,0.0738,0.13643
620,620,2014,Direct migration background,Lower Secondary Level,"Yes, definitely",0.21314,164,9318,0.17874,0.25045
621,621,2014,Direct migration background,Upper Secondary Level,"No, definitely not",0.51376,249,9318,0.44789,0.56763
622,622,2014,Direct migration background,Upper Secondary Level,Probably not,0.04723,37,9318,0.03212,0.06513
623,623,2014,Direct migration background,Upper Secondary Level,Probably,0.08064,73,9318,0.04894,0.11289
624,624,2014,Direct migration background,Upper Secondary Level,"Yes, definitely",0.35836,245,9318,0.28979,0.42967
625,625,2014,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.56269,69,9318,0.41716,0.69165
626,626,2014,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.43731,76,9318,0.32559,0.56994
627,627,2014,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.44179,109,9318,0.3644,0.53505
628,628,2014,Direct migration background,Second Stage of Tertiary Education,Probably,0.12107,52,9318,0.08569,0.16894
629,629,2014,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.43714,146,9318,0.35849,0.53127
630,630,2014,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,68,9318,0.76769,1.24796
631,631,2014,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,96,9318,0.77374,1.36591
632,632,2014,Indirect migration background,Upper Secondary Level,Probably,0.11399,31,9318,0.07036,0.15926
633,633,2014,Indirect migration background,Upper Secondary Level,"Yes, definitely",0.88601,135,9318,0.70307,1.14163
634,634,2014,Indirect migration background,Second Stage of Tertiary Education,"Yes, definitely",1.0,32,9318,0.63678,1.37611
635,635,2015,No migration background,Pre-primary Level,"Yes, definitely",1.0,140,9283,0.84935,1.1945
636,636,2015,No migration background,Primary Level,"No, definitely not",0.70266,35,9283,0.53674,0.88967
637,637,2015,No migration background,Primary Level,"Yes, definitely",0.29734,37,9283,0.17788,0.39869
638,638,2015,No migration background,Lower Secondary Level,"No, definitely not",0.7701,649,9283,0.72179,0.82008
639,639,2015,No migration background,Lower Secondary Level,Probably not,0.02543,36,9283,0.0149,0.03727
640,640,2015,No migration background,Lower Secondary Level,Probably,0.06795,87,9283,0.04906,0.08751
641,641,2015,No migration background,Lower Secondary Level,"Yes, definitely",0.13651,181,9283,0.109,0.16395
642,642,2015,No migration background,Upper Secondary Level,"No, definitely not",0.79746,2863,9283,0.77551,0.82362
643,643,2015,No migration background,Upper Secondary Level,Probably not,0.03822,187,9283,0.03209,0.04412
644,644,2015,No migration background,Upper Secondary Level,Probably,0.0341,188,9283,0.02708,0.04058
645,645,2015,No migration background,Upper Secondary Level,"Yes, definitely",0.13022,657,9283,0.118,0.14312
646,646,2015,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.61626,102,9283,0.51094,0.71849
647,647,2015,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.38374,98,9283,0.29035,0.49706
648,648,2015,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,376,9283,0.90824,1.09628
649,649,2015,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.81437,1117,9283,0.76595,0.86102
650,650,2015,No migration background,Second Stage of Tertiary Education,Probably not,0.04012,61,9283,0.03067,0.05045
651,651,2015,No migration background,Second Stage of Tertiary Education,Probably,0.01973,45,9283,0.01344,0.02678
652,652,2015,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.12579,175,9283,0.10674,0.1471
653,653,2015,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,37,9283,0.77479,1.36434
654,654,2015,Direct migration background,Primary Level,"No, definitely not",0.6063,78,9283,0.44197,0.79633
655,655,2015,Direct migration background,Primary Level,Probably,0.14804,35,9283,0.0929,0.21812
656,656,2015,Direct migration background,Primary Level,"Yes, definitely",0.24566,65,9283,0.17987,0.31866
657,657,2015,Direct migration background,Lower Secondary Level,"No, definitely not",0.70515,168,9283,0.60919,0.80649
658,658,2015,Direct migration background,Lower Secondary Level,Probably,0.08997,73,9283,0.06821,0.11708
659,659,2015,Direct migration background,Lower Secondary Level,"Yes, definitely",0.20488,176,9283,0.16458,0.24533
660,660,2015,Direct migration background,Upper Secondary Level,"No, definitely not",0.51891,249,9283,0.43806,0.57213
661,661,2015,Direct migration background,Upper Secondary Level,Probably not,0.04069,40,9283,0.02682,0.05806
662,662,2015,Direct migration background,Upper Secondary Level,Probably,0.07767,95,9283,0.06149,0.09681
663,663,2015,Direct migration background,Upper Secondary Level,"Yes, definitely",0.36273,304,9283,0.29759,0.45474
664,664,2015,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.54327,79,9283,0.38541,0.71527
665,665,2015,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.45673,122,9283,0.37692,0.56976
666,666,2015,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.44572,113,9283,0.38058,0.52375
667,667,2015,Direct migration background,Second Stage of Tertiary Education,Probably,0.12853,54,9283,0.08377,0.1933
668,668,2015,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.42575,222,9283,0.36466,0.49879
669,669,2015,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,77,9283,0.7751,1.23522
670,670,2015,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,87,9283,0.73864,1.36235
671,671,2015,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,144,9283,0.86946,1.14591
672,672,2015,Indirect migration background,Second Stage of Tertiary Education,"Yes, definitely",1.0,31,9283,0.5645,1.57486
673,673,2016,No migration background,Pre-primary Level,"Yes, definitely",1.0,154,10803,0.83689,1.19723
674,674,2016,No migration background,Primary Level,"No, definitely not",1.0,36,10803,0.72146,1.25772
675,675,2016,No migration background,Lower Secondary Level,"No, definitely not",0.77016,600,10803,0.72829,0.82146
676,676,2016,No migration background,Lower Secondary Level,Probably not,0.01772,33,10803,0.01102,0.0247
677,677,2016,No migration background,Lower Secondary Level,Probably,0.04744,62,10803,0.03329,0.06399
678,678,2016,No migration background,Lower Secondary Level,"Yes, definitely",0.16468,171,10803,0.13359,0.19759
679,679,2016,No migration background,Upper Secondary Level,"No, definitely not",0.8025,2696,10803,0.77838,0.82538
680,680,2016,No migration background,Upper Secondary Level,Probably not,0.03752,147,10803,0.03189,0.04621
681,681,2016,No migration background,Upper Secondary Level,Probably,0.03833,168,10803,0.03045,0.04773
682,682,2016,No migration background,Upper Secondary Level,"Yes, definitely",0.12165,544,10803,0.11007,0.13695
683,683,2016,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.55269,94,10803,0.45187,0.66884
684,684,2016,No migration background,Post-secondary Non-tertiary Level,Probably,0.14015,32,10803,0.08376,0.21078
685,685,2016,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.30716,74,10803,0.22327,0.39228
686,686,2016,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,357,10803,0.91231,1.08641
687,687,2016,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.81035,1106,10803,0.76076,0.85912
688,688,2016,No migration background,Second Stage of Tertiary Education,Probably not,0.02304,39,10803,0.01852,0.02916
689,689,2016,No migration background,Second Stage of Tertiary Education,Probably,0.02966,45,10803,0.02144,0.04
690,690,2016,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.13695,173,10803,0.11553,0.15884
691,691,2016,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,46,10803,0.66619,1.37604
692,692,2016,Direct migration background,Primary Level,"No, definitely not",0.48579,150,10803,0.34198,0.62919
693,693,2016,Direct migration background,Primary Level,Probably not,0.07311,73,10803,0.0335,0.11615
694,694,2016,Direct migration background,Primary Level,Probably,0.166,250,10803,0.0998,0.25161
695,695,2016,Direct migration background,Primary Level,"Yes, definitely",0.2751,593,10803,0.21278,0.35243
696,696,2016,Direct migration background,Lower Secondary Level,"No, definitely not",0.64032,176,10803,0.51125,0.75195
697,697,2016,Direct migration background,Lower Secondary Level,Probably not,0.03873,50,10803,0.02631,0.05305
698,698,2016,Direct migration background,Lower Secondary Level,Probably,0.10891,161,10803,0.07916,0.14303
699,699,2016,Direct migration background,Lower Secondary Level,"Yes, definitely",0.21204,455,10803,0.16844,0.25083
700,700,2016,Direct migration background,Upper Secondary Level,"No, definitely not",0.54472,236,10803,0.46098,0.63803
701,701,2016,Direct migration background,Upper Secondary Level,Probably not,0.06418,45,10803,0.03381,0.11116
702,702,2016,Direct migration background,Upper Secondary Level,Probably,0.06806,153,10803,0.04706,0.08391
703,703,2016,Direct migration background,Upper Secondary Level,"Yes, definitely",0.32304,548,10803,0.25385,0.41894
704,704,2016,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.50727,77,10803,0.37649,0.63967
705,705,2016,Direct migration background,Post-secondary Non-tertiary Level,Probably,0.15476,47,10803,0.08378,0.23188
706,706,2016,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.33797,128,10803,0.23632,0.43514
707,707,2016,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.38845,116,10803,0.28192,0.48681
708,708,2016,Direct migration background,Second Stage of Tertiary Education,Probably not,0.07406,31,10803,0.02794,0.12684
709,709,2016,Direct migration background,Second Stage of Tertiary Education,Probably,0.09408,121,10803,0.05991,0.13477
710,710,2016,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.44342,567,10803,0.36833,0.52379
711,711,2016,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,46,10803,0.69324,1.40033
712,712,2016,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,76,10803,0.73649,1.28609
713,713,2016,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,127,10803,0.82223,1.19151
714,714,2017,No migration background,Pre-primary Level,"Yes, definitely",1.0,190,11780,0.84099,1.18753
715,715,2017,No migration background,Primary Level,"No, definitely not",0.72225,38,11780,0.53471,0.94004
716,716,2017,No migration background,Primary Level,"Yes, definitely",0.27775,31,11780,0.19608,0.37338
717,717,2017,No migration background,Lower Secondary Level,"No, definitely not",0.7732,600,11780,0.72266,0.8136
718,718,2017,No migration background,Lower Secondary Level,Probably not,0.02351,38,11780,0.01529,0.03279
719,719,2017,No migration background,Lower Secondary Level,Probably,0.05923,69,11780,0.04167,0.08218
720,720,2017,No migration background,Lower Secondary Level,"Yes, definitely",0.14405,205,11780,0.11928,0.16793
721,721,2017,No migration background,Upper Secondary Level,"No, definitely not",0.81166,2844,11780,0.78413,0.83605
722,722,2017,No migration background,Upper Secondary Level,Probably not,0.03642,140,11780,0.02989,0.04293
723,723,2017,No migration background,Upper Secondary Level,Probably,0.0308,170,11780,0.02527,0.03678
724,724,2017,No migration background,Upper Secondary Level,"Yes, definitely",0.12111,598,11780,0.11218,0.13228
725,725,2017,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.60478,111,11780,0.48856,0.7099
726,726,2017,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.39522,95,11780,0.2949,0.50319
727,727,2017,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,370,11780,0.90885,1.10123
728,728,2017,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.80924,1159,11780,0.75996,0.85176
729,729,2017,No migration background,Second Stage of Tertiary Education,Probably not,0.03136,50,11780,0.02273,0.03983
730,730,2017,No migration background,Second Stage of Tertiary Education,Probably,0.02582,39,11780,0.01762,0.03591
731,731,2017,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.13358,181,11780,0.11403,0.15505
732,732,2017,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,33,11780,0.65014,1.44917
733,733,2017,Direct migration background,Primary Level,"No, definitely not",0.4583,171,11780,0.32668,0.60775
734,734,2017,Direct migration background,Primary Level,Probably not,0.04799,96,11780,0.02246,0.08431
735,735,2017,Direct migration background,Primary Level,Probably,0.13569,276,11780,0.07869,0.20761
736,736,2017,Direct migration background,Primary Level,"Yes, definitely",0.35802,837,11780,0.28953,0.46058
737,737,2017,Direct migration background,Lower Secondary Level,"No, definitely not",0.60001,171,11780,0.48581,0.69862
738,738,2017,Direct migration background,Lower Secondary Level,Probably not,0.03262,33,11780,0.01381,0.05475
739,739,2017,Direct migration background,Lower Secondary Level,Probably,0.11352,198,11780,0.07695,0.16151
740,740,2017,Direct migration background,Lower Secondary Level,"Yes, definitely",0.25385,590,11780,0.19878,0.31153
741,741,2017,Direct migration background,Upper Secondary Level,"No, definitely not",0.53465,239,11780,0.47582,0.61008
742,742,2017,Direct migration background,Upper Secondary Level,Probably not,0.05392,44,11780,0.02426,0.10082
743,743,2017,Direct migration background,Upper Secondary Level,Probably,0.05938,145,11780,0.0432,0.07854
744,744,2017,Direct migration background,Upper Secondary Level,"Yes, definitely",0.35206,624,11780,0.27876,0.43277
745,745,2017,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.58817,82,11780,0.45728,0.75425
746,746,2017,Direct migration background,Post-secondary Non-tertiary Level,Probably,0.09956,43,11780,0.05169,0.14659
747,747,2017,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.31228,127,11780,0.22003,0.42082
748,748,2017,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.40026,119,11780,0.31527,0.4866
749,749,2017,Direct migration background,Second Stage of Tertiary Education,Probably,0.11817,116,11780,0.06882,0.17652
750,750,2017,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.48157,642,11780,0.39721,0.56767
751,751,2017,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,53,11780,0.70749,1.32899
752,752,2017,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,81,11780,0.77984,1.21472
753,753,2017,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,132,11780,0.81382,1.20918
754,754,2018,No migration background,Pre-primary Level,"Yes, definitely",1.0,153,10943,0.84232,1.17624
755,755,2018,No migration background,Primary Level,"No, definitely not",0.71961,38,10943,0.5234,0.91228
756,756,2018,No migration background,Primary Level,"Yes, definitely",0.28039,41,10943,0.20845,0.34366
757,757,2018,No migration background,Lower Secondary Level,"No, definitely not",0.79404,595,10943,0.75412,0.84612
758,758,2018,No migration background,Lower Secondary Level,Probably not,0.03116,43,10943,0.02234,0.04149
759,759,2018,No migration background,Lower Secondary Level,Probably,0.04484,70,10943,0.0355,0.0585
760,760,2018,No migration background,Lower Secondary Level,"Yes, definitely",0.12996,197,10943,0.10881,0.15349
761,761,2018,No migration background,Upper Secondary Level,"No, definitely not",0.819,2828,10943,0.79183,0.84494
762,762,2018,No migration background,Upper Secondary Level,Probably not,0.02894,147,10943,0.02431,0.03331
763,763,2018,No migration background,Upper Secondary Level,Probably,0.03382,169,10943,0.02654,0.0395
764,764,2018,No migration background,Upper Secondary Level,"Yes, definitely",0.11824,563,10943,0.10813,0.12733
765,765,2018,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.60732,122,10943,0.50188,0.71642
766,766,2018,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.39268,96,10943,0.30407,0.49467
767,767,2018,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,361,10943,0.90622,1.08261
768,768,2018,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.82182,1164,10943,0.77662,0.86763
769,769,2018,No migration background,Second Stage of Tertiary Education,Probably not,0.02412,43,10943,0.01804,0.03212
770,770,2018,No migration background,Second Stage of Tertiary Education,Probably,0.02516,35,10943,0.01867,0.03243
771,771,2018,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.1289,185,10943,0.11106,0.14874
772,772,2018,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,36,10943,0.63322,1.52028
773,773,2018,Direct migration background,Primary Level,"No, definitely not",0.46737,136,10943,0.34331,0.6056
774,774,2018,Direct migration background,Primary Level,Probably not,0.06239,61,10943,0.02525,0.12188
775,775,2018,Direct migration background,Primary Level,Probably,0.16964,267,10943,0.09587,0.25318
776,776,2018,Direct migration background,Primary Level,"Yes, definitely",0.30059,725,10943,0.225,0.38062
777,777,2018,Direct migration background,Lower Secondary Level,"No, definitely not",0.60347,170,10943,0.49462,0.71604
778,778,2018,Direct migration background,Lower Secondary Level,Probably not,0.04266,32,10943,0.02259,0.0717
779,779,2018,Direct migration background,Lower Secondary Level,Probably,0.08465,138,10943,0.06174,0.1132
780,780,2018,Direct migration background,Lower Secondary Level,"Yes, definitely",0.26922,495,10943,0.21676,0.34222
781,781,2018,Direct migration background,Upper Secondary Level,"No, definitely not",0.54149,224,10943,0.4553,0.64698
782,782,2018,Direct migration background,Upper Secondary Level,Probably not,0.05524,34,10943,0.02919,0.08322
783,783,2018,Direct migration background,Upper Secondary Level,Probably,0.06785,137,10943,0.05005,0.09386
784,784,2018,Direct migration background,Upper Secondary Level,"Yes, definitely",0.33542,485,10943,0.27175,0.40098
785,785,2018,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.61523,85,10943,0.46386,0.80443
786,786,2018,Direct migration background,Post-secondary Non-tertiary Level,Probably,0.10383,31,10943,0.04389,0.18615
787,787,2018,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.28093,102,10943,0.17079,0.41349
788,788,2018,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.46566,119,10943,0.32285,0.62868
789,789,2018,Direct migration background,Second Stage of Tertiary Education,Probably,0.09338,109,10943,0.05471,0.15077
790,790,2018,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.44096,469,10943,0.36081,0.5471
791,791,2018,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,53,10943,0.64671,1.39422
792,792,2018,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,75,10943,0.7864,1.30433
793,793,2018,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,110,10943,0.76821,1.2433
794,794,2019,No migration background,Pre-primary Level,"Yes, definitely",1.0,115,9955,0.74313,1.25955
795,795,2019,No migration background,Primary Level,"No, definitely not",1.0,32,9955,0.68681,1.3163
796,796,2019,No migration background,Lower Secondary Level,"No, definitely not",0.77672,534,9955,0.72185,0.84009
797,797,2019,No migration background,Lower Secondary Level,Probably not,0.02415,32,9955,0.01636,0.03189
798,798,2019,No migration background,Lower Secondary Level,Probably,0.06246,66,9955,0.04049,0.08889
799,799,2019,No migration background,Lower Secondary Level,"Yes, definitely",0.13667,194,9955,0.11404,0.16146
800,800,2019,No migration background,Upper Secondary Level,"No, definitely not",0.83422,2748,9955,0.80326,0.85682
801,801,2019,No migration background,Upper Secondary Level,Probably not,0.03169,145,9955,0.02602,0.03778
802,802,2019,No migration background,Upper Secondary Level,Probably,0.03242,161,9955,0.02769,0.03771
803,803,2019,No migration background,Upper Secondary Level,"Yes, definitely",0.10168,482,9955,0.09222,0.11249
804,804,2019,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.62264,125,9955,0.5177,0.75338
805,805,2019,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.37736,87,9955,0.30299,0.46843
806,806,2019,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,373,9955,0.8977,1.1225
807,807,2019,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.80454,1192,9955,0.76272,0.85393
808,808,2019,No migration background,Second Stage of Tertiary Education,Probably not,0.0259,49,9955,0.01947,0.03197
809,809,2019,No migration background,Second Stage of Tertiary Education,Probably,0.02928,40,9955,0.01793,0.03981
810,810,2019,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.14028,192,9955,0.11946,0.16261
