,Unnamed: 0,year,pgisced97,sampreg,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
585,585,2013,Second Stage of Tertiary Education,West,"No, definitely not",0.73747,829,10822,0.69223,0.79061
586,586,2013,Second Stage of Tertiary Education,West,Probably not,0.02761,42,10822,0.01854,0.03838
587,587,2013,Second Stage of Tertiary Education,West,Probably,0.03562,99,10822,0.02787,0.04627
588,588,2013,Second Stage of Tertiary Education,West,"Yes, definitely",0.1993,356,10822,0.17433,0.22587
589,589,2013,Second Stage of Tertiary Education,East,"No, definitely not",0.92945,428,10822,0.86679,1.01101
590,590,2013,Second Stage of Tertiary Education,East,"Yes, definitely",0.07055,56,10822,0.05444,0.09077
591,591,2014,Pre-primary Level,West,"Yes, definitely",1.0,252,9460,0.87295,1.13104
592,592,2014,Pre-primary Level,East,"Yes, definitely",1.0,41,9460,0.68191,1.36383
593,593,2014,Primary Level,West,"No, definitely not",0.60331,109,9460,0.48306,0.71711
594,594,2014,Primary Level,West,Probably,0.10838,43,9460,0.08166,0.13365
595,595,2014,Primary Level,West,"Yes, definitely",0.28831,90,9460,0.2184,0.37653
596,596,2014,Lower Secondary Level,West,"No, definitely not",0.73315,756,9460,0.69625,0.77298
597,597,2014,Lower Secondary Level,West,Probably not,0.02008,49,9460,0.01458,0.02733
598,598,2014,Lower Secondary Level,West,Probably,0.05667,132,9460,0.04621,0.0694
599,599,2014,Lower Secondary Level,West,"Yes, definitely",0.1901,400,9460,0.16985,0.21064
600,600,2014,Lower Secondary Level,East,"No, definitely not",0.65434,129,9460,0.58455,0.72607
601,601,2014,Lower Secondary Level,East,"Yes, definitely",0.34566,81,9460,0.22823,0.49281
602,602,2014,Upper Secondary Level,West,"No, definitely not",0.74684,2400,9460,0.72234,0.76917
603,603,2014,Upper Secondary Level,West,Probably not,0.04036,168,9460,0.03378,0.04622
604,604,2014,Upper Secondary Level,West,Probably,0.04805,265,9460,0.03993,0.05661
605,605,2014,Upper Secondary Level,West,"Yes, definitely",0.16475,805,9460,0.14886,0.18002
606,606,2014,Upper Secondary Level,East,"No, definitely not",0.69667,784,9460,0.65789,0.7296
607,607,2014,Upper Secondary Level,East,Probably not,0.04985,56,9460,0.03855,0.05978
608,608,2014,Upper Secondary Level,East,Probably,0.06838,89,9460,0.05323,0.08998
609,609,2014,Upper Secondary Level,East,"Yes, definitely",0.1851,257,9460,0.16206,0.20798
610,610,2014,Post-secondary Non-tertiary Level,West,"No, definitely not",0.59972,158,9460,0.51422,0.69948
611,611,2014,Post-secondary Non-tertiary Level,West,Probably,0.11083,53,9460,0.06851,0.15734
612,612,2014,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.28945,151,9460,0.24767,0.35128
613,613,2014,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,34,9460,0.69827,1.34304
614,614,2014,First Stage of Tertiary Education,West,"No, definitely not",0.92323,260,9460,0.83341,1.01506
615,615,2014,First Stage of Tertiary Education,West,"Yes, definitely",0.07677,33,9460,0.03931,0.11355
616,616,2014,First Stage of Tertiary Education,East,"No, definitely not",1.0,143,9460,0.87055,1.13554
617,617,2014,Second Stage of Tertiary Education,West,"No, definitely not",0.72537,797,9460,0.67833,0.77497
618,618,2014,Second Stage of Tertiary Education,West,Probably not,0.03442,53,9460,0.02377,0.04582
619,619,2014,Second Stage of Tertiary Education,West,Probably,0.04149,77,9460,0.03039,0.05719
620,620,2014,Second Stage of Tertiary Education,West,"Yes, definitely",0.19871,299,9460,0.17292,0.22566
621,621,2014,Second Stage of Tertiary Education,East,"No, definitely not",0.88021,425,9460,0.80247,0.95619
622,622,2014,Second Stage of Tertiary Education,East,"Yes, definitely",0.11979,71,9460,0.09144,0.14375
623,623,2015,Pre-primary Level,West,"Yes, definitely",1.0,216,9446,0.84385,1.15785
624,624,2015,Pre-primary Level,East,"Yes, definitely",1.0,38,9446,0.67201,1.432
625,625,2015,Primary Level,West,"No, definitely not",0.55662,104,9446,0.45223,0.69032
626,626,2015,Primary Level,West,Probably,0.1669,58,9446,0.12053,0.21563
627,627,2015,Primary Level,West,"Yes, definitely",0.27648,100,9446,0.21055,0.35441
628,628,2015,Lower Secondary Level,West,"No, definitely not",0.7292,704,9446,0.68756,0.77644
629,629,2015,Lower Secondary Level,West,Probably not,0.02671,61,9446,0.01838,0.03535
630,630,2015,Lower Secondary Level,West,Probably,0.0709,151,9446,0.05724,0.08845
631,631,2015,Lower Secondary Level,West,"Yes, definitely",0.17319,385,9446,0.15229,0.19871
632,632,2015,Lower Secondary Level,East,"No, definitely not",0.74273,121,9446,0.65663,0.84905
633,633,2015,Lower Secondary Level,East,"Yes, definitely",0.25727,59,9446,0.14104,0.39198
634,634,2015,Upper Secondary Level,West,"No, definitely not",0.75749,2345,9446,0.73363,0.78375
635,635,2015,Upper Secondary Level,West,Probably not,0.0346,169,9446,0.02863,0.04032
636,636,2015,Upper Secondary Level,West,Probably,0.04032,244,9446,0.03267,0.04781
637,637,2015,Upper Secondary Level,West,"Yes, definitely",0.16759,855,9446,0.15073,0.18731
638,638,2015,Upper Secondary Level,East,"No, definitely not",0.72399,790,9446,0.67868,0.77411
639,639,2015,Upper Secondary Level,East,Probably not,0.05745,68,9446,0.04356,0.07288
640,640,2015,Upper Secondary Level,East,Probably,0.0495,65,9446,0.03684,0.06345
641,641,2015,Upper Secondary Level,East,"Yes, definitely",0.16906,250,9446,0.14802,0.19474
642,642,2015,Post-secondary Non-tertiary Level,West,"No, definitely not",0.56327,162,9446,0.47853,0.6558
643,643,2015,Post-secondary Non-tertiary Level,West,Probably,0.05854,49,9446,0.04196,0.07905
644,644,2015,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.37818,198,9446,0.30097,0.44294
645,645,2015,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,38,9446,0.57516,1.60835
646,646,2015,First Stage of Tertiary Education,West,"No, definitely not",1.0,259,9446,0.90248,1.09742
647,647,2015,First Stage of Tertiary Education,East,"No, definitely not",1.0,143,9446,0.86186,1.16387
648,648,2015,Second Stage of Tertiary Education,West,"No, definitely not",0.70997,822,9446,0.66704,0.75954
649,649,2015,Second Stage of Tertiary Education,West,Probably not,0.04903,69,9446,0.03524,0.06508
650,650,2015,Second Stage of Tertiary Education,West,Probably,0.03731,84,9446,0.02627,0.05113
651,651,2015,Second Stage of Tertiary Education,West,"Yes, definitely",0.20369,365,9446,0.17783,0.23287
652,652,2015,Second Stage of Tertiary Education,East,"No, definitely not",0.89979,411,9446,0.81814,0.9843
653,653,2015,Second Stage of Tertiary Education,East,"Yes, definitely",0.10021,63,9446,0.07386,0.12945
654,654,2016,Pre-primary Level,West,"Yes, definitely",1.0,216,10899,0.8507,1.20174
655,655,2016,Primary Level,West,"No, definitely not",0.54239,167,10899,0.39758,0.70021
656,656,2016,Primary Level,West,Probably not,0.05079,68,10899,0.02666,0.07619
657,657,2016,Primary Level,West,Probably,0.17486,217,10899,0.10762,0.25424
658,658,2016,Primary Level,West,"Yes, definitely",0.23196,507,10899,0.18291,0.28483
659,659,2016,Primary Level,East,Probably,0.32156,57,10899,0.17737,0.53257
660,660,2016,Primary Level,East,"Yes, definitely",0.67844,120,10899,0.38007,1.10421
661,661,2016,Lower Secondary Level,West,"No, definitely not",0.70389,671,10899,0.66063,0.75302
662,662,2016,Lower Secondary Level,West,Probably not,0.02398,82,10899,0.01836,0.0312
663,663,2016,Lower Secondary Level,West,Probably,0.0632,205,10899,0.05122,0.07755
664,664,2016,Lower Secondary Level,West,"Yes, definitely",0.20893,592,10899,0.17553,0.24725
665,665,2016,Lower Secondary Level,East,"No, definitely not",0.67082,117,10899,0.59032,0.77187
666,666,2016,Lower Secondary Level,East,Probably,0.1348,41,10899,0.05504,0.24932
667,667,2016,Lower Secondary Level,East,"Yes, definitely",0.19437,110,10899,0.1437,0.2473
668,668,2016,Upper Secondary Level,West,"No, definitely not",0.7685,2200,10899,0.74364,0.79784
669,669,2016,Upper Secondary Level,West,Probably not,0.03756,157,10899,0.02889,0.04726
670,670,2016,Upper Secondary Level,West,Probably,0.03778,271,10899,0.03102,0.04603
671,671,2016,Upper Secondary Level,West,"Yes, definitely",0.15616,937,10899,0.14176,0.17083
672,672,2016,Upper Secondary Level,East,"No, definitely not",0.70098,750,10899,0.65564,0.75185
673,673,2016,Upper Secondary Level,East,Probably not,0.05063,47,10899,0.0303,0.07631
674,674,2016,Upper Secondary Level,East,Probably,0.07105,76,10899,0.05213,0.09706
675,675,2016,Upper Secondary Level,East,"Yes, definitely",0.17734,282,10899,0.14658,0.20819
676,676,2016,Post-secondary Non-tertiary Level,West,"No, definitely not",0.53495,156,10899,0.4528,0.62278
677,677,2016,Post-secondary Non-tertiary Level,West,Probably,0.14458,73,10899,0.0921,0.19945
678,678,2016,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.32047,180,10899,0.24069,0.39951
679,679,2016,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,33,10899,0.60283,1.56763
680,680,2016,First Stage of Tertiary Education,West,"No, definitely not",1.0,248,10899,0.91045,1.12434
681,681,2016,First Stage of Tertiary Education,East,"No, definitely not",1.0,134,10899,0.83101,1.17641
682,682,2016,Second Stage of Tertiary Education,West,"No, definitely not",0.71065,828,10899,0.66122,0.75886
683,683,2016,Second Stage of Tertiary Education,West,Probably not,0.03432,61,10899,0.02415,0.04663
684,684,2016,Second Stage of Tertiary Education,West,Probably,0.0424,142,10899,0.02959,0.05569
685,685,2016,Second Stage of Tertiary Education,West,"Yes, definitely",0.21264,633,10899,0.18016,0.247
686,686,2016,Second Stage of Tertiary Education,East,"No, definitely not",0.83068,396,10899,0.75288,0.90281
687,687,2016,Second Stage of Tertiary Education,East,"Yes, definitely",0.16932,125,10899,0.116,0.24504
688,688,2017,Pre-primary Level,West,"Yes, definitely",1.0,228,11998,0.84155,1.14332
689,689,2017,Pre-primary Level,East,"Yes, definitely",1.0,48,11998,0.62861,1.51799
690,690,2017,Primary Level,West,"No, definitely not",0.48777,192,11998,0.38066,0.60101
691,691,2017,Primary Level,West,Probably not,0.07836,95,11998,0.04636,0.11689
692,692,2017,Primary Level,West,Probably,0.13447,246,11998,0.08158,0.2056
693,693,2017,Primary Level,West,"Yes, definitely",0.2994,724,11998,0.23699,0.36249
694,694,2017,Primary Level,East,Probably,0.34871,49,11998,0.11398,0.65697
695,695,2017,Primary Level,East,"Yes, definitely",0.65129,153,11998,0.50962,0.81223
696,696,2017,Lower Secondary Level,West,"No, definitely not",0.71424,673,11998,0.67303,0.77117
697,697,2017,Lower Secondary Level,West,Probably not,0.02735,62,11998,0.01892,0.03751
698,698,2017,Lower Secondary Level,West,Probably,0.05689,237,11998,0.04806,0.06967
699,699,2017,Lower Secondary Level,West,"Yes, definitely",0.20152,730,11998,0.17323,0.23007
700,700,2017,Lower Secondary Level,East,"No, definitely not",0.55868,109,11998,0.47359,0.6268
701,701,2017,Lower Secondary Level,East,Probably,0.197,43,11998,0.09268,0.34925
702,702,2017,Lower Secondary Level,East,"Yes, definitely",0.24432,146,11998,0.18387,0.31331
703,703,2017,Upper Secondary Level,West,"No, definitely not",0.76876,2293,11998,0.74023,0.79656
704,704,2017,Upper Secondary Level,West,Probably not,0.03777,146,11998,0.03203,0.04584
705,705,2017,Upper Secondary Level,West,Probably,0.03432,266,11998,0.02799,0.04001
706,706,2017,Upper Secondary Level,West,"Yes, definitely",0.15916,1063,11998,0.14457,0.1724
707,707,2017,Upper Secondary Level,East,"No, definitely not",0.73296,811,11998,0.6952,0.78175
708,708,2017,Upper Secondary Level,East,Probably not,0.04375,50,11998,0.03218,0.05905
709,709,2017,Upper Secondary Level,East,Probably,0.04904,78,11998,0.0349,0.0617
710,710,2017,Upper Secondary Level,East,"Yes, definitely",0.17425,291,11998,0.14445,0.20913
711,711,2017,Post-secondary Non-tertiary Level,West,"No, definitely not",0.50663,163,11998,0.43195,0.5895
712,712,2017,Post-secondary Non-tertiary Level,West,Probably not,0.10534,42,11998,0.06654,0.16224
713,713,2017,Post-secondary Non-tertiary Level,West,Probably,0.07811,62,11998,0.05821,0.10027
714,714,2017,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.30992,198,11998,0.24022,0.37947
715,715,2017,Post-secondary Non-tertiary Level,East,"No, definitely not",0.46882,34,11998,0.34902,0.61085
716,716,2017,Post-secondary Non-tertiary Level,East,"Yes, definitely",0.53118,40,11998,0.35528,0.7161
717,717,2017,First Stage of Tertiary Education,West,"No, definitely not",1.0,259,11998,0.88701,1.1179
718,718,2017,First Stage of Tertiary Education,East,"No, definitely not",1.0,137,11998,0.8257,1.17482
719,719,2017,Second Stage of Tertiary Education,West,"No, definitely not",0.71315,866,11998,0.66611,0.76839
720,720,2017,Second Stage of Tertiary Education,West,Probably not,0.04384,64,11998,0.03222,0.05855
721,721,2017,Second Stage of Tertiary Education,West,Probably,0.04523,139,11998,0.03167,0.06068
722,722,2017,Second Stage of Tertiary Education,West,"Yes, definitely",0.19777,719,11998,0.16784,0.2245
723,723,2017,Second Stage of Tertiary Education,East,"No, definitely not",0.84247,417,11998,0.77974,0.92653
724,724,2017,Second Stage of Tertiary Education,East,"Yes, definitely",0.15753,125,11998,0.10082,0.21993
725,725,2018,Pre-primary Level,West,"Yes, definitely",1.0,199,11090,0.8414,1.19116
726,726,2018,Pre-primary Level,East,"Yes, definitely",1.0,43,11090,0.74779,1.3422
727,727,2018,Primary Level,West,"No, definitely not",0.46505,162,11090,0.35662,0.5759
728,728,2018,Primary Level,West,Probably not,0.09633,65,11090,0.04519,0.14389
729,729,2018,Primary Level,West,Probably,0.16207,229,11090,0.09827,0.23868
730,730,2018,Primary Level,West,"Yes, definitely",0.27655,670,11090,0.21799,0.34192
731,731,2018,Primary Level,East,Probably,0.38733,56,11090,0.1865,0.6709
732,732,2018,Primary Level,East,"Yes, definitely",0.61267,109,11090,0.46565,0.77121
733,733,2018,Lower Secondary Level,West,"No, definitely not",0.7193,645,11090,0.66824,0.76945
734,734,2018,Lower Secondary Level,West,Probably not,0.03453,68,11090,0.02598,0.04645
735,735,2018,Lower Secondary Level,West,Probably,0.05339,184,11090,0.04222,0.0661
736,736,2018,Lower Secondary Level,West,"Yes, definitely",0.19278,644,11090,0.1637,0.22578
737,737,2018,Lower Secondary Level,East,"No, definitely not",0.67177,128,11090,0.58703,0.76869
738,738,2018,Lower Secondary Level,East,Probably,0.09087,37,11090,0.04584,0.15243
739,739,2018,Lower Secondary Level,East,"Yes, definitely",0.23736,123,11090,0.18001,0.30039
740,740,2018,Upper Secondary Level,West,"No, definitely not",0.7858,2267,11090,0.75665,0.81453
741,741,2018,Upper Secondary Level,West,Probably not,0.03285,142,11090,0.02684,0.03974
742,742,2018,Upper Secondary Level,West,Probably,0.0347,243,11090,0.02721,0.04193
743,743,2018,Upper Secondary Level,West,"Yes, definitely",0.14666,912,11090,0.13408,0.16206
744,744,2018,Upper Secondary Level,East,"No, definitely not",0.73365,814,11090,0.68705,0.78549
745,745,2018,Upper Secondary Level,East,Probably not,0.03231,48,11090,0.02585,0.0403
746,746,2018,Upper Secondary Level,East,Probably,0.05857,83,11090,0.04436,0.07486
747,747,2018,Upper Secondary Level,East,"Yes, definitely",0.17547,246,11090,0.14027,0.2124
748,748,2018,Post-secondary Non-tertiary Level,West,"No, definitely not",0.58345,183,11090,0.49893,0.68165
749,749,2018,Post-secondary Non-tertiary Level,West,Probably,0.09643,52,11090,0.05163,0.14866
750,750,2018,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.32011,174,11090,0.25363,0.38797
751,751,2018,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,38,11090,0.48214,1.58607
752,752,2018,First Stage of Tertiary Education,West,"No, definitely not",1.0,252,11090,0.89594,1.12025
753,753,2018,First Stage of Tertiary Education,East,"No, definitely not",1.0,128,11090,0.81193,1.1864
754,754,2018,Second Stage of Tertiary Education,West,"No, definitely not",0.72314,871,11090,0.68125,0.7698
755,755,2018,Second Stage of Tertiary Education,West,Probably not,0.03977,53,11090,0.0283,0.05362
756,756,2018,Second Stage of Tertiary Education,West,Probably,0.03928,126,11090,0.02817,0.05119
757,757,2018,Second Stage of Tertiary Education,West,"Yes, definitely",0.19781,567,11090,0.16865,0.22271
758,758,2018,Second Stage of Tertiary Education,East,"No, definitely not",0.84396,416,11090,0.78934,0.9318
759,759,2018,Second Stage of Tertiary Education,East,"Yes, definitely",0.15604,113,11090,0.10145,0.21476
760,760,2019,Pre-primary Level,West,"Yes, definitely",1.0,172,10147,0.79423,1.18458
761,761,2019,Pre-primary Level,East,"Yes, definitely",1.0,33,10147,0.56372,1.4764
762,762,2019,Primary Level,West,"No, definitely not",0.48031,180,10147,0.37957,0.60464
763,763,2019,Primary Level,West,Probably not,0.10276,38,10147,0.03343,0.19311
764,764,2019,Primary Level,West,Probably,0.16127,187,10147,0.08908,0.23802
765,765,2019,Primary Level,West,"Yes, definitely",0.25566,568,10147,0.20737,0.31769
766,766,2019,Primary Level,East,Probably,0.31822,32,10147,0.09356,0.57965
767,767,2019,Primary Level,East,"Yes, definitely",0.68178,104,10147,0.38615,1.19765
768,768,2019,Lower Secondary Level,West,"No, definitely not",0.71353,591,10147,0.66324,0.76299
769,769,2019,Lower Secondary Level,West,Probably not,0.03426,56,10147,0.02339,0.04322
770,770,2019,Lower Secondary Level,West,Probably,0.06917,140,10147,0.04957,0.09527
771,771,2019,Lower Secondary Level,West,"Yes, definitely",0.18304,539,10147,0.15207,0.21927
772,772,2019,Lower Secondary Level,East,"No, definitely not",0.64973,113,10147,0.53952,0.77831
773,773,2019,Lower Secondary Level,East,Probably,0.16089,41,10147,0.07188,0.29117
774,774,2019,Lower Secondary Level,East,"Yes, definitely",0.18938,91,10147,0.1289,0.23887
775,775,2019,Upper Secondary Level,West,"No, definitely not",0.7919,2210,10147,0.76253,0.82492
776,776,2019,Upper Secondary Level,West,Probably not,0.03268,125,10147,0.02666,0.03847
777,777,2019,Upper Secondary Level,West,Probably,0.03486,213,10147,0.0288,0.04215
778,778,2019,Upper Secondary Level,West,"Yes, definitely",0.14056,765,10147,0.12564,0.15796
779,779,2019,Upper Secondary Level,East,"No, definitely not",0.78604,785,10147,0.73687,0.84028
780,780,2019,Upper Secondary Level,East,Probably not,0.03669,51,10147,0.02639,0.05011
781,781,2019,Upper Secondary Level,East,Probably,0.04852,75,10147,0.03674,0.0598
782,782,2019,Upper Secondary Level,East,"Yes, definitely",0.12876,178,10147,0.102,0.16084
783,783,2019,Post-secondary Non-tertiary Level,West,"No, definitely not",0.56708,176,10147,0.46749,0.662
784,784,2019,Post-secondary Non-tertiary Level,West,Probably,0.12331,48,10147,0.07845,0.17212
785,785,2019,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.30962,161,10147,0.2465,0.37557
786,786,2019,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,34,10147,0.69207,1.35657
787,787,2019,First Stage of Tertiary Education,West,"No, definitely not",1.0,258,10147,0.88809,1.11062
788,788,2019,First Stage of Tertiary Education,East,"No, definitely not",1.0,132,10147,0.82585,1.1758
789,789,2019,Second Stage of Tertiary Education,West,"No, definitely not",0.72328,915,10147,0.67751,0.77918
790,790,2019,Second Stage of Tertiary Education,West,Probably not,0.0302,58,10147,0.0217,0.04074
791,791,2019,Second Stage of Tertiary Education,West,Probably,0.04534,110,10147,0.0306,0.06176
792,792,2019,Second Stage of Tertiary Education,West,"Yes, definitely",0.20118,457,10147,0.16748,0.24437
793,793,2019,Second Stage of Tertiary Education,East,"No, definitely not",0.83064,422,10147,0.75225,0.92345
794,794,2019,Second Stage of Tertiary Education,East,"Yes, definitely",0.16936,89,10147,0.11586,0.233
795,795,2020,Pre-primary Level,West,"Yes, definitely",1.0,183,10056,0.83889,1.16665
796,796,2020,Pre-primary Level,East,"Yes, definitely",1.0,39,10056,0.6387,1.49959
797,797,2020,Primary Level,West,"No, definitely not",0.51721,162,10056,0.38855,0.65241
798,798,2020,Primary Level,West,Probably not,0.08781,52,10056,0.04172,0.14362
799,799,2020,Primary Level,West,Probably,0.13138,189,10056,0.07003,0.19811
800,800,2020,Primary Level,West,"Yes, definitely",0.2636,586,10056,0.21819,0.31945
801,801,2020,Primary Level,East,Probably,0.49741,37,10056,0.09811,1.06337
802,802,2020,Primary Level,East,"Yes, definitely",0.50259,115,10056,0.39844,0.62538
803,803,2020,Lower Secondary Level,West,"No, definitely not",0.7133,562,10056,0.6629,0.76885
804,804,2020,Lower Secondary Level,West,Probably not,0.04192,76,10056,0.03002,0.05978
805,805,2020,Lower Secondary Level,West,Probably,0.07567,178,10056,0.05823,0.09862
806,806,2020,Lower Secondary Level,West,"Yes, definitely",0.1691,553,10056,0.13989,0.20596
807,807,2020,Lower Secondary Level,East,"No, definitely not",0.57422,99,10056,0.50002,0.66833
808,808,2020,Lower Secondary Level,East,Probably,0.15635,38,10056,0.07441,0.26814
809,809,2020,Lower Secondary Level,East,"Yes, definitely",0.26943,112,10056,0.19896,0.37497
810,810,2020,Upper Secondary Level,West,"No, definitely not",0.77785,2077,10056,0.75138,0.81135
811,811,2020,Upper Secondary Level,West,Probably not,0.03547,126,10056,0.02769,0.04377
812,812,2020,Upper Secondary Level,West,Probably,0.03628,227,10056,0.02884,0.04306
813,813,2020,Upper Secondary Level,West,"Yes, definitely",0.1504,818,10056,0.13423,0.16638
814,814,2020,Upper Secondary Level,East,"No, definitely not",0.7576,736,10056,0.70378,0.81892
815,815,2020,Upper Secondary Level,East,Probably not,0.04811,51,10056,0.0358,0.06782
816,816,2020,Upper Secondary Level,East,Probably,0.0651,68,10056,0.04644,0.08998
817,817,2020,Upper Secondary Level,East,"Yes, definitely",0.1292,192,10056,0.10726,0.15145
818,818,2020,Post-secondary Non-tertiary Level,West,"No, definitely not",0.54027,186,10056,0.45185,0.64447
819,819,2020,Post-secondary Non-tertiary Level,West,Probably,0.13198,53,10056,0.07247,0.18408
820,820,2020,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.32775,164,10056,0.25332,0.41433
821,821,2020,First Stage of Tertiary Education,West,"No, definitely not",1.0,240,10056,0.85664,1.13582
822,822,2020,First Stage of Tertiary Education,East,"No, definitely not",1.0,122,10056,0.84062,1.19052
823,823,2020,Second Stage of Tertiary Education,West,"No, definitely not",0.72518,894,10056,0.66918,0.77879
824,824,2020,Second Stage of Tertiary Education,West,Probably not,0.03653,68,10056,0.02611,0.04986
825,825,2020,Second Stage of Tertiary Education,West,Probably,0.04393,87,10056,0.02599,0.06165
826,826,2020,Second Stage of Tertiary Education,West,"Yes, definitely",0.19435,475,10056,0.16769,0.2347
827,827,2020,Second Stage of Tertiary Education,East,"No, definitely not",0.88648,405,10056,0.79228,0.97622
828,828,2020,Second Stage of Tertiary Education,East,"Yes, definitely",0.11352,86,10056,0.07975,0.15067
829,829,2021,Pre-primary Level,West,"Yes, definitely",1.0,78,6536,0.68232,1.40475
830,830,2021,Primary Level,West,"No, definitely not",0.51941,86,6536,0.29315,0.81055
831,831,2021,Primary Level,West,Probably,0.20366,157,6536,0.10664,0.3372
832,832,2021,Primary Level,West,"Yes, definitely",0.27693,265,6536,0.20965,0.36112
833,833,2021,Primary Level,East,"Yes, definitely",1.0,51,6536,0.59757,1.39307
834,834,2021,Lower Secondary Level,West,"No, definitely not",0.63809,322,6536,0.56227,0.71278
835,835,2021,Lower Secondary Level,West,Probably not,0.05697,39,6536,0.03779,0.0793
836,836,2021,Lower Secondary Level,West,Probably,0.13229,146,6536,0.08619,0.18763
837,837,2021,Lower Secondary Level,West,"Yes, definitely",0.17264,295,6536,0.13947,0.21764
838,838,2021,Lower Secondary Level,East,"No, definitely not",0.73184,60,6536,0.56777,0.92529
839,839,2021,Lower Secondary Level,East,"Yes, definitely",0.26816,47,6536,0.18225,0.36037
840,840,2021,Upper Secondary Level,West,"No, definitely not",0.75424,1406,6536,0.71725,0.79563
841,841,2021,Upper Secondary Level,West,Probably not,0.04253,99,6536,0.03355,0.05314
842,842,2021,Upper Secondary Level,West,Probably,0.04104,172,6536,0.03192,0.05214
843,843,2021,Upper Secondary Level,West,"Yes, definitely",0.16219,552,6536,0.14125,0.1865
844,844,2021,Upper Secondary Level,East,"No, definitely not",0.82174,498,6536,0.75093,0.90372
845,845,2021,Upper Secondary Level,East,Probably,0.05349,40,6536,0.03193,0.0879
846,846,2021,Upper Secondary Level,East,"Yes, definitely",0.12477,126,6536,0.0929,0.15812
847,847,2021,Post-secondary Non-tertiary Level,West,"No, definitely not",0.59392,145,6536,0.473,0.73552
848,848,2021,Post-secondary Non-tertiary Level,West,Probably,0.12326,36,6536,0.06567,0.20516
849,849,2021,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.28283,98,6536,0.21297,0.36675
850,850,2021,First Stage of Tertiary Education,West,"No, definitely not",1.0,186,6536,0.86792,1.15707
851,851,2021,First Stage of Tertiary Education,East,"No, definitely not",1.0,90,6536,0.76498,1.25722
852,852,2021,Second Stage of Tertiary Education,West,"No, definitely not",0.70158,726,6536,0.65367,0.75449
853,853,2021,Second Stage of Tertiary Education,West,Probably not,0.03684,49,6536,0.0283,0.04715
854,854,2021,Second Stage of Tertiary Education,West,Probably,0.06608,90,6536,0.04279,0.09027
855,855,2021,Second Stage of Tertiary Education,West,"Yes, definitely",0.19551,305,6536,0.16158,0.23363
856,856,2021,Second Stage of Tertiary Education,East,"No, definitely not",0.85475,307,6536,0.75765,0.93726
857,857,2021,Second Stage of Tertiary Education,East,"Yes, definitely",0.14525,65,6536,0.09077,0.20629
