year,bula_h,migback,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.28200,60,196,0.21884,0.34516
2007,Saxony,No migration background,"No, definitely not",0.68133,430,609,0.64429,0.71837
2007,Saxony,No migration background,Probably,0.05548,31,609,0.03728,0.07368
2007,Saxony,No migration background,"Yes, definitely",0.22950,148,609,0.19608,0.26293
2007,Saxony-Anhalt,No migration background,"No, definitely not",0.70756,246,345,0.65949,0.75563
2007,Saxony-Anhalt,No migration background,"Yes, definitely",0.21768,99,345,0.17407,0.26129
2007,Thuringa,No migration background,"No, definitely not",0.68381,270,394,0.63784,0.72978
2007,Thuringa,No migration background,Probably,0.09351,36,394,0.06472,0.12229
2007,Thuringa,No migration background,"Yes, definitely",0.19196,88,394,0.15302,0.23090
2008,Schleswig-Holstein,No migration background,"No, definitely not",0.77289,169,214,0.71662,0.82915
2008,Schleswig-Holstein,No migration background,"Yes, definitely",0.17314,45,214,0.12233,0.22395
2008,Hamburg,No migration background,"No, definitely not",0.83242,81,81,0.75058,0.91427
2008,Lower Saxony,No migration background,"No, definitely not",0.77290,479,581,0.73880,0.80700
2008,Lower Saxony,No migration background,"Yes, definitely",0.15212,102,581,0.12290,0.18135
2008,Lower Saxony,Direct migration background,"No, definitely not",0.64051,40,40,0.48991,0.79111
2008,Bremen,No migration background,"No, definitely not",0.80291,40,40,0.67806,0.92776
2008,North Rhine-Westphalia,No migration background,"No, definitely not",0.77204,1000,1320,0.74940,0.79468
2008,North Rhine-Westphalia,No migration background,Probably not,0.03206,49,1320,0.02255,0.04156
2008,North Rhine-Westphalia,No migration background,Probably,0.04657,68,1320,0.03520,0.05795
2008,North Rhine-Westphalia,No migration background,"Yes, definitely",0.14933,203,1320,0.13010,0.16857
2008,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.63665,157,205,0.57065,0.70265
2008,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.25488,48,205,0.19508,0.31468
2008,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.62974,53,53,0.49850,0.76099
2008,Hesse,No migration background,"No, definitely not",0.72153,289,359,0.67510,0.76797
2008,Hesse,No migration background,"Yes, definitely",0.18892,70,359,0.14837,0.22947
2008,Hesse,Direct migration background,"No, definitely not",0.64294,55,55,0.51515,0.77074
2008,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.78459,306,359,0.74200,0.82718
2008,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.13433,53,359,0.09901,0.16966
2008,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.50145,33,33,0.32821,0.67469
2008,Baden-Wuerttemberg,No migration background,"No, definitely not",0.80734,506,649,0.77697,0.83770
2008,Baden-Wuerttemberg,No migration background,Probably,0.04057,35,649,0.02538,0.05576
2008,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.11954,108,649,0.09456,0.14452
2008,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.72862,135,135,0.65333,0.80391
2008,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.59416,36,36,0.43148,0.75685
2008,Bavaria,No migration background,"No, definitely not",0.77988,646,829,0.75166,0.80810
2008,Bavaria,No migration background,Probably,0.04935,43,829,0.03460,0.06411
2008,Bavaria,No migration background,"Yes, definitely",0.14972,140,829,0.12541,0.17402
2008,Bavaria,Direct migration background,"No, definitely not",0.76799,97,97,0.68355,0.85243
2008,Berlin,No migration background,"No, definitely not",0.63574,162,223,0.57244,0.69904
2008,Berlin,No migration background,"Yes, definitely",0.24030,61,223,0.18409,0.29651
2008,Brandenburg,No migration background,"No, definitely not",0.66624,257,355,0.61711,0.71536
2008,Brandenburg,No migration background,"Yes, definitely",0.25888,98,355,0.21325,0.30451
2008,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.65485,150,210,0.59040,0.71931
2008,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.26779,60,210,0.20776,0.32783
2008,Saxony,No migration background,"No, definitely not",0.69874,405,537,0.65990,0.73758
2008,Saxony,No migration background,"Yes, definitely",0.21484,132,537,0.18007,0.24961
2008,Saxony-Anhalt,No migration background,"No, definitely not",0.71210,231,310,0.66162,0.76259
2008,Saxony-Anhalt,No migration background,"Yes, definitely",0.18670,79,310,0.14326,0.23015
2008,Thuringa,No migration background,"No, definitely not",0.65873,263,360,0.60969,0.70778
2008,Thuringa,No migration background,"Yes, definitely",0.24519,97,360,0.20068,0.28969
2009,Schleswig-Holstein,No migration background,"No, definitely not",0.79003,160,160,0.72672,0.85334
2009,Hamburg,No migration background,"No, definitely not",0.82129,76,76,0.73458,0.90799
2009,Lower Saxony,No migration background,"No, definitely not",0.77955,473,567,0.74540,0.81370
2009,Lower Saxony,No migration background,"Yes, definitely",0.16459,94,567,0.13404,0.19514
2009,Lower Saxony,Direct migration background,"No, definitely not",0.71894,37,37,0.57210,0.86578
2009,Bremen,No migration background,"No, definitely not",0.70257,39,39,0.55722,0.84791
2009,North Rhine-Westphalia,No migration background,"No, definitely not",0.76325,934,1196,0.73915,0.78735
2009,North Rhine-Westphalia,No migration background,Probably,0.04790,56,1196,0.03580,0.06001
2009,North Rhine-Westphalia,No migration background,"Yes, definitely",0.16467,206,1196,0.14364,0.18570
2009,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.59482,135,179,0.52269,0.66694
2009,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.26653,44,179,0.20157,0.33148
2009,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.66568,50,50,0.53359,0.79777
2009,Hesse,No migration background,"No, definitely not",0.72330,261,333,0.67518,0.77142
2009,Hesse,No migration background,"Yes, definitely",0.18949,72,333,0.14733,0.23164
2009,Hesse,Direct migration background,"No, definitely not",0.72418,46,46,0.59360,0.85476
2009,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.75527,269,324,0.70838,0.80215
2009,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.13022,55,324,0.09352,0.16692
2009,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.49942,31,31,0.32050,0.67835
2009,Baden-Wuerttemberg,No migration background,"No, definitely not",0.75311,451,560,0.71737,0.78886
2009,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.17612,109,560,0.14454,0.20770
2009,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.72326,103,103,0.63643,0.81008
2009,Bavaria,No migration background,"No, definitely not",0.80566,626,823,0.77861,0.83271
2009,Bavaria,No migration background,Probably not,0.02703,36,823,0.01594,0.03811
2009,Bavaria,No migration background,Probably,0.03620,36,823,0.02343,0.04897
2009,Bavaria,No migration background,"Yes, definitely",0.13111,125,823,0.10804,0.15419
2009,Bavaria,Direct migration background,"No, definitely not",0.71814,89,89,0.62414,0.81214
2009,Berlin,No migration background,"No, definitely not",0.66562,159,211,0.60181,0.72943
2009,Berlin,No migration background,"Yes, definitely",0.21052,52,211,0.15538,0.26566
2009,Brandenburg,No migration background,"No, definitely not",0.71978,256,332,0.67140,0.76816
2009,Brandenburg,No migration background,"Yes, definitely",0.21148,76,332,0.16748,0.25547
2009,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.64642,143,182,0.57677,0.71607
2009,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.22749,39,182,0.16642,0.28857
2009,Saxony,No migration background,"No, definitely not",0.69362,381,507,0.65345,0.73379
2009,Saxony,No migration background,"Yes, definitely",0.21623,126,507,0.18036,0.25210
2009,Saxony-Anhalt,No migration background,"No, definitely not",0.71057,223,299,0.65908,0.76206
2009,Saxony-Anhalt,No migration background,"Yes, definitely",0.21137,76,299,0.16501,0.25772
2009,Thuringa,No migration background,"No, definitely not",0.65994,254,325,0.60836,0.71152
2009,Thuringa,No migration background,"Yes, definitely",0.20743,71,325,0.16327,0.25158
2010,Schleswig-Holstein,No migration background,"No, definitely not",0.77428,143,234,0.72059,0.82796
2010,Schleswig-Holstein,No migration background,"Yes, definitely",0.15721,91,234,0.11047,0.20395
2010,Hamburg,No migration background,"No, definitely not",0.71353,72,112,0.62943,0.79764
2010,Hamburg,No migration background,"Yes, definitely",0.18797,40,112,0.11529,0.26065
2010,Lower Saxony,No migration background,"No, definitely not",0.76844,458,713,0.73745,0.79942
2010,Lower Saxony,No migration background,Probably,0.03200,67,713,0.01908,0.04493
2010,Lower Saxony,No migration background,"Yes, definitely",0.17707,188,713,0.14903,0.20511
2010,Lower Saxony,Direct migration background,"No, definitely not",0.59646,42,75,0.48468,0.70824
2010,Lower Saxony,Direct migration background,"Yes, definitely",0.25898,33,75,0.15917,0.35879
2010,Bremen,No migration background,"No, definitely not",0.63379,36,36,0.47418,0.79340
2010,North Rhine-Westphalia,No migration background,"No, definitely not",0.75380,882,1484,0.73187,0.77572
2010,North Rhine-Westphalia,No migration background,Probably not,0.03376,60,1484,0.02457,0.04295
2010,North Rhine-Westphalia,No migration background,Probably,0.03797,126,1484,0.02824,0.04770
2010,North Rhine-Westphalia,No migration background,"Yes, definitely",0.17447,416,1484,0.15515,0.19379
2010,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.51848,161,418,0.47052,0.56643
2010,North Rhine-Westphalia,Direct migration background,Probably,0.11952,74,418,0.08838,0.15065
2010,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.31448,183,418,0.26992,0.35905
2010,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.81294,100,100,0.73613,0.88976
2010,Hesse,No migration background,"No, definitely not",0.71361,253,423,0.67048,0.75674
2010,Hesse,No migration background,Probably,0.07264,43,423,0.04787,0.09740
2010,Hesse,No migration background,"Yes, definitely",0.17523,127,423,0.13896,0.21150
2010,Hesse,Direct migration background,"No, definitely not",0.68994,54,110,0.60311,0.77677
2010,Hesse,Direct migration background,"Yes, definitely",0.18712,56,110,0.11390,0.26033
2010,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.78568,269,404,0.74561,0.82574
2010,"Rhineland-Palatinate, Saarland",No migration background,Probably,0.05584,41,404,0.03342,0.07826
2010,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.14467,94,404,0.11032,0.17901
2010,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.51948,34,34,0.34901,0.68995
2010,Baden-Wuerttemberg,No migration background,"No, definitely not",0.76045,444,760,0.73009,0.79082
2010,Baden-Wuerttemberg,No migration background,Probably,0.02850,69,760,0.01666,0.04034
2010,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.17853,247,760,0.15129,0.20578
2010,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.66236,93,165,0.58999,0.73474
2010,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.25429,72,165,0.18765,0.32094
2010,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.68488,63,63,0.56924,0.80052
2010,Bavaria,No migration background,"No, definitely not",0.78104,615,1034,0.75582,0.80626
2010,Bavaria,No migration background,Probably not,0.03006,49,1034,0.01965,0.04048
2010,Bavaria,No migration background,Probably,0.05009,108,1034,0.03679,0.06339
2010,Bavaria,No migration background,"Yes, definitely",0.13881,262,1034,0.11772,0.15989
2010,Bavaria,Direct migration background,"No, definitely not",0.67824,97,213,0.61536,0.74113
2010,Bavaria,Direct migration background,Probably,0.06883,31,213,0.03475,0.10291
2010,Bavaria,Direct migration background,"Yes, definitely",0.23022,85,213,0.17355,0.28688
2010,Bavaria,Indirect migration background,"Yes, definitely",0.65727,42,42,0.51199,0.80255
2010,Berlin,No migration background,"No, definitely not",0.66850,170,301,0.61523,0.72177
2010,Berlin,No migration background,Probably,0.10050,32,301,0.06647,0.13452
2010,Berlin,No migration background,"Yes, definitely",0.19758,99,301,0.15252,0.24263
2010,Brandenburg,No migration background,"No, definitely not",0.67780,250,374,0.63037,0.72523
2010,Brandenburg,No migration background,"Yes, definitely",0.22761,124,374,0.18506,0.27016
2010,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.76047,138,204,0.70176,0.81918
2010,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.17360,66,204,0.12149,0.22570
2010,Saxony,No migration background,"No, definitely not",0.64175,332,611,0.60370,0.67980
2010,Saxony,No migration background,Probably,0.07554,47,611,0.05457,0.09651
2010,Saxony,No migration background,"Yes, definitely",0.25875,232,611,0.22400,0.29351
2010,Saxony-Anhalt,No migration background,"No, definitely not",0.68875,209,327,0.63849,0.73902
2010,Saxony-Anhalt,No migration background,"Yes, definitely",0.21597,118,327,0.17130,0.26064
2010,Thuringa,No migration background,"No, definitely not",0.69793,242,344,0.64933,0.74652
2010,Thuringa,No migration background,"Yes, definitely",0.18784,102,344,0.14651,0.22918
2011,Schleswig-Holstein,No migration background,"No, definitely not",0.70866,189,302,0.65733,0.75999
2011,Schleswig-Holstein,No migration background,"Yes, definitely",0.22571,113,302,0.17848,0.27294
2011,Hamburg,No migration background,"No, definitely not",0.82686,94,133,0.76231,0.89141
2011,Hamburg,No migration background,"Yes, definitely",0.15704,39,133,0.09497,0.21911
2011,Lower Saxony,No migration background,"No, definitely not",0.78583,599,893,0.75890,0.81275
2011,Lower Saxony,No migration background,Probably not,0.03074,38,893,0.01941,0.04206
2011,Lower Saxony,No migration background,Probably,0.02410,61,893,0.01404,0.03417
2011,Lower Saxony,No migration background,"Yes, definitely",0.15933,195,893,0.13532,0.18335
2011,Lower Saxony,Direct migration background,"No, definitely not",0.64065,59,94,0.54313,0.73817
2011,Lower Saxony,Direct migration background,"Yes, definitely",0.26034,35,94,0.17115,0.34953
2011,Bremen,No migration background,"No, definitely not",0.79526,42,42,0.67174,0.91877
2011,North Rhine-Westphalia,No migration background,"No, definitely not",0.78006,1153,1740,0.76059,0.79953
2011,North Rhine-Westphalia,No migration background,Probably not,0.02442,57,1740,0.01716,0.03167
2011,North Rhine-Westphalia,No migration background,Probably,0.03621,126,1740,0.02743,0.04499
2011,North Rhine-Westphalia,No migration background,"Yes, definitely",0.15931,404,1740,0.14211,0.17651
2011,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.54899,196,427,0.50173,0.59624
2011,North Rhine-Westphalia,Direct migration background,Probably not,0.07059,32,427,0.04627,0.09491
2011,North Rhine-Westphalia,Direct migration background,Probably,0.14139,67,427,0.10830,0.17447
2011,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.23904,132,427,0.19854,0.27954
2011,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.71042,88,88,0.61511,0.80573
2011,Hesse,No migration background,"No, definitely not",0.69796,318,496,0.65751,0.73841
2011,Hesse,No migration background,Probably,0.06566,50,496,0.04384,0.08748
2011,Hesse,No migration background,"Yes, definitely",0.19970,128,496,0.16449,0.23492
2011,Hesse,Direct migration background,"No, definitely not",0.60939,66,111,0.51822,0.70057
2011,Hesse,Direct migration background,"Yes, definitely",0.22777,45,111,0.14940,0.30615
2011,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76606,353,481,0.72819,0.80393
2011,"Rhineland-Palatinate, Saarland",No migration background,Probably,0.05275,39,481,0.03275,0.07275
2011,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.15445,89,481,0.12212,0.18678
2011,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.51269,43,43,0.36152,0.66386
2011,Baden-Wuerttemberg,No migration background,"No, definitely not",0.77966,621,969,0.75355,0.80577
2011,Baden-Wuerttemberg,No migration background,Probably not,0.02918,44,969,0.01858,0.03979
2011,Baden-Wuerttemberg,No migration background,Probably,0.04252,77,969,0.02981,0.05524
2011,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.14863,227,969,0.12622,0.17104
2011,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.62668,115,189,0.55754,0.69582
2011,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.27637,74,189,0.21245,0.34030
2011,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.72118,69,69,0.61459,0.82776
2011,Bavaria,No migration background,"No, definitely not",0.80871,893,1315,0.78745,0.82998
2011,Bavaria,No migration background,Probably not,0.03320,65,1315,0.02352,0.04289
2011,Bavaria,No migration background,Probably,0.03907,96,1315,0.02859,0.04954
2011,Bavaria,No migration background,"Yes, definitely",0.11902,261,1315,0.10151,0.13652
2011,Bavaria,Direct migration background,"No, definitely not",0.75891,123,179,0.69607,0.82175
2011,Bavaria,Direct migration background,"Yes, definitely",0.13294,56,179,0.08307,0.18282
2011,Bavaria,Indirect migration background,"Yes, definitely",0.67696,41,41,0.53203,0.82188
2011,Berlin,No migration background,"No, definitely not",0.70059,226,320,0.65033,0.75086
2011,Berlin,No migration background,"Yes, definitely",0.19661,94,320,0.15300,0.24023
2011,Brandenburg,No migration background,"No, definitely not",0.71583,300,441,0.67369,0.75797
2011,Brandenburg,No migration background,Probably,0.05885,31,441,0.03686,0.08084
2011,Brandenburg,No migration background,"Yes, definitely",0.16586,110,441,0.13111,0.20062
2011,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.70750,172,252,0.65122,0.76378
2011,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.20507,80,252,0.15512,0.25502
2011,Saxony,No migration background,"No, definitely not",0.68117,408,671,0.64588,0.71646
2011,Saxony,No migration background,Probably,0.05154,50,671,0.03480,0.06829
2011,Saxony,No migration background,"Yes, definitely",0.24372,213,671,0.21121,0.27623
2011,Saxony-Anhalt,No migration background,"No, definitely not",0.76660,280,440,0.72703,0.80617
2011,Saxony-Anhalt,No migration background,Probably,0.06617,38,440,0.04292,0.08942
2011,Saxony-Anhalt,No migration background,"Yes, definitely",0.14615,122,440,0.11311,0.17920
2011,Thuringa,No migration background,"No, definitely not",0.71431,289,388,0.66930,0.75932
2011,Thuringa,No migration background,"Yes, definitely",0.19696,99,388,0.15733,0.23658
2012,Schleswig-Holstein,No migration background,"No, definitely not",0.70879,198,296,0.65695,0.76064
2012,Schleswig-Holstein,No migration background,"Yes, definitely",0.21301,98,296,0.16629,0.25974
2012,Hamburg,No migration background,"No, definitely not",0.78626,105,138,0.71761,0.85491
2012,Hamburg,No migration background,"Yes, definitely",0.15117,33,138,0.09118,0.21115
2012,Lower Saxony,No migration background,"No, definitely not",0.77643,604,875,0.74881,0.80405
2012,Lower Saxony,No migration background,Probably not,0.02860,37,875,0.01755,0.03965
2012,Lower Saxony,No migration background,Probably,0.04355,56,875,0.03002,0.05708
2012,Lower Saxony,No migration background,"Yes, definitely",0.15142,178,875,0.12766,0.17519
2012,Lower Saxony,Direct migration background,"No, definitely not",0.64927,47,79,0.54337,0.75517
2012,Lower Saxony,Direct migration background,"Yes, definitely",0.28181,32,79,0.18197,0.38165
2012,Bremen,No migration background,"No, definitely not",0.65288,41,41,0.50535,0.80041
2012,North Rhine-Westphalia,No migration background,"No, definitely not",0.75962,1090,1649,0.73898,0.78025
2012,North Rhine-Westphalia,No migration background,Probably not,0.02704,69,1649,0.01921,0.03487
2012,North Rhine-Westphalia,No migration background,Probably,0.04698,104,1649,0.03676,0.05719
2012,North Rhine-Westphalia,No migration background,"Yes, definitely",0.16637,386,1649,0.14839,0.18435
2012,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.57594,177,387,0.52664,0.62524
2012,North Rhine-Westphalia,Direct migration background,Probably not,0.04334,31,387,0.02302,0.06365
2012,North Rhine-Westphalia,Direct migration background,Probably,0.10835,58,387,0.07734,0.13935
2012,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.27238,121,387,0.22796,0.31679
2012,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.67822,75,75,0.57178,0.78466
2012,Hesse,No migration background,"No, definitely not",0.70671,345,522,0.66762,0.74581
2012,Hesse,No migration background,Probably,0.06586,50,522,0.04456,0.08716
2012,Hesse,No migration background,"Yes, definitely",0.17491,127,522,0.14229,0.20753
2012,Hesse,Direct migration background,"No, definitely not",0.70123,54,85,0.60335,0.79912
2012,Hesse,Direct migration background,"Yes, definitely",0.13975,31,85,0.06560,0.21390
2012,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76893,350,485,0.73138,0.80648
2012,"Rhineland-Palatinate, Saarland",No migration background,Probably,0.05649,42,485,0.03592,0.07706
2012,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.15322,93,485,0.12113,0.18532
2012,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.60800,43,43,0.46035,0.75564
2012,Baden-Wuerttemberg,No migration background,"No, definitely not",0.79339,629,929,0.76734,0.81944
2012,Baden-Wuerttemberg,No migration background,Probably not,0.03183,32,929,0.02054,0.04313
2012,Baden-Wuerttemberg,No migration background,Probably,0.03251,63,929,0.02110,0.04392
2012,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.14226,205,929,0.11979,0.16474
2012,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.57524,99,148,0.49533,0.65515
2012,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.29067,49,148,0.21726,0.36407
2012,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.72767,50,50,0.60302,0.85231
2012,Bavaria,No migration background,"No, definitely not",0.79200,882,1269,0.76966,0.81434
2012,Bavaria,No migration background,Probably not,0.04676,60,1269,0.03514,0.05839
2012,Bavaria,No migration background,Probably,0.03839,95,1269,0.02781,0.04896
2012,Bavaria,No migration background,"Yes, definitely",0.12284,232,1269,0.10478,0.14091
2012,Bavaria,Direct migration background,"No, definitely not",0.75011,114,160,0.68282,0.81741
2012,Bavaria,Direct migration background,"Yes, definitely",0.12383,46,160,0.07263,0.17503
2012,Bavaria,Indirect migration background,"Yes, definitely",0.60934,40,40,0.45621,0.76247
2012,Berlin,No migration background,"No, definitely not",0.65951,231,339,0.60899,0.71003
2012,Berlin,No migration background,"Yes, definitely",0.22550,108,339,0.18095,0.27005
2012,Brandenburg,No migration background,"No, definitely not",0.70044,296,411,0.65610,0.74478
2012,Brandenburg,No migration background,"Yes, definitely",0.21555,115,411,0.17575,0.25536
2012,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.70992,163,222,0.65009,0.76975
2012,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.16537,59,222,0.11639,0.21435
2012,Saxony,No migration background,"No, definitely not",0.69792,440,669,0.66310,0.73274
2012,Saxony,No migration background,Probably,0.03704,45,669,0.02272,0.05137
2012,Saxony,No migration background,"Yes, definitely",0.23189,184,669,0.19988,0.26389
2012,Saxony-Anhalt,No migration background,"No, definitely not",0.71995,261,374,0.67438,0.76552
2012,Saxony-Anhalt,No migration background,"Yes, definitely",0.18270,113,374,0.14349,0.22192
2012,Thuringa,No migration background,"No, definitely not",0.69088,293,394,0.64519,0.73657
2012,Thuringa,No migration background,"Yes, definitely",0.23547,101,394,0.19352,0.27742
2013,Schleswig-Holstein,No migration background,"No, definitely not",0.72731,181,276,0.67468,0.77995
2013,Schleswig-Holstein,No migration background,"Yes, definitely",0.20513,95,276,0.15740,0.25285
2013,Schleswig-Holstein,Direct migration background,"No, definitely not",0.61734,32,87,0.51461,0.72006
2013,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.28019,55,87,0.18527,0.37510
2013,Hamburg,No migration background,"No, definitely not",0.91085,110,110,0.85736,0.96435
2013,Lower Saxony,No migration background,"No, definitely not",0.77211,581,813,0.74326,0.80097
2013,Lower Saxony,No migration background,Probably,0.05394,61,813,0.03840,0.06947
2013,Lower Saxony,No migration background,"Yes, definitely",0.15177,171,813,0.12709,0.17645
2013,Lower Saxony,Direct migration background,"No, definitely not",0.52505,72,200,0.45566,0.59443
2013,Lower Saxony,Direct migration background,Probably,0.09701,36,200,0.05589,0.13813
2013,Lower Saxony,Direct migration background,"Yes, definitely",0.32667,92,200,0.26150,0.39183
2013,Lower Saxony,Indirect migration background,"Yes, definitely",0.86664,45,45,0.76619,0.96710
2013,Bremen,No migration background,"No, definitely not",0.66195,34,34,0.50056,0.82335
2013,North Rhine-Westphalia,No migration background,"No, definitely not",0.77311,1054,1559,0.75232,0.79391
2013,North Rhine-Westphalia,No migration background,Probably not,0.03109,64,1559,0.02247,0.03971
2013,North Rhine-Westphalia,No migration background,Probably,0.03494,88,1559,0.02582,0.04406
2013,North Rhine-Westphalia,No migration background,"Yes, definitely",0.16086,353,1559,0.14261,0.17910
2013,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.49583,219,645,0.45722,0.53445
2013,North Rhine-Westphalia,Direct migration background,Probably not,0.08930,48,645,0.06727,0.11132
2013,North Rhine-Westphalia,Direct migration background,Probably,0.08321,101,645,0.06188,0.10454
2013,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.33166,277,645,0.29530,0.36802
2013,North Rhine-Westphalia,Indirect migration background,Probably,0.14410,46,198,0.09506,0.19314
2013,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.73318,152,198,0.67142,0.79495
2013,Hesse,No migration background,"No, definitely not",0.75054,324,460,0.71096,0.79013
2013,Hesse,No migration background,Probably,0.06043,38,460,0.03863,0.08223
2013,Hesse,No migration background,"Yes, definitely",0.14720,98,460,0.11478,0.17961
2013,Hesse,Direct migration background,"No, definitely not",0.57771,78,203,0.50960,0.64583
2013,Hesse,Direct migration background,Probably,0.09001,31,203,0.05054,0.12947
2013,Hesse,Direct migration background,"Yes, definitely",0.27872,94,203,0.21689,0.34055
2013,Hesse,Indirect migration background,"Yes, definitely",0.78664,51,51,0.67309,0.90020
2013,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.73441,316,437,0.69296,0.77587
2013,"Rhineland-Palatinate, Saarland",No migration background,Probably,0.04832,34,437,0.02819,0.06845
2013,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.16761,87,437,0.13255,0.20267
2013,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.64707,62,110,0.55736,0.73678
2013,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.24018,48,110,0.15998,0.32038
2013,Baden-Wuerttemberg,No migration background,"No, definitely not",0.78590,558,818,0.75778,0.81403
2013,Baden-Wuerttemberg,No migration background,Probably not,0.02418,33,818,0.01365,0.03472
2013,Baden-Wuerttemberg,No migration background,Probably,0.03498,46,818,0.02238,0.04758
2013,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.15494,181,818,0.13012,0.17975
2013,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.61190,124,311,0.55765,0.66615
2013,Baden-Wuerttemberg,Direct migration background,Probably,0.11573,47,311,0.08012,0.15134
2013,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.25304,140,311,0.20464,0.30144
2013,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.76174,88,88,0.67221,0.85126
2013,Bavaria,No migration background,"No, definitely not",0.77485,840,1201,0.75121,0.79848
2013,Bavaria,No migration background,Probably not,0.03657,57,1201,0.02595,0.04719
2013,Bavaria,No migration background,Probably,0.03498,66,1201,0.02459,0.04538
2013,Bavaria,No migration background,"Yes, definitely",0.15360,238,1201,0.13320,0.17400
2013,Bavaria,Direct migration background,"No, definitely not",0.60307,131,326,0.54987,0.65626
2013,Bavaria,Direct migration background,Probably,0.08760,51,326,0.05686,0.11833
2013,Bavaria,Direct migration background,"Yes, definitely",0.27663,144,326,0.22799,0.32526
2013,Bavaria,Indirect migration background,"Yes, definitely",0.80048,74,74,0.70880,0.89216
2013,Berlin,No migration background,"No, definitely not",0.67671,214,303,0.62395,0.72946
2013,Berlin,No migration background,"Yes, definitely",0.18248,89,303,0.13891,0.22604
2013,Berlin,Direct migration background,"Yes, definitely",0.42704,48,48,0.28562,0.56845
